county,precinct,office,district,candidate,party,votes,
Orange,City of Newburgh 4-3,Governor,,Ballots Cast,,203,
Orange,City of Newburgh 4-4,Governor,,Ballots Cast,,197,
Orange,City of Newburgh 4-5,Governor,,Ballots Cast,,66,
Orange,Port Jervis 1-1,Governor,,Ballots Cast,,400,
Orange,Port Jervis 1-2,Governor,,Ballots Cast,,86,
Orange,Port Jervis 2-1,Governor,,Ballots Cast,,311,
Orange,Port Jervis 2-2,Governor,,Ballots Cast,,244,
Orange,Port Jervis 3-1,Governor,,Ballots Cast,,293,
Orange,Port Jervis 3-2,Governor,,Ballots Cast,,311,
Orange,Port Jervis 4-1,Governor,,Ballots Cast,,182,
Orange,Port Jervis 4-2,Governor,,Ballots Cast,,211,
Orange,Blooming Grove 1,Governor,,Ballots Cast,,288,
Orange,Blooming Grove 2,Governor,,Ballots Cast,,328,
Orange,Blooming Grove 3,Governor,,Ballots Cast,,366,
Orange,Blooming Grove 4,Governor,,Ballots Cast,,234,
Orange,Blooming Grove 5,Governor,,Ballots Cast,,293,
Orange,Blooming Grove 6,Governor,,Ballots Cast,,300,
Orange,Blooming Grove 7,Governor,,Ballots Cast,,340,
Orange,Blooming Grove 8,Governor,,Ballots Cast,,355,
Orange,Blooming Grove 9,Governor,,Ballots Cast,,397,
Orange,Blooming Grove 10,Governor,,Ballots Cast,,245,
Orange,Blooming Grove 11,Governor,,Ballots Cast,,258,
Orange,Blooming Grove 12,Governor,,Ballots Cast,,332,
Orange,Blooming Grove 13,Governor,,Ballots Cast,,320,
Orange,Blooming Grove 14,Governor,,Ballots Cast,,272,
Orange,Blooming Grove 15,Governor,,Ballots Cast,,260,
Orange,Blooming Grove 16,Governor,,Ballots Cast,,227,
Orange,Chester 1 ,Governor,,Ballots Cast,,310,
Orange,Chester 2,Governor,,Ballots Cast,,221,
Orange,Chester 3,Governor,,Ballots Cast,,387,
Orange,Chester 4,Governor,,Ballots Cast,,447,
Orange,Chester 5,Governor,,Ballots Cast,,321,
Orange,Chester 6,Governor,,Ballots Cast,,248,
Orange,Chester 7,Governor,,Ballots Cast,,382,
Orange,Chester 8,Governor,,Ballots Cast,,248,
Orange,Chester 9,Governor,,Ballots Cast,,135,
Orange,Chester 10,Governor,,Ballots Cast,,260,
Orange,Chester 11,Governor,,Ballots Cast,,236,
Orange,Chester 12,Governor,,Ballots Cast,,293,
Orange,Cornwall 1,Governor,,Ballots Cast,,327,
Orange,Cornwall 2,Governor,,Ballots Cast,,243,
Orange,Cornwall 3,Governor,,Ballots Cast,,332,
Orange,Cornwall 4,Governor,,Ballots Cast,,366,
Orange,Cornwall 5,Governor,,Ballots Cast,,263,
Orange,Cornwall 6,Governor,,Ballots Cast,,305,
Orange,Cornwall 7,Governor,,Ballots Cast,,183,
Orange,Cornwall 8,Governor,,Ballots Cast,,429,
Orange,Cornwall 9,Governor,,Ballots Cast,,254,
Orange,Cornwall 10,Governor,,Ballots Cast,,225,
Orange,Cornwall 11,Governor,,Ballots Cast,,385,
Orange,Cornwall 12,Governor,,Ballots Cast,,279,
Orange,Cornwall 13,Governor,,Ballots Cast,,210,
Orange,Cornwall 14,Governor,,Ballots Cast,,292,
Orange,Crawford 1,Governor,,Ballots Cast,,262,
Orange,Crawford 2,Governor,,Ballots Cast,,266,
Orange,Crawford 3,Governor,,Ballots Cast,,376,
Orange,Crawford 4,Governor,,Ballots Cast,,328,
Orange,Crawford 5,Governor,,Ballots Cast,,266,
Orange,Crawford 6,Governor,,Ballots Cast,,361,
Orange,Crawford 7,Governor,,Ballots Cast,,290,
Orange,Crawford 8,Governor,,Ballots Cast,,226,
Orange,Deerpark 1,Governor,,Ballots Cast,,203,
Orange,Deerpark 2,Governor,,Ballots Cast,,241,
Orange,Deerpark 3,Governor,,Ballots Cast,,244,
Orange,Deerpark 4,Governor,,Ballots Cast,,297,
Orange,Deerpark 5,Governor,,Ballots Cast,,263,
Orange,Deerpark 6,Governor,,Ballots Cast,,165,
Orange,Deerpark 7,Governor,,Ballots Cast,,274,
Orange,Goshen 1,Governor,,Ballots Cast,,282,
Orange,Goshen 2,Governor,,Ballots Cast,,122,
Orange,Goshen 3,Governor,,Ballots Cast,,271,
Orange,Goshen 4,Governor,,Ballots Cast,,402,
Orange,Goshen 5,Governor,,Ballots Cast,,333,
Orange,Goshen 6,Governor,,Ballots Cast,,228,
Orange,Goshen 7,Governor,,Ballots Cast,,335,
Orange,Goshen 8,Governor,,Ballots Cast,,247,
Orange,Goshen 9,Governor,,Ballots Cast,,404,
Orange,Goshen 10,Governor,,Ballots Cast,,292,
Orange,Goshen 11,Governor,,Ballots Cast,,265,
Orange,Goshen 12,Governor,,Ballots Cast,,183,
Orange,Goshen 13,Governor,,Ballots Cast,,23,
Orange,Greenville 1,Governor,,Ballots Cast,,313,
Orange,Greenville 2,Governor,,Ballots Cast,,352,
Orange,Greenville 3,Governor,,Ballots Cast,,246,
Orange,Greenville 4,Governor,,Ballots Cast,,266,
Orange,Hamptonburg 1 ,Governor,,Ballots Cast,,284,
Orange,Hamptonburg 2,Governor,,Ballots Cast,,365,
Orange,Hamptonburg 3,Governor,,Ballots Cast,,282,
Orange,Hamptonburg 4,Governor,,Ballots Cast,,243,
Orange,Hamptonburg 5,Governor,,Ballots Cast,,327,
Orange,Highland 1,Governor,,Ballots Cast,,295,
Orange,Highland 2,Governor,,Ballots Cast,,176,
Orange,Highland 3,Governor,,Ballots Cast,,214,
Orange,Highland 4,Governor,,Ballots Cast,,304,
Orange,Highland 5,Governor,,Ballots Cast,,175,
Orange,Highland 6,Governor,,Ballots Cast,,208,
Orange,Minisink 1 ,Governor,,Ballots Cast,,313,
Orange,Minisink 2,Governor,,Ballots Cast,,295,
Orange,Minisink 3,Governor,,Ballots Cast,,279,
Orange,Minisink 4,Governor,,Ballots Cast,,267,
Orange,Monroe 1 ,Governor,,Ballots Cast,,508,
Orange,Monroe 2,Governor,,Ballots Cast,,444,
Orange,Monroe 3,Governor,,Ballots Cast,,324,
Orange,Monroe 4,Governor,,Ballots Cast,,411,
Orange,Monroe 5,Governor,,Ballots Cast,,419,
Orange,Monroe 6,Governor,,Ballots Cast,,325,
Orange,Monroe 7,Governor,,Ballots Cast,,454,
Orange,Monroe 8,Governor,,Ballots Cast,,204,
Orange,Monroe 9,Governor,,Ballots Cast,,247,
Orange,Monroe 10,Governor,,Ballots Cast,,467,
Orange,Monroe 11,Governor,,Ballots Cast,,306,
Orange,Monroe 12,Governor,,Ballots Cast,,398,
Orange,Monroe 13,Governor,,Ballots Cast,,302,
Orange,Monroe 14,Governor,,Ballots Cast,,330,
Orange,Monroe 15,Governor,,Ballots Cast,,492,
Orange,Monroe 16,Governor,,Ballots Cast,,264,
Orange,Monroe 17,Governor,,Ballots Cast,,392,
Orange,Monroe 18,Governor,,Ballots Cast,,136,
Orange,Monroe 19,Governor,,Ballots Cast,,174,
Orange,Monroe 20,Governor,,Ballots Cast,,452,
Orange,Monroe 21,Governor,,Ballots Cast,,371,
Orange,Monroe 22,Governor,,Ballots Cast,,314,
Orange,Monroe 23,Governor,,Ballots Cast,,332,
Orange,Monroe 24,Governor,,Ballots Cast,,306,
Orange,Monroe 25,Governor,,Ballots Cast,,152,
Orange,Monroe 26,Governor,,Ballots Cast,,411,
Orange,Monroe 27,Governor,,Ballots Cast,,390,
Orange,Monroe 28,Governor,,Ballots Cast,,465,
Orange,Monroe 29,Governor,,Ballots Cast,,486,
Orange,Monroe 30,Governor,,Ballots Cast,,305,
Orange,Monroe 31,Governor,,Ballots Cast,,382,
Orange,Monroe 32,Governor,,Ballots Cast,,353,
Orange,Monroe 33,Governor,,Ballots Cast,,415,
Orange,Monroe 34,Governor,,Ballots Cast,,415,
Orange,Monroe 35,Governor,,Ballots Cast,,459,
Orange,Monroe 36,Governor,,Ballots Cast,,14,
Orange,Montgomery 1,Governor,,Ballots Cast,,307,
Orange,Montgomery 2,Governor,,Ballots Cast,,384,
Orange,Montgomery 3,Governor,,Ballots Cast,,284,
Orange,Montgomery 4,Governor,,Ballots Cast,,357,
Orange,Montgomery 5,Governor,,Ballots Cast,,272,
Orange,Montgomery 6,Governor,,Ballots Cast,,247,
Orange,Montgomery 7,Governor,,Ballots Cast,,288,
Orange,Montgomery 8,Governor,,Ballots Cast,,250,
Orange,Montgomery 9,Governor,,Ballots Cast,,264,
Orange,Montgomery 10,Governor,,Ballots Cast,,260,
Orange,Montgomery 11,Governor,,Ballots Cast,,255,
Orange,Montgomery 12,Governor,,Ballots Cast,,274,
Orange,Montgomery 13,Governor,,Ballots Cast,,322,
Orange,Montgomery 14,Governor,,Ballots Cast,,206,
Orange,Montgomery 15,Governor,,Ballots Cast,,321,
Orange,Montgomery 16,Governor,,Ballots Cast,,331,
Orange,Montgomery 17,Governor,,Ballots Cast,,294,
Orange,Montgomery 18,Governor,,Ballots Cast,,381,
Orange,Mount Hope 1,Governor,,Ballots Cast,,261,
Orange,Mount Hope 2,Governor,,Ballots Cast,,355,
Orange,Mount Hope 3,Governor,,Ballots Cast,,388,
Orange,Mount Hope 4,Governor,,Ballots Cast,,361,
Orange,New Windsor 1 ,Governor,,Ballots Cast,,163,
Orange,New Windsor 2,Governor,,Ballots Cast,,198,
Orange,New Windsor 3,Governor,,Ballots Cast,,228,
Orange,New Windsor 4,Governor,,Ballots Cast,,273,
Orange,New Windsor 5,Governor,,Ballots Cast,,397,
Orange,New Windsor 6,Governor,,Ballots Cast,,232,
Orange,New Windsor 7,Governor,,Ballots Cast,,185,
Orange,New Windsor 8,Governor,,Ballots Cast,,278,
Orange,New Windsor 9,Governor,,Ballots Cast,,211,
Orange,New Windsor 10,Governor,,Ballots Cast,,407,
Orange,New Windsor 11,Governor,,Ballots Cast,,343,
Orange,New Windsor 12,Governor,,Ballots Cast,,194,
Orange,New Windsor 13,Governor,,Ballots Cast,,319,
Orange,New Windsor 14,Governor,,Ballots Cast,,266,
Orange,New Windsor 15,Governor,,Ballots Cast,,299,
Orange,New Windsor 16,Governor,,Ballots Cast,,452,
Orange,New Windsor 17,Governor,,Ballots Cast,,130,
Orange,New Windsor 18,Governor,,Ballots Cast,,357,
Orange,New Windsor 19,Governor,,Ballots Cast,,325,
Orange,New Windsor 20,Governor,,Ballots Cast,,239,
Orange,New Windsor 21,Governor,,Ballots Cast,,275,
Orange,New Windsor 22,Governor,,Ballots Cast,,125,
Orange,Newburgh Town 1 ,Governor,,Ballots Cast,,187,
Orange,Newburgh Town 2,Governor,,Ballots Cast,,242,
Orange,Newburgh Town 3,Governor,,Ballots Cast,,303,
Orange,Newburgh Town 4,Governor,,Ballots Cast,,296,
Orange,Newburgh Town 5,Governor,,Ballots Cast,,314,
Orange,Newburgh Town 6,Governor,,Ballots Cast,,182,
Orange,Newburgh Town 7,Governor,,Ballots Cast,,221,
Orange,Newburgh Town 8,Governor,,Ballots Cast,,317,
Orange,Newburgh Town 9,Governor,,Ballots Cast,,310,
Orange,Newburgh Town 10,Governor,,Ballots Cast,,222,
Orange,Newburgh Town 11,Governor,,Ballots Cast,,303,
Orange,Newburgh Town 12,Governor,,Ballots Cast,,283,
Orange,Newburgh Town 13,Governor,,Ballots Cast,,345,
Orange,Newburgh Town 14,Governor,,Ballots Cast,,361,
Orange,Newburgh Town 15,Governor,,Ballots Cast,,271,
Orange,Newburgh Town 16,Governor,,Ballots Cast,,290,
Orange,Newburgh Town 17,Governor,,Ballots Cast,,407,
Orange,Newburgh Town 18,Governor,,Ballots Cast,,332,
Orange,Newburgh Town 19,Governor,,Ballots Cast,,306,
Orange,Newburgh Town 20,Governor,,Ballots Cast,,153,
Orange,Newburgh Town 21,Governor,,Ballots Cast,,363,
Orange,Newburgh Town 22,Governor,,Ballots Cast,,273,
Orange,Newburgh Town 23,Governor,,Ballots Cast,,317,
Orange,Newburgh Town 24,Governor,,Ballots Cast,,277,
Orange,Newburgh Town 25,Governor,,Ballots Cast,,367,
Orange,Newburgh Town 26,Governor,,Ballots Cast,,191,
Orange,Newburgh Town 27,Governor,,Ballots Cast,,125,
Orange,Tuxedo 1 ,Governor,,Ballots Cast,,259,
Orange,Tuxedo 2,Governor,,Ballots Cast,,373,
Orange,Tuxedo 3,Governor,,Ballots Cast,,214,
Orange,Tuxedo 4,Governor,,Ballots Cast,,404,
Orange,Wallkill 1-1,Governor,,Ballots Cast,,238,
Orange,Wallkill 1-2,Governor,,Ballots Cast,,365,
Orange,Wallkill 1-3,Governor,,Ballots Cast,,152,
Orange,Wallkill 1-4,Governor,,Ballots Cast,,149,
Orange,Wallkill 1-5,Governor,,Ballots Cast,,125,
Orange,Wallkill 1-6,Governor,,Ballots Cast,,192,
Orange,Wallkill 1-7,Governor,,Ballots Cast,,166,
Orange,Wallkill 2-1,Governor,,Ballots Cast,,210,
Orange,Wallkill 2-2,Governor,,Ballots Cast,,198,
Orange,Wallkill 2-3,Governor,,Ballots Cast,,102,
Orange,Wallkill 2-4,Governor,,Ballots Cast,,182,
Orange,Wallkill 2-5,Governor,,Ballots Cast,,128,
Orange,Wallkill 2-6,Governor,,Ballots Cast,,153,
Orange,Wallkill 2-7,Governor,,Ballots Cast,,123,
Orange,Wallkill 3-1,Governor,,Ballots Cast,,174,
Orange,Wallkill 3-2,Governor,,Ballots Cast,,194,
Orange,Wallkill 3-3,Governor,,Ballots Cast,,545,
Orange,Wallkill 3-4,Governor,,Ballots Cast,,171,
Orange,Wallkill 3-5,Governor,,Ballots Cast,,152,
Orange,Wallkill 3-6,Governor,,Ballots Cast,,342,
Orange,Wallkill 3-7,Governor,,Ballots Cast,,307,
Orange,Wallkill 4-1,Governor,,Ballots Cast,,289,
Orange,Wallkill 4-2,Governor,,Ballots Cast,,144,
Orange,Wallkill 4-3,Governor,,Ballots Cast,,161,
Orange,Wallkill 4-4,Governor,,Ballots Cast,,321,
Orange,Wallkill 4-5,Governor,,Ballots Cast,,263,
Orange,Warwick 1,Governor,,Ballots Cast,,249,
Orange,Warwick 2,Governor,,Ballots Cast,,338,
Orange,Warwick 3,Governor,,Ballots Cast,,257,
Orange,Warwick 4,Governor,,Ballots Cast,,379,
Orange,Warwick 5,Governor,,Ballots Cast,,291,
Orange,Warwick 6,Governor,,Ballots Cast,,235,
Orange,Warwick 7,Governor,,Ballots Cast,,243,
Orange,Warwick 8,Governor,,Ballots Cast,,360,
Orange,Warwick 9,Governor,,Ballots Cast,,345,
Orange,Warwick 10,Governor,,Ballots Cast,,288,
Orange,Warwick 11,Governor,,Ballots Cast,,295,
Orange,Warwick 12,Governor,,Ballots Cast,,324,
Orange,Warwick 13,Governor,,Ballots Cast,,294,
Orange,Warwick 14,Governor,,Ballots Cast,,252,
Orange,Warwick 15,Governor,,Ballots Cast,,235,
Orange,Warwick 16,Governor,,Ballots Cast,,362,
Orange,Warwick 17,Governor,,Ballots Cast,,230,
Orange,Warwick 18,Governor,,Ballots Cast,,223,
Orange,Warwick 19,Governor,,Ballots Cast,,326,
Orange,Warwick 20,Governor,,Ballots Cast,,331,
Orange,Warwick 21,Governor,,Ballots Cast,,431,
Orange,Warwick 22,Governor,,Ballots Cast,,243,
Orange,Warwick 23,Governor,,Ballots Cast,,372,
Orange,Warwick 24,Governor,,Ballots Cast,,355,
Orange,Warwick 25,Governor,,Ballots Cast,,282,
Orange,Warwick 26,Governor,,Ballots Cast,,312,
Orange,Warwick 27,Governor,,Ballots Cast,,354,
Orange,Warwick 28,Governor,,Ballots Cast,,304,
Orange,Warwick 29,Governor,,Ballots Cast,,204,
Orange,Warwick 30,Governor,,Ballots Cast,,209,
Orange,Warwick 31,Governor,,Ballots Cast,,156,
Orange,Wawayanda 1 ,Governor,,Ballots Cast,,342,
Orange,Wawayanda 2,Governor,,Ballots Cast,,308,
Orange,Wawayanda 3,Governor,,Ballots Cast,,304,
Orange,Wawayanda 4,Governor,,Ballots Cast,,262,
Orange,Wawayanda 5,Governor,,Ballots Cast,,270,
Orange,Wawayanda 6,Governor,,Ballots Cast,,366,
Orange,Woodbury 1 ,Governor,,Ballots Cast,,315,
Orange,Woodbury 2,Governor,,Ballots Cast,,272,
Orange,Woodbury 3,Governor,,Ballots Cast,,386,
Orange,Woodbury 4,Governor,,Ballots Cast,,266,
Orange,Woodbury 5,Governor,,Ballots Cast,,456,
Orange,Woodbury 6,Governor,,Ballots Cast,,407,
Orange,Woodbury 7,Governor,,Ballots Cast,,259,
Orange,Woodbury 8,Governor,,Ballots Cast,,303,
Orange,Woodbury 9,Governor,,Ballots Cast,,110,
Orange,Woodbury 10,Governor,,Ballots Cast,,478,
Orange,Total,Governor,,Ballots Cast,,84400,
Orange,Middletown - Ward 1-1,Governor,,Absentee,,6,
Orange,Middletown - Ward 1-2,Governor,,Absentee,,3,
Orange,Middletown - Ward 1-3,Governor,,Absentee,,5,
Orange,Middletown - Ward 1-4,Governor,,Absentee,,1,
Orange,Middletown - Ward 1-5,Governor,,Absentee,,6,
Orange,Middletown - Ward 1-6,Governor,,Absentee,,9,
Orange,Middletown - Ward 2-1,Governor,,Absentee,,8,
Orange,Middletown - Ward 2-2,Governor,,Absentee,,3,
Orange,Middletown - Ward 2-3,Governor,,Absentee,,8,
Orange,Middletown - Ward 2-4,Governor,,Absentee,,17,
Orange,Middletown - Ward 2-5,Governor,,Absentee,,9,
Orange,Middletown - Ward 2-6,Governor,,Absentee,,5,
Orange,Middletown - Ward 2-7,Governor,,Absentee,,12,
Orange,Middletown - Ward 3-1,Governor,,Absentee,,6,
Orange,Middletown - Ward 3-2,Governor,,Absentee,,6,
Orange,Middletown - Ward 3-3,Governor,,Absentee,,3,
Orange,Middletown - Ward 3-4,Governor,,Absentee,,9,
Orange,Middletown - Ward 3-5,Governor,,Absentee,,7,
Orange,Middletown - Ward 4-1,Governor,,Absentee,,9,
Orange,Middletown - Ward 4-2,Governor,,Absentee,,22,
Orange,Middletown - Ward 4-3,Governor,,Absentee,,6,
Orange,Middletown - Ward 4-4,Governor,,Absentee,,12,
Orange,Middletown - Ward 4-5,Governor,,Absentee,,13,
Orange,Middletown - Ward 4-6,Governor,,Absentee,,26,
Orange,Middletown - Ward 4-7,Governor,,Absentee,,11,
Orange,City of Newburgh 1-1,Governor,,Absentee,,4,
Orange,City of Newburgh 1-2,Governor,,Absentee,,9,
Orange,City of Newburgh 1-3,Governor,,Absentee,,4,
Orange,City of Newburgh 1-4,Governor,,Absentee,,20,
Orange,City of Newburgh 2-1,Governor,,Absentee,,15,
Orange,City of Newburgh 2-2,Governor,,Absentee,,18,
Orange,City of Newburgh 3-1,Governor,,Absentee,,17,
Orange,City of Newburgh 3-2,Governor,,Absentee,,10,
Orange,City of Newburgh 3-3,Governor,,Absentee,,8,
Orange,City of Newburgh 3-4,Governor,,Absentee,,3,
Orange,City of Newburgh 4-1,Governor,,Absentee,,2,
Orange,City of Newburgh 4-2,Governor,,Absentee,,5,
Orange,City of Newburgh 4-3,Governor,,Absentee,,10,
Orange,City of Newburgh 4-4,Governor,,Absentee,,9,
Orange,City of Newburgh 4-5,Governor,,Absentee,,5,
Orange,Port Jervis 1-1,Governor,,Absentee,,39,
Orange,Port Jervis 1-2,Governor,,Absentee,,8,
Orange,Port Jervis 2-1,Governor,,Absentee,,29,
Orange,Port Jervis 2-2,Governor,,Absentee,,24,
Orange,Port Jervis 3-1,Governor,,Absentee,,39,
Orange,Port Jervis 3-2,Governor,,Absentee,,18,
Orange,Port Jervis 4-1,Governor,,Absentee,,46,
Orange,Port Jervis 4-2,Governor,,Absentee,,83,
Orange,Blooming Grove 1,Governor,,Absentee,,9,
Orange,Blooming Grove 2,Governor,,Absentee,,14,
Orange,Blooming Grove 3,Governor,,Absentee,,16,
Orange,Blooming Grove 4,Governor,,Absentee,,7,
Orange,Blooming Grove 5,Governor,,Absentee,,4,
Orange,Blooming Grove 6,Governor,,Absentee,,8,
Orange,Blooming Grove 7,Governor,,Absentee,,8,
Orange,Blooming Grove 8,Governor,,Absentee,,18,
Orange,Blooming Grove 9,Governor,,Absentee,,6,
Orange,Blooming Grove 10,Governor,,Absentee,,8,
Orange,Blooming Grove 11,Governor,,Absentee,,19,
Orange,Blooming Grove 12,Governor,,Absentee,,12,
Orange,Blooming Grove 13,Governor,,Absentee,,8,
Orange,Blooming Grove 14,Governor,,Absentee,,4,
Orange,Blooming Grove 15,Governor,,Absentee,,21,
Orange,Blooming Grove 16,Governor,,Absentee,,13,
Orange,Chester 1 ,Governor,,Absentee,,16,
Orange,Chester 2,Governor,,Absentee,,8,
Orange,Chester 3,Governor,,Absentee,,12,
Orange,Chester 4,Governor,,Absentee,,19,
Orange,Chester 5,Governor,,Absentee,,25,
Orange,Chester 6,Governor,,Absentee,,7,
Orange,Chester 7,Governor,,Absentee,,18,
Orange,Chester 8,Governor,,Absentee,,14,
Orange,Chester 9,Governor,,Absentee,,3,
Orange,Chester 10,Governor,,Absentee,,6,
Orange,Chester 11,Governor,,Absentee,,8,
Orange,Chester 12,Governor,,Absentee,,23,
Orange,Cornwall 1,Governor,,Absentee,,17,
Orange,Cornwall 2,Governor,,Absentee,,8,
Orange,Cornwall 3,Governor,,Absentee,,22,
Orange,Cornwall 4,Governor,,Absentee,,13,
Orange,Cornwall 5,Governor,,Absentee,,8,
Orange,Cornwall 6,Governor,,Absentee,,11,
Orange,Cornwall 7,Governor,,Absentee,,9,
Orange,Cornwall 8,Governor,,Absentee,,16,
Orange,Cornwall 9,Governor,,Absentee,,12,
Orange,Cornwall 10,Governor,,Absentee,,5,
Orange,Cornwall 11,Governor,,Absentee,,21,
Orange,Cornwall 12,Governor,,Absentee,,26,
Orange,Cornwall 13,Governor,,Absentee,,5,
Orange,Cornwall 14,Governor,,Absentee,,7,
Orange,Crawford 1,Governor,,Absentee,,7,
Orange,Crawford 2,Governor,,Absentee,,15,
Orange,Crawford 3,Governor,,Absentee,,13,
Orange,Crawford 4,Governor,,Absentee,,14,
Orange,Crawford 5,Governor,,Absentee,,6,
Orange,Crawford 6,Governor,,Absentee,,10,
Orange,Crawford 7,Governor,,Absentee,,4,
Orange,Crawford 8,Governor,,Absentee,,8,
Orange,Deerpark 1,Governor,,Absentee,,11,
Orange,Deerpark 2,Governor,,Absentee,,21,
Orange,Deerpark 3,Governor,,Absentee,,10,
Orange,Deerpark 4,Governor,,Absentee,,8,
Orange,Deerpark 5,Governor,,Absentee,,10,
Orange,Deerpark 6,Governor,,Absentee,,11,
Orange,Deerpark 7,Governor,,Absentee,,14,
Orange,Goshen 1,Governor,,Absentee,,21,
Orange,Goshen 2,Governor,,Absentee,,16,
Orange,Goshen 3,Governor,,Absentee,,17,
Orange,Goshen 4,Governor,,Absentee,,26,
Orange,Goshen 5,Governor,,Absentee,,45,
Orange,Goshen 6,Governor,,Absentee,,5,
Orange,Goshen 7,Governor,,Absentee,,34,
Orange,Goshen 8,Governor,,Absentee,,10,
Orange,Goshen 9,Governor,,Absentee,,22,
Orange,Goshen 10,Governor,,Absentee,,11,
Orange,Goshen 11,Governor,,Absentee,,12,
Orange,Goshen 12,Governor,,Absentee,,5,
Orange,Goshen 13,Governor,,Absentee,,2,
Orange,Greenville 1,Governor,,Absentee,,13,
Orange,Greenville 2,Governor,,Absentee,,11,
Orange,Greenville 3,Governor,,Absentee,,4,
Orange,Greenville 4,Governor,,Absentee,,4,
Orange,Hamptonburg 1 ,Governor,,Absentee,,38,
Orange,Hamptonburg 2,Governor,,Absentee,,11,
Orange,Hamptonburg 3,Governor,,Absentee,,7,
Orange,Hamptonburg 4,Governor,,Absentee,,16,
Orange,Hamptonburg 5,Governor,,Absentee,,16,
Orange,Highland 1,Governor,,Absentee,,17,
Orange,Highland 2,Governor,,Absentee,,10,
Orange,Highland 3,Governor,,Absentee,,11,
Orange,Highland 4,Governor,,Absentee,,6,
Orange,Highland 5,Governor,,Absentee,,11,
Orange,Highland 6,Governor,,Absentee,,6,
Orange,Minisink 1 ,Governor,,Absentee,,15,
Orange,Minisink 2,Governor,,Absentee,,8,
Orange,Minisink 3,Governor,,Absentee,,10,
Orange,Minisink 4,Governor,,Absentee,,12,
Orange,Monroe 1 ,Governor,,Absentee,,19,
Orange,Monroe 2,Governor,,Absentee,,29,
Orange,Monroe 3,Governor,,Absentee,,18,
Orange,Monroe 4,Governor,,Absentee,,14,
Orange,Monroe 5,Governor,,Absentee,,13,
Orange,Monroe 6,Governor,,Absentee,,18,
Orange,Monroe 7,Governor,,Absentee,,18,
Orange,Monroe 8,Governor,,Absentee,,7,
Orange,Monroe 9,Governor,,Absentee,,8,
Orange,Monroe 10,Governor,,Absentee,,12,
Orange,Monroe 11,Governor,,Absentee,,16,
Orange,Monroe 12,Governor,,Absentee,,13,
Orange,Monroe 13,Governor,,Absentee,,18,
Orange,Monroe 14,Governor,,Absentee,,10,
Orange,Monroe 15,Governor,,Absentee,,22,
Orange,Monroe 16,Governor,,Absentee,,14,
Orange,Monroe 17,Governor,,Absentee,,21,
Orange,Monroe 18,Governor,,Absentee,,3,
Orange,Monroe 19,Governor,,Absentee,,3,
Orange,Monroe 20,Governor,,Absentee,,28,
Orange,Monroe 21,Governor,,Absentee,,16,
Orange,Monroe 22,Governor,,Absentee,,7,
Orange,Monroe 23,Governor,,Absentee,,14,
Orange,Monroe 24,Governor,,Absentee,,9,
