county,precinct,office,disctrict,party,candidate,votes
Tompkins,Dryden 8 LD 13,Governor,,GRE,Howie Hawkins,111
Tompkins,Dryden 9 LD 13,Governor,,GRE,Howie Hawkins,79
Tompkins,Dryden 10 LD 14,Governor,,GRE,Howie Hawkins,38
Tompkins,Enfield 1 LD 8,Governor,,GRE,Howie Hawkins,36
Tompkins,Enfield 2 LD 5,Governor,,GRE,Howie Hawkins,38
Tompkins,Enfield 3 LD 8,Governor,,GRE,Howie Hawkins,62
Tompkins,Groton 1 LD 9,Governor,,GRE,Howie Hawkins,22
Tompkins,Groton 2 LD 9,Governor,,GRE,Howie Hawkins,25
Tompkins,Groton 3 LD 9,Governor,,GRE,Howie Hawkins,31
Tompkins,Groton 4 LD 9,Governor,,GRE,Howie Hawkins,28
Tompkins,Ithaca 1 LD 5,Governor,,GRE,Howie Hawkins,82
Tompkins,Ithaca 2 LD 12,Governor,,GRE,Howie Hawkins,49
Tompkins,Ithaca 3 LD 12,Governor,,GRE,Howie Hawkins,58
Tompkins,Ithaca 4 LD 11,Governor,,GRE,Howie Hawkins,104
Tompkins,Ithaca 5 LD 11,Governor,,GRE,Howie Hawkins,79
Tompkins,Ithaca 6 LD 11,Governor,,GRE,Howie Hawkins,50
Tompkins,Ithaca 7 LD 10,Governor,,GRE,Howie Hawkins,35
Tompkins,Ithaca 8 LD 10,Governor,,GRE,Howie Hawkins,56
Tompkins,Ithaca 9 LD 10 ,Governor,,GRE,Howie Hawkins,75
Tompkins,Ithaca 10 LD 12,Governor,,GRE,Howie Hawkins,125
Tompkins,Ithaca 11 LD 11,Governor,,GRE,Howie Hawkins,85
Tompkins,Ithaca 12 LD 7,Governor,,GRE,Howie Hawkins,32
Tompkins,Lansing 1 LD 6,Governor,,GRE,Howie Hawkins,47
Tompkins,"Lansing 2 LD 6, 8 LD 9",Governor,,GRE,Howie Hawkins,40
Tompkins,Lansing 3 LD 6,Governor,,GRE,Howie Hawkins,50
Tompkins,Lansing 4 LD 6,Governor,,GRE,Howie Hawkins,34
Tompkins,Lansing 5 LD 6,Governor,,GRE,Howie Hawkins,63
Tompkins,Lansing 6 LD 10 ,Governor,,GRE,Howie Hawkins,36
Tompkins,Lansing 7 LD 10 ,Governor,,GRE,Howie Hawkins,51
Tompkins,Newfield 1 LD 8,Governor,,GRE,Howie Hawkins,63
Tompkins,Newfield 2 LD 8,Governor,,GRE,Howie Hawkins,58
Tompkins,Newfield 3 LD 8,Governor,,GRE,Howie Hawkins,78
Tompkins,Ulysses 1 LD 5,Governor,,GRE,Howie Hawkins,68
Tompkins,Ulysses 2 LD 5,Governor,,GRE,Howie Hawkins,75
Tompkins,Ulysses 3 LD 5,Governor,,GRE,Howie Hawkins,119
Tompkins,Ulysses 4 LD 5,Governor,,GRE,Howie Hawkins,91
Tompkins,Total,Governor,,GRE,Howie Hawkins,4305
Tompkins,Ithaca City 1-1 LD 1,Governor,,SCC,Rob Astorino,3
Tompkins,Ithaca City 1-2 LD 1,Governor,,SCC,Rob Astorino,1
Tompkins,Ithaca City 1-3 LD 1,Governor,,SCC,Rob Astorino,2
Tompkins,Ithaca City 1-4 LD 3,Governor,,SCC,Rob Astorino,4
Tompkins,Ithaca City 2-1 LD 1,Governor,,SCC,Rob Astorino,0
Tompkins,Ithaca City 2-2 LD 1,Governor,,SCC,Rob Astorino,2
Tompkins,Ithaca City 2-3 LD 1,Governor,,SCC,Rob Astorino,3
Tompkins,Ithaca City 2-4 LD 4,Governor,,SCC,Rob Astorino,2
Tompkins,"Ithaca City 3-1 LD 2, 3-2 LD 3",Governor,,SCC,Rob Astorino,1
Tompkins,Ithaca City 3-3 LD 3,Governor,,SCC,Rob Astorino,2
Tompkins,Ithaca City 4-1 LD 4,Governor,,SCC,Rob Astorino,1
Tompkins,Ithaca City 5-1 LD 2,Governor,,SCC,Rob Astorino,3
Tompkins,Ithaca City 5-2 LD 2,Governor,,SCC,Rob Astorino,2
Tompkins,Ithaca City 5-3 LD 2,Governor,,SCC,Rob Astorino,2
Tompkins,Caroline 1 LD 7,Governor,,SCC,Rob Astorino,4
Tompkins,Caroline 2 LD 7,Governor,,SCC,Rob Astorino,6
Tompkins,Caroline 3 LD 7,Governor,,SCC,Rob Astorino,6
Tompkins,Danby 1 LD 7,Governor,,SCC,Rob Astorino,5
Tompkins,Danby 2 LD 7,Governor,,SCC,Rob Astorino,0
Tompkins,Danby 3 LD 7,Governor,,SCC,Rob Astorino,6
Tompkins,Dryden 1 LD 13,Governor,,SCC,Rob Astorino,10
Tompkins,Dryden 2 LD 14,Governor,,SCC,Rob Astorino,4
Tompkins,Dryden 3 LD 9,Governor,,SCC,Rob Astorino,1
Tompkins,Dryden 4 LD 13,Governor,,SCC,Rob Astorino,5
Tompkins,Dryden 5 LD 13,Governor,,SCC,Rob Astorino,16
Tompkins,Dryden 6 LD 14,Governor,,SCC,Rob Astorino,8
Tompkins,Dryden 7 LD 14,Governor,,SCC,Rob Astorino,7
Tompkins,Dryden 8 LD 13,Governor,,SCC,Rob Astorino,3
Tompkins,Dryden 9 LD 13,Governor,,SCC,Rob Astorino,4
Tompkins,Dryden 10 LD 14,Governor,,SCC,Rob Astorino,8
Tompkins,Enfield 1 LD 8,Governor,,SCC,Rob Astorino,2
Tompkins,Enfield 2 LD 5,Governor,,SCC,Rob Astorino,7
Tompkins,Enfield 3 LD 8,Governor,,SCC,Rob Astorino,5
Tompkins,Groton 1 LD 9,Governor,,SCC,Rob Astorino,3
Tompkins,Groton 2 LD 9,Governor,,SCC,Rob Astorino,9
Tompkins,Groton 3 LD 9,Governor,,SCC,Rob Astorino,10
Tompkins,Groton 4 LD 9,Governor,,SCC,Rob Astorino,6
Tompkins,Ithaca 1 LD 5,Governor,,SCC,Rob Astorino,1
Tompkins,Ithaca 2 LD 12,Governor,,SCC,Rob Astorino,3
Tompkins,Ithaca 3 LD 12,Governor,,SCC,Rob Astorino,5
Tompkins,Ithaca 4 LD 11,Governor,,SCC,Rob Astorino,0
Tompkins,Ithaca 5 LD 11,Governor,,SCC,Rob Astorino,4
Tompkins,Ithaca 6 LD 11,Governor,,SCC,Rob Astorino,2
Tompkins,Ithaca 7 LD 10,Governor,,SCC,Rob Astorino,1
Tompkins,Ithaca 8 LD 10,Governor,,SCC,Rob Astorino,4
Tompkins,Ithaca 9 LD 10 ,Governor,,SCC,Rob Astorino,2
Tompkins,Ithaca 10 LD 12,Governor,,SCC,Rob Astorino,2
Tompkins,Ithaca 11 LD 11,Governor,,SCC,Rob Astorino,2
Tompkins,Ithaca 12 LD 7,Governor,,SCC,Rob Astorino,7
Tompkins,Lansing 1 LD 6,Governor,,SCC,Rob Astorino,7
Tompkins,"Lansing 2 LD 6, 8 LD 9",Governor,,SCC,Rob Astorino,14
Tompkins,Lansing 3 LD 6,Governor,,SCC,Rob Astorino,13
Tompkins,Lansing 4 LD 6,Governor,,SCC,Rob Astorino,7
Tompkins,Lansing 5 LD 6,Governor,,SCC,Rob Astorino,3
Tompkins,Lansing 6 LD 10 ,Governor,,SCC,Rob Astorino,2
Tompkins,Lansing 7 LD 10 ,Governor,,SCC,Rob Astorino,7
Tompkins,Newfield 1 LD 8,Governor,,SCC,Rob Astorino,6
Tompkins,Newfield 2 LD 8,Governor,,SCC,Rob Astorino,7
Tompkins,Newfield 3 LD 8,Governor,,SCC,Rob Astorino,10
Tompkins,Ulysses 1 LD 5,Governor,,SCC,Rob Astorino,11
Tompkins,Ulysses 2 LD 5,Governor,,SCC,Rob Astorino,6
Tompkins,Ulysses 3 LD 5,Governor,,SCC,Rob Astorino,9
Tompkins,Ulysses 4 LD 5,Governor,,SCC,Rob Astorino,6
Tompkins,Total,Governor,,SCC,Rob Astorino,304
Tompkins,Ithaca City 1-1 LD 1,Governor,,LBT,Michael McDermott,1
Tompkins,Ithaca City 1-2 LD 1,Governor,,LBT,Michael McDermott,1
Tompkins,Ithaca City 1-3 LD 1,Governor,,LBT,Michael McDermott,0
Tompkins,Ithaca City 1-4 LD 3,Governor,,LBT,Michael McDermott,4
Tompkins,Ithaca City 2-1 LD 1,Governor,,LBT,Michael McDermott,2
Tompkins,Ithaca City 2-2 LD 1,Governor,,LBT,Michael McDermott,1
Tompkins,Ithaca City 2-3 LD 1,Governor,,LBT,Michael McDermott,4
Tompkins,Ithaca City 2-4 LD 4,Governor,,LBT,Michael McDermott,1
Tompkins,"Ithaca City 3-1 LD 2, 3-2 LD 3",Governor,,LBT,Michael McDermott,0
Tompkins,Ithaca City 3-3 LD 3,Governor,,LBT,Michael McDermott,2
Tompkins,Ithaca City 4-1 LD 4,Governor,,LBT,Michael McDermott,3
Tompkins,Ithaca City 5-1 LD 2,Governor,,LBT,Michael McDermott,3
Tompkins,Ithaca City 5-2 LD 2,Governor,,LBT,Michael McDermott,3
Tompkins,Ithaca City 5-3 LD 2,Governor,,LBT,Michael McDermott,0
Tompkins,Caroline 1 LD 7,Governor,,LBT,Michael McDermott,0
Tompkins,Caroline 2 LD 7,Governor,,LBT,Michael McDermott,0
Tompkins,Caroline 3 LD 7,Governor,,LBT,Michael McDermott,3
Tompkins,Danby 1 LD 7,Governor,,LBT,Michael McDermott,2
Tompkins,Danby 2 LD 7,Governor,,LBT,Michael McDermott,0
Tompkins,Danby 3 LD 7,Governor,,LBT,Michael McDermott,2
Tompkins,Dryden 1 LD 13,Governor,,LBT,Michael McDermott,2
Tompkins,Dryden 2 LD 14,Governor,,LBT,Michael McDermott,4
Tompkins,Dryden 3 LD 9,Governor,,LBT,Michael McDermott,0
Tompkins,Dryden 4 LD 13,Governor,,LBT,Michael McDermott,4
Tompkins,Dryden 5 LD 13,Governor,,LBT,Michael McDermott,3
Tompkins,Dryden 6 LD 14,Governor,,LBT,Michael McDermott,4
Tompkins,Dryden 7 LD 14,Governor,,LBT,Michael McDermott,0
Tompkins,Dryden 8 LD 13,Governor,,LBT,Michael McDermott,2
Tompkins,Dryden 9 LD 13,Governor,,LBT,Michael McDermott,2
Tompkins,Dryden 10 LD 14,Governor,,LBT,Michael McDermott,0
Tompkins,Enfield 1 LD 8,Governor,,LBT,Michael McDermott,2
Tompkins,Enfield 2 LD 5,Governor,,LBT,Michael McDermott,4
Tompkins,Enfield 3 LD 8,Governor,,LBT,Michael McDermott,3
Tompkins,Groton 1 LD 9,Governor,,LBT,Michael McDermott,3
Tompkins,Groton 2 LD 9,Governor,,LBT,Michael McDermott,6
Tompkins,Groton 3 LD 9,Governor,,LBT,Michael McDermott,2
Tompkins,Groton 4 LD 9,Governor,,LBT,Michael McDermott,2
Tompkins,Ithaca 1 LD 5,Governor,,LBT,Michael McDermott,2
Tompkins,Ithaca 2 LD 12,Governor,,LBT,Michael McDermott,2
Tompkins,Ithaca 3 LD 12,Governor,,LBT,Michael McDermott,1
Tompkins,Ithaca 4 LD 11,Governor,,LBT,Michael McDermott,3
Tompkins,Ithaca 5 LD 11,Governor,,LBT,Michael McDermott,1
Tompkins,Ithaca 6 LD 11,Governor,,LBT,Michael McDermott,4
Tompkins,Ithaca 7 LD 10,Governor,,LBT,Michael McDermott,0
Tompkins,Ithaca 8 LD 10,Governor,,LBT,Michael McDermott,3
Tompkins,Ithaca 9 LD 10 ,Governor,,LBT,Michael McDermott,1
Tompkins,Ithaca 10 LD 12,Governor,,LBT,Michael McDermott,2
Tompkins,Ithaca 11 LD 11,Governor,,LBT,Michael McDermott,3
Tompkins,Ithaca 12 LD 7,Governor,,LBT,Michael McDermott,1
Tompkins,Lansing 1 LD 6,Governor,,LBT,Michael McDermott,0
Tompkins,"Lansing 2 LD 6, 8 LD 9",Governor,,LBT,Michael McDermott,4
Tompkins,Lansing 3 LD 6,Governor,,LBT,Michael McDermott,3
Tompkins,Lansing 4 LD 6,Governor,,LBT,Michael McDermott,6
Tompkins,Lansing 5 LD 6,Governor,,LBT,Michael McDermott,6
Tompkins,Lansing 6 LD 10 ,Governor,,LBT,Michael McDermott,0
Tompkins,Lansing 7 LD 10 ,Governor,,LBT,Michael McDermott,3
Tompkins,Newfield 1 LD 8,Governor,,LBT,Michael McDermott,3
Tompkins,Newfield 2 LD 8,Governor,,LBT,Michael McDermott,2
Tompkins,Newfield 3 LD 8,Governor,,LBT,Michael McDermott,3
Tompkins,Ulysses 1 LD 5,Governor,,LBT,Michael McDermott,4
Tompkins,Ulysses 2 LD 5,Governor,,LBT,Michael McDermott,2
Tompkins,Ulysses 3 LD 5,Governor,,LBT,Michael McDermott,3
Tompkins,Ulysses 4 LD 5,Governor,,LBT,Michael McDermott,4
Tompkins,Total,Governor,,LBT,Michael McDermott,141
Tompkins,Ithaca City 1-1 LD 1,Governor,,WEP,Andrew M. Cuomo,10
Tompkins,Ithaca City 1-2 LD 1,Governor,,WEP,Andrew M. Cuomo,8
Tompkins,Ithaca City 1-3 LD 1,Governor,,WEP,Andrew M. Cuomo,5
Tompkins,Ithaca City 1-4 LD 3,Governor,,WEP,Andrew M. Cuomo,9
Tompkins,Ithaca City 2-1 LD 1,Governor,,WEP,Andrew M. Cuomo,10
Tompkins,Ithaca City 2-2 LD 1,Governor,,WEP,Andrew M. Cuomo,9
Tompkins,Ithaca City 2-3 LD 1,Governor,,WEP,Andrew M. Cuomo,17
Tompkins,Ithaca City 2-4 LD 4,Governor,,WEP,Andrew M. Cuomo,4
Tompkins,"Ithaca City 3-1 LD 2, 3-2 LD 3",Governor,,WEP,Andrew M. Cuomo,6
Tompkins,Ithaca City 3-3 LD 3,Governor,,WEP,Andrew M. Cuomo,7
Tompkins,Ithaca City 4-1 LD 4,Governor,,WEP,Andrew M. Cuomo,8
Tompkins,Ithaca City 5-1 LD 2,Governor,,WEP,Andrew M. Cuomo,13
Tompkins,Ithaca City 5-2 LD 2,Governor,,WEP,Andrew M. Cuomo,11
Tompkins,Ithaca City 5-3 LD 2,Governor,,WEP,Andrew M. Cuomo,8
Tompkins,Caroline 1 LD 7,Governor,,WEP,Andrew M. Cuomo,5
Tompkins,Caroline 2 LD 7,Governor,,WEP,Andrew M. Cuomo,5
Tompkins,Caroline 3 LD 7,Governor,,WEP,Andrew M. Cuomo,7
Tompkins,Danby 1 LD 7,Governor,,WEP,Andrew M. Cuomo,10
Tompkins,Danby 2 LD 7,Governor,,WEP,Andrew M. Cuomo,5
Tompkins,Danby 3 LD 7,Governor,,WEP,Andrew M. Cuomo,9
Tompkins,Dryden 1 LD 13,Governor,,WEP,Andrew M. Cuomo,0
Tompkins,Dryden 2 LD 14,Governor,,WEP,Andrew M. Cuomo,8
Tompkins,Dryden 3 LD 9,Governor,,WEP,Andrew M. Cuomo,2
Tompkins,Dryden 4 LD 13,Governor,,WEP,Andrew M. Cuomo,8
Tompkins,Dryden 5 LD 13,Governor,,WEP,Andrew M. Cuomo,4
Tompkins,Dryden 6 LD 14,Governor,,WEP,Andrew M. Cuomo,7
Tompkins,Dryden 7 LD 14,Governor,,WEP,Andrew M. Cuomo,3
Tompkins,Dryden 8 LD 13,Governor,,WEP,Andrew M. Cuomo,19
Tompkins,Dryden 9 LD 13,Governor,,WEP,Andrew M. Cuomo,3
Tompkins,Dryden 10 LD 14,Governor,,WEP,Andrew M. Cuomo,6
Tompkins,Enfield 1 LD 8,Governor,,WEP,Andrew M. Cuomo,8
Tompkins,Enfield 2 LD 5,Governor,,WEP,Andrew M. Cuomo,9
Tompkins,Enfield 3 LD 8,Governor,,WEP,Andrew M. Cuomo,8
Tompkins,Groton 1 LD 9,Governor,,WEP,Andrew M. Cuomo,1
Tompkins,Groton 2 LD 9,Governor,,WEP,Andrew M. Cuomo,7
Tompkins,Groton 3 LD 9,Governor,,WEP,Andrew M. Cuomo,5
Tompkins,Groton 4 LD 9,Governor,,WEP,Andrew M. Cuomo,4
Tompkins,Ithaca 1 LD 5,Governor,,WEP,Andrew M. Cuomo,7
Tompkins,Ithaca 2 LD 12,Governor,,WEP,Andrew M. Cuomo,8
Tompkins,Ithaca 3 LD 12,Governor,,WEP,Andrew M. Cuomo,6
Tompkins,Ithaca 4 LD 11,Governor,,WEP,Andrew M. Cuomo,11
Tompkins,Ithaca 5 LD 11,Governor,,WEP,Andrew M. Cuomo,8
Tompkins,Ithaca 6 LD 11,Governor,,WEP,Andrew M. Cuomo,8
Tompkins,Ithaca 7 LD 10,Governor,,WEP,Andrew M. Cuomo,10
Tompkins,Ithaca 8 LD 10,Governor,,WEP,Andrew M. Cuomo,4
Tompkins,Ithaca 9 LD 10 ,Governor,,WEP,Andrew M. Cuomo,9
Tompkins,Ithaca 10 LD 12,Governor,,WEP,Andrew M. Cuomo,10
Tompkins,Ithaca 11 LD 11,Governor,,WEP,Andrew M. Cuomo,14
Tompkins,Ithaca 12 LD 7,Governor,,WEP,Andrew M. Cuomo,2
Tompkins,Lansing 1 LD 6,Governor,,WEP,Andrew M. Cuomo,9
Tompkins,"Lansing 2 LD 6, 8 LD 9",Governor,,WEP,Andrew M. Cuomo,5
Tompkins,Lansing 3 LD 6,Governor,,WEP,Andrew M. Cuomo,11
Tompkins,Lansing 4 LD 6,Governor,,WEP,Andrew M. Cuomo,2
Tompkins,Lansing 5 LD 6,Governor,,WEP,Andrew M. Cuomo,10
Tompkins,Lansing 6 LD 10 ,Governor,,WEP,Andrew M. Cuomo,7
Tompkins,Lansing 7 LD 10 ,Governor,,WEP,Andrew M. Cuomo,6
Tompkins,Newfield 1 LD 8,Governor,,WEP,Andrew M. Cuomo,4
Tompkins,Newfield 2 LD 8,Governor,,WEP,Andrew M. Cuomo,0
Tompkins,Newfield 3 LD 8,Governor,,WEP,Andrew M. Cuomo,6
Tompkins,Ulysses 1 LD 5,Governor,,WEP,Andrew M. Cuomo,8
Tompkins,Ulysses 2 LD 5,Governor,,WEP,Andrew M. Cuomo,6
Tompkins,Ulysses 3 LD 5,Governor,,WEP,Andrew M. Cuomo,11
Tompkins,Ulysses 4 LD 5,Governor,,WEP,Andrew M. Cuomo,10
Tompkins,Total,Governor,,WEP,Andrew M. Cuomo,460
Tompkins,Ithaca City 1-1 LD 1,Governor,,SAP,Steven Cohn,0
Tompkins,Ithaca City 1-2 LD 1,Governor,,SAP,Steven Cohn,0
Tompkins,Ithaca City 1-3 LD 1,Governor,,SAP,Steven Cohn,0
Tompkins,Ithaca City 1-4 LD 3,Governor,,SAP,Steven Cohn,0
Tompkins,Ithaca City 2-1 LD 1,Governor,,SAP,Steven Cohn,0
Tompkins,Ithaca City 2-2 LD 1,Governor,,SAP,Steven Cohn,1
Tompkins,Ithaca City 2-3 LD 1,Governor,,SAP,Steven Cohn,0
Tompkins,Ithaca City 2-4 LD 4,Governor,,SAP,Steven Cohn,1
Tompkins,"Ithaca City 3-1 LD 2, 3-2 LD 3",Governor,,SAP,Steven Cohn,0
Tompkins,Ithaca City 3-3 LD 3,Governor,,SAP,Steven Cohn,0
Tompkins,Ithaca City 4-1 LD 4,Governor,,SAP,Steven Cohn,0
Tompkins,Ithaca City 5-1 LD 2,Governor,,SAP,Steven Cohn,0
Tompkins,Ithaca City 5-2 LD 2,Governor,,SAP,Steven Cohn,1
Tompkins,Ithaca City 5-3 LD 2,Governor,,SAP,Steven Cohn,0
Tompkins,Caroline 1 LD 7,Governor,,SAP,Steven Cohn,0
Tompkins,Caroline 2 LD 7,Governor,,SAP,Steven Cohn,1
Tompkins,Caroline 3 LD 7,Governor,,SAP,Steven Cohn,1
Tompkins,Danby 1 LD 7,Governor,,SAP,Steven Cohn,2
Tompkins,Danby 2 LD 7,Governor,,SAP,Steven Cohn,0
Tompkins,Danby 3 LD 7,Governor,,SAP,Steven Cohn,1
Tompkins,Dryden 1 LD 13,Governor,,SAP,Steven Cohn,1
Tompkins,Dryden 2 LD 14,Governor,,SAP,Steven Cohn,0
Tompkins,Dryden 3 LD 9,Governor,,SAP,Steven Cohn,0
Tompkins,Dryden 4 LD 13,Governor,,SAP,Steven Cohn,1
Tompkins,Dryden 5 LD 13,Governor,,SAP,Steven Cohn,0
Tompkins,Dryden 6 LD 14,Governor,,SAP,Steven Cohn,0
Tompkins,Dryden 7 LD 14,Governor,,SAP,Steven Cohn,0
Tompkins,Dryden 8 LD 13,Governor,,SAP,Steven Cohn,0
Tompkins,Dryden 9 LD 13,Governor,,SAP,Steven Cohn,0
Tompkins,Dryden 10 LD 14,Governor,,SAP,Steven Cohn,1
Tompkins,Enfield 1 LD 8,Governor,,SAP,Steven Cohn,0
Tompkins,Enfield 2 LD 5,Governor,,SAP,Steven Cohn,2
Tompkins,Enfield 3 LD 8,Governor,,SAP,Steven Cohn,2
Tompkins,Groton 1 LD 9,Governor,,SAP,Steven Cohn,1
Tompkins,Groton 2 LD 9,Governor,,SAP,Steven Cohn,0
Tompkins,Groton 3 LD 9,Governor,,SAP,Steven Cohn,0
Tompkins,Groton 4 LD 9,Governor,,SAP,Steven Cohn,0
Tompkins,Ithaca 1 LD 5,Governor,,SAP,Steven Cohn,1
Tompkins,Ithaca 2 LD 12,Governor,,SAP,Steven Cohn,1
Tompkins,Ithaca 3 LD 12,Governor,,SAP,Steven Cohn,0
Tompkins,Ithaca 4 LD 11,Governor,,SAP,Steven Cohn,0
Tompkins,Ithaca 5 LD 11,Governor,,SAP,Steven Cohn,0
Tompkins,Ithaca 6 LD 11,Governor,,SAP,Steven Cohn,0
Tompkins,Ithaca 7 LD 10,Governor,,SAP,Steven Cohn,0
Tompkins,Ithaca 8 LD 10,Governor,,SAP,Steven Cohn,1
Tompkins,Ithaca 9 LD 10 ,Governor,,SAP,Steven Cohn,1
Tompkins,Ithaca 10 LD 12,Governor,,SAP,Steven Cohn,1
Tompkins,Ithaca 11 LD 11,Governor,,SAP,Steven Cohn,0
Tompkins,Ithaca 12 LD 7,Governor,,SAP,Steven Cohn,0
Tompkins,Lansing 1 LD 6,Governor,,SAP,Steven Cohn,1
Tompkins,"Lansing 2 LD 6, 8 LD 9",Governor,,SAP,Steven Cohn,2
Tompkins,Lansing 3 LD 6,Governor,,SAP,Steven Cohn,2
Tompkins,Lansing 4 LD 6,Governor,,SAP,Steven Cohn,0
Tompkins,Lansing 5 LD 6,Governor,,SAP,Steven Cohn,0
Tompkins,Lansing 6 LD 10 ,Governor,,SAP,Steven Cohn,1
Tompkins,Lansing 7 LD 10 ,Governor,,SAP,Steven Cohn,1
Tompkins,Newfield 1 LD 8,Governor,,SAP,Steven Cohn,0
Tompkins,Newfield 2 LD 8,Governor,,SAP,Steven Cohn,0
Tompkins,Newfield 3 LD 8,Governor,,SAP,Steven Cohn,0
Tompkins,Ulysses 1 LD 5,Governor,,SAP,Steven Cohn,0
Tompkins,Ulysses 2 LD 5,Governor,,SAP,Steven Cohn,0
Tompkins,Ulysses 3 LD 5,Governor,,SAP,Steven Cohn,0
Tompkins,Ulysses 4 LD 5,Governor,,SAP,Steven Cohn,0
Tompkins,Total,Governor,,SAP,Steven Cohn,28
Tompkins,Ithaca City 1-1 LD 1,Governor,,,Blank,7
Tompkins,Ithaca City 1-2 LD 1,Governor,,,Blank,5
Tompkins,Ithaca City 1-3 LD 1,Governor,,,Blank,1
Tompkins,Ithaca City 1-4 LD 3,Governor,,,Blank,9
Tompkins,Ithaca City 2-1 LD 1,Governor,,,Blank,16
Tompkins,Ithaca City 2-2 LD 1,Governor,,,Blank,17
Tompkins,Ithaca City 2-3 LD 1,Governor,,,Blank,11
Tompkins,Ithaca City 2-4 LD 4,Governor,,,Blank,4
Tompkins,"Ithaca City 3-1 LD 2, 3-2 LD 3",Governor,,,Blank,10
Tompkins,Ithaca City 3-3 LD 3,Governor,,,Blank,7
Tompkins,Ithaca City 4-1 LD 4,Governor,,,Blank,2
Tompkins,Ithaca City 5-1 LD 2,Governor,,,Blank,10
Tompkins,Ithaca City 5-2 LD 2,Governor,,,Blank,7
Tompkins,Ithaca City 5-3 LD 2,Governor,,,Blank,3
Tompkins,Caroline 1 LD 7,Governor,,,Blank,2
Tompkins,Caroline 2 LD 7,Governor,,,Blank,11
Tompkins,Caroline 3 LD 7,Governor,,,Blank,5
Tompkins,Danby 1 LD 7,Governor,,,Blank,4
Tompkins,Danby 2 LD 7,Governor,,,Blank,1
Tompkins,Danby 3 LD 7,Governor,,,Blank,12
Tompkins,Dryden 1 LD 13,Governor,,,Blank,9
Tompkins,Dryden 2 LD 14,Governor,,,Blank,7
Tompkins,Dryden 3 LD 9,Governor,,,Blank,2
Tompkins,Dryden 4 LD 13,Governor,,,Blank,7
Tompkins,Dryden 5 LD 13,Governor,,,Blank,9
Tompkins,Dryden 6 LD 14,Governor,,,Blank,3
Tompkins,Dryden 7 LD 14,Governor,,,Blank,11
Tompkins,Dryden 8 LD 13,Governor,,,Blank,11
Tompkins,Dryden 9 LD 13,Governor,,,Blank,2
Tompkins,Dryden 10 LD 14,Governor,,,Blank,7
Tompkins,Enfield 1 LD 8,Governor,,,Blank,4
Tompkins,Enfield 2 LD 5,Governor,,,Blank,5
Tompkins,Enfield 3 LD 8,Governor,,,Blank,1
Tompkins,Groton 1 LD 9,Governor,,,Blank,1
Tompkins,Groton 2 LD 9,Governor,,,Blank,1
Tompkins,Groton 3 LD 9,Governor,,,Blank,7
Tompkins,Groton 4 LD 9,Governor,,,Blank,1
Tompkins,Ithaca 1 LD 5,Governor,,,Blank,3
Tompkins,Ithaca 2 LD 12,Governor,,,Blank,6
Tompkins,Ithaca 3 LD 12,Governor,,,Blank,7
Tompkins,Ithaca 4 LD 11,Governor,,,Blank,10
Tompkins,Ithaca 5 LD 11,Governor,,,Blank,5
Tompkins,Ithaca 6 LD 11,Governor,,,Blank,6
Tompkins,Ithaca 7 LD 10,Governor,,,Blank,9
Tompkins,Ithaca 8 LD 10,Governor,,,Blank,1
Tompkins,Ithaca 9 LD 10 ,Governor,,,Blank,4
Tompkins,Ithaca 10 LD 12,Governor,,,Blank,5
Tompkins,Ithaca 11 LD 11,Governor,,,Blank,10
Tompkins,Ithaca 12 LD 7,Governor,,,Blank,3
Tompkins,Lansing 1 LD 6,Governor,,,Blank,12
Tompkins,"Lansing 2 LD 6, 8 LD 9",Governor,,,Blank,11
Tompkins,Lansing 3 LD 6,Governor,,,Blank,9
Tompkins,Lansing 4 LD 6,Governor,,,Blank,2
Tompkins,Lansing 5 LD 6,Governor,,,Blank,6
Tompkins,Lansing 6 LD 10 ,Governor,,,Blank,6
Tompkins,Lansing 7 LD 10 ,Governor,,,Blank,6
Tompkins,Newfield 1 LD 8,Governor,,,Blank,11
Tompkins,Newfield 2 LD 8,Governor,,,Blank,11
Tompkins,Newfield 3 LD 8,Governor,,,Blank,5
Tompkins,Ulysses 1 LD 5,Governor,,,Blank,7
Tompkins,Ulysses 2 LD 5,Governor,,,Blank,4
Tompkins,Ulysses 3 LD 5,Governor,,,Blank,8
Tompkins,Ulysses 4 LD 5,Governor,,,Blank,4
Tompkins,Total,Governor,,,Blank,403
Tompkins,Ithaca City 1-1 LD 1,Governor,,,Void,1
Tompkins,Ithaca City 1-2 LD 1,Governor,,,Void,0
Tompkins,Ithaca City 1-3 LD 1,Governor,,,Void,1
Tompkins,Ithaca City 1-4 LD 3,Governor,,,Void,0
Tompkins,Ithaca City 2-1 LD 1,Governor,,,Void,1
Tompkins,Ithaca City 2-2 LD 1,Governor,,,Void,2
Tompkins,Ithaca City 2-3 LD 1,Governor,,,Void,1
Tompkins,Ithaca City 2-4 LD 4,Governor,,,Void,0
Tompkins,"Ithaca City 3-1 LD 2, 3-2 LD 3",Governor,,,Void,0
Tompkins,Ithaca City 3-3 LD 3,Governor,,,Void,0
Tompkins,Ithaca City 4-1 LD 4,Governor,,,Void,0
Tompkins,Ithaca City 5-1 LD 2,Governor,,,Void,3
Tompkins,Ithaca City 5-2 LD 2,Governor,,,Void,3
Tompkins,Ithaca City 5-3 LD 2,Governor,,,Void,0
