county,precinct,office,district,candidate,party,Absentee,votes
Ulster,Saugerties 4,"U,S, House",19,Christopher P. Gibson,CON,3,36
Ulster,Saugerties 5,"U,S, House",19,Christopher P. Gibson,CON,4,55
Ulster,Saugerties 6,"U,S, House",19,Christopher P. Gibson,CON,0,68
Ulster,Saugerties 7,"U,S, House",19,Christopher P. Gibson,CON,2,16
Ulster,Saugerties 8,"U,S, House",19,Christopher P. Gibson,CON,5,35
Ulster,Saugerties 9,"U,S, House",19,Christopher P. Gibson,CON,4,33
Ulster,Saugerties 10,"U,S, House",19,Christopher P. Gibson,CON,4,31
Ulster,Saugerties 11,"U,S, House",19,Christopher P. Gibson,CON,7,53
Ulster,Saugerties 12,"U,S, House",19,Christopher P. Gibson,CON,5,64
Ulster,Saugerties 13,"U,S, House",19,Christopher P. Gibson,CON,7,61
Ulster,Saugerties 14,"U,S, House",19,Christopher P. Gibson,CON,0,8
Ulster,Saugerties 15,"U,S, House",19,Christopher P. Gibson,CON,1,52
Ulster,Saugerties 16,"U,S, House",19,Christopher P. Gibson,CON,1,64
Ulster,Shandaken 1,"U,S, House",19,Christopher P. Gibson,CON,1,19
Ulster,Shandaken 2,"U,S, House",19,Christopher P. Gibson,CON,3,22
Ulster,Shandaken 3,"U,S, House",19,Christopher P. Gibson,CON,0,21
Ulster,Shandaken 4,"U,S, House",19,Christopher P. Gibson,CON,2,17
Ulster,Shawangunk 1,"U,S, House",19,Christopher P. Gibson,CON,0,27
Ulster,Shawangunk 2,"U,S, House",19,Christopher P. Gibson,CON,0,49
Ulster,Shawangunk 3,"U,S, House",19,Christopher P. Gibson,CON,3,57
Ulster,Shawangunk 4,"U,S, House",19,Christopher P. Gibson,CON,2,38
Ulster,Shawangunk 5,"U,S, House",19,Christopher P. Gibson,CON,0,41
Ulster,Shawangunk 6,"U,S, House",19,Christopher P. Gibson,CON,2,44
Ulster,Shawangunk 7,"U,S, House",19,Christopher P. Gibson,CON,2,42
Ulster,Ulster 1,"U,S, House",19,Christopher P. Gibson,CON,3,38
Ulster,Ulster 2,"U,S, House",19,Christopher P. Gibson,CON,4,46
Ulster,Ulster 3,"U,S, House",19,Christopher P. Gibson,CON,3,7
Ulster,Ulster 4,"U,S, House",19,Christopher P. Gibson,CON,0,10
Ulster,Ulster 5,"U,S, House",19,Christopher P. Gibson,CON,2,4
Ulster,Ulster 6,"U,S, House",19,Christopher P. Gibson,CON,3,7
Ulster,Ulster 7,"U,S, House",19,Christopher P. Gibson,CON,0,30
Ulster,Ulster 8,"U,S, House",19,Christopher P. Gibson,CON,1,10
Ulster,Ulster 9,"U,S, House",19,Christopher P. Gibson,CON,6,34
Ulster,Ulster 10,"U,S, House",19,Christopher P. Gibson,CON,3,39
Ulster,Ulster 11,"U,S, House",19,Christopher P. Gibson,CON,0,17
Ulster,Ulster 12,"U,S, House",19,Christopher P. Gibson,CON,0,58
Ulster,Ulster 13,"U,S, House",19,Christopher P. Gibson,CON,1,48
Ulster,Ulster 14,"U,S, House",19,Christopher P. Gibson,CON,1,42
Ulster,Wawarsing 1,"U,S, House",19,Christopher P. Gibson,CON,0,4
Ulster,Wawarsing 2,"U,S, House",19,Christopher P. Gibson,CON,0,16
Ulster,Wawarsing 3,"U,S, House",19,Christopher P. Gibson,CON,0,20
Ulster,Wawarsing 4,"U,S, House",19,Christopher P. Gibson,CON,1,15
Ulster,Wawarsing 5,"U,S, House",19,Christopher P. Gibson,CON,5,12
Ulster,Wawarsing 6,"U,S, House",19,Christopher P. Gibson,CON,2,18
Ulster,Wawarsing 7,"U,S, House",19,Christopher P. Gibson,CON,5,28
Ulster,Wawarsing 8,"U,S, House",19,Christopher P. Gibson,CON,2,30
Ulster,Wawarsing 9,"U,S, House",19,Christopher P. Gibson,CON,0,14
Ulster,Wawarsing 10,"U,S, House",19,Christopher P. Gibson,CON,3,20
Ulster,Wawarsing 11,"U,S, House",19,Christopher P. Gibson,CON,0,7
Ulster,Wawarsing 12,"U,S, House",19,Christopher P. Gibson,CON,0,20
Ulster,Woodstock 1,"U,S, House",19,Christopher P. Gibson,CON,0,3
Ulster,Woodstock 2,"U,S, House",19,Christopher P. Gibson,CON,0,8
Ulster,Woodstock 3,"U,S, House",19,Christopher P. Gibson,CON,2,11
Ulster,Woodstock 4,"U,S, House",19,Christopher P. Gibson,CON,0,2
Ulster,Woodstock 5,"U,S, House",19,Christopher P. Gibson,CON,0,2
Ulster,Woodstock 6,"U,S, House",19,Christopher P. Gibson,CON,1,17
Ulster,Woodstock 7,"U,S, House",19,Christopher P. Gibson,CON,3,4
Ulster,Woodstock 8,"U,S, House",19,Christopher P. Gibson,CON,0,3
Ulster,Woodstock 9,"U,S, House",19,Christopher P. Gibson,CON,0,7
Ulster,TOTAL,"U,S, House",19,Christopher P. Gibson,CON,303,4420
Ulster,Kingston Ward 1 -1,"U,S, House",19,Sean S. Eldridge,WOR,0,7
Ulster,Kingston Ward 1 -2,"U,S, House",19,Sean S. Eldridge,WOR,1,29
Ulster,Kingston Ward 1 -3,"U,S, House",19,Sean S. Eldridge,WOR,2,35
Ulster,Kingston Ward 2 -1,"U,S, House",19,Sean S. Eldridge,WOR,3,40
Ulster,Kingston Ward 2 -2,"U,S, House",19,Sean S. Eldridge,WOR,4,5
Ulster,Kingston Ward 2 -3,"U,S, House",19,Sean S. Eldridge,WOR,1,24
Ulster,Kingston Ward 3 -1,"U,S, House",19,Sean S. Eldridge,WOR,0,22
Ulster,Kingston Ward 3 -2,"U,S, House",19,Sean S. Eldridge,WOR,3,23
Ulster,Kingston Ward 3 -3,"U,S, House",19,Sean S. Eldridge,WOR,3,17
Ulster,Kingston Ward 4 -1,"U,S, House",19,Sean S. Eldridge,WOR,0,22
Ulster,Kingston Ward 4 -2,"U,S, House",19,Sean S. Eldridge,WOR,0,10
Ulster,Kingston Ward 5 -1,"U,S, House",19,Sean S. Eldridge,WOR,1,25
Ulster,Kingston Ward 5 -2,"U,S, House",19,Sean S. Eldridge,WOR,3,28
Ulster,Kingston Ward 5 -3,"U,S, House",19,Sean S. Eldridge,WOR,0,9
Ulster,Kingston Ward 6 -1,"U,S, House",19,Sean S. Eldridge,WOR,0,20
Ulster,Kingston Ward 6 -2,"U,S, House",19,Sean S. Eldridge,WOR,1,8
Ulster,Kingston Ward 6 -3,"U,S, House",19,Sean S. Eldridge,WOR,3,22
Ulster,Kingston Ward 7 -1,"U,S, House",19,Sean S. Eldridge,WOR,1,25
Ulster,Kingston Ward 7 -2,"U,S, House",19,Sean S. Eldridge,WOR,3,21
Ulster,Kingston Ward 7 -3,"U,S, House",19,Sean S. Eldridge,WOR,0,23
Ulster,Kingston Ward 8 -1,"U,S, House",19,Sean S. Eldridge,WOR,3,24
Ulster,Kingston Ward 8 -2,"U,S, House",19,Sean S. Eldridge,WOR,2,6
Ulster,Kingston Ward 8 -3,"U,S, House",19,Sean S. Eldridge,WOR,0,19
Ulster,Kingston Ward 9 -1,"U,S, House",19,Sean S. Eldridge,WOR,1,29
Ulster,Kingston Ward 9 -2,"U,S, House",19,Sean S. Eldridge,WOR,3,26
Ulster,Kingston Ward 9 -3,"U,S, House",19,Sean S. Eldridge,WOR,0,30
Ulster,Denning 1,"U,S, House",19,Sean S. Eldridge,WOR,2,5
Ulster,Denning 2,"U,S, House",19,Sean S. Eldridge,WOR,1,3
Ulster,Esopus 1,"U,S, House",19,Sean S. Eldridge,WOR,5,32
Ulster,Esopus 2,"U,S, House",19,Sean S. Eldridge,WOR,3,19
Ulster,Esopus 3,"U,S, House",19,Sean S. Eldridge,WOR,1,33
Ulster,Esopus 4,"U,S, House",19,Sean S. Eldridge,WOR,1,49
Ulster,Esopus 5,"U,S, House",19,Sean S. Eldridge,WOR,0,24
Ulster,Esopus 6,"U,S, House",19,Sean S. Eldridge,WOR,2,28
Ulster,Esopus 7,"U,S, House",19,Sean S. Eldridge,WOR,3,41
Ulster,Gardiner 1,"U,S, House",19,Sean S. Eldridge,WOR,3,38
Ulster,Gardiner 2,"U,S, House",19,Sean S. Eldridge,WOR,2,47
Ulster,Gardiner 3,"U,S, House",19,Sean S. Eldridge,WOR,1,74
Ulster,Gardiner 4,"U,S, House",19,Sean S. Eldridge,WOR,0,26
Ulster,Hardenburgh 1,"U,S, House",19,Sean S. Eldridge,WOR,0,0
Ulster,Hardenburgh 2,"U,S, House",19,Sean S. Eldridge,WOR,0,2
Ulster,Hurley 1,"U,S, House",19,Sean S. Eldridge,WOR,0,19
Ulster,Hurley 2,"U,S, House",19,Sean S. Eldridge,WOR,2,37
Ulster,Hurley 3,"U,S, House",19,Sean S. Eldridge,WOR,3,35
Ulster,Hurley 4,"U,S, House",19,Sean S. Eldridge,WOR,0,28
Ulster,Hurley 5,"U,S, House",19,Sean S. Eldridge,WOR,1,43
Ulster,Hurley 6,"U,S, House",19,Sean S. Eldridge,WOR,2,18
Ulster,Hurley 7,"U,S, House",19,Sean S. Eldridge,WOR,2,32
Ulster,Hurley 8,"U,S, House",19,Sean S. Eldridge,WOR,1,18
Ulster,"Kingston, Town 1","U,S, House",19,Sean S. Eldridge,WOR,1,32
Ulster,Lloyd 1,"U,S, House",19,Sean S. Eldridge,WOR,2,30
Ulster,Lloyd 2,"U,S, House",19,Sean S. Eldridge,WOR,4,35
Ulster,Lloyd 3,"U,S, House",19,Sean S. Eldridge,WOR,2,18
Ulster,Lloyd 4,"U,S, House",19,Sean S. Eldridge,WOR,1,24
Ulster,Lloyd 5,"U,S, House",19,Sean S. Eldridge,WOR,1,23
Ulster,Lloyd 6,"U,S, House",19,Sean S. Eldridge,WOR,2,19
Ulster,Lloyd 7,"U,S, House",19,Sean S. Eldridge,WOR,2,27
Ulster,Marbletown 1,"U,S, House",19,Sean S. Eldridge,WOR,3,30
Ulster,Marbletown 2,"U,S, House",19,Sean S. Eldridge,WOR,4,39
Ulster,Marbletown 3,"U,S, House",19,Sean S. Eldridge,WOR,2,30
Ulster,Marbletown 4,"U,S, House",19,Sean S. Eldridge,WOR,1,20
Ulster,Marbletown 5,"U,S, House",19,Sean S. Eldridge,WOR,1,38
Ulster,Marbletown 6,"U,S, House",19,Sean S. Eldridge,WOR,6,40
Ulster,Marbletown 7,"U,S, House",19,Sean S. Eldridge,WOR,3,35
Ulster,Marlborough 1,"U,S, House",19,Sean S. Eldridge,WOR,0,15
Ulster,Marlborough 2,"U,S, House",19,Sean S. Eldridge,WOR,0,5
Ulster,Marlborough 3,"U,S, House",19,Sean S. Eldridge,WOR,0,15
Ulster,Marlborough 4,"U,S, House",19,Sean S. Eldridge,WOR,1,16
Ulster,Marlborough 5,"U,S, House",19,Sean S. Eldridge,WOR,0,14
Ulster,Marlborough 6,"U,S, House",19,Sean S. Eldridge,WOR,0,14
Ulster,New Paltz 1,"U,S, House",19,Sean S. Eldridge,WOR,6,107
Ulster,New Paltz 2,"U,S, House",19,Sean S. Eldridge,WOR,0,36
Ulster,New Paltz 3,"U,S, House",19,Sean S. Eldridge,WOR,3,20
Ulster,New Paltz 4,"U,S, House",19,Sean S. Eldridge,WOR,5,79
Ulster,New Paltz 5,"U,S, House",19,Sean S. Eldridge,WOR,2,34
Ulster,New Paltz 6,"U,S, House",19,Sean S. Eldridge,WOR,5,64
Ulster,New Paltz 7,"U,S, House",19,Sean S. Eldridge,WOR,5,76
Ulster,New Paltz 8,"U,S, House",19,Sean S. Eldridge,WOR,4,58
Ulster,New Paltz 9,"U,S, House",19,Sean S. Eldridge,WOR,0,14
Ulster,New Paltz 10,"U,S, House",19,Sean S. Eldridge,WOR,1,22
Ulster,Olive 1,"U,S, House",19,Sean S. Eldridge,WOR,1,33
Ulster,Olive 2,"U,S, House",19,Sean S. Eldridge,WOR,2,28
Ulster,Olive 3,"U,S, House",19,Sean S. Eldridge,WOR,4,24
Ulster,Olive 4,"U,S, House",19,Sean S. Eldridge,WOR,2,39
Ulster,Olive 5,"U,S, House",19,Sean S. Eldridge,WOR,3,36
Ulster,Plattekill 1,"U,S, House",19,Sean S. Eldridge,WOR,0,16
Ulster,Plattekill 2,"U,S, House",19,Sean S. Eldridge,WOR,1,28
Ulster,Plattekill 3,"U,S, House",19,Sean S. Eldridge,WOR,1,20
Ulster,Plattekill 4,"U,S, House",19,Sean S. Eldridge,WOR,0,18
Ulster,Plattekill 5,"U,S, House",19,Sean S. Eldridge,WOR,0,20
Ulster,Plattekill 6,"U,S, House",19,Sean S. Eldridge,WOR,1,21
Ulster,Rochester 1,"U,S, House",19,Sean S. Eldridge,WOR,5,61
Ulster,Rochester 2,"U,S, House",19,Sean S. Eldridge,WOR,1,37
Ulster,Rochester 3,"U,S, House",19,Sean S. Eldridge,WOR,3,33
Ulster,Rochester 4,"U,S, House",19,Sean S. Eldridge,WOR,3,41
Ulster,Rochester 5,"U,S, House",19,Sean S. Eldridge,WOR,4,35
Ulster,Rosendale 1,"U,S, House",19,Sean S. Eldridge,WOR,7,110
Ulster,Rosendale 2,"U,S, House",19,Sean S. Eldridge,WOR,5,56
Ulster,Rosendale 3,"U,S, House",19,Sean S. Eldridge,WOR,3,46
Ulster,Rosendale 4,"U,S, House",19,Sean S. Eldridge,WOR,5,82
Ulster,Rosendale 5,"U,S, House",19,Sean S. Eldridge,WOR,4,64
Ulster,Saugerties 1,"U,S, House",19,Sean S. Eldridge,WOR,0,17
Ulster,Saugerties 2,"U,S, House",19,Sean S. Eldridge,WOR,5,53
Ulster,Saugerties 3,"U,S, House",19,Sean S. Eldridge,WOR,1,28
Ulster,Saugerties 4,"U,S, House",19,Sean S. Eldridge,WOR,4,49
Ulster,Saugerties 5,"U,S, House",19,Sean S. Eldridge,WOR,6,43
Ulster,Saugerties 6,"U,S, House",19,Sean S. Eldridge,WOR,6,26
Ulster,Saugerties 7,"U,S, House",19,Sean S. Eldridge,WOR,1,11
Ulster,Saugerties 8,"U,S, House",19,Sean S. Eldridge,WOR,2,21
Ulster,Saugerties 9,"U,S, House",19,Sean S. Eldridge,WOR,0,34
Ulster,Saugerties 10,"U,S, House",19,Sean S. Eldridge,WOR,2,22
Ulster,Saugerties 11,"U,S, House",19,Sean S. Eldridge,WOR,0,32
Ulster,Saugerties 12,"U,S, House",19,Sean S. Eldridge,WOR,3,26
Ulster,Saugerties 13,"U,S, House",19,Sean S. Eldridge,WOR,5,27
Ulster,Saugerties 14,"U,S, House",19,Sean S. Eldridge,WOR,0,5
Ulster,Saugerties 15,"U,S, House",19,Sean S. Eldridge,WOR,3,37
Ulster,Saugerties 16,"U,S, House",19,Sean S. Eldridge,WOR,3,40
Ulster,Shandaken 1,"U,S, House",19,Sean S. Eldridge,WOR,6,46
Ulster,Shandaken 2,"U,S, House",19,Sean S. Eldridge,WOR,1,11
Ulster,Shandaken 3,"U,S, House",19,Sean S. Eldridge,WOR,1,23
Ulster,Shandaken 4,"U,S, House",19,Sean S. Eldridge,WOR,1,20
Ulster,Shawangunk 1,"U,S, House",19,Sean S. Eldridge,WOR,0,15
Ulster,Shawangunk 2,"U,S, House",19,Sean S. Eldridge,WOR,2,16
Ulster,Shawangunk 3,"U,S, House",19,Sean S. Eldridge,WOR,2,24
Ulster,Shawangunk 4,"U,S, House",19,Sean S. Eldridge,WOR,1,13
Ulster,Shawangunk 5,"U,S, House",19,Sean S. Eldridge,WOR,0,13
Ulster,Shawangunk 6,"U,S, House",19,Sean S. Eldridge,WOR,1,13
Ulster,Shawangunk 7,"U,S, House",19,Sean S. Eldridge,WOR,2,20
Ulster,Ulster 1,"U,S, House",19,Sean S. Eldridge,WOR,0,15
Ulster,Ulster 2,"U,S, House",19,Sean S. Eldridge,WOR,5,20
Ulster,Ulster 3,"U,S, House",19,Sean S. Eldridge,WOR,0,11
Ulster,Ulster 4,"U,S, House",19,Sean S. Eldridge,WOR,2,11
Ulster,Ulster 5,"U,S, House",19,Sean S. Eldridge,WOR,0,7
Ulster,Ulster 6,"U,S, House",19,Sean S. Eldridge,WOR,0,9
Ulster,Ulster 7,"U,S, House",19,Sean S. Eldridge,WOR,0,13
Ulster,Ulster 8,"U,S, House",19,Sean S. Eldridge,WOR,1,7
Ulster,Ulster 9,"U,S, House",19,Sean S. Eldridge,WOR,2,16
Ulster,Ulster 10,"U,S, House",19,Sean S. Eldridge,WOR,0,17
Ulster,Ulster 11,"U,S, House",19,Sean S. Eldridge,WOR,0,17
Ulster,Ulster 12,"U,S, House",19,Sean S. Eldridge,WOR,1,10
Ulster,Ulster 13,"U,S, House",19,Sean S. Eldridge,WOR,1,20
Ulster,Ulster 14,"U,S, House",19,Sean S. Eldridge,WOR,0,13
Ulster,Wawarsing 1,"U,S, House",19,Sean S. Eldridge,WOR,0,5
Ulster,Wawarsing 2,"U,S, House",19,Sean S. Eldridge,WOR,1,18
Ulster,Wawarsing 3,"U,S, House",19,Sean S. Eldridge,WOR,1,15
Ulster,Wawarsing 4,"U,S, House",19,Sean S. Eldridge,WOR,0,8
Ulster,Wawarsing 5,"U,S, House",19,Sean S. Eldridge,WOR,0,8
Ulster,Wawarsing 6,"U,S, House",19,Sean S. Eldridge,WOR,0,8
Ulster,Wawarsing 7,"U,S, House",19,Sean S. Eldridge,WOR,1,16
Ulster,Wawarsing 8,"U,S, House",19,Sean S. Eldridge,WOR,1,26
Ulster,Wawarsing 9,"U,S, House",19,Sean S. Eldridge,WOR,1,12
Ulster,Wawarsing 10,"U,S, House",19,Sean S. Eldridge,WOR,0,13
Ulster,Wawarsing 11,"U,S, House",19,Sean S. Eldridge,WOR,0,6
Ulster,Wawarsing 12,"U,S, House",19,Sean S. Eldridge,WOR,0,9
Ulster,Woodstock 1,"U,S, House",19,Sean S. Eldridge,WOR,6,52
Ulster,Woodstock 2,"U,S, House",19,Sean S. Eldridge,WOR,1,39
Ulster,Woodstock 3,"U,S, House",19,Sean S. Eldridge,WOR,1,58
Ulster,Woodstock 4,"U,S, House",19,Sean S. Eldridge,WOR,2,31
Ulster,Woodstock 5,"U,S, House",19,Sean S. Eldridge,WOR,1,50
Ulster,Woodstock 6,"U,S, House",19,Sean S. Eldridge,WOR,0,51
Ulster,Woodstock 7,"U,S, House",19,Sean S. Eldridge,WOR,4,61
Ulster,Woodstock 8,"U,S, House",19,Sean S. Eldridge,WOR,3,36
Ulster,Woodstock 9,"U,S, House",19,Sean S. Eldridge,WOR,4,48
Ulster,TOTAL,"U,S, House",19,Sean S. Eldridge,WOR,292,4518
Ulster,Kingston Ward 1 -1,"U,S, House",19,Christopher P. Gibson,IND,1,5
Ulster,Kingston Ward 1 -2,"U,S, House",19,Christopher P. Gibson,IND,2,25
Ulster,Kingston Ward 1 -3,"U,S, House",19,Christopher P. Gibson,IND,0,16
Ulster,Kingston Ward 2 -1,"U,S, House",19,Christopher P. Gibson,IND,0,13
Ulster,Kingston Ward 2 -2,"U,S, House",19,Christopher P. Gibson,IND,0,3
Ulster,Kingston Ward 2 -3,"U,S, House",19,Christopher P. Gibson,IND,0,11
Ulster,Kingston Ward 3 -1,"U,S, House",19,Christopher P. Gibson,IND,2,17
Ulster,Kingston Ward 3 -2,"U,S, House",19,Christopher P. Gibson,IND,0,6
Ulster,Kingston Ward 3 -3,"U,S, House",19,Christopher P. Gibson,IND,5,19
Ulster,Kingston Ward 4 -1,"U,S, House",19,Christopher P. Gibson,IND,3,5
Ulster,Kingston Ward 4 -2,"U,S, House",19,Christopher P. Gibson,IND,1,8
Ulster,Kingston Ward 5 -1,"U,S, House",19,Christopher P. Gibson,IND,1,10
Ulster,Kingston Ward 5 -2,"U,S, House",19,Christopher P. Gibson,IND,0,9
Ulster,Kingston Ward 5 -3,"U,S, House",19,Christopher P. Gibson,IND,1,4
Ulster,Kingston Ward 6 -1,"U,S, House",19,Christopher P. Gibson,IND,2,21
Ulster,Kingston Ward 6 -2,"U,S, House",19,Christopher P. Gibson,IND,1,5
Ulster,Kingston Ward 6 -3,"U,S, House",19,Christopher P. Gibson,IND,2,12
Ulster,Kingston Ward 7 -1,"U,S, House",19,Christopher P. Gibson,IND,0,12
Ulster,Kingston Ward 7 -2,"U,S, House",19,Christopher P. Gibson,IND,1,21
Ulster,Kingston Ward 7 -3,"U,S, House",19,Christopher P. Gibson,IND,0,11
Ulster,Kingston Ward 8 -1,"U,S, House",19,Christopher P. Gibson,IND,0,6
Ulster,Kingston Ward 8 -2,"U,S, House",19,Christopher P. Gibson,IND,0,5
Ulster,Kingston Ward 8 -3,"U,S, House",19,Christopher P. Gibson,IND,0,10
Ulster,Kingston Ward 9 -1,"U,S, House",19,Christopher P. Gibson,IND,0,19
Ulster,Kingston Ward 9 -2,"U,S, House",19,Christopher P. Gibson,IND,1,18
Ulster,Kingston Ward 9 -3,"U,S, House",19,Christopher P. Gibson,IND,0,9
Ulster,Denning 1,"U,S, House",19,Christopher P. Gibson,IND,1,4
Ulster,Denning 2,"U,S, House",19,Christopher P. Gibson,IND,0,1
Ulster,Esopus 1,"U,S, House",19,Christopher P. Gibson,IND,2,30
Ulster,Esopus 2,"U,S, House",19,Christopher P. Gibson,IND,0,16
Ulster,Esopus 3,"U,S, House",19,Christopher P. Gibson,IND,0,16
Ulster,Esopus 4,"U,S, House",19,Christopher P. Gibson,IND,0,30
Ulster,Esopus 5,"U,S, House",19,Christopher P. Gibson,IND,0,16
Ulster,Esopus 6,"U,S, House",19,Christopher P. Gibson,IND,1,16
Ulster,Esopus 7,"U,S, House",19,Christopher P. Gibson,IND,2,28
Ulster,Gardiner 1,"U,S, House",19,Christopher P. Gibson,IND,0,21
Ulster,Gardiner 2,"U,S, House",19,Christopher P. Gibson,IND,2,21
Ulster,Gardiner 3,"U,S, House",19,Christopher P. Gibson,IND,0,17
Ulster,Gardiner 4,"U,S, House",19,Christopher P. Gibson,IND,0,12
Ulster,Hardenburgh 1,"U,S, House",19,Christopher P. Gibson,IND,0,0
Ulster,Hardenburgh 2,"U,S, House",19,Christopher P. Gibson,IND,2,5
Ulster,Hurley 1,"U,S, House",19,Christopher P. Gibson,IND,0,4
Ulster,Hurley 2,"U,S, House",19,Christopher P. Gibson,IND,2,13
Ulster,Hurley 3,"U,S, House",19,Christopher P. Gibson,IND,0,17
Ulster,Hurley 4,"U,S, House",19,Christopher P. Gibson,IND,2,17
Ulster,Hurley 5,"U,S, House",19,Christopher P. Gibson,IND,1,12
Ulster,Hurley 6,"U,S, House",19,Christopher P. Gibson,IND,0,11
Ulster,Hurley 7,"U,S, House",19,Christopher P. Gibson,IND,0,13
Ulster,Hurley 8,"U,S, House",19,Christopher P. Gibson,IND,0,11
Ulster,"Kingston, Town 1","U,S, House",19,Christopher P. Gibson,IND,2,11
Ulster,Lloyd 1,"U,S, House",19,Christopher P. Gibson,IND,0,7
Ulster,Lloyd 2,"U,S, House",19,Christopher P. Gibson,IND,2,10
Ulster,Lloyd 3,"U,S, House",19,Christopher P. Gibson,IND,0,10
Ulster,Lloyd 4,"U,S, House",19,Christopher P. Gibson,IND,0,15
Ulster,Lloyd 5,"U,S, House",19,Christopher P. Gibson,IND,0,15
Ulster,Lloyd 6,"U,S, House",19,Christopher P. Gibson,IND,2,4
Ulster,Lloyd 7,"U,S, House",19,Christopher P. Gibson,IND,2,17
Ulster,Marbletown 1,"U,S, House",19,Christopher P. Gibson,IND,0,5
Ulster,Marbletown 2,"U,S, House",19,Christopher P. Gibson,IND,0,7
Ulster,Marbletown 3,"U,S, House",19,Christopher P. Gibson,IND,1,23
Ulster,Marbletown 4,"U,S, House",19,Christopher P. Gibson,IND,0,7
Ulster,Marbletown 5,"U,S, House",19,Christopher P. Gibson,IND,0,9
Ulster,Marbletown 6,"U,S, House",19,Christopher P. Gibson,IND,3,10
Ulster,Marbletown 7,"U,S, House",19,Christopher P. Gibson,IND,1,19
Ulster,Marlborough 1,"U,S, House",19,Christopher P. Gibson,IND,0,16
Ulster,Marlborough 2,"U,S, House",19,Christopher P. Gibson,IND,0,9
Ulster,Marlborough 3,"U,S, House",19,Christopher P. Gibson,IND,0,14
Ulster,Marlborough 4,"U,S, House",19,Christopher P. Gibson,IND,0,23
Ulster,Marlborough 5,"U,S, House",19,Christopher P. Gibson,IND,0,7
Ulster,Marlborough 6,"U,S, House",19,Christopher P. Gibson,IND,1,10
Ulster,New Paltz 1,"U,S, House",19,Christopher P. Gibson,IND,1,20
Ulster,New Paltz 2,"U,S, House",19,Christopher P. Gibson,IND,2,16
Ulster,New Paltz 3,"U,S, House",19,Christopher P. Gibson,IND,0,8
Ulster,New Paltz 4,"U,S, House",19,Christopher P. Gibson,IND,2,14
Ulster,New Paltz 5,"U,S, House",19,Christopher P. Gibson,IND,1,11
Ulster,New Paltz 6,"U,S, House",19,Christopher P. Gibson,IND,0,14
Ulster,New Paltz 7,"U,S, House",19,Christopher P. Gibson,IND,0,20
Ulster,New Paltz 8,"U,S, House",19,Christopher P. Gibson,IND,2,12
Ulster,New Paltz 9,"U,S, House",19,Christopher P. Gibson,IND,0,8
Ulster,New Paltz 10,"U,S, House",19,Christopher P. Gibson,IND,1,13
Ulster,Olive 1,"U,S, House",19,Christopher P. Gibson,IND,0,19
Ulster,Olive 2,"U,S, House",19,Christopher P. Gibson,IND,1,7
Ulster,Olive 3,"U,S, House",19,Christopher P. Gibson,IND,0,7
Ulster,Olive 4,"U,S, House",19,Christopher P. Gibson,IND,0,13
Ulster,Olive 5,"U,S, House",19,Christopher P. Gibson,IND,0,10
Ulster,Plattekill 1,"U,S, House",19,Christopher P. Gibson,IND,0,16
Ulster,Plattekill 2,"U,S, House",19,Christopher P. Gibson,IND,1,12
Ulster,Plattekill 3,"U,S, House",19,Christopher P. Gibson,IND,0,16
Ulster,Plattekill 4,"U,S, House",19,Christopher P. Gibson,IND,0,13
Ulster,Plattekill 5,"U,S, House",19,Christopher P. Gibson,IND,1,9
Ulster,Plattekill 6,"U,S, House",19,Christopher P. Gibson,IND,0,15
Ulster,Rochester 1,"U,S, House",19,Christopher P. Gibson,IND,0,13
Ulster,Rochester 2,"U,S, House",19,Christopher P. Gibson,IND,1,16
Ulster,Rochester 3,"U,S, House",19,Christopher P. Gibson,IND,0,9
Ulster,Rochester 4,"U,S, House",19,Christopher P. Gibson,IND,6,15
Ulster,Rochester 5,"U,S, House",19,Christopher P. Gibson,IND,0,15
Ulster,Rosendale 1,"U,S, House",19,Christopher P. Gibson,IND,0,15
Ulster,Rosendale 2,"U,S, House",19,Christopher P. Gibson,IND,0,12
Ulster,Rosendale 3,"U,S, House",19,Christopher P. Gibson,IND,2,11
Ulster,Rosendale 4,"U,S, House",19,Christopher P. Gibson,IND,1,12
Ulster,Rosendale 5,"U,S, House",19,Christopher P. Gibson,IND,3,29
Ulster,Saugerties 1,"U,S, House",19,Christopher P. Gibson,IND,0,10
Ulster,Saugerties 2,"U,S, House",19,Christopher P. Gibson,IND,0,13
Ulster,Saugerties 3,"U,S, House",19,Christopher P. Gibson,IND,0,8
Ulster,Saugerties 4,"U,S, House",19,Christopher P. Gibson,IND,2,20
Ulster,Saugerties 5,"U,S, House",19,Christopher P. Gibson,IND,0,20
Ulster,Saugerties 6,"U,S, House",19,Christopher P. Gibson,IND,0,22
Ulster,Saugerties 7,"U,S, House",19,Christopher P. Gibson,IND,0,8
Ulster,Saugerties 8,"U,S, House",19,Christopher P. Gibson,IND,2,14
Ulster,Saugerties 9,"U,S, House",19,Christopher P. Gibson,IND,1,2
Ulster,Saugerties 10,"U,S, House",19,Christopher P. Gibson,IND,0,14
Ulster,Saugerties 11,"U,S, House",19,Christopher P. Gibson,IND,1,25
Ulster,Saugerties 12,"U,S, House",19,Christopher P. Gibson,IND,1,29
Ulster,Saugerties 13,"U,S, House",19,Christopher P. Gibson,IND,3,35
Ulster,Saugerties 14,"U,S, House",19,Christopher P. Gibson,IND,1,6
