county,precinct,office,district,party,candidate,election_day,absentee,votes
Wayne,Arcadia 1,Governor,,DEMOCRATIC,Andrew M. Cuomo,91,4,95
Wayne,Arcadia 2,Governor,,DEMOCRATIC,Andrew M. Cuomo,124,13,137
Wayne,Arcadia 3,Governor,,DEMOCRATIC,Andrew M. Cuomo,100,13,113
Wayne,Arcadia 4,Governor,,DEMOCRATIC,Andrew M. Cuomo,78,16,94
Wayne,Arcadia 5,Governor,,DEMOCRATIC,Andrew M. Cuomo,78,12,90
Wayne,Arcadia 6,Governor,,DEMOCRATIC,Andrew M. Cuomo,151,10,161
Wayne,Arcadia 7,Governor,,DEMOCRATIC,Andrew M. Cuomo,91,23,114
Wayne,Arcadia 8,Governor,,DEMOCRATIC,Andrew M. Cuomo,66,7,73
Wayne,Arcadia 9,Governor,,DEMOCRATIC,Andrew M. Cuomo,90,8,98
Wayne,Arcadia 10,Governor,,DEMOCRATIC,Andrew M. Cuomo,108,14,122
Wayne,Butler 1,Governor,,DEMOCRATIC,Andrew M. Cuomo,82,3,85
Wayne,Galen 1,Governor,,DEMOCRATIC,Andrew M. Cuomo,53,3,56
Wayne,Galen 2,Governor,,DEMOCRATIC,Andrew M. Cuomo,49,6,55
Wayne,Galen 3,Governor,,DEMOCRATIC,Andrew M. Cuomo,86,10,96
Wayne,Galen 4,Governor,,DEMOCRATIC,Andrew M. Cuomo,82,3,85
Wayne,Huron 1,Governor,,DEMOCRATIC,Andrew M. Cuomo,71,0,71
Wayne,Huron 2,Governor,,DEMOCRATIC,Andrew M. Cuomo,75,4,79
Wayne,Lyons 1,Governor,,DEMOCRATIC,Andrew M. Cuomo,61,8,69
Wayne,Lyons 2,Governor,,DEMOCRATIC,Andrew M. Cuomo,55,6,61
Wayne,Lyons 3,Governor,,DEMOCRATIC,Andrew M. Cuomo,84,8,92
Wayne,Lyons 4,Governor,,DEMOCRATIC,Andrew M. Cuomo,75,6,81
Wayne,Lyons 5,Governor,,DEMOCRATIC,Andrew M. Cuomo,37,1,38
Wayne,Macedon 1,Governor,,DEMOCRATIC,Andrew M. Cuomo,98,8,106
Wayne,Macedon 2,Governor,,DEMOCRATIC,Andrew M. Cuomo,165,2,167
Wayne,Macedon 3,Governor,,DEMOCRATIC,Andrew M. Cuomo,130,13,143
Wayne,Macedon 4,Governor,,DEMOCRATIC,Andrew M. Cuomo,94,6,100
Wayne,Macedon 5,Governor,,DEMOCRATIC,Andrew M. Cuomo,103,4,107
Wayne,Marion 1,Governor,,DEMOCRATIC,Andrew M. Cuomo,65,4,69
Wayne,Marion 2,Governor,,DEMOCRATIC,Andrew M. Cuomo,48,2,50
Wayne,Marion 3,Governor,,DEMOCRATIC,Andrew M. Cuomo,82,4,86
Wayne,Marion 4,Governor,,DEMOCRATIC,Andrew M. Cuomo,64,1,65
Wayne,Ontario 1,Governor,,DEMOCRATIC,Andrew M. Cuomo,70,1,71
Wayne,Ontario 2,Governor,,DEMOCRATIC,Andrew M. Cuomo,206,9,215
Wayne,Ontario 3,Governor,,DEMOCRATIC,Andrew M. Cuomo,127,3,130
Wayne,Ontario 4,Governor,,DEMOCRATIC,Andrew M. Cuomo,67,3,70
Wayne,Ontario 5,Governor,,DEMOCRATIC,Andrew M. Cuomo,107,2,109
Wayne,Ontario 6,Governor,,DEMOCRATIC,Andrew M. Cuomo,162,10,172
Wayne,Palmyra 1,Governor,,DEMOCRATIC,Andrew M. Cuomo,67,4,71
Wayne,Palmyra 2,Governor,,DEMOCRATIC,Andrew M. Cuomo,88,6,94
Wayne,Palmyra 3,Governor,,DEMOCRATIC,Andrew M. Cuomo,82,6,88
Wayne,Palmyra 4,Governor,,DEMOCRATIC,Andrew M. Cuomo,102,5,107
Wayne,Palmyra 5,Governor,,DEMOCRATIC,Andrew M. Cuomo,84,4,88
Wayne,Palmyra 6,Governor,,DEMOCRATIC,Andrew M. Cuomo,81,8,89
Wayne,Rose 1,Governor,,DEMOCRATIC,Andrew M. Cuomo,80,6,86
Wayne,Rose 2,Governor,,DEMOCRATIC,Andrew M. Cuomo,81,7,88
Wayne,Savannah 1,Governor,,DEMOCRATIC,Andrew M. Cuomo,39,6,45
Wayne,Savannah 2,Governor,,DEMOCRATIC,Andrew M. Cuomo,36,7,43
Wayne,Sodus 1,Governor,,DEMOCRATIC,Andrew M. Cuomo,88,15,103
Wayne,Sodus 2,Governor,,DEMOCRATIC,Andrew M. Cuomo,70,3,73
Wayne,Sodus 3,Governor,,DEMOCRATIC,Andrew M. Cuomo,59,9,68
Wayne,Sodus 4,Governor,,DEMOCRATIC,Andrew M. Cuomo,89,10,99
Wayne,Sodus 5,Governor,,DEMOCRATIC,Andrew M. Cuomo,82,6,88
Wayne,Sodus 6,Governor,,DEMOCRATIC,Andrew M. Cuomo,91,12,103
Wayne,Walworth 1,Governor,,DEMOCRATIC,Andrew M. Cuomo,86,2,88
Wayne,Walworth 2,Governor,,DEMOCRATIC,Andrew M. Cuomo,235,6,241
Wayne,Walworth 3,Governor,,DEMOCRATIC,Andrew M. Cuomo,118,8,126
Wayne,Walworth 4,Governor,,DEMOCRATIC,Andrew M. Cuomo,126,6,132
Wayne,Walworth 5,Governor,,DEMOCRATIC,Andrew M. Cuomo,102,13,115
Wayne,Williamson 1,Governor,,DEMOCRATIC,Andrew M. Cuomo,67,3,70
Wayne,Williamson 2,Governor,,DEMOCRATIC,Andrew M. Cuomo,135,4,139
Wayne,Williamson 3,Governor,,DEMOCRATIC,Andrew M. Cuomo,141,5,146
Wayne,Williamson 4,Governor,,DEMOCRATIC,Andrew M. Cuomo,62,4,76
Wayne,Williamson 5,Governor,,DEMOCRATIC,Andrew M. Cuomo,82,3,85
Wayne,Wolcott 1,Governor,,DEMOCRATIC,Andrew M. Cuomo,62,6,68
Wayne,Wolcott 2,Governor,,DEMOCRATIC,Andrew M. Cuomo,16,0,16
Wayne,Wolcott 3,Governor,,DEMOCRATIC,Andrew M. Cuomo,39,3,42
Wayne,Wolcott 4,Governor,,DEMOCRATIC,Andrew M. Cuomo,59,3,62
Wayne,Arcadia 1,Governor,,REPUBLICAN,Rob Astorino,271,10,281
Wayne,Arcadia 2,Governor,,REPUBLICAN,Rob Astorino,238,9,247
Wayne,Arcadia 3,Governor,,REPUBLICAN,Rob Astorino,114,8,122
Wayne,Arcadia 4,Governor,,REPUBLICAN,Rob Astorino,100,18,118
Wayne,Arcadia 5,Governor,,REPUBLICAN,Rob Astorino,112,11,123
Wayne,Arcadia 6,Governor,,REPUBLICAN,Rob Astorino,202,20,222
Wayne,Arcadia 7,Governor,,REPUBLICAN,Rob Astorino,148,14,162
Wayne,Arcadia 8,Governor,,REPUBLICAN,Rob Astorino,82,4,86
Wayne,Arcadia 9,Governor,,REPUBLICAN,Rob Astorino,125,4,129
Wayne,Arcadia 10,Governor,,REPUBLICAN,Rob Astorino,188,8,196
