county,precinct,office,district,party,candidate,votes,,,
Madison,LENOX 6,State Assembly,121,,Scattering,,,,
Madison,LINCOLN 1,State Assembly,121,,Scattering,,,,
Madison,LINCOLN 2,State Assembly,121,,Scattering,,,,
Madison,MADISON 1,State Assembly,121,,Scattering,,,,
Madison,MADISON 2,State Assembly,121,,Scattering,,,,
Madison,NELSON 1,State Assembly,121,,Scattering,2,,,
Madison,NELSON 2,State Assembly,121,,Scattering,,,,
Madison,SMITHFIELD 1,State Assembly,121,,Scattering,,,,
Madison,STOCKBRIDGE 1,State Assembly,121,,Scattering,,,,
Madison,STOCKBRIDGE 2,State Assembly,121,,Scattering,,,,
Madison,SULLIVAN 1,State Assembly,121,,Scattering,,,,
Madison,SULLIVAN 2,State Assembly,121,,Scattering,1,,,
Madison,SULLIVAN 3,State Assembly,121,,Scattering,,,,
Madison,SULLIVAN 4,State Assembly,121,,Scattering,,,,
Madison,SULLIVAN 5,State Assembly,121,,Scattering,,,,
Madison,SULLIVAN 6,State Assembly,121,,Scattering,,,,
Madison,SULLIVAN 7,State Assembly,121,,Scattering,,,,
Madison,SULLIVAN 8,State Assembly,121,,Scattering,,,,
Madison,SULLIVAN 9,State Assembly,121,,Scattering,,,,
Madison,SULLIVAN 10,State Assembly,121,,Scattering,,,,
Madison,SULLIVAN 11,State Assembly,121,,Scattering,,,,
Madison,ONEIDA WARD 1-1,State Assembly,121,,Scattering,1,,,
Madison,ONEIDA WARD 1-2,State Assembly,121,,Scattering,,,,
Madison,ONEIDA WARD 2-1,State Assembly,121,,Scattering,,,,
Madison,ONEIDA WARD 2-2,State Assembly,121,,Scattering,,,,
Madison,ONEIDA WARD 3-1,State Assembly,121,,Scattering,,,,
Madison,ONEIDA WARD 4-1,State Assembly,121,,Scattering,,,,
Madison,ONEIDA WARD 5-1,State Assembly,121,,Scattering,,,,
Madison,ONEIDA WARD 6-1,State Assembly,121,,Scattering,,,,
Madison,BROOKFIELD 1,State Assembly,121,,Void,0,,,
Madison,BROOKFIELD 2,State Assembly,121,,Void,0,,,
Madison,BROOKFIELD 3,State Assembly,121,,Void,0,,,
Madison,CAZENOVIA 1,State Assembly,121,,Void,0,,,
Madison,CAZENOVIA 2,State Assembly,121,,Void,0,,,
Madison,CAZENOVIA 3,State Assembly,121,,Void,0,,,
Madison,CAZENOVIA 4,State Assembly,121,,Void,2,,,
Madison,CAZENOVIA 5,State Assembly,121,,Void,1,,,
Madison,CAZENOVIA 6,State Assembly,121,,Void,0,,,
Madison,DERUYTER 1,State Assembly,121,,Void,0,,,
Madison,EATON 1,State Assembly,121,,Void,2,,,
Madison,EATON 2,State Assembly,121,,Void,1,,,
Madison,EATON 3,State Assembly,121,,Void,0,,,
Madison,FENNER 1,State Assembly,121,,Void,0,,,
Madison,GEORGETOWN 1,State Assembly,121,,Void,1,,,
Madison,HAMILTON 1,State Assembly,121,,Void,1,,,
Madison,HAMILTON 2,State Assembly,121,,Void,0,,,
Madison,HAMILTON 3,State Assembly,121,,Void,0,,,
Madison,HAMILTON 4,State Assembly,121,,Void,0,,,
Madison,LEBANON 1,State Assembly,121,,Void,0,,,
Madison,LEBANON 2,State Assembly,121,,Void,0,,,
Madison,LENOX 1,State Assembly,121,,Void,0,,,
Madison,LENOX 2,State Assembly,121,,Void,1,,,
Madison,LENOX 3,State Assembly,121,,Void,1,,,
Madison,LENOX 4,State Assembly,121,,Void,0,,,
Madison,LENOX 5,State Assembly,121,,Void,0,,,
Madison,LENOX 6,State Assembly,121,,Void,0,,,
Madison,LINCOLN 1,State Assembly,121,,Void,0,,,
Madison,LINCOLN 2,State Assembly,121,,Void,0,,,
Madison,MADISON 1,State Assembly,121,,Void,1,,,
Madison,MADISON 2,State Assembly,121,,Void,1,,,
Madison,NELSON 1,State Assembly,121,,Void,0,,,
Madison,NELSON 2,State Assembly,121,,Void,0,,,
Madison,SMITHFIELD 1,State Assembly,121,,Void,0,,,
Madison,STOCKBRIDGE 1,State Assembly,121,,Void,0,,,
Madison,STOCKBRIDGE 2,State Assembly,121,,Void,0,,,
Madison,SULLIVAN 1,State Assembly,121,,Void,0,,,
Madison,SULLIVAN 2,State Assembly,121,,Void,1,,,
Madison,SULLIVAN 3,State Assembly,121,,Void,0,,,
Madison,SULLIVAN 4,State Assembly,121,,Void,0,,,
Madison,SULLIVAN 5,State Assembly,121,,Void,0,,,
Madison,SULLIVAN 6,State Assembly,121,,Void,0,,,
Madison,SULLIVAN 7,State Assembly,121,,Void,1,,,
Madison,SULLIVAN 8,State Assembly,121,,Void,0,,,
Madison,SULLIVAN 9,State Assembly,121,,Void,0,,,
Madison,SULLIVAN 10,State Assembly,121,,Void,0,,,
Madison,SULLIVAN 11,State Assembly,121,,Void,2,,,
Madison,ONEIDA WARD 1-1,State Assembly,121,,Void,0,,,
Madison,ONEIDA WARD 1-2,State Assembly,121,,Void,0,,,
Madison,ONEIDA WARD 2-1,State Assembly,121,,Void,0,,,
Madison,ONEIDA WARD 2-2,State Assembly,121,,Void,0,,,
Madison,ONEIDA WARD 3-1,State Assembly,121,,Void,1,,,
Madison,ONEIDA WARD 4-1,State Assembly,121,,Void,0,,,
Madison,ONEIDA WARD 5-1,State Assembly,121,,Void,1,,,
Madison,ONEIDA WARD 6-1,State Assembly,121,,Void,0,,,
Madison,BROOKFIELD 1,State Assembly,121,,Blanks,13,,,
Madison,BROOKFIELD 2,State Assembly,121,,Blanks,35,,,
Madison,BROOKFIELD 3,State Assembly,121,,Blanks,15,,,
Madison,CAZENOVIA 1,State Assembly,121,,Blanks,17,,,
Madison,CAZENOVIA 2,State Assembly,121,,Blanks,21,,,
Madison,CAZENOVIA 3,State Assembly,121,,Blanks,12,,,
Madison,CAZENOVIA 4,State Assembly,121,,Blanks,23,,,
Madison,CAZENOVIA 5,State Assembly,121,,Blanks,34,,,
Madison,CAZENOVIA 6,State Assembly,121,,Blanks,21,,,
Madison,DERUYTER 1,State Assembly,121,,Blanks,37,,,
Madison,EATON 1,State Assembly,121,,Blanks,42,,,
Madison,EATON 2,State Assembly,121,,Blanks,18,,,
Madison,EATON 3,State Assembly,121,,Blanks,12,,,
Madison,FENNER 1,State Assembly,121,,Blanks,22,,,
Madison,GEORGETOWN 1,State Assembly,121,,Blanks,13,,,
Madison,HAMILTON 1,State Assembly,121,,Blanks,57,,,
Madison,HAMILTON 2,State Assembly,121,,Blanks,74,,,
Madison,HAMILTON 3,State Assembly,121,,Blanks,18,,,
Madison,HAMILTON 4,State Assembly,121,,Blanks,29,,,
Madison,LEBANON 1,State Assembly,121,,Blanks,9,,,
Madison,LEBANON 2,State Assembly,121,,Blanks,22,,,
Madison,LENOX 1,State Assembly,121,,Blanks,49,,,
Madison,LENOX 2,State Assembly,121,,Blanks,45,,,
Madison,LENOX 3,State Assembly,121,,Blanks,52,,,
Madison,LENOX 4,State Assembly,121,,Blanks,24,,,
Madison,LENOX 5,State Assembly,121,,Blanks,44,,,
Madison,LENOX 6,State Assembly,121,,Blanks,12,,,
Madison,LINCOLN 1,State Assembly,121,,Blanks,17,,,
Madison,LINCOLN 2,State Assembly,121,,Blanks,27,,,
Madison,MADISON 1,State Assembly,121,,Blanks,34,,,
Madison,MADISON 2,State Assembly,121,,Blanks,37,,,
Madison,NELSON 1,State Assembly,121,,Blanks,16,,,
Madison,NELSON 2,State Assembly,121,,Blanks,18,,,
Madison,SMITHFIELD 1,State Assembly,121,,Blanks,19,,,
Madison,STOCKBRIDGE 1,State Assembly,121,,Blanks,25,,,
Madison,STOCKBRIDGE 2,State Assembly,121,,Blanks,24,,,
Madison,SULLIVAN 1,State Assembly,121,,Blanks,65,,,
Madison,SULLIVAN 2,State Assembly,121,,Blanks,47,,,
Madison,SULLIVAN 3,State Assembly,121,,Blanks,22,,,
Madison,SULLIVAN 4,State Assembly,121,,Blanks,11,,,
Madison,SULLIVAN 5,State Assembly,121,,Blanks,46,,,
Madison,SULLIVAN 6,State Assembly,121,,Blanks,44,,,
Madison,SULLIVAN 7,State Assembly,121,,Blanks,34,,,
Madison,SULLIVAN 8,State Assembly,121,,Blanks,30,,,
Madison,SULLIVAN 9,State Assembly,121,,Blanks,41,,,
Madison,SULLIVAN 10,State Assembly,121,,Blanks,33,,,
Madison,SULLIVAN 11,State Assembly,121,,Blanks,27,,,
Madison,ONEIDA WARD 1-1,State Assembly,121,,Blanks,21,,,
Madison,ONEIDA WARD 1-2,State Assembly,121,,Blanks,27,,,
Madison,ONEIDA WARD 2-1,State Assembly,121,,Blanks,51,,,
Madison,ONEIDA WARD 2-2,State Assembly,121,,Blanks,32,,,
Madison,ONEIDA WARD 3-1,State Assembly,121,,Blanks,42,,,
Madison,ONEIDA WARD 4-1,State Assembly,121,,Blanks,41,,,
Madison,ONEIDA WARD 5-1,State Assembly,121,,Blanks,25,,,
Madison,ONEIDA WARD 6-1,State Assembly,121,,Blanks,25,,,
Madison,BROOKFIELD 1,U.S. House,22,DEM,Dan Lamb,83,,,
Madison,BROOKFIELD 2,U.S. House,22,DEM,Dan Lamb,175,,,
Madison,BROOKFIELD 3,U.S. House,22,DEM,Dan Lamb,101,,,
Madison,CAZENOVIA 1,U.S. House,22,DEM,Dan Lamb,176,,,
Madison,CAZENOVIA 2,U.S. House,22,DEM,Dan Lamb,199,,,
Madison,CAZENOVIA 3,U.S. House,22,DEM,Dan Lamb,251,,,
Madison,CAZENOVIA 4,U.S. House,22,DEM,Dan Lamb,251,,,
Madison,CAZENOVIA 5,U.S. House,22,DEM,Dan Lamb,286,,,
Madison,CAZENOVIA 6,U.S. House,22,DEM,Dan Lamb,159,,,
Madison,DERUYTER 1,U.S. House,22,DEM,Dan Lamb,219,,,
Madison,EATON 1,U.S. House,22,DEM,Dan Lamb,295,,,
Madison,EATON 2,U.S. House,22,DEM,Dan Lamb,138,,,
Madison,EATON 3,U.S. House,22,DEM,Dan Lamb,102,,,
Madison,FENNER 1,U.S. House,22,DEM,Dan Lamb,240,,,
Madison,GEORGETOWN 1,U.S. House,22,DEM,Dan Lamb,88,,,
Madison,HAMILTON 1,U.S. House,22,DEM,Dan Lamb,324,,,
Madison,HAMILTON 2,U.S. House,22,DEM,Dan Lamb,452,,,
Madison,HAMILTON 3,U.S. House,22,DEM,Dan Lamb,110,,,
Madison,HAMILTON 4,U.S. House,22,DEM,Dan Lamb,275,,,
Madison,LEBANON 1,U.S. House,22,DEM,Dan Lamb,76,,,
Madison,LEBANON 2,U.S. House,22,DEM,Dan Lamb,141,,,
Madison,LENOX 1,U.S. House,22,DEM,Dan Lamb,231,,,
Madison,LENOX 2,U.S. House,22,DEM,Dan Lamb,197,,,
Madison,LENOX 3,U.S. House,22,DEM,Dan Lamb,261,,,
Madison,LENOX 4,U.S. House,22,DEM,Dan Lamb,188,,,
Madison,LENOX 5,U.S. House,22,DEM,Dan Lamb,238,,,
Madison,LENOX 6,U.S. House,22,DEM,Dan Lamb,93,,,
Madison,LINCOLN 1,U.S. House,22,DEM,Dan Lamb,109,,,
Madison,LINCOLN 2,U.S. House,22,DEM,Dan Lamb,146,,,
Madison,MADISON 1,U.S. House,22,DEM,Dan Lamb,268,,,
Madison,MADISON 2,U.S. House,22,DEM,Dan Lamb,249,,,
Madison,NELSON 1,U.S. House,22,DEM,Dan Lamb,207,,,
Madison,NELSON 2,U.S. House,22,DEM,Dan Lamb,182,,,
Madison,SMITHFIELD 1,U.S. House,22,DEM,Dan Lamb,161,,,
Madison,STOCKBRIDGE 1,U.S. House,22,DEM,Dan Lamb,109,,,
Madison,STOCKBRIDGE 2,U.S. House,22,DEM,Dan Lamb,122,,,
Madison,SULLIVAN 1,U.S. House,22,DEM,Dan Lamb,331,,,
Madison,SULLIVAN 2,U.S. House,22,DEM,Dan Lamb,280,,,
Madison,SULLIVAN 3,U.S. House,22,DEM,Dan Lamb,233,,,
Madison,SULLIVAN 4,U.S. House,22,DEM,Dan Lamb,101,,,
Madison,SULLIVAN 5,U.S. House,22,DEM,Dan Lamb,270,,,
Madison,SULLIVAN 6,U.S. House,22,DEM,Dan Lamb,268,,,
Madison,SULLIVAN 7,U.S. House,22,DEM,Dan Lamb,203,,,
Madison,SULLIVAN 8,U.S. House,22,DEM,Dan Lamb,155,,,
Madison,SULLIVAN 9,U.S. House,22,DEM,Dan Lamb,154,,,
Madison,SULLIVAN 10,U.S. House,22,DEM,Dan Lamb,205,,,
Madison,SULLIVAN 11,U.S. House,22,DEM,Dan Lamb,169,,,
Madison,ONEIDA WARD 1-1,U.S. House,22,DEM,Dan Lamb,105,,,
Madison,ONEIDA WARD 1-2,U.S. House,22,DEM,Dan Lamb,196,,,
Madison,ONEIDA WARD 2-1,U.S. House,22,DEM,Dan Lamb,208,,,
Madison,ONEIDA WARD 2-2,U.S. House,22,DEM,Dan Lamb,180,,,
Madison,ONEIDA WARD 3-1,U.S. House,22,DEM,Dan Lamb,284,,,
Madison,ONEIDA WARD 4-1,U.S. House,22,DEM,Dan Lamb,185,,,
Madison,ONEIDA WARD 5-1,U.S. House,22,DEM,Dan Lamb,222,,,
Madison,ONEIDA WARD 6-1,U.S. House,22,DEM,Dan Lamb,182,,,
Madison,BROOKFIELD 1,U.S. House,22,REP,Richard L. Hanna,149,,,
Madison,BROOKFIELD 2,U.S. House,22,REP,Richard L. Hanna,180,,,
Madison,BROOKFIELD 3,U.S. House,22,REP,Richard L. Hanna,138,,,
Madison,CAZENOVIA 1,U.S. House,22,REP,Richard L. Hanna,264,,,
Madison,CAZENOVIA 2,U.S. House,22,REP,Richard L. Hanna,232,,,
Madison,CAZENOVIA 3,U.S. House,22,REP,Richard L. Hanna,250,,,
Madison,CAZENOVIA 4,U.S. House,22,REP,Richard L. Hanna,370,,,
Madison,CAZENOVIA 5,U.S. House,22,REP,Richard L. Hanna,438,,,
Madison,CAZENOVIA 6,U.S. House,22,REP,Richard L. Hanna,254,,,
Madison,DERUYTER 1,U.S. House,22,REP,Richard L. Hanna,380,,,
Madison,EATON 1,U.S. House,22,REP,Richard L. Hanna,345,,,
Madison,EATON 2,U.S. House,22,REP,Richard L. Hanna,153,,,
Madison,EATON 3,U.S. House,22,REP,Richard L. Hanna,138,,,
Madison,FENNER 1,U.S. House,22,REP,Richard L. Hanna,404,,,
Madison,GEORGETOWN 1,U.S. House,22,REP,Richard L. Hanna,176,,,
Madison,HAMILTON 1,U.S. House,22,REP,Richard L. Hanna,158,,,
Madison,HAMILTON 2,U.S. House,22,REP,Richard L. Hanna,192,,,
Madison,HAMILTON 3,U.S. House,22,REP,Richard L. Hanna,99,,,
Madison,HAMILTON 4,U.S. House,22,REP,Richard L. Hanna,267,,,
Madison,LEBANON 1,U.S. House,22,REP,Richard L. Hanna,99,,,
Madison,LEBANON 2,U.S. House,22,REP,Richard L. Hanna,160,,,
Madison,LENOX 1,U.S. House,22,REP,Richard L. Hanna,356,,,
Madison,LENOX 2,U.S. House,22,REP,Richard L. Hanna,272,,,
Madison,LENOX 3,U.S. House,22,REP,Richard L. Hanna,269,,,
Madison,LENOX 4,U.S. House,22,REP,Richard L. Hanna,238,,,
Madison,LENOX 5,U.S. House,22,REP,Richard L. Hanna,367,,,
Madison,LENOX 6,U.S. House,22,REP,Richard L. Hanna,162,,,
Madison,LINCOLN 1,U.S. House,22,REP,Richard L. Hanna,227,,,
Madison,LINCOLN 2,U.S. House,22,REP,Richard L. Hanna,211,,,
Madison,MADISON 1,U.S. House,22,REP,Richard L. Hanna,358,,,
Madison,MADISON 2,U.S. House,22,REP,Richard L. Hanna,232,,,
Madison,NELSON 1,U.S. House,22,REP,Richard L. Hanna,241,,,
Madison,NELSON 2,U.S. House,22,REP,Richard L. Hanna,278,,,
Madison,SMITHFIELD 1,U.S. House,22,REP,Richard L. Hanna,237,,,
Madison,STOCKBRIDGE 1,U.S. House,22,REP,Richard L. Hanna,172,,,
Madison,STOCKBRIDGE 2,U.S. House,22,REP,Richard L. Hanna,209,,,
Madison,SULLIVAN 1,U.S. House,22,REP,Richard L. Hanna,427,,,
Madison,SULLIVAN 2,U.S. House,22,REP,Richard L. Hanna,402,,,
Madison,SULLIVAN 3,U.S. House,22,REP,Richard L. Hanna,267,,,
Madison,SULLIVAN 4,U.S. House,22,REP,Richard L. Hanna,139,,,
Madison,SULLIVAN 5,U.S. House,22,REP,Richard L. Hanna,368,,,
Madison,SULLIVAN 6,U.S. House,22,REP,Richard L. Hanna,389,,,
Madison,SULLIVAN 7,U.S. House,22,REP,Richard L. Hanna,322,,,
Madison,SULLIVAN 8,U.S. House,22,REP,Richard L. Hanna,185,,,
Madison,SULLIVAN 9,U.S. House,22,REP,Richard L. Hanna,259,,,
Madison,SULLIVAN 10,U.S. House,22,REP,Richard L. Hanna,275,,,
Madison,SULLIVAN 11,U.S. House,22,REP,Richard L. Hanna,257,,,
Madison,ONEIDA WARD 1-1,U.S. House,22,REP,Richard L. Hanna,202,,,
Madison,ONEIDA WARD 1-2,U.S. House,22,REP,Richard L. Hanna,233,,,
Madison,ONEIDA WARD 2-1,U.S. House,22,REP,Richard L. Hanna,293,,,
Madison,ONEIDA WARD 2-2,U.S. House,22,REP,Richard L. Hanna,184,,,
Madison,ONEIDA WARD 3-1,U.S. House,22,REP,Richard L. Hanna,288,,,
Madison,ONEIDA WARD 4-1,U.S. House,22,REP,Richard L. Hanna,176,,,
Madison,ONEIDA WARD 5-1,U.S. House,22,REP,Richard L. Hanna,216,,,
Madison,ONEIDA WARD 6-1,U.S. House,22,REP,Richard L. Hanna,205,,,
Madison,BROOKFIELD 1,U.S. House,22,CON,Richard L. Hanna,14,,,
Madison,BROOKFIELD 2,U.S. House,22,CON,Richard L. Hanna,23,,,
Madison,BROOKFIELD 3,U.S. House,22,CON,Richard L. Hanna,20,,,
Madison,CAZENOVIA 1,U.S. House,22,CON,Richard L. Hanna,23,,,
Madison,CAZENOVIA 2,U.S. House,22,CON,Richard L. Hanna,20,,,
Madison,CAZENOVIA 3,U.S. House,22,CON,Richard L. Hanna,35,,,
Madison,CAZENOVIA 4,U.S. House,22,CON,Richard L. Hanna,35,,,
Madison,CAZENOVIA 5,U.S. House,22,CON,Richard L. Hanna,33,,,
Madison,CAZENOVIA 6,U.S. House,22,CON,Richard L. Hanna,18,,,
Madison,DERUYTER 1,U.S. House,22,CON,Richard L. Hanna,34,,,
Madison,EATON 1,U.S. House,22,CON,Richard L. Hanna,38,,,
Madison,EATON 2,U.S. House,22,CON,Richard L. Hanna,27,,,
Madison,EATON 3,U.S. House,22,CON,Richard L. Hanna,22,,,
Madison,FENNER 1,U.S. House,22,CON,Richard L. Hanna,41,,,
Madison,GEORGETOWN 1,U.S. House,22,CON,Richard L. Hanna,18,,,
Madison,HAMILTON 1,U.S. House,22,CON,Richard L. Hanna,12,,,
Madison,HAMILTON 2,U.S. House,22,CON,Richard L. Hanna,22,,,
Madison,HAMILTON 3,U.S. House,22,CON,Richard L. Hanna,6,,,
Madison,HAMILTON 4,U.S. House,22,CON,Richard L. Hanna,27,,,
Madison,LEBANON 1,U.S. House,22,CON,Richard L. Hanna,8,,,
Madison,LEBANON 2,U.S. House,22,CON,Richard L. Hanna,18,,,
Madison,LENOX 1,U.S. House,22,CON,Richard L. Hanna,42,,,
Madison,LENOX 2,U.S. House,22,CON,Richard L. Hanna,18,,,
Madison,LENOX 3,U.S. House,22,CON,Richard L. Hanna,23,,,
Madison,LENOX 4,U.S. House,22,CON,Richard L. Hanna,24,,,
Madison,LENOX 5,U.S. House,22,CON,Richard L. Hanna,33,,,
Madison,LENOX 6,U.S. House,22,CON,Richard L. Hanna,21,,,
Madison,LINCOLN 1,U.S. House,22,CON,Richard L. Hanna,18,,,
Madison,LINCOLN 2,U.S. House,22,CON,Richard L. Hanna,20,,,
Madison,MADISON 1,U.S. House,22,CON,Richard L. Hanna,24,,,
Madison,MADISON 2,U.S. House,22,CON,Richard L. Hanna,23,,,
Madison,NELSON 1,U.S. House,22,CON,Richard L. Hanna,30,,,
Madison,NELSON 2,U.S. House,22,CON,Richard L. Hanna,30,,,
Madison,SMITHFIELD 1,U.S. House,22,CON,Richard L. Hanna,23,,,
Madison,STOCKBRIDGE 1,U.S. House,22,CON,Richard L. Hanna,17,,,
Madison,STOCKBRIDGE 2,U.S. House,22,CON,Richard L. Hanna,19,,,
Madison,SULLIVAN 1,U.S. House,22,CON,Richard L. Hanna,41,,,
Madison,SULLIVAN 2,U.S. House,22,CON,Richard L. Hanna,43,,,
Madison,SULLIVAN 3,U.S. House,22,CON,Richard L. Hanna,22,,,
Madison,SULLIVAN 4,U.S. House,22,CON,Richard L. Hanna,9,,,
Madison,SULLIVAN 5,U.S. House,22,CON,Richard L. Hanna,45,,,
Madison,SULLIVAN 6,U.S. House,22,CON,Richard L. Hanna,40,,,
Madison,SULLIVAN 7,U.S. House,22,CON,Richard L. Hanna,23,,,
Madison,SULLIVAN 8,U.S. House,22,CON,Richard L. Hanna,19,,,
Madison,SULLIVAN 9,U.S. House,22,CON,Richard L. Hanna,35,,,
Madison,SULLIVAN 10,U.S. House,22,CON,Richard L. Hanna,30,,,
Madison,SULLIVAN 11,U.S. House,22,CON,Richard L. Hanna,33,,,
Madison,ONEIDA WARD 1-1,U.S. House,22,CON,Richard L. Hanna,20,,,
Madison,ONEIDA WARD 1-2,U.S. House,22,CON,Richard L. Hanna,24,,,
Madison,ONEIDA WARD 2-1,U.S. House,22,CON,Richard L. Hanna,39,,,
Madison,ONEIDA WARD 2-2,U.S. House,22,CON,Richard L. Hanna,24,,,
Madison,ONEIDA WARD 3-1,U.S. House,22,CON,Richard L. Hanna,42,,,
Madison,ONEIDA WARD 4-1,U.S. House,22,CON,Richard L. Hanna,16,,,
Madison,ONEIDA WARD 5-1,U.S. House,22,CON,Richard L. Hanna,27,,,
Madison,ONEIDA WARD 6-1,U.S. House,22,CON,Richard L. Hanna,27,,,
Madison,BROOKFIELD 1,U.S. House,22,,Michael Kicinski,5,,,
Madison,BROOKFIELD 2,U.S. House,22,,Michael Kicinski,5,,,
Madison,BROOKFIELD 3,U.S. House,22,,Michael Kicinski,0,,,
Madison,CAZENOVIA 1,U.S. House,22,,Michael Kicinski,2,,,
Madison,CAZENOVIA 2,U.S. House,22,,Michael Kicinski,2,,,
Madison,CAZENOVIA 3,U.S. House,22,,Michael Kicinski,1,,,
Madison,CAZENOVIA 4,U.S. House,22,,Michael Kicinski,0,,,
Madison,CAZENOVIA 5,U.S. House,22,,Michael Kicinski,1,,,
Madison,CAZENOVIA 6,U.S. House,22,,Michael Kicinski,3,,,
Madison,DERUYTER 1,U.S. House,22,,Michael Kicinski,9,,,
Madison,EATON 1,U.S. House,22,,Michael Kicinski,1,,,
Madison,EATON 2,U.S. House,22,,Michael Kicinski,6,,,
Madison,EATON 3,U.S. House,22,,Michael Kicinski,1,,,
Madison,FENNER 1,U.S. House,22,,Michael Kicinski,2,,,
Madison,GEORGETOWN 1,U.S. House,22,,Michael Kicinski,2,,,
Madison,HAMILTON 1,U.S. House,22,,Michael Kicinski,0,,,
Madison,HAMILTON 2,U.S. House,22,,Michael Kicinski,3,,,
Madison,HAMILTON 3,U.S. House,22,,Michael Kicinski,12,,,
Madison,HAMILTON 4,U.S. House,22,,Michael Kicinski,4,,,
Madison,LEBANON 1,U.S. House,22,,Michael Kicinski,2,,,
Madison,LEBANON 2,U.S. House,22,,Michael Kicinski,0,,,
Madison,LENOX 1,U.S. House,22,,Michael Kicinski,0,,,
Madison,LENOX 2,U.S. House,22,,Michael Kicinski,1,,,
Madison,LENOX 3,U.S. House,22,,Michael Kicinski,0,,,
Madison,LENOX 4,U.S. House,22,,Michael Kicinski,3,,,
Madison,LENOX 5,U.S. House,22,,Michael Kicinski,3,,,
Madison,LENOX 6,U.S. House,22,,Michael Kicinski,0,,,
Madison,LINCOLN 1,U.S. House,22,,Michael Kicinski,1,,,
Madison,LINCOLN 2,U.S. House,22,,Michael Kicinski,0,,,
Madison,MADISON 1,U.S. House,22,,Michael Kicinski,5,,,
Madison,MADISON 2,U.S. House,22,,Michael Kicinski,3,,,
Madison,NELSON 1,U.S. House,22,,Michael Kicinski,2,,,
Madison,NELSON 2,U.S. House,22,,Michael Kicinski,2,,,
Madison,SMITHFIELD 1,U.S. House,22,,Michael Kicinski,1,,,
Madison,STOCKBRIDGE 1,U.S. House,22,,Michael Kicinski,1,,,
Madison,STOCKBRIDGE 2,U.S. House,22,,Michael Kicinski,2,,,
Madison,SULLIVAN 1,U.S. House,22,,Michael Kicinski,1,,,
Madison,SULLIVAN 2,U.S. House,22,,Michael Kicinski,0,,,
Madison,SULLIVAN 3,U.S. House,22,,Michael Kicinski,3,,,
Madison,SULLIVAN 4,U.S. House,22,,Michael Kicinski,3,,,
Madison,SULLIVAN 5,U.S. House,22,,Michael Kicinski,2,,,
Madison,SULLIVAN 6,U.S. House,22,,Michael Kicinski,0,,,
Madison,SULLIVAN 7,U.S. House,22,,Michael Kicinski,1,,,
Madison,SULLIVAN 8,U.S. House,22,,Michael Kicinski,0,,,
Madison,SULLIVAN 9,U.S. House,22,,Michael Kicinski,1,,,
Madison,SULLIVAN 10,U.S. House,22,,Michael Kicinski,2,,,
Madison,SULLIVAN 11,U.S. House,22,,Michael Kicinski,2,,,
Madison,ONEIDA WARD 1-1,U.S. House,22,,Michael Kicinski,1,,,
Madison,ONEIDA WARD 1-2,U.S. House,22,,Michael Kicinski,1,,,
Madison,ONEIDA WARD 2-1,U.S. House,22,,Michael Kicinski,0,,,
Madison,ONEIDA WARD 2-2,U.S. House,22,,Michael Kicinski,3,,,
Madison,ONEIDA WARD 3-1,U.S. House,22,,Michael Kicinski,3,,,
Madison,ONEIDA WARD 4-1,U.S. House,22,,Michael Kicinski,0,,,
Madison,ONEIDA WARD 5-1,U.S. House,22,,Michael Kicinski,0,,,
Madison,ONEIDA WARD 6-1,U.S. House,22,,Michael Kicinski,8,,,
Madison,BROOKFIELD 1,U.S. House,22,,Scattering,,,,
Madison,BROOKFIELD 2,U.S. House,22,,Scattering,,,,
Madison,BROOKFIELD 3,U.S. House,22,,Scattering,,,,
Madison,CAZENOVIA 1,U.S. House,22,,Scattering,,,,
Madison,CAZENOVIA 2,U.S. House,22,,Scattering,,,,
Madison,CAZENOVIA 3,U.S. House,22,,Scattering,2,,,
Madison,CAZENOVIA 4,U.S. House,22,,Scattering,1,,,
Madison,CAZENOVIA 5,U.S. House,22,,Scattering,,,,
Madison,CAZENOVIA 6,U.S. House,22,,Scattering,,,,
Madison,DERUYTER 1,U.S. House,22,,Scattering,,,,
Madison,EATON 1,U.S. House,22,,Scattering,1,,,
Madison,EATON 2,U.S. House,22,,Scattering,1,,,
Madison,EATON 3,U.S. House,22,,Scattering,,,,
Madison,FENNER 1,U.S. House,22,,Scattering,,,,
Madison,GEORGETOWN 1,U.S. House,22,,Scattering,1,,,
Madison,HAMILTON 1,U.S. House,22,,Scattering,,,,
Madison,HAMILTON 2,U.S. House,22,,Scattering,,,,
Madison,HAMILTON 3,U.S. House,22,,Scattering,,,,
Madison,HAMILTON 4,U.S. House,22,,Scattering,,,,
Madison,LEBANON 1,U.S. House,22,,Scattering,,,,
Madison,LEBANON 2,U.S. House,22,,Scattering,,,,
Madison,LENOX 1,U.S. House,22,,Scattering,1,,,
Madison,LENOX 2,U.S. House,22,,Scattering,,,,
Madison,LENOX 3,U.S. House,22,,Scattering,,,,
Madison,LENOX 4,U.S. House,22,,Scattering,,,,
Madison,LENOX 5,U.S. House,22,,Scattering,,,,
Madison,LENOX 6,U.S. House,22,,Scattering,,,,
Madison,LINCOLN 1,U.S. House,22,,Scattering,,,,
Madison,LINCOLN 2,U.S. House,22,,Scattering,,,,
Madison,MADISON 1,U.S. House,22,,Scattering,,,,
Madison,MADISON 2,U.S. House,22,,Scattering,,,,
