county,precinct,office,district,candidate,party,votes,,,,,,,,,,
Albany,COH W3 ED4,U.S. House,20,Paul D. Tonko,DEM,34,,,,,,,,,,
Albany,COH W4 ED1,U.S. House,20,Paul D. Tonko,DEM,109,,,,,,,,,,
Albany,COH W4 ED2,U.S. House,20,Paul D. Tonko,DEM,294,,,,,,,,,,
Albany,COH W4 ED3,U.S. House,20,Paul D. Tonko,DEM,39,,,,,,,,,,
Albany,COH W4 ED4,U.S. House,20,Paul D. Tonko,DEM,344,,,,,,,,,,
Albany,COH W5 ED1,U.S. House,20,Paul D. Tonko,DEM,148,,,,,,,,,,
Albany,COH W5 ED2,U.S. House,20,Paul D. Tonko,DEM,290,,,,,,,,,,
Albany,COH W5 ED3,U.S. House,20,Paul D. Tonko,DEM,153,,,,,,,,,,
Albany,COH W5 ED4,U.S. House,20,Paul D. Tonko,DEM,225,,,,,,,,,,
Albany,COH W5 ED5,U.S. House,20,Paul D. Tonko,DEM,99,,,,,,,,,,
Albany,COH W6 ED1,U.S. House,20,Paul D. Tonko,DEM,227,,,,,,,,,,
Albany,COH W6 ED2,U.S. House,20,Paul D. Tonko,DEM,132,,,,,,,,,,
Albany,COH W6 ED3,U.S. House,20,Paul D. Tonko,DEM,191,,,,,,,,,,
Albany,COH W6  ED4,U.S. House,20,Paul D. Tonko,DEM,172,,,,,,,,,,
Albany,WAT W1 ED1,U.S. House,20,Paul D. Tonko,DEM,259,,,,,,,,,,
Albany,WAT W1 ED2,U.S. House,20,Paul D. Tonko,DEM,208,,,,,,,,,,
Albany,WAT W1 ED3,U.S. House,20,Paul D. Tonko,DEM,176,,,,,,,,,,
Albany,WAT W2 ED1,U.S. House,20,Paul D. Tonko,DEM,194,,,,,,,,,,
Albany,WAT W2 ED2,U.S. House,20,Paul D. Tonko,DEM,151,,,,,,,,,,
Albany,WAT W2 ED3,U.S. House,20,Paul D. Tonko,DEM,118,,,,,,,,,,
Albany,WAT W3 ED1,U.S. House,20,Paul D. Tonko,DEM,112,,,,,,,,,,
Albany,WAT W3 ED2,U.S. House,20,Paul D. Tonko,DEM,166,,,,,,,,,,
Albany,WAT W3 ED3,U.S. House,20,Paul D. Tonko,DEM,205,,,,,,,,,,
Albany,WAT W4 ED1,U.S. House,20,Paul D. Tonko,DEM,211,,,,,,,,,,
Albany,WAT W4 ED2,U.S. House,20,Paul D. Tonko,DEM,136,,,,,,,,,,
Albany,WAT W4 ED3,U.S. House,20,Paul D. Tonko,DEM,197,,,,,,,,,,
Albany,WAT W4 ED4,U.S. House,20,Paul D. Tonko,DEM,227,,,,,,,,,,
Albany,BERN ED1,U.S. House,20,Paul D. Tonko,DEM,242,,,,,,,,,,
Albany,BERN ED2,U.S. House,20,Paul D. Tonko,DEM,401,,,,,,,,,,
Albany,BERN ED3,U.S. House,20,Paul D. Tonko,DEM,168,,,,,,,,,,
Albany,BETH ED1,U.S. House,20,Paul D. Tonko,DEM,397,,,,,,,,,,
Albany,BETH ED2,U.S. House,20,Paul D. Tonko,DEM,557,,,,,,,,,,
Albany,BETH ED3,U.S. House,20,Paul D. Tonko,DEM,293,,,,,,,,,,
Albany,BETH ED4,U.S. House,20,Paul D. Tonko,DEM,516,,,,,,,,,,
Albany,BETH ED5,U.S. House,20,Paul D. Tonko,DEM,358,,,,,,,,,,
Albany,BETH ED6,U.S. House,20,Paul D. Tonko,DEM,467,,,,,,,,,,
Albany,BETH ED7,U.S. House,20,Paul D. Tonko,DEM,538,,,,,,,,,,
Albany,BETH ED8,U.S. House,20,Paul D. Tonko,DEM,612,,,,,,,,,,
Albany,BETH ED9,U.S. House,20,Paul D. Tonko,DEM,306,,,,,,,,,,
Albany,BETH ED10,U.S. House,20,Paul D. Tonko,DEM,401,,,,,,,,,,
Albany,BETH ED11,U.S. House,20,Paul D. Tonko,DEM,416,,,,,,,,,,
Albany,BETH ED12,U.S. House,20,Paul D. Tonko,DEM,389,,,,,,,,,,
Albany,BETH ED13,U.S. House,20,Paul D. Tonko,DEM,329,,,,,,,,,,
Albany,BETH ED14,U.S. House,20,Paul D. Tonko,DEM,414,,,,,,,,,,
Albany,BETH ED15,U.S. House,20,Paul D. Tonko,DEM,260,,,,,,,,,,
Albany,BETH ED16,U.S. House,20,Paul D. Tonko,DEM,175,,,,,,,,,,
Albany,BETH ED17,U.S. House,20,Paul D. Tonko,DEM,253,,,,,,,,,,
Albany,BETH ED18,U.S. House,20,Paul D. Tonko,DEM,233,,,,,,,,,,
Albany,BETH ED19,U.S. House,20,Paul D. Tonko,DEM,369,,,,,,,,,,
Albany,BETH ED20,U.S. House,20,Paul D. Tonko,DEM,265,,,,,,,,,,
Albany,BETH ED21,U.S. House,20,Paul D. Tonko,DEM,129,,,,,,,,,,
Albany,BETH ED22,U.S. House,20,Paul D. Tonko,DEM,469,,,,,,,,,,
Albany,BETH ED23,U.S. House,20,Paul D. Tonko,DEM,428,,,,,,,,,,
Albany,BETH ED24,U.S. House,20,Paul D. Tonko,DEM,456,,,,,,,,,,
Albany,BETH ED25,U.S. House,20,Paul D. Tonko,DEM,417,,,,,,,,,,
Albany,BETH ED26,U.S. House,20,Paul D. Tonko,DEM,517,,,,,,,,,,
Albany,BETH ED27,U.S. House,20,Paul D. Tonko,DEM,251,,,,,,,,,,
Albany,BETH ED28,U.S. House,20,Paul D. Tonko,DEM,253,,,,,,,,,,
Albany,BETH ED29,U.S. House,20,Paul D. Tonko,DEM,263,,,,,,,,,,
Albany,BETH ED30,U.S. House,20,Paul D. Tonko,DEM,144,,,,,,,,,,
Albany,BETH ED31,U.S. House,20,Paul D. Tonko,DEM,400,,,,,,,,,,
Albany,COEY ED1,U.S. House,20,Paul D. Tonko,DEM,162,,,,,,,,,,
Albany,COEY ED2,U.S. House,20,Paul D. Tonko,DEM,312,,,,,,,,,,
Albany,COEY ED3,U.S. House,20,Paul D. Tonko,DEM,523,,,,,,,,,,
Albany,COEY ED4,U.S. House,20,Paul D. Tonko,DEM,213,,,,,,,,,,
Albany,COEY ED5,U.S. House,20,Paul D. Tonko,DEM,245,,,,,,,,,,
Albany,COEY ED6,U.S. House,20,Paul D. Tonko,DEM,217,,,,,,,,,,
Albany,COLON ED1,U.S. House,20,Paul D. Tonko,DEM,450,,,,,,,,,,
Albany,COLON ED2,U.S. House,20,Paul D. Tonko,DEM,469,,,,,,,,,,
Albany,COLON ED3,U.S. House,20,Paul D. Tonko,DEM,368,,,,,,,,,,
Albany,COLON ED4,U.S. House,20,Paul D. Tonko,DEM,472,,,,,,,,,,
Albany,COLON ED5,U.S. House,20,Paul D. Tonko,DEM,262,,,,,,,,,,
Albany,COLON ED6,U.S. House,20,Paul D. Tonko,DEM,416,,,,,,,,,,
Albany,COLON ED7,U.S. House,20,Paul D. Tonko,DEM,408,,,,,,,,,,
Albany,COLON ED8,U.S. House,20,Paul D. Tonko,DEM,360,,,,,,,,,,
Albany,COLON ED9,U.S. House,20,Paul D. Tonko,DEM,331,,,,,,,,,,
Albany,COLON ED10,U.S. House,20,Paul D. Tonko,DEM,304,,,,,,,,,,
Albany,COLON ED11,U.S. House,20,Paul D. Tonko,DEM,439,,,,,,,,,,
Albany,COLON ED12,U.S. House,20,Paul D. Tonko,DEM,323,,,,,,,,,,
Albany,COLON ED13,U.S. House,20,Paul D. Tonko,DEM,310,,,,,,,,,,
Albany,COLON ED14,U.S. House,20,Paul D. Tonko,DEM,357,,,,,,,,,,
Albany,COLON ED15,U.S. House,20,Paul D. Tonko,DEM,403,,,,,,,,,,
Albany,COLON ED16,U.S. House,20,Paul D. Tonko,DEM,417,,,,,,,,,,
Albany,COLON ED17,U.S. House,20,Paul D. Tonko,DEM,278,,,,,,,,,,
Albany,COLON ED18,U.S. House,20,Paul D. Tonko,DEM,423,,,,,,,,,,
Albany,COLON ED19,U.S. House,20,Paul D. Tonko,DEM,303,,,,,,,,,,
Albany,COLON ED20,U.S. House,20,Paul D. Tonko,DEM,293,,,,,,,,,,
Albany,COLON ED21,U.S. House,20,Paul D. Tonko,DEM,447,,,,,,,,,,
Albany,COLON ED22,U.S. House,20,Paul D. Tonko,DEM,553,,,,,,,,,,
Albany,COLON ED23,U.S. House,20,Paul D. Tonko,DEM,328,,,,,,,,,,
Albany,COLON ED24,U.S. House,20,Paul D. Tonko,DEM,377,,,,,,,,,,
Albany,COLON ED25,U.S. House,20,Paul D. Tonko,DEM,372,,,,,,,,,,
Albany,COLON ED26,U.S. House,20,Paul D. Tonko,DEM,456,,,,,,,,,,
Albany,COLON ED27,U.S. House,20,Paul D. Tonko,DEM,305,,,,,,,,,,
Albany,COLON ED28,U.S. House,20,Paul D. Tonko,DEM,467,,,,,,,,,,
Albany,COLON ED29,U.S. House,20,Paul D. Tonko,DEM,282,,,,,,,,,,
Albany,COLON ED30,U.S. House,20,Paul D. Tonko,DEM,465,,,,,,,,,,
Albany,COLON ED31,U.S. House,20,Paul D. Tonko,DEM,491,,,,,,,,,,
Albany,COLON ED32,U.S. House,20,Paul D. Tonko,DEM,223,,,,,,,,,,
Albany,COLON ED33,U.S. House,20,Paul D. Tonko,DEM,210,,,,,,,,,,
Albany,COLON ED34,U.S. House,20,Paul D. Tonko,DEM,519,,,,,,,,,,
Albany,COLON ED35,U.S. House,20,Paul D. Tonko,DEM,464,,,,,,,,,,
Albany,COLON ED36,U.S. House,20,Paul D. Tonko,DEM,494,,,,,,,,,,
Albany,COLON ED37,U.S. House,20,Paul D. Tonko,DEM,326,,,,,,,,,,
Albany,COLON ED38,U.S. House,20,Paul D. Tonko,DEM,299,,,,,,,,,,
Albany,COLON ED39,U.S. House,20,Paul D. Tonko,DEM,384,,,,,,,,,,
Albany,COLON ED40,U.S. House,20,Paul D. Tonko,DEM,323,,,,,,,,,,
Albany,COLON ED41,U.S. House,20,Paul D. Tonko,DEM,512,,,,,,,,,,
Albany,COLON ED42,U.S. House,20,Paul D. Tonko,DEM,421,,,,,,,,,,
Albany,COLON ED43,U.S. House,20,Paul D. Tonko,DEM,416,,,,,,,,,,
Albany,COLON ED44,U.S. House,20,Paul D. Tonko,DEM,424,,,,,,,,,,
Albany,COLON ED45,U.S. House,20,Paul D. Tonko,DEM,292,,,,,,,,,,
Albany,COLON ED46,U.S. House,20,Paul D. Tonko,DEM,500,,,,,,,,,,
Albany,COLON ED47,U.S. House,20,Paul D. Tonko,DEM,228,,,,,,,,,,
Albany,COLON ED48,U.S. House,20,Paul D. Tonko,DEM,416,,,,,,,,,,
Albany,COLON ED49,U.S. House,20,Paul D. Tonko,DEM,259,,,,,,,,,,
Albany,COLON ED50,U.S. House,20,Paul D. Tonko,DEM,360,,,,,,,,,,
Albany,COLON ED51,U.S. House,20,Paul D. Tonko,DEM,452,,,,,,,,,,
Albany,COLON ED52,U.S. House,20,Paul D. Tonko,DEM,384,,,,,,,,,,
Albany,COLON ED53,U.S. House,20,Paul D. Tonko,DEM,392,,,,,,,,,,
Albany,COLON ED54,U.S. House,20,Paul D. Tonko,DEM,352,,,,,,,,,,
Albany,COLON ED55,U.S. House,20,Paul D. Tonko,DEM,395,,,,,,,,,,
Albany,COLON ED56,U.S. House,20,Paul D. Tonko,DEM,171,,,,,,,,,,
Albany,COLON ED57,U.S. House,20,Paul D. Tonko,DEM,320,,,,,,,,,,
Albany,COLON ED58,U.S. House,20,Paul D. Tonko,DEM,333,,,,,,,,,,
Albany,COLON ED59,U.S. House,20,Paul D. Tonko,DEM,377,,,,,,,,,,
Albany,COLON ED60,U.S. House,20,Paul D. Tonko,DEM,243,,,,,,,,,,
Albany,COLON ED61,U.S. House,20,Paul D. Tonko,DEM,316,,,,,,,,,,
Albany,GREEN ED1,U.S. House,20,Paul D. Tonko,DEM,249,,,,,,,,,,
Albany,GREEN ED2,U.S. House,20,Paul D. Tonko,DEM,150,,,,,,,,,,
Albany,GREEN ED3,U.S. House,20,Paul D. Tonko,DEM,151,,,,,,,,,,
Albany,GREEN ED4,U.S. House,20,Paul D. Tonko,DEM,245,,,,,,,,,,
Albany,GUILD ED1,U.S. House,20,Paul D. Tonko,DEM,2,,,,,,,,,,
Albany,GUILD ED2,U.S. House,20,Paul D. Tonko,DEM,314,,,,,,,,,,
Albany,GUILD ED3,U.S. House,20,Paul D. Tonko,DEM,339,,,,,,,,,,
Albany,GUILD ED4,U.S. House,20,Paul D. Tonko,DEM,540,,,,,,,,,,
Albany,GUILD ED5,U.S. House,20,Paul D. Tonko,DEM,275,,,,,,,,,,
Albany,GUILD ED6,U.S. House,20,Paul D. Tonko,DEM,330,,,,,,,,,,
Albany,GUILD ED7,U.S. House,20,Paul D. Tonko,DEM,510,,,,,,,,,,
Albany,GUILD ED8,U.S. House,20,Paul D. Tonko,DEM,357,,,,,,,,,,
Albany,GUILD ED9,U.S. House,20,Paul D. Tonko,DEM,342,,,,,,,,,,
Albany,GUILD ED10,U.S. House,20,Paul D. Tonko,DEM,450,,,,,,,,,,
Albany,GUILD ED11,U.S. House,20,Paul D. Tonko,DEM,504,,,,,,,,,,
Albany,GUILD ED12,U.S. House,20,Paul D. Tonko,DEM,457,,,,,,,,,,
Albany,GUILD ED13,U.S. House,20,Paul D. Tonko,DEM,318,,,,,,,,,,
Albany,GUILD ED14,U.S. House,20,Paul D. Tonko,DEM,500,,,,,,,,,,
Albany,GUILD ED15,U.S. House,20,Paul D. Tonko,DEM,368,,,,,,,,,,
Albany,GUILD ED16,U.S. House,20,Paul D. Tonko,DEM,347,,,,,,,,,,
Albany,GUILD ED17,U.S. House,20,Paul D. Tonko,DEM,432,,,,,,,,,,
Albany,GUILD ED18,U.S. House,20,Paul D. Tonko,DEM,479,,,,,,,,,,
Albany,GUILD ED19,U.S. House,20,Paul D. Tonko,DEM,299,,,,,,,,,,
Albany,GUILD ED20,U.S. House,20,Paul D. Tonko,DEM,274,,,,,,,,,,
Albany,GUILD ED21,U.S. House,20,Paul D. Tonko,DEM,327,,,,,,,,,,
Albany,GUILD ED22,U.S. House,20,Paul D. Tonko,DEM,472,,,,,,,,,,
Albany,GUILD ED23,U.S. House,20,Paul D. Tonko,DEM,234,,,,,,,,,,
Albany,GUILD ED24,U.S. House,20,Paul D. Tonko,DEM,372,,,,,,,,,,
Albany,GUILD ED25,U.S. House,20,Paul D. Tonko,DEM,306,,,,,,,,,,
Albany,GUILD ED26,U.S. House,20,Paul D. Tonko,DEM,323,,,,,,,,,,
Albany,GUILD ED27,U.S. House,20,Paul D. Tonko,DEM,182,,,,,,,,,,
Albany,GUILD ED28,U.S. House,20,Paul D. Tonko,DEM,372,,,,,,,,,,
Albany,GUILD ED29,U.S. House,20,Paul D. Tonko,DEM,406,,,,,,,,,,
Albany,GUILD ED30,U.S. House,20,Paul D. Tonko,DEM,245,,,,,,,,,,
Albany,KNOX ED1,U.S. House,20,Paul D. Tonko,DEM,228,,,,,,,,,,
Albany,KNOX ED2,U.S. House,20,Paul D. Tonko,DEM,347,,,,,,,,,,
Albany,KNOX ED3,U.S. House,20,Paul D. Tonko,DEM,125,,,,,,,,,,
Albany,NEW S ED1,U.S. House,20,Paul D. Tonko,DEM,450,,,,,,,,,,
Albany,NEW S ED2,U.S. House,20,Paul D. Tonko,DEM,239,,,,,,,,,,
Albany,NEW S ED3,U.S. House,20,Paul D. Tonko,DEM,160,,,,,,,,,,
Albany,NEW S ED4,U.S. House,20,Paul D. Tonko,DEM,306,,,,,,,,,,
Albany,NEW S ED5,U.S. House,20,Paul D. Tonko,DEM,332,,,,,,,,,,
Albany,NEW S ED6,U.S. House,20,Paul D. Tonko,DEM,295,,,,,,,,,,
Albany,NEW S ED7,U.S. House,20,Paul D. Tonko,DEM,428,,,,,,,,,,
Albany,NEW S ED8,U.S. House,20,Paul D. Tonko,DEM,509,,,,,,,,,,
Albany,RENSS ED1,U.S. House,20,Paul D. Tonko,DEM,206,,,,,,,,,,
Albany,RENSS ED2,U.S. House,20,Paul D. Tonko,DEM,128,,,,,,,,,,
Albany,RENSS ED3,U.S. House,20,Paul D. Tonko,DEM,155,,,,,,,,,,
Albany,WEST ED1,U.S. House,20,Paul D. Tonko,DEM,290,,,,,,,,,,
Albany,WEST ED2,U.S. House,20,Paul D. Tonko,DEM,260,,,,,,,,,,
Albany,WEST ED3,U.S. House,20,Paul D. Tonko,DEM,204,,,,,,,,,,
Albany,Total,U.S. House,20,Paul D. Tonko,DEM,84441,,,,,,,,,,
Albany,ALB W1 E1,U.S. House,20,Robert J. Dieterich,REP,16,,,,,,,,,,
Albany,ALB W1 E2,U.S. House,20,Robert J. Dieterich,REP,58,,,,,,,,,,
Albany,ALB W1 E3,U.S. House,20,Robert J. Dieterich,REP,13,,,,,,,,,,
Albany,ALB W1 E4,U.S. House,20,Robert J. Dieterich,REP,35,,,,,,,,,,
Albany,ALB W1 E5,U.S. House,20,Robert J. Dieterich,REP,18,,,,,,,,,,
Albany,ALB W1 E6,U.S. House,20,Robert J. Dieterich,REP,3,,,,,,,,,,
Albany,ALB W1 E7,U.S. House,20,Robert J. Dieterich,REP,2,,,,,,,,,,
Albany,ALB W1 E8,U.S. House,20,Robert J. Dieterich,REP,12,,,,,,,,,,
Albany,ALB W1 E10,U.S. House,20,Robert J. Dieterich,REP,1,,,,,,,,,,
Albany,ALB W1 E11,U.S. House,20,Robert J. Dieterich,REP,7,,,,,,,,,,
Albany,ALB W1 E12,U.S. House,20,Robert J. Dieterich,REP,13,,,,,,,,,,
Albany,ALB W2 E1,U.S. House,20,Robert J. Dieterich,REP,13,,,,,,,,,,
Albany,ALB W2 E2,U.S. House,20,Robert J. Dieterich,REP,5,,,,,,,,,,
Albany,ALB W2 E3,U.S. House,20,Robert J. Dieterich,REP,3,,,,,,,,,,
Albany,ALB W2 E4,U.S. House,20,Robert J. Dieterich,REP,4,,,,,,,,,,
Albany,ALB W2 E5,U.S. House,20,Robert J. Dieterich,REP,0,,,,,,,,,,
Albany,ALB W2 E6,U.S. House,20,Robert J. Dieterich,REP,11,,,,,,,,,,
Albany,ALB W2 E7,U.S. House,20,Robert J. Dieterich,REP,10,,,,,,,,,,
Albany,ALB W2 E8,U.S. House,20,Robert J. Dieterich,REP,9,,,,,,,,,,
Albany,ALB W2 E9,U.S. House,20,Robert J. Dieterich,REP,1,,,,,,,,,,
Albany,ALB W2 E10,U.S. House,20,Robert J. Dieterich,REP,0,,,,,,,,,,
Albany,ALB W3 E1,U.S. House,20,Robert J. Dieterich,REP,9,,,,,,,,,,
Albany,ALB W3 E2,U.S. House,20,Robert J. Dieterich,REP,3,,,,,,,,,,
Albany,ALB W3 E3,U.S. House,20,Robert J. Dieterich,REP,7,,,,,,,,,,
Albany,ALB W3 E4,U.S. House,20,Robert J. Dieterich,REP,2,,,,,,,,,,
Albany,ALB W3 E5,U.S. House,20,Robert J. Dieterich,REP,8,,,,,,,,,,
Albany,ALB W3 E6,U.S. House,20,Robert J. Dieterich,REP,0,,,,,,,,,,
Albany,ALB W3 E7,U.S. House,20,Robert J. Dieterich,REP,16,,,,,,,,,,
Albany,ALB W3 E8,U.S. House,20,Robert J. Dieterich,REP,5,,,,,,,,,,
Albany,ALB W3 E9,U.S. House,20,Robert J. Dieterich,REP,2,,,,,,,,,,
Albany,ALB W4 E1,U.S. House,20,Robert J. Dieterich,REP,11,,,,,,,,,,
Albany,ALB W4 E2,U.S. House,20,Robert J. Dieterich,REP,37,,,,,,,,,,
Albany,ALB W4 E3,U.S. House,20,Robert J. Dieterich,REP,44,,,,,,,,,,
Albany,ALB W4 E4,U.S. House,20,Robert J. Dieterich,REP,6,,,,,,,,,,
Albany,ALB W4 E5,U.S. House,20,Robert J. Dieterich,REP,1,,,,,,,,,,
Albany,ALB W4 E6,U.S. House,20,Robert J. Dieterich,REP,0,,,,,,,,,,
Albany,ALB W4 E7,U.S. House,20,Robert J. Dieterich,REP,3,,,,,,,,,,
Albany,ALB W4 E8,U.S. House,20,Robert J. Dieterich,REP,1,,,,,,,,,,
Albany,ALB W4 E10,U.S. House,20,Robert J. Dieterich,REP,10,,,,,,,,,,
Albany,ALB W4 E11,U.S. House,20,Robert J. Dieterich,REP,1,,,,,,,,,,
Albany,ALB W5 E1,U.S. House,20,Robert J. Dieterich,REP,17,,,,,,,,,,
Albany,ALB W5 E2,U.S. House,20,Robert J. Dieterich,REP,16,,,,,,,,,,
Albany,ALB W5 E3,U.S. House,20,Robert J. Dieterich,REP,5,,,,,,,,,,
Albany,ALB W5 E4,U.S. House,20,Robert J. Dieterich,REP,3,,,,,,,,,,
Albany,ALB W5 E5,U.S. House,20,Robert J. Dieterich,REP,4,,,,,,,,,,
Albany,ALB W5 E6,U.S. House,20,Robert J. Dieterich,REP,0,,,,,,,,,,
Albany,ALB W5 E7,U.S. House,20,Robert J. Dieterich,REP,1,,,,,,,,,,
Albany,ALB W6 E1,U.S. House,20,Robert J. Dieterich,REP,8,,,,,,,,,,
Albany,ALB W6 E2,U.S. House,20,Robert J. Dieterich,REP,1,,,,,,,,,,
Albany,ALB W6 E3,U.S. House,20,Robert J. Dieterich,REP,9,,,,,,,,,,
Albany,ALB W6 E4,U.S. House,20,Robert J. Dieterich,REP,27,,,,,,,,,,
Albany,ALB W6 E5,U.S. House,20,Robert J. Dieterich,REP,37,,,,,,,,,,
Albany,ALB W6 E6,U.S. House,20,Robert J. Dieterich,REP,31,,,,,,,,,,
Albany,ALB W6 E7,U.S. House,20,Robert J. Dieterich,REP,35,,,,,,,,,,
Albany,ALB W6 E8,U.S. House,20,Robert J. Dieterich,REP,26,,,,,,,,,,
Albany,ALB W7 E1,U.S. House,20,Robert J. Dieterich,REP,15,,,,,,,,,,
Albany,ALB W7 E2,U.S. House,20,Robert J. Dieterich,REP,42,,,,,,,,,,
Albany,ALB W7 E3,U.S. House,20,Robert J. Dieterich,REP,6,,,,,,,,,,
Albany,ALB W7 E4,U.S. House,20,Robert J. Dieterich,REP,18,,,,,,,,,,
Albany,ALB W7 E5,U.S. House,20,Robert J. Dieterich,REP,40,,,,,,,,,,
Albany,ALB W7 E6,U.S. House,20,Robert J. Dieterich,REP,35,,,,,,,,,,
Albany,ALB W7 E7,U.S. House,20,Robert J. Dieterich,REP,19,,,,,,,,,,
Albany,ALB W8 E1,U.S. House,20,Robert J. Dieterich,REP,87,,,,,,,,,,
Albany,ALB W8 E2,U.S. House,20,Robert J. Dieterich,REP,63,,,,,,,,,,
Albany,ALB W8 E3,U.S. House,20,Robert J. Dieterich,REP,58,,,,,,,,,,
Albany,ALB W8 E4,U.S. House,20,Robert J. Dieterich,REP,78,,,,,,,,,,
Albany,ALB W8 E5,U.S. House,20,Robert J. Dieterich,REP,93,,,,,,,,,,
Albany,ALB W8 E6,U.S. House,20,Robert J. Dieterich,REP,61,,,,,,,,,,
Albany,ALB W8 E7,U.S. House,20,Robert J. Dieterich,REP,63,,,,,,,,,,
Albany,ALB W8 E8,U.S. House,20,Robert J. Dieterich,REP,86,,,,,,,,,,
Albany,ALB W8 E9,U.S. House,20,Robert J. Dieterich,REP,17,,,,,,,,,,
Albany,ALB W9 E1,U.S. House,20,Robert J. Dieterich,REP,37,,,,,,,,,,
Albany,ALB W9 E2,U.S. House,20,Robert J. Dieterich,REP,57,,,,,,,,,,
Albany,ALB W9 E3,U.S. House,20,Robert J. Dieterich,REP,49,,,,,,,,,,
Albany,ALB W9 E4,U.S. House,20,Robert J. Dieterich,REP,38,,,,,,,,,,
Albany,ALB W9 E5,U.S. House,20,Robert J. Dieterich,REP,59,,,,,,,,,,
Albany,ALB W9 E6,U.S. House,20,Robert J. Dieterich,REP,55,,,,,,,,,,
Albany,ALB W9 E7,U.S. House,20,Robert J. Dieterich,REP,23,,,,,,,,,,
Albany,ALB W9 E8,U.S. House,20,Robert J. Dieterich,REP,4,,,,,,,,,,
Albany,ALB W10 E1,U.S. House,20,Robert J. Dieterich,REP,19,,,,,,,,,,
Albany,ALB W10 E2,U.S. House,20,Robert J. Dieterich,REP,6,,,,,,,,,,
Albany,ALB W10 E3,U.S. House,20,Robert J. Dieterich,REP,18,,,,,,,,,,
Albany,ALB W10 E4,U.S. House,20,Robert J. Dieterich,REP,7,,,,,,,,,,
Albany,ALB W10 E5,U.S. House,20,Robert J. Dieterich,REP,21,,,,,,,,,,
Albany,ALB W10 E6,U.S. House,20,Robert J. Dieterich,REP,5,,,,,,,,,,
Albany,ALB W10 E7,U.S. House,20,Robert J. Dieterich,REP,1,,,,,,,,,,
Albany,ALB W10 E8,U.S. House,20,Robert J. Dieterich,REP,32,,,,,,,,,,
Albany,ALB W11 E1,U.S. House,20,Robert J. Dieterich,REP,1,,,,,,,,,,
Albany,ALB W11 E2,U.S. House,20,Robert J. Dieterich,REP,10,,,,,,,,,,
Albany,ALB W11 E3,U.S. House,20,Robert J. Dieterich,REP,9,,,,,,,,,,
Albany,ALB W11 E4,U.S. House,20,Robert J. Dieterich,REP,6,,,,,,,,,,
Albany,ALB W11 E5,U.S. House,20,Robert J. Dieterich,REP,34,,,,,,,,,,
Albany,ALB W11 E6,U.S. House,20,Robert J. Dieterich,REP,27,,,,,,,,,,
Albany,ALB W11 E7,U.S. House,20,Robert J. Dieterich,REP,43,,,,,,,,,,
Albany,ALB W11 E8,U.S. House,20,Robert J. Dieterich,REP,6,,,,,,,,,,
Albany,ALB W11 E9,U.S. House,20,Robert J. Dieterich,REP,4,,,,,,,,,,
Albany,ALB W12 E1,U.S. House,20,Robert J. Dieterich,REP,8,,,,,,,,,,
Albany,ALB W12 E2,U.S. House,20,Robert J. Dieterich,REP,86,,,,,,,,,,
Albany,ALB W12 E3,U.S. House,20,Robert J. Dieterich,REP,47,,,,,,,,,,
Albany,ALB W12 E4,U.S. House,20,Robert J. Dieterich,REP,25,,,,,,,,,,
Albany,ALB W12 E5,U.S. House,20,Robert J. Dieterich,REP,27,,,,,,,,,,
Albany,ALB W12 E6,U.S. House,20,Robert J. Dieterich,REP,15,,,,,,,,,,
Albany,ALB W12 E7,U.S. House,20,Robert J. Dieterich,REP,51,,,,,,,,,,
Albany,ALB W12 E9,U.S. House,20,Robert J. Dieterich,REP,2,,,,,,,,,,
Albany,ALB W13 E1,U.S. House,20,Robert J. Dieterich,REP,7,,,,,,,,,,
Albany,ALB W13 E2,U.S. House,20,Robert J. Dieterich,REP,77,,,,,,,,,,
Albany,ALB W13 E3,U.S. House,20,Robert J. Dieterich,REP,36,,,,,,,,,,
Albany,ALB W13 E4,U.S. House,20,Robert J. Dieterich,REP,51,,,,,,,,,,
Albany,ALB W13 E5,U.S. House,20,Robert J. Dieterich,REP,58,,,,,,,,,,
Albany,ALB W13 E6,U.S. House,20,Robert J. Dieterich,REP,46,,,,,,,,,,
Albany,ALB W13 E7,U.S. House,20,Robert J. Dieterich,REP,29,,,,,,,,,,
Albany,ALB W14 E1,U.S. House,20,Robert J. Dieterich,REP,88,,,,,,,,,,
Albany,ALB W14 E2,U.S. House,20,Robert J. Dieterich,REP,63,,,,,,,,,,
Albany,ALB W14 E3,U.S. House,20,Robert J. Dieterich,REP,51,,,,,,,,,,
Albany,ALB W14 E4,U.S. House,20,Robert J. Dieterich,REP,54,,,,,,,,,,
Albany,ALB W14 E5,U.S. House,20,Robert J. Dieterich,REP,67,,,,,,,,,,
Albany,ALB W14 E6,U.S. House,20,Robert J. Dieterich,REP,77,,,,,,,,,,
Albany,ALB W14 E7,U.S. House,20,Robert J. Dieterich,REP,44,,,,,,,,,,
Albany,ALB W14 E8,U.S. House,20,Robert J. Dieterich,REP,48,,,,,,,,,,
Albany,ALB W15 E1,U.S. House,20,Robert J. Dieterich,REP,66,,,,,,,,,,
Albany,ALB W15 E2,U.S. House,20,Robert J. Dieterich,REP,108,,,,,,,,,,
Albany,ALB W15 E3,U.S. House,20,Robert J. Dieterich,REP,44,,,,,,,,,,
