candidate,office,district,party,county,precinct,votes
Cynthia E. Nixon,Governor,,DEM,Orange,"Middletown - W1-D1,2 W4-D2",48
Andrew M. Cuomo,Governor,,DEM,Orange,"Middletown - W1-D1,2 W4-D2",134
Write-Ins,Governor,,DEM,Orange,"Middletown - W1-D1,2 W4-D2",1
Blank & Void,Governor,,DEM,Orange,"Middletown - W1-D1,2 W4-D2",3
Sean Patrick Maloney,Attorney General,,DEM,Orange,"Middletown - W1-D1,2 W4-D2",92
Letitia A. James,Attorney General,,DEM,Orange,"Middletown - W1-D1,2 W4-D2",60
Leecia R. Eve,Attorney General,,DEM,Orange,"Middletown - W1-D1,2 W4-D2",3
Zephyr Teachout,Attorney General,,DEM,Orange,"Middletown - W1-D1,2 W4-D2",20
Write-Ins,Attorney General,,DEM,Orange,"Middletown - W1-D1,2 W4-D2",1
Blank & Void,Attorney General,,DEM,Orange,"Middletown - W1-D1,2 W4-D2",10
Pramilla Malick,State Senate,42,DEM,Orange,"Middletown - W1-D1,2 W4-D2",121
Jen Metzger,State Senate,42,DEM,Orange,"Middletown - W1-D1,2 W4-D2",50
Write-Ins,State Senate,42,DEM,Orange,"Middletown - W1-D1,2 W4-D2",1
Blank & Void,State Senate,42,DEM,Orange,"Middletown - W1-D1,2 W4-D2",14
Jonathan G Jacobson,State Assembly,104,DEM,Orange,"Middletown - W1-D1,2 W4-D2",
Ralph S Coates,State Assembly,104,DEM,Orange,"Middletown - W1-D1,2 W4-D2",
Alexander Reed Kelly,State Assembly,104,DEM,Orange,"Middletown - W1-D1,2 W4-D2",
Kevindaryan Lujan,State Assembly,104,DEM,Orange,"Middletown - W1-D1,2 W4-D2",
Jodi McCredo,State Assembly,104,DEM,Orange,"Middletown - W1-D1,2 W4-D2",
Write-Ins,State Assembly,104,DEM,Orange,"Middletown - W1-D1,2 W4-D2",
Blank & Void,State Assembly,104,DEM,Orange,"Middletown - W1-D1,2 W4-D2",
Nancy B Sliwa,Attorney General,,REF,Orange,"Middletown - W1-D1,2 W4-D2",4
Mike Diederich,Attorney General,,REF,Orange,"Middletown - W1-D1,2 W4-D2",0
Christopher B Garvey,Attorney General,,REF,Orange,"Middletown - W1-D1,2 W4-D2",2
Write-Ins,Attorney General,,REF,Orange,"Middletown - W1-D1,2 W4-D2",0
Blank & Void,Attorney General,,REF,Orange,"Middletown - W1-D1,2 W4-D2",3
