county,precinct,office,district,party,candidate,votes,election_day,absentee
Yates,Barrington 1,Governor,,DEM,Andrew M. Cuomo,135,115,20
Yates,Benton 1,Governor,,DEM,Andrew M. Cuomo,80,77,3
Yates,Benton 2,Governor,,DEM,Andrew M. Cuomo,128,109,19
Yates,Italy 1,Governor,,DEM,Andrew M. Cuomo,110,95,15
Yates,Jerusalem 1,Governor,,DEM,Andrew M. Cuomo,195,164,31
Yates,Jerusalem 2,Governor,,DEM,Andrew M. Cuomo,113,97,16
Yates,Jerusalem 3,Governor,,DEM,Andrew M. Cuomo,102,94,8
Yates,Jerusalem 4,Governor,,DEM,Andrew M. Cuomo,129,108,21
Yates,Middlesex 1,Governor,,DEM,Andrew M. Cuomo,156,143,13
Yates,Milo 2,Governor,,DEM,Andrew M. Cuomo,187,158,29
Yates,Milo 3,Governor,,DEM,Andrew M. Cuomo,160,132,28
Yates,Milo 4,Governor,,DEM,Andrew M. Cuomo,77,72,5
Yates,Milo 5,Governor,,DEM,Andrew M. Cuomo,158,142,16
Yates,Milo 6,Governor,,DEM,Andrew M. Cuomo,164,141,23
Yates,Potter 1,Governor,,DEM,Andrew M. Cuomo,83,78,5
Yates,Starkey 1,Governor,,DEM,Andrew M. Cuomo,127,112,15
Yates,Starkey 2,Governor,,DEM,Andrew M. Cuomo,136,118,18
Yates,Torrey 1,Governor,,DEM,Andrew M. Cuomo,159,142,17
Yates,Barrington 1,Governor,,REP,Marc Molinaro,263,233,30
Yates,Benton 1,Governor,,REP,Marc Molinaro,223,214,9
Yates,Benton 2,Governor,,REP,Marc Molinaro,263,251,12
Yates,Italy 1,Governor,,REP,Marc Molinaro,243,233,10
Yates,Jerusalem 1,Governor,,REP,Marc Molinaro,245,235,10
Yates,Jerusalem 2,Governor,,REP,Marc Molinaro,222,200,22
Yates,Jerusalem 3,Governor,,REP,Marc Molinaro,202,186,16
Yates,Jerusalem 4,Governor,,REP,Marc Molinaro,216,195,21
Yates,Middlesex 1,Governor,,REP,Marc Molinaro,344,323,21
Yates,Milo 2,Governor,,REP,Marc Molinaro,241,221,20
Yates,Milo 3,Governor,,REP,Marc Molinaro,194,186,8
Yates,Milo 4,Governor,,REP,Marc Molinaro,157,142,15
Yates,Milo 5,Governor,,REP,Marc Molinaro,215,203,12
Yates,Milo 6,Governor,,REP,Marc Molinaro,276,239,37
Yates,Potter 1,Governor,,REP,Marc Molinaro,332,318,14
Yates,Starkey 1,Governor,,REP,Marc Molinaro,253,244,9
Yates,Starkey 2,Governor,,REP,Marc Molinaro,267,243,24
Yates,Torrey 1,Governor,,REP,Marc Molinaro,230,214,16
Yates,Barrington 1,Governor,,CON,Marc Molinaro,27,27,0
Yates,Benton 1,Governor,,CON,Marc Molinaro,21,20,1
Yates,Benton 2,Governor,,CON,Marc Molinaro,30,28,2
Yates,Italy 1,Governor,,CON,Marc Molinaro,33,30,3
Yates,Jerusalem 1,Governor,,CON,Marc Molinaro,34,31,3
Yates,Jerusalem 2,Governor,,CON,Marc Molinaro,25,22,3
Yates,Jerusalem 3,Governor,,CON,Marc Molinaro,40,35,5
Yates,Jerusalem 4,Governor,,CON,Marc Molinaro,19,17,2
Yates,Middlesex 1,Governor,,CON,Marc Molinaro,48,47,1
Yates,Milo 2,Governor,,CON,Marc Molinaro,33,32,1
Yates,Milo 3,Governor,,CON,Marc Molinaro,20,19,1
Yates,Milo 4,Governor,,CON,Marc Molinaro,27,24,3
Yates,Milo 5,Governor,,CON,Marc Molinaro,32,30,2
Yates,Milo 6,Governor,,CON,Marc Molinaro,35,28,7
Yates,Potter 1,Governor,,CON,Marc Molinaro,48,45,3
Yates,Starkey 1,Governor,,CON,Marc Molinaro,19,19,0
Yates,Starkey 2,Governor,,CON,Marc Molinaro,34,32,2
Yates,Torrey 1,Governor,,CON,Marc Molinaro,35,30,5
Yates,Barrington 1,Governor,,GRE,Howie Hawkins,3,3,0
Yates,Benton 1,Governor,,GRE,Howie Hawkins,5,5,0
Yates,Benton 2,Governor,,GRE,Howie Hawkins,7,6,1
Yates,Italy 1,Governor,,GRE,Howie Hawkins,9,8,1
Yates,Jerusalem 1,Governor,,GRE,Howie Hawkins,4,4,0
Yates,Jerusalem 2,Governor,,GRE,Howie Hawkins,11,11,0
Yates,Jerusalem 3,Governor,,GRE,Howie Hawkins,8,8,0
Yates,Jerusalem 4,Governor,,GRE,Howie Hawkins,2,2,0
Yates,Middlesex 1,Governor,,GRE,Howie Hawkins,12,9,3
Yates,Milo 2,Governor,,GRE,Howie Hawkins,6,5,1
Yates,Milo 3,Governor,,GRE,Howie Hawkins,8,8,0
Yates,Milo 4,Governor,,GRE,Howie Hawkins,3,3,0
Yates,Milo 5,Governor,,GRE,Howie Hawkins,6,4,2
Yates,Milo 6,Governor,,GRE,Howie Hawkins,2,1,1
Yates,Potter 1,Governor,,GRE,Howie Hawkins,7,6,1
Yates,Starkey 1,Governor,,GRE,Howie Hawkins,4,4,0
Yates,Starkey 2,Governor,,GRE,Howie Hawkins,8,8,0
Yates,Torrey 1,Governor,,GRE,Howie Hawkins,5,5,0
Yates,Barrington 1,Governor,,WOR,Andrew M. Cuomo,1,1,0
Yates,Benton 1,Governor,,WOR,Andrew M. Cuomo,0,0,0
