county,precinct,office,district,party,candidate,election_day,absentee,votes
Lewis,Croghan 1,U.S. House,21,DEM,Tedra L. Cobb,3,2,5
Lewis,Croghan 2,U.S. House,21,DEM,Tedra L. Cobb,0,1,1
Lewis,Croghan 3,U.S. House,21,DEM,Tedra L. Cobb,12,1,13
Lewis,Croghan 4,U.S. House,21,DEM,Tedra L. Cobb,6,2,8
Lewis,Croghan 5,U.S. House,21,DEM,Tedra L. Cobb,2,0,2
Lewis,Croghan 6,U.S. House,21,DEM,Tedra L. Cobb,2,0,2
Lewis,Denmark 1,U.S. House,21,DEM,Tedra L. Cobb,1,0,1
Lewis,Denmark 2,U.S. House,21,DEM,Tedra L. Cobb,6,2,8
Lewis,Denmark 3,U.S. House,21,DEM,Tedra L. Cobb,3,0,3
Lewis,Diana 1,U.S. House,21,DEM,Tedra L. Cobb,18,3,21
Lewis,Diana 2,U.S. House,21,DEM,Tedra L. Cobb,4,0,4
Lewis,Greig,U.S. House,21,DEM,Tedra L. Cobb,11,1,12
Lewis,Harrisburg,U.S. House,21,DEM,Tedra L. Cobb,7,0,7
Lewis,Lewis,U.S. House,21,DEM,Tedra L. Cobb,0,0,0
Lewis,Leyden 1,U.S. House,21,DEM,Tedra L. Cobb,4,0,4
Lewis,Leyden 2,U.S. House,21,DEM,Tedra L. Cobb,0,0,0
Lewis,Leyden 3,U.S. House,21,DEM,Tedra L. Cobb,2,0,2
Lewis,Lowville 1,U.S. House,21,DEM,Tedra L. Cobb,8,0,8
Lewis,Lowville 2,U.S. House,21,DEM,Tedra L. Cobb,9,0,9
Lewis,Lowville 3,U.S. House,21,DEM,Tedra L. Cobb,3,0,3
Lewis,Lowville 4,U.S. House,21,DEM,Tedra L. Cobb,24,2,26
Lewis,Lowville 5,U.S. House,21,DEM,Tedra L. Cobb,4,0,4
Lewis,Lyonsdale 1,U.S. House,21,DEM,Tedra L. Cobb,3,0,3
Lewis,Lyonsdale 2,U.S. House,21,DEM,Tedra L. Cobb,0,0,0
Lewis,Lyonsdale 3,U.S. House,21,DEM,Tedra L. Cobb,0,0,0
Lewis,Martinsburg,U.S. House,21,DEM,Tedra L. Cobb,7,3,10
Lewis,Montague,U.S. House,21,DEM,Tedra L. Cobb,2,0,2
Lewis,New Bremen 1,U.S. House,21,DEM,Tedra L. Cobb,6,1,7
Lewis,New Bremen 2,U.S. House,21,DEM,Tedra L. Cobb,6,0,6
Lewis,New Bremen 3,U.S. House,21,DEM,Tedra L. Cobb,2,0,2
Lewis,Osceola,U.S. House,21,DEM,Tedra L. Cobb,2,0,2
Lewis,Pinckney,U.S. House,21,DEM,Tedra L. Cobb,4,0,4
Lewis,Turin,U.S. House,21,DEM,Tedra L. Cobb,3,0,3
Lewis,Watson,U.S. House,21,DEM,Tedra L. Cobb,18,1,19
Lewis,West Turin 1,U.S. House,21,DEM,Tedra L. Cobb,4,0,4
Lewis,West Turin 2,U.S. House,21,DEM,Tedra L. Cobb,1,0,1
