candidate,office,district,party,county,precinct,votes
Cynthia E. Nixon,Governor ,,DEM,Steuben,Corning City 1 - 4,130
Andrew M. Cuomo,Governor ,,DEM,Steuben,Corning City 1 - 4,227
Write-Ins,Governor ,,DEM,Steuben,Corning City 1 - 4,3
Overvotes,Governor ,,DEM,Steuben,Corning City 1 - 4,1
Undervotes,Governor ,,DEM,Steuben,Corning City 1 - 4,1
Sean Patrick Maloney,Attorney General,,DEM,Steuben,Corning City 1 - 4,78
Letitia A. James,Attorney General,,DEM,Steuben,Corning City 1 - 4,77
Leecia R. Eve,Attorney General,,DEM,Steuben,Corning City 1 - 4,20
Zephyr Teachout,Attorney General,,DEM,Steuben,Corning City 1 - 4,166
Write-Ins,Attorney General,,DEM,Steuben,Corning City 1 - 4,0
Overvotes,Attorney General,,DEM,Steuben,Corning City 1 - 4,3
Undervotes,Attorney General,,DEM,Steuben,Corning City 1 - 4,18
Amanda Kirchgessner,State Senate,58,DEM,Steuben,Corning City 1 - 4,230
Michael Lausell,State Senate,58,DEM,Steuben,Corning City 1 - 4,105
Write-Ins,State Senate,58,DEM,Steuben,Corning City 1 - 4,0
Overvotes,State Senate,58,DEM,Steuben,Corning City 1 - 4,1
Undervotes,State Senate,58,DEM,Steuben,Corning City 1 - 4,26
Joe Errigo,State Assembly,133,REP,Steuben,Corning City 1 - 4,
Marjorie L Byrnes,State Assembly,133,REP,Steuben,Corning City 1 - 4,
Write-Ins,State Assembly,133,REP,Steuben,Corning City 1 - 4,
Overvotes,State Assembly,133,REP,Steuben,Corning City 1 - 4,
Undervotes,State Assembly,133,REP,Steuben,Corning City 1 - 4,
Nancy B Sliwa,Attorney General,,REF,Steuben,Corning City 1 - 4,4
Mike Diederich,Attorney General,,REF,Steuben,Corning City 1 - 4,0
Christopher B Garvey,Attorney General,,REF,Steuben,Corning City 1 - 4,4
Write-Ins,Attorney General,,REF,Steuben,Corning City 1 - 4,0
Overvotes,Attorney General,,REF,Steuben,Corning City 1 - 4,0
Undervotes,Attorney General,,REF,Steuben,Corning City 1 - 4,1
Cynthia E. Nixon,Governor ,,DEM,Steuben,Corning City 5,31
Andrew M. Cuomo,Governor ,,DEM,Steuben,Corning City 5,37
Write-Ins,Governor ,,DEM,Steuben,Corning City 5,0
Overvotes,Governor ,,DEM,Steuben,Corning City 5,0
Undervotes,Governor ,,DEM,Steuben,Corning City 5,1
Sean Patrick Maloney,Attorney General,,DEM,Steuben,Corning City 5,21
Letitia A. James,Attorney General,,DEM,Steuben,Corning City 5,15
Leecia R. Eve,Attorney General,,DEM,Steuben,Corning City 5,3
Zephyr Teachout,Attorney General,,DEM,Steuben,Corning City 5,21
Write-Ins,Attorney General,,DEM,Steuben,Corning City 5,0
Overvotes,Attorney General,,DEM,Steuben,Corning City 5,0
Undervotes,Attorney General,,DEM,Steuben,Corning City 5,9
Amanda Kirchgessner,State Senate,58,DEM,Steuben,Corning City 5,39
Michael Lausell,State Senate,58,DEM,Steuben,Corning City 5,19
Write-Ins,State Senate,58,DEM,Steuben,Corning City 5,0
Overvotes,State Senate,58,DEM,Steuben,Corning City 5,0
Undervotes,State Senate,58,DEM,Steuben,Corning City 5,11
Joe Errigo,State Assembly,133,REP,Steuben,Corning City 5,
Marjorie L Byrnes,State Assembly,133,REP,Steuben,Corning City 5,
Write-Ins,State Assembly,133,REP,Steuben,Corning City 5,
Overvotes,State Assembly,133,REP,Steuben,Corning City 5,
Undervotes,State Assembly,133,REP,Steuben,Corning City 5,
Nancy B Sliwa,Attorney General,,REF,Steuben,Corning City 5,0
Mike Diederich,Attorney General,,REF,Steuben,Corning City 5,0
Christopher B Garvey,Attorney General,,REF,Steuben,Corning City 5,2
Write-Ins,Attorney General,,REF,Steuben,Corning City 5,0
Overvotes,Attorney General,,REF,Steuben,Corning City 5,0
Undervotes,Attorney General,,REF,Steuben,Corning City 5,0
Cynthia E. Nixon,Governor ,,DEM,Steuben,Corning City 6 - 8,67
Andrew M. Cuomo,Governor ,,DEM,Steuben,Corning City 6 - 8,103
Write-Ins,Governor ,,DEM,Steuben,Corning City 6 - 8,2
Overvotes,Governor ,,DEM,Steuben,Corning City 6 - 8,0
Undervotes,Governor ,,DEM,Steuben,Corning City 6 - 8,4
Sean Patrick Maloney,Attorney General,,DEM,Steuben,Corning City 6 - 8,63
Letitia A. James,Attorney General,,DEM,Steuben,Corning City 6 - 8,25
Leecia R. Eve,Attorney General,,DEM,Steuben,Corning City 6 - 8,8
Zephyr Teachout,Attorney General,,DEM,Steuben,Corning City 6 - 8,62
Write-Ins,Attorney General,,DEM,Steuben,Corning City 6 - 8,1
Overvotes,Attorney General,,DEM,Steuben,Corning City 6 - 8,1
Undervotes,Attorney General,,DEM,Steuben,Corning City 6 - 8,16
Amanda Kirchgessner,State Senate,58,DEM,Steuben,Corning City 6 - 8,100
Michael Lausell,State Senate,58,DEM,Steuben,Corning City 6 - 8,52
Write-Ins,State Senate,58,DEM,Steuben,Corning City 6 - 8,1
Overvotes,State Senate,58,DEM,Steuben,Corning City 6 - 8,0
Undervotes,State Senate,58,DEM,Steuben,Corning City 6 - 8,23
Joe Errigo,State Assembly,133,REP,Steuben,Corning City 6 - 8,
Marjorie L Byrnes,State Assembly,133,REP,Steuben,Corning City 6 - 8,
Write-Ins,State Assembly,133,REP,Steuben,Corning City 6 - 8,
Overvotes,State Assembly,133,REP,Steuben,Corning City 6 - 8,
Undervotes,State Assembly,133,REP,Steuben,Corning City 6 - 8,
Nancy B Sliwa,Attorney General,,REF,Steuben,Corning City 6 - 8,1
Mike Diederich,Attorney General,,REF,Steuben,Corning City 6 - 8,1
Christopher B Garvey,Attorney General,,REF,Steuben,Corning City 6 - 8,1
Write-Ins,Attorney General,,REF,Steuben,Corning City 6 - 8,1
Overvotes,Attorney General,,REF,Steuben,Corning City 6 - 8,0
Undervotes,Attorney General,,REF,Steuben,Corning City 6 - 8,1
Cynthia E. Nixon,Governor ,,DEM,Steuben,Hornell City 1 & 2,23
Andrew M. Cuomo,Governor ,,DEM,Steuben,Hornell City 1 & 2,29
Write-Ins,Governor ,,DEM,Steuben,Hornell City 1 & 2,0
Overvotes,Governor ,,DEM,Steuben,Hornell City 1 & 2,0
Undervotes,Governor ,,DEM,Steuben,Hornell City 1 & 2,1
Sean Patrick Maloney,Attorney General,,DEM,Steuben,Hornell City 1 & 2,24
Letitia A. James,Attorney General,,DEM,Steuben,Hornell City 1 & 2,13
Leecia R. Eve,Attorney General,,DEM,Steuben,Hornell City 1 & 2,1
Zephyr Teachout,Attorney General,,DEM,Steuben,Hornell City 1 & 2,12
