candidate,office,district,party,county,precinct,votes
Cynthia E. Nixon,Governor,,DEMOCRATIC,Niagara,Cambria 000:001,99
Andrew M. Cuomo,Governor,,DEMOCRATIC,Niagara,Cambria 000:001,102
Scatter,Governor,,DEMOCRATIC,Niagara,Cambria 000:001,
Blank Votes,Governor,,DEMOCRATIC,Niagara,Cambria 000:001,2
"Kathy C.
Hochul",Lieutenant Governor,,DEMOCRATIC,Niagara,Cambria 000:001,142
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Niagara,Cambria 000:001,58
Scatter,Lieutenant Governor,,DEMOCRATIC,Niagara,Cambria 000:001,
Blank Votes,Lieutenant Governor,,DEMOCRATIC,Niagara,Cambria 000:001,3
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Niagara,Cambria 000:001,86
Letitia A. James,Attorney General,,DEMOCRATIC,Niagara,Cambria 000:001,38
Leecia R. Eve,Attorney General,,DEMOCRATIC,Niagara,Cambria 000:001,13
Zephyr Teachout,Attorney General,,DEMOCRATIC,Niagara,Cambria 000:001,60
Scatter,Attorney General,,DEMOCRATIC,Niagara,Cambria 000:001,
Blank Votes,Attorney General,,DEMOCRATIC,Niagara,Cambria 000:001,6
Nancy B Sliwa,Attorney General,,REFORM,Niagara,Cambria 000:001,0
Mike Diederich,Attorney General,,REFORM,Niagara,Cambria 000:001,0
Christopher B Garvey,Attorney General,,REFORM,Niagara,Cambria 000:001,1
Scatter,Attorney General,,REFORM,Niagara,Cambria 000:001,
Blank Votes,Attorney General,,REFORM,Niagara,Cambria 000:001,0
Michael J Norris,State Assembly,144,REFORM,Niagara,Cambria 000:001,
Joe Pasquale,State Assembly,144,REFORM,Niagara,Cambria 000:001,
Scatter,State Assembly,144,REFORM,Niagara,Cambria 000:001,
Blank Votes,State Assembly,144,REFORM,Niagara,Cambria 000:001,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Niagara,City of Lockport 001:001,21
Andrew M. Cuomo,Governor,,DEMOCRATIC,Niagara,City of Lockport 001:001,25
Scatter,Governor,,DEMOCRATIC,Niagara,City of Lockport 001:001,1
Blank Votes,Governor,,DEMOCRATIC,Niagara,City of Lockport 001:001,0
"Kathy C.
Hochul",Lieutenant Governor,,DEMOCRATIC,Niagara,City of Lockport 001:001,31
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Niagara,City of Lockport 001:001,15
Scatter,Lieutenant Governor,,DEMOCRATIC,Niagara,City of Lockport 001:001,
Blank Votes,Lieutenant Governor,,DEMOCRATIC,Niagara,City of Lockport 001:001,1
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Niagara,City of Lockport 001:001,21
Letitia A. James,Attorney General,,DEMOCRATIC,Niagara,City of Lockport 001:001,11
Leecia R. Eve,Attorney General,,DEMOCRATIC,Niagara,City of Lockport 001:001,1
Zephyr Teachout,Attorney General,,DEMOCRATIC,Niagara,City of Lockport 001:001,12
Scatter,Attorney General,,DEMOCRATIC,Niagara,City of Lockport 001:001,
Blank Votes,Attorney General,,DEMOCRATIC,Niagara,City of Lockport 001:001,2
Nancy B Sliwa,Attorney General,,REFORM,Niagara,City of Lockport 001:001,0
Mike Diederich,Attorney General,,REFORM,Niagara,City of Lockport 001:001,0
Christopher B Garvey,Attorney General,,REFORM,Niagara,City of Lockport 001:001,0
Scatter,Attorney General,,REFORM,Niagara,City of Lockport 001:001,
Blank Votes,Attorney General,,REFORM,Niagara,City of Lockport 001:001,1
Michael J Norris,State Assembly,144,REFORM,Niagara,City of Lockport 001:001,1
Joe Pasquale,State Assembly,144,REFORM,Niagara,City of Lockport 001:001,
