county,precinct,office,district,party,candidate,votes,election_day,absentee_affidavit
Otsego,Pittsfield 1,U.S. House,19,DEM,Brian Flynn,8,7,1
Otsego,Plainfield 1,U.S. House,19,DEM,Brian Flynn,1,1,0
Otsego,Richfield 1,U.S. House,19,DEM,Brian Flynn,3,3,0
Otsego,Richfield 2,U.S. House,19,DEM,Brian Flynn,7,6,1
Otsego,Roseboom 1,U.S. House,19,DEM,Brian Flynn,35,30,5
Otsego,Springfield 1,U.S. House,19,DEM,Brian Flynn,28,26,2
Otsego,Unadilla 1,U.S. House,19,DEM,Brian Flynn,9,9,0
Otsego,Unadilla 2,U.S. House,19,DEM,Brian Flynn,5,5,0
Otsego,Unadilla 3,U.S. House,19,DEM,Brian Flynn,18,16,2
Otsego,Westford 1,U.S. House,19,DEM,Brian Flynn,14,14,0
Otsego,Worcester 1,U.S. House,19,DEM,Brian Flynn,6,5,1
Otsego,Worcester 2,U.S. House,19,DEM,Brian Flynn,2,2,0
Otsego,Worcester 3,U.S. House,19,DEM,Brian Flynn,5,5,0
Otsego,Oneonta City Ward 1,U.S. House,19,DEM,Brian Flynn,48,42,6
Otsego,Oneonta City Ward 2,U.S. House,19,DEM,Brian Flynn,60,55,5
Otsego,Oneonta City Ward 3,U.S. House,19,DEM,Brian Flynn,36,35,1
Otsego,Oneonta City Ward 4,U.S. House,19,DEM,Brian Flynn,30,28,2
Otsego,Oneonta City Ward 5,U.S. House,19,DEM,Brian Flynn,17,17,0
Otsego,Oneonta City Ward 6,U.S. House,19,DEM,Brian Flynn,27,23,4
Otsego,Oneonta City Ward 7,U.S. House,19,DEM,Brian Flynn,18,15,3
Otsego,Oneonta City Ward 8,U.S. House,19,DEM,Brian Flynn,21,19,2
Otsego,Burlington 1,U.S. House,19,DEM,Erin Collier,6,5,1
Otsego,Butternuts 1,U.S. House,19,DEM,Erin Collier,4,4,0
Otsego,Butternuts 2,U.S. House,19,DEM,Erin Collier,4,4,0
Otsego,Cherry Valley 1,U.S. House,19,DEM,Erin Collier,10,9,1
Otsego,Decatur 1,U.S. House,19,DEM,Erin Collier,0,0,0
Otsego,Edmeston 1,U.S. House,19,DEM,Erin Collier,7,7,0
Otsego,Exeter 1,U.S. House,19,DEM,Erin Collier,3,3,0
Otsego,Hartwick 1,U.S. House,19,DEM,Erin Collier,21,20,1
Otsego,Hartwick 2,U.S. House,19,DEM,Erin Collier,6,5,1
Otsego,Laurens 1,U.S. House,19,DEM,Erin Collier,3,2,1
Otsego,Laurens 2,U.S. House,19,DEM,Erin Collier,5,4,1
Otsego,Maryland 1,U.S. House,19,DEM,Erin Collier,3,3,0
Otsego,Maryland 2,U.S. House,19,DEM,Erin Collier,9,7,2
Otsego,Middlefield 1,U.S. House,19,DEM,Erin Collier,11,10,1
Otsego,Middlefield 2,U.S. House,19,DEM,Erin Collier,7,7,0
Otsego,Milford 1,U.S. House,19,DEM,Erin Collier,4,4,0
Otsego,Milford 2,U.S. House,19,DEM,Erin Collier,6,3,3
Otsego,Morris 1,U.S. House,19,DEM,Erin Collier,4,4,0
Otsego,New Lisbon 1,U.S. House,19,DEM,Erin Collier,6,5,1
Otsego,Oneonta 1,U.S. House,19,DEM,Erin Collier,11,10,1
Otsego,Oneonta 2,U.S. House,19,DEM,Erin Collier,11,11,0
Otsego,Oneonta 3,U.S. House,19,DEM,Erin Collier,5,2,3
Otsego,Oneonta 4,U.S. House,19,DEM,Erin Collier,5,3,2
Otsego,Otego 1,U.S. House,19,DEM,Erin Collier,6,6,0
Otsego,Otego 2,U.S. House,19,DEM,Erin Collier,4,4,0
Otsego,Otsego 1,U.S. House,19,DEM,Erin Collier,24,20,4
Otsego,Otsego 2,U.S. House,19,DEM,Erin Collier,8,8,0
Otsego,Otsego 3,U.S. House,19,DEM,Erin Collier,18,16,2
Otsego,Pittsfield 1,U.S. House,19,DEM,Erin Collier,5,5,0
Otsego,Plainfield 1,U.S. House,19,DEM,Erin Collier,1,1,0
Otsego,Richfield 1,U.S. House,19,DEM,Erin Collier,6,3,3
Otsego,Richfield 2,U.S. House,19,DEM,Erin Collier,3,3,0
Otsego,Roseboom 1,U.S. House,19,DEM,Erin Collier,3,3,0
Otsego,Springfield 1,U.S. House,19,DEM,Erin Collier,11,10,1
Otsego,Unadilla 1,U.S. House,19,DEM,Erin Collier,6,5,1
Otsego,Unadilla 2,U.S. House,19,DEM,Erin Collier,4,4,0
Otsego,Unadilla 3,U.S. House,19,DEM,Erin Collier,6,5,1
Otsego,Westford 1,U.S. House,19,DEM,Erin Collier,4,4,0
Otsego,Worcester 1,U.S. House,19,DEM,Erin Collier,3,3,0
Otsego,Worcester 2,U.S. House,19,DEM,Erin Collier,0,0,0
Otsego,Worcester 3,U.S. House,19,DEM,Erin Collier,8,8,0
Otsego,Oneonta City Ward 1,U.S. House,19,DEM,Erin Collier,12,8,4
Otsego,Oneonta City Ward 2,U.S. House,19,DEM,Erin Collier,10,9,1
Otsego,Oneonta City Ward 3,U.S. House,19,DEM,Erin Collier,5,4,1
Otsego,Oneonta City Ward 4,U.S. House,19,DEM,Erin Collier,0,0,0
Otsego,Oneonta City Ward 5,U.S. House,19,DEM,Erin Collier,10,10,0
Otsego,Oneonta City Ward 6,U.S. House,19,DEM,Erin Collier,7,7,0
Otsego,Oneonta City Ward 7,U.S. House,19,DEM,Erin Collier,4,4,0
Otsego,Oneonta City Ward 8,U.S. House,19,DEM,Erin Collier,4,3,1
Otsego,Burlington 1,U.S. House,19,DEM,Gareth Rhodes,3,3,0
Otsego,Butternuts 1,U.S. House,19,DEM,Gareth Rhodes,1,1,0
Otsego,Butternuts 2,U.S. House,19,DEM,Gareth Rhodes,7,7,0
Otsego,Cherry Valley 1,U.S. House,19,DEM,Gareth Rhodes,4,4,0
Otsego,Decatur 1,U.S. House,19,DEM,Gareth Rhodes,3,3,0
Otsego,Edmeston 1,U.S. House,19,DEM,Gareth Rhodes,2,1,1
Otsego,Exeter 1,U.S. House,19,DEM,Gareth Rhodes,0,0,0
Otsego,Hartwick 1,U.S. House,19,DEM,Gareth Rhodes,4,4,0
Otsego,Hartwick 2,U.S. House,19,DEM,Gareth Rhodes,2,2,0
Otsego,Laurens 1,U.S. House,19,DEM,Gareth Rhodes,1,1,0
Otsego,Laurens 2,U.S. House,19,DEM,Gareth Rhodes,3,3,0
Otsego,Maryland 1,U.S. House,19,DEM,Gareth Rhodes,1,1,0
Otsego,Maryland 2,U.S. House,19,DEM,Gareth Rhodes,5,4,1
Otsego,Middlefield 1,U.S. House,19,DEM,Gareth Rhodes,6,4,2
Otsego,Middlefield 2,U.S. House,19,DEM,Gareth Rhodes,5,5,0
Otsego,Milford 1,U.S. House,19,DEM,Gareth Rhodes,2,2,0
Otsego,Milford 2,U.S. House,19,DEM,Gareth Rhodes,11,9,2
Otsego,Morris 1,U.S. House,19,DEM,Gareth Rhodes,15,15,0
Otsego,New Lisbon 1,U.S. House,19,DEM,Gareth Rhodes,6,6,0
Otsego,Oneonta 1,U.S. House,19,DEM,Gareth Rhodes,2,1,1
Otsego,Oneonta 2,U.S. House,19,DEM,Gareth Rhodes,8,7,1
Otsego,Oneonta 3,U.S. House,19,DEM,Gareth Rhodes,6,6,0
Otsego,Oneonta 4,U.S. House,19,DEM,Gareth Rhodes,4,4,0
Otsego,Otego 1,U.S. House,19,DEM,Gareth Rhodes,2,1,1
Otsego,Otego 2,U.S. House,19,DEM,Gareth Rhodes,8,8,0
Otsego,Otsego 1,U.S. House,19,DEM,Gareth Rhodes,15,15,0
Otsego,Otsego 2,U.S. House,19,DEM,Gareth Rhodes,2,2,0
Otsego,Otsego 3,U.S. House,19,DEM,Gareth Rhodes,2,2,0
Otsego,Pittsfield 1,U.S. House,19,DEM,Gareth Rhodes,2,1,1
Otsego,Plainfield 1,U.S. House,19,DEM,Gareth Rhodes,5,5,0
Otsego,Richfield 1,U.S. House,19,DEM,Gareth Rhodes,6,6,0
Otsego,Richfield 2,U.S. House,19,DEM,Gareth Rhodes,0,0,0
Otsego,Roseboom 1,U.S. House,19,DEM,Gareth Rhodes,4,3,1
Otsego,Springfield 1,U.S. House,19,DEM,Gareth Rhodes,2,2,0
Otsego,Unadilla 1,U.S. House,19,DEM,Gareth Rhodes,2,2,0
Otsego,Unadilla 2,U.S. House,19,DEM,Gareth Rhodes,1,1,0
Otsego,Unadilla 3,U.S. House,19,DEM,Gareth Rhodes,3,3,0
Otsego,Westford 1,U.S. House,19,DEM,Gareth Rhodes,5,5,0
Otsego,Worcester 1,U.S. House,19,DEM,Gareth Rhodes,2,2,0
Otsego,Worcester 2,U.S. House,19,DEM,Gareth Rhodes,3,1,2
Otsego,Worcester 3,U.S. House,19,DEM,Gareth Rhodes,6,6,0
Otsego,Oneonta City Ward 1,U.S. House,19,DEM,Gareth Rhodes,8,5,3
Otsego,Oneonta City Ward 2,U.S. House,19,DEM,Gareth Rhodes,10,9,1
Otsego,Oneonta City Ward 3,U.S. House,19,DEM,Gareth Rhodes,3,3,0
Otsego,Oneonta City Ward 4,U.S. House,19,DEM,Gareth Rhodes,6,6,0
Otsego,Oneonta City Ward 5,U.S. House,19,DEM,Gareth Rhodes,7,7,0
Otsego,Oneonta City Ward 6,U.S. House,19,DEM,Gareth Rhodes,8,8,0
Otsego,Oneonta City Ward 7,U.S. House,19,DEM,Gareth Rhodes,8,8,0
Otsego,Oneonta City Ward 8,U.S. House,19,DEM,Gareth Rhodes,8,8,0
Otsego,Burlington 1,U.S. House,19,DEM,Pat Ryan,2,2,0
Otsego,Butternuts 1,U.S. House,19,DEM,Pat Ryan,3,3,0
Otsego,Butternuts 2,U.S. House,19,DEM,Pat Ryan,9,9,0
Otsego,Cherry Valley 1,U.S. House,19,DEM,Pat Ryan,7,7,0
Otsego,Decatur 1,U.S. House,19,DEM,Pat Ryan,1,1,0
Otsego,Edmeston 1,U.S. House,19,DEM,Pat Ryan,4,4,0
Otsego,Exeter 1,U.S. House,19,DEM,Pat Ryan,6,6,0
Otsego,Hartwick 1,U.S. House,19,DEM,Pat Ryan,4,4,0
Otsego,Hartwick 2,U.S. House,19,DEM,Pat Ryan,6,2,4
Otsego,Laurens 1,U.S. House,19,DEM,Pat Ryan,5,5,0
Otsego,Laurens 2,U.S. House,19,DEM,Pat Ryan,4,4,0
Otsego,Maryland 1,U.S. House,19,DEM,Pat Ryan,7,6,1
Otsego,Maryland 2,U.S. House,19,DEM,Pat Ryan,5,5,0
Otsego,Middlefield 1,U.S. House,19,DEM,Pat Ryan,11,11,0
Otsego,Middlefield 2,U.S. House,19,DEM,Pat Ryan,4,2,2
Otsego,Milford 1,U.S. House,19,DEM,Pat Ryan,5,5,0
Otsego,Milford 2,U.S. House,19,DEM,Pat Ryan,12,10,2
Otsego,Morris 1,U.S. House,19,DEM,Pat Ryan,19,19,0
Otsego,New Lisbon 1,U.S. House,19,DEM,Pat Ryan,4,4,0
Otsego,Oneonta 1,U.S. House,19,DEM,Pat Ryan,16,16,0
Otsego,Oneonta 2,U.S. House,19,DEM,Pat Ryan,11,10,1
Otsego,Oneonta 3,U.S. House,19,DEM,Pat Ryan,13,8,5
Otsego,Oneonta 4,U.S. House,19,DEM,Pat Ryan,2,2,0
Otsego,Otego 1,U.S. House,19,DEM,Pat Ryan,7,7,0
Otsego,Otego 2,U.S. House,19,DEM,Pat Ryan,5,5,0
Otsego,Otsego 1,U.S. House,19,DEM,Pat Ryan,25,22,3
Otsego,Otsego 2,U.S. House,19,DEM,Pat Ryan,4,4,0
Otsego,Otsego 3,U.S. House,19,DEM,Pat Ryan,12,11,1
Otsego,Pittsfield 1,U.S. House,19,DEM,Pat Ryan,1,1,0
Otsego,Plainfield 1,U.S. House,19,DEM,Pat Ryan,2,2,0
Otsego,Richfield 1,U.S. House,19,DEM,Pat Ryan,6,4,2
Otsego,Richfield 2,U.S. House,19,DEM,Pat Ryan,4,2,2
Otsego,Roseboom 1,U.S. House,19,DEM,Pat Ryan,2,1,1
Otsego,Springfield 1,U.S. House,19,DEM,Pat Ryan,8,8,0
Otsego,Unadilla 1,U.S. House,19,DEM,Pat Ryan,4,3,1
Otsego,Unadilla 2,U.S. House,19,DEM,Pat Ryan,8,8,0
Otsego,Unadilla 3,U.S. House,19,DEM,Pat Ryan,6,5,1
Otsego,Westford 1,U.S. House,19,DEM,Pat Ryan,4,4,0
Otsego,Worcester 1,U.S. House,19,DEM,Pat Ryan,9,9,0
Otsego,Worcester 2,U.S. House,19,DEM,Pat Ryan,3,3,0
Otsego,Worcester 3,U.S. House,19,DEM,Pat Ryan,9,9,0
Otsego,Oneonta City Ward 1,U.S. House,19,DEM,Pat Ryan,14,14,0
Otsego,Oneonta City Ward 2,U.S. House,19,DEM,Pat Ryan,9,9,0
Otsego,Oneonta City Ward 3,U.S. House,19,DEM,Pat Ryan,7,7,0
Otsego,Oneonta City Ward 4,U.S. House,19,DEM,Pat Ryan,4,4,0
Otsego,Oneonta City Ward 5,U.S. House,19,DEM,Pat Ryan,8,8,0
Otsego,Oneonta City Ward 6,U.S. House,19,DEM,Pat Ryan,12,11,1
Otsego,Oneonta City Ward 7,U.S. House,19,DEM,Pat Ryan,3,3,0
Otsego,Oneonta City Ward 8,U.S. House,19,DEM,Pat Ryan,6,4,2
Otsego,Burlington 1,U.S. House,19,DEM,Antonio Delgado,4,4,0
Otsego,Butternuts 1,U.S. House,19,DEM,Antonio Delgado,1,1,0
Otsego,Butternuts 2,U.S. House,19,DEM,Antonio Delgado,6,6,0
Otsego,Cherry Valley 1,U.S. House,19,DEM,Antonio Delgado,12,11,1
Otsego,Decatur 1,U.S. House,19,DEM,Antonio Delgado,2,2,0
Otsego,Edmeston 1,U.S. House,19,DEM,Antonio Delgado,11,10,1
Otsego,Exeter 1,U.S. House,19,DEM,Antonio Delgado,3,3,0
Otsego,Hartwick 1,U.S. House,19,DEM,Antonio Delgado,14,13,1
Otsego,Hartwick 2,U.S. House,19,DEM,Antonio Delgado,3,2,1
Otsego,Laurens 1,U.S. House,19,DEM,Antonio Delgado,3,3,0
Otsego,Laurens 2,U.S. House,19,DEM,Antonio Delgado,5,4,1
Otsego,Maryland 1,U.S. House,19,DEM,Antonio Delgado,2,0,2
Otsego,Maryland 2,U.S. House,19,DEM,Antonio Delgado,7,7,0
Otsego,Middlefield 1,U.S. House,19,DEM,Antonio Delgado,18,16,2
Otsego,Middlefield 2,U.S. House,19,DEM,Antonio Delgado,7,6,1
Otsego,Milford 1,U.S. House,19,DEM,Antonio Delgado,10,10,0
Otsego,Milford 2,U.S. House,19,DEM,Antonio Delgado,14,12,2
Otsego,Morris 1,U.S. House,19,DEM,Antonio Delgado,12,11,1
Otsego,New Lisbon 1,U.S. House,19,DEM,Antonio Delgado,10,9,1
Otsego,Oneonta 1,U.S. House,19,DEM,Antonio Delgado,22,17,5
Otsego,Oneonta 2,U.S. House,19,DEM,Antonio Delgado,24,22,2
Otsego,Oneonta 3,U.S. House,19,DEM,Antonio Delgado,7,7,0
Otsego,Oneonta 4,U.S. House,19,DEM,Antonio Delgado,3,2,1
Otsego,Otego 1,U.S. House,19,DEM,Antonio Delgado,1,1,0
Otsego,Otego 2,U.S. House,19,DEM,Antonio Delgado,10,10,0
Otsego,Otsego 1,U.S. House,19,DEM,Antonio Delgado,43,39,4
Otsego,Otsego 2,U.S. House,19,DEM,Antonio Delgado,3,2,1
Otsego,Otsego 3,U.S. House,19,DEM,Antonio Delgado,17,14,3
Otsego,Pittsfield 1,U.S. House,19,DEM,Antonio Delgado,1,1,0
Otsego,Plainfield 1,U.S. House,19,DEM,Antonio Delgado,1,1,0
Otsego,Richfield 1,U.S. House,19,DEM,Antonio Delgado,8,4,4
Otsego,Richfield 2,U.S. House,19,DEM,Antonio Delgado,1,1,0
Otsego,Roseboom 1,U.S. House,19,DEM,Antonio Delgado,9,8,1
Otsego,Springfield 1,U.S. House,19,DEM,Antonio Delgado,5,5,0
Otsego,Unadilla 1,U.S. House,19,DEM,Antonio Delgado,10,10,0
Otsego,Unadilla 2,U.S. House,19,DEM,Antonio Delgado,3,2,1
Otsego,Unadilla 3,U.S. House,19,DEM,Antonio Delgado,11,11,0
Otsego,Westford 1,U.S. House,19,DEM,Antonio Delgado,1,1,0
Otsego,Worcester 1,U.S. House,19,DEM,Antonio Delgado,8,8,0
Otsego,Worcester 2,U.S. House,19,DEM,Antonio Delgado,6,6,0
Otsego,Worcester 3,U.S. House,19,DEM,Antonio Delgado,3,3,0
Otsego,Oneonta City Ward 1,U.S. House,19,DEM,Antonio Delgado,27,24,3
Otsego,Oneonta City Ward 2,U.S. House,19,DEM,Antonio Delgado,9,7,2
Otsego,Oneonta City Ward 3,U.S. House,19,DEM,Antonio Delgado,8,6,2
Otsego,Oneonta City Ward 4,U.S. House,19,DEM,Antonio Delgado,13,13,0
Otsego,Oneonta City Ward 5,U.S. House,19,DEM,Antonio Delgado,11,8,3
Otsego,Oneonta City Ward 6,U.S. House,19,DEM,Antonio Delgado,17,14,3
Otsego,Oneonta City Ward 7,U.S. House,19,DEM,Antonio Delgado,15,12,3
Otsego,Oneonta City Ward 8,U.S. House,19,DEM,Antonio Delgado,14,14,0
Otsego,Burlington 1,U.S. House,19,DEM,Jeff Beals,3,3,0
Otsego,Butternuts 1,U.S. House,19,DEM,Jeff Beals,8,8,0
Otsego,Butternuts 2,U.S. House,19,DEM,Jeff Beals,21,19,2
Otsego,Cherry Valley 1,U.S. House,19,DEM,Jeff Beals,4,4,0
Otsego,Decatur 1,U.S. House,19,DEM,Jeff Beals,1,1,0
Otsego,Edmeston 1,U.S. House,19,DEM,Jeff Beals,2,2,0
Otsego,Exeter 1,U.S. House,19,DEM,Jeff Beals,1,1,0
Otsego,Hartwick 1,U.S. House,19,DEM,Jeff Beals,6,6,0
Otsego,Hartwick 2,U.S. House,19,DEM,Jeff Beals,1,1,0
Otsego,Laurens 1,U.S. House,19,DEM,Jeff Beals,2,2,0
Otsego,Laurens 2,U.S. House,19,DEM,Jeff Beals,9,9,0
Otsego,Maryland 1,U.S. House,19,DEM,Jeff Beals,2,2,0
Otsego,Maryland 2,U.S. House,19,DEM,Jeff Beals,3,3,0
Otsego,Middlefield 1,U.S. House,19,DEM,Jeff Beals,6,6,0
Otsego,Middlefield 2,U.S. House,19,DEM,Jeff Beals,3,3,0
Otsego,Milford 1,U.S. House,19,DEM,Jeff Beals,5,4,1
Otsego,Milford 2,U.S. House,19,DEM,Jeff Beals,12,12,0
Otsego,Morris 1,U.S. House,19,DEM,Jeff Beals,4,4,0
Otsego,New Lisbon 1,U.S. House,19,DEM,Jeff Beals,2,2,0
Otsego,Oneonta 1,U.S. House,19,DEM,Jeff Beals,10,10,0
Otsego,Oneonta 2,U.S. House,19,DEM,Jeff Beals,14,14,0
Otsego,Oneonta 3,U.S. House,19,DEM,Jeff Beals,9,9,0
Otsego,Oneonta 4,U.S. House,19,DEM,Jeff Beals,12,11,1
Otsego,Otego 1,U.S. House,19,DEM,Jeff Beals,4,3,1
Otsego,Otego 2,U.S. House,19,DEM,Jeff Beals,21,20,1
Otsego,Otsego 1,U.S. House,19,DEM,Jeff Beals,11,11,0
Otsego,Otsego 2,U.S. House,19,DEM,Jeff Beals,4,4,0
Otsego,Otsego 3,U.S. House,19,DEM,Jeff Beals,5,5,0
Otsego,Pittsfield 1,U.S. House,19,DEM,Jeff Beals,6,4,2
Otsego,Plainfield 1,U.S. House,19,DEM,Jeff Beals,1,1,0
Otsego,Richfield 1,U.S. House,19,DEM,Jeff Beals,0,0,0
Otsego,Richfield 2,U.S. House,19,DEM,Jeff Beals,0,0,0
Otsego,Roseboom 1,U.S. House,19,DEM,Jeff Beals,0,0,0
Otsego,Springfield 1,U.S. House,19,DEM,Jeff Beals,0,0,0
Otsego,Unadilla 1,U.S. House,19,DEM,Jeff Beals,2,2,0
Otsego,Unadilla 2,U.S. House,19,DEM,Jeff Beals,0,0,0
Otsego,Unadilla 3,U.S. House,19,DEM,Jeff Beals,3,2,1
Otsego,Westford 1,U.S. House,19,DEM,Jeff Beals,3,3,0
Otsego,Worcester 1,U.S. House,19,DEM,Jeff Beals,0,0,0
Otsego,Worcester 2,U.S. House,19,DEM,Jeff Beals,2,2,0
Otsego,Worcester 3,U.S. House,19,DEM,Jeff Beals,3,3,0
Otsego,Oneonta City Ward 1,U.S. House,19,DEM,Jeff Beals,15,13,2
Otsego,Oneonta City Ward 2,U.S. House,19,DEM,Jeff Beals,16,14,2
Otsego,Oneonta City Ward 3,U.S. House,19,DEM,Jeff Beals,11,10,1
Otsego,Oneonta City Ward 4,U.S. House,19,DEM,Jeff Beals,17,13,4
Otsego,Oneonta City Ward 5,U.S. House,19,DEM,Jeff Beals,7,7,0
Otsego,Oneonta City Ward 6,U.S. House,19,DEM,Jeff Beals,14,12,2
Otsego,Oneonta City Ward 7,U.S. House,19,DEM,Jeff Beals,9,8,1
Otsego,Oneonta City Ward 8,U.S. House,19,DEM,Jeff Beals,16,14,2
Otsego,Burlington 1,U.S. House,19,DEM,Dave Clegg,3,3,0
Otsego,Butternuts 1,U.S. House,19,DEM,Dave Clegg,1,0,1
Otsego,Butternuts 2,U.S. House,19,DEM,Dave Clegg,7,7,0
Otsego,Cherry Valley 1,U.S. House,19,DEM,Dave Clegg,0,0,0
Otsego,Decatur 1,U.S. House,19,DEM,Dave Clegg,0,0,0
Otsego,Edmeston 1,U.S. House,19,DEM,Dave Clegg,2,2,0
Otsego,Exeter 1,U.S. House,19,DEM,Dave Clegg,0,0,0
Otsego,Hartwick 1,U.S. House,19,DEM,Dave Clegg,1,0,1
Otsego,Hartwick 2,U.S. House,19,DEM,Dave Clegg,2,2,0
Otsego,Laurens 1,U.S. House,19,DEM,Dave Clegg,2,1,1
Otsego,Laurens 2,U.S. House,19,DEM,Dave Clegg,4,4,0
Otsego,Maryland 1,U.S. House,19,DEM,Dave Clegg,1,1,0
Otsego,Maryland 2,U.S. House,19,DEM,Dave Clegg,1,1,0
Otsego,Middlefield 1,U.S. House,19,DEM,Dave Clegg,4,4,0
Otsego,Middlefield 2,U.S. House,19,DEM,Dave Clegg,3,3,0
Otsego,Milford 1,U.S. House,19,DEM,Dave Clegg,6,6,0
Otsego,Milford 2,U.S. House,19,DEM,Dave Clegg,1,1,0
Otsego,Morris 1,U.S. House,19,DEM,Dave Clegg,2,0,2
Otsego,New Lisbon 1,U.S. House,19,DEM,Dave Clegg,2,2,0
Otsego,Oneonta 1,U.S. House,19,DEM,Dave Clegg,6,6,0
Otsego,Oneonta 2,U.S. House,19,DEM,Dave Clegg,1,1,0
Otsego,Oneonta 3,U.S. House,19,DEM,Dave Clegg,3,3,0
Otsego,Oneonta 4,U.S. House,19,DEM,Dave Clegg,2,2,0
Otsego,Otego 1,U.S. House,19,DEM,Dave Clegg,0,0,0
Otsego,Otego 2,U.S. House,19,DEM,Dave Clegg,2,2,0
Otsego,Otsego 1,U.S. House,19,DEM,Dave Clegg,1,1,0
Otsego,Otsego 2,U.S. House,19,DEM,Dave Clegg,2,1,1
Otsego,Otsego 3,U.S. House,19,DEM,Dave Clegg,0,0,0
Otsego,Pittsfield 1,U.S. House,19,DEM,Dave Clegg,1,1,0
Otsego,Plainfield 1,U.S. House,19,DEM,Dave Clegg,1,1,0
Otsego,Richfield 1,U.S. House,19,DEM,Dave Clegg,1,1,0
Otsego,Richfield 2,U.S. House,19,DEM,Dave Clegg,0,0,0
Otsego,Roseboom 1,U.S. House,19,DEM,Dave Clegg,2,2,0
Otsego,Springfield 1,U.S. House,19,DEM,Dave Clegg,3,3,0
Otsego,Unadilla 1,U.S. House,19,DEM,Dave Clegg,2,2,0
Otsego,Unadilla 2,U.S. House,19,DEM,Dave Clegg,0,0,0
Otsego,Unadilla 3,U.S. House,19,DEM,Dave Clegg,0,0,0
Otsego,Westford 1,U.S. House,19,DEM,Dave Clegg,2,2,0
Otsego,Worcester 1,U.S. House,19,DEM,Dave Clegg,3,3,0
Otsego,Worcester 2,U.S. House,19,DEM,Dave Clegg,1,1,0
Otsego,Worcester 3,U.S. House,19,DEM,Dave Clegg,0,0,0
Otsego,Oneonta City Ward 1,U.S. House,19,DEM,Dave Clegg,5,5,0
Otsego,Oneonta City Ward 2,U.S. House,19,DEM,Dave Clegg,19,17,2
Otsego,Oneonta City Ward 3,U.S. House,19,DEM,Dave Clegg,5,5,0
Otsego,Oneonta City Ward 4,U.S. House,19,DEM,Dave Clegg,9,7,2
Otsego,Oneonta City Ward 5,U.S. House,19,DEM,Dave Clegg,6,5,1
Otsego,Oneonta City Ward 6,U.S. House,19,DEM,Dave Clegg,4,4,0
Otsego,Oneonta City Ward 7,U.S. House,19,DEM,Dave Clegg,3,3,0
Otsego,Oneonta City Ward 8,U.S. House,19,DEM,Dave Clegg,5,5,0
Otsego,Burlington 1,U.S. House,19,DEM,Under Votes,0,0,0
Otsego,Butternuts 1,U.S. House,19,DEM,Under Votes,0,0,0
Otsego,Butternuts 2,U.S. House,19,DEM,Under Votes,0,0,0
Otsego,Cherry Valley 1,U.S. House,19,DEM,Under Votes,0,0,0
Otsego,Decatur 1,U.S. House,19,DEM,Under Votes,0,0,0
Otsego,Edmeston 1,U.S. House,19,DEM,Under Votes,0,0,0
Otsego,Exeter 1,U.S. House,19,DEM,Under Votes,0,0,0
Otsego,Hartwick 1,U.S. House,19,DEM,Under Votes,0,0,0
Otsego,Hartwick 2,U.S. House,19,DEM,Under Votes,0,0,0
Otsego,Laurens 1,U.S. House,19,DEM,Under Votes,0,0,0
Otsego,Laurens 2,U.S. House,19,DEM,Under Votes,0,0,0
