county,office,district,precinct,candidate,party,votes
Niagara,U.S. House,27,Porter  000 : 006,Blank Votes,,8
Niagara,U.S. House,27,Royalton  000 : 001,Blank Votes,,15
Niagara,U.S. House,27,Royalton  000 : 002,Blank Votes,,15
Niagara,U.S. House,27,Royalton  000 : 003,Blank Votes,,9
Niagara,U.S. House,27,Royalton  000 : 004,Blank Votes,,9
Niagara,U.S. House,27,Royalton  000 : 005,Blank Votes,,10
Niagara,U.S. House,27,Royalton  000 : 006,Blank Votes,,11
Niagara,U.S. House,27,Somerset  000 : 001,Blank Votes,,15
Niagara,U.S. House,27,Somerset  000 : 002,Blank Votes,,19
Niagara,U.S. House,27,Town of Lockport  000 : 001,Blank Votes,,8
Niagara,U.S. House,27,Town of Lockport  000 : 002,Blank Votes,,9
Niagara,U.S. House,27,Town of Lockport  000 : 003,Blank Votes,,12
Niagara,U.S. House,27,Town of Lockport  000 : 004,Blank Votes,,8
Niagara,U.S. House,27,Town of Lockport  000 : 005,Blank Votes,,7
Niagara,U.S. House,27,Town of Lockport  000 : 006,Blank Votes,,11
Niagara,U.S. House,27,Town of Lockport  000 : 007,Blank Votes,,4
Niagara,U.S. House,27,Town of Lockport  000 : 008,Blank Votes,,4
Niagara,U.S. House,27,Town of Lockport  000 : 009,Blank Votes,,12
Niagara,U.S. House,27,Town of Lockport  000 : 010,Blank Votes,,5
Niagara,U.S. House,27,Town of Lockport  000 : 011,Blank Votes,,9
Niagara,U.S. House,27,Town of Lockport  000 : 012,Blank Votes,,11
Niagara,U.S. House,27,Town of Lockport  000 : 013,Blank Votes,,16
Niagara,U.S. House,27,Town of Lockport  000 : 014,Blank Votes,,15
Niagara,U.S. House,27,Town of Lockport  000 : 015,Blank Votes,,15
Niagara,U.S. House,27,Town of Lockport  000 : 016,Blank Votes,,11
Niagara,U.S. House,27,Town of Niagara  000 : 001,Blank Votes,,4
Niagara,U.S. House,27,Town of Niagara  000 : 002,Blank Votes,,3
Niagara,U.S. House,27,Town of Niagara  000 : 003,Blank Votes,,21
Niagara,U.S. House,27,Town of Niagara  000 : 004,Blank Votes,,13
Niagara,U.S. House,27,Town of Niagara  000 : 005,Blank Votes,,10
Niagara,U.S. House,27,Town of Niagara  000 : 006,Blank Votes,,5
Niagara,U.S. House,27,Town of Niagara  000 : 007,Blank Votes,,13
Niagara,U.S. House,27,Wheatfield  000 : 001,Blank Votes,,11
Niagara,U.S. House,27,Wheatfield  000 : 002,Blank Votes,,7
Niagara,U.S. House,27,Wheatfield  000 : 003,Blank Votes,,4
Niagara,U.S. House,27,Wheatfield  000 : 004,Blank Votes,,13
Niagara,U.S. House,27,Wheatfield  000 : 005,Blank Votes,,13
Niagara,U.S. House,27,Wheatfield  000 : 006,Blank Votes,,19
Niagara,U.S. House,27,Wheatfield  000 : 007,Blank Votes,,9
Niagara,U.S. House,27,Wheatfield  000 : 008,Blank Votes,,10
Niagara,U.S. House,27,Wheatfield  000 : 009,Blank Votes,,6
Niagara,U.S. House,27,Wheatfield  000 : 010,Blank Votes,,12
Niagara,U.S. House,27,Wheatfield  000 : 011,Blank Votes,,15
Niagara,U.S. House,27,Wheatfield  000 : 012,Blank Votes,,13
Niagara,U.S. House,27,Wheatfield  000 : 013,Blank Votes,,9
Niagara,U.S. House,27,Wheatfield  000 : 014,Blank Votes,,9
Niagara,U.S. House,27,Wilson  000 : 001,Blank Votes,,5
Niagara,U.S. House,27,Wilson  000 : 002,Blank Votes,,14
Niagara,U.S. House,27,Wilson  000 : 003,Blank Votes,,11
Niagara,U.S. House,27,Wilson  000 : 004,Blank Votes,,12
Niagara,U.S. House,27,Wilson  000 : 005,Blank Votes,,7
Niagara,State Assembly ,140,N Tonawanda  001: 006,Robin Schimminger,DEM,186
Niagara,State Assembly ,140,N Tonawanda  001: 007,Robin Schimminger,DEM,127
Niagara,State Assembly ,140,N Tonawanda  001: 009,Robin Schimminger,DEM,219
Niagara,State Assembly ,140,N Tonawanda  001: 010,Robin Schimminger,DEM,165
Niagara,State Assembly ,140,N Tonawanda  002: 001,Robin Schimminger,DEM,124
Niagara,State Assembly ,140,N Tonawanda  002: 002,Robin Schimminger,DEM,125
Niagara,State Assembly ,140,N Tonawanda  002: 003,Robin Schimminger,DEM,188
Niagara,State Assembly ,140,N Tonawanda  002: 004,Robin Schimminger,DEM,108
Niagara,State Assembly ,140,N Tonawanda  002: 005,Robin Schimminger,DEM,191
Niagara,State Assembly ,140,N Tonawanda  002: 006,Robin Schimminger,DEM,3
Niagara,State Assembly ,140,N Tonawanda  002: 007,Robin Schimminger,DEM,246
Niagara,State Assembly ,140,N Tonawanda  002: 008,Robin Schimminger,DEM,112
Niagara,State Assembly ,140,N Tonawanda  002: 009,Robin Schimminger,DEM,118
Niagara,State Assembly ,140,N Tonawanda  002: 010,Robin Schimminger,DEM,84
Niagara,State Assembly ,140,N Tonawanda  002: 011,Robin Schimminger,DEM,138
Niagara,State Assembly ,140,N Tonawanda  003: 006,Robin Schimminger,DEM,233
Niagara,State Assembly ,140,N Tonawanda  003: 007,Robin Schimminger,DEM,134
Niagara,State Assembly ,140,N Tonawanda  003: 008,Robin Schimminger,DEM,125
Niagara,State Assembly ,140,N Tonawanda  003: 009,Robin Schimminger,DEM,138
Niagara,State Assembly ,140,N Tonawanda  003: 010,Robin Schimminger,DEM,120
Niagara,State Assembly ,140,N Tonawanda  003: 011,Robin Schimminger,DEM,141
Niagara,State Assembly ,140,N Tonawanda  003: 012,Robin Schimminger,DEM,309
Niagara,State Assembly ,140,N Tonawanda  001: 006,Adam P. Ohar   ,REP,124
Niagara,State Assembly ,140,N Tonawanda  001: 007,Adam P. Ohar   ,REP,77
Niagara,State Assembly ,140,N Tonawanda  001: 009,Adam P. Ohar   ,REP,163
Niagara,State Assembly ,140,N Tonawanda  001: 010,Adam P. Ohar   ,REP,109
Niagara,State Assembly ,140,N Tonawanda  002: 001,Adam P. Ohar   ,REP,71
Niagara,State Assembly ,140,N Tonawanda  002: 002,Adam P. Ohar   ,REP,87
Niagara,State Assembly ,140,N Tonawanda  002: 003,Adam P. Ohar   ,REP,125
Niagara,State Assembly ,140,N Tonawanda  002: 004,Adam P. Ohar   ,REP,84
Niagara,State Assembly ,140,N Tonawanda  002: 005,Adam P. Ohar   ,REP,93
Niagara,State Assembly ,140,N Tonawanda  002: 006,Adam P. Ohar   ,REP,2
Niagara,State Assembly ,140,N Tonawanda  002: 007,Adam P. Ohar   ,REP,154
Niagara,State Assembly ,140,N Tonawanda  002: 008,Adam P. Ohar   ,REP,80
Niagara,State Assembly ,140,N Tonawanda  002: 009,Adam P. Ohar   ,REP,58
Niagara,State Assembly ,140,N Tonawanda  002: 010,Adam P. Ohar   ,REP,69
Niagara,State Assembly ,140,N Tonawanda  002: 011,Adam P. Ohar   ,REP,61
Niagara,State Assembly ,140,N Tonawanda  003: 006,Adam P. Ohar   ,REP,158
Niagara,State Assembly ,140,N Tonawanda  003: 007,Adam P. Ohar   ,REP,121
Niagara,State Assembly ,140,N Tonawanda  003: 008,Adam P. Ohar   ,REP,110
Niagara,State Assembly ,140,N Tonawanda  003: 009,Adam P. Ohar   ,REP,141
Niagara,State Assembly ,140,N Tonawanda  003: 010,Adam P. Ohar   ,REP,97
Niagara,State Assembly ,140,N Tonawanda  003: 011,Adam P. Ohar   ,REP,117
Niagara,State Assembly ,140,N Tonawanda  003: 012,Adam P. Ohar   ,REP,207
Niagara,State Assembly ,140,N Tonawanda  001: 006,Robin Schimminger,CON,28
Niagara,State Assembly ,140,N Tonawanda  001: 007,Robin Schimminger,CON,24
Niagara,State Assembly ,140,N Tonawanda  001: 009,Robin Schimminger,CON,39
Niagara,State Assembly ,140,N Tonawanda  001: 010,Robin Schimminger,CON,27
Niagara,State Assembly ,140,N Tonawanda  002: 001,Robin Schimminger,CON,20
Niagara,State Assembly ,140,N Tonawanda  002: 002,Robin Schimminger,CON,30
Niagara,State Assembly ,140,N Tonawanda  002: 003,Robin Schimminger,CON,43
Niagara,State Assembly ,140,N Tonawanda  002: 004,Robin Schimminger,CON,24
Niagara,State Assembly ,140,N Tonawanda  002: 005,Robin Schimminger,CON,17
Niagara,State Assembly ,140,N Tonawanda  002: 006,Robin Schimminger,CON,0
Niagara,State Assembly ,140,N Tonawanda  002: 007,Robin Schimminger,CON,49
Niagara,State Assembly ,140,N Tonawanda  002: 008,Robin Schimminger,CON,12
Niagara,State Assembly ,140,N Tonawanda  002: 009,Robin Schimminger,CON,22
Niagara,State Assembly ,140,N Tonawanda  002: 010,Robin Schimminger,CON,19
Niagara,State Assembly ,140,N Tonawanda  002: 011,Robin Schimminger,CON,14
Niagara,State Assembly ,140,N Tonawanda  003: 006,Robin Schimminger,CON,36
Niagara,State Assembly ,140,N Tonawanda  003: 007,Robin Schimminger,CON,27
Niagara,State Assembly ,140,N Tonawanda  003: 008,Robin Schimminger,CON,31
Niagara,State Assembly ,140,N Tonawanda  003: 009,Robin Schimminger,CON,24
Niagara,State Assembly ,140,N Tonawanda  003: 010,Robin Schimminger,CON,26
Niagara,State Assembly ,140,N Tonawanda  003: 011,Robin Schimminger,CON,44
Niagara,State Assembly ,140,N Tonawanda  003: 012,Robin Schimminger,CON,54
Niagara,State Assembly ,140,N Tonawanda  001: 006,Anthony K. Baney   ,GRE,3
Niagara,State Assembly ,140,N Tonawanda  001: 007,Anthony K. Baney   ,GRE,3
Niagara,State Assembly ,140,N Tonawanda  001: 009,Anthony K. Baney   ,GRE,8
Niagara,State Assembly ,140,N Tonawanda  001: 010,Anthony K. Baney   ,GRE,9
Niagara,State Assembly ,140,N Tonawanda  002: 001,Anthony K. Baney   ,GRE,0
Niagara,State Assembly ,140,N Tonawanda  002: 002,Anthony K. Baney   ,GRE,9
Niagara,State Assembly ,140,N Tonawanda  002: 003,Anthony K. Baney   ,GRE,4
Niagara,State Assembly ,140,N Tonawanda  002: 004,Anthony K. Baney   ,GRE,8
Niagara,State Assembly ,140,N Tonawanda  002: 005,Anthony K. Baney   ,GRE,6
Niagara,State Assembly ,140,N Tonawanda  002: 006,Anthony K. Baney   ,GRE,0
Niagara,State Assembly ,140,N Tonawanda  002: 007,Anthony K. Baney   ,GRE,12
Niagara,State Assembly ,140,N Tonawanda  002: 008,Anthony K. Baney   ,GRE,2
Niagara,State Assembly ,140,N Tonawanda  002: 009,Anthony K. Baney   ,GRE,5
Niagara,State Assembly ,140,N Tonawanda  002: 010,Anthony K. Baney   ,GRE,7
Niagara,State Assembly ,140,N Tonawanda  002: 011,Anthony K. Baney   ,GRE,4
Niagara,State Assembly ,140,N Tonawanda  003: 006,Anthony K. Baney   ,GRE,5
Niagara,State Assembly ,140,N Tonawanda  003: 007,Anthony K. Baney   ,GRE,2
Niagara,State Assembly ,140,N Tonawanda  003: 008,Anthony K. Baney   ,GRE,4
Niagara,State Assembly ,140,N Tonawanda  003: 009,Anthony K. Baney   ,GRE,3
Niagara,State Assembly ,140,N Tonawanda  003: 010,Anthony K. Baney   ,GRE,3
Niagara,State Assembly ,140,N Tonawanda  003: 011,Anthony K. Baney   ,GRE,3
Niagara,State Assembly ,140,N Tonawanda  003: 012,Anthony K. Baney   ,GRE,8
Niagara,State Assembly ,140,N Tonawanda  001: 006,Robin Schimminger,IND,14
Niagara,State Assembly ,140,N Tonawanda  001: 007,Robin Schimminger,IND,7
Niagara,State Assembly ,140,N Tonawanda  001: 009,Robin Schimminger,IND,15
Niagara,State Assembly ,140,N Tonawanda  001: 010,Robin Schimminger,IND,13
Niagara,State Assembly ,140,N Tonawanda  002: 001,Robin Schimminger,IND,9
Niagara,State Assembly ,140,N Tonawanda  002: 002,Robin Schimminger,IND,16
Niagara,State Assembly ,140,N Tonawanda  002: 003,Robin Schimminger,IND,14
Niagara,State Assembly ,140,N Tonawanda  002: 004,Robin Schimminger,IND,7
Niagara,State Assembly ,140,N Tonawanda  002: 005,Robin Schimminger,IND,11
Niagara,State Assembly ,140,N Tonawanda  002: 006,Robin Schimminger,IND,0
Niagara,State Assembly ,140,N Tonawanda  002: 007,Robin Schimminger,IND,25
Niagara,State Assembly ,140,N Tonawanda  002: 008,Robin Schimminger,IND,2
Niagara,State Assembly ,140,N Tonawanda  002: 009,Robin Schimminger,IND,8
Niagara,State Assembly ,140,N Tonawanda  002: 010,Robin Schimminger,IND,7
Niagara,State Assembly ,140,N Tonawanda  002: 011,Robin Schimminger,IND,11
Niagara,State Assembly ,140,N Tonawanda  003: 006,Robin Schimminger,IND,13
Niagara,State Assembly ,140,N Tonawanda  003: 007,Robin Schimminger,IND,14
Niagara,State Assembly ,140,N Tonawanda  003: 008,Robin Schimminger,IND,13
Niagara,State Assembly ,140,N Tonawanda  003: 009,Robin Schimminger,IND,14
Niagara,State Assembly ,140,N Tonawanda  003: 010,Robin Schimminger,IND,14
Niagara,State Assembly ,140,N Tonawanda  003: 011,Robin Schimminger,IND,14
Niagara,State Assembly ,140,N Tonawanda  003: 012,Robin Schimminger,IND,23
Niagara,State Assembly ,140,N Tonawanda  001: 006,Brian V. Phillips,WEP,3
Niagara,State Assembly ,140,N Tonawanda  001: 007,Brian V. Phillips,WEP,1
Niagara,State Assembly ,140,N Tonawanda  001: 009,Brian V. Phillips,WEP,6
Niagara,State Assembly ,140,N Tonawanda  001: 010,Brian V. Phillips,WEP,3
Niagara,State Assembly ,140,N Tonawanda  002: 001,Brian V. Phillips,WEP,4
Niagara,State Assembly ,140,N Tonawanda  002: 002,Brian V. Phillips,WEP,0
Niagara,State Assembly ,140,N Tonawanda  002: 003,Brian V. Phillips,WEP,8
Niagara,State Assembly ,140,N Tonawanda  002: 004,Brian V. Phillips,WEP,1
Niagara,State Assembly ,140,N Tonawanda  002: 005,Brian V. Phillips,WEP,8
Niagara,State Assembly ,140,N Tonawanda  002: 006,Brian V. Phillips,WEP,0
Niagara,State Assembly ,140,N Tonawanda  002: 007,Brian V. Phillips,WEP,6
Niagara,State Assembly ,140,N Tonawanda  002: 008,Brian V. Phillips,WEP,3
Niagara,State Assembly ,140,N Tonawanda  002: 009,Brian V. Phillips,WEP,5
Niagara,State Assembly ,140,N Tonawanda  002: 010,Brian V. Phillips,WEP,0
Niagara,State Assembly ,140,N Tonawanda  002: 011,Brian V. Phillips,WEP,4
Niagara,State Assembly ,140,N Tonawanda  003: 006,Brian V. Phillips,WEP,4
Niagara,State Assembly ,140,N Tonawanda  003: 007,Brian V. Phillips,WEP,5
Niagara,State Assembly ,140,N Tonawanda  003: 008,Brian V. Phillips,WEP,1
Niagara,State Assembly ,140,N Tonawanda  003: 009,Brian V. Phillips,WEP,4
Niagara,State Assembly ,140,N Tonawanda  003: 010,Brian V. Phillips,WEP,1
Niagara,State Assembly ,140,N Tonawanda  003: 011,Brian V. Phillips,WEP,1
Niagara,State Assembly ,140,N Tonawanda  003: 012,Brian V. Phillips,WEP,7
Niagara,State Assembly ,140,N Tonawanda  001: 006,Blank Votes,WEP,6
Niagara,State Assembly ,140,N Tonawanda  001: 007,Blank Votes,WEP,9
Niagara,State Assembly ,140,N Tonawanda  001: 009,Blank Votes,WEP,15
Niagara,State Assembly ,140,N Tonawanda  001: 010,Blank Votes,WEP,12
Niagara,State Assembly ,140,N Tonawanda  002: 001,Blank Votes,WEP,9
Niagara,State Assembly ,140,N Tonawanda  002: 002,Blank Votes,WEP,10
Niagara,State Assembly ,140,N Tonawanda  002: 003,Blank Votes,WEP,19
Niagara,State Assembly ,140,N Tonawanda  002: 004,Blank Votes,WEP,7
Niagara,State Assembly ,140,N Tonawanda  002: 005,Blank Votes,WEP,10
Niagara,State Assembly ,140,N Tonawanda  002: 006,Blank Votes,WEP,0
Niagara,State Assembly ,140,N Tonawanda  002: 007,Blank Votes,WEP,12
Niagara,State Assembly ,140,N Tonawanda  002: 008,Blank Votes,WEP,9
Niagara,State Assembly ,140,N Tonawanda  002: 009,Blank Votes,WEP,7
Niagara,State Assembly ,140,N Tonawanda  002: 010,Blank Votes,WEP,7
Niagara,State Assembly ,140,N Tonawanda  002: 011,Blank Votes,WEP,7
Niagara,State Assembly ,140,N Tonawanda  003: 006,Blank Votes,WEP,16
Niagara,State Assembly ,140,N Tonawanda  003: 007,Blank Votes,WEP,6
Niagara,State Assembly ,140,N Tonawanda  003: 008,Blank Votes,WEP,9
Niagara,State Assembly ,140,N Tonawanda  003: 009,Blank Votes,WEP,12
Niagara,State Assembly ,140,N Tonawanda  003: 010,Blank Votes,WEP,9
Niagara,State Assembly ,140,N Tonawanda  003: 011,Blank Votes,WEP,9
Niagara,State Assembly ,140,N Tonawanda  003: 012,Blank Votes,WEP,22
Niagara,State Assembly ,144,City of Lockport  001: 001,Joseph DiPasquale,DEM,161
Niagara,State Assembly ,144,City of Lockport  001: 002,Joseph DiPasquale,DEM,135
Niagara,State Assembly ,144,City of Lockport  001: 003,Joseph DiPasquale,DEM,183
Niagara,State Assembly ,144,City of Lockport  001: 004,Joseph DiPasquale,DEM,52
Niagara,State Assembly ,144,City of Lockport  002: 001,Joseph DiPasquale,DEM,118
Niagara,State Assembly ,144,City of Lockport  002: 002,Joseph DiPasquale,DEM,154
Niagara,State Assembly ,144,City of Lockport  002: 003,Joseph DiPasquale,DEM,169
Niagara,State Assembly ,144,City of Lockport  002: 004,Joseph DiPasquale,DEM,207
Niagara,State Assembly ,144,City of Lockport  003: 001,Joseph DiPasquale,DEM,184
Niagara,State Assembly ,144,City of Lockport  003: 002,Joseph DiPasquale,DEM,136
Niagara,State Assembly ,144,City of Lockport  003: 003,Joseph DiPasquale,DEM,153
Niagara,State Assembly ,144,City of Lockport  004: 001,Joseph DiPasquale,DEM,125
Niagara,State Assembly ,144,City of Lockport  004: 002,Joseph DiPasquale,DEM,128
Niagara,State Assembly ,144,City of Lockport  004: 003,Joseph DiPasquale,DEM,178
Niagara,State Assembly ,144,City of Lockport  004: 004,Joseph DiPasquale,DEM,95
Niagara,State Assembly ,144,City of Lockport  005: 001,Joseph DiPasquale,DEM,135
Niagara,State Assembly ,144,City of Lockport  005: 002,Joseph DiPasquale,DEM,132
Niagara,State Assembly ,144,City of Lockport  005: 003,Joseph DiPasquale,DEM,244
Niagara,State Assembly ,144,City of Lockport  005: 004,Joseph DiPasquale,DEM,136
Niagara,State Assembly ,144,Hartland  000: 001,Joseph DiPasquale,DEM,100
Niagara,State Assembly ,144,Hartland  000: 002,Joseph DiPasquale,DEM,115
Niagara,State Assembly ,144,Hartland  000: 003,Joseph DiPasquale,DEM,105
Niagara,State Assembly ,144,Newfane  000: 001,Joseph DiPasquale,DEM,104
Niagara,State Assembly ,144,Newfane  000: 002,Joseph DiPasquale,DEM,123
Niagara,State Assembly ,144,Newfane  000: 003,Joseph DiPasquale,DEM,117
Niagara,State Assembly ,144,Newfane  000: 004,Joseph DiPasquale,DEM,177
Niagara,State Assembly ,144,Newfane  000: 005,Joseph DiPasquale,DEM,187
Niagara,State Assembly ,144,Newfane  000: 006,Joseph DiPasquale,DEM,124
Niagara,State Assembly ,144,Newfane  000: 007,Joseph DiPasquale,DEM,116
Niagara,State Assembly ,144,Newfane  000: 008,Joseph DiPasquale,DEM,117
Niagara,State Assembly ,144,Porter  000: 001,Joseph DiPasquale,DEM,209
Niagara,State Assembly ,144,Porter  000: 002,Joseph DiPasquale,DEM,161
Niagara,State Assembly ,144,Porter  000: 003,Joseph DiPasquale,DEM,132
Niagara,State Assembly ,144,Porter  000: 004,Joseph DiPasquale,DEM,90
Niagara,State Assembly ,144,Porter  000: 005,Joseph DiPasquale,DEM,246
Niagara,State Assembly ,144,Porter  000: 006,Joseph DiPasquale,DEM,163
Niagara,State Assembly ,144,Royalton  000: 001,Joseph DiPasquale,DEM,156
Niagara,State Assembly ,144,Royalton  000: 002,Joseph DiPasquale,DEM,161
Niagara,State Assembly ,144,Royalton  000: 003,Joseph DiPasquale,DEM,132
Niagara,State Assembly ,144,Royalton  000: 004,Joseph DiPasquale,DEM,53
Niagara,State Assembly ,144,Royalton  000: 005,Joseph DiPasquale,DEM,56
Niagara,State Assembly ,144,Royalton  000: 006,Joseph DiPasquale,DEM,149
Niagara,State Assembly ,144,Somerset  000: 001,Joseph DiPasquale,DEM,78
Niagara,State Assembly ,144,Somerset  000: 002,Joseph DiPasquale,DEM,111
Niagara,State Assembly ,144,Town of Lockport  000: 001,Joseph DiPasquale,DEM,128
Niagara,State Assembly ,144,Town of Lockport  000: 002,Joseph DiPasquale,DEM,141
Niagara,State Assembly ,144,Town of Lockport  000: 003,Joseph DiPasquale,DEM,108
Niagara,State Assembly ,144,Town of Lockport  000: 004,Joseph DiPasquale,DEM,218
Niagara,State Assembly ,144,Town of Lockport  000: 005,Joseph DiPasquale,DEM,187
Niagara,State Assembly ,144,Town of Lockport  000: 006,Joseph DiPasquale,DEM,208
Niagara,State Assembly ,144,Town of Lockport  000: 007,Joseph DiPasquale,DEM,127
Niagara,State Assembly ,144,Town of Lockport  000: 008,Joseph DiPasquale,DEM,120
Niagara,State Assembly ,144,Town of Lockport  000: 009,Joseph DiPasquale,DEM,180
Niagara,State Assembly ,144,Town of Lockport  000: 010,Joseph DiPasquale,DEM,118
Niagara,State Assembly ,144,Town of Lockport  000: 011,Joseph DiPasquale,DEM,222
Niagara,State Assembly ,144,Town of Lockport  000: 012,Joseph DiPasquale,DEM,167
Niagara,State Assembly ,144,Town of Lockport  000: 013,Joseph DiPasquale,DEM,217
Niagara,State Assembly ,144,Town of Lockport  000: 014,Joseph DiPasquale,DEM,237
Niagara,State Assembly ,144,Town of Lockport  000: 015,Joseph DiPasquale,DEM,195
Niagara,State Assembly ,144,Town of Lockport  000: 016,Joseph DiPasquale,DEM,161
Niagara,State Assembly ,144,Wilson  000: 001,Joseph DiPasquale,DEM,146
Niagara,State Assembly ,144,Wilson  000: 002,Joseph DiPasquale,DEM,124
Niagara,State Assembly ,144,Wilson  000: 003,Joseph DiPasquale,DEM,162
Niagara,State Assembly ,144,Wilson  000: 004,Joseph DiPasquale,DEM,120
Niagara,State Assembly ,144,Wilson  000: 005,Joseph DiPasquale,DEM,117
Niagara,State Assembly ,144,City of Lockport  001: 001,Michael J. Norris,REP,115
Niagara,State Assembly ,144,City of Lockport  001: 002,Michael J. Norris,REP,127
Niagara,State Assembly ,144,City of Lockport  001: 003,Michael J. Norris,REP,171
Niagara,State Assembly ,144,City of Lockport  001: 004,Michael J. Norris,REP,37
Niagara,State Assembly ,144,City of Lockport  002: 001,Michael J. Norris,REP,104
Niagara,State Assembly ,144,City of Lockport  002: 002,Michael J. Norris,REP,135
Niagara,State Assembly ,144,City of Lockport  002: 003,Michael J. Norris,REP,186
Niagara,State Assembly ,144,City of Lockport  002: 004,Michael J. Norris,REP,294
Niagara,State Assembly ,144,City of Lockport  003: 001,Michael J. Norris,REP,170
Niagara,State Assembly ,144,City of Lockport  003: 002,Michael J. Norris,REP,122
Niagara,State Assembly ,144,City of Lockport  003: 003,Michael J. Norris,REP,116
Niagara,State Assembly ,144,City of Lockport  004: 001,Michael J. Norris,REP,148
Niagara,State Assembly ,144,City of Lockport  004: 002,Michael J. Norris,REP,121
Niagara,State Assembly ,144,City of Lockport  004: 003,Michael J. Norris,REP,210
Niagara,State Assembly ,144,City of Lockport  004: 004,Michael J. Norris,REP,82
Niagara,State Assembly ,144,City of Lockport  005: 001,Michael J. Norris,REP,109
Niagara,State Assembly ,144,City of Lockport  005: 002,Michael J. Norris,REP,187
Niagara,State Assembly ,144,City of Lockport  005: 003,Michael J. Norris,REP,240
