county,precinct,office,district,party,candidate,votes,public_counter_votes,emergency_votes,absentee_military_votes,federal_votes,affidavit_votes
Richmond,035/64,President,,Democratic,Bernie Sanders,43,78,0,13,1,2
Richmond,035/64,President,,Democratic,Hillary Clinton,49,78,0,13,1,2
Richmond,018/62,President,,Democratic,Bernie Sanders,43,67,0,0,0,2
Richmond,018/62,President,,Democratic,Hillary Clinton,23,67,0,0,0,2
Richmond,001/61,President,,Democratic,Bernie Sanders,152,283,0,19,1,4
Richmond,001/61,President,,Democratic,Hillary Clinton,155,283,0,19,1,4
Richmond,001/62,President,,Democratic,Bernie Sanders,41,76,0,3,0,1
Richmond,001/62,President,,Democratic,Hillary Clinton,34,76,0,3,0,1
Richmond,018/61,President,,Democratic,Bernie Sanders,91,195,0,9,0,3
Richmond,018/61,President,,Democratic,Hillary Clinton,115,195,0,9,0,3
Richmond,029/62,President,,Democratic,Bernie Sanders,39,50,0,3,1,0
Richmond,029/62,President,,Democratic,Hillary Clinton,13,50,0,3,1,0
Richmond,029/63,President,,Democratic,Bernie Sanders,56,114,0,5,0,1
Richmond,029/63,President,,Democratic,Hillary Clinton,64,114,0,5,0,1
Richmond,047/63,President,,Democratic,Bernie Sanders,57,114,0,6,0,1
Richmond,047/63,President,,Democratic,Hillary Clinton,63,114,0,6,0,1
Richmond,029/61,President,,Democratic,Bernie Sanders,55,120,0,5,0,0
Richmond,029/61,President,,Democratic,Hillary Clinton,68,120,0,5,0,0
Richmond,068/61,President,,Democratic,Bernie Sanders,0,0,0,0,0,0
Richmond,068/61,President,,Democratic,Hillary Clinton,0,0,0,0,0,0
Richmond,068/63,President,,Democratic,Bernie Sanders,60,154,0,13,0,2
Richmond,068/63,President,,Democratic,Hillary Clinton,108,154,0,13,0,2
Richmond,068/62,President,,Democratic,Bernie Sanders,59,96,0,8,0,0
Richmond,068/62,President,,Democratic,Hillary Clinton,45,96,0,8,0,0
Richmond,005/64,President,,Democratic,Bernie Sanders,62,118,0,8,0,0
Richmond,005/64,President,,Democratic,Hillary Clinton,64,118,0,8,0,0
Richmond,049/63,President,,Democratic,Bernie Sanders,40,88,0,4,1,1
Richmond,049/63,President,,Democratic,Hillary Clinton,52,88,0,4,1,1
Richmond,040/64,President,,Democratic,Bernie Sanders,63,132,0,4,0,5
Richmond,040/64,President,,Democratic,Hillary Clinton,76,132,0,4,0,5
Richmond,005/61,President,,Democratic,Bernie Sanders,103,207,0,5,2,4
Richmond,005/61,President,,Democratic,Hillary Clinton,112,207,0,5,2,4
Richmond,005/62,President,,Democratic,Bernie Sanders,29,59,0,1,0,0
Richmond,005/62,President,,Democratic,Hillary Clinton,29,59,0,1,0,0
Richmond,005/63,President,,Democratic,Bernie Sanders,48,84,0,5,0,0
Richmond,005/63,President,,Democratic,Hillary Clinton,40,84,0,5,0,0
Richmond,026/64,President,,Democratic,Bernie Sanders,60,108,0,3,0,2
Richmond,026/64,President,,Democratic,Hillary Clinton,43,108,0,3,0,2
Richmond,026/63,President,,Democratic,Bernie Sanders,61,137,0,2,0,1
Richmond,026/63,President,,Democratic,Hillary Clinton,74,137,0,2,0,1
Richmond,026/62,President,,Democratic,Bernie Sanders,57,143,0,5,1,0
Richmond,026/62,President,,Democratic,Hillary Clinton,89,143,0,5,1,0
Richmond,026/61,President,,Democratic,Bernie Sanders,74,214,0,6,1,4
Richmond,026/61,President,,Democratic,Hillary Clinton,148,214,0,6,1,4
Richmond,053/64,President,,Democratic,Bernie Sanders,69,112,0,6,0,5
Richmond,053/64,President,,Democratic,Hillary Clinton,54,112,0,6,0,5
Richmond,056/61,President,,Democratic,Bernie Sanders,58,162,0,7,1,2
Richmond,056/61,President,,Democratic,Hillary Clinton,114,162,0,7,1,2
Richmond,056/62,President,,Democratic,Bernie Sanders,52,102,0,1,0,0
Richmond,056/62,President,,Democratic,Hillary Clinton,50,102,0,1,0,0
Richmond,056/63,President,,Democratic,Bernie Sanders,60,127,0,4,0,0
Richmond,056/63,President,,Democratic,Hillary Clinton,69,127,0,4,0,0
Richmond,057/63,President,,Democratic,Bernie Sanders,61,142,0,6,0,0
Richmond,057/63,President,,Democratic,Hillary Clinton,86,142,0,6,0,0
Richmond,057/62,President,,Democratic,Bernie Sanders,44,76,0,6,0,0
Richmond,057/62,President,,Democratic,Hillary Clinton,36,76,0,6,0,0
Richmond,057/61,President,,Democratic,Bernie Sanders,93,204,0,10,2,0
Richmond,057/61,President,,Democratic,Hillary Clinton,120,204,0,10,2,0
Richmond,024/64,President,,Democratic,Bernie Sanders,29,71,0,1,0,0
Richmond,024/64,President,,Democratic,Hillary Clinton,41,71,0,1,0,0
Richmond,035/63,President,,Democratic,Bernie Sanders,53,78,0,7,1,1
Richmond,035/63,President,,Democratic,Hillary Clinton,31,78,0,7,1,1
Richmond,073/63,President,,Democratic,Bernie Sanders,54,97,0,4,0,0
Richmond,073/63,President,,Democratic,Hillary Clinton,45,97,0,4,0,0
Richmond,069/63,President,,Democratic,Bernie Sanders,39,57,0,33,1,0
Richmond,069/63,President,,Democratic,Hillary Clinton,48,57,0,33,1,0
Richmond,028/64,President,,Democratic,Bernie Sanders,48,60,0,2,0,2
Richmond,028/64,President,,Democratic,Hillary Clinton,14,60,0,2,0,2
Richmond,067/63,President,,Democratic,Bernie Sanders,70,113,0,1,1,0
Richmond,067/63,President,,Democratic,Hillary Clinton,41,113,0,1,1,0
Richmond,028/61,President,,Democratic,Bernie Sanders,58,158,0,4,0,1
Richmond,028/61,President,,Democratic,Hillary Clinton,104,158,0,4,0,1
Richmond,074/62,President,,Democratic,Bernie Sanders,0,0,0,0,0,0
Richmond,074/62,President,,Democratic,Hillary Clinton,0,0,0,0,0,0
Richmond,028/63,President,,Democratic,Bernie Sanders,45,97,0,2,0,1
Richmond,028/63,President,,Democratic,Hillary Clinton,55,97,0,2,0,1
Richmond,028/62,President,,Democratic,Bernie Sanders,47,80,0,4,1,0
Richmond,028/62,President,,Democratic,Hillary Clinton,35,80,0,4,1,0
Richmond,047/62,President,,Democratic,Bernie Sanders,54,96,0,0,0,1
Richmond,047/62,President,,Democratic,Hillary Clinton,41,96,0,0,0,1
Richmond,038/61,President,,Democratic,Bernie Sanders,78,182,0,13,1,0
Richmond,038/61,President,,Democratic,Hillary Clinton,118,182,0,13,1,0
Richmond,038/62,President,,Democratic,Bernie Sanders,62,108,0,4,1,0
Richmond,038/62,President,,Democratic,Hillary Clinton,50,108,0,4,1,0
Richmond,047/61,President,,Democratic,Bernie Sanders,41,72,0,2,0,0
Richmond,047/61,President,,Democratic,Hillary Clinton,32,72,0,2,0,0
