county,precinct,office,district,party,candidate,votes,public_counter_votes,emergency_votes,absentee_military_votes,federal_votes,affidavit_votes
New York,025/72,President,,Democratic,Bernie Sanders,89,234,0,2,1,13
New York,025/72,President,,Democratic,Hillary Clinton,159,234,0,2,1,13
New York,012/71,President,,Democratic,Bernie Sanders,169,347,0,19,1,9
New York,012/71,President,,Democratic,Hillary Clinton,207,347,0,19,1,9
New York,028/74,President,,Democratic,Bernie Sanders,33,104,0,0,0,4
New York,028/74,President,,Democratic,Hillary Clinton,74,104,0,0,0,4
New York,028/75,President,,Democratic,Bernie Sanders,90,312,0,14,7,5
New York,028/75,President,,Democratic,Hillary Clinton,246,312,0,14,7,5
New York,028/72,President,,Democratic,Bernie Sanders,111,351,0,5,1,15
New York,028/72,President,,Democratic,Hillary Clinton,256,351,0,5,1,15
New York,028/73,President,,Democratic,Bernie Sanders,46,164,0,8,6,1
New York,028/73,President,,Democratic,Hillary Clinton,133,164,0,8,6,1
New York,028/70,President,,Democratic,Bernie Sanders,143,307,0,9,2,9
New York,028/70,President,,Democratic,Hillary Clinton,182,307,0,9,2,9
New York,028/71,President,,Democratic,Bernie Sanders,90,208,0,3,0,13
New York,028/71,President,,Democratic,Hillary Clinton,125,208,0,3,0,13
New York,082/73,President,,Democratic,Bernie Sanders,54,300,0,8,5,2
New York,082/73,President,,Democratic,Hillary Clinton,259,300,0,8,5,2
New York,004/74,President,,Democratic,Bernie Sanders,79,228,0,4,0,7
New York,004/74,President,,Democratic,Hillary Clinton,156,228,0,4,0,7
New York,004/75,President,,Democratic,Bernie Sanders,116,312,0,10,3,8
New York,004/75,President,,Democratic,Hillary Clinton,215,312,0,10,3,8
New York,004/76,President,,Democratic,Bernie Sanders,24,151,0,7,1,2
New York,004/76,President,,Democratic,Hillary Clinton,136,151,0,7,1,2
New York,025/76,President,,Democratic,Bernie Sanders,62,248,0,10,3,7
New York,025/76,President,,Democratic,Hillary Clinton,206,248,0,10,3,7
New York,004/70,President,,Democratic,Bernie Sanders,132,289,0,6,0,9
New York,004/70,President,,Democratic,Hillary Clinton,170,289,0,6,0,9
New York,004/71,President,,Democratic,Bernie Sanders,66,169,0,1,0,7
New York,004/71,President,,Democratic,Hillary Clinton,108,169,0,1,0,7
New York,004/72,President,,Democratic,Bernie Sanders,94,278,0,5,1,8
New York,004/72,President,,Democratic,Hillary Clinton,194,278,0,5,1,8
New York,004/73,President,,Democratic,Bernie Sanders,39,140,0,3,3,3
New York,004/73,President,,Democratic,Hillary Clinton,109,140,0,3,3,3
New York,083/71,President,,Democratic,Bernie Sanders,208,509,0,14,6,10
New York,083/71,President,,Democratic,Hillary Clinton,328,509,0,14,6,10
New York,083/70,President,,Democratic,Bernie Sanders,82,157,0,2,1,3
New York,083/70,President,,Democratic,Hillary Clinton,80,157,0,2,1,3
New York,083/73,President,,Democratic,Bernie Sanders,79,224,0,8,3,6
New York,083/73,President,,Democratic,Hillary Clinton,159,224,0,8,3,6
New York,082/71,President,,Democratic,Bernie Sanders,107,274,0,2,7,7
New York,082/71,President,,Democratic,Hillary Clinton,181,274,0,2,7,7
New York,035/70,President,,Democratic,Bernie Sanders,125,272,0,10,0,16
New York,035/70,President,,Democratic,Hillary Clinton,171,272,0,10,0,16
New York,035/71,President,,Democratic,Bernie Sanders,124,215,0,7,0,10
New York,035/71,President,,Democratic,Hillary Clinton,106,215,0,7,0,10
New York,035/72,President,,Democratic,Bernie Sanders,87,274,0,0,0,9
New York,035/72,President,,Democratic,Hillary Clinton,194,274,0,0,0,9
New York,035/73,President,,Democratic,Bernie Sanders,49,282,0,10,0,3
New York,035/73,President,,Democratic,Hillary Clinton,243,282,0,10,0,3
New York,064/74,President,,Democratic,Bernie Sanders,119,398,0,11,12,5
New York,064/74,President,,Democratic,Hillary Clinton,303,398,0,11,12,5
New York,008/70,President,,Democratic,Bernie Sanders,101,233,0,11,2,11
New York,008/70,President,,Democratic,Hillary Clinton,156,233,0,11,2,11
New York,008/71,President,,Democratic,Bernie Sanders,104,209,0,7,0,11
New York,008/71,President,,Democratic,Hillary Clinton,122,209,0,7,0,11
New York,008/72,President,,Democratic,Bernie Sanders,55,157,0,1,0,4
New York,008/72,President,,Democratic,Hillary Clinton,105,157,0,1,0,4
New York,008/73,President,,Democratic,Bernie Sanders,0,4,0,0,0,1
New York,008/73,President,,Democratic,Hillary Clinton,5,4,0,0,0,1
New York,008/74,President,,Democratic,Bernie Sanders,104,190,0,6,3,8
New York,008/74,President,,Democratic,Hillary Clinton,102,190,0,6,3,8
New York,008/75,President,,Democratic,Bernie Sanders,79,194,0,11,3,5
New York,008/75,President,,Democratic,Hillary Clinton,134,194,0,11,3,5
New York,008/76,President,,Democratic,Bernie Sanders,42,126,0,3,5,7
New York,008/76,President,,Democratic,Hillary Clinton,99,126,0,3,5,7
New York,064/72,President,,Democratic,Bernie Sanders,216,410,0,9,4,15
New York,064/72,President,,Democratic,Hillary Clinton,219,410,0,9,4,15
New York,082/75,President,,Democratic,Bernie Sanders,129,328,0,12,8,12
New York,082/75,President,,Democratic,Hillary Clinton,230,328,0,12,8,12
New York,064/73,President,,Democratic,Bernie Sanders,68,278,0,7,10,5
New York,064/73,President,,Democratic,Hillary Clinton,232,278,0,7,10,5
New York,070/75,President,,Democratic,Bernie Sanders,98,287,0,11,8,10
New York,070/75,President,,Democratic,Hillary Clinton,216,287,0,11,8,10
New York,055/72,President,,Democratic,Bernie Sanders,93,263,0,2,0,3
New York,055/72,President,,Democratic,Hillary Clinton,174,263,0,2,0,3
New York,055/73,President,,Democratic,Bernie Sanders,48,189,0,8,7,7
New York,055/73,President,,Democratic,Hillary Clinton,158,189,0,8,7,7
New York,055/70,President,,Democratic,Bernie Sanders,104,291,0,10,0,8
New York,055/70,President,,Democratic,Hillary Clinton,201,291,0,10,0,8
New York,055/71,President,,Democratic,Bernie Sanders,71,157,0,6,2,4
New York,055/71,President,,Democratic,Hillary Clinton,96,157,0,6,2,4
New York,055/76,President,,Democratic,Bernie Sanders,87,251,0,6,6,3
New York,055/76,President,,Democratic,Hillary Clinton,178,251,0,6,6,3
New York,055/74,President,,Democratic,Bernie Sanders,38,114,0,5,5,2
New York,055/74,President,,Democratic,Hillary Clinton,88,114,0,5,5,2
New York,055/75,President,,Democratic,Bernie Sanders,47,138,0,3,3,4
New York,055/75,President,,Democratic,Hillary Clinton,99,138,0,3,3,4
New York,091/69,President,,Democratic,Bernie Sanders,146,238,0,37,6,8
New York,091/69,President,,Democratic,Hillary Clinton,141,238,0,37,6,8
New York,091/68,President,,Democratic,Bernie Sanders,47,134,0,3,0,12
New York,091/68,President,,Democratic,Hillary Clinton,99,134,0,3,0,12
New York,029/76,President,,Democratic,Bernie Sanders,37,139,0,4,6,5
New York,029/76,President,,Democratic,Hillary Clinton,117,139,0,4,6,5
New York,029/71,President,,Democratic,Bernie Sanders,110,227,0,6,0,15
New York,029/71,President,,Democratic,Hillary Clinton,134,227,0,6,0,15
New York,029/73,President,,Democratic,Bernie Sanders,75,228,0,9,5,9
New York,029/73,President,,Democratic,Hillary Clinton,173,228,0,9,5,9
New York,029/72,President,,Democratic,Bernie Sanders,99,258,0,3,0,15
New York,029/72,President,,Democratic,Hillary Clinton,176,258,0,3,0,15
New York,001/76,President,,Democratic,Bernie Sanders,104,326,0,6,13,9
New York,001/76,President,,Democratic,Hillary Clinton,250,326,0,6,13,9
New York,102/68,President,,Democratic,Bernie Sanders,0,0,0,0,0,0
New York,102/68,President,,Democratic,Hillary Clinton,0,0,0,0,0,0
New York,102/69,President,,Democratic,Bernie Sanders,64,191,0,5,0,4
New York,102/69,President,,Democratic,Hillary Clinton,130,191,0,5,0,4
New York,091/65,President,,Democratic,Bernie Sanders,76,158,0,4,3,7
New York,091/65,President,,Democratic,Hillary Clinton,96,158,0,4,3,7
New York,001/72,President,,Democratic,Bernie Sanders,76,165,0,2,0,6
New York,001/72,President,,Democratic,Hillary Clinton,94,165,0,2,0,6
New York,091/67,President,,Democratic,Bernie Sanders,89,339,0,9,11,3
New York,091/67,President,,Democratic,Hillary Clinton,272,339,0,9,11,3
New York,091/66,President,,Democratic,Bernie Sanders,18,85,0,5,0,7
New York,091/66,President,,Democratic,Hillary Clinton,79,85,0,5,0,7
New York,005/73,President,,Democratic,Bernie Sanders,58,243,0,9,3,5
New York,005/73,President,,Democratic,Hillary Clinton,199,243,0,9,3,5
New York,005/72,President,,Democratic,Bernie Sanders,84,267,0,3,1,10
New York,005/72,President,,Democratic,Hillary Clinton,191,267,0,3,1,10
New York,025/68,President,,Democratic,Bernie Sanders,46,153,0,2,1,1
New York,025/68,President,,Democratic,Hillary Clinton,110,153,0,2,1,1
New York,025/69,President,,Democratic,Bernie Sanders,128,387,0,6,8,12
New York,025/69,President,,Democratic,Hillary Clinton,280,387,0,6,8,12
New York,056/73,President,,Democratic,Bernie Sanders,40,187,0,7,7,7
New York,056/73,President,,Democratic,Hillary Clinton,167,187,0,7,7,7
New York,056/72,President,,Democratic,Bernie Sanders,75,272,0,0,1,2
New York,056/72,President,,Democratic,Hillary Clinton,195,272,0,0,1,2
New York,056/71,President,,Democratic,Bernie Sanders,37,144,0,1,0,1
New York,056/71,President,,Democratic,Hillary Clinton,108,144,0,1,0,1
New York,056/70,President,,Democratic,Bernie Sanders,80,203,0,6,0,5
New York,056/70,President,,Democratic,Hillary Clinton,133,203,0,6,0,5
New York,025/66,President,,Democratic,Bernie Sanders,54,153,0,4,6,2
New York,025/66,President,,Democratic,Hillary Clinton,111,153,0,4,6,2
New York,025/67,President,,Democratic,Bernie Sanders,56,177,0,2,0,3
New York,025/67,President,,Democratic,Hillary Clinton,123,177,0,2,0,3
New York,025/65,President,,Democratic,Bernie Sanders,34,84,0,0,0,1
New York,025/65,President,,Democratic,Hillary Clinton,45,84,0,0,0,1
New York,084/74,President,,Democratic,Bernie Sanders,40,117,0,5,4,12
New York,084/74,President,,Democratic,Hillary Clinton,96,117,0,5,4,12
New York,041/73,President,,Democratic,Bernie Sanders,60,276,0,4,4,1
New York,041/73,President,,Democratic,Hillary Clinton,222,276,0,4,4,1
New York,068/73,President,,Democratic,Bernie Sanders,50,256,0,12,2,6
New York,068/73,President,,Democratic,Hillary Clinton,224,256,0,12,2,6
New York,084/70,President,,Democratic,Bernie Sanders,83,204,0,2,0,5
New York,084/70,President,,Democratic,Hillary Clinton,124,204,0,2,0,5
New York,084/71,President,,Democratic,Bernie Sanders,95,203,0,5,0,10
New York,084/71,President,,Democratic,Hillary Clinton,122,203,0,5,0,10
New York,084/72,President,,Democratic,Bernie Sanders,0,0,0,0,0,0
New York,084/72,President,,Democratic,Hillary Clinton,0,0,0,0,0,0
New York,041/72,President,,Democratic,Bernie Sanders,122,319,0,1,3,7
New York,041/72,President,,Democratic,Hillary Clinton,205,319,0,1,3,7
