county,precinct,office,district,party,candidate,votes,public_counter_votes,emergency_votes,absentee_military_votes,federal_votes,affidavit_votes
Kings,082/41,President,,Republican,John R. Kasich,8,61,0,0,1,0
Kings,082/41,President,,Republican,Donald J. Trump,47,61,0,0,1,0
Kings,082/41,President,,Republican,Ben Carson,0,61,0,0,1,0
Kings,082/41,President,,Republican,Ted Cruz,7,61,0,0,1,0
Kings,082/44,President,,Republican,John R. Kasich,0,0,0,0,0,0
Kings,082/44,President,,Republican,Donald J. Trump,0,0,0,0,0,0
Kings,082/44,President,,Republican,Ben Carson,0,0,0,0,0,0
Kings,082/44,President,,Republican,Ted Cruz,0,0,0,0,0,0
Kings,027/59,President,,Republican,John R. Kasich,5,22,0,0,0,1
Kings,027/59,President,,Republican,Donald J. Trump,12,22,0,0,0,1
Kings,027/59,President,,Republican,Ben Carson,2,22,0,0,0,1
Kings,027/59,President,,Republican,Ted Cruz,4,22,0,0,0,1
Kings,027/58,President,,Republican,John R. Kasich,1,5,0,0,0,0
Kings,027/58,President,,Republican,Donald J. Trump,4,5,0,0,0,0
Kings,027/58,President,,Republican,Ben Carson,0,5,0,0,0,0
Kings,027/58,President,,Republican,Ted Cruz,0,5,0,0,0,0
Kings,064/53,President,,Republican,John R. Kasich,1,4,0,0,0,0
Kings,064/53,President,,Republican,Donald J. Trump,1,4,0,0,0,0
Kings,064/53,President,,Republican,Ben Carson,1,4,0,0,0,0
Kings,064/53,President,,Republican,Ted Cruz,1,4,0,0,0,0
Kings,023/59,President,,Republican,John R. Kasich,1,8,0,0,0,0
Kings,023/59,President,,Republican,Donald J. Trump,7,8,0,0,0,0
Kings,023/59,President,,Republican,Ben Carson,0,8,0,0,0,0
Kings,023/59,President,,Republican,Ted Cruz,0,8,0,0,0,0
Kings,078/43,President,,Republican,John R. Kasich,0,2,0,0,0,0
Kings,078/43,President,,Republican,Donald J. Trump,0,2,0,0,0,0
Kings,078/43,President,,Republican,Ben Carson,0,2,0,0,0,0
Kings,078/43,President,,Republican,Ted Cruz,2,2,0,0,0,0
Kings,051/44,President,,Republican,John R. Kasich,5,16,0,2,0,0
Kings,051/44,President,,Republican,Donald J. Trump,11,16,0,2,0,0
Kings,051/44,President,,Republican,Ben Carson,0,16,0,2,0,0
Kings,051/44,President,,Republican,Ted Cruz,1,16,0,2,0,0
Kings,051/43,President,,Republican,John R. Kasich,0,4,0,0,0,0
Kings,051/43,President,,Republican,Donald J. Trump,3,4,0,0,0,0
Kings,051/43,President,,Republican,Ben Carson,1,4,0,0,0,0
Kings,051/43,President,,Republican,Ted Cruz,0,4,0,0,0,0
Kings,051/41,President,,Republican,John R. Kasich,0,10,0,0,0,0
Kings,051/41,President,,Republican,Donald J. Trump,5,10,0,0,0,0
Kings,051/41,President,,Republican,Ben Carson,0,10,0,0,0,0
Kings,051/41,President,,Republican,Ted Cruz,5,10,0,0,0,0
Kings,064/47,President,,Republican,John R. Kasich,1,22,0,0,0,1
Kings,064/47,President,,Republican,Donald J. Trump,17,22,0,0,0,1
Kings,064/47,President,,Republican,Ben Carson,1,22,0,0,0,1
Kings,064/47,President,,Republican,Ted Cruz,4,22,0,0,0,1
Kings,064/46,President,,Republican,John R. Kasich,18,81,0,3,0,1
Kings,064/46,President,,Republican,Donald J. Trump,57,81,0,3,0,1
Kings,064/46,President,,Republican,Ben Carson,1,81,0,3,0,1
Kings,064/46,President,,Republican,Ted Cruz,9,81,0,3,0,1
Kings,064/45,President,,Republican,John R. Kasich,3,51,0,3,0,0
Kings,064/45,President,,Republican,Donald J. Trump,50,51,0,3,0,0
Kings,064/45,President,,Republican,Ben Carson,0,51,0,3,0,0
Kings,064/45,President,,Republican,Ted Cruz,1,51,0,3,0,0
Kings,064/44,President,,Republican,John R. Kasich,0,7,0,0,0,0
Kings,064/44,President,,Republican,Donald J. Trump,6,7,0,0,0,0
Kings,064/44,President,,Republican,Ben Carson,0,7,0,0,0,0
Kings,064/44,President,,Republican,Ted Cruz,1,7,0,0,0,0
Kings,064/43,President,,Republican,John R. Kasich,0,4,0,0,0,0
Kings,064/43,President,,Republican,Donald J. Trump,1,4,0,0,0,0
Kings,064/43,President,,Republican,Ben Carson,0,4,0,0,0,0
Kings,064/43,President,,Republican,Ted Cruz,3,4,0,0,0,0
Kings,023/54,President,,Republican,John R. Kasich,2,7,0,0,0,0
Kings,023/54,President,,Republican,Donald J. Trump,3,7,0,0,0,0
Kings,023/54,President,,Republican,Ben Carson,0,7,0,0,0,0
Kings,023/54,President,,Republican,Ted Cruz,2,7,0,0,0,0
Kings,044/45,President,,Republican,John R. Kasich,1,19,0,0,0,0
Kings,044/45,President,,Republican,Donald J. Trump,15,19,0,0,0,0
Kings,044/45,President,,Republican,Ben Carson,1,19,0,0,0,0
Kings,044/45,President,,Republican,Ted Cruz,2,19,0,0,0,0
Kings,044/44,President,,Republican,John R. Kasich,0,14,0,0,0,1
Kings,044/44,President,,Republican,Donald J. Trump,7,14,0,0,0,1
Kings,044/44,President,,Republican,Ben Carson,0,14,0,0,0,1
Kings,044/44,President,,Republican,Ted Cruz,8,14,0,0,0,1
Kings,044/47,President,,Republican,John R. Kasich,3,36,0,1,0,1
Kings,044/47,President,,Republican,Donald J. Trump,34,36,0,1,0,1
Kings,044/47,President,,Republican,Ben Carson,0,36,0,1,0,1
Kings,044/47,President,,Republican,Ted Cruz,1,36,0,1,0,1
Kings,044/46,President,,Republican,John R. Kasich,0,59,0,1,0,0
Kings,044/46,President,,Republican,Donald J. Trump,54,59,0,1,0,0
Kings,044/46,President,,Republican,Ben Carson,0,59,0,1,0,0
Kings,044/46,President,,Republican,Ted Cruz,6,59,0,1,0,0
Kings,044/41,President,,Republican,John R. Kasich,3,20,0,3,0,0
Kings,044/41,President,,Republican,Donald J. Trump,16,20,0,3,0,0
Kings,044/41,President,,Republican,Ben Carson,0,20,0,3,0,0
Kings,044/41,President,,Republican,Ted Cruz,4,20,0,3,0,0
Kings,064/41,President,,Republican,John R. Kasich,7,46,0,2,0,1
Kings,064/41,President,,Republican,Donald J. Trump,38,46,0,2,0,1
Kings,064/41,President,,Republican,Ben Carson,0,46,0,2,0,1
Kings,064/41,President,,Republican,Ted Cruz,4,46,0,2,0,1
Kings,044/43,President,,Republican,John R. Kasich,0,1,0,0,0,0
Kings,044/43,President,,Republican,Donald J. Trump,1,1,0,0,0,0
Kings,044/43,President,,Republican,Ben Carson,0,1,0,0,0,0
Kings,044/43,President,,Republican,Ted Cruz,0,1,0,0,0,0
Kings,044/42,President,,Republican,John R. Kasich,0,3,0,0,0,1
Kings,044/42,President,,Republican,Donald J. Trump,3,3,0,0,0,1
Kings,044/42,President,,Republican,Ben Carson,1,3,0,0,0,1
Kings,044/42,President,,Republican,Ted Cruz,0,3,0,0,0,1
Kings,051/48,President,,Republican,John R. Kasich,1,29,0,0,0,0
Kings,051/48,President,,Republican,Donald J. Trump,15,29,0,0,0,0
Kings,051/48,President,,Republican,Ben Carson,0,29,0,0,0,0
Kings,051/48,President,,Republican,Ted Cruz,12,29,0,0,0,0
Kings,044/49,President,,Republican,John R. Kasich,4,16,0,1,0,0
Kings,044/49,President,,Republican,Donald J. Trump,11,16,0,1,0,0
Kings,044/49,President,,Republican,Ben Carson,0,16,0,1,0,0
Kings,044/49,President,,Republican,Ted Cruz,2,16,0,1,0,0
Kings,044/48,President,,Republican,John R. Kasich,2,21,0,0,0,1
Kings,044/48,President,,Republican,Donald J. Trump,11,21,0,0,0,1
Kings,044/48,President,,Republican,Ben Carson,0,21,0,0,0,1
Kings,044/48,President,,Republican,Ted Cruz,7,21,0,0,0,1
Kings,033/60,President,,Republican,John R. Kasich,0,1,0,0,0,0
Kings,033/60,President,,Republican,Donald J. Trump,1,1,0,0,0,0
Kings,033/60,President,,Republican,Ben Carson,0,1,0,0,0,0
Kings,033/60,President,,Republican,Ted Cruz,0,1,0,0,0,0
Kings,014/57,President,,Republican,John R. Kasich,4,5,0,0,0,0
Kings,014/57,President,,Republican,Donald J. Trump,1,5,0,0,0,0
Kings,014/57,President,,Republican,Ben Carson,0,5,0,0,0,0
Kings,014/57,President,,Republican,Ted Cruz,0,5,0,0,0,0
Kings,014/56,President,,Republican,John R. Kasich,0,2,0,0,0,0
Kings,014/56,President,,Republican,Donald J. Trump,2,2,0,0,0,0
Kings,014/56,President,,Republican,Ben Carson,0,2,0,0,0,0
Kings,014/56,President,,Republican,Ted Cruz,0,2,0,0,0,0
Kings,014/55,President,,Republican,John R. Kasich,0,4,0,0,0,1
Kings,014/55,President,,Republican,Donald J. Trump,1,4,0,0,0,1
Kings,014/55,President,,Republican,Ben Carson,0,4,0,0,0,1
Kings,014/55,President,,Republican,Ted Cruz,4,4,0,0,0,1
Kings,014/54,President,,Republican,John R. Kasich,0,0,0,0,0,0
