county,precinct,office,district,party,candidate,total,machine_votes,absentee,absentee_hc,affidavit
St. Lawrence,Massena 4,President,,CON,Donald J. Trump,10,9,1,0,0
St. Lawrence,Massena 5,President,,CON,Donald J. Trump,13,13,0,0,0
St. Lawrence,Massena 6,President,,CON,Donald J. Trump,20,20,0,0,0
St. Lawrence,Massena 7,President,,CON,Donald J. Trump,18,17,1,0,0
St. Lawrence,Massena 8,President,,CON,Donald J. Trump,18,16,2,0,0
St. Lawrence,Morristown 1,President,,CON,Donald J. Trump,17,12,5,0,0
St. Lawrence,Morristown 2,President,,CON,Donald J. Trump,21,20,1,0,0
St. Lawrence,Norfolk 1,President,,CON,Donald J. Trump,22,21,1,0,0
St. Lawrence,Norfolk 2,President,,CON,Donald J. Trump,28,27,1,0,0
St. Lawrence,Norfolk 3,President,,CON,Donald J. Trump,25,24,1,0,0
St. Lawrence,Oswegatchie 1,President,,CON,Donald J. Trump,44,41,3,0,0
St. Lawrence,Oswegatchie 2,President,,CON,Donald J. Trump,37,35,2,0,0
St. Lawrence,Oswegatchie 3,President,,CON,Donald J. Trump,7,6,1,0,0
St. Lawrence,Parishville 1,President,,CON,Donald J. Trump,19,17,2,0,0
St. Lawrence,Parishville 2,President,,CON,Donald J. Trump,25,20,3,1,1
St. Lawrence,Piercefield 1,President,,CON,Donald J. Trump,6,3,3,0,0
St. Lawrence,Pierrepont 1,President,,CON,Donald J. Trump,36,31,5,0,0
St. Lawrence,Pierrepont 2,President,,CON,Donald J. Trump,22,21,1,0,0
St. Lawrence,Pitcairn 1,President,,CON,Donald J. Trump,14,14,0,0,0
St. Lawrence,Potsdam 1,President,,CON,Donald J. Trump,18,17,1,0,0
St. Lawrence,Potsdam 2,President,,CON,Donald J. Trump,23,22,1,0,0
St. Lawrence,Potsdam 3,President,,CON,Donald J. Trump,23,23,0,0,0
St. Lawrence,Potsdam 4,President,,CON,Donald J. Trump,18,17,1,0,0
St. Lawrence,Potsdam 5,President,,CON,Donald J. Trump,8,8,0,0,0
St. Lawrence,Potsdam 6,President,,CON,Donald J. Trump,10,10,0,0,0
St. Lawrence,Potsdam 7,President,,CON,Donald J. Trump,10,10,0,0,0
St. Lawrence,Potsdam 8,President,,CON,Donald J. Trump,17,16,1,0,0
St. Lawrence,Rossie 1,President,,CON,Donald J. Trump,14,13,0,0,1
St. Lawrence,Russell 1,President,,CON,Donald J. Trump,39,36,3,0,0
St. Lawrence,Stockholm 1,President,,CON,Donald J. Trump,31,28,1,0,2
St. Lawrence,Stockholm 2,President,,CON,Donald J. Trump,22,22,0,0,0
St. Lawrence,Stockholm 3,President,,CON,Donald J. Trump,9,7,2,0,0
St. Lawrence,Waddington 1,President,,CON,Donald J. Trump,20,19,0,0,1
St. Lawrence,Waddington 2,President,,CON,Donald J. Trump,22,21,1,0,0
St. Lawrence,Ogdensburg 1,President,,CON,Donald J. Trump,24,22,1,1,0
St. Lawrence,Ogdensburg 2,President,,CON,Donald J. Trump,19,19,0,0,0
St. Lawrence,Ogdensburg 3,President,,CON,Donald J. Trump,31,30,0,0,1
St. Lawrence,Ogdensburg 4,President,,CON,Donald J. Trump,23,22,1,0,0
St. Lawrence,Ogdensburg 5,President,,CON,Donald J. Trump,33,29,2,0,2
St. Lawrence,Ogdensburg 6,President,,CON,Donald J. Trump,22,18,4,0,0
St. Lawrence,TOTAL,President,,CON,Donald J. Trump,1706,1564,118,6,18
St. Lawrence,Brasher 1,President,,GRE,Jill Stein,6,0,6,0,0
St. Lawrence,Brasher 2,President,,GRE,Jill Stein,10,0,10,0,0
St. Lawrence,Canton 1,President,,GRE,Jill Stein,7,0,7,0,0
St. Lawrence,Canton 2,President,,GRE,Jill Stein,19,2,15,1,1
St. Lawrence,Canton 3,President,,GRE,Jill Stein,20,2,17,1,0
St. Lawrence,Canton 4,President,,GRE,Jill Stein,9,0,9,0,0
St. Lawrence,Canton 5,President,,GRE,Jill Stein,8,0,8,0,0
St. Lawrence,Canton 6,President,,GRE,Jill Stein,20,3,15,0,2
St. Lawrence,Canton 7,President,,GRE,Jill Stein,3,0,3,0,0
St. Lawrence,Canton 8,President,,GRE,Jill Stein,19,0,19,0,0
St. Lawrence,Clare 1,President,,GRE,Jill Stein,0,0,0,0,0
St. Lawrence,Clifton 1,President,,GRE,Jill Stein,2,0,2,0,0
St. Lawrence,Clifton 2,President,,GRE,Jill Stein,3,0,3,0,0
St. Lawrence,Colton 1,President,,GRE,Jill Stein,11,0,10,0,1
St. Lawrence,DeKalb 1,President,,GRE,Jill Stein,7,0,6,1,0
St. Lawrence,DeKalb 2,President,,GRE,Jill Stein,2,0,2,0,0
St. Lawrence,DePeyster 1,President,,GRE,Jill Stein,6,0,6,0,0
St. Lawrence,Edwards 1,President,,GRE,Jill Stein,5,0,5,0,0
St. Lawrence,Fine 1,President,,GRE,Jill Stein,6,0,6,0,0
St. Lawrence,Fowler 1,President,,GRE,Jill Stein,3,0,3,0,0
St. Lawrence,Fowler 2,President,,GRE,Jill Stein,6,1,5,0,0
St. Lawrence,Gouverneur 1,President,,GRE,Jill Stein,16,1,15,0,0
St. Lawrence,Gouverneur 2,President,,GRE,Jill Stein,10,1,8,0,1
St. Lawrence,Gouverneur 3,President,,GRE,Jill Stein,4,0,4,0,0
St. Lawrence,Gouverneur 4,President,,GRE,Jill Stein,5,0,5,0,0
St. Lawrence,Hammond 1,President,,GRE,Jill Stein,10,1,9,0,0
St. Lawrence,Hermon 1,President,,GRE,Jill Stein,12,1,11,0,0
St. Lawrence,Hopkinton 1,President,,GRE,Jill Stein,12,0,12,0,0
St. Lawrence,Lawrence 1,President,,GRE,Jill Stein,17,1,16,0,0
St. Lawrence,Lisbon 1,President,,GRE,Jill Stein,10,0,10,0,0
St. Lawrence,Lisbon 2,President,,GRE,Jill Stein,9,1,8,0,0
St. Lawrence,Lisbon 3,President,,GRE,Jill Stein,6,0,6,0,0
St. Lawrence,Louisville 1,President,,GRE,Jill Stein,8,0,8,0,0
St. Lawrence,Louisville 2,President,,GRE,Jill Stein,6,0,6,0,0
St. Lawrence,Louisville 3,President,,GRE,Jill Stein,7,0,7,0,0
St. Lawrence,Louisville 4,President,,GRE,Jill Stein,0,0,0,0,0
St. Lawrence,Macomb 1,President,,GRE,Jill Stein,7,1,6,0,0
St. Lawrence,Madrid 1,President,,GRE,Jill Stein,15,0,15,0,0
St. Lawrence,Massena 1,President,,GRE,Jill Stein,16,1,14,0,1
St. Lawrence,Massena 2,President,,GRE,Jill Stein,17,1,12,3,1
St. Lawrence,Massena 3,President,,GRE,Jill Stein,14,1,11,1,1
St. Lawrence,Massena 4,President,,GRE,Jill Stein,9,0,9,0,0
St. Lawrence,Massena 5,President,,GRE,Jill Stein,18,1,17,0,0
St. Lawrence,Massena 6,President,,GRE,Jill Stein,15,0,15,0,0
St. Lawrence,Massena 7,President,,GRE,Jill Stein,7,0,7,0,0
St. Lawrence,Massena 8,President,,GRE,Jill Stein,13,0,12,1,0
St. Lawrence,Morristown 1,President,,GRE,Jill Stein,1,0,1,0,0
St. Lawrence,Morristown 2,President,,GRE,Jill Stein,9,1,8,0,0
St. Lawrence,Norfolk 1,President,,GRE,Jill Stein,2,0,2,0,0
St. Lawrence,Norfolk 2,President,,GRE,Jill Stein,9,1,8,0,0
St. Lawrence,Norfolk 3,President,,GRE,Jill Stein,20,2,17,1,0
St. Lawrence,Oswegatchie 1,President,,GRE,Jill Stein,6,0,6,0,0
St. Lawrence,Oswegatchie 2,President,,GRE,Jill Stein,7,0,7,0,0
St. Lawrence,Oswegatchie 3,President,,GRE,Jill Stein,3,0,3,0,0
St. Lawrence,Parishville 1,President,,GRE,Jill Stein,7,0,7,0,0
St. Lawrence,Parishville 2,President,,GRE,Jill Stein,14,1,13,0,0
St. Lawrence,Piercefield 1,President,,GRE,Jill Stein,3,0,3,0,0
St. Lawrence,Pierrepont 1,President,,GRE,Jill Stein,12,2,10,0,0
St. Lawrence,Pierrepont 2,President,,GRE,Jill Stein,10,2,8,0,0
St. Lawrence,Pitcairn 1,President,,GRE,Jill Stein,2,0,2,0,0
St. Lawrence,Potsdam 1,President,,GRE,Jill Stein,10,1,9,0,0
St. Lawrence,Potsdam 2,President,,GRE,Jill Stein,16,0,16,0,0
St. Lawrence,Potsdam 3,President,,GRE,Jill Stein,7,0,7,0,0
St. Lawrence,Potsdam 4,President,,GRE,Jill Stein,17,1,14,1,1
St. Lawrence,Potsdam 5,President,,GRE,Jill Stein,26,0,26,0,0
St. Lawrence,Potsdam 6,President,,GRE,Jill Stein,33,0,33,0,0
St. Lawrence,Potsdam 7,President,,GRE,Jill Stein,32,2,28,0,2
St. Lawrence,Potsdam 8,President,,GRE,Jill Stein,12,0,12,0,0
St. Lawrence,Rossie 1,President,,GRE,Jill Stein,4,0,4,0,0
St. Lawrence,Russell 1,President,,GRE,Jill Stein,10,1,9,0,0
St. Lawrence,Stockholm 1,President,,GRE,Jill Stein,12,0,12,0,0
St. Lawrence,Stockholm 2,President,,GRE,Jill Stein,9,0,9,0,0
St. Lawrence,Stockholm 3,President,,GRE,Jill Stein,13,2,11,0,0
St. Lawrence,Waddington 1,President,,GRE,Jill Stein,14,2,12,0,0
St. Lawrence,Waddington 2,President,,GRE,Jill Stein,5,0,5,0,0
St. Lawrence,Ogdensburg 1,President,,GRE,Jill Stein,5,0,5,0,0
St. Lawrence,Ogdensburg 2,President,,GRE,Jill Stein,10,0,10,0,0
St. Lawrence,Ogdensburg 3,President,,GRE,Jill Stein,8,0,8,0,0
St. Lawrence,Ogdensburg 4,President,,GRE,Jill Stein,11,1,10,0,0
St. Lawrence,Ogdensburg 5,President,,GRE,Jill Stein,4,0,4,0,0
St. Lawrence,Ogdensburg 6,President,,GRE,Jill Stein,9,2,7,0,0
St. Lawrence,TOTAL,President,,GRE,Jill Stein,807,40,746,10,11
St. Lawrence,Brasher 1,President,,WOR,Hillary Clinton,6,6,0,0,0
St. Lawrence,Brasher 2,President,,WOR,Hillary Clinton,6,6,0,0,0
St. Lawrence,Canton 1,President,,WOR,Hillary Clinton,18,17,1,0,0
St. Lawrence,Canton 2,President,,WOR,Hillary Clinton,11,8,3,0,0
St. Lawrence,Canton 3,President,,WOR,Hillary Clinton,16,13,2,0,1
St. Lawrence,Canton 4,President,,WOR,Hillary Clinton,2,2,0,0,0
St. Lawrence,Canton 5,President,,WOR,Hillary Clinton,8,6,2,0,0
St. Lawrence,Canton 6,President,,WOR,Hillary Clinton,15,15,0,0,0
St. Lawrence,Canton 7,President,,WOR,Hillary Clinton,3,3,0,0,0
St. Lawrence,Canton 8,President,,WOR,Hillary Clinton,18,16,2,0,0
St. Lawrence,Clare 1,President,,WOR,Hillary Clinton,0,0,0,0,0
St. Lawrence,Clifton 1,President,,WOR,Hillary Clinton,4,4,0,0,0
St. Lawrence,Clifton 2,President,,WOR,Hillary Clinton,1,1,0,0,0
St. Lawrence,Colton 1,President,,WOR,Hillary Clinton,12,11,0,1,0
St. Lawrence,DeKalb 1,President,,WOR,Hillary Clinton,8,8,0,0,0
St. Lawrence,DeKalb 2,President,,WOR,Hillary Clinton,2,2,0,0,0
St. Lawrence,DePeyster 1,President,,WOR,Hillary Clinton,3,3,0,0,0
St. Lawrence,Edwards 1,President,,WOR,Hillary Clinton,3,3,0,0,0
St. Lawrence,Fine 1,President,,WOR,Hillary Clinton,3,3,0,0,0
St. Lawrence,Fowler 1,President,,WOR,Hillary Clinton,1,1,0,0,0
St. Lawrence,Fowler 2,President,,WOR,Hillary Clinton,3,3,0,0,0
St. Lawrence,Gouverneur 1,President,,WOR,Hillary Clinton,5,5,0,0,0
St. Lawrence,Gouverneur 2,President,,WOR,Hillary Clinton,5,5,0,0,0
St. Lawrence,Gouverneur 3,President,,WOR,Hillary Clinton,1,1,0,0,0
St. Lawrence,Gouverneur 4,President,,WOR,Hillary Clinton,2,1,1,0,0
St. Lawrence,Hammond 1,President,,WOR,Hillary Clinton,2,1,0,0,1
St. Lawrence,Hermon 1,President,,WOR,Hillary Clinton,2,2,0,0,0
St. Lawrence,Hopkinton 1,President,,WOR,Hillary Clinton,8,8,0,0,0
St. Lawrence,Lawrence 1,President,,WOR,Hillary Clinton,8,8,0,0,0
St. Lawrence,Lisbon 1,President,,WOR,Hillary Clinton,6,5,1,0,0
St. Lawrence,Lisbon 2,President,,WOR,Hillary Clinton,3,3,0,0,0
St. Lawrence,Lisbon 3,President,,WOR,Hillary Clinton,3,3,0,0,0
St. Lawrence,Louisville 1,President,,WOR,Hillary Clinton,1,1,0,0,0
St. Lawrence,Louisville 2,President,,WOR,Hillary Clinton,6,5,1,0,0
St. Lawrence,Louisville 3,President,,WOR,Hillary Clinton,3,3,0,0,0
St. Lawrence,Louisville 4,President,,WOR,Hillary Clinton,2,2,0,0,0
St. Lawrence,Macomb 1,President,,WOR,Hillary Clinton,3,3,0,0,0
St. Lawrence,Madrid 1,President,,WOR,Hillary Clinton,10,9,1,0,0
St. Lawrence,Massena 1,President,,WOR,Hillary Clinton,9,9,0,0,0
St. Lawrence,Massena 2,President,,WOR,Hillary Clinton,6,4,1,0,1
St. Lawrence,Massena 3,President,,WOR,Hillary Clinton,2,1,1,0,0
St. Lawrence,Massena 4,President,,WOR,Hillary Clinton,2,2,0,0,0
St. Lawrence,Massena 5,President,,WOR,Hillary Clinton,8,7,1,0,0
St. Lawrence,Massena 6,President,,WOR,Hillary Clinton,11,10,0,0,1
St. Lawrence,Massena 7,President,,WOR,Hillary Clinton,5,5,0,0,0
St. Lawrence,Massena 8,President,,WOR,Hillary Clinton,0,0,0,0,0
St. Lawrence,Morristown 1,President,,WOR,Hillary Clinton,2,1,1,0,0
St. Lawrence,Morristown 2,President,,WOR,Hillary Clinton,8,8,0,0,0
St. Lawrence,Norfolk 1,President,,WOR,Hillary Clinton,2,2,0,0,0
St. Lawrence,Norfolk 2,President,,WOR,Hillary Clinton,2,2,0,0,0
St. Lawrence,Norfolk 3,President,,WOR,Hillary Clinton,8,8,0,0,0
St. Lawrence,Oswegatchie 1,President,,WOR,Hillary Clinton,12,12,0,0,0
St. Lawrence,Oswegatchie 2,President,,WOR,Hillary Clinton,11,10,0,0,1
St. Lawrence,Oswegatchie 3,President,,WOR,Hillary Clinton,5,5,0,0,0
St. Lawrence,Parishville 1,President,,WOR,Hillary Clinton,2,1,0,1,0
St. Lawrence,Parishville 2,President,,WOR,Hillary Clinton,5,5,0,0,0
St. Lawrence,Piercefield 1,President,,WOR,Hillary Clinton,5,4,1,0,0
St. Lawrence,Pierrepont 1,President,,WOR,Hillary Clinton,15,15,0,0,0
St. Lawrence,Pierrepont 2,President,,WOR,Hillary Clinton,9,9,0,0,0
St. Lawrence,Pitcairn 1,President,,WOR,Hillary Clinton,1,1,0,0,0
St. Lawrence,Potsdam 1,President,,WOR,Hillary Clinton,14,13,1,0,0
St. Lawrence,Potsdam 2,President,,WOR,Hillary Clinton,11,10,0,1,0
St. Lawrence,Potsdam 3,President,,WOR,Hillary Clinton,2,2,0,0,0
St. Lawrence,Potsdam 4,President,,WOR,Hillary Clinton,11,10,0,0,1
St. Lawrence,Potsdam 5,President,,WOR,Hillary Clinton,15,13,1,1,0
St. Lawrence,Potsdam 6,President,,WOR,Hillary Clinton,18,18,0,0,0
St. Lawrence,Potsdam 7,President,,WOR,Hillary Clinton,23,22,1,0,0
St. Lawrence,Potsdam 8,President,,WOR,Hillary Clinton,9,9,0,0,0
St. Lawrence,Rossie 1,President,,WOR,Hillary Clinton,5,4,1,0,0
St. Lawrence,Russell 1,President,,WOR,Hillary Clinton,6,6,0,0,0
St. Lawrence,Stockholm 1,President,,WOR,Hillary Clinton,8,8,0,0,0
St. Lawrence,Stockholm 2,President,,WOR,Hillary Clinton,4,3,1,0,0
St. Lawrence,Stockholm 3,President,,WOR,Hillary Clinton,3,3,0,0,0
St. Lawrence,Waddington 1,President,,WOR,Hillary Clinton,5,5,0,0,0
St. Lawrence,Waddington 2,President,,WOR,Hillary Clinton,10,10,0,0,0
St. Lawrence,Ogdensburg 1,President,,WOR,Hillary Clinton,9,8,0,1,0
St. Lawrence,Ogdensburg 2,President,,WOR,Hillary Clinton,9,8,1,0,0
St. Lawrence,Ogdensburg 3,President,,WOR,Hillary Clinton,13,11,0,2,0
St. Lawrence,Ogdensburg 4,President,,WOR,Hillary Clinton,7,6,1,0,0
St. Lawrence,Ogdensburg 5,President,,WOR,Hillary Clinton,6,6,0,0,0
St. Lawrence,Ogdensburg 6,President,,WOR,Hillary Clinton,3,3,0,0,0
St. Lawrence,TOTAL,President,,WOR,Hillary Clinton,534,495,26,7,6
St. Lawrence,Brasher 1,President,,IND,Gary Johnson,9,9,0,0,0
St. Lawrence,Brasher 2,President,,IND,Gary Johnson,11,10,0,0,1
St. Lawrence,Canton 1,President,,IND,Gary Johnson,17,14,1,0,2
St. Lawrence,Canton 2,President,,IND,Gary Johnson,18,17,1,0,0
St. Lawrence,Canton 3,President,,IND,Gary Johnson,10,8,2,0,0
St. Lawrence,Canton 4,President,,IND,Gary Johnson,5,4,0,0,1
St. Lawrence,Canton 5,President,,IND,Gary Johnson,16,14,1,0,1
St. Lawrence,Canton 6,President,,IND,Gary Johnson,5,5,0,0,0
St. Lawrence,Canton 7,President,,IND,Gary Johnson,11,9,2,0,0
St. Lawrence,Canton 8,President,,IND,Gary Johnson,16,16,0,0,0
St. Lawrence,Clare 1,President,,IND,Gary Johnson,0,0,0,0,0
St. Lawrence,Clifton 1,President,,IND,Gary Johnson,4,4,0,0,0
St. Lawrence,Clifton 2,President,,IND,Gary Johnson,6,2,4,0,0
St. Lawrence,Colton 1,President,,IND,Gary Johnson,29,27,2,0,0
St. Lawrence,DeKalb 1,President,,IND,Gary Johnson,13,11,1,0,1
St. Lawrence,DeKalb 2,President,,IND,Gary Johnson,10,8,2,0,0
St. Lawrence,DePeyster 1,President,,IND,Gary Johnson,2,2,0,0,0
St. Lawrence,Edwards 1,President,,IND,Gary Johnson,15,15,0,0,0
St. Lawrence,Fine 1,President,,IND,Gary Johnson,18,17,1,0,0
St. Lawrence,Fowler 1,President,,IND,Gary Johnson,13,11,2,0,0
St. Lawrence,Fowler 2,President,,IND,Gary Johnson,12,11,0,0,1
St. Lawrence,Gouverneur 1,President,,IND,Gary Johnson,9,9,0,0,0
St. Lawrence,Gouverneur 2,President,,IND,Gary Johnson,12,11,1,0,0
St. Lawrence,Gouverneur 3,President,,IND,Gary Johnson,8,8,0,0,0
St. Lawrence,Gouverneur 4,President,,IND,Gary Johnson,9,9,0,0,0
St. Lawrence,Hammond 1,President,,IND,Gary Johnson,17,14,1,2,0
St. Lawrence,Hermon 1,President,,IND,Gary Johnson,9,9,0,0,0
St. Lawrence,Hopkinton 1,President,,IND,Gary Johnson,9,6,1,0,2
St. Lawrence,Lawrence 1,President,,IND,Gary Johnson,14,14,0,0,0
St. Lawrence,Lisbon 1,President,,IND,Gary Johnson,9,9,0,0,0
St. Lawrence,Lisbon 2,President,,IND,Gary Johnson,13,11,1,0,1
St. Lawrence,Lisbon 3,President,,IND,Gary Johnson,14,13,1,0,0
St. Lawrence,Louisville 1,President,,IND,Gary Johnson,9,8,0,0,1
St. Lawrence,Louisville 2,President,,IND,Gary Johnson,7,6,1,0,0
St. Lawrence,Louisville 3,President,,IND,Gary Johnson,11,10,1,0,0
St. Lawrence,Louisville 4,President,,IND,Gary Johnson,6,4,2,0,0
St. Lawrence,Macomb 1,President,,IND,Gary Johnson,11,11,0,0,0
St. Lawrence,Madrid 1,President,,IND,Gary Johnson,29,29,0,0,0
St. Lawrence,Massena 1,President,,IND,Gary Johnson,32,27,2,3,0
St. Lawrence,Massena 2,President,,IND,Gary Johnson,13,9,3,1,0
St. Lawrence,Massena 3,President,,IND,Gary Johnson,7,6,1,0,0
St. Lawrence,Massena 4,President,,IND,Gary Johnson,9,8,1,0,0
St. Lawrence,Massena 5,President,,IND,Gary Johnson,10,9,1,0,0
St. Lawrence,Massena 6,President,,IND,Gary Johnson,12,12,0,0,0
St. Lawrence,Massena 7,President,,IND,Gary Johnson,9,8,1,0,0
St. Lawrence,Massena 8,President,,IND,Gary Johnson,10,9,1,0,0
St. Lawrence,Morristown 1,President,,IND,Gary Johnson,11,11,0,0,0
St. Lawrence,Morristown 2,President,,IND,Gary Johnson,21,19,1,1,0
St. Lawrence,Norfolk 1,President,,IND,Gary Johnson,10,9,0,1,0
St. Lawrence,Norfolk 2,President,,IND,Gary Johnson,17,15,2,0,0
St. Lawrence,Norfolk 3,President,,IND,Gary Johnson,12,11,1,0,0
St. Lawrence,Oswegatchie 1,President,,IND,Gary Johnson,24,22,2,0,0
St. Lawrence,Oswegatchie 2,President,,IND,Gary Johnson,13,11,2,0,0
St. Lawrence,Oswegatchie 3,President,,IND,Gary Johnson,11,9,1,0,1
St. Lawrence,Parishville 1,President,,IND,Gary Johnson,10,6,4,0,0
St. Lawrence,Parishville 2,President,,IND,Gary Johnson,10,10,0,0,0
St. Lawrence,Piercefield 1,President,,IND,Gary Johnson,2,2,0,0,0
St. Lawrence,Pierrepont 1,President,,IND,Gary Johnson,15,14,0,0,1
St. Lawrence,Pierrepont 2,President,,IND,Gary Johnson,15,10,4,0,1
St. Lawrence,Pitcairn 1,President,,IND,Gary Johnson,5,5,0,0,0
St. Lawrence,Potsdam 1,President,,IND,Gary Johnson,14,13,1,0,0
St. Lawrence,Potsdam 2,President,,IND,Gary Johnson,19,15,3,1,0
St. Lawrence,Potsdam 3,President,,IND,Gary Johnson,9,9,0,0,0
St. Lawrence,Potsdam 4,President,,IND,Gary Johnson,12,10,1,0,1
St. Lawrence,Potsdam 5,President,,IND,Gary Johnson,16,15,1,0,0
St. Lawrence,Potsdam 6,President,,IND,Gary Johnson,13,10,1,0,2
St. Lawrence,Potsdam 7,President,,IND,Gary Johnson,11,11,0,0,0
St. Lawrence,Potsdam 8,President,,IND,Gary Johnson,21,20,1,0,0
St. Lawrence,Rossie 1,President,,IND,Gary Johnson,5,4,1,0,0
St. Lawrence,Russell 1,President,,IND,Gary Johnson,18,15,2,0,1
St. Lawrence,Stockholm 1,President,,IND,Gary Johnson,22,22,0,0,0
St. Lawrence,Stockholm 2,President,,IND,Gary Johnson,15,14,1,0,0
St. Lawrence,Stockholm 3,President,,IND,Gary Johnson,10,10,0,0,0
St. Lawrence,Waddington 1,President,,IND,Gary Johnson,8,7,1,0,0
St. Lawrence,Waddington 2,President,,IND,Gary Johnson,18,17,1,0,0
St. Lawrence,Ogdensburg 1,President,,IND,Gary Johnson,14,14,0,0,0
St. Lawrence,Ogdensburg 2,President,,IND,Gary Johnson,22,21,0,0,1
St. Lawrence,Ogdensburg 3,President,,IND,Gary Johnson,24,20,3,0,1
St. Lawrence,Ogdensburg 4,President,,IND,Gary Johnson,19,17,1,1,0
St. Lawrence,Ogdensburg 5,President,,IND,Gary Johnson,14,14,0,0,0
St. Lawrence,Ogdensburg 6,President,,IND,Gary Johnson,16,13,2,0,1
St. Lawrence,TOTAL,President,,IND,Gary Johnson,1034,928,75,10,21
St. Lawrence,Brasher 1,President,,WEP,Hillary Clinton,3,3,0,0,0
St. Lawrence,Brasher 2,President,,WEP,Hillary Clinton,4,4,0,0,0
St. Lawrence,Canton 1,President,,WEP,Hillary Clinton,5,5,0,0,0
St. Lawrence,Canton 2,President,,WEP,Hillary Clinton,1,1,0,0,0
St. Lawrence,Canton 3,President,,WEP,Hillary Clinton,3,3,0,0,0
St. Lawrence,Canton 4,President,,WEP,Hillary Clinton,0,0,0,0,0
St. Lawrence,Canton 5,President,,WEP,Hillary Clinton,0,0,0,0,0
St. Lawrence,Canton 6,President,,WEP,Hillary Clinton,7,6,1,0,0
St. Lawrence,Canton 7,President,,WEP,Hillary Clinton,0,0,0,0,0
St. Lawrence,Canton 8,President,,WEP,Hillary Clinton,8,8,0,0,0
St. Lawrence,Clare 1,President,,WEP,Hillary Clinton,0,0,0,0,0
St. Lawrence,Clifton 1,President,,WEP,Hillary Clinton,2,2,0,0,0
St. Lawrence,Clifton 2,President,,WEP,Hillary Clinton,0,0,0,0,0
St. Lawrence,Colton 1,President,,WEP,Hillary Clinton,4,1,2,0,1
St. Lawrence,DeKalb 1,President,,WEP,Hillary Clinton,4,3,1,0,0
St. Lawrence,DeKalb 2,President,,WEP,Hillary Clinton,0,0,0,0,0
St. Lawrence,DePeyster 1,President,,WEP,Hillary Clinton,1,1,0,0,0
St. Lawrence,Edwards 1,President,,WEP,Hillary Clinton,2,2,0,0,0
St. Lawrence,Fine 1,President,,WEP,Hillary Clinton,3,3,0,0,0
St. Lawrence,Fowler 1,President,,WEP,Hillary Clinton,3,3,0,0,0
St. Lawrence,Fowler 2,President,,WEP,Hillary Clinton,3,2,1,0,0
St. Lawrence,Gouverneur 1,President,,WEP,Hillary Clinton,1,1,0,0,0
St. Lawrence,Gouverneur 2,President,,WEP,Hillary Clinton,5,5,0,0,0
St. Lawrence,Gouverneur 3,President,,WEP,Hillary Clinton,1,1,0,0,0
St. Lawrence,Gouverneur 4,President,,WEP,Hillary Clinton,5,4,0,0,1
St. Lawrence,Hammond 1,President,,WEP,Hillary Clinton,4,2,2,0,0
St. Lawrence,Hermon 1,President,,WEP,Hillary Clinton,0,0,0,0,0
St. Lawrence,Hopkinton 1,President,,WEP,Hillary Clinton,2,2,0,0,0
St. Lawrence,Lawrence 1,President,,WEP,Hillary Clinton,2,2,0,0,0
St. Lawrence,Lisbon 1,President,,WEP,Hillary Clinton,1,1,0,0,0
St. Lawrence,Lisbon 2,President,,WEP,Hillary Clinton,2,2,0,0,0
St. Lawrence,Lisbon 3,President,,WEP,Hillary Clinton,0,0,0,0,0
St. Lawrence,Louisville 1,President,,WEP,Hillary Clinton,0,0,0,0,0
St. Lawrence,Louisville 2,President,,WEP,Hillary Clinton,2,2,0,0,0
St. Lawrence,Louisville 3,President,,WEP,Hillary Clinton,1,0,0,1,0
St. Lawrence,Louisville 4,President,,WEP,Hillary Clinton,0,0,0,0,0
St. Lawrence,Macomb 1,President,,WEP,Hillary Clinton,1,0,1,0,0
St. Lawrence,Madrid 1,President,,WEP,Hillary Clinton,2,2,0,0,0
St. Lawrence,Massena 1,President,,WEP,Hillary Clinton,4,4,0,0,0
St. Lawrence,Massena 2,President,,WEP,Hillary Clinton,3,3,0,0,0
St. Lawrence,Massena 3,President,,WEP,Hillary Clinton,2,2,0,0,0
St. Lawrence,Massena 4,President,,WEP,Hillary Clinton,0,0,0,0,0
St. Lawrence,Massena 5,President,,WEP,Hillary Clinton,3,3,0,0,0
St. Lawrence,Massena 6,President,,WEP,Hillary Clinton,4,4,0,0,0
St. Lawrence,Massena 7,President,,WEP,Hillary Clinton,3,2,1,0,0
St. Lawrence,Massena 8,President,,WEP,Hillary Clinton,1,0,1,0,0
St. Lawrence,Morristown 1,President,,WEP,Hillary Clinton,0,0,0,0,0
St. Lawrence,Morristown 2,President,,WEP,Hillary Clinton,0,0,0,0,0
St. Lawrence,Norfolk 1,President,,WEP,Hillary Clinton,1,1,0,0,0
St. Lawrence,Norfolk 2,President,,WEP,Hillary Clinton,5,5,0,0,0
St. Lawrence,Norfolk 3,President,,WEP,Hillary Clinton,3,3,0,0,0
St. Lawrence,Oswegatchie 1,President,,WEP,Hillary Clinton,0,0,0,0,0
St. Lawrence,Oswegatchie 2,President,,WEP,Hillary Clinton,1,0,1,0,0
St. Lawrence,Oswegatchie 3,President,,WEP,Hillary Clinton,0,0,0,0,0
St. Lawrence,Parishville 1,President,,WEP,Hillary Clinton,1,1,0,0,0
St. Lawrence,Parishville 2,President,,WEP,Hillary Clinton,2,2,0,0,0
St. Lawrence,Piercefield 1,President,,WEP,Hillary Clinton,0,0,0,0,0
