assembly_district,precinct,county,party,office,district,candidate,votes
87,84,Bronx,Democratic,President,,Hillary Clinton,101
87,85,Bronx,Democratic,President,,Emergency,0
87,85,Bronx,Democratic,President,,Absentee/Military,1
87,85,Bronx,Democratic,President,,Federal,0
87,85,Bronx,Democratic,President,,Affidavit,26
87,85,Bronx,Democratic,President,,Bernie Sanders,103
87,85,Bronx,Democratic,President,,Hillary Clinton,251
87,86,Bronx,Democratic,President,,Emergency,0
87,86,Bronx,Democratic,President,,Absentee/Military,1
87,86,Bronx,Democratic,President,,Federal,0
87,86,Bronx,Democratic,President,,Affidavit,4
87,86,Bronx,Democratic,President,,Bernie Sanders,20
87,86,Bronx,Democratic,President,,Hillary Clinton,67
87,87,Bronx,Democratic,President,,Emergency,0
87,87,Bronx,Democratic,President,,Absentee/Military,5
87,87,Bronx,Democratic,President,,Federal,0
87,87,Bronx,Democratic,President,,Affidavit,13
87,87,Bronx,Democratic,President,,Bernie Sanders,97
87,87,Bronx,Democratic,President,,Hillary Clinton,267
87,88,Bronx,Democratic,President,,Emergency,0
87,88,Bronx,Democratic,President,,Absentee/Military,4
87,88,Bronx,Democratic,President,,Federal,1
87,88,Bronx,Democratic,President,,Affidavit,9
87,88,Bronx,Democratic,President,,Bernie Sanders,56
87,88,Bronx,Democratic,President,,Hillary Clinton,121
87,89,Bronx,Democratic,President,,Emergency,0
87,89,Bronx,Democratic,President,,Absentee/Military,5
87,89,Bronx,Democratic,President,,Federal,0
87,89,Bronx,Democratic,President,,Affidavit,12
87,89,Bronx,Democratic,President,,Bernie Sanders,67
87,89,Bronx,Democratic,President,,Hillary Clinton,131
87,90,Bronx,Democratic,President,,Emergency,0
87,90,Bronx,Democratic,President,,Absentee/Military,0
87,90,Bronx,Democratic,President,,Federal,0
87,90,Bronx,Democratic,President,,Affidavit,0
87,91,Bronx,Democratic,President,,Emergency,0
87,91,Bronx,Democratic,President,,Absentee/Military,0
87,91,Bronx,Democratic,President,,Federal,0
87,91,Bronx,Democratic,President,,Affidavit,0
87,92,Bronx,Democratic,President,,Emergency,0
87,92,Bronx,Democratic,President,,Absentee/Military,0
87,92,Bronx,Democratic,President,,Federal,0
87,92,Bronx,Democratic,President,,Affidavit,0
87,93,Bronx,Democratic,President,,Emergency,0
87,93,Bronx,Democratic,President,,Absentee/Military,0
87,93,Bronx,Democratic,President,,Federal,0
87,93,Bronx,Democratic,President,,Affidavit,0
87,93,Bronx,Democratic,President,,Bernie Sanders,0
87,93,Bronx,Democratic,President,,Hillary Clinton,0
87,94,Bronx,Democratic,President,,Emergency,0
87,94,Bronx,Democratic,President,,Absentee/Military,0
87,94,Bronx,Democratic,President,,Federal,0
87,94,Bronx,Democratic,President,,Affidavit,0
87,95,Bronx,Democratic,President,,Emergency,0
87,95,Bronx,Democratic,President,,Absentee/Military,0
87,95,Bronx,Democratic,President,,Federal,0
87,95,Bronx,Democratic,President,,Affidavit,0
77,1,Bronx,Republican,President,,Public Counter,0
77,1,Bronx,Republican,President,,Emergency,0
77,1,Bronx,Republican,President,,Absentee/Military,0
77,1,Bronx,Republican,President,,Federal,0
77,1,Bronx,Republican,President,,Affidavit,0
77,1,Bronx,Republican,President,,Donald J. Trump,0
77,1,Bronx,Republican,President,,John R. Kasich,0
77,1,Bronx,Republican,President,,Ben Carson,0
77,1,Bronx,Republican,President,,Ted Cruz,0
77,2,Bronx,Republican,President,,Public Counter,0
77,2,Bronx,Republican,President,,Emergency,0
77,2,Bronx,Republican,President,,Absentee/Military,0
77,2,Bronx,Republican,President,,Federal,0
77,2,Bronx,Republican,President,,Affidavit,0
77,2,Bronx,Republican,President,,Donald J. Trump,0
77,2,Bronx,Republican,President,,John R. Kasich,0
77,2,Bronx,Republican,President,,Ben Carson,0
77,2,Bronx,Republican,President,,Ted Cruz,0
77,3,Bronx,Republican,President,,Public Counter,2
77,3,Bronx,Republican,President,,Emergency,0
77,3,Bronx,Republican,President,,Absentee/Military,0
77,3,Bronx,Republican,President,,Federal,0
77,3,Bronx,Republican,President,,Affidavit,0
77,3,Bronx,Republican,President,,Donald J. Trump,0
77,3,Bronx,Republican,President,,John R. Kasich,1
77,3,Bronx,Republican,President,,Ben Carson,0
77,3,Bronx,Republican,President,,Ted Cruz,1
77,4,Bronx,Republican,President,,Public Counter,3
77,4,Bronx,Republican,President,,Emergency,0
77,4,Bronx,Republican,President,,Absentee/Military,0
77,4,Bronx,Republican,President,,Federal,0
77,4,Bronx,Republican,President,,Affidavit,0
77,4,Bronx,Republican,President,,Donald J. Trump,2
77,4,Bronx,Republican,President,,John R. Kasich,0
77,4,Bronx,Republican,President,,Ben Carson,0
77,4,Bronx,Republican,President,,Ted Cruz,1
77,5,Bronx,Republican,President,,Public Counter,3
77,5,Bronx,Republican,President,,Emergency,0
77,5,Bronx,Republican,President,,Absentee/Military,1
77,5,Bronx,Republican,President,,Federal,0
77,5,Bronx,Republican,President,,Affidavit,0
77,5,Bronx,Republican,President,,Donald J. Trump,3
77,5,Bronx,Republican,President,,John R. Kasich,1
77,5,Bronx,Republican,President,,Ben Carson,0
77,5,Bronx,Republican,President,,Ted Cruz,0
77,6,Bronx,Republican,President,,Public Counter,5
77,6,Bronx,Republican,President,,Emergency,0
77,6,Bronx,Republican,President,,Absentee/Military,0
77,6,Bronx,Republican,President,,Federal,0
77,6,Bronx,Republican,President,,Affidavit,0
77,6,Bronx,Republican,President,,Donald J. Trump,2
77,6,Bronx,Republican,President,,John R. Kasich,1
77,6,Bronx,Republican,President,,Ben Carson,0
77,6,Bronx,Republican,President,,Ted Cruz,2
77,7,Bronx,Republican,President,,Public Counter,3
77,7,Bronx,Republican,President,,Emergency,0
77,7,Bronx,Republican,President,,Absentee/Military,0
77,7,Bronx,Republican,President,,Federal,1
77,7,Bronx,Republican,President,,Affidavit,0
77,7,Bronx,Republican,President,,Donald J. Trump,2
77,7,Bronx,Republican,President,,John R. Kasich,0
77,7,Bronx,Republican,President,,Ben Carson,0
77,7,Bronx,Republican,President,,Ted Cruz,2
77,8,Bronx,Republican,President,,Public Counter,1
77,8,Bronx,Republican,President,,Emergency,0
77,8,Bronx,Republican,President,,Absentee/Military,2
77,8,Bronx,Republican,President,,Federal,0
77,8,Bronx,Republican,President,,Affidavit,0
77,8,Bronx,Republican,President,,Donald J. Trump,0
77,8,Bronx,Republican,President,,John R. Kasich,1
77,8,Bronx,Republican,President,,Ben Carson,1
77,8,Bronx,Republican,President,,Ted Cruz,1
77,9,Bronx,Republican,President,,Public Counter,2
77,9,Bronx,Republican,President,,Emergency,0
77,9,Bronx,Republican,President,,Absentee/Military,0
77,9,Bronx,Republican,President,,Federal,0
77,9,Bronx,Republican,President,,Affidavit,0
77,9,Bronx,Republican,President,,Donald J. Trump,2
77,9,Bronx,Republican,President,,John R. Kasich,0
77,9,Bronx,Republican,President,,Ben Carson,0
77,9,Bronx,Republican,President,,Ted Cruz,0
77,10,Bronx,Republican,President,,Public Counter,4
77,10,Bronx,Republican,President,,Emergency,0
77,10,Bronx,Republican,President,,Absentee/Military,0
77,10,Bronx,Republican,President,,Federal,0
77,10,Bronx,Republican,President,,Affidavit,0
77,10,Bronx,Republican,President,,Donald J. Trump,4
77,10,Bronx,Republican,President,,John R. Kasich,0
77,10,Bronx,Republican,President,,Ben Carson,0
77,10,Bronx,Republican,President,,Ted Cruz,0
77,11,Bronx,Republican,President,,Public Counter,1
77,11,Bronx,Republican,President,,Emergency,0
77,11,Bronx,Republican,President,,Absentee/Military,0
77,11,Bronx,Republican,President,,Federal,0
77,11,Bronx,Republican,President,,Affidavit,0
77,11,Bronx,Republican,President,,Donald J. Trump,1
77,11,Bronx,Republican,President,,John R. Kasich,0
77,11,Bronx,Republican,President,,Ben Carson,0
77,11,Bronx,Republican,President,,Ted Cruz,0
77,12,Bronx,Republican,President,,Public Counter,2
77,12,Bronx,Republican,President,,Emergency,0
77,12,Bronx,Republican,President,,Absentee/Military,0
77,12,Bronx,Republican,President,,Federal,0
77,12,Bronx,Republican,President,,Affidavit,0
77,12,Bronx,Republican,President,,Donald J. Trump,1
77,12,Bronx,Republican,President,,John R. Kasich,0
77,12,Bronx,Republican,President,,Ben Carson,1
77,12,Bronx,Republican,President,,Ted Cruz,0
77,13,Bronx,Republican,President,,Public Counter,3
77,13,Bronx,Republican,President,,Emergency,0
77,13,Bronx,Republican,President,,Absentee/Military,0
77,13,Bronx,Republican,President,,Federal,0
77,13,Bronx,Republican,President,,Affidavit,0
77,13,Bronx,Republican,President,,Donald J. Trump,3
77,13,Bronx,Republican,President,,John R. Kasich,0
77,13,Bronx,Republican,President,,Ben Carson,0
77,13,Bronx,Republican,President,,Ted Cruz,0
77,14,Bronx,Republican,President,,Public Counter,5
77,14,Bronx,Republican,President,,Emergency,0
77,14,Bronx,Republican,President,,Absentee/Military,1
77,14,Bronx,Republican,President,,Federal,0
77,14,Bronx,Republican,President,,Affidavit,1
77,14,Bronx,Republican,President,,Donald J. Trump,4
77,14,Bronx,Republican,President,,John R. Kasich,0
77,14,Bronx,Republican,President,,Ben Carson,0
77,14,Bronx,Republican,President,,Ted Cruz,2
77,15,Bronx,Republican,President,,Public Counter,2
77,15,Bronx,Republican,President,,Emergency,0
77,15,Bronx,Republican,President,,Absentee/Military,0
77,15,Bronx,Republican,President,,Federal,0
77,15,Bronx,Republican,President,,Affidavit,0
77,15,Bronx,Republican,President,,Donald J. Trump,2
77,15,Bronx,Republican,President,,John R. Kasich,0
77,15,Bronx,Republican,President,,Ben Carson,0
77,15,Bronx,Republican,President,,Ted Cruz,0
77,16,Bronx,Republican,President,,Public Counter,1
77,16,Bronx,Republican,President,,Emergency,0
77,16,Bronx,Republican,President,,Absentee/Military,0
77,16,Bronx,Republican,President,,Federal,0
77,16,Bronx,Republican,President,,Affidavit,0
77,16,Bronx,Republican,President,,Donald J. Trump,1
77,16,Bronx,Republican,President,,John R. Kasich,0
77,16,Bronx,Republican,President,,Ben Carson,0
77,16,Bronx,Republican,President,,Ted Cruz,0
77,17,Bronx,Republican,President,,Public Counter,1
77,17,Bronx,Republican,President,,Emergency,0
77,17,Bronx,Republican,President,,Absentee/Military,0
77,17,Bronx,Republican,President,,Federal,0
77,17,Bronx,Republican,President,,Affidavit,0
77,17,Bronx,Republican,President,,Donald J. Trump,1
77,17,Bronx,Republican,President,,John R. Kasich,0
77,17,Bronx,Republican,President,,Ben Carson,0
77,17,Bronx,Republican,President,,Ted Cruz,0
77,18,Bronx,Republican,President,,Public Counter,0
77,18,Bronx,Republican,President,,Emergency,0
77,18,Bronx,Republican,President,,Absentee/Military,1
77,18,Bronx,Republican,President,,Federal,0
77,18,Bronx,Republican,President,,Affidavit,0
77,18,Bronx,Republican,President,,Donald J. Trump,1
77,18,Bronx,Republican,President,,John R. Kasich,0
77,18,Bronx,Republican,President,,Ben Carson,0
77,18,Bronx,Republican,President,,Ted Cruz,0
77,19,Bronx,Republican,President,,Public Counter,1
77,19,Bronx,Republican,President,,Emergency,0
77,19,Bronx,Republican,President,,Absentee/Military,0
77,19,Bronx,Republican,President,,Federal,0
77,19,Bronx,Republican,President,,Affidavit,0
77,19,Bronx,Republican,President,,Donald J. Trump,1
77,19,Bronx,Republican,President,,John R. Kasich,0
77,19,Bronx,Republican,President,,Ben Carson,0
77,19,Bronx,Republican,President,,Ted Cruz,0
77,20,Bronx,Republican,President,,Public Counter,2
77,20,Bronx,Republican,President,,Emergency,0
77,20,Bronx,Republican,President,,Absentee/Military,1
77,20,Bronx,Republican,President,,Federal,0
77,20,Bronx,Republican,President,,Affidavit,0
77,20,Bronx,Republican,President,,Donald J. Trump,1
77,20,Bronx,Republican,President,,John R. Kasich,0
77,20,Bronx,Republican,President,,Ben Carson,1
77,20,Bronx,Republican,President,,Ted Cruz,1
77,21,Bronx,Republican,President,,Public Counter,4
77,21,Bronx,Republican,President,,Emergency,0
77,21,Bronx,Republican,President,,Absentee/Military,1
77,21,Bronx,Republican,President,,Federal,0
77,21,Bronx,Republican,President,,Affidavit,0
77,21,Bronx,Republican,President,,Donald J. Trump,2
77,21,Bronx,Republican,President,,John R. Kasich,2
77,21,Bronx,Republican,President,,Ben Carson,0
77,21,Bronx,Republican,President,,Ted Cruz,0
77,22,Bronx,Republican,President,,Public Counter,3
77,22,Bronx,Republican,President,,Emergency,0
77,22,Bronx,Republican,President,,Absentee/Military,1
77,22,Bronx,Republican,President,,Federal,0
77,22,Bronx,Republican,President,,Affidavit,0
77,22,Bronx,Republican,President,,Donald J. Trump,3
77,22,Bronx,Republican,President,,John R. Kasich,0
77,22,Bronx,Republican,President,,Ben Carson,0
77,22,Bronx,Republican,President,,Ted Cruz,0
77,23,Bronx,Republican,President,,Public Counter,5
77,23,Bronx,Republican,President,,Emergency,0
77,23,Bronx,Republican,President,,Absentee/Military,0
77,23,Bronx,Republican,President,,Federal,0
77,23,Bronx,Republican,President,,Affidavit,0
77,23,Bronx,Republican,President,,Donald J. Trump,2
77,23,Bronx,Republican,President,,John R. Kasich,1
77,23,Bronx,Republican,President,,Ben Carson,0
77,23,Bronx,Republican,President,,Ted Cruz,2
77,24,Bronx,Republican,President,,Public Counter,3
77,24,Bronx,Republican,President,,Emergency,0
77,24,Bronx,Republican,President,,Absentee/Military,0
77,24,Bronx,Republican,President,,Federal,0
77,24,Bronx,Republican,President,,Affidavit,1
77,24,Bronx,Republican,President,,Donald J. Trump,1
77,24,Bronx,Republican,President,,John R. Kasich,0
77,24,Bronx,Republican,President,,Ben Carson,0
77,24,Bronx,Republican,President,,Ted Cruz,2
77,25,Bronx,Republican,President,,Public Counter,0
77,25,Bronx,Republican,President,,Emergency,0
77,25,Bronx,Republican,President,,Absentee/Military,0
77,25,Bronx,Republican,President,,Federal,0
77,25,Bronx,Republican,President,,Affidavit,0
77,25,Bronx,Republican,President,,Donald J. Trump,0
77,25,Bronx,Republican,President,,John R. Kasich,0
77,25,Bronx,Republican,President,,Ben Carson,0
77,25,Bronx,Republican,President,,Ted Cruz,0
77,26,Bronx,Republican,President,,Public Counter,4
77,26,Bronx,Republican,President,,Emergency,0
77,26,Bronx,Republican,President,,Absentee/Military,1
77,26,Bronx,Republican,President,,Federal,0
77,26,Bronx,Republican,President,,Affidavit,0
77,26,Bronx,Republican,President,,Donald J. Trump,3
77,26,Bronx,Republican,President,,John R. Kasich,1
77,26,Bronx,Republican,President,,Ben Carson,0
77,26,Bronx,Republican,President,,Ted Cruz,0
77,27,Bronx,Republican,President,,Public Counter,0
77,27,Bronx,Republican,President,,Emergency,0
77,27,Bronx,Republican,President,,Absentee/Military,0
77,27,Bronx,Republican,President,,Federal,0
77,27,Bronx,Republican,President,,Affidavit,0
77,27,Bronx,Republican,President,,Donald J. Trump,0
77,27,Bronx,Republican,President,,John R. Kasich,0
77,27,Bronx,Republican,President,,Ben Carson,0
77,27,Bronx,Republican,President,,Ted Cruz,0
77,28,Bronx,Republican,President,,Public Counter,14
77,28,Bronx,Republican,President,,Emergency,0
77,28,Bronx,Republican,President,,Absentee/Military,2
77,28,Bronx,Republican,President,,Federal,0
77,28,Bronx,Republican,President,,Affidavit,0
77,28,Bronx,Republican,President,,Donald J. Trump,7
77,28,Bronx,Republican,President,,John R. Kasich,3
77,28,Bronx,Republican,President,,Ben Carson,1
77,28,Bronx,Republican,President,,Ted Cruz,4
77,29,Bronx,Republican,President,,Public Counter,3
77,29,Bronx,Republican,President,,Emergency,0
77,29,Bronx,Republican,President,,Absentee/Military,0
77,29,Bronx,Republican,President,,Federal,0
77,29,Bronx,Republican,President,,Affidavit,0
77,29,Bronx,Republican,President,,Donald J. Trump,3
77,29,Bronx,Republican,President,,John R. Kasich,0
77,29,Bronx,Republican,President,,Ben Carson,0
77,29,Bronx,Republican,President,,Ted Cruz,0
77,30,Bronx,Republican,President,,Public Counter,1
77,30,Bronx,Republican,President,,Emergency,0
77,30,Bronx,Republican,President,,Absentee/Military,0
77,30,Bronx,Republican,President,,Federal,0
77,30,Bronx,Republican,President,,Affidavit,0
77,30,Bronx,Republican,President,,Donald J. Trump,1
77,30,Bronx,Republican,President,,John R. Kasich,0
77,30,Bronx,Republican,President,,Ben Carson,0
77,30,Bronx,Republican,President,,Ted Cruz,0
77,31,Bronx,Republican,President,,Public Counter,0
77,31,Bronx,Republican,President,,Emergency,0
77,31,Bronx,Republican,President,,Absentee/Military,0
77,31,Bronx,Republican,President,,Federal,0
77,31,Bronx,Republican,President,,Affidavit,0
77,31,Bronx,Republican,President,,Donald J. Trump,0
77,31,Bronx,Republican,President,,John R. Kasich,0
77,31,Bronx,Republican,President,,Ben Carson,0
77,31,Bronx,Republican,President,,Ted Cruz,0
77,32,Bronx,Republican,President,,Public Counter,0
77,32,Bronx,Republican,President,,Emergency,0
77,32,Bronx,Republican,President,,Absentee/Military,0
77,32,Bronx,Republican,President,,Federal,0
77,32,Bronx,Republican,President,,Affidavit,0
77,33,Bronx,Republican,President,,Public Counter,1
77,33,Bronx,Republican,President,,Emergency,0
77,33,Bronx,Republican,President,,Absentee/Military,0
77,33,Bronx,Republican,President,,Federal,0
77,33,Bronx,Republican,President,,Affidavit,0
77,33,Bronx,Republican,President,,Donald J. Trump,0
77,33,Bronx,Republican,President,,John R. Kasich,0
77,33,Bronx,Republican,President,,Ben Carson,0
77,33,Bronx,Republican,President,,Ted Cruz,1
77,34,Bronx,Republican,President,,Public Counter,4
77,34,Bronx,Republican,President,,Emergency,0
77,34,Bronx,Republican,President,,Absentee/Military,0
77,34,Bronx,Republican,President,,Federal,0
77,34,Bronx,Republican,President,,Affidavit,1
77,34,Bronx,Republican,President,,Donald J. Trump,3
77,34,Bronx,Republican,President,,John R. Kasich,0
77,34,Bronx,Republican,President,,Ben Carson,0
77,34,Bronx,Republican,President,,Ted Cruz,2
77,35,Bronx,Republican,President,,Public Counter,3
77,35,Bronx,Republican,President,,Emergency,0
77,35,Bronx,Republican,President,,Absentee/Military,0
77,35,Bronx,Republican,President,,Federal,0
77,35,Bronx,Republican,President,,Affidavit,0
77,35,Bronx,Republican,President,,Donald J. Trump,3
77,35,Bronx,Republican,President,,John R. Kasich,0
77,35,Bronx,Republican,President,,Ben Carson,0
77,35,Bronx,Republican,President,,Ted Cruz,0
77,36,Bronx,Republican,President,,Public Counter,9
77,36,Bronx,Republican,President,,Emergency,0
77,36,Bronx,Republican,President,,Absentee/Military,1
77,36,Bronx,Republican,President,,Federal,0
77,36,Bronx,Republican,President,,Affidavit,1
77,36,Bronx,Republican,President,,Donald J. Trump,4
77,36,Bronx,Republican,President,,John R. Kasich,2
77,36,Bronx,Republican,President,,Ben Carson,1
77,36,Bronx,Republican,President,,Ted Cruz,4
77,37,Bronx,Republican,President,,Public Counter,0
77,37,Bronx,Republican,President,,Emergency,0
77,37,Bronx,Republican,President,,Absentee/Military,0
77,37,Bronx,Republican,President,,Federal,0
77,37,Bronx,Republican,President,,Affidavit,0
77,37,Bronx,Republican,President,,Donald J. Trump,0
77,37,Bronx,Republican,President,,John R. Kasich,0
77,37,Bronx,Republican,President,,Ben Carson,0
77,37,Bronx,Republican,President,,Ted Cruz,0
77,38,Bronx,Republican,President,,Public Counter,3
77,38,Bronx,Republican,President,,Emergency,0
77,38,Bronx,Republican,President,,Absentee/Military,0
77,38,Bronx,Republican,President,,Federal,0
77,38,Bronx,Republican,President,,Affidavit,0
77,38,Bronx,Republican,President,,Donald J. Trump,2
77,38,Bronx,Republican,President,,John R. Kasich,1
77,38,Bronx,Republican,President,,Ben Carson,0
77,38,Bronx,Republican,President,,Ted Cruz,0
77,39,Bronx,Republican,President,,Public Counter,3
77,39,Bronx,Republican,President,,Emergency,0
77,39,Bronx,Republican,President,,Absentee/Military,0
77,39,Bronx,Republican,President,,Federal,0
77,39,Bronx,Republican,President,,Affidavit,0
77,39,Bronx,Republican,President,,Donald J. Trump,1
77,39,Bronx,Republican,President,,John R. Kasich,1
77,39,Bronx,Republican,President,,Ben Carson,0
77,39,Bronx,Republican,President,,Ted Cruz,1
77,40,Bronx,Republican,President,,Public Counter,3
77,40,Bronx,Republican,President,,Emergency,0
77,40,Bronx,Republican,President,,Absentee/Military,0
77,40,Bronx,Republican,President,,Federal,0
77,40,Bronx,Republican,President,,Affidavit,0
77,40,Bronx,Republican,President,,Donald J. Trump,3
77,40,Bronx,Republican,President,,John R. Kasich,0
77,40,Bronx,Republican,President,,Ben Carson,0
77,40,Bronx,Republican,President,,Ted Cruz,0
77,41,Bronx,Republican,President,,Public Counter,2
77,41,Bronx,Republican,President,,Emergency,0
77,41,Bronx,Republican,President,,Absentee/Military,0
77,41,Bronx,Republican,President,,Federal,0
77,41,Bronx,Republican,President,,Affidavit,0
77,41,Bronx,Republican,President,,Donald J. Trump,0
77,41,Bronx,Republican,President,,John R. Kasich,0
77,41,Bronx,Republican,President,,Ben Carson,0
77,41,Bronx,Republican,President,,Ted Cruz,2
77,42,Bronx,Republican,President,,Public Counter,3
77,42,Bronx,Republican,President,,Emergency,0
77,42,Bronx,Republican,President,,Absentee/Military,0
77,42,Bronx,Republican,President,,Federal,0
77,42,Bronx,Republican,President,,Affidavit,0
77,42,Bronx,Republican,President,,Donald J. Trump,0
77,42,Bronx,Republican,President,,John R. Kasich,2
77,42,Bronx,Republican,President,,Ben Carson,0
77,42,Bronx,Republican,President,,Ted Cruz,1
77,43,Bronx,Republican,President,,Public Counter,1
77,43,Bronx,Republican,President,,Emergency,0
77,43,Bronx,Republican,President,,Absentee/Military,0
77,43,Bronx,Republican,President,,Federal,0
77,43,Bronx,Republican,President,,Affidavit,0
77,43,Bronx,Republican,President,,Donald J. Trump,1
77,43,Bronx,Republican,President,,John R. Kasich,0
77,43,Bronx,Republican,President,,Ben Carson,0
77,43,Bronx,Republican,President,,Ted Cruz,0
77,44,Bronx,Republican,President,,Public Counter,3
77,44,Bronx,Republican,President,,Emergency,0
77,44,Bronx,Republican,President,,Absentee/Military,1
77,44,Bronx,Republican,President,,Federal,0
77,44,Bronx,Republican,President,,Affidavit,0
77,44,Bronx,Republican,President,,Donald J. Trump,3
77,44,Bronx,Republican,President,,John R. Kasich,0
77,44,Bronx,Republican,President,,Ben Carson,0
77,44,Bronx,Republican,President,,Ted Cruz,1
77,45,Bronx,Republican,President,,Public Counter,0
77,45,Bronx,Republican,President,,Emergency,0
77,45,Bronx,Republican,President,,Absentee/Military,0
77,45,Bronx,Republican,President,,Federal,0
77,45,Bronx,Republican,President,,Affidavit,0
77,45,Bronx,Republican,President,,Donald J. Trump,0
77,45,Bronx,Republican,President,,John R. Kasich,0
77,45,Bronx,Republican,President,,Ben Carson,0
77,45,Bronx,Republican,President,,Ted Cruz,0
77,46,Bronx,Republican,President,,Public Counter,5
77,46,Bronx,Republican,President,,Emergency,0
77,46,Bronx,Republican,President,,Absentee/Military,0
77,46,Bronx,Republican,President,,Federal,0
77,46,Bronx,Republican,President,,Affidavit,0
77,46,Bronx,Republican,President,,Donald J. Trump,4
77,46,Bronx,Republican,President,,John R. Kasich,0
77,46,Bronx,Republican,President,,Ben Carson,0
77,46,Bronx,Republican,President,,Ted Cruz,1
77,47,Bronx,Republican,President,,Public Counter,1
77,47,Bronx,Republican,President,,Emergency,0
77,47,Bronx,Republican,President,,Absentee/Military,0
77,47,Bronx,Republican,President,,Federal,0
77,47,Bronx,Republican,President,,Affidavit,0
77,47,Bronx,Republican,President,,Donald J. Trump,0
77,47,Bronx,Republican,President,,John R. Kasich,0
77,47,Bronx,Republican,President,,Ben Carson,0
77,47,Bronx,Republican,President,,Ted Cruz,1
77,48,Bronx,Republican,President,,Public Counter,5
77,48,Bronx,Republican,President,,Emergency,0
77,48,Bronx,Republican,President,,Absentee/Military,0
77,48,Bronx,Republican,President,,Federal,0
77,48,Bronx,Republican,President,,Affidavit,0
77,48,Bronx,Republican,President,,Donald J. Trump,3
77,48,Bronx,Republican,President,,John R. Kasich,1
77,48,Bronx,Republican,President,,Ben Carson,0
77,48,Bronx,Republican,President,,Ted Cruz,1
77,49,Bronx,Republican,President,,Public Counter,2
77,49,Bronx,Republican,President,,Emergency,0
77,49,Bronx,Republican,President,,Absentee/Military,0
77,49,Bronx,Republican,President,,Federal,0
77,49,Bronx,Republican,President,,Affidavit,1
77,49,Bronx,Republican,President,,Donald J. Trump,3
77,49,Bronx,Republican,President,,John R. Kasich,0
77,49,Bronx,Republican,President,,Ben Carson,0
77,49,Bronx,Republican,President,,Ted Cruz,0
77,50,Bronx,Republican,President,,Public Counter,7
77,50,Bronx,Republican,President,,Emergency,0
77,50,Bronx,Republican,President,,Absentee/Military,1
77,50,Bronx,Republican,President,,Federal,0
77,50,Bronx,Republican,President,,Affidavit,0
77,50,Bronx,Republican,President,,Donald J. Trump,6
77,50,Bronx,Republican,President,,John R. Kasich,1
77,50,Bronx,Republican,President,,Ben Carson,1
77,50,Bronx,Republican,President,,Ted Cruz,0
77,51,Bronx,Republican,President,,Public Counter,1
77,51,Bronx,Republican,President,,Emergency,0
77,51,Bronx,Republican,President,,Absentee/Military,0
77,51,Bronx,Republican,President,,Federal,0
77,51,Bronx,Republican,President,,Affidavit,0
77,51,Bronx,Republican,President,,Donald J. Trump,1
77,51,Bronx,Republican,President,,John R. Kasich,0
77,51,Bronx,Republican,President,,Ben Carson,0
77,51,Bronx,Republican,President,,Ted Cruz,0
77,52,Bronx,Republican,President,,Public Counter,0
77,52,Bronx,Republican,President,,Emergency,0
77,52,Bronx,Republican,President,,Absentee/Military,0
77,52,Bronx,Republican,President,,Federal,0
77,52,Bronx,Republican,President,,Affidavit,0
77,52,Bronx,Republican,President,,Donald J. Trump,0
77,52,Bronx,Republican,President,,John R. Kasich,0
77,52,Bronx,Republican,President,,Ben Carson,0
77,52,Bronx,Republican,President,,Ted Cruz,0
77,53,Bronx,Republican,President,,Public Counter,2
77,53,Bronx,Republican,President,,Emergency,0
77,53,Bronx,Republican,President,,Absentee/Military,0
77,53,Bronx,Republican,President,,Federal,0
77,53,Bronx,Republican,President,,Affidavit,0
77,53,Bronx,Republican,President,,Donald J. Trump,1
77,53,Bronx,Republican,President,,John R. Kasich,0
77,53,Bronx,Republican,President,,Ben Carson,0
77,53,Bronx,Republican,President,,Ted Cruz,1
77,54,Bronx,Republican,President,,Public Counter,3
77,54,Bronx,Republican,President,,Emergency,0
77,54,Bronx,Republican,President,,Absentee/Military,1
77,54,Bronx,Republican,President,,Federal,0
77,54,Bronx,Republican,President,,Affidavit,0
77,54,Bronx,Republican,President,,Donald J. Trump,2
77,54,Bronx,Republican,President,,John R. Kasich,1
77,54,Bronx,Republican,President,,Ben Carson,0
77,54,Bronx,Republican,President,,Ted Cruz,1
77,55,Bronx,Republican,President,,Public Counter,1
77,55,Bronx,Republican,President,,Emergency,0
77,55,Bronx,Republican,President,,Absentee/Military,0
77,55,Bronx,Republican,President,,Federal,0
77,55,Bronx,Republican,President,,Affidavit,0
77,55,Bronx,Republican,President,,Donald J. Trump,0
77,55,Bronx,Republican,President,,John R. Kasich,0
77,55,Bronx,Republican,President,,Ben Carson,0
77,55,Bronx,Republican,President,,Ted Cruz,1
77,56,Bronx,Republican,President,,Public Counter,0
77,56,Bronx,Republican,President,,Emergency,0
77,56,Bronx,Republican,President,,Absentee/Military,2
77,56,Bronx,Republican,President,,Federal,0
77,56,Bronx,Republican,President,,Affidavit,0
77,56,Bronx,Republican,President,,Donald J. Trump,1
77,56,Bronx,Republican,President,,John R. Kasich,0
77,56,Bronx,Republican,President,,Ben Carson,1
77,56,Bronx,Republican,President,,Ted Cruz,0
77,57,Bronx,Republican,President,,Public Counter,0
77,57,Bronx,Republican,President,,Emergency,0
77,57,Bronx,Republican,President,,Absentee/Military,0
77,57,Bronx,Republican,President,,Federal,0
77,57,Bronx,Republican,President,,Affidavit,0
