county,precinct,office,district,party,candidate,votes,public_counter_votes,emergency_votes,absentee_military_votes,federal_votes,affidavit_votes
Queens,022/26,U.S. House,3,Democratic,Thomas R. Suozzi,26,49,0,3,1,0
Queens,022/26,U.S. House,3,Democratic,Anna Kaplan,9,49,0,3,1,0
Queens,022/26,U.S. House,3,Democratic,Jonathan C. Clarke,1,49,0,3,1,0
Queens,022/26,U.S. House,3,Democratic,Jon Kaiman,7,49,0,3,1,0
Queens,020/26,U.S. House,3,Democratic,Steve Stern,9,85,0,7,1,0
Queens,020/26,U.S. House,3,Democratic,Thomas R. Suozzi,45,85,0,7,1,0
Queens,020/26,U.S. House,3,Democratic,Anna Kaplan,19,85,0,7,1,0
Queens,020/26,U.S. House,3,Democratic,Jonathan C. Clarke,1,85,0,7,1,0
Queens,020/26,U.S. House,3,Democratic,Jon Kaiman,19,85,0,7,1,0
Queens,029/26,U.S. House,3,Democratic,Steve Stern,2,51,0,6,0,0
Queens,029/26,U.S. House,3,Democratic,Thomas R. Suozzi,40,51,0,6,0,0
Queens,029/26,U.S. House,3,Democratic,Anna Kaplan,4,51,0,6,0,0
Queens,029/26,U.S. House,3,Democratic,Jonathan C. Clarke,2,51,0,6,0,0
Queens,029/26,U.S. House,3,Democratic,Jon Kaiman,9,51,0,6,0,0
Queens,049/26,U.S. House,3,Democratic,Steve Stern,0,26,0,1,0,0,1
Queens,049/26,U.S. House,3,Democratic,Thomas R. Suozzi,8,26,0,1,0,0,1
Queens,049/26,U.S. House,3,Democratic,Anna Kaplan,6,26,0,1,0,0,1
Queens,049/26,U.S. House,3,Democratic,Jonathan C. Clarke,1,26,0,1,0,0,1
Queens,049/26,U.S. House,3,Democratic,Jon Kaiman,11,26,0,1,0,0,1
Queens,010/40,U.S. House,3,Democratic,Steve Stern,0,0,0,0,0,0
Queens,010/40,U.S. House,3,Democratic,Thomas R. Suozzi,0,0,0,0,0,0
Queens,010/40,U.S. House,3,Democratic,Anna Kaplan,0,0,0,0,0,0
Queens,010/40,U.S. House,3,Democratic,Jonathan C. Clarke,0,0,0,0,0,0
Queens,010/40,U.S. House,3,Democratic,Jon Kaiman,0,0,0,0,0,0
Queens,010/26,U.S. House,3,Democratic,Steve Stern,7,50,0,11,1,0,1
Queens,010/26,U.S. House,3,Democratic,Thomas R. Suozzi,29,50,0,11,1,0,1
Queens,010/26,U.S. House,3,Democratic,Anna Kaplan,12,50,0,11,1,0,1
Queens,010/26,U.S. House,3,Democratic,Jonathan C. Clarke,4,50,0,11,1,0,1
Queens,010/26,U.S. House,3,Democratic,Jon Kaiman,8,50,0,11,1,0,1
Queens,071/26,U.S. House,3,Democratic,Steve Stern,20,173,0,3,0,0
Queens,071/26,U.S. House,3,Democratic,Thomas R. Suozzi,77,173,0,3,0,0
Queens,071/26,U.S. House,3,Democratic,Anna Kaplan,16,173,0,3,0,0
Queens,071/26,U.S. House,3,Democratic,Jonathan C. Clarke,1,173,0,3,0,0
Queens,071/26,U.S. House,3,Democratic,Jon Kaiman,59,173,0,3,0,0
Queens,010/24,U.S. House,3,Democratic,Steve Stern,0,21,0,2,0,0
Queens,010/24,U.S. House,3,Democratic,Thomas R. Suozzi,10,21,0,2,0,0
Queens,010/24,U.S. House,3,Democratic,Anna Kaplan,9,21,0,2,0,0
Queens,010/24,U.S. House,3,Democratic,Jonathan C. Clarke,1,21,0,2,0,0
Queens,010/24,U.S. House,3,Democratic,Jon Kaiman,3,21,0,2,0,0
Queens,024/26,U.S. House,3,Democratic,Steve Stern,2,75,0,7,0,0
Queens,024/26,U.S. House,3,Democratic,Thomas R. Suozzi,36,75,0,7,0,0
Queens,024/26,U.S. House,3,Democratic,Anna Kaplan,26,75,0,7,0,0
Queens,024/26,U.S. House,3,Democratic,Jonathan C. Clarke,2,75,0,7,0,0
Queens,024/26,U.S. House,3,Democratic,Jon Kaiman,16,75,0,7,0,0
Queens,072/26,U.S. House,3,Democratic,Steve Stern,6,58,0,3,0,0
Queens,072/26,U.S. House,3,Democratic,Thomas R. Suozzi,20,58,0,3,0,0
Queens,072/26,U.S. House,3,Democratic,Anna Kaplan,11,58,0,3,0,0
Queens,072/26,U.S. House,3,Democratic,Jonathan C. Clarke,5,58,0,3,0,0
Queens,072/26,U.S. House,3,Democratic,Jon Kaiman,18,58,0,3,0,0
Queens,031/26,U.S. House,3,Democratic,Steve Stern,6,57,0,5,0,0
Queens,031/26,U.S. House,3,Democratic,Thomas R. Suozzi,32,57,0,5,0,0
Queens,031/26,U.S. House,3,Democratic,Anna Kaplan,10,57,0,5,0,0
Queens,031/26,U.S. House,3,Democratic,Jonathan C. Clarke,7,57,0,5,0,0
Queens,031/26,U.S. House,3,Democratic,Jon Kaiman,7,57,0,5,0,0
Queens,003/33,U.S. House,3,Democratic,Steve Stern,1,62,0,1,0,0
Queens,003/33,U.S. House,3,Democratic,Thomas R. Suozzi,13,62,0,1,0,0
Queens,003/33,U.S. House,3,Democratic,Anna Kaplan,19,62,0,1,0,0
Queens,003/33,U.S. House,3,Democratic,Jonathan C. Clarke,4,62,0,1,0,0
Queens,003/33,U.S. House,3,Democratic,Jon Kaiman,26,62,0,1,0,0
Queens,008/33,U.S. House,3,Democratic,Steve Stern,3,39,0,1,0,2
Queens,008/33,U.S. House,3,Democratic,Thomas R. Suozzi,14,39,0,1,0,2
Queens,008/33,U.S. House,3,Democratic,Anna Kaplan,7,39,0,1,0,2
Queens,008/33,U.S. House,3,Democratic,Jonathan C. Clarke,3,39,0,1,0,2
Queens,008/33,U.S. House,3,Democratic,Jon Kaiman,15,39,0,1,0,2
Queens,018/26,U.S. House,3,Democratic,Steve Stern,1,7,0,4,2,0
Queens,018/26,U.S. House,3,Democratic,Thomas R. Suozzi,7,7,0,4,2,0
Queens,018/26,U.S. House,3,Democratic,Anna Kaplan,2,7,0,4,2,0
Queens,018/26,U.S. House,3,Democratic,Jonathan C. Clarke,2,7,0,4,2,0
Queens,018/26,U.S. House,3,Democratic,Jon Kaiman,0,7,0,4,2,0
Queens,051/27,U.S. House,3,Democratic,Steve Stern,3,20,0,4,1,0
Queens,051/27,U.S. House,3,Democratic,Thomas R. Suozzi,9,20,0,4,1,0
Queens,051/27,U.S. House,3,Democratic,Anna Kaplan,8,20,0,4,1,0
Queens,051/27,U.S. House,3,Democratic,Jonathan C. Clarke,1,20,0,4,1,0
Queens,051/27,U.S. House,3,Democratic,Jon Kaiman,4,20,0,4,1,0
Queens,030/26,U.S. House,3,Democratic,Steve Stern,3,66,0,4,1,0
Queens,030/26,U.S. House,3,Democratic,Thomas R. Suozzi,47,66,0,4,1,0
Queens,030/26,U.S. House,3,Democratic,Anna Kaplan,15,66,0,4,1,0
Queens,030/26,U.S. House,3,Democratic,Jonathan C. Clarke,2,66,0,4,1,0
Queens,030/26,U.S. House,3,Democratic,Jon Kaiman,4,66,0,4,1,0
Queens,004/33,U.S. House,3,Democratic,Steve Stern,1,34,0,0,0,0
Queens,004/33,U.S. House,3,Democratic,Thomas R. Suozzi,9,34,0,0,0,0
Queens,004/33,U.S. House,3,Democratic,Anna Kaplan,13,34,0,0,0,0
Queens,004/33,U.S. House,3,Democratic,Jonathan C. Clarke,4,34,0,0,0,0
Queens,004/33,U.S. House,3,Democratic,Jon Kaiman,7,34,0,0,0,0
Queens,006/24,U.S. House,3,Democratic,Steve Stern,8,40,0,3,0,0
Queens,006/24,U.S. House,3,Democratic,Thomas R. Suozzi,16,40,0,3,0,0
Queens,006/24,U.S. House,3,Democratic,Anna Kaplan,12,40,0,3,0,0
Queens,006/24,U.S. House,3,Democratic,Jonathan C. Clarke,2,40,0,3,0,0
Queens,006/24,U.S. House,3,Democratic,Jon Kaiman,5,40,0,3,0,0
Queens,006/26,U.S. House,3,Democratic,Steve Stern,4,23,0,6,0,0,1
Queens,006/26,U.S. House,3,Democratic,Thomas R. Suozzi,17,23,0,6,0,0,1
Queens,006/26,U.S. House,3,Democratic,Anna Kaplan,4,23,0,6,0,0,1
Queens,006/26,U.S. House,3,Democratic,Jonathan C. Clarke,2,23,0,6,0,0,1
Queens,006/26,U.S. House,3,Democratic,Jon Kaiman,1,23,0,6,0,0,1
Queens,076/26,U.S. House,3,Democratic,Steve Stern,6,46,0,0,0,0
Queens,076/26,U.S. House,3,Democratic,Thomas R. Suozzi,11,46,0,0,0,0
Queens,076/26,U.S. House,3,Democratic,Anna Kaplan,18,46,0,0,0,0
Queens,076/26,U.S. House,3,Democratic,Jonathan C. Clarke,3,46,0,0,0,0
Queens,076/26,U.S. House,3,Democratic,Jon Kaiman,8,46,0,0,0,0
Queens,005/24,U.S. House,3,Democratic,Steve Stern,4,42,0,5,0,0
Queens,005/24,U.S. House,3,Democratic,Thomas R. Suozzi,21,42,0,5,0,0
Queens,005/24,U.S. House,3,Democratic,Anna Kaplan,13,42,0,5,0,0
Queens,005/24,U.S. House,3,Democratic,Jonathan C. Clarke,1,42,0,5,0,0
Queens,005/24,U.S. House,3,Democratic,Jon Kaiman,8,42,0,5,0,0
Queens,005/26,U.S. House,3,Democratic,Steve Stern,6,28,0,1,0,0
Queens,005/26,U.S. House,3,Democratic,Thomas R. Suozzi,15,28,0,1,0,0
Queens,005/26,U.S. House,3,Democratic,Anna Kaplan,1,28,0,1,0,0
Queens,005/26,U.S. House,3,Democratic,Jonathan C. Clarke,3,28,0,1,0,0
Queens,005/26,U.S. House,3,Democratic,Jon Kaiman,4,28,0,1,0,0
Queens,028/26,U.S. House,3,Democratic,Steve Stern,0,44,0,2,0,0
Queens,028/26,U.S. House,3,Democratic,Thomas R. Suozzi,26,44,0,2,0,0
Queens,028/26,U.S. House,3,Democratic,Anna Kaplan,7,44,0,2,0,0
Queens,028/26,U.S. House,3,Democratic,Jonathan C. Clarke,7,44,0,2,0,0
Queens,028/26,U.S. House,3,Democratic,Jon Kaiman,6,44,0,2,0,0
Queens,026/26,U.S. House,3,Democratic,Steve Stern,9,76,0,11,2,0
Queens,026/26,U.S. House,3,Democratic,Thomas R. Suozzi,40,76,0,11,2,0
Queens,026/26,U.S. House,3,Democratic,Anna Kaplan,24,76,0,11,2,0
Queens,026/26,U.S. House,3,Democratic,Jonathan C. Clarke,5,76,0,11,2,0
Queens,026/26,U.S. House,3,Democratic,Jon Kaiman,11,76,0,11,2,0
Queens,035/26,U.S. House,3,Democratic,Steve Stern,16,44,0,19,1,0
Queens,035/26,U.S. House,3,Democratic,Thomas R. Suozzi,18,44,0,19,1,0
Queens,035/26,U.S. House,3,Democratic,Anna Kaplan,14,44,0,19,1,0
Queens,035/26,U.S. House,3,Democratic,Jonathan C. Clarke,5,44,0,19,1,0
Queens,035/26,U.S. House,3,Democratic,Jon Kaiman,10,44,0,19,1,0
Queens,025/26,U.S. House,3,Democratic,Steve Stern,6,45,0,11,0,0
Queens,025/26,U.S. House,3,Democratic,Thomas R. Suozzi,18,45,0,11,0,0
Queens,025/26,U.S. House,3,Democratic,Anna Kaplan,11,45,0,11,0,0
Queens,025/26,U.S. House,3,Democratic,Jonathan C. Clarke,1,45,0,11,0,0
Queens,025/26,U.S. House,3,Democratic,Jon Kaiman,20,45,0,11,0,0
Queens,012/26,U.S. House,3,Democratic,Steve Stern,5,30,0,4,0,0
Queens,012/26,U.S. House,3,Democratic,Thomas R. Suozzi,18,30,0,4,0,0
Queens,012/26,U.S. House,3,Democratic,Anna Kaplan,4,30,0,4,0,0
Queens,012/26,U.S. House,3,Democratic,Jonathan C. Clarke,2,30,0,4,0,0
Queens,012/26,U.S. House,3,Democratic,Jon Kaiman,5,30,0,4,0,0
Queens,046/26,U.S. House,3,Democratic,Steve Stern,11,74,0,8,0,0
Queens,046/26,U.S. House,3,Democratic,Thomas R. Suozzi,29,74,0,8,0,0
Queens,046/26,U.S. House,3,Democratic,Anna Kaplan,21,74,0,8,0,0
Queens,046/26,U.S. House,3,Democratic,Jonathan C. Clarke,2,74,0,8,0,0
Queens,046/26,U.S. House,3,Democratic,Jon Kaiman,18,74,0,8,0,0
Queens,023/26,U.S. House,3,Democratic,Steve Stern,4,90,0,12,0,0
Queens,023/26,U.S. House,3,Democratic,Thomas R. Suozzi,39,90,0,12,0,0
Queens,023/26,U.S. House,3,Democratic,Anna Kaplan,17,90,0,12,0,0
Queens,023/26,U.S. House,3,Democratic,Jonathan C. Clarke,0,90,0,12,0,0
Queens,023/26,U.S. House,3,Democratic,Jon Kaiman,41,90,0,12,0,0
Queens,011/33,U.S. House,3,Democratic,Steve Stern,2,22,0,2,0,0
Queens,011/33,U.S. House,3,Democratic,Thomas R. Suozzi,11,22,0,2,0,0
Queens,011/33,U.S. House,3,Democratic,Anna Kaplan,4,22,0,2,0,0
Queens,011/33,U.S. House,3,Democratic,Jonathan C. Clarke,4,22,0,2,0,0
Queens,011/33,U.S. House,3,Democratic,Jon Kaiman,3,22,0,2,0,0
Queens,023/27,U.S. House,3,Democratic,Steve Stern,0,25,0,2,0,0,2
Queens,023/27,U.S. House,3,Democratic,Thomas R. Suozzi,16,25,0,2,0,0,2
Queens,023/27,U.S. House,3,Democratic,Anna Kaplan,4,25,0,2,0,0,2
Queens,023/27,U.S. House,3,Democratic,Jonathan C. Clarke,3,25,0,2,0,0,2
Queens,023/27,U.S. House,3,Democratic,Jon Kaiman,2,25,0,2,0,0,2
Queens,009/33,U.S. House,3,Democratic,Steve Stern,3,37,0,0,0,0,2
Queens,009/33,U.S. House,3,Democratic,Thomas R. Suozzi,14,37,0,0,0,0,2
Queens,009/33,U.S. House,3,Democratic,Anna Kaplan,11,37,0,0,0,0,2
Queens,009/33,U.S. House,3,Democratic,Jonathan C. Clarke,4,37,0,0,0,0,2
Queens,009/33,U.S. House,3,Democratic,Jon Kaiman,3,37,0,0,0,0,2
Queens,001/33,U.S. House,3,Democratic,Steve Stern,5,39,0,3,2,0
Queens,001/33,U.S. House,3,Democratic,Thomas R. Suozzi,13,39,0,3,2,0
Queens,001/33,U.S. House,3,Democratic,Anna Kaplan,12,39,0,3,2,0
Queens,001/33,U.S. House,3,Democratic,Jonathan C. Clarke,8,39,0,3,2,0
Queens,001/33,U.S. House,3,Democratic,Jon Kaiman,6,39,0,3,2,0
Queens,004/26,U.S. House,3,Democratic,Steve Stern,0,20,0,2,0,0
Queens,004/26,U.S. House,3,Democratic,Thomas R. Suozzi,9,20,0,2,0,0
Queens,004/26,U.S. House,3,Democratic,Anna Kaplan,9,20,0,2,0,0
Queens,004/26,U.S. House,3,Democratic,Jonathan C. Clarke,4,20,0,2,0,0
Queens,004/26,U.S. House,3,Democratic,Jon Kaiman,0,20,0,2,0,0
Queens,074/26,U.S. House,3,Democratic,Steve Stern,2,39,0,5,1,0
Queens,074/26,U.S. House,3,Democratic,Thomas R. Suozzi,16,39,0,5,1,0
Queens,074/26,U.S. House,3,Democratic,Anna Kaplan,14,39,0,5,1,0
Queens,074/26,U.S. House,3,Democratic,Jonathan C. Clarke,0,39,0,5,1,0
Queens,074/26,U.S. House,3,Democratic,Jon Kaiman,13,39,0,5,1,0
Queens,004/24,U.S. House,3,Democratic,Steve Stern,0,15,0,3,1,0
Queens,004/24,U.S. House,3,Democratic,Thomas R. Suozzi,8,15,0,3,1,0
Queens,004/24,U.S. House,3,Democratic,Anna Kaplan,5,15,0,3,1,0
Queens,004/24,U.S. House,3,Democratic,Jonathan C. Clarke,2,15,0,3,1,0
Queens,004/24,U.S. House,3,Democratic,Jon Kaiman,4,15,0,3,1,0
Queens,014/26,U.S. House,3,Democratic,Steve Stern,2,23,0,2,1,0
Queens,014/26,U.S. House,3,Democratic,Thomas R. Suozzi,16,23,0,2,1,0
Queens,014/26,U.S. House,3,Democratic,Anna Kaplan,1,23,0,2,1,0
Queens,014/26,U.S. House,3,Democratic,Jonathan C. Clarke,5,23,0,2,1,0
Queens,014/26,U.S. House,3,Democratic,Jon Kaiman,2,23,0,2,1,0
Queens,014/24,U.S. House,3,Democratic,Steve Stern,3,30,0,3,0,0
Queens,014/24,U.S. House,3,Democratic,Thomas R. Suozzi,8,30,0,3,0,0
Queens,014/24,U.S. House,3,Democratic,Anna Kaplan,17,30,0,3,0,0
Queens,014/24,U.S. House,3,Democratic,Jonathan C. Clarke,0,30,0,3,0,0
Queens,014/24,U.S. House,3,Democratic,Jon Kaiman,5,30,0,3,0,0
Queens,058/25,U.S. House,3,Democratic,Steve Stern,9,35,0,2,1,0
Queens,058/25,U.S. House,3,Democratic,Thomas R. Suozzi,14,35,0,2,1,0
Queens,058/25,U.S. House,3,Democratic,Anna Kaplan,6,35,0,2,1,0
Queens,058/25,U.S. House,3,Democratic,Jonathan C. Clarke,2,35,0,2,1,0
Queens,058/25,U.S. House,3,Democratic,Jon Kaiman,7,35,0,2,1,0
Queens,011/24,U.S. House,3,Democratic,Steve Stern,0,16,0,2,1,0
Queens,011/24,U.S. House,3,Democratic,Thomas R. Suozzi,6,16,0,2,1,0
Queens,011/24,U.S. House,3,Democratic,Anna Kaplan,3,16,0,2,1,0
Queens,011/24,U.S. House,3,Democratic,Jonathan C. Clarke,4,16,0,2,1,0
Queens,011/24,U.S. House,3,Democratic,Jon Kaiman,6,16,0,2,1,0
Queens,011/26,U.S. House,3,Democratic,Steve Stern,2,23,0,5,0,0
Queens,011/26,U.S. House,3,Democratic,Thomas R. Suozzi,19,23,0,5,0,0
Queens,011/26,U.S. House,3,Democratic,Anna Kaplan,4,23,0,5,0,0
Queens,011/26,U.S. House,3,Democratic,Jonathan C. Clarke,3,23,0,5,0,0
Queens,011/26,U.S. House,3,Democratic,Jon Kaiman,0,23,0,5,0,0
Queens,002/33,U.S. House,3,Democratic,Steve Stern,0,54,0,0,2,0
Queens,002/33,U.S. House,3,Democratic,Thomas R. Suozzi,19,54,0,0,2,0
Queens,002/33,U.S. House,3,Democratic,Anna Kaplan,15,54,0,0,2,0
Queens,002/33,U.S. House,3,Democratic,Jonathan C. Clarke,1,54,0,0,2,0
Queens,002/33,U.S. House,3,Democratic,Jon Kaiman,21,54,0,0,2,0
Queens,001/40,U.S. House,3,Democratic,Steve Stern,3,14,0,1,0,0
Queens,001/40,U.S. House,3,Democratic,Thomas R. Suozzi,9,14,0,1,0,0
Queens,001/40,U.S. House,3,Democratic,Anna Kaplan,0,14,0,1,0,0
Queens,001/40,U.S. House,3,Democratic,Jonathan C. Clarke,1,14,0,1,0,0
Queens,001/40,U.S. House,3,Democratic,Jon Kaiman,2,14,0,1,0,0
Queens,003/26,U.S. House,3,Democratic,Steve Stern,6,24,0,0,1,0
Queens,003/26,U.S. House,3,Democratic,Thomas R. Suozzi,13,24,0,0,1,0
Queens,003/26,U.S. House,3,Democratic,Anna Kaplan,4,24,0,0,1,0
Queens,003/26,U.S. House,3,Democratic,Jonathan C. Clarke,1,24,0,0,1,0
Queens,003/26,U.S. House,3,Democratic,Jon Kaiman,1,24,0,0,1,0
Queens,010/33,U.S. House,3,Democratic,Steve Stern,1,16,0,0,0,0,1
Queens,010/33,U.S. House,3,Democratic,Thomas R. Suozzi,9,16,0,0,0,0,1
Queens,010/33,U.S. House,3,Democratic,Anna Kaplan,3,16,0,0,0,0,1
Queens,010/33,U.S. House,3,Democratic,Jonathan C. Clarke,2,16,0,0,0,0,1
Queens,010/33,U.S. House,3,Democratic,Jon Kaiman,0,16,0,0,0,0,1
Queens,003/24,U.S. House,3,Democratic,Steve Stern,5,46,0,6,0,0
Queens,003/24,U.S. House,3,Democratic,Thomas R. Suozzi,12,46,0,6,0,0
Queens,003/24,U.S. House,3,Democratic,Anna Kaplan,12,46,0,6,0,0
Queens,003/24,U.S. House,3,Democratic,Jonathan C. Clarke,4,46,0,6,0,0
Queens,003/24,U.S. House,3,Democratic,Jon Kaiman,18,46,0,6,0,0
Queens,025/25,U.S. House,3,Democratic,Steve Stern,8,28,0,2,0,1,1
Queens,025/25,U.S. House,3,Democratic,Thomas R. Suozzi,13,28,0,2,0,1,1
Queens,025/25,U.S. House,3,Democratic,Anna Kaplan,4,28,0,2,0,1,1
Queens,025/25,U.S. House,3,Democratic,Jonathan C. Clarke,2,28,0,2,0,1,1
Queens,025/25,U.S. House,3,Democratic,Jon Kaiman,3,28,0,2,0,1,1
Queens,008/26,U.S. House,3,Democratic,Steve Stern,13,69,0,5,0,0
Queens,008/26,U.S. House,3,Democratic,Thomas R. Suozzi,24,69,0,5,0,0
Queens,008/26,U.S. House,3,Democratic,Anna Kaplan,20,69,0,5,0,0
Queens,008/26,U.S. House,3,Democratic,Jonathan C. Clarke,3,69,0,5,0,0
Queens,008/26,U.S. House,3,Democratic,Jon Kaiman,14,69,0,5,0,0
Queens,048/26,U.S. House,3,Democratic,Steve Stern,6,23,0,2,0,0
Queens,048/26,U.S. House,3,Democratic,Thomas R. Suozzi,11,23,0,2,0,0
Queens,048/26,U.S. House,3,Democratic,Anna Kaplan,4,23,0,2,0,0
Queens,048/26,U.S. House,3,Democratic,Jonathan C. Clarke,0,23,0,2,0,0
Queens,048/26,U.S. House,3,Democratic,Jon Kaiman,4,23,0,2,0,0
Queens,008/24,U.S. House,3,Democratic,Steve Stern,0,4,0,1,0,0
Queens,008/24,U.S. House,3,Democratic,Thomas R. Suozzi,1,4,0,1,0,0
Queens,008/24,U.S. House,3,Democratic,Anna Kaplan,1,4,0,1,0,0
Queens,008/24,U.S. House,3,Democratic,Jonathan C. Clarke,1,4,0,1,0,0
Queens,008/24,U.S. House,3,Democratic,Jon Kaiman,2,4,0,1,0,0
Queens,006/33,U.S. House,3,Democratic,Steve Stern,2,53,0,2,1,0
Queens,006/33,U.S. House,3,Democratic,Thomas R. Suozzi,22,53,0,2,1,0
Queens,006/33,U.S. House,3,Democratic,Anna Kaplan,16,53,0,2,1,0
Queens,006/33,U.S. House,3,Democratic,Jonathan C. Clarke,2,53,0,2,1,0
Queens,006/33,U.S. House,3,Democratic,Jon Kaiman,14,53,0,2,1,0
Queens,009/26,U.S. House,3,Democratic,Steve Stern,5,60,0,3,1,0
Queens,009/26,U.S. House,3,Democratic,Thomas R. Suozzi,22,60,0,3,1,0
