county,precinct,office,district,party,candidate,votes,public_counter_votes,emergency_votes,absentee_military_votes,federal_votes,affidavit_votes,manually_counted_emergency,special_presidential
Richmond,029/63,President,,Independence,Gary Johnson / Bill Weld,7,738,,40,3,17,1,0,0
Richmond,029/63,President,,Working Families,Hillary Clinton / Tim Kaine,8,738,,40,3,17,1,0,0
Richmond,029/63,President,,Women's Equality,Hillary Clinton / Tim Kaine,2,738,,40,3,17,1,0,0
Richmond,029/63,President,,Democratic,Hillary Clinton / Tim Kaine,265,738,,40,3,17,1,0,0
Richmond,029/63,President,,Republican,Donald J. Trump / Michael R. Pence,465,738,,40,3,17,1,0,0
Richmond,029/63,President,,Conservative,Donald J. Trump / Michael R. Pence,38,738,,40,3,17,1,0,0
Richmond,029/63,President,,Green,Jill Stein / Ajamu Baraka,8,738,,40,3,17,1,0,0
Richmond,047/63,President,,Libertarian,Gary Johnson / Bill Weld,3,767,,46,1,10,8,0,0
Richmond,047/63,President,,Independence,Gary Johnson / Bill Weld,4,767,,46,1,10,8,0,0
Richmond,047/63,President,,Working Families,Hillary Clinton / Tim Kaine,11,767,,46,1,10,8,0,0
Richmond,047/63,President,,Women's Equality,Hillary Clinton / Tim Kaine,0,767,,46,1,10,8,0,0
Richmond,047/63,President,,Democratic,Hillary Clinton / Tim Kaine,255,767,,46,1,10,8,0,0
Richmond,047/63,President,,Republican,Donald J. Trump / Michael R. Pence,481,767,,46,1,10,8,0,0
Richmond,047/63,President,,Conservative,Donald J. Trump / Michael R. Pence,50,767,,46,1,10,8,0,0
Richmond,047/63,President,,Green,Jill Stein / Ajamu Baraka,4,767,,46,1,10,8,0,0
Richmond,029/61,President,,Libertarian,Gary Johnson / Bill Weld,1,520,,23,0,9,4,0,0
Richmond,029/61,President,,Independence,Gary Johnson / Bill Weld,6,520,,23,0,9,4,0,0
Richmond,029/61,President,,Working Families,Hillary Clinton / Tim Kaine,20,520,,23,0,9,4,0,0
Richmond,029/61,President,,Women's Equality,Hillary Clinton / Tim Kaine,3,520,,23,0,9,4,0,0
Richmond,029/61,President,,Democratic,Hillary Clinton / Tim Kaine,258,520,,23,0,9,4,0,0
Richmond,029/61,President,,Republican,Donald J. Trump / Michael R. Pence,225,520,,23,0,9,4,0,0
Richmond,029/61,President,,Conservative,Donald J. Trump / Michael R. Pence,25,520,,23,0,9,4,0,0
Richmond,029/61,President,,Green,Jill Stein / Ajamu Baraka,9,520,,23,0,9,4,0,0
Richmond,068/61,President,,Libertarian,Gary Johnson / Bill Weld,0,0,,0,0,0,,0,0
Richmond,068/61,President,,Independence,Gary Johnson / Bill Weld,0,0,,0,0,0,,0,0
Richmond,068/61,President,,Working Families,Hillary Clinton / Tim Kaine,0,0,,0,0,0,,0,0
Richmond,068/61,President,,Women's Equality,Hillary Clinton / Tim Kaine,0,0,,0,0,0,,0,0
Richmond,068/61,President,,Democratic,Hillary Clinton / Tim Kaine,0,0,,0,0,0,,0,0
Richmond,068/61,President,,Republican,Donald J. Trump / Michael R. Pence,0,0,,0,0,0,,0,0
Richmond,068/61,President,,Conservative,Donald J. Trump / Michael R. Pence,0,0,,0,0,0,,0,0
Richmond,068/61,President,,Green,Jill Stein / Ajamu Baraka,0,0,,0,0,0,,0,0
Richmond,068/63,President,,Libertarian,Gary Johnson / Bill Weld,3,674,,70,1,9,1,0,0
Richmond,068/63,President,,Independence,Gary Johnson / Bill Weld,4,674,,70,1,9,1,0,0
Richmond,068/63,President,,Working Families,Hillary Clinton / Tim Kaine,10,674,,70,1,9,1,0,0
Richmond,068/63,President,,Women's Equality,Hillary Clinton / Tim Kaine,2,674,,70,1,9,1,0,0
Richmond,068/63,President,,Democratic,Hillary Clinton / Tim Kaine,476,674,,70,1,9,1,0,0
Richmond,068/63,President,,Republican,Donald J. Trump / Michael R. Pence,233,674,,70,1,9,1,0,0
Richmond,068/63,President,,Conservative,Donald J. Trump / Michael R. Pence,17,674,,70,1,9,1,0,0
Richmond,068/63,President,,Green,Jill Stein / Ajamu Baraka,3,674,,70,1,9,1,0,0
Richmond,068/62,President,,Libertarian,Gary Johnson / Bill Weld,4,724,,51,0,7,7,0,0
Richmond,068/62,President,,Independence,Gary Johnson / Bill Weld,14,724,,51,0,7,7,0,0
Richmond,068/62,President,,Working Families,Hillary Clinton / Tim Kaine,3,724,,51,0,7,7,0,0
Richmond,068/62,President,,Women's Equality,Hillary Clinton / Tim Kaine,3,724,,51,0,7,7,0,0
Richmond,068/62,President,,Democratic,Hillary Clinton / Tim Kaine,245,724,,51,0,7,7,0,0
Richmond,068/62,President,,Republican,Donald J. Trump / Michael R. Pence,444,724,,51,0,7,7,0,0
Richmond,068/62,President,,Conservative,Donald J. Trump / Michael R. Pence,53,724,,51,0,7,7,0,0
Richmond,068/62,President,,Green,Jill Stein / Ajamu Baraka,4,724,,51,0,7,7,0,0
Richmond,005/64,President,,Libertarian,Gary Johnson / Bill Weld,2,781,,36,3,8,2,0,0
Richmond,005/64,President,,Independence,Gary Johnson / Bill Weld,8,781,,36,3,8,2,0,0
Richmond,005/64,President,,Working Families,Hillary Clinton / Tim Kaine,8,781,,36,3,8,2,0,0
Richmond,005/64,President,,Women's Equality,Hillary Clinton / Tim Kaine,2,781,,36,3,8,2,0,0
Richmond,005/64,President,,Democratic,Hillary Clinton / Tim Kaine,212,781,,36,3,8,2,0,0
Richmond,005/64,President,,Republican,Donald J. Trump / Michael R. Pence,525,781,,36,3,8,2,0,0
Richmond,005/64,President,,Conservative,Donald J. Trump / Michael R. Pence,53,781,,36,3,8,2,0,0
Richmond,005/64,President,,Green,Jill Stein / Ajamu Baraka,6,781,,36,3,8,2,0,0
Richmond,049/63,President,,Libertarian,Gary Johnson / Bill Weld,2,690,,46,2,3,7,1,0
Richmond,049/63,President,,Independence,Gary Johnson / Bill Weld,6,690,,46,2,3,7,1,0
Richmond,049/63,President,,Working Families,Hillary Clinton / Tim Kaine,6,690,,46,2,3,7,1,0
Richmond,049/63,President,,Women's Equality,Hillary Clinton / Tim Kaine,2,690,,46,2,3,7,1,0
Richmond,049/63,President,,Democratic,Hillary Clinton / Tim Kaine,221,690,,46,2,3,7,1,0
Richmond,049/63,President,,Republican,Donald J. Trump / Michael R. Pence,438,690,,46,2,3,7,1,0
Richmond,049/63,President,,Conservative,Donald J. Trump / Michael R. Pence,45,690,,46,2,3,7,1,0
Richmond,049/63,President,,Green,Jill Stein / Ajamu Baraka,9,690,,46,2,3,7,1,0
Richmond,040/64,President,,Libertarian,Gary Johnson / Bill Weld,0,590,,18,0,18,1,0,0
Richmond,040/64,President,,Independence,Gary Johnson / Bill Weld,4,590,,18,0,18,1,0,0
Richmond,040/64,President,,Working Families,Hillary Clinton / Tim Kaine,11,590,,18,0,18,1,0,0
Richmond,040/64,President,,Women's Equality,Hillary Clinton / Tim Kaine,3,590,,18,0,18,1,0,0
Richmond,040/64,President,,Democratic,Hillary Clinton / Tim Kaine,365,590,,18,0,18,1,0,0
Richmond,040/64,President,,Republican,Donald J. Trump / Michael R. Pence,212,590,,18,0,18,1,0,0
Richmond,040/64,President,,Conservative,Donald J. Trump / Michael R. Pence,18,590,,18,0,18,1,0,0
Richmond,040/64,President,,Green,Jill Stein / Ajamu Baraka,9,590,,18,0,18,1,0,0
Richmond,005/61,President,,Libertarian,Gary Johnson / Bill Weld,3,524,,25,2,22,3,0,0
Richmond,005/61,President,,Independence,Gary Johnson / Bill Weld,12,524,,25,2,22,3,0,0
Richmond,005/61,President,,Working Families,Hillary Clinton / Tim Kaine,31,524,,25,2,22,3,0,0
Richmond,005/61,President,,Women's Equality,Hillary Clinton / Tim Kaine,5,524,,25,2,22,3,0,0
Richmond,005/61,President,,Democratic,Hillary Clinton / Tim Kaine,433,524,,25,2,22,3,0,0
Richmond,005/61,President,,Republican,Donald J. Trump / Michael R. Pence,58,524,,25,2,22,3,0,0
Richmond,005/61,President,,Conservative,Donald J. Trump / Michael R. Pence,5,524,,25,2,22,3,0,0
Richmond,005/61,President,,Green,Jill Stein / Ajamu Baraka,20,524,,25,2,22,3,0,0
Richmond,005/62,President,,Libertarian,Gary Johnson / Bill Weld,3,773,,29,0,13,6,0,0
Richmond,005/62,President,,Independence,Gary Johnson / Bill Weld,7,773,,29,0,13,6,0,0
Richmond,005/62,President,,Working Families,Hillary Clinton / Tim Kaine,4,773,,29,0,13,6,0,0
Richmond,005/62,President,,Women's Equality,Hillary Clinton / Tim Kaine,2,773,,29,0,13,6,0,0
Richmond,005/62,President,,Democratic,Hillary Clinton / Tim Kaine,102,773,,29,0,13,6,0,0
Richmond,005/62,President,,Republican,Donald J. Trump / Michael R. Pence,642,773,,29,0,13,6,0,0
Richmond,005/62,President,,Conservative,Donald J. Trump / Michael R. Pence,43,773,,29,0,13,6,0,0
Richmond,005/62,President,,Green,Jill Stein / Ajamu Baraka,3,773,,29,0,13,6,0,0
Richmond,005/63,President,,Libertarian,Gary Johnson / Bill Weld,2,656,,28,1,15,1,0,0
Richmond,005/63,President,,Independence,Gary Johnson / Bill Weld,9,656,,28,1,15,1,0,0
Richmond,005/63,President,,Working Families,Hillary Clinton / Tim Kaine,3,656,,28,1,15,1,0,0
Richmond,005/63,President,,Women's Equality,Hillary Clinton / Tim Kaine,0,656,,28,1,15,1,0,0
Richmond,005/63,President,,Democratic,Hillary Clinton / Tim Kaine,195,656,,28,1,15,1,0,0
Richmond,005/63,President,,Republican,Donald J. Trump / Michael R. Pence,449,656,,28,1,15,1,0,0
Richmond,005/63,President,,Conservative,Donald J. Trump / Michael R. Pence,28,656,,28,1,15,1,0,0
Richmond,005/63,President,,Green,Jill Stein / Ajamu Baraka,10,656,,28,1,15,1,0,0
Richmond,026/64,President,,Libertarian,Gary Johnson / Bill Weld,3,719,,18,5,10,6,0,0
Richmond,026/64,President,,Independence,Gary Johnson / Bill Weld,12,719,,18,5,10,6,0,0
Richmond,026/64,President,,Working Families,Hillary Clinton / Tim Kaine,10,719,,18,5,10,6,0,0
Richmond,026/64,President,,Women's Equality,Hillary Clinton / Tim Kaine,2,719,,18,5,10,6,0,0
Richmond,026/64,President,,Democratic,Hillary Clinton / Tim Kaine,227,719,,18,5,10,6,0,0
Richmond,026/64,President,,Republican,Donald J. Trump / Michael R. Pence,441,719,,18,5,10,6,0,0
Richmond,026/64,President,,Conservative,Donald J. Trump / Michael R. Pence,45,719,,18,5,10,6,0,0
Richmond,026/64,President,,Green,Jill Stein / Ajamu Baraka,1,719,,18,5,10,6,0,0
Richmond,026/63,President,,Libertarian,Gary Johnson / Bill Weld,2,665,,20,10,9,10,0,0
Richmond,026/63,President,,Independence,Gary Johnson / Bill Weld,11,665,,20,10,9,10,0,0
Richmond,026/63,President,,Working Families,Hillary Clinton / Tim Kaine,0,665,,20,10,9,10,0,0
Richmond,026/63,President,,Women's Equality,Hillary Clinton / Tim Kaine,0,665,,20,10,9,10,0,0
Richmond,026/63,President,,Democratic,Hillary Clinton / Tim Kaine,206,665,,20,10,9,10,0,0
Richmond,026/63,President,,Republican,Donald J. Trump / Michael R. Pence,425,665,,20,10,9,10,0,0
Richmond,026/63,President,,Conservative,Donald J. Trump / Michael R. Pence,36,665,,20,10,9,10,0,0
Richmond,026/63,President,,Green,Jill Stein / Ajamu Baraka,7,665,,20,10,9,10,0,0
Richmond,026/62,President,,Libertarian,Gary Johnson / Bill Weld,4,744,,41,1,8,8,0,0
Richmond,026/62,President,,Independence,Gary Johnson / Bill Weld,15,744,,41,1,8,8,0,0
Richmond,026/62,President,,Working Families,Hillary Clinton / Tim Kaine,8,744,,41,1,8,8,0,0
Richmond,026/62,President,,Women's Equality,Hillary Clinton / Tim Kaine,1,744,,41,1,8,8,0,0
Richmond,026/62,President,,Democratic,Hillary Clinton / Tim Kaine,280,744,,41,1,8,8,0,0
Richmond,026/62,President,,Republican,Donald J. Trump / Michael R. Pence,423,744,,41,1,8,8,0,0
Richmond,026/62,President,,Conservative,Donald J. Trump / Michael R. Pence,45,744,,41,1,8,8,0,0
Richmond,026/62,President,,Green,Jill Stein / Ajamu Baraka,8,744,,41,1,8,8,0,0
Richmond,026/61,President,,Libertarian,Gary Johnson / Bill Weld,2,644,,21,2,18,10,0,0
Richmond,026/61,President,,Independence,Gary Johnson / Bill Weld,6,644,,21,2,18,10,0,0
Richmond,026/61,President,,Working Families,Hillary Clinton / Tim Kaine,10,644,,21,2,18,10,0,0
Richmond,026/61,President,,Women's Equality,Hillary Clinton / Tim Kaine,0,644,,21,2,18,10,0,0
Richmond,026/61,President,,Democratic,Hillary Clinton / Tim Kaine,506,644,,21,2,18,10,0,0
Richmond,026/61,President,,Republican,Donald J. Trump / Michael R. Pence,124,644,,21,2,18,10,0,0
Richmond,026/61,President,,Conservative,Donald J. Trump / Michael R. Pence,14,644,,21,2,18,10,0,0
Richmond,026/61,President,,Green,Jill Stein / Ajamu Baraka,12,644,,21,2,18,10,0,0
Richmond,053/64,President,,Libertarian,Gary Johnson / Bill Weld,3,562,,26,5,11,2,0,0
Richmond,053/64,President,,Independence,Gary Johnson / Bill Weld,8,562,,26,5,11,2,0,0
Richmond,053/64,President,,Working Families,Hillary Clinton / Tim Kaine,14,562,,26,5,11,2,0,0
Richmond,053/64,President,,Women's Equality,Hillary Clinton / Tim Kaine,0,562,,26,5,11,2,0,0
Richmond,053/64,President,,Democratic,Hillary Clinton / Tim Kaine,271,562,,26,5,11,2,0,0
Richmond,053/64,President,,Republican,Donald J. Trump / Michael R. Pence,275,562,,26,5,11,2,0,0
Richmond,053/64,President,,Conservative,Donald J. Trump / Michael R. Pence,18,562,,26,5,11,2,0,0
Richmond,053/64,President,,Green,Jill Stein / Ajamu Baraka,12,562,,26,5,11,2,0,0
Richmond,056/61,President,,Libertarian,Gary Johnson / Bill Weld,0,512,,26,1,26,2,0,0
Richmond,056/61,President,,Independence,Gary Johnson / Bill Weld,5,512,,26,1,26,2,0,0
Richmond,056/61,President,,Working Families,Hillary Clinton / Tim Kaine,17,512,,26,1,26,2,0,0
Richmond,056/61,President,,Women's Equality,Hillary Clinton / Tim Kaine,3,512,,26,1,26,2,0,0
Richmond,056/61,President,,Democratic,Hillary Clinton / Tim Kaine,450,512,,26,1,26,2,0,0
Richmond,056/61,President,,Republican,Donald J. Trump / Michael R. Pence,68,512,,26,1,26,2,0,0
Richmond,056/61,President,,Conservative,Donald J. Trump / Michael R. Pence,7,512,,26,1,26,2,0,0
Richmond,056/61,President,,Green,Jill Stein / Ajamu Baraka,10,512,,26,1,26,2,0,0
Richmond,056/62,President,,Libertarian,Gary Johnson / Bill Weld,3,753,,37,6,16,3,0,0
Richmond,056/62,President,,Independence,Gary Johnson / Bill Weld,10,753,,37,6,16,3,0,0
Richmond,056/62,President,,Working Families,Hillary Clinton / Tim Kaine,9,753,,37,6,16,3,0,0
Richmond,056/62,President,,Women's Equality,Hillary Clinton / Tim Kaine,1,753,,37,6,16,3,0,0
Richmond,056/62,President,,Democratic,Hillary Clinton / Tim Kaine,216,753,,37,6,16,3,0,0
Richmond,056/62,President,,Republican,Donald J. Trump / Michael R. Pence,507,753,,37,6,16,3,0,0
Richmond,056/62,President,,Conservative,Donald J. Trump / Michael R. Pence,39,753,,37,6,16,3,0,0
Richmond,056/62,President,,Green,Jill Stein / Ajamu Baraka,16,753,,37,6,16,3,0,0
Richmond,056/63,President,,Libertarian,Gary Johnson / Bill Weld,1,637,,27,0,6,,0,0
Richmond,056/63,President,,Independence,Gary Johnson / Bill Weld,10,637,,27,0,6,,0,0
Richmond,056/63,President,,Working Families,Hillary Clinton / Tim Kaine,6,637,,27,0,6,,0,0
Richmond,056/63,President,,Women's Equality,Hillary Clinton / Tim Kaine,1,637,,27,0,6,,0,0
Richmond,056/63,President,,Democratic,Hillary Clinton / Tim Kaine,375,637,,27,0,6,,0,0
Richmond,056/63,President,,Republican,Donald J. Trump / Michael R. Pence,255,637,,27,0,6,,0,0
Richmond,056/63,President,,Conservative,Donald J. Trump / Michael R. Pence,22,637,,27,0,6,,0,0
Richmond,056/63,President,,Green,Jill Stein / Ajamu Baraka,0,637,,27,0,6,,0,0
Richmond,057/63,President,,Libertarian,Gary Johnson / Bill Weld,2,705,,27,24,10,11,0,0
Richmond,057/63,President,,Independence,Gary Johnson / Bill Weld,5,705,,27,24,10,11,0,0
Richmond,057/63,President,,Working Families,Hillary Clinton / Tim Kaine,6,705,,27,24,10,11,0,0
Richmond,057/63,President,,Women's Equality,Hillary Clinton / Tim Kaine,3,705,,27,24,10,11,0,0
Richmond,057/63,President,,Democratic,Hillary Clinton / Tim Kaine,259,705,,27,24,10,11,0,0
Richmond,057/63,President,,Republican,Donald J. Trump / Michael R. Pence,432,705,,27,24,10,11,0,0
Richmond,057/63,President,,Conservative,Donald J. Trump / Michael R. Pence,34,705,,27,24,10,11,0,0
Richmond,057/63,President,,Green,Jill Stein / Ajamu Baraka,5,705,,27,24,10,11,0,0
Richmond,057/62,President,,Libertarian,Gary Johnson / Bill Weld,5,685,,38,0,7,3,0,0
Richmond,057/62,President,,Independence,Gary Johnson / Bill Weld,8,685,,38,0,7,3,0,0
Richmond,057/62,President,,Working Families,Hillary Clinton / Tim Kaine,8,685,,38,0,7,3,0,0
Richmond,057/62,President,,Women's Equality,Hillary Clinton / Tim Kaine,0,685,,38,0,7,3,0,0
Richmond,057/62,President,,Democratic,Hillary Clinton / Tim Kaine,149,685,,38,0,7,3,0,0
Richmond,057/62,President,,Republican,Donald J. Trump / Michael R. Pence,508,685,,38,0,7,3,0,0
Richmond,057/62,President,,Conservative,Donald J. Trump / Michael R. Pence,41,685,,38,0,7,3,0,0
Richmond,057/62,President,,Green,Jill Stein / Ajamu Baraka,5,685,,38,0,7,3,0,0
Richmond,057/61,President,,Libertarian,Gary Johnson / Bill Weld,4,733,,35,6,21,3,0,0
Richmond,057/61,President,,Independence,Gary Johnson / Bill Weld,12,733,,35,6,21,3,0,0
Richmond,057/61,President,,Working Families,Hillary Clinton / Tim Kaine,22,733,,35,6,21,3,0,0
Richmond,057/61,President,,Women's Equality,Hillary Clinton / Tim Kaine,1,733,,35,6,21,3,0,0
Richmond,057/61,President,,Democratic,Hillary Clinton / Tim Kaine,519,733,,35,6,21,3,0,0
Richmond,057/61,President,,Republican,Donald J. Trump / Michael R. Pence,183,733,,35,6,21,3,0,0
Richmond,057/61,President,,Conservative,Donald J. Trump / Michael R. Pence,31,733,,35,6,21,3,0,0
Richmond,057/61,President,,Green,Jill Stein / Ajamu Baraka,15,733,,35,6,21,3,0,0
Richmond,024/64,President,,Libertarian,Gary Johnson / Bill Weld,1,627,,17,2,3,5,0,0
Richmond,024/64,President,,Independence,Gary Johnson / Bill Weld,8,627,,17,2,3,5,0,0
Richmond,024/64,President,,Working Families,Hillary Clinton / Tim Kaine,4,627,,17,2,3,5,0,0
Richmond,024/64,President,,Women's Equality,Hillary Clinton / Tim Kaine,1,627,,17,2,3,5,0,0
Richmond,024/64,President,,Democratic,Hillary Clinton / Tim Kaine,204,627,,17,2,3,5,0,0
Richmond,024/64,President,,Republican,Donald J. Trump / Michael R. Pence,376,627,,17,2,3,5,0,0
Richmond,024/64,President,,Conservative,Donald J. Trump / Michael R. Pence,41,627,,17,2,3,5,0,0
Richmond,024/64,President,,Green,Jill Stein / Ajamu Baraka,6,627,,17,2,3,5,0,0
Richmond,035/63,President,,Libertarian,Gary Johnson / Bill Weld,5,651,,43,2,4,3,1,0
Richmond,035/63,President,,Independence,Gary Johnson / Bill Weld,9,651,,43,2,4,3,1,0
Richmond,035/63,President,,Working Families,Hillary Clinton / Tim Kaine,14,651,,43,2,4,3,1,0
Richmond,035/63,President,,Women's Equality,Hillary Clinton / Tim Kaine,2,651,,43,2,4,3,1,0
Richmond,035/63,President,,Democratic,Hillary Clinton / Tim Kaine,189,651,,43,2,4,3,1,0
Richmond,035/63,President,,Republican,Donald J. Trump / Michael R. Pence,396,651,,43,2,4,3,1,0
Richmond,035/63,President,,Conservative,Donald J. Trump / Michael R. Pence,69,651,,43,2,4,3,1,0
Richmond,035/63,President,,Green,Jill Stein / Ajamu Baraka,8,651,,43,2,4,3,1,0
Richmond,073/63,President,,Libertarian,Gary Johnson / Bill Weld,2,623,,24,1,15,4,0,0
Richmond,073/63,President,,Independence,Gary Johnson / Bill Weld,10,623,,24,1,15,4,0,0
Richmond,073/63,President,,Working Families,Hillary Clinton / Tim Kaine,11,623,,24,1,15,4,0,0
Richmond,073/63,President,,Women's Equality,Hillary Clinton / Tim Kaine,3,623,,24,1,15,4,0,0
Richmond,073/63,President,,Democratic,Hillary Clinton / Tim Kaine,272,623,,24,1,15,4,0,0
Richmond,073/63,President,,Republican,Donald J. Trump / Michael R. Pence,310,623,,24,1,15,4,0,0
Richmond,073/63,President,,Conservative,Donald J. Trump / Michael R. Pence,38,623,,24,1,15,4,0,0
Richmond,073/63,President,,Green,Jill Stein / Ajamu Baraka,10,623,,24,1,15,4,0,0
Richmond,069/63,President,,Libertarian,Gary Johnson / Bill Weld,1,398,,107,1,5,,0,0
Richmond,069/63,President,,Independence,Gary Johnson / Bill Weld,2,398,,107,1,5,,0,0
Richmond,069/63,President,,Working Families,Hillary Clinton / Tim Kaine,5,398,,107,1,5,,0,0
Richmond,069/63,President,,Women's Equality,Hillary Clinton / Tim Kaine,0,398,,107,1,5,,0,0
Richmond,069/63,President,,Democratic,Hillary Clinton / Tim Kaine,238,398,,107,1,5,,0,0
Richmond,069/63,President,,Republican,Donald J. Trump / Michael R. Pence,235,398,,107,1,5,,0,0
Richmond,069/63,President,,Conservative,Donald J. Trump / Michael R. Pence,25,398,,107,1,5,,0,0
Richmond,069/63,President,,Green,Jill Stein / Ajamu Baraka,5,398,,107,1,5,,0,0
Richmond,028/64,President,,Libertarian,Gary Johnson / Bill Weld,3,518,,18,2,10,2,0,1
Richmond,028/64,President,,Independence,Gary Johnson / Bill Weld,5,518,,18,2,10,2,0,1
Richmond,028/64,President,,Working Families,Hillary Clinton / Tim Kaine,12,518,,18,2,10,2,0,1
Richmond,028/64,President,,Women's Equality,Hillary Clinton / Tim Kaine,2,518,,18,2,10,2,0,1
Richmond,028/64,President,,Democratic,Hillary Clinton / Tim Kaine,134,518,,18,2,10,2,0,1
Richmond,028/64,President,,Republican,Donald J. Trump / Michael R. Pence,338,518,,18,2,10,2,0,1
Richmond,028/64,President,,Conservative,Donald J. Trump / Michael R. Pence,32,518,,18,2,10,2,0,1
Richmond,028/64,President,,Green,Jill Stein / Ajamu Baraka,14,518,,18,2,10,2,0,1
Richmond,067/63,President,,Libertarian,Gary Johnson / Bill Weld,1,541,,20,5,7,6,0,0
Richmond,067/63,President,,Independence,Gary Johnson / Bill Weld,10,541,,20,5,7,6,0,0
