county,precinct,office,district,party,candidate,votes,public_counter_votes,emergency_votes,absentee_military_votes,federal_votes,affidavit_votes
Kings,082/41,President,,Democratic,Bernie Sanders,56,108,0,6,0,2
Kings,082/41,President,,Democratic,Hillary Clinton,57,108,0,6,0,2
Kings,082/44,President,,Democratic,Bernie Sanders,0,0,0,0,0,0
Kings,082/44,President,,Democratic,Hillary Clinton,0,0,0,0,0,0
Kings,027/59,President,,Democratic,Bernie Sanders,86,264,0,0,0,1
Kings,027/59,President,,Democratic,Hillary Clinton,179,264,0,0,0,1
Kings,027/58,President,,Democratic,Bernie Sanders,72,256,0,4,0,5
Kings,027/58,President,,Democratic,Hillary Clinton,191,256,0,4,0,5
Kings,064/53,President,,Democratic,Bernie Sanders,99,160,0,3,1,8
Kings,064/53,President,,Democratic,Hillary Clinton,70,160,0,3,1,8
Kings,023/59,President,,Democratic,Bernie Sanders,48,128,0,0,0,8
Kings,023/59,President,,Democratic,Hillary Clinton,87,128,0,0,0,8
Kings,078/43,President,,Democratic,Bernie Sanders,44,167,0,18,1,2
Kings,078/43,President,,Democratic,Hillary Clinton,141,167,0,18,1,2
Kings,051/44,President,,Democratic,Bernie Sanders,199,366,0,7,0,10
Kings,051/44,President,,Democratic,Hillary Clinton,183,366,0,7,0,10
Kings,051/43,President,,Democratic,Bernie Sanders,92,340,0,3,0,7
Kings,051/43,President,,Democratic,Hillary Clinton,256,340,0,3,0,7
Kings,051/41,President,,Democratic,Bernie Sanders,17,40,0,0,0,0
Kings,051/41,President,,Democratic,Hillary Clinton,22,40,0,0,0,0
Kings,064/47,President,,Democratic,Bernie Sanders,56,86,1,3,0,5
Kings,064/47,President,,Democratic,Hillary Clinton,37,86,1,3,0,5
Kings,064/46,President,,Democratic,Bernie Sanders,107,188,0,6,1,8
Kings,064/46,President,,Democratic,Hillary Clinton,94,188,0,6,1,8
Kings,064/45,President,,Democratic,Bernie Sanders,52,85,0,3,4,1
Kings,064/45,President,,Democratic,Hillary Clinton,39,85,0,3,4,1
Kings,064/44,President,,Democratic,Bernie Sanders,79,142,0,1,0,11
Kings,064/44,President,,Democratic,Hillary Clinton,74,142,0,1,0,11
Kings,064/43,President,,Democratic,Bernie Sanders,55,156,0,2,1,4
Kings,064/43,President,,Democratic,Hillary Clinton,105,156,0,2,1,4
Kings,023/54,President,,Democratic,Bernie Sanders,101,199,0,2,0,8
Kings,023/54,President,,Democratic,Hillary Clinton,108,199,0,2,0,8
Kings,044/45,President,,Democratic,Bernie Sanders,11,22,0,0,0,1
Kings,044/45,President,,Democratic,Hillary Clinton,12,22,0,0,0,1
Kings,044/44,President,,Democratic,Bernie Sanders,58,122,0,1,2,6
Kings,044/44,President,,Democratic,Hillary Clinton,71,122,0,1,2,6
Kings,044/47,President,,Democratic,Bernie Sanders,59,102,0,1,0,4
Kings,044/47,President,,Democratic,Hillary Clinton,48,102,0,1,0,4
Kings,044/46,President,,Democratic,Bernie Sanders,50,74,0,9,0,0
Kings,044/46,President,,Democratic,Hillary Clinton,30,74,0,9,0,0
Kings,044/41,President,,Democratic,Bernie Sanders,25,46,0,3,0,6
Kings,044/41,President,,Democratic,Hillary Clinton,30,46,0,3,0,6
Kings,064/41,President,,Democratic,Bernie Sanders,113,231,0,6,0,9
Kings,064/41,President,,Democratic,Hillary Clinton,126,231,0,6,0,9
Kings,044/43,President,,Democratic,Bernie Sanders,169,331,0,10,1,13
Kings,044/43,President,,Democratic,Hillary Clinton,186,331,0,10,1,13
Kings,044/42,President,,Democratic,Bernie Sanders,61,191,0,2,0,5
Kings,044/42,President,,Democratic,Hillary Clinton,135,191,0,2,0,5
Kings,051/48,President,,Democratic,Bernie Sanders,28,57,0,2,0,2
Kings,051/48,President,,Democratic,Hillary Clinton,27,57,0,2,0,2
Kings,044/49,President,,Democratic,Bernie Sanders,11,24,0,0,1,1
Kings,044/49,President,,Democratic,Hillary Clinton,14,24,0,0,1,1
Kings,044/48,President,,Democratic,Bernie Sanders,29,67,0,1,0,5
Kings,044/48,President,,Democratic,Hillary Clinton,40,67,0,1,0,5
Kings,033/60,President,,Democratic,Bernie Sanders,59,227,0,1,0,4
Kings,033/60,President,,Democratic,Hillary Clinton,164,227,0,1,0,4
Kings,014/57,President,,Democratic,Bernie Sanders,69,165,0,5,0,8
Kings,014/57,President,,Democratic,Hillary Clinton,108,165,0,5,0,8
Kings,014/56,President,,Democratic,Bernie Sanders,177,280,0,5,0,7
Kings,014/56,President,,Democratic,Hillary Clinton,113,280,0,5,0,7
Kings,014/55,President,,Democratic,Bernie Sanders,110,259,0,3,2,3
Kings,014/55,President,,Democratic,Hillary Clinton,155,259,0,3,2,3
Kings,014/54,President,,Democratic,Bernie Sanders,27,31,0,3,0,2
Kings,014/54,President,,Democratic,Hillary Clinton,8,31,0,3,0,2
Kings,014/52,President,,Democratic,Bernie Sanders,141,391,0,14,5,12
Kings,014/52,President,,Democratic,Hillary Clinton,280,391,0,14,5,12
Kings,014/51,President,,Democratic,Bernie Sanders,64,129,0,0,0,2
Kings,014/51,President,,Democratic,Hillary Clinton,63,129,0,0,0,2
Kings,014/50,President,,Democratic,Bernie Sanders,43,91,0,5,0,4
Kings,014/50,President,,Democratic,Hillary Clinton,57,91,0,5,0,4
Kings,014/59,President,,Democratic,Bernie Sanders,82,341,0,3,0,6
Kings,014/59,President,,Democratic,Hillary Clinton,262,341,0,3,0,6
Kings,014/58,President,,Democratic,Bernie Sanders,30,144,0,1,0,0
Kings,014/58,President,,Democratic,Hillary Clinton,112,144,0,1,0,0
Kings,092/55,President,,Democratic,Bernie Sanders,52,213,0,3,0,3
Kings,092/55,President,,Democratic,Hillary Clinton,166,213,0,3,0,3
Kings,092/57,President,,Democratic,Bernie Sanders,106,240,0,2,1,8
Kings,092/57,President,,Democratic,Hillary Clinton,143,240,0,2,1,8
Kings,092/50,President,,Democratic,Bernie Sanders,182,282,0,5,0,13
Kings,092/50,President,,Democratic,Hillary Clinton,115,282,0,5,0,13
Kings,092/52,President,,Democratic,Bernie Sanders,134,346,0,10,2,8
Kings,092/52,President,,Democratic,Hillary Clinton,230,346,0,10,2,8
Kings,072/60,President,,Democratic,Bernie Sanders,61,175,0,0,0,3
Kings,072/60,President,,Democratic,Hillary Clinton,117,175,0,0,0,3
Kings,052/51,President,,Democratic,Bernie Sanders,48,105,0,2,0,4
Kings,052/51,President,,Democratic,Hillary Clinton,63,105,0,2,0,4
Kings,052/50,President,,Democratic,Bernie Sanders,130,277,0,4,0,5
Kings,052/50,President,,Democratic,Hillary Clinton,154,277,0,4,0,5
Kings,052/53,President,,Democratic,Bernie Sanders,19,22,0,0,0,0
