county,precinct,office,district,party,candidate,votes,public_counter_votes,emergency_votes,absentee_military_votes,federal_votes,affidavit_votes
New York,025/72,President,,Republican,John R. Kasich,0,3,0,1,0,0
New York,025/72,President,,Republican,Donald J. Trump,3,3,0,1,0,0
New York,025/72,President,,Republican,Ben Carson,0,3,0,1,0,0
New York,025/72,President,,Republican,Ted Cruz,1,3,0,1,0,0
New York,012/71,President,,Republican,John R. Kasich,4,8,0,0,0,1
New York,012/71,President,,Republican,Donald J. Trump,5,8,0,0,0,1
New York,012/71,President,,Republican,Ben Carson,0,8,0,0,0,1
New York,012/71,President,,Republican,Ted Cruz,0,8,0,0,0,1
New York,028/74,President,,Republican,John R. Kasich,1,5,0,0,0,0
New York,028/74,President,,Republican,Donald J. Trump,4,5,0,0,0,0
New York,028/74,President,,Republican,Ben Carson,0,5,0,0,0,0
New York,028/74,President,,Republican,Ted Cruz,0,5,0,0,0,0
New York,028/75,President,,Republican,John R. Kasich,5,24,0,0,0,0
New York,028/75,President,,Republican,Donald J. Trump,15,24,0,0,0,0
New York,028/75,President,,Republican,Ben Carson,1,24,0,0,0,0
New York,028/75,President,,Republican,Ted Cruz,3,24,0,0,0,0
New York,028/72,President,,Republican,John R. Kasich,0,4,0,1,0,0
New York,028/72,President,,Republican,Donald J. Trump,4,4,0,1,0,0
New York,028/72,President,,Republican,Ben Carson,0,4,0,1,0,0
New York,028/72,President,,Republican,Ted Cruz,1,4,0,1,0,0
New York,028/73,President,,Republican,John R. Kasich,12,43,0,0,1,0
New York,028/73,President,,Republican,Donald J. Trump,26,43,0,0,1,0
New York,028/73,President,,Republican,Ben Carson,0,43,0,0,1,0
New York,028/73,President,,Republican,Ted Cruz,6,43,0,0,1,0
New York,028/70,President,,Republican,John R. Kasich,2,4,0,0,0,0
New York,028/70,President,,Republican,Donald J. Trump,1,4,0,0,0,0
New York,028/70,President,,Republican,Ben Carson,0,4,0,0,0,0
New York,028/70,President,,Republican,Ted Cruz,1,4,0,0,0,0
New York,028/71,President,,Republican,John R. Kasich,3,6,0,0,0,0
New York,028/71,President,,Republican,Donald J. Trump,2,6,0,0,0,0
New York,028/71,President,,Republican,Ben Carson,1,6,0,0,0,0
New York,028/71,President,,Republican,Ted Cruz,0,6,0,0,0,0
New York,082/73,President,,Republican,John R. Kasich,49,82,0,4,0,3
New York,082/73,President,,Republican,Donald J. Trump,30,82,0,4,0,3
New York,082/73,President,,Republican,Ben Carson,0,82,0,4,0,3
New York,082/73,President,,Republican,Ted Cruz,9,82,0,4,0,3
New York,004/74,President,,Republican,John R. Kasich,0,1,0,0,0,0
New York,004/74,President,,Republican,Donald J. Trump,1,1,0,0,0,0
New York,004/74,President,,Republican,Ben Carson,0,1,0,0,0,0
New York,004/74,President,,Republican,Ted Cruz,0,1,0,0,0,0
New York,004/75,President,,Republican,John R. Kasich,8,14,0,0,0,1
New York,004/75,President,,Republican,Donald J. Trump,5,14,0,0,0,1
New York,004/75,President,,Republican,Ben Carson,0,14,0,0,0,1
New York,004/75,President,,Republican,Ted Cruz,2,14,0,0,0,1
New York,004/76,President,,Republican,John R. Kasich,21,42,0,4,0,3
New York,004/76,President,,Republican,Donald J. Trump,21,42,0,4,0,3
New York,004/76,President,,Republican,Ben Carson,0,42,0,4,0,3
New York,004/76,President,,Republican,Ted Cruz,7,42,0,4,0,3
New York,025/76,President,,Republican,John R. Kasich,21,46,0,0,0,3
New York,025/76,President,,Republican,Donald J. Trump,25,46,0,0,0,3
New York,025/76,President,,Republican,Ben Carson,0,46,0,0,0,3
New York,025/76,President,,Republican,Ted Cruz,3,46,0,0,0,3
New York,004/70,President,,Republican,John R. Kasich,1,3,0,1,0,0
New York,004/70,President,,Republican,Donald J. Trump,0,3,0,1,0,0
New York,004/70,President,,Republican,Ben Carson,1,3,0,1,0,0
New York,004/70,President,,Republican,Ted Cruz,1,3,0,1,0,0
New York,004/71,President,,Republican,John R. Kasich,4,7,0,0,0,0
New York,004/71,President,,Republican,Donald J. Trump,2,7,0,0,0,0
New York,004/71,President,,Republican,Ben Carson,1,7,0,0,0,0
New York,004/71,President,,Republican,Ted Cruz,0,7,0,0,0,0
New York,004/72,President,,Republican,John R. Kasich,0,7,0,1,0,0
New York,004/72,President,,Republican,Donald J. Trump,7,7,0,1,0,0
New York,004/72,President,,Republican,Ben Carson,0,7,0,1,0,0
New York,004/72,President,,Republican,Ted Cruz,0,7,0,1,0,0
New York,004/73,President,,Republican,John R. Kasich,19,43,0,2,1,0
New York,004/73,President,,Republican,Donald J. Trump,22,43,0,2,1,0
New York,004/73,President,,Republican,Ben Carson,0,43,0,2,1,0
