county,precinct,office,district,party,candidate,votes,public_counter_votes,emergency_votes,absentee_military_votes,federal_votes,affidavit_votes
Bronx,052/86,President,,Democratic,Bernie Sanders,32,135,0,2,2,6
Bronx,052/86,President,,Democratic,Hillary Clinton,110,135,0,2,2,6
Bronx,066/85,President,,Democratic,Bernie Sanders,55,177,0,1,0,9
Bronx,066/85,President,,Democratic,Hillary Clinton,129,177,0,1,0,9
Bronx,052/84,President,,Democratic,Bernie Sanders,74,234,0,0,0,11
Bronx,052/84,President,,Democratic,Hillary Clinton,169,234,0,0,0,11
Bronx,052/85,President,,Democratic,Bernie Sanders,62,167,0,1,0,19
Bronx,052/85,President,,Democratic,Hillary Clinton,123,167,0,1,0,19
Bronx,052/82,President,,Democratic,Bernie Sanders,88,151,0,6,0,8
Bronx,052/82,President,,Democratic,Hillary Clinton,72,151,0,6,0,8
Bronx,052/83,President,,Democratic,Bernie Sanders,62,207,0,5,1,16
Bronx,052/83,President,,Democratic,Hillary Clinton,163,207,0,5,1,16
Bronx,028/78,President,,Democratic,Bernie Sanders,35,120,0,3,0,9
Bronx,028/78,President,,Democratic,Hillary Clinton,95,120,0,3,0,9
Bronx,028/79,President,,Democratic,Bernie Sanders,69,238,0,4,0,9
Bronx,028/79,President,,Democratic,Hillary Clinton,179,238,0,4,0,9
Bronx,028/77,President,,Democratic,Bernie Sanders,76,225,0,6,0,20
Bronx,028/77,President,,Democratic,Hillary Clinton,173,225,0,6,0,20
Bronx,066/87,President,,Democratic,Bernie Sanders,53,150,0,2,0,4
Bronx,066/87,President,,Democratic,Hillary Clinton,99,150,0,2,0,4
Bronx,081/82,President,,Democratic,Bernie Sanders,56,176,0,1,2,6
Bronx,081/82,President,,Democratic,Hillary Clinton,127,176,0,1,2,6
Bronx,066/86,President,,Democratic,Bernie Sanders,29,106,0,1,0,0
Bronx,066/86,President,,Democratic,Hillary Clinton,75,106,0,1,0,0
Bronx,004/78,President,,Democratic,Bernie Sanders,46,205,0,10,0,18
Bronx,004/78,President,,Democratic,Hillary Clinton,186,205,0,10,0,18
Bronx,004/79,President,,Democratic,Bernie Sanders,41,127,0,2,0,8
Bronx,004/79,President,,Democratic,Hillary Clinton,94,127,0,2,0,8
Bronx,081/83,President,,Democratic,Bernie Sanders,45,251,0,4,1,4
Bronx,081/83,President,,Democratic,Hillary Clinton,214,251,0,4,1,4
Bronx,051/87,President,,Democratic,Bernie Sanders,60,180,0,0,0,15
Bronx,051/87,President,,Democratic,Hillary Clinton,131,180,0,0,0,15
Bronx,004/77,President,,Democratic,Bernie Sanders,53,160,0,0,0,12
Bronx,004/77,President,,Democratic,Hillary Clinton,119,160,0,0,0,12
Bronx,051/86,President,,Democratic,Bernie Sanders,44,139,0,3,0,7
Bronx,051/86,President,,Democratic,Hillary Clinton,103,139,0,3,0,7
Bronx,035/77,President,,Democratic,Bernie Sanders,68,201,0,2,0,19
Bronx,035/77,President,,Democratic,Hillary Clinton,151,201,0,2,0,19
Bronx,052/80,President,,Democratic,Bernie Sanders,54,149,0,0,0,5
Bronx,052/80,President,,Democratic,Hillary Clinton,97,149,0,0,0,5
Bronx,083/79,President,,Democratic,Bernie Sanders,45,146,0,3,0,6
Bronx,083/79,President,,Democratic,Hillary Clinton,110,146,0,3,0,6
Bronx,052/81,President,,Democratic,Bernie Sanders,31,79,0,7,0,1
Bronx,052/81,President,,Democratic,Hillary Clinton,56,79,0,7,0,1
Bronx,035/78,President,,Democratic,Bernie Sanders,16,53,0,0,2,1
Bronx,035/78,President,,Democratic,Hillary Clinton,40,53,0,0,2,1
Bronx,035/79,President,,Democratic,Bernie Sanders,51,164,0,5,0,12
Bronx,035/79,President,,Democratic,Hillary Clinton,128,164,0,5,0,12
Bronx,081/87,President,,Democratic,Bernie Sanders,49,181,0,0,0,6
Bronx,081/87,President,,Democratic,Hillary Clinton,137,181,0,0,0,6
Bronx,008/77,President,,Democratic,Bernie Sanders,73,244,0,2,0,24
Bronx,008/77,President,,Democratic,Hillary Clinton,196,244,0,2,0,24
Bronx,008/78,President,,Democratic,Bernie Sanders,72,126,0,2,0,15
Bronx,008/78,President,,Democratic,Hillary Clinton,71,126,0,2,0,15
Bronx,008/79,President,,Democratic,Bernie Sanders,37,112,0,1,0,6
Bronx,008/79,President,,Democratic,Hillary Clinton,82,112,0,1,0,6
Bronx,055/78,President,,Democratic,Bernie Sanders,0,0,0,0,0,0
Bronx,055/78,President,,Democratic,Hillary Clinton,0,0,0,0,0,0
Bronx,055/79,President,,Democratic,Bernie Sanders,16,47,0,0,0,4
Bronx,055/79,President,,Democratic,Hillary Clinton,35,47,0,0,0,4
Bronx,056/82,President,,Democratic,Bernie Sanders,83,159,0,3,2,7
Bronx,056/82,President,,Democratic,Hillary Clinton,86,159,0,3,2,7
Bronx,056/83,President,,Democratic,Bernie Sanders,38,192,0,1,0,4
Bronx,056/83,President,,Democratic,Hillary Clinton,159,192,0,1,0,4
Bronx,056/80,President,,Democratic,Bernie Sanders,74,312,0,1,0,6
Bronx,056/80,President,,Democratic,Hillary Clinton,244,312,0,1,0,6
Bronx,056/81,President,,Democratic,Bernie Sanders,84,212,0,10,3,8
Bronx,056/81,President,,Democratic,Hillary Clinton,147,212,0,10,3,8
Bronx,056/86,President,,Democratic,Bernie Sanders,60,194,0,3,0,7
Bronx,056/86,President,,Democratic,Hillary Clinton,137,194,0,3,0,7
Bronx,055/77,President,,Democratic,Bernie Sanders,57,187,0,2,0,7
