county,precinct,office,district,party,candidate,election_day,absentee,votes
Lewis,Croghan 1,President,,DEM,Hillary Clinton,30,2,32
Lewis,Croghan 2,President,,DEM,Hillary Clinton,41,7,48
Lewis,Croghan 3,President,,DEM,Hillary Clinton,83,7,90
Lewis,Croghan 4,President,,DEM,Hillary Clinton,76,5,81
Lewis,Croghan 5,President,,DEM,Hillary Clinton,23,2,25
Lewis,Croghan 6,President,,DEM,Hillary Clinton,21,3,24
Lewis,Denmark 1,President,,DEM,Hillary Clinton,58,6,64
Lewis,Denmark 2,President,,DEM,Hillary Clinton,113,12,125
Lewis,Denmark 3,President,,DEM,Hillary Clinton,72,4,76
Lewis,Diana 1,President,,DEM,Hillary Clinton,116,15,131
Lewis,Diana 2,President,,DEM,Hillary Clinton,65,9,74
Lewis,Greig,President,,DEM,Hillary Clinton,147,19,166
Lewis,Harrisburg,President,,DEM,Hillary Clinton,40,2,42
Lewis,Lewis,President,,DEM,Hillary Clinton,68,5,73
Lewis,Leyden 1,President,,DEM,Hillary Clinton,59,4,63
Lewis,Leyden 2,President,,DEM,Hillary Clinton,26,3,29
Lewis,Leyden 3,President,,DEM,Hillary Clinton,32,3,35
Lewis,Lowville 1,President,,DEM,Hillary Clinton,93,18,111
Lewis,Lowville 2,President,,DEM,Hillary Clinton,131,10,141
Lewis,Lowville 3,President,,DEM,Hillary Clinton,57,28,85
Lewis,Lowville 4,President,,DEM,Hillary Clinton,284,47,331
Lewis,Lowville 5,President,,DEM,Hillary Clinton,42,2,44
Lewis,Lyonsdale 1,President,,DEM,Hillary Clinton,58,4,62
Lewis,Lyonsdale 2,President,,DEM,Hillary Clinton,14,0,14
Lewis,Lyonsdale 3,President,,DEM,Hillary Clinton,3,1,4
Lewis,Martinsburg,President,,DEM,Hillary Clinton,145,9,154
Lewis,Montague,President,,DEM,Hillary Clinton,6,0,6
Lewis,New Bremen 1,President,,DEM,Hillary Clinton,129,11,140
Lewis,New Bremen 2,President,,DEM,Hillary Clinton,129,12,141
Lewis,New Bremen 3,President,,DEM,Hillary Clinton,30,1,31
Lewis,Osceola,President,,DEM,Hillary Clinton,21,3,24
Lewis,Pinckney,President,,DEM,Hillary Clinton,27,7,34
Lewis,Turin,President,,DEM,Hillary Clinton,85,8,93
Lewis,Watson,President,,DEM,Hillary Clinton,212,29,241
Lewis,West Turin 1,President,,DEM,Hillary Clinton,62,3,65
Lewis,West Turin 2,President,,DEM,Hillary Clinton,15,0,15
Lewis,West Turin 3,President,,DEM,Hillary Clinton,30,5,35
Lewis,West Turin 4,President,,DEM,Hillary Clinton,55,5,60
Lewis,TOTALS,President,,DEM,Hillary Clinton,2698,311,3009
Lewis,Croghan 1,President,,REP,Donald J. Trump,143,5,148
Lewis,Croghan 2,President,,REP,Donald J. Trump,89,0,89
Lewis,Croghan 3,President,,REP,Donald J. Trump,227,15,242
Lewis,Croghan 4,President,,REP,Donald J. Trump,237,22,259
Lewis,Croghan 5,President,,REP,Donald J. Trump,31,5,36
Lewis,Croghan 6,President,,REP,Donald J. Trump,40,5,45
Lewis,Denmark 1,President,,REP,Donald J. Trump,105,6,111
Lewis,Denmark 2,President,,REP,Donald J. Trump,280,18,298
Lewis,Denmark 3,President,,REP,Donald J. Trump,171,8,179
Lewis,Diana 1,President,,REP,Donald J. Trump,250,24,274
Lewis,Diana 2,President,,REP,Donald J. Trump,115,9,124
Lewis,Greig,President,,REP,Donald J. Trump,347,41,388
Lewis,Harrisburg,President,,REP,Donald J. Trump,117,7,124
Lewis,Lewis,President,,REP,Donald J. Trump,229,8,237
Lewis,Leyden 1,President,,REP,Donald J. Trump,206,14,220
Lewis,Leyden 2,President,,REP,Donald J. Trump,118,1,119
Lewis,Leyden 3,President,,REP,Donald J. Trump,117,5,122
Lewis,Lowville 1,President,,REP,Donald J. Trump,137,17,154
Lewis,Lowville 2,President,,REP,Donald J. Trump,182,15,197
Lewis,Lowville 3,President,,REP,Donald J. Trump,105,24,129
Lewis,Lowville 4,President,,REP,Donald J. Trump,345,29,374
Lewis,Lowville 5,President,,REP,Donald J. Trump,93,7,100
Lewis,Lyonsdale 1,President,,REP,Donald J. Trump,218,13,231
Lewis,Lyonsdale 2,President,,REP,Donald J. Trump,57,4,61
Lewis,Lyonsdale 3,President,,REP,Donald J. Trump,20,1,21
Lewis,Martinsburg,President,,REP,Donald J. Trump,291,20,311
Lewis,Montague,President,,REP,Donald J. Trump,35,2,37
Lewis,New Bremen 1,President,,REP,Donald J. Trump,315,15,330
Lewis,New Bremen 2,President,,REP,Donald J. Trump,288,13,301
Lewis,New Bremen 3,President,,REP,Donald J. Trump,63,0,63
Lewis,Osceola,President,,REP,Donald J. Trump,94,6,100
Lewis,Pinckney,President,,REP,Donald J. Trump,93,7,100
Lewis,Turin,President,,REP,Donald J. Trump,191,15,206
Lewis,Watson,President,,REP,Donald J. Trump,415,33,448
Lewis,West Turin 1,President,,REP,Donald J. Trump,242,12,254
Lewis,West Turin 2,President,,REP,Donald J. Trump,45,2,47
Lewis,West Turin 3,President,,REP,Donald J. Trump,84,2,86
Lewis,West Turin 4,President,,REP,Donald J. Trump,125,8,133
Lewis,TOTALS,President,,REP,Donald J. Trump,6260,438,6698
Lewis,Croghan 1,President,,CON,Donald J. Trump,9,0,9
Lewis,Croghan 2,President,,CON,Donald J. Trump,9,3,12
Lewis,Croghan 3,President,,CON,Donald J. Trump,35,1,36
Lewis,Croghan 4,President,,CON,Donald J. Trump,11,1,12
Lewis,Croghan 5,President,,CON,Donald J. Trump,5,0,5
Lewis,Croghan 6,President,,CON,Donald J. Trump,2,1,3
Lewis,Denmark 1,President,,CON,Donald J. Trump,13,7,20
Lewis,Denmark 2,President,,CON,Donald J. Trump,39,1,40
Lewis,Denmark 3,President,,CON,Donald J. Trump,24,0,24
Lewis,Diana 1,President,,CON,Donald J. Trump,20,1,21
Lewis,Diana 2,President,,CON,Donald J. Trump,10,2,12
Lewis,Greig,President,,CON,Donald J. Trump,38,4,42
Lewis,Harrisburg,President,,CON,Donald J. Trump,14,1,15
Lewis,Lewis,President,,CON,Donald J. Trump,31,1,32
