county,precinct,office,district,party,candidate,votes,public_counter_votes,emergency_votes,absentee_military_votes,federal_votes,affidavit_votes
Queens,033/25,President,,Republican,John R. Kasich,4,50,0,2,0,0
Queens,033/25,President,,Republican,Donald J. Trump,40,50,0,2,0,0
Queens,033/25,President,,Republican,Ben Carson,0,50,0,2,0,0
Queens,033/25,President,,Republican,Ted Cruz,8,50,0,2,0,0
Queens,033/24,President,,Republican,John R. Kasich,11,58,0,1,0,1
Queens,033/24,President,,Republican,Donald J. Trump,39,58,0,1,0,1
Queens,033/24,President,,Republican,Ben Carson,0,58,0,1,0,1
Queens,033/24,President,,Republican,Ted Cruz,10,58,0,1,0,1
Queens,033/27,President,,Republican,John R. Kasich,1,9,0,0,0,0
Queens,033/27,President,,Republican,Donald J. Trump,7,9,0,0,0,0
Queens,033/27,President,,Republican,Ben Carson,0,9,0,0,0,0
Queens,033/27,President,,Republican,Ted Cruz,1,9,0,0,0,0
Queens,033/26,President,,Republican,John R. Kasich,6,57,0,8,0,0
Queens,033/26,President,,Republican,Donald J. Trump,53,57,0,8,0,0
Queens,033/26,President,,Republican,Ben Carson,0,57,0,8,0,0
Queens,033/26,President,,Republican,Ted Cruz,5,57,0,8,0,0
Queens,033/23,President,,Republican,John R. Kasich,1,4,0,1,0,0
Queens,033/23,President,,Republican,Donald J. Trump,3,4,0,1,0,0
Queens,033/23,President,,Republican,Ben Carson,0,4,0,1,0,0
Queens,033/23,President,,Republican,Ted Cruz,1,4,0,1,0,0
Queens,017/36,President,,Republican,John R. Kasich,11,32,0,1,0,1
Queens,017/36,President,,Republican,Donald J. Trump,16,32,0,1,0,1
Queens,017/36,President,,Republican,Ben Carson,0,32,0,1,0,1
Queens,017/36,President,,Republican,Ted Cruz,7,32,0,1,0,1
Queens,033/29,President,,Republican,John R. Kasich,0,0,0,0,0,0
Queens,033/29,President,,Republican,Donald J. Trump,0,0,0,0,0,0
Queens,033/29,President,,Republican,Ben Carson,0,0,0,0,0,0
Queens,033/29,President,,Republican,Ted Cruz,0,0,0,0,0,0
Queens,021/23,President,,Republican,John R. Kasich,6,23,0,0,0,0
Queens,021/23,President,,Republican,Donald J. Trump,16,23,0,0,0,0
Queens,021/23,President,,Republican,Ben Carson,1,23,0,0,0,0
Queens,021/23,President,,Republican,Ted Cruz,0,23,0,0,0,0
Queens,021/40,President,,Republican,John R. Kasich,3,8,0,0,0,1
Queens,021/40,President,,Republican,Donald J. Trump,3,8,0,0,0,1
Queens,021/40,President,,Republican,Ben Carson,0,8,0,0,0,1
Queens,021/40,President,,Republican,Ted Cruz,3,8,0,0,0,1
Queens,021/26,President,,Republican,John R. Kasich,4,42,0,0,1,0
Queens,021/26,President,,Republican,Donald J. Trump,32,42,0,0,1,0
Queens,021/26,President,,Republican,Ben Carson,0,42,0,0,1,0
Queens,021/26,President,,Republican,Ted Cruz,7,42,0,0,1,0
Queens,021/27,President,,Republican,John R. Kasich,14,47,0,1,1,0
Queens,021/27,President,,Republican,Donald J. Trump,28,47,0,1,1,0
Queens,021/27,President,,Republican,Ben Carson,0,47,0,1,1,0
Queens,021/27,President,,Republican,Ted Cruz,6,47,0,1,1,0
Queens,021/24,President,,Republican,John R. Kasich,5,51,0,1,0,0
Queens,021/24,President,,Republican,Donald J. Trump,40,51,0,1,0,0
Queens,021/24,President,,Republican,Ben Carson,0,51,0,1,0,0
Queens,021/24,President,,Republican,Ted Cruz,7,51,0,1,0,0
Queens,021/25,President,,Republican,John R. Kasich,7,37,0,1,0,0
Queens,021/25,President,,Republican,Donald J. Trump,23,37,0,1,0,0
Queens,021/25,President,,Republican,Ben Carson,1,37,0,1,0,0
Queens,021/25,President,,Republican,Ted Cruz,7,37,0,1,0,0
Queens,021/28,President,,Republican,John R. Kasich,15,91,0,2,1,0
Queens,021/28,President,,Republican,Donald J. Trump,66,91,0,2,1,0
Queens,021/28,President,,Republican,Ben Carson,0,91,0,2,1,0
Queens,021/28,President,,Republican,Ted Cruz,12,91,0,2,1,0
Queens,021/29,President,,Republican,John R. Kasich,0,1,0,0,0,0
Queens,021/29,President,,Republican,Donald J. Trump,1,1,0,0,0,0
Queens,021/29,President,,Republican,Ben Carson,0,1,0,0,0,0
Queens,021/29,President,,Republican,Ted Cruz,0,1,0,0,0,0
Queens,008/33,President,,Republican,John R. Kasich,9,43,0,4,0,0
Queens,008/33,President,,Republican,Donald J. Trump,31,43,0,4,0,0
Queens,008/33,President,,Republican,Ben Carson,0,43,0,4,0,0
Queens,008/33,President,,Republican,Ted Cruz,7,43,0,4,0,0
Queens,065/30,President,,Republican,John R. Kasich,8,29,0,0,0,1
Queens,065/30,President,,Republican,Donald J. Trump,16,29,0,0,0,1
Queens,065/30,President,,Republican,Ben Carson,0,29,0,0,0,1
Queens,065/30,President,,Republican,Ted Cruz,6,29,0,0,0,1
Queens,065/33,President,,Republican,John R. Kasich,2,2,0,0,0,0
Queens,065/33,President,,Republican,Donald J. Trump,0,2,0,0,0,0
Queens,065/33,President,,Republican,Ben Carson,0,2,0,0,0,0
Queens,065/33,President,,Republican,Ted Cruz,0,2,0,0,0,0
Queens,065/32,President,,Republican,John R. Kasich,0,3,0,0,0,0
Queens,065/32,President,,Republican,Donald J. Trump,2,3,0,0,0,0
Queens,065/32,President,,Republican,Ben Carson,1,3,0,0,0,0
Queens,065/32,President,,Republican,Ted Cruz,0,3,0,0,0,0
Queens,003/31,President,,Republican,John R. Kasich,4,19,0,0,0,1
Queens,003/31,President,,Republican,Donald J. Trump,12,19,0,0,0,1
Queens,003/31,President,,Republican,Ben Carson,2,19,0,0,0,1
Queens,003/31,President,,Republican,Ted Cruz,2,19,0,0,0,1
Queens,003/30,President,,Republican,John R. Kasich,0,0,0,0,0,0
Queens,003/30,President,,Republican,Donald J. Trump,0,0,0,0,0,0
Queens,003/30,President,,Republican,Ben Carson,0,0,0,0,0,0
Queens,003/30,President,,Republican,Ted Cruz,0,0,0,0,0,0
Queens,003/33,President,,Republican,John R. Kasich,7,35,0,2,0,0
Queens,003/33,President,,Republican,Donald J. Trump,26,35,0,2,0,0
Queens,003/33,President,,Republican,Ben Carson,0,35,0,2,0,0
Queens,003/33,President,,Republican,Ted Cruz,4,35,0,2,0,0
Queens,003/32,President,,Republican,John R. Kasich,0,3,0,0,0,0
Queens,003/32,President,,Republican,Donald J. Trump,3,3,0,0,0,0
Queens,003/32,President,,Republican,Ben Carson,0,3,0,0,0,0
Queens,003/32,President,,Republican,Ted Cruz,0,3,0,0,0,0
