county,precinct,office,district,party,candidate,votes,public_counter_votes,emergency_votes,absentee_military_votes,federal_votes,affidavit_votes
Bronx,052/86,President,,Republican,John R. Kasich,0,5,0,1,0,0
Bronx,052/86,President,,Republican,Donald J. Trump,3,5,0,1,0,0
Bronx,052/86,President,,Republican,Ben Carson,1,5,0,1,0,0
Bronx,052/86,President,,Republican,Ted Cruz,2,5,0,1,0,0
Bronx,066/85,President,,Republican,John R. Kasich,1,3,0,0,0,0
Bronx,066/85,President,,Republican,Donald J. Trump,2,3,0,0,0,0
Bronx,066/85,President,,Republican,Ben Carson,0,3,0,0,0,0
Bronx,066/85,President,,Republican,Ted Cruz,0,3,0,0,0,0
Bronx,052/84,President,,Republican,John R. Kasich,0,3,0,0,0,0
Bronx,052/84,President,,Republican,Donald J. Trump,1,3,0,0,0,0
Bronx,052/84,President,,Republican,Ben Carson,1,3,0,0,0,0
Bronx,052/84,President,,Republican,Ted Cruz,1,3,0,0,0,0
Bronx,052/85,President,,Republican,John R. Kasich,0,0,0,0,0,0
Bronx,052/85,President,,Republican,Donald J. Trump,0,0,0,0,0,0
Bronx,052/85,President,,Republican,Ben Carson,0,0,0,0,0,0
Bronx,052/85,President,,Republican,Ted Cruz,0,0,0,0,0,0
Bronx,052/82,President,,Republican,John R. Kasich,6,33,0,3,0,2
Bronx,052/82,President,,Republican,Donald J. Trump,31,33,0,3,0,2
Bronx,052/82,President,,Republican,Ben Carson,0,33,0,3,0,2
Bronx,052/82,President,,Republican,Ted Cruz,1,33,0,3,0,2
Bronx,052/83,President,,Republican,John R. Kasich,0,2,0,1,0,0
Bronx,052/83,President,,Republican,Donald J. Trump,2,2,0,1,0,0
Bronx,052/83,President,,Republican,Ben Carson,0,2,0,1,0,0
Bronx,052/83,President,,Republican,Ted Cruz,1,2,0,1,0,0
Bronx,028/78,President,,Republican,John R. Kasich,1,7,0,0,0,0
Bronx,028/78,President,,Republican,Donald J. Trump,4,7,0,0,0,0
Bronx,028/78,President,,Republican,Ben Carson,0,7,0,0,0,0
Bronx,028/78,President,,Republican,Ted Cruz,2,7,0,0,0,0
Bronx,028/79,President,,Republican,John R. Kasich,0,3,0,0,0,0
Bronx,028/79,President,,Republican,Donald J. Trump,3,3,0,0,0,0
Bronx,028/79,President,,Republican,Ben Carson,0,3,0,0,0,0
Bronx,028/79,President,,Republican,Ted Cruz,0,3,0,0,0,0
Bronx,028/77,President,,Republican,John R. Kasich,3,14,0,2,0,0
Bronx,028/77,President,,Republican,Donald J. Trump,7,14,0,2,0,0
Bronx,028/77,President,,Republican,Ben Carson,1,14,0,2,0,0
Bronx,028/77,President,,Republican,Ted Cruz,4,14,0,2,0,0
Bronx,066/87,President,,Republican,John R. Kasich,0,4,0,0,0,0
Bronx,066/87,President,,Republican,Donald J. Trump,3,4,0,0,0,0
Bronx,066/87,President,,Republican,Ben Carson,0,4,0,0,0,0
Bronx,066/87,President,,Republican,Ted Cruz,1,4,0,0,0,0
Bronx,081/82,President,,Republican,John R. Kasich,0,0,0,0,0,0
Bronx,081/82,President,,Republican,Donald J. Trump,0,0,0,0,0,0
