county,precinct,office,district,party,candidate,votes,ElectionDayVotes,AbsenteeAffidavit
Columbia,Kinderhook-4,State House,107,Republican,STEVEN F MCLAUGHLIN,307,286,21
Columbia,Kinderhook-4,State House,107,Conservative,STEVEN F MCLAUGHLIN,55,48,7
Columbia,Kinderhook-4,State House,107,Independence,STEVEN F MCLAUGHLIN,59,55,4
Columbia,Kinderhook-4,State House,107,Reform Party,STEVEN F MCLAUGHLIN,3,3,0
Columbia,Kinderhook-5,State House,107,Republican,STEVEN F MCLAUGHLIN,298,281,17
Columbia,Kinderhook-5,State House,107,Conservative,STEVEN F MCLAUGHLIN,61,55,6
Columbia,Kinderhook-5,State House,107,Independence,STEVEN F MCLAUGHLIN,66,63,3
Columbia,Kinderhook-5,State House,107,Reform Party,STEVEN F MCLAUGHLIN,5,5,0
Columbia,Kinderhook-6,State House,107,Republican,STEVEN F MCLAUGHLIN,261,246,15
Columbia,Kinderhook-6,State House,107,Conservative,STEVEN F MCLAUGHLIN,58,53,5
Columbia,Kinderhook-6,State House,107,Independence,STEVEN F MCLAUGHLIN,67,57,10
Columbia,Kinderhook-6,State House,107,Reform Party,STEVEN F MCLAUGHLIN,6,5,1
Columbia,Kinderhook-7,State House,107,Republican,STEVEN F MCLAUGHLIN,332,314,18
Columbia,Kinderhook-7,State House,107,Conservative,STEVEN F MCLAUGHLIN,72,67,5
Columbia,Kinderhook-7,State House,107,Independence,STEVEN F MCLAUGHLIN,54,47,7
Columbia,Kinderhook-7,State House,107,Reform Party,STEVEN F MCLAUGHLIN,9,8,1
Columbia,Kinderhook-8,State House,107,Republican,STEVEN F MCLAUGHLIN,368,350,18
Columbia,Kinderhook-8,State House,107,Conservative,STEVEN F MCLAUGHLIN,59,58,1
Columbia,Kinderhook-8,State House,107,Independence,STEVEN F MCLAUGHLIN,54,50,4
Columbia,Kinderhook-8,State House,107,Reform Party,STEVEN F MCLAUGHLIN,4,4,0
Columbia,Austerlitz-1,State House,107,,Voids,0,0,0
Columbia,Austerlitz-2,State House,107,,Voids,0,0,0
Columbia,Canaan-1,State House,107,,Voids,0,0,0
Columbia,Canaan-2,State House,107,,Voids,0,0,0
Columbia,Hillsdale-1,State House,107,,Voids,0,0,0
Columbia,Hillsdale-2,State House,107,,Voids,0,0,0
Columbia,New Lebanon-1,State House,107,,Voids,0,0,0
Columbia,New Lebanon-2,State House,107,,Voids,0,0,0
Columbia,Chatham-1,State House,107,,Voids,0,0,0
Columbia,Chatham-2,State House,107,,Voids,0,0,0
Columbia,Chatham-3,State House,107,,Voids,0,0,0
Columbia,Kinderhook-1,State House,107,,Voids,0,0,0
Columbia,Kinderhook-2,State House,107,,Voids,0,0,0
Columbia,Kinderhook-3,State House,107,,Voids,2,0,2
Columbia,Kinderhook-4,State House,107,,Voids,0,0,0
Columbia,Kinderhook-5,State House,107,,Voids,0,0,0
Columbia,Kinderhook-6,State House,107,,Voids,0,0,0
Columbia,Kinderhook-7,State House,107,,Voids,0,0,0
Columbia,Kinderhook-8,State House,107,,Voids,0,0,0
Columbia,Ancram-1,President,,,Blanks,0,0,0
Columbia,Ancram-2,President,,,Blanks,2,2,0
Columbia,Clermont-1,President,,,Blanks,6,5,1
Columbia,Copake-1,President,,,Blanks,4,0,4
Columbia,Copake-2,President,,,Blanks,5,4,1
Columbia,Gallatin-1,President,,,Blanks,5,4,1
Columbia,Germantown-1,President,,,Blanks,4,4,0
Columbia,Germantown-2,President,,,Blanks,7,6,1
Columbia,Ghent-1,President,,,Blanks,7,6,1
Columbia,Ghent-2,President,,,Blanks,2,2,0
Columbia,Ghent-3,President,,,Blanks,5,4,1
Columbia,Livingston-1,President,,,Blanks,9,9,0
Columbia,Livingston-2,President,,,Blanks,3,2,1
Columbia,Taghkanic-1,President,,,Blanks,3,3,0
Columbia,Austerlitz-1,President,,,Blanks,5,4,1
Columbia,Austerlitz-2,President,,,Blanks,5,4,1
Columbia,Canaan-1,President,,,Blanks,1,0,1
Columbia,Canaan-2,President,,,Blanks,2,1,1
Columbia,Hillsdale-1,President,,,Blanks,1,1,0
Columbia,Hillsdale-2,President,,,Blanks,1,0,1
Columbia,New Lebanon-1,President,,,Blanks,4,4,0
Columbia,New Lebanon-2,President,,,Blanks,5,5,0
Columbia,Chatham-1,President,,,Blanks,8,5,3
Columbia,Chatham-2,President,,,Blanks,1,1,0
Columbia,Chatham-3,President,,,Blanks,8,7,1
Columbia,Claverack-1,President,,,Blanks,3,3,0
Columbia,Claverack-2,President,,,Blanks,10,8,2
Columbia,Claverack-3,President,,,Blanks,3,1,2
Columbia,Claverack-4,President,,,Blanks,5,5,0
Columbia,Claverack-5,President,,,Blanks,3,3,0
Columbia,Greenport-1,President,,,Blanks,6,5,1
Columbia,Greenport-2,President,,,Blanks,3,2,1
Columbia,Greenport-3,President,,,Blanks,7,5,2
Columbia,Kinderhook-1,President,,,Blanks,5,5,0
Columbia,Kinderhook-2,President,,,Blanks,6,5,1
Columbia,Kinderhook-3,President,,,Blanks,2,2,0
Columbia,Kinderhook-4,President,,,Blanks,8,8,0
Columbia,Kinderhook-5,President,,,Blanks,7,6,1
Columbia,Kinderhook-6,President,,,Blanks,5,1,4
Columbia,Kinderhook-7,President,,,Blanks,5,3,2
Columbia,Kinderhook-8,President,,,Blanks,7,6,1
Columbia,Stockport-1,President,,,Blanks,6,6,0
Columbia,Stockport-2,President,,,Blanks,4,4,0
Columbia,Stuyvesant-1,President,,,Blanks,3,1,2
Columbia,Stuyvesant-2,President,,,Blanks,9,9,0
Columbia,Hudson 1-1,President,,,Blanks,2,2,0
Columbia,Hudson 2-1,President,,,Blanks,2,2,0
Columbia,Hudson 3-1,President,,,Blanks,2,1,1
Columbia,Hudson 4-1,President,,,Blanks,4,1,3
Columbia,Hudson 5-1,President,,,Blanks,5,4,1
Columbia,Hudson 5-2,President,,,Blanks,5,5,0
Columbia,Ancram-1,President,,Conservative,DONALD J TRUMP/MICHAEL R PENCE,28,26,2
Columbia,Ancram-1,President,,Republican,DONALD J TRUMP/MICHAEL R PENCE,153,141,12
Columbia,Ancram-2,President,,Conservative,DONALD J TRUMP/MICHAEL R PENCE,17,16,1
Columbia,Ancram-2,President,,Republican,DONALD J TRUMP/MICHAEL R PENCE,159,151,8
Columbia,Clermont-1,President,,Republican,DONALD J TRUMP/MICHAEL R PENCE,426,410,16
Columbia,Clermont-1,President,,Conservative,DONALD J TRUMP/MICHAEL R PENCE,56,53,3
Columbia,Copake-1,President,,Republican,DONALD J TRUMP/MICHAEL R PENCE,312,294,18
Columbia,Copake-1,President,,Conservative,DONALD J TRUMP/MICHAEL R PENCE,47,42,5
Columbia,Copake-2,President,,Republican,DONALD J TRUMP/MICHAEL R PENCE,347,319,28
Columbia,Copake-2,President,,Conservative,DONALD J TRUMP/MICHAEL R PENCE,56,54,2
Columbia,Gallatin-1,President,,Republican,DONALD J TRUMP/MICHAEL R PENCE,353,334,19
Columbia,Gallatin-1,President,,Conservative,DONALD J TRUMP/MICHAEL R PENCE,40,39,1
Columbia,Germantown-1,President,,Republican,DONALD J TRUMP/MICHAEL R PENCE,235,220,15
Columbia,Germantown-1,President,,Conservative,DONALD J TRUMP/MICHAEL R PENCE,21,20,1
Columbia,Germantown-2,President,,Republican,DONALD J TRUMP/MICHAEL R PENCE,182,172,10
Columbia,Germantown-2,President,,Conservative,DONALD J TRUMP/MICHAEL R PENCE,22,22,0
Columbia,Ghent-1,President,,Republican,DONALD J TRUMP/MICHAEL R PENCE,262,250,12
Columbia,Ghent-1,President,,Conservative,DONALD J TRUMP/MICHAEL R PENCE,55,53,2
Columbia,Ghent-2,President,,Republican,DONALD J TRUMP/MICHAEL R PENCE,392,370,22
Columbia,Ghent-2,President,,Conservative,DONALD J TRUMP/MICHAEL R PENCE,59,54,5
Columbia,Ghent-3,President,,Republican,DONALD J TRUMP/MICHAEL R PENCE,417,383,34
Columbia,Ghent-3,President,,Conservative,DONALD J TRUMP/MICHAEL R PENCE,67,64,3
Columbia,Livingston-1,President,,Republican,DONALD J TRUMP/MICHAEL R PENCE,485,467,18
Columbia,Livingston-1,President,,Conservative,DONALD J TRUMP/MICHAEL R PENCE,73,64,9
Columbia,Livingston-2,President,,Republican,DONALD J TRUMP/MICHAEL R PENCE,333,309,24
Columbia,Livingston-2,President,,Conservative,DONALD J TRUMP/MICHAEL R PENCE,54,49,5
Columbia,Taghkanic-1,President,,Republican,DONALD J TRUMP/MICHAEL R PENCE,278,259,19
Columbia,Taghkanic-1,President,,Conservative,DONALD J TRUMP/MICHAEL R PENCE,51,49,2
Columbia,Austerlitz-1,President,,Conservative,DONALD J TRUMP/MICHAEL R PENCE,23,22,1
Columbia,Austerlitz-1,President,,Republican,DONALD J TRUMP/MICHAEL R PENCE,170,159,11
Columbia,Austerlitz-2,President,,Republican,DONALD J TRUMP/MICHAEL R PENCE,120,112,8
Columbia,Austerlitz-2,President,,Conservative,DONALD J TRUMP/MICHAEL R PENCE,22,13,9
Columbia,Canaan-1,President,,Republican,DONALD J TRUMP/MICHAEL R PENCE,121,112,9
Columbia,Canaan-1,President,,Conservative,DONALD J TRUMP/MICHAEL R PENCE,28,26,2
Columbia,Canaan-2,President,,Republican,DONALD J TRUMP/MICHAEL R PENCE,141,130,11
Columbia,Canaan-2,President,,Conservative,DONALD J TRUMP/MICHAEL R PENCE,27,25,2
Columbia,Hillsdale-1,President,,Republican,DONALD J TRUMP/MICHAEL R PENCE,154,144,10
Columbia,Hillsdale-1,President,,Conservative,DONALD J TRUMP/MICHAEL R PENCE,21,20,1
Columbia,Hillsdale-2,President,,Republican,DONALD J TRUMP/MICHAEL R PENCE,134,123,11
Columbia,Hillsdale-2,President,,Conservative,DONALD J TRUMP/MICHAEL R PENCE,25,24,1
Columbia,New Lebanon-1,President,,Republican,DONALD J TRUMP/MICHAEL R PENCE,143,130,13
Columbia,New Lebanon-1,President,,Conservative,DONALD J TRUMP/MICHAEL R PENCE,13,13,0
Columbia,New Lebanon-2,President,,Republican,DONALD J TRUMP/MICHAEL R PENCE,258,238,20
Columbia,New Lebanon-2,President,,Conservative,DONALD J TRUMP/MICHAEL R PENCE,43,38,5
Columbia,Chatham-1,President,,Republican,DONALD J TRUMP/MICHAEL R PENCE,227,214,13
Columbia,Chatham-1,President,,Conservative,DONALD J TRUMP/MICHAEL R PENCE,52,47,5
Columbia,Chatham-2,President,,Republican,DONALD J TRUMP/MICHAEL R PENCE,189,178,11
Columbia,Chatham-2,President,,Conservative,DONALD J TRUMP/MICHAEL R PENCE,22,19,3
Columbia,Chatham-3,President,,Republican,DONALD J TRUMP/MICHAEL R PENCE,308,280,28
Columbia,Chatham-3,President,,Conservative,DONALD J TRUMP/MICHAEL R PENCE,54,53,1
Columbia,Claverack-1,President,,Republican,DONALD J TRUMP/MICHAEL R PENCE,288,266,22
Columbia,Claverack-1,President,,Conservative,DONALD J TRUMP/MICHAEL R PENCE,34,30,4
Columbia,Claverack-2,President,,Republican,DONALD J TRUMP/MICHAEL R PENCE,306,282,24
Columbia,Claverack-2,President,,Conservative,DONALD J TRUMP/MICHAEL R PENCE,34,33,1
Columbia,Claverack-3,President,,Republican,DONALD J TRUMP/MICHAEL R PENCE,260,234,26
Columbia,Claverack-3,President,,Conservative,DONALD J TRUMP/MICHAEL R PENCE,34,33,1
Columbia,Claverack-4,President,,Republican,DONALD J TRUMP/MICHAEL R PENCE,292,271,21
Columbia,Claverack-4,President,,Conservative,DONALD J TRUMP/MICHAEL R PENCE,44,42,2
Columbia,Claverack-5,President,,Republican,DONALD J TRUMP/MICHAEL R PENCE,188,175,13
Columbia,Claverack-5,President,,Conservative,DONALD J TRUMP/MICHAEL R PENCE,17,17,0
Columbia,Greenport-1,President,,Republican,DONALD J TRUMP/MICHAEL R PENCE,314,293,21
Columbia,Greenport-1,President,,Conservative,DONALD J TRUMP/MICHAEL R PENCE,50,48,2
Columbia,Greenport-2,President,,Republican,DONALD J TRUMP/MICHAEL R PENCE,227,212,15
Columbia,Greenport-2,President,,Conservative,DONALD J TRUMP/MICHAEL R PENCE,35,31,4
Columbia,Greenport-3,President,,Republican,DONALD J TRUMP/MICHAEL R PENCE,329,301,28
Columbia,Greenport-3,President,,Conservative,DONALD J TRUMP/MICHAEL R PENCE,42,39,3
Columbia,Kinderhook-1,President,,Republican,DONALD J TRUMP/MICHAEL R PENCE,176,163,13
Columbia,Kinderhook-1,President,,Conservative,DONALD J TRUMP/MICHAEL R PENCE,32,30,2
Columbia,Kinderhook-2,President,,Republican,DONALD J TRUMP/MICHAEL R PENCE,138,127,11
Columbia,Kinderhook-2,President,,Conservative,DONALD J TRUMP/MICHAEL R PENCE,31,22,9
Columbia,Kinderhook-3,President,,Republican,DONALD J TRUMP/MICHAEL R PENCE,271,244,27
Columbia,Kinderhook-3,President,,Conservative,DONALD J TRUMP/MICHAEL R PENCE,47,45,2
Columbia,Kinderhook-4,President,,Republican,DONALD J TRUMP/MICHAEL R PENCE,243,227,16
Columbia,Kinderhook-4,President,,Conservative,DONALD J TRUMP/MICHAEL R PENCE,48,43,5
Columbia,Kinderhook-5,President,,Republican,DONALD J TRUMP/MICHAEL R PENCE,264,253,11
Columbia,Kinderhook-5,President,,Conservative,DONALD J TRUMP/MICHAEL R PENCE,42,39,3
Columbia,Kinderhook-6,President,,Republican,DONALD J TRUMP/MICHAEL R PENCE,247,234,13
Columbia,Kinderhook-6,President,,Conservative,DONALD J TRUMP/MICHAEL R PENCE,50,45,5
Columbia,Kinderhook-7,President,,Republican,DONALD J TRUMP/MICHAEL R PENCE,267,255,12
Columbia,Kinderhook-7,President,,Conservative,DONALD J TRUMP/MICHAEL R PENCE,62,58,4
Columbia,Kinderhook-8,President,,Republican,DONALD J TRUMP/MICHAEL R PENCE,264,256,8
Columbia,Kinderhook-8,President,,Conservative,DONALD J TRUMP/MICHAEL R PENCE,50,50,0
Columbia,Stockport-1,President,,Republican,DONALD J TRUMP/MICHAEL R PENCE,315,302,13
Columbia,Stockport-1,President,,Conservative,DONALD J TRUMP/MICHAEL R PENCE,42,37,5
Columbia,Stockport-2,President,,Republican,DONALD J TRUMP/MICHAEL R PENCE,290,273,17
Columbia,Stockport-2,President,,Conservative,DONALD J TRUMP/MICHAEL R PENCE,57,56,1
Columbia,Stuyvesant-1,President,,Republican,DONALD J TRUMP/MICHAEL R PENCE,185,169,16
Columbia,Stuyvesant-1,President,,Conservative,DONALD J TRUMP/MICHAEL R PENCE,38,36,2
Columbia,Stuyvesant-2,President,,Republican,DONALD J TRUMP/MICHAEL R PENCE,215,202,13
Columbia,Stuyvesant-2,President,,Conservative,DONALD J TRUMP/MICHAEL R PENCE,40,35,5
Columbia,Hudson 1-1,President,,Republican,DONALD J TRUMP/MICHAEL R PENCE,35,31,4
Columbia,Hudson 1-1,President,,Conservative,DONALD J TRUMP/MICHAEL R PENCE,8,6,2
Columbia,Hudson 2-1,President,,Republican,DONALD J TRUMP/MICHAEL R PENCE,44,36,8
Columbia,Hudson 2-1,President,,Conservative,DONALD J TRUMP/MICHAEL R PENCE,7,7,0
Columbia,Hudson 3-1,President,,Republican,DONALD J TRUMP/MICHAEL R PENCE,85,80,5
Columbia,Hudson 3-1,President,,Conservative,DONALD J TRUMP/MICHAEL R PENCE,15,15,0
Columbia,Hudson 4-1,President,,Republican,DONALD J TRUMP/MICHAEL R PENCE,57,39,18
Columbia,Hudson 4-1,President,,Conservative,DONALD J TRUMP/MICHAEL R PENCE,12,8,4
Columbia,Hudson 5-1,President,,Republican,DONALD J TRUMP/MICHAEL R PENCE,127,118,9
Columbia,Hudson 5-1,President,,Conservative,DONALD J TRUMP/MICHAEL R PENCE,22,19,3
Columbia,Hudson 5-2,President,,Republican,DONALD J TRUMP/MICHAEL R PENCE,141,127,14
Columbia,Hudson 5-2,President,,Conservative,DONALD J TRUMP/MICHAEL R PENCE,20,18,2
Columbia,Ancram-1,President,,Independence,GARY JOHNSON/BILL WELD,2,2,0
Columbia,Ancram-1,President,,Libertarian,GARY JOHNSON/BILL WELD,1,1,0
Columbia,Ancram-2,President,,Independence,GARY JOHNSON/BILL WELD,4,4,0
Columbia,Ancram-2,President,,Libertarian,GARY JOHNSON/BILL WELD,2,0,2
Columbia,Clermont-1,President,,Independence,GARY JOHNSON/BILL WELD,25,23,2
Columbia,Clermont-1,President,,Libertarian,GARY JOHNSON/BILL WELD,9,8,1
Columbia,Copake-1,President,,Independence,GARY JOHNSON/BILL WELD,15,15,0
Columbia,Copake-1,President,,Libertarian,GARY JOHNSON/BILL WELD,5,3,2
Columbia,Copake-2,President,,Independence,GARY JOHNSON/BILL WELD,8,7,1
Columbia,Copake-2,President,,Libertarian,GARY JOHNSON/BILL WELD,5,5,0
Columbia,Gallatin-1,President,,Independence,GARY JOHNSON/BILL WELD,10,9,1
Columbia,Gallatin-1,President,,Libertarian,GARY JOHNSON/BILL WELD,9,9,0
Columbia,Germantown-1,President,,Independence,GARY JOHNSON/BILL WELD,6,6,0
Columbia,Germantown-1,President,,Libertarian,GARY JOHNSON/BILL WELD,6,4,2
Columbia,Germantown-2,President,,Independence,GARY JOHNSON/BILL WELD,11,10,1
Columbia,Germantown-2,President,,Libertarian,GARY JOHNSON/BILL WELD,6,6,0
Columbia,Ghent-1,President,,Independence,GARY JOHNSON/BILL WELD,18,15,3
Columbia,Ghent-1,President,,Libertarian,GARY JOHNSON/BILL WELD,9,8,1
Columbia,Ghent-2,President,,Independence,GARY JOHNSON/BILL WELD,17,13,4
Columbia,Ghent-2,President,,Libertarian,GARY JOHNSON/BILL WELD,9,6,3
Columbia,Ghent-3,President,,Independence,GARY JOHNSON/BILL WELD,24,23,1
Columbia,Ghent-3,President,,Libertarian,GARY JOHNSON/BILL WELD,6,5,1
Columbia,Livingston-1,President,,Independence,GARY JOHNSON/BILL WELD,17,17,0
Columbia,Livingston-1,President,,Libertarian,GARY JOHNSON/BILL WELD,8,7,1
Columbia,Livingston-2,President,,Independence,GARY JOHNSON/BILL WELD,9,8,1
Columbia,Livingston-2,President,,Libertarian,GARY JOHNSON/BILL WELD,6,5,1
Columbia,Taghkanic-1,President,,Independence,GARY JOHNSON/BILL WELD,6,6,0
Columbia,Taghkanic-1,President,,Libertarian,GARY JOHNSON/BILL WELD,4,4,0
Columbia,Austerlitz-1,President,,Independence,GARY JOHNSON/BILL WELD,7,5,2
Columbia,Austerlitz-1,President,,Libertarian,GARY JOHNSON/BILL WELD,5,4,1
Columbia,Austerlitz-2,President,,Independence,GARY JOHNSON/BILL WELD,5,5,0
Columbia,Austerlitz-2,President,,Libertarian,GARY JOHNSON/BILL WELD,2,2,0
Columbia,Canaan-1,President,,Independence,GARY JOHNSON/BILL WELD,13,11,2
Columbia,Canaan-1,President,,Libertarian,GARY JOHNSON/BILL WELD,6,4,2
Columbia,Canaan-2,President,,Independence,GARY JOHNSON/BILL WELD,18,16,2
Columbia,Canaan-2,President,,Libertarian,GARY JOHNSON/BILL WELD,9,8,1
Columbia,Hillsdale-1,President,,Independence,GARY JOHNSON/BILL WELD,3,3,0
Columbia,Hillsdale-1,President,,Libertarian,GARY JOHNSON/BILL WELD,5,4,1
Columbia,Hillsdale-2,President,,Independence,GARY JOHNSON/BILL WELD,8,7,1
Columbia,Hillsdale-2,President,,Libertarian,GARY JOHNSON/BILL WELD,3,3,0
Columbia,New Lebanon-1,President,,Independence,GARY JOHNSON/BILL WELD,10,10,0
Columbia,New Lebanon-1,President,,Libertarian,GARY JOHNSON/BILL WELD,10,10,0
Columbia,New Lebanon-2,President,,Independence,GARY JOHNSON/BILL WELD,19,19,0
Columbia,New Lebanon-2,President,,Libertarian,GARY JOHNSON/BILL WELD,10,9,1
Columbia,Chatham-1,President,,Independence,GARY JOHNSON/BILL WELD,15,13,2
Columbia,Chatham-1,President,,Libertarian,GARY JOHNSON/BILL WELD,8,6,2
Columbia,Chatham-2,President,,Independence,GARY JOHNSON/BILL WELD,8,8,0
Columbia,Chatham-2,President,,Libertarian,GARY JOHNSON/BILL WELD,9,9,0
Columbia,Chatham-3,President,,Independence,GARY JOHNSON/BILL WELD,26,24,2
Columbia,Chatham-3,President,,Libertarian,GARY JOHNSON/BILL WELD,16,10,6
Columbia,Claverack-1,President,,Independence,GARY JOHNSON/BILL WELD,14,12,2
Columbia,Claverack-1,President,,Libertarian,GARY JOHNSON/BILL WELD,1,1,0
Columbia,Claverack-2,President,,Independence,GARY JOHNSON/BILL WELD,14,12,2
Columbia,Claverack-2,President,,Libertarian,GARY JOHNSON/BILL WELD,8,7,1
Columbia,Claverack-3,President,,Independence,GARY JOHNSON/BILL WELD,15,14,1
Columbia,Claverack-3,President,,Libertarian,GARY JOHNSON/BILL WELD,2,2,0
Columbia,Claverack-4,President,,Independence,GARY JOHNSON/BILL WELD,12,9,3
Columbia,Claverack-4,President,,Libertarian,GARY JOHNSON/BILL WELD,9,7,2
Columbia,Claverack-5,President,,Independence,GARY JOHNSON/BILL WELD,2,2,0
Columbia,Claverack-5,President,,Libertarian,GARY JOHNSON/BILL WELD,2,2,0
Columbia,Greenport-1,President,,Independence,GARY JOHNSON/BILL WELD,11,10,1
Columbia,Greenport-1,President,,Libertarian,GARY JOHNSON/BILL WELD,4,4,0
Columbia,Greenport-2,President,,Independence,GARY JOHNSON/BILL WELD,4,4,0
Columbia,Greenport-2,President,,Libertarian,GARY JOHNSON/BILL WELD,1,1,0
Columbia,Greenport-3,President,,Independence,GARY JOHNSON/BILL WELD,18,16,2
Columbia,Greenport-3,President,,Libertarian,GARY JOHNSON/BILL WELD,6,5,1
Columbia,Kinderhook-1,President,,Independence,GARY JOHNSON/BILL WELD,15,13,2
Columbia,Kinderhook-1,President,,Libertarian,GARY JOHNSON/BILL WELD,9,8,1
Columbia,Kinderhook-2,President,,Independence,GARY JOHNSON/BILL WELD,18,15,3
Columbia,Kinderhook-2,President,,Libertarian,GARY JOHNSON/BILL WELD,3,2,1
Columbia,Kinderhook-3,President,,Independence,GARY JOHNSON/BILL WELD,12,11,1
Columbia,Kinderhook-3,President,,Libertarian,GARY JOHNSON/BILL WELD,12,11,1
Columbia,Kinderhook-4,President,,Independence,GARY JOHNSON/BILL WELD,21,21,0
Columbia,Kinderhook-4,President,,Libertarian,GARY JOHNSON/BILL WELD,10,9,1
Columbia,Kinderhook-5,President,,Independence,GARY JOHNSON/BILL WELD,14,13,1
Columbia,Kinderhook-5,President,,Libertarian,GARY JOHNSON/BILL WELD,7,7,0
Columbia,Kinderhook-6,President,,Independence,GARY JOHNSON/BILL WELD,13,13,0
Columbia,Kinderhook-6,President,,Libertarian,GARY JOHNSON/BILL WELD,10,9,1
Columbia,Kinderhook-7,President,,Independence,GARY JOHNSON/BILL WELD,24,22,2
Columbia,Kinderhook-7,President,,Libertarian,GARY JOHNSON/BILL WELD,11,10,1
Columbia,Kinderhook-8,President,,Independence,GARY JOHNSON/BILL WELD,30,25,5
Columbia,Kinderhook-8,President,,Libertarian,GARY JOHNSON/BILL WELD,11,10,1
Columbia,Stockport-1,President,,Independence,GARY JOHNSON/BILL WELD,15,15,0
Columbia,Stockport-1,President,,Libertarian,GARY JOHNSON/BILL WELD,4,4,0
Columbia,Stockport-2,President,,Independence,GARY JOHNSON/BILL WELD,14,14,0
Columbia,Stockport-2,President,,Libertarian,GARY JOHNSON/BILL WELD,5,5,0
Columbia,Stuyvesant-1,President,,Independence,GARY JOHNSON/BILL WELD,14,14,0
Columbia,Stuyvesant-1,President,,Libertarian,GARY JOHNSON/BILL WELD,8,7,1
Columbia,Stuyvesant-2,President,,Independence,GARY JOHNSON/BILL WELD,16,16,0
Columbia,Stuyvesant-2,President,,Libertarian,GARY JOHNSON/BILL WELD,11,9,2
Columbia,Hudson 1-1,President,,Independence,GARY JOHNSON/BILL WELD,3,2,1
Columbia,Hudson 1-1,President,,Libertarian,GARY JOHNSON/BILL WELD,0,0,0
Columbia,Hudson 2-1,President,,Independence,GARY JOHNSON/BILL WELD,3,3,0
Columbia,Hudson 2-1,President,,Libertarian,GARY JOHNSON/BILL WELD,2,0,2
Columbia,Hudson 3-1,President,,Independence,GARY JOHNSON/BILL WELD,3,3,0
Columbia,Hudson 3-1,President,,Libertarian,GARY JOHNSON/BILL WELD,5,5,0
Columbia,Hudson 4-1,President,,Independence,GARY JOHNSON/BILL WELD,4,2,2
Columbia,Hudson 4-1,President,,Libertarian,GARY JOHNSON/BILL WELD,3,1,2
Columbia,Hudson 5-1,President,,Independence,GARY JOHNSON/BILL WELD,4,4,0
Columbia,Hudson 5-1,President,,Libertarian,GARY JOHNSON/BILL WELD,4,4,0
Columbia,Hudson 5-2,President,,Independence,GARY JOHNSON/BILL WELD,9,9,0
Columbia,Hudson 5-2,President,,Libertarian,GARY JOHNSON/BILL WELD,2,2,0
Columbia,Ancram-1,President,,Democratic,HILLARY CLINTON/TIM KAINE,185,147,38
Columbia,Ancram-1,President,,Working Families,HILLARY CLINTON/TIM KAINE,8,7,1
Columbia,Ancram-1,President,,Women's Equality Party,HILLARY CLINTON/TIM KAINE,1,1,0
Columbia,Ancram-2,President,,Democratic,HILLARY CLINTON/TIM KAINE,149,115,34
Columbia,Ancram-2,President,,Working Families,HILLARY CLINTON/TIM KAINE,5,4,1
Columbia,Ancram-2,President,,Women's Equality Party,HILLARY CLINTON/TIM KAINE,0,0,0
Columbia,Clermont-1,President,,Democratic,HILLARY CLINTON/TIM KAINE,347,303,44
Columbia,Clermont-1,President,,Working Families,HILLARY CLINTON/TIM KAINE,23,20,3
Columbia,Clermont-1,President,,Women's Equality Party,HILLARY CLINTON/TIM KAINE,4,3,1
Columbia,Copake-1,President,,Democratic,HILLARY CLINTON/TIM KAINE,410,313,97
Columbia,Copake-1,President,,Working Families,HILLARY CLINTON/TIM KAINE,17,16,1
Columbia,Copake-1,President,,Women's Equality Party,HILLARY CLINTON/TIM KAINE,5,4,1
Columbia,Copake-2,President,,Democratic,HILLARY CLINTON/TIM KAINE,331,262,69
Columbia,Copake-2,President,,Working Families,HILLARY CLINTON/TIM KAINE,20,15,5
Columbia,Copake-2,President,,Women's Equality Party,HILLARY CLINTON/TIM KAINE,4,4,0
Columbia,Gallatin-1,President,,Democratic,HILLARY CLINTON/TIM KAINE,291,250,41
Columbia,Gallatin-1,President,,Working Families,HILLARY CLINTON/TIM KAINE,20,18,2
Columbia,Gallatin-1,President,,Women's Equality Party,HILLARY CLINTON/TIM KAINE,4,4,0
Columbia,Germantown-1,President,,Democratic,HILLARY CLINTON/TIM KAINE,265,235,30
Columbia,Germantown-1,President,,Working Families,HILLARY CLINTON/TIM KAINE,26,22,4
Columbia,Germantown-1,President,,Women's Equality Party,HILLARY CLINTON/TIM KAINE,2,2,0
Columbia,Germantown-2,President,,Democratic,HILLARY CLINTON/TIM KAINE,243,210,33
Columbia,Germantown-2,President,,Working Families,HILLARY CLINTON/TIM KAINE,10,10,0
Columbia,Germantown-2,President,,Women's Equality Party,HILLARY CLINTON/TIM KAINE,3,2,1
Columbia,Ghent-1,President,,Democratic,HILLARY CLINTON/TIM KAINE,421,361,60
Columbia,Ghent-1,President,,Working Families,HILLARY CLINTON/TIM KAINE,37,34,3
Columbia,Ghent-1,President,,Women's Equality Party,HILLARY CLINTON/TIM KAINE,10,10,0
Columbia,Ghent-2,President,,Democratic,HILLARY CLINTON/TIM KAINE,439,372,67
Columbia,Ghent-2,President,,Working Families,HILLARY CLINTON/TIM KAINE,32,25,7
Columbia,Ghent-2,President,,Women's Equality Party,HILLARY CLINTON/TIM KAINE,9,8,1
Columbia,Ghent-3,President,,Democratic,HILLARY CLINTON/TIM KAINE,359,287,72
Columbia,Ghent-3,President,,Working Families,HILLARY CLINTON/TIM KAINE,17,16,1
