county,precinct,office,district,party,candidate,polling_place,absentee_affidavit,votes
Herkimer,Town of Frankfort 2 LD 9,State Senate,51,IND,James L. Seward,23,1,24
Herkimer,Town of Frankfort 3 LD 9,State Senate,51,IND,James L. Seward,18,2,20
Herkimer,Town of Frankfort 4 LD 8,State Senate,51,IND,James L. Seward,17,1,18
Herkimer,Town of Frankfort 5 LD 8,State Senate,51,IND,James L. Seward,30,3,33
Herkimer,Town of Frankfort 6 LD 9,State Senate,51,IND,James L. Seward,23,1,24
Herkimer,Town of German Flatts 1 LD 7,State Senate,51,IND,James L. Seward,18,1,19
Herkimer,Town of German Flatts 2 LD 1,State Senate,51,IND,James L. Seward,18,1,19
Herkimer,Town of German Flatts 3 LD 4,State Senate,51,IND,James L. Seward,39,3,42
Herkimer,Town of German Flatts 4 LD 5,State Senate,51,IND,James L. Seward,5,0,5
Herkimer,Town of German Flatts 5 LD 6,State Senate,51,IND,James L. Seward,2,0,2
Herkimer,Town of German Flatts 6 LD 6,State Senate,51,IND,James L. Seward,14,0,14
Herkimer,Town of German Flatts 7 LD 4,State Senate,51,IND,James L. Seward,8,2,10
Herkimer,Town of German Flatts 8 LD 5,State Senate,51,IND,James L. Seward,9,1,10
Herkimer,Town of German Flatts 9 LD 4,State Senate,51,IND,James L. Seward,9,1,10
Herkimer,Town of German Flatts 10 LD 5,State Senate,51,IND,James L. Seward,10,2,12
Herkimer,Town of German Flatts 11 LD 6,State Senate,51,IND,James L. Seward,19,2,21
Herkimer,Town of German Flatts 12 LD 6,State Senate,51,IND,James L. Seward,16,1,17
Herkimer,Town of German Flatts 13 LD 5,State Senate,51,IND,James L. Seward,13,0,13
Herkimer,Town of German Flatts 14 LD 5,State Senate,51,IND,James L. Seward,14,1,15
Herkimer,Town of Herkimer 1 LD 2,State Senate,51,IND,James L. Seward,15,2,17
Herkimer,Town of Herkimer 2 LD 2,State Senate,51,IND,James L. Seward,12,2,14
Herkimer,Town of Herkimer 3 LD 2,State Senate,51,IND,James L. Seward,8,0,8
Herkimer,Town of Herkimer 4 LD 2,State Senate,51,IND,James L. Seward,8,0,8
Herkimer,Town of Herkimer 5 LD 1,State Senate,51,IND,James L. Seward,12,3,15
Herkimer,Town of Herkimer 6 LD 3,State Senate,51,IND,James L. Seward,32,1,33
Herkimer,Town of Herkimer 7 LD 3,State Senate,51,IND,James L. Seward,12,2,14
Herkimer,Town of Herkimer 8 LD 1,State Senate,51,IND,James L. Seward,10,1,11
Herkimer,Town of Herkimer 9 LD 3,State Senate,51,IND,James L. Seward,14,2,16
Herkimer,Town of Litchfield 1 LD 13,State Senate,51,IND,James L. Seward,21,1,22
Herkimer,Town of Little Falls 1 LD 14,State Senate,51,IND,James L. Seward,26,1,27
Herkimer,Town of Newport 1 LD 17,State Senate,51,IND,James L. Seward,36,2,38
Herkimer,Town of Norway 1 LD 16,State Senate,51,IND,James L. Seward,8,0,8
Herkimer,Town of Schuyler 1 LD 11,State Senate,51,IND,James L. Seward,7,1,8
Herkimer,Town of Schuyler 2 LD 11,State Senate,51,IND,James L. Seward,13,2,15
Herkimer,Town of Schuyler 3 LD 11,State Senate,51,IND,James L. Seward,8,0,8
Herkimer,Town of Stark 1 LD 14,State Senate,51,IND,James L. Seward,5,1,6
Herkimer,Town of Warren 1 LD 7,State Senate,51,IND,James L. Seward,15,0,15
Herkimer,Town of Winfield 1 LD 13,State Senate,51,IND,James L. Seward,17,0,17
Herkimer,Town of Winfield 2 LD 13,State Senate,51,IND,James L. Seward,11,1,12
Herkimer,City of Little Falls Ward 1 1 LD 12,State Senate,51,REF,James L. Seward,8,1,9
Herkimer,City of Little Falls Ward 2 1 LD 12,State Senate,51,REF,James L. Seward,9,0,9
Herkimer,City of Little Falls Ward 3 1 LD 12,State Senate,51,REF,James L. Seward,3,0,3
Herkimer,City of Little Falls Ward 3 2 LD 10,State Senate,51,REF,James L. Seward,8,1,9
Herkimer,City of Little Falls Ward 4 1 LD 12,State Senate,51,REF,James L. Seward,8,0,8
Herkimer,Town of Columbia 1 LD 7,State Senate,51,REF,James L. Seward,2,0,2
Herkimer,Town of Columbia 2 LD 13,State Senate,51,REF,James L. Seward,2,0,2
Herkimer,Town of Danube 1 LD 14,State Senate,51,REF,James L. Seward,7,0,7
Herkimer,Town of Frankfort 1 LD 8,State Senate,51,REF,James L. Seward,3,1,4
Herkimer,Town of Frankfort 2 LD 9,State Senate,51,REF,James L. Seward,6,1,7
Herkimer,Town of Frankfort 3 LD 9,State Senate,51,REF,James L. Seward,5,0,5
Herkimer,Town of Frankfort 4 LD 8,State Senate,51,REF,James L. Seward,4,2,6
Herkimer,Town of Frankfort 5 LD 8,State Senate,51,REF,James L. Seward,5,0,5
Herkimer,Town of Frankfort 6 LD 9,State Senate,51,REF,James L. Seward,14,1,15
Herkimer,Town of German Flatts 1 LD 7,State Senate,51,REF,James L. Seward,2,0,2
Herkimer,Town of German Flatts 2 LD 1,State Senate,51,REF,James L. Seward,3,0,3
Herkimer,Town of German Flatts 3 LD 4,State Senate,51,REF,James L. Seward,10,0,10
Herkimer,Town of German Flatts 4 LD 5,State Senate,51,REF,James L. Seward,1,0,1
Herkimer,Town of German Flatts 5 LD 6,State Senate,51,REF,James L. Seward,1,1,2
Herkimer,Town of German Flatts 6 LD 6,State Senate,51,REF,James L. Seward,5,0,5
Herkimer,Town of German Flatts 7 LD 4,State Senate,51,REF,James L. Seward,1,0,1
Herkimer,Town of German Flatts 8 LD 5,State Senate,51,REF,James L. Seward,3,0,3
Herkimer,Town of German Flatts 9 LD 4,State Senate,51,REF,James L. Seward,2,0,2
Herkimer,Town of German Flatts 10 LD 5,State Senate,51,REF,James L. Seward,3,0,3
Herkimer,Town of German Flatts 11 LD 6,State Senate,51,REF,James L. Seward,4,1,5
Herkimer,Town of German Flatts 12 LD 6,State Senate,51,REF,James L. Seward,2,0,2
Herkimer,Town of German Flatts 13 LD 5,State Senate,51,REF,James L. Seward,3,0,3
Herkimer,Town of German Flatts 14 LD 5,State Senate,51,REF,James L. Seward,2,0,2
Herkimer,Town of Herkimer 1 LD 2,State Senate,51,REF,James L. Seward,7,1,8
Herkimer,Town of Herkimer 2 LD 2,State Senate,51,REF,James L. Seward,2,1,3
Herkimer,Town of Herkimer 3 LD 2,State Senate,51,REF,James L. Seward,6,0,6
Herkimer,Town of Herkimer 4 LD 2,State Senate,51,REF,James L. Seward,2,1,3
Herkimer,Town of Herkimer 5 LD 1,State Senate,51,REF,James L. Seward,5,0,5
Herkimer,Town of Herkimer 6 LD 3,State Senate,51,REF,James L. Seward,9,0,9
Herkimer,Town of Herkimer 7 LD 3,State Senate,51,REF,James L. Seward,8,0,8
Herkimer,Town of Herkimer 8 LD 1,State Senate,51,REF,James L. Seward,1,0,1
Herkimer,Town of Herkimer 9 LD 3,State Senate,51,REF,James L. Seward,5,0,5
Herkimer,Town of Litchfield 1 LD 13,State Senate,51,REF,James L. Seward,8,0,8
Herkimer,Town of Little Falls 1 LD 14,State Senate,51,REF,James L. Seward,4,2,6
Herkimer,Town of Newport 1 LD 17,State Senate,51,REF,James L. Seward,8,0,8
Herkimer,Town of Norway 1 LD 16,State Senate,51,REF,James L. Seward,0,1,1
Herkimer,Town of Schuyler 1 LD 11,State Senate,51,REF,James L. Seward,4,0,4
Herkimer,Town of Schuyler 2 LD 11,State Senate,51,REF,James L. Seward,9,0,9
Herkimer,Town of Schuyler 3 LD 11,State Senate,51,REF,James L. Seward,5,0,5
Herkimer,Town of Stark 1 LD 14,State Senate,51,REF,James L. Seward,7,1,8
Herkimer,Town of Warren 1 LD 7,State Senate,51,REF,James L. Seward,8,2,10
Herkimer,Town of Winfield 1 LD 13,State Senate,51,REF,James L. Seward,4,1,5
Herkimer,Town of Winfield 2 LD 13,State Senate,51,REF,James L. Seward,2,0,2
Herkimer,City of Little Falls Ward 1 1 LD 12,State Senate,51,,Write-ins,,,0
Herkimer,City of Little Falls Ward 2 1 LD 12,State Senate,51,,Write-ins,,,1
Herkimer,City of Little Falls Ward 3 1 LD 12,State Senate,51,,Write-ins,,,0
Herkimer,City of Little Falls Ward 3 2 LD 10,State Senate,51,,Write-ins,,,1
Herkimer,City of Little Falls Ward 4 1 LD 12,State Senate,51,,Write-ins,,,0
Herkimer,Town of Columbia 1 LD 7,State Senate,51,,Write-ins,,,0
Herkimer,Town of Columbia 2 LD 13,State Senate,51,,Write-ins,,,0
Herkimer,Town of Danube 1 LD 14,State Senate,51,,Write-ins,,,0
Herkimer,Town of Frankfort 1 LD 8,State Senate,51,,Write-ins,,,0
Herkimer,Town of Frankfort 2 LD 9,State Senate,51,,Write-ins,,,0
Herkimer,Town of Frankfort 3 LD 9,State Senate,51,,Write-ins,,,1
Herkimer,Town of Frankfort 4 LD 8,State Senate,51,,Write-ins,,,0
Herkimer,Town of Frankfort 5 LD 8,State Senate,51,,Write-ins,,,0
Herkimer,Town of Frankfort 6 LD 9,State Senate,51,,Write-ins,,,0
Herkimer,Town of German Flatts 1 LD 7,State Senate,51,,Write-ins,,,1
Herkimer,Town of German Flatts 2 LD 1,State Senate,51,,Write-ins,,,0
Herkimer,Town of German Flatts 3 LD 4,State Senate,51,,Write-ins,,,1
Herkimer,Town of German Flatts 4 LD 5,State Senate,51,,Write-ins,,,1
Herkimer,Town of German Flatts 5 LD 6,State Senate,51,,Write-ins,,,0
Herkimer,Town of German Flatts 6 LD 6,State Senate,51,,Write-ins,,,0
Herkimer,Town of German Flatts 7 LD 4,State Senate,51,,Write-ins,,,0
Herkimer,Town of German Flatts 8 LD 5,State Senate,51,,Write-ins,,,0
Herkimer,Town of German Flatts 9 LD 4,State Senate,51,,Write-ins,,,0
Herkimer,Town of German Flatts 10 LD 5,State Senate,51,,Write-ins,,,0
Herkimer,Town of German Flatts 11 LD 6,State Senate,51,,Write-ins,,,0
Herkimer,Town of German Flatts 12 LD 6,State Senate,51,,Write-ins,,,0
Herkimer,Town of German Flatts 13 LD 5,State Senate,51,,Write-ins,,,0
Herkimer,Town of German Flatts 14 LD 5,State Senate,51,,Write-ins,,,0
Herkimer,Town of Herkimer 1 LD 2,State Senate,51,,Write-ins,,,0
Herkimer,Town of Herkimer 2 LD 2,State Senate,51,,Write-ins,,,0
Herkimer,Town of Herkimer 3 LD 2,State Senate,51,,Write-ins,,,0
Herkimer,Town of Herkimer 4 LD 2,State Senate,51,,Write-ins,,,0
Herkimer,Town of Herkimer 5 LD 1,State Senate,51,,Write-ins,,,0
Herkimer,Town of Herkimer 6 LD 3,State Senate,51,,Write-ins,,,1
Herkimer,Town of Herkimer 7 LD 3,State Senate,51,,Write-ins,,,0
Herkimer,Town of Herkimer 8 LD 1,State Senate,51,,Write-ins,,,0
Herkimer,Town of Herkimer 9 LD 3,State Senate,51,,Write-ins,,,1
Herkimer,Town of Litchfield 1 LD 13,State Senate,51,,Write-ins,,,0
Herkimer,Town of Little Falls 1 LD 14,State Senate,51,,Write-ins,,,1
Herkimer,Town of Newport 1 LD 17,State Senate,51,,Write-ins,,,1
Herkimer,Town of Norway 1 LD 16,State Senate,51,,Write-ins,,,0
Herkimer,Town of Schuyler 1 LD 11,State Senate,51,,Write-ins,,,1
Herkimer,Town of Schuyler 2 LD 11,State Senate,51,,Write-ins,,,0
Herkimer,Town of Schuyler 3 LD 11,State Senate,51,,Write-ins,,,0
Herkimer,Town of Stark 1 LD 14,State Senate,51,,Write-ins,,,0
Herkimer,Town of Warren 1 LD 7,State Senate,51,,Write-ins,,,0
Herkimer,Town of Winfield 1 LD 13,State Senate,51,,Write-ins,,,0
Herkimer,Town of Winfield 2 LD 13,State Senate,51,,Write-ins,,,0
Herkimer,City of Little Falls Ward 1 1 LD 12,State Senate,51,,Void,,,0
Herkimer,City of Little Falls Ward 2 1 LD 12,State Senate,51,,Void,,,3
Herkimer,City of Little Falls Ward 3 1 LD 12,State Senate,51,,Void,,,0
Herkimer,City of Little Falls Ward 3 2 LD 10,State Senate,51,,Void,,,0
Herkimer,City of Little Falls Ward 4 1 LD 12,State Senate,51,,Void,,,0
Herkimer,Town of Columbia 1 LD 7,State Senate,51,,Void,,,0
Herkimer,Town of Columbia 2 LD 13,State Senate,51,,Void,,,0
Herkimer,Town of Danube 1 LD 14,State Senate,51,,Void,,,0
Herkimer,Town of Frankfort 1 LD 8,State Senate,51,,Void,,,1
Herkimer,Town of Frankfort 2 LD 9,State Senate,51,,Void,,,0
Herkimer,Town of Frankfort 3 LD 9,State Senate,51,,Void,,,0
Herkimer,Town of Frankfort 4 LD 8,State Senate,51,,Void,,,0
Herkimer,Town of Frankfort 5 LD 8,State Senate,51,,Void,,,1
Herkimer,Town of Frankfort 6 LD 9,State Senate,51,,Void,,,0
Herkimer,Town of German Flatts 1 LD 7,State Senate,51,,Void,,,0
Herkimer,Town of German Flatts 2 LD 1,State Senate,51,,Void,,,0
Herkimer,Town of German Flatts 3 LD 4,State Senate,51,,Void,,,0
Herkimer,Town of German Flatts 4 LD 5,State Senate,51,,Void,,,0
Herkimer,Town of German Flatts 5 LD 6,State Senate,51,,Void,,,0
Herkimer,Town of German Flatts 6 LD 6,State Senate,51,,Void,,,1
Herkimer,Town of German Flatts 7 LD 4,State Senate,51,,Void,,,0
Herkimer,Town of German Flatts 8 LD 5,State Senate,51,,Void,,,0
Herkimer,Town of German Flatts 9 LD 4,State Senate,51,,Void,,,0
Herkimer,Town of German Flatts 10 LD 5,State Senate,51,,Void,,,0
Herkimer,Town of German Flatts 11 LD 6,State Senate,51,,Void,,,0
Herkimer,Town of German Flatts 12 LD 6,State Senate,51,,Void,,,1
Herkimer,Town of German Flatts 13 LD 5,State Senate,51,,Void,,,0
Herkimer,Town of German Flatts 14 LD 5,State Senate,51,,Void,,,0
Herkimer,Town of Herkimer 1 LD 2,State Senate,51,,Void,,,0
Herkimer,Town of Herkimer 2 LD 2,State Senate,51,,Void,,,3
Herkimer,Town of Herkimer 3 LD 2,State Senate,51,,Void,,,0
Herkimer,Town of Herkimer 4 LD 2,State Senate,51,,Void,,,0
Herkimer,Town of Herkimer 5 LD 1,State Senate,51,,Void,,,1
Herkimer,Town of Herkimer 6 LD 3,State Senate,51,,Void,,,0
Herkimer,Town of Herkimer 7 LD 3,State Senate,51,,Void,,,0
Herkimer,Town of Herkimer 8 LD 1,State Senate,51,,Void,,,0
Herkimer,Town of Herkimer 9 LD 3,State Senate,51,,Void,,,0
Herkimer,Town of Litchfield 1 LD 13,State Senate,51,,Void,,,0
Herkimer,Town of Little Falls 1 LD 14,State Senate,51,,Void,,,0
Herkimer,Town of Newport 1 LD 17,State Senate,51,,Void,,,0
Herkimer,Town of Norway 1 LD 16,State Senate,51,,Void,,,0
Herkimer,Town of Schuyler 1 LD 11,State Senate,51,,Void,,,0
Herkimer,Town of Schuyler 2 LD 11,State Senate,51,,Void,,,0
Herkimer,Town of Schuyler 3 LD 11,State Senate,51,,Void,,,0
Herkimer,Town of Stark 1 LD 14,State Senate,51,,Void,,,0
Herkimer,Town of Warren 1 LD 7,State Senate,51,,Void,,,0
Herkimer,Town of Winfield 1 LD 13,State Senate,51,,Void,,,0
Herkimer,Town of Winfield 2 LD 13,State Senate,51,,Void,,,0
Herkimer,City of Little Falls Ward 1 1 LD 12,State Senate,51,,Blanks,,,74
Herkimer,City of Little Falls Ward 2 1 LD 12,State Senate,51,,Blanks,,,56
Herkimer,City of Little Falls Ward 3 1 LD 12,State Senate,51,,Blanks,,,11
Herkimer,City of Little Falls Ward 3 2 LD 10,State Senate,51,,Blanks,,,36
Herkimer,City of Little Falls Ward 4 1 LD 12,State Senate,51,,Blanks,,,46
Herkimer,Town of Columbia 1 LD 7,State Senate,51,,Blanks,,,52
Herkimer,Town of Columbia 2 LD 13,State Senate,51,,Blanks,,,17
Herkimer,Town of Danube 1 LD 14,State Senate,51,,Blanks,,,60
Herkimer,Town of Frankfort 1 LD 8,State Senate,51,,Blanks,,,58
Herkimer,Town of Frankfort 2 LD 9,State Senate,51,,Blanks,,,84
Herkimer,Town of Frankfort 3 LD 9,State Senate,51,,Blanks,,,69
Herkimer,Town of Frankfort 4 LD 8,State Senate,51,,Blanks,,,57
Herkimer,Town of Frankfort 5 LD 8,State Senate,51,,Blanks,,,86
Herkimer,Town of Frankfort 6 LD 9,State Senate,51,,Blanks,,,119
Herkimer,Town of German Flatts 1 LD 7,State Senate,51,,Blanks,,,51
Herkimer,Town of German Flatts 2 LD 1,State Senate,51,,Blanks,,,47
Herkimer,Town of German Flatts 3 LD 4,State Senate,51,,Blanks,,,51
Herkimer,Town of German Flatts 4 LD 5,State Senate,51,,Blanks,,,18
Herkimer,Town of German Flatts 5 LD 6,State Senate,51,,Blanks,,,10
Herkimer,Town of German Flatts 6 LD 6,State Senate,51,,Blanks,,,28
Herkimer,Town of German Flatts 7 LD 4,State Senate,51,,Blanks,,,36
Herkimer,Town of German Flatts 8 LD 5,State Senate,51,,Blanks,,,26
Herkimer,Town of German Flatts 9 LD 4,State Senate,51,,Blanks,,,36
Herkimer,Town of German Flatts 10 LD 5,State Senate,51,,Blanks,,,17
Herkimer,Town of German Flatts 11 LD 6,State Senate,51,,Blanks,,,38
Herkimer,Town of German Flatts 12 LD 6,State Senate,51,,Blanks,,,33
Herkimer,Town of German Flatts 13 LD 5,State Senate,51,,Blanks,,,53
Herkimer,Town of German Flatts 14 LD 5,State Senate,51,,Blanks,,,35
Herkimer,Town of Herkimer 1 LD 2,State Senate,51,,Blanks,,,105
Herkimer,Town of Herkimer 2 LD 2,State Senate,51,,Blanks,,,39
Herkimer,Town of Herkimer 3 LD 2,State Senate,51,,Blanks,,,33
Herkimer,Town of Herkimer 4 LD 2,State Senate,51,,Blanks,,,40
Herkimer,Town of Herkimer 5 LD 1,State Senate,51,,Blanks,,,51
Herkimer,Town of Herkimer 6 LD 3,State Senate,51,,Blanks,,,79
Herkimer,Town of Herkimer 7 LD 3,State Senate,51,,Blanks,,,46
Herkimer,Town of Herkimer 8 LD 1,State Senate,51,,Blanks,,,55
Herkimer,Town of Herkimer 9 LD 3,State Senate,51,,Blanks,,,59
Herkimer,Town of Litchfield 1 LD 13,State Senate,51,,Blanks,,,45
Herkimer,Town of Little Falls 1 LD 14,State Senate,51,,Blanks,,,125
Herkimer,Town of Newport 1 LD 17,State Senate,51,,Blanks,,,107
Herkimer,Town of Norway 1 LD 16,State Senate,51,,Blanks,,,56
Herkimer,Town of Schuyler 1 LD 11,State Senate,51,,Blanks,,,35
Herkimer,Town of Schuyler 2 LD 11,State Senate,51,,Blanks,,,59
Herkimer,Town of Schuyler 3 LD 11,State Senate,51,,Blanks,,,47
Herkimer,Town of Stark 1 LD 14,State Senate,51,,Blanks,,,31
Herkimer,Town of Warren 1 LD 7,State Senate,51,,Blanks,,,28
Herkimer,Town of Winfield 1 LD 13,State Senate,51,,Blanks,,,35
Herkimer,Town of Winfield 2 LD 13,State Senate,51,,Blanks,,,29
Herkimer,City of Little Falls Ward 1 1 LD 12,State Assembly,101,DEM,Arlene G. Feldmeier,193,19,212
Herkimer,City of Little Falls Ward 2 1 LD 12,State Assembly,101,DEM,Arlene G. Feldmeier,239,21,260
Herkimer,City of Little Falls Ward 3 1 LD 12,State Assembly,101,DEM,Arlene G. Feldmeier,41,4,45
Herkimer,City of Little Falls Ward 3 2 LD 10,State Assembly,101,DEM,Arlene G. Feldmeier,122,6,128
Herkimer,City of Little Falls Ward 4 1 LD 12,State Assembly,101,DEM,Arlene G. Feldmeier,138,8,146
Herkimer,Town of Columbia 1 LD 7,State Assembly,101,DEM,Arlene G. Feldmeier,63,9,72
Herkimer,Town of Columbia 2 LD 13,State Assembly,101,DEM,Arlene G. Feldmeier,27,0,27
Herkimer,Town of German Flatts 1 LD 7,State Assembly,101,DEM,Arlene G. Feldmeier,97,13,110
Herkimer,Town of German Flatts 2 LD 1,State Assembly,101,DEM,Arlene G. Feldmeier,111,6,117
Herkimer,Town of German Flatts 3 LD 4,State Assembly,101,DEM,Arlene G. Feldmeier,138,15,153
Herkimer,Town of German Flatts 4 LD 5,State Assembly,101,DEM,Arlene G. Feldmeier,40,0,40
Herkimer,Town of German Flatts 5 LD 6,State Assembly,101,DEM,Arlene G. Feldmeier,30,4,34
Herkimer,Town of German Flatts 6 LD 6,State Assembly,101,DEM,Arlene G. Feldmeier,92,7,99
Herkimer,Town of German Flatts 7 LD 4,State Assembly,101,DEM,Arlene G. Feldmeier,62,8,70
Herkimer,Town of German Flatts 8 LD 5,State Assembly,101,DEM,Arlene G. Feldmeier,78,2,80
Herkimer,Town of German Flatts 9 LD 4,State Assembly,101,DEM,Arlene G. Feldmeier,74,1,75
Herkimer,Town of German Flatts 10 LD 5,State Assembly,101,DEM,Arlene G. Feldmeier,39,6,45
Herkimer,Town of German Flatts 11 LD 6,State Assembly,101,DEM,Arlene G. Feldmeier,121,12,133
Herkimer,Town of German Flatts 12 LD 6,State Assembly,101,DEM,Arlene G. Feldmeier,120,5,125
Herkimer,Town of German Flatts 13 LD 5,State Assembly,101,DEM,Arlene G. Feldmeier,124,8,132
Herkimer,Town of German Flatts 14 LD 5,State Assembly,101,DEM,Arlene G. Feldmeier,62,4,66
Herkimer,Town of Litchfield 1 LD 13,State Assembly,101,DEM,Arlene G. Feldmeier,114,7,121
Herkimer,Town of Little Falls 1 LD 14,State Assembly,101,DEM,Arlene G. Feldmeier,174,16,190
Herkimer,Town of Warren 1 LD 7,State Assembly,101,DEM,Arlene G. Feldmeier,57,11,68
Herkimer,Town of Winfield 1 LD 13,State Assembly,101,DEM,Arlene G. Feldmeier,70,3,73
Herkimer,Town of Winfield 2 LD 13,State Assembly,101,DEM,Arlene G. Feldmeier,79,9,88
Herkimer,City of Little Falls Ward 1 1 LD 12,State Assembly,101,WOR,Arlene G. Feldmeier,34,1,35
Herkimer,City of Little Falls Ward 2 1 LD 12,State Assembly,101,WOR,Arlene G. Feldmeier,32,3,35
Herkimer,City of Little Falls Ward 3 1 LD 12,State Assembly,101,WOR,Arlene G. Feldmeier,5,2,7
Herkimer,City of Little Falls Ward 3 2 LD 10,State Assembly,101,WOR,Arlene G. Feldmeier,21,3,24
Herkimer,City of Little Falls Ward 4 1 LD 12,State Assembly,101,WOR,Arlene G. Feldmeier,19,2,21
Herkimer,Town of Columbia 1 LD 7,State Assembly,101,WOR,Arlene G. Feldmeier,15,1,16
Herkimer,Town of Columbia 2 LD 13,State Assembly,101,WOR,Arlene G. Feldmeier,2,0,2
Herkimer,Town of German Flatts 1 LD 7,State Assembly,101,WOR,Arlene G. Feldmeier,22,2,24
Herkimer,Town of German Flatts 2 LD 1,State Assembly,101,WOR,Arlene G. Feldmeier,12,1,13
Herkimer,Town of German Flatts 3 LD 4,State Assembly,101,WOR,Arlene G. Feldmeier,24,1,25
Herkimer,Town of German Flatts 4 LD 5,State Assembly,101,WOR,Arlene G. Feldmeier,4,2,6
Herkimer,Town of German Flatts 5 LD 6,State Assembly,101,WOR,Arlene G. Feldmeier,0,0,0
Herkimer,Town of German Flatts 6 LD 6,State Assembly,101,WOR,Arlene G. Feldmeier,3,1,4
Herkimer,Town of German Flatts 7 LD 4,State Assembly,101,WOR,Arlene G. Feldmeier,3,0,3
Herkimer,Town of German Flatts 8 LD 5,State Assembly,101,WOR,Arlene G. Feldmeier,3,2,5
Herkimer,Town of German Flatts 9 LD 4,State Assembly,101,WOR,Arlene G. Feldmeier,10,0,10
Herkimer,Town of German Flatts 10 LD 5,State Assembly,101,WOR,Arlene G. Feldmeier,10,0,10
Herkimer,Town of German Flatts 11 LD 6,State Assembly,101,WOR,Arlene G. Feldmeier,12,0,12
Herkimer,Town of German Flatts 12 LD 6,State Assembly,101,WOR,Arlene G. Feldmeier,13,0,13
Herkimer,Town of German Flatts 13 LD 5,State Assembly,101,WOR,Arlene G. Feldmeier,11,17,28
Herkimer,Town of German Flatts 14 LD 5,State Assembly,101,WOR,Arlene G. Feldmeier,9,0,9
Herkimer,Town of Litchfield 1 LD 13,State Assembly,101,WOR,Arlene G. Feldmeier,6,1,7
Herkimer,Town of Little Falls 1 LD 14,State Assembly,101,WOR,Arlene G. Feldmeier,34,2,36
Herkimer,Town of Warren 1 LD 7,State Assembly,101,WOR,Arlene G. Feldmeier,19,0,19
Herkimer,Town of Winfield 1 LD 13,State Assembly,101,WOR,Arlene G. Feldmeier,7,0,7
Herkimer,Town of Winfield 2 LD 13,State Assembly,101,WOR,Arlene G. Feldmeier,7,0,7
Herkimer,City of Little Falls Ward 1 1 LD 12,State Assembly,101,REP,Brian D. Miller,133,5,138
Herkimer,City of Little Falls Ward 2 1 LD 12,State Assembly,101,REP,Brian D. Miller,157,17,174
Herkimer,City of Little Falls Ward 3 1 LD 12,State Assembly,101,REP,Brian D. Miller,34,2,36
Herkimer,City of Little Falls Ward 3 2 LD 10,State Assembly,101,REP,Brian D. Miller,67,4,71
Herkimer,City of Little Falls Ward 4 1 LD 12,State Assembly,101,REP,Brian D. Miller,84,5,89
Herkimer,Town of Columbia 1 LD 7,State Assembly,101,REP,Brian D. Miller,279,16,295
Herkimer,Town of Columbia 2 LD 13,State Assembly,101,REP,Brian D. Miller,99,5,104
Herkimer,Town of German Flatts 1 LD 7,State Assembly,101,REP,Brian D. Miller,280,16,296
Herkimer,Town of German Flatts 2 LD 1,State Assembly,101,REP,Brian D. Miller,179,13,192
Herkimer,Town of German Flatts 3 LD 4,State Assembly,101,REP,Brian D. Miller,304,18,322
Herkimer,Town of German Flatts 4 LD 5,State Assembly,101,REP,Brian D. Miller,68,3,71
Herkimer,Town of German Flatts 5 LD 6,State Assembly,101,REP,Brian D. Miller,43,3,46
Herkimer,Town of German Flatts 6 LD 6,State Assembly,101,REP,Brian D. Miller,107,8,115
Herkimer,Town of German Flatts 7 LD 4,State Assembly,101,REP,Brian D. Miller,92,6,98
Herkimer,Town of German Flatts 8 LD 5,State Assembly,101,REP,Brian D. Miller,145,5,150
Herkimer,Town of German Flatts 9 LD 4,State Assembly,101,REP,Brian D. Miller,104,4,108
Herkimer,Town of German Flatts 10 LD 5,State Assembly,101,REP,Brian D. Miller,67,2,69
Herkimer,Town of German Flatts 11 LD 6,State Assembly,101,REP,Brian D. Miller,206,8,214
Herkimer,Town of German Flatts 12 LD 6,State Assembly,101,REP,Brian D. Miller,169,6,175
Herkimer,Town of German Flatts 13 LD 5,State Assembly,101,REP,Brian D. Miller,235,0,235
Herkimer,Town of German Flatts 14 LD 5,State Assembly,101,REP,Brian D. Miller,163,11,174
Herkimer,Town of Litchfield 1 LD 13,State Assembly,101,REP,Brian D. Miller,345,29,374
Herkimer,Town of Little Falls 1 LD 14,State Assembly,101,REP,Brian D. Miller,272,9,281
Herkimer,Town of Warren 1 LD 7,State Assembly,101,REP,Brian D. Miller,199,12,211
Herkimer,Town of Winfield 1 LD 13,State Assembly,101,REP,Brian D. Miller,235,7,242
Herkimer,Town of Winfield 2 LD 13,State Assembly,101,REP,Brian D. Miller,213,16,229
Herkimer,City of Little Falls Ward 1 1 LD 12,State Assembly,101,IND,Brian D. Miller,4,1,5
Herkimer,City of Little Falls Ward 2 1 LD 12,State Assembly,101,IND,Brian D. Miller,16,0,16
Herkimer,City of Little Falls Ward 3 1 LD 12,State Assembly,101,IND,Brian D. Miller,1,0,1
Herkimer,City of Little Falls Ward 3 2 LD 10,State Assembly,101,IND,Brian D. Miller,7,0,7
Herkimer,City of Little Falls Ward 4 1 LD 12,State Assembly,101,IND,Brian D. Miller,5,0,5
Herkimer,Town of Columbia 1 LD 7,State Assembly,101,IND,Brian D. Miller,14,1,15
Herkimer,Town of Columbia 2 LD 13,State Assembly,101,IND,Brian D. Miller,7,1,8
Herkimer,Town of German Flatts 1 LD 7,State Assembly,101,IND,Brian D. Miller,18,0,18
