county,precinct,office,district,party,candidate,votes,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/5,President,,LBT,Gary Johnson,5,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/6,President,,LBT,Gary Johnson,6,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/7,President,,LBT,Gary Johnson,2,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/8,President,,LBT,Gary Johnson,4,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/9,President,,LBT,Gary Johnson,5,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/10,President,,LBT,Gary Johnson,4,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/11,President,,LBT,Gary Johnson,3,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/12,President,,LBT,Gary Johnson,8,,,,,,,,,,,,,,
Niagara,N Tonawanda/003,President,,LBT,Gary Johnson,48,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/1,President,,,Evan McMullin,1,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/2,President,,,Evan McMullin,,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/3,President,,,Evan McMullin,,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/4,President,,,Evan McMullin,,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/5,President,,,Evan McMullin,0,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/6,President,,,Evan McMullin,,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/7,President,,,Evan McMullin,,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/8,President,,,Evan McMullin,,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/9,President,,,Evan McMullin,,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/10,President,,,Evan McMullin,1,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/11,President,,,Evan McMullin,1,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/12,President,,,Evan McMullin,3,,,,,,,,,,,,,,
Niagara,N Tonawanda/003,President,,,Evan McMullin,6,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/1,President,,,Darryl Castle,,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/2,President,,,Darryl Castle,,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/3,President,,,Darryl Castle,,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/4,President,,,Darryl Castle,,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/5,President,,,Darryl Castle,,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/6,President,,,Darryl Castle,,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/7,President,,,Darryl Castle,,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/8,President,,,Darryl Castle,,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/9,President,,,Darryl Castle,,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/10,President,,,Darryl Castle,,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/11,President,,,Darryl Castle,,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/12,President,,,Darryl Castle,,,,,,,,,,,,,,,
Niagara,N Tonawanda/003,President,,,Darryl Castle,0,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/1,President,,,Tom Hoeflidg,,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/2,President,,,Tom Hoeflidg,,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/3,President,,,Tom Hoeflidg,,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/4,President,,,Tom Hoeflidg,,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/5,President,,,Tom Hoeflidg,,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/6,President,,,Tom Hoeflidg,,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/7,President,,,Tom Hoeflidg,,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/8,President,,,Tom Hoeflidg,,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/9,President,,,Tom Hoeflidg,,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/10,President,,,Tom Hoeflidg,,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/11,President,,,Tom Hoeflidg,,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/12,President,,,Tom Hoeflidg,,,,,,,,,,,,,,,
Niagara,N Tonawanda/003,President,,,Tom Hoeflidg,0,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/1,President,,,Chris Keniston,,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/2,President,,,Chris Keniston,,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/3,President,,,Chris Keniston,,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/4,President,,,Chris Keniston,,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/5,President,,,Chris Keniston,,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/6,President,,,Chris Keniston,,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/7,President,,,Chris Keniston,,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/8,President,,,Chris Keniston,,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/9,President,,,Chris Keniston,,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/10,President,,,Chris Keniston,,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/11,President,,,Chris Keniston,,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/12,President,,,Chris Keniston,,,,,,,,,,,,,,,
Niagara,N Tonawanda/003,President,,,Chris Keniston,0,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/1,President,,,Scattering,4,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/2,President,,,Scattering,2,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/3,President,,,Scattering,3,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/4,President,,,Scattering,1,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/5,President,,,Scattering,6,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/6,President,,,Scattering,5,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/7,President,,,Scattering,2,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/8,President,,,Scattering,2,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/9,President,,,Scattering,2,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/10,President,,,Scattering,,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/11,President,,,Scattering,1,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/12,President,,,Scattering,5,,,,,,,,,,,,,,
Niagara,N Tonawanda/003,President,,,Scattering,33,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/1,President,,,Blanks,1,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/2,President,,,Blanks,0,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/3,President,,,Blanks,4,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/4,President,,,Blanks,5,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/5,President,,,Blanks,10,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/6,President,,,Blanks,6,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/7,President,,,Blanks,5,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/8,President,,,Blanks,1,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/9,President,,,Blanks,5,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/10,President,,,Blanks,2,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/11,President,,,Blanks,1,,,,,,,,,,,,,,
Niagara,N Tonawanda/003/12,President,,,Blanks,18,,,,,,,,,,,,,,
Niagara,N Tonawanda/003,President,,,Blanks,58,,,,,,,,,,,,,,
Niagara,Newfane/000/1,President,,,Ballots Cast,334,,,,,,,,,,,,,,
Niagara,Newfane/000/2,President,,,Ballots Cast,523,,,,,,,,,,,,,,
Niagara,Newfane/000/3,President,,,Ballots Cast,498,,,,,,,,,,,,,,
Niagara,Newfane/000/4,President,,,Ballots Cast,725,,,,,,,,,,,,,,
Niagara,Newfane/000/5,President,,,Ballots Cast,723,,,,,,,,,,,,,,
Niagara,Newfane/000/6,President,,,Ballots Cast,531,,,,,,,,,,,,,,
Niagara,Newfane/000/7,President,,,Ballots Cast,551,,,,,,,,,,,,,,
Niagara,Newfane/000/8,President,,,Ballots Cast,449,,,,,,,,,,,,,,
Niagara,Newfane/000,President,,,Ballots Cast,4334,,,,,,,,,,,,,,
Niagara,Newfane/000/1,President,,DEM,Hillary Clinton,103,,,,,,,,,,,,,,
Niagara,Newfane/000/2,President,,DEM,Hillary Clinton,132,,,,,,,,,,,,,,
Niagara,Newfane/000/3,President,,DEM,Hillary Clinton,127,,,,,,,,,,,,,,
Niagara,Newfane/000/4,President,,DEM,Hillary Clinton,202,,,,,,,,,,,,,,
Niagara,Newfane/000/5,President,,DEM,Hillary Clinton,188,,,,,,,,,,,,,,
Niagara,Newfane/000/6,President,,DEM,Hillary Clinton,134,,,,,,,,,,,,,,
Niagara,Newfane/000/7,President,,DEM,Hillary Clinton,134,,,,,,,,,,,,,,
Niagara,Newfane/000/8,President,,DEM,Hillary Clinton,117,,,,,,,,,,,,,,
Niagara,Newfane/000,President,,DEM,Hillary Clinton,1137,,,,,,,,,,,,,,
Niagara,Newfane/000/1,President,,REP,Donald J. Trump,174,,,,,,,,,,,,,,
Niagara,Newfane/000/2,President,,REP,Donald J. Trump,314,,,,,,,,,,,,,,
Niagara,Newfane/000/3,President,,REP,Donald J. Trump,265,,,,,,,,,,,,,,
Niagara,Newfane/000/4,President,,REP,Donald J. Trump,394,,,,,,,,,,,,,,
Niagara,Newfane/000/5,President,,REP,Donald J. Trump,418,,,,,,,,,,,,,,
Niagara,Newfane/000/6,President,,REP,Donald J. Trump,293,,,,,,,,,,,,,,
Niagara,Newfane/000/7,President,,REP,Donald J. Trump,311,,,,,,,,,,,,,,
Niagara,Newfane/000/8,President,,REP,Donald J. Trump,250,,,,,,,,,,,,,,
Niagara,Newfane/000,President,,REP,Donald J. Trump,2419,,,,,,,,,,,,,,
Niagara,Newfane/000/1,President,,CON,Donald J. Trump,26,,,,,,,,,,,,,,
Niagara,Newfane/000/2,President,,CON,Donald J. Trump,37,,,,,,,,,,,,,,
Niagara,Newfane/000/3,President,,CON,Donald J. Trump,53,,,,,,,,,,,,,,
Niagara,Newfane/000/4,President,,CON,Donald J. Trump,75,,,,,,,,,,,,,,
Niagara,Newfane/000/5,President,,CON,Donald J. Trump,81,,,,,,,,,,,,,,
Niagara,Newfane/000/6,President,,CON,Donald J. Trump,60,,,,,,,,,,,,,,
Niagara,Newfane/000/7,President,,CON,Donald J. Trump,70,,,,,,,,,,,,,,
Niagara,Newfane/000/8,President,,CON,Donald J. Trump,35,,,,,,,,,,,,,,
Niagara,Newfane/000,President,,CON,Donald J. Trump,437,,,,,,,,,,,,,,
Niagara,Newfane/000/1,President,,GRE,Jill Stein,8,,,,,,,,,,,,,,
Niagara,Newfane/000/2,President,,GRE,Jill Stein,5,,,,,,,,,,,,,,
Niagara,Newfane/000/3,President,,GRE,Jill Stein,11,,,,,,,,,,,,,,
Niagara,Newfane/000/4,President,,GRE,Jill Stein,8,,,,,,,,,,,,,,
Niagara,Newfane/000/5,President,,GRE,Jill Stein,5,,,,,,,,,,,,,,
Niagara,Newfane/000/6,President,,GRE,Jill Stein,10,,,,,,,,,,,,,,
Niagara,Newfane/000/7,President,,GRE,Jill Stein,5,,,,,,,,,,,,,,
Niagara,Newfane/000/8,President,,GRE,Jill Stein,9,,,,,,,,,,,,,,
Niagara,Newfane/000,President,,GRE,Jill Stein,61,,,,,,,,,,,,,,
Niagara,Newfane/000/1,President,,WOR,Hillary Clinton,4,,,,,,,,,,,,,,
Niagara,Newfane/000/2,President,,WOR,Hillary Clinton,8,,,,,,,,,,,,,,
Niagara,Newfane/000/3,President,,WOR,Hillary Clinton,9,,,,,,,,,,,,,,
Niagara,Newfane/000/4,President,,WOR,Hillary Clinton,12,,,,,,,,,,,,,,
Niagara,Newfane/000/5,President,,WOR,Hillary Clinton,2,,,,,,,,,,,,,,
Niagara,Newfane/000/6,President,,WOR,Hillary Clinton,9,,,,,,,,,,,,,,
Niagara,Newfane/000/7,President,,WOR,Hillary Clinton,7,,,,,,,,,,,,,,
Niagara,Newfane/000/8,President,,WOR,Hillary Clinton,5,,,,,,,,,,,,,,
Niagara,Newfane/000,President,,WOR,Hillary Clinton,56,,,,,,,,,,,,,,
Niagara,Newfane/000/1,President,,IND,Gary Johnson,8,,,,,,,,,,,,,,
Niagara,Newfane/000/2,President,,IND,Gary Johnson,11,,,,,,,,,,,,,,
Niagara,Newfane/000/3,President,,IND,Gary Johnson,11,,,,,,,,,,,,,,
Niagara,Newfane/000/4,President,,IND,Gary Johnson,18,,,,,,,,,,,,,,
Niagara,Newfane/000/5,President,,IND,Gary Johnson,17,,,,,,,,,,,,,,
Niagara,Newfane/000/6,President,,IND,Gary Johnson,9,,,,,,,,,,,,,,
Niagara,Newfane/000/7,President,,IND,Gary Johnson,10,,,,,,,,,,,,,,
Niagara,Newfane/000/8,President,,IND,Gary Johnson,10,,,,,,,,,,,,,,
Niagara,Newfane/000,President,,IND,Gary Johnson,94,,,,,,,,,,,,,,
Niagara,Newfane/000/1,President,,WEP,Hillary Clinton,4,,,,,,,,,,,,,,
Niagara,Newfane/000/2,President,,WEP,Hillary Clinton,0,,,,,,,,,,,,,,
Niagara,Newfane/000/3,President,,WEP,Hillary Clinton,2,,,,,,,,,,,,,,
Niagara,Newfane/000/4,President,,WEP,Hillary Clinton,2,,,,,,,,,,,,,,
Niagara,Newfane/000/5,President,,WEP,Hillary Clinton,1,,,,,,,,,,,,,,
Niagara,Newfane/000/6,President,,WEP,Hillary Clinton,3,,,,,,,,,,,,,,
Niagara,Newfane/000/7,President,,WEP,Hillary Clinton,0,,,,,,,,,,,,,,
Niagara,Newfane/000/8,President,,WEP,Hillary Clinton,4,,,,,,,,,,,,,,
Niagara,Newfane/000,President,,WEP,Hillary Clinton,16,,,,,,,,,,,,,,
Niagara,Newfane/000/1,President,,LBT,Gary Johnson,2,,,,,,,,,,,,,,
Niagara,Newfane/000/2,President,,LBT,Gary Johnson,8,,,,,,,,,,,,,,
Niagara,Newfane/000/3,President,,LBT,Gary Johnson,5,,,,,,,,,,,,,,
Niagara,Newfane/000/4,President,,LBT,Gary Johnson,2,,,,,,,,,,,,,,
Niagara,Newfane/000/5,President,,LBT,Gary Johnson,4,,,,,,,,,,,,,,
Niagara,Newfane/000/6,President,,LBT,Gary Johnson,4,,,,,,,,,,,,,,
Niagara,Newfane/000/7,President,,LBT,Gary Johnson,7,,,,,,,,,,,,,,
Niagara,Newfane/000/8,President,,LBT,Gary Johnson,5,,,,,,,,,,,,,,
Niagara,Newfane/000,President,,LBT,Gary Johnson,37,,,,,,,,,,,,,,
Niagara,Newfane/000/1,President,,,Evan McMullin,,,,,,,,,,,,,,,
Niagara,Newfane/000/2,President,,,Evan McMullin,4,,,,,,,,,,,,,,
Niagara,Newfane/000/3,President,,,Evan McMullin,3,,,,,,,,,,,,,,
Niagara,Newfane/000/4,President,,,Evan McMullin,,,,,,,,,,,,,,,
Niagara,Newfane/000/5,President,,,Evan McMullin,,,,,,,,,,,,,,,
Niagara,Newfane/000/6,President,,,Evan McMullin,,,,,,,,,,,,,,,
Niagara,Newfane/000/7,President,,,Evan McMullin,,,,,,,,,,,,,,,
Niagara,Newfane/000/8,President,,,Evan McMullin,,,,,,,,,,,,,,,
Niagara,Newfane/000,President,,,Evan McMullin,7,,,,,,,,,,,,,,
Niagara,Newfane/000/1,President,,,Darryl Castle,,,,,,,,,,,,,,,
Niagara,Newfane/000/2,President,,,Darryl Castle,1,,,,,,,,,,,,,,
Niagara,Newfane/000/3,President,,,Darryl Castle,1,,,,,,,,,,,,,,
Niagara,Newfane/000/4,President,,,Darryl Castle,,,,,,,,,,,,,,,
Niagara,Newfane/000/5,President,,,Darryl Castle,,,,,,,,,,,,,,,
Niagara,Newfane/000/6,President,,,Darryl Castle,,,,,,,,,,,,,,,
Niagara,Newfane/000/7,President,,,Darryl Castle,,,,,,,,,,,,,,,
Niagara,Newfane/000/8,President,,,Darryl Castle,,,,,,,,,,,,,,,
Niagara,Newfane/000,President,,,Darryl Castle,2,,,,,,,,,,,,,,
Niagara,Newfane/000/1,President,,,Tom Hoeflidg,,,,,,,,,,,,,,,
Niagara,Newfane/000/2,President,,,Tom Hoeflidg,,,,,,,,,,,,,,,
Niagara,Newfane/000/3,President,,,Tom Hoeflidg,,,,,,,,,,,,,,,
Niagara,Newfane/000/4,President,,,Tom Hoeflidg,,,,,,,,,,,,,,,
Niagara,Newfane/000/5,President,,,Tom Hoeflidg,,,,,,,,,,,,,,,
Niagara,Newfane/000/6,President,,,Tom Hoeflidg,,,,,,,,,,,,,,,
Niagara,Newfane/000/7,President,,,Tom Hoeflidg,,,,,,,,,,,,,,,
Niagara,Newfane/000/8,President,,,Tom Hoeflidg,,,,,,,,,,,,,,,
Niagara,Newfane/000,President,,,Tom Hoeflidg,0,,,,,,,,,,,,,,
Niagara,Newfane/000/1,President,,,Chris Keniston,,,,,,,,,,,,,,,
Niagara,Newfane/000/2,President,,,Chris Keniston,,,,,,,,,,,,,,,
Niagara,Newfane/000/3,President,,,Chris Keniston,,,,,,,,,,,,,,,
Niagara,Newfane/000/4,President,,,Chris Keniston,,,,,,,,,,,,,,,
Niagara,Newfane/000/5,President,,,Chris Keniston,,,,,,,,,,,,,,,
Niagara,Newfane/000/6,President,,,Chris Keniston,,,,,,,,,,,,,,,
Niagara,Newfane/000/7,President,,,Chris Keniston,,,,,,,,,,,,,,,
Niagara,Newfane/000/8,President,,,Chris Keniston,,,,,,,,,,,,,,,
Niagara,Newfane/000,President,,,Chris Keniston,0,,,,,,,,,,,,,,
Niagara,Newfane/000/1,President,,,Scattering,2,,,,,,,,,,,,,,
Niagara,Newfane/000/2,President,,,Scattering,1,,,,,,,,,,,,,,
Niagara,Newfane/000/3,President,,,Scattering,2,,,,,,,,,,,,,,
Niagara,Newfane/000/4,President,,,Scattering,10,,,,,,,,,,,,,,
Niagara,Newfane/000/5,President,,,Scattering,6,,,,,,,,,,,,,,
Niagara,Newfane/000/6,President,,,Scattering,6,,,,,,,,,,,,,,
Niagara,Newfane/000/7,President,,,Scattering,2,,,,,,,,,,,,,,
Niagara,Newfane/000/8,President,,,Scattering,7,,,,,,,,,,,,,,
Niagara,Newfane/000,President,,,Scattering,36,,,,,,,,,,,,,,
Niagara,Newfane/000/1,President,,,Blanks,3,,,,,,,,,,,,,,
Niagara,Newfane/000/2,President,,,Blanks,2,,,,,,,,,,,,,,
Niagara,Newfane/000/3,President,,,Blanks,9,,,,,,,,,,,,,,
Niagara,Newfane/000/4,President,,,Blanks,2,,,,,,,,,,,,,,
Niagara,Newfane/000/5,President,,,Blanks,1,,,,,,,,,,,,,,
Niagara,Newfane/000/6,President,,,Blanks,3,,,,,,,,,,,,,,
Niagara,Newfane/000/7,President,,,Blanks,5,,,,,,,,,,,,,,
Niagara,Newfane/000/8,President,,,Blanks,7,,,,,,,,,,,,,,
Niagara,Newfane/000,President,,,Blanks,32,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/1,President,,,Ballots Cast,414,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/2,President,,,Ballots Cast,499,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/3,President,,,Ballots Cast,598,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/4,President,,,Ballots Cast,609,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/5,President,,,Ballots Cast,682,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/6,President,,,Ballots Cast,510,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/7,President,,,Ballots Cast,681,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/8,President,,,Ballots Cast,595,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/9,President,,,Ballots Cast,342,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/10,President,,,Ballots Cast,466,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/11,President,,,Ballots Cast,439,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/12,President,,,Ballots Cast,303,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/13,President,,,Ballots Cast,26,,,,,,,,,,,,,,
Niagara,Niagara Falls/003,President,,,Ballots Cast,6164,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/1,President,,DEM,Hillary Clinton,160,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/2,President,,DEM,Hillary Clinton,188,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/3,President,,DEM,Hillary Clinton,247,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/4,President,,DEM,Hillary Clinton,257,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/5,President,,DEM,Hillary Clinton,270,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/6,President,,DEM,Hillary Clinton,199,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/7,President,,DEM,Hillary Clinton,263,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/8,President,,DEM,Hillary Clinton,252,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/9,President,,DEM,Hillary Clinton,143,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/10,President,,DEM,Hillary Clinton,215,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/11,President,,DEM,Hillary Clinton,175,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/12,President,,DEM,Hillary Clinton,129,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/13,President,,DEM,Hillary Clinton,15,,,,,,,,,,,,,,
Niagara,Niagara Falls/003,President,,DEM,Hillary Clinton,2513,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/1,President,,REP,Donald J. Trump,191,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/2,President,,REP,Donald J. Trump,199,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/3,President,,REP,Donald J. Trump,264,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/4,President,,REP,Donald J. Trump,268,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/5,President,,REP,Donald J. Trump,331,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/6,President,,REP,Donald J. Trump,231,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/7,President,,REP,Donald J. Trump,324,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/8,President,,REP,Donald J. Trump,274,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/9,President,,REP,Donald J. Trump,156,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/10,President,,REP,Donald J. Trump,203,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/11,President,,REP,Donald J. Trump,211,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/12,President,,REP,Donald J. Trump,136,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/13,President,,REP,Donald J. Trump,7,,,,,,,,,,,,,,
Niagara,Niagara Falls/003,President,,REP,Donald J. Trump,2795,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/1,President,,CON,Donald J. Trump,20,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/2,President,,CON,Donald J. Trump,19,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/3,President,,CON,Donald J. Trump,44,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/4,President,,CON,Donald J. Trump,45,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/5,President,,CON,Donald J. Trump,30,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/6,President,,CON,Donald J. Trump,33,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/7,President,,CON,Donald J. Trump,37,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/8,President,,CON,Donald J. Trump,29,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/9,President,,CON,Donald J. Trump,16,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/10,President,,CON,Donald J. Trump,15,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/11,President,,CON,Donald J. Trump,26,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/12,President,,CON,Donald J. Trump,16,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/13,President,,CON,Donald J. Trump,2,,,,,,,,,,,,,,
Niagara,Niagara Falls/003,President,,CON,Donald J. Trump,332,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/1,President,,GRE,Jill Stein,16,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/2,President,,GRE,Jill Stein,17,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/3,President,,GRE,Jill Stein,9,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/4,President,,GRE,Jill Stein,9,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/5,President,,GRE,Jill Stein,11,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/6,President,,GRE,Jill Stein,5,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/7,President,,GRE,Jill Stein,10,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/8,President,,GRE,Jill Stein,8,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/9,President,,GRE,Jill Stein,8,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/10,President,,GRE,Jill Stein,5,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/11,President,,GRE,Jill Stein,4,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/12,President,,GRE,Jill Stein,1,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/13,President,,GRE,Jill Stein,0,,,,,,,,,,,,,,
Niagara,Niagara Falls/003,President,,GRE,Jill Stein,103,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/1,President,,WOR,Hillary Clinton,7,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/2,President,,WOR,Hillary Clinton,4,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/3,President,,WOR,Hillary Clinton,7,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/4,President,,WOR,Hillary Clinton,9,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/5,President,,WOR,Hillary Clinton,10,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/6,President,,WOR,Hillary Clinton,8,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/7,President,,WOR,Hillary Clinton,15,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/8,President,,WOR,Hillary Clinton,6,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/9,President,,WOR,Hillary Clinton,3,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/10,President,,WOR,Hillary Clinton,5,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/11,President,,WOR,Hillary Clinton,3,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/12,President,,WOR,Hillary Clinton,3,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/13,President,,WOR,Hillary Clinton,0,,,,,,,,,,,,,,
Niagara,Niagara Falls/003,President,,WOR,Hillary Clinton,80,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/1,President,,IND,Gary Johnson,11,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/2,President,,IND,Gary Johnson,11,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/3,President,,IND,Gary Johnson,12,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/4,President,,IND,Gary Johnson,8,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/5,President,,IND,Gary Johnson,17,,,,,,,,,,,,,,
Niagara,Niagara Falls/003/6,President,,IND,Gary Johnson,11,,,,,,,,,,,,,,
