county,precinct,office,district,party,candidate,votes,public_counter_votes,emergency_votes,absentee_military_votes,federal_votes,affidavit_votes
Richmond,035/64,President,,Republican,John R. Kasich,25,131,0,13,0,0
Richmond,035/64,President,,Republican,Donald J. Trump,103,131,0,13,0,0
Richmond,035/64,President,,Republican,Ben Carson,1,131,0,13,0,0
Richmond,035/64,President,,Republican,Ted Cruz,13,131,0,13,0,0
Richmond,018/62,President,,Republican,John R. Kasich,9,156,0,2,0,1
Richmond,018/62,President,,Republican,Donald J. Trump,144,156,0,2,0,1
Richmond,018/62,President,,Republican,Ben Carson,0,156,0,2,0,1
Richmond,018/62,President,,Republican,Ted Cruz,6,156,0,2,0,1
Richmond,001/61,President,,Republican,John R. Kasich,9,26,0,2,0,0
Richmond,001/61,President,,Republican,Donald J. Trump,12,26,0,2,0,0
Richmond,001/61,President,,Republican,Ben Carson,1,26,0,2,0,0
Richmond,001/61,President,,Republican,Ted Cruz,6,26,0,2,0,0
Richmond,001/62,President,,Republican,John R. Kasich,11,214,0,3,0,1
Richmond,001/62,President,,Republican,Donald J. Trump,198,214,0,3,0,1
Richmond,001/62,President,,Republican,Ben Carson,0,214,0,3,0,1
Richmond,001/62,President,,Republican,Ted Cruz,6,214,0,3,0,1
Richmond,018/61,President,,Republican,John R. Kasich,13,51,0,1,0,0
Richmond,018/61,President,,Republican,Donald J. Trump,30,51,0,1,0,0
Richmond,018/61,President,,Republican,Ben Carson,0,51,0,1,0,0
Richmond,018/61,President,,Republican,Ted Cruz,9,51,0,1,0,0
Richmond,029/62,President,,Republican,John R. Kasich,2,107,0,3,0,0
Richmond,029/62,President,,Republican,Donald J. Trump,99,107,0,3,0,0
Richmond,029/62,President,,Republican,Ben Carson,2,107,0,3,0,0
Richmond,029/62,President,,Republican,Ted Cruz,7,107,0,3,0,0
Richmond,029/63,President,,Republican,John R. Kasich,5,119,0,1,0,0
Richmond,029/63,President,,Republican,Donald J. Trump,106,119,0,1,0,0
Richmond,029/63,President,,Republican,Ben Carson,2,119,0,1,0,0
Richmond,029/63,President,,Republican,Ted Cruz,7,119,0,1,0,0
Richmond,047/63,President,,Republican,John R. Kasich,20,143,0,9,0,3
Richmond,047/63,President,,Republican,Donald J. Trump,127,143,0,9,0,3
Richmond,047/63,President,,Republican,Ben Carson,0,143,0,9,0,3
Richmond,047/63,President,,Republican,Ted Cruz,8,143,0,9,0,3
Richmond,029/61,President,,Republican,John R. Kasich,8,63,0,5,0,0
Richmond,029/61,President,,Republican,Donald J. Trump,54,63,0,5,0,0
Richmond,029/61,President,,Republican,Ben Carson,0,63,0,5,0,0
Richmond,029/61,President,,Republican,Ted Cruz,6,63,0,5,0,0
Richmond,068/61,President,,Republican,John R. Kasich,0,0,0,0,0,0
Richmond,068/61,President,,Republican,Donald J. Trump,0,0,0,0,0,0
Richmond,068/61,President,,Republican,Ben Carson,0,0,0,0,0,0
Richmond,068/61,President,,Republican,Ted Cruz,0,0,0,0,0,0
Richmond,068/63,President,,Republican,John R. Kasich,9,42,0,6,0,0
Richmond,068/63,President,,Republican,Donald J. Trump,32,42,0,6,0,0
Richmond,068/63,President,,Republican,Ben Carson,0,42,0,6,0,0
Richmond,068/63,President,,Republican,Ted Cruz,6,42,0,6,0,0
Richmond,068/62,President,,Republican,John R. Kasich,22,131,0,6,0,0
Richmond,068/62,President,,Republican,Donald J. Trump,102,131,0,6,0,0
Richmond,068/62,President,,Republican,Ben Carson,0,131,0,6,0,0
Richmond,068/62,President,,Republican,Ted Cruz,12,131,0,6,0,0
Richmond,005/64,President,,Republican,John R. Kasich,17,159,0,10,0,1
