county,precinct,office,district,party,candidate,votes,public_counter_votes,emergency_votes,absentee_military_votes,federal_votes,affidavit_votes,manually_counted_emergency,special_presidential
Kings,082/41,President,,Libertarian,Gary Johnson / Bill Weld,2,592,,18,3,8,4,0,0
Kings,082/41,President,,Independence,Gary Johnson / Bill Weld,2,592,,18,3,8,4,0,0
Kings,082/41,President,,Working Families,Hillary Clinton / Tim Kaine,8,592,,18,3,8,4,0,0
Kings,082/41,President,,Women's Equality,Hillary Clinton / Tim Kaine,0,592,,18,3,8,4,0,0
Kings,082/41,President,,Democratic,Hillary Clinton / Tim Kaine,206,592,,18,3,8,4,0,0
Kings,082/41,President,,Republican,Donald J. Trump / Michael R. Pence,359,592,,18,3,8,4,0,0
Kings,082/41,President,,Conservative,Donald J. Trump / Michael R. Pence,27,592,,18,3,8,4,0,0
Kings,082/41,President,,Green,Jill Stein / Ajamu Baraka,9,592,,18,3,8,4,0,0
Kings,082/44,President,,Libertarian,Gary Johnson / Bill Weld,0,0,,0,0,0,,0,0
Kings,082/44,President,,Independence,Gary Johnson / Bill Weld,0,0,,0,0,0,,0,0
Kings,082/44,President,,Working Families,Hillary Clinton / Tim Kaine,0,0,,0,0,0,,0,0
Kings,082/44,President,,Women's Equality,Hillary Clinton / Tim Kaine,0,0,,0,0,0,,0,0
Kings,082/44,President,,Democratic,Hillary Clinton / Tim Kaine,0,0,,0,0,0,,0,0
Kings,082/44,President,,Republican,Donald J. Trump / Michael R. Pence,0,0,,0,0,0,,0,0
Kings,082/44,President,,Conservative,Donald J. Trump / Michael R. Pence,0,0,,0,0,0,,0,0
Kings,082/44,President,,Green,Jill Stein / Ajamu Baraka,0,0,,0,0,0,,0,0
Kings,027/59,President,,Libertarian,Gary Johnson / Bill Weld,0,629,,21,1,11,5,0,0
Kings,027/59,President,,Independence,Gary Johnson / Bill Weld,2,629,,21,1,11,5,0,0
Kings,027/59,President,,Working Families,Hillary Clinton / Tim Kaine,14,629,,21,1,11,5,0,0
Kings,027/59,President,,Women's Equality,Hillary Clinton / Tim Kaine,2,629,,21,1,11,5,0,0
Kings,027/59,President,,Democratic,Hillary Clinton / Tim Kaine,540,629,,21,1,11,5,0,0
Kings,027/59,President,,Republican,Donald J. Trump / Michael R. Pence,70,629,,21,1,11,5,0,0
Kings,027/59,President,,Conservative,Donald J. Trump / Michael R. Pence,17,629,,21,1,11,5,0,0
Kings,027/59,President,,Green,Jill Stein / Ajamu Baraka,10,629,,21,1,11,5,0,0
Kings,027/58,President,,Libertarian,Gary Johnson / Bill Weld,0,538,,7,3,12,4,0,0
Kings,027/58,President,,Independence,Gary Johnson / Bill Weld,1,538,,7,3,12,4,0,0
Kings,027/58,President,,Working Families,Hillary Clinton / Tim Kaine,6,538,,7,3,12,4,0,0
Kings,027/58,President,,Women's Equality,Hillary Clinton / Tim Kaine,0,538,,7,3,12,4,0,0
Kings,027/58,President,,Democratic,Hillary Clinton / Tim Kaine,529,538,,7,3,12,4,0,0
Kings,027/58,President,,Republican,Donald J. Trump / Michael R. Pence,11,538,,7,3,12,4,0,0
Kings,027/58,President,,Conservative,Donald J. Trump / Michael R. Pence,1,538,,7,3,12,4,0,0
Kings,027/58,President,,Green,Jill Stein / Ajamu Baraka,5,538,,7,3,12,4,0,0
Kings,064/53,President,,Libertarian,Gary Johnson / Bill Weld,2,418,,18,3,11,1,0,0
Kings,064/53,President,,Independence,Gary Johnson / Bill Weld,5,418,,18,3,11,1,0,0
Kings,064/53,President,,Working Families,Hillary Clinton / Tim Kaine,13,418,,18,3,11,1,0,0
Kings,064/53,President,,Women's Equality,Hillary Clinton / Tim Kaine,3,418,,18,3,11,1,0,0
Kings,064/53,President,,Democratic,Hillary Clinton / Tim Kaine,375,418,,18,3,11,1,0,0
Kings,064/53,President,,Republican,Donald J. Trump / Michael R. Pence,31,418,,18,3,11,1,0,0
Kings,064/53,President,,Conservative,Donald J. Trump / Michael R. Pence,0,418,,18,3,11,1,0,0
Kings,064/53,President,,Green,Jill Stein / Ajamu Baraka,18,418,,18,3,11,1,0,0
Kings,023/59,President,,Libertarian,Gary Johnson / Bill Weld,0,332,,14,4,9,2,0,0
Kings,023/59,President,,Independence,Gary Johnson / Bill Weld,2,332,,14,4,9,2,0,0
Kings,023/59,President,,Working Families,Hillary Clinton / Tim Kaine,6,332,,14,4,9,2,0,0
Kings,023/59,President,,Women's Equality,Hillary Clinton / Tim Kaine,0,332,,14,4,9,2,0,0
Kings,023/59,President,,Democratic,Hillary Clinton / Tim Kaine,300,332,,14,4,9,2,0,0
Kings,023/59,President,,Republican,Donald J. Trump / Michael R. Pence,36,332,,14,4,9,2,0,0
Kings,023/59,President,,Conservative,Donald J. Trump / Michael R. Pence,7,332,,14,4,9,2,0,0
Kings,023/59,President,,Green,Jill Stein / Ajamu Baraka,2,332,,14,4,9,2,0,0
Kings,078/43,President,,Libertarian,Gary Johnson / Bill Weld,0,445,,34,2,19,,0,0
Kings,078/43,President,,Independence,Gary Johnson / Bill Weld,1,445,,34,2,19,,0,0
Kings,078/43,President,,Working Families,Hillary Clinton / Tim Kaine,10,445,,34,2,19,,0,0
Kings,078/43,President,,Women's Equality,Hillary Clinton / Tim Kaine,0,445,,34,2,19,,0,0
Kings,078/43,President,,Democratic,Hillary Clinton / Tim Kaine,467,445,,34,2,19,,0,0
Kings,078/43,President,,Republican,Donald J. Trump / Michael R. Pence,14,445,,34,2,19,,0,0
Kings,078/43,President,,Conservative,Donald J. Trump / Michael R. Pence,0,445,,34,2,19,,0,0
Kings,078/43,President,,Green,Jill Stein / Ajamu Baraka,4,445,,34,2,19,,0,0
Kings,051/44,President,,Libertarian,Gary Johnson / Bill Weld,3,708,,28,2,14,8,0,0
Kings,051/44,President,,Independence,Gary Johnson / Bill Weld,6,708,,28,2,14,8,0,0
Kings,051/44,President,,Working Families,Hillary Clinton / Tim Kaine,61,708,,28,2,14,8,0,0
Kings,051/44,President,,Women's Equality,Hillary Clinton / Tim Kaine,0,708,,28,2,14,8,0,0
Kings,051/44,President,,Democratic,Hillary Clinton / Tim Kaine,574,708,,28,2,14,8,0,0
Kings,051/44,President,,Republican,Donald J. Trump / Michael R. Pence,77,708,,28,2,14,8,0,0
Kings,051/44,President,,Conservative,Donald J. Trump / Michael R. Pence,7,708,,28,2,14,8,0,0
Kings,051/44,President,,Green,Jill Stein / Ajamu Baraka,11,708,,28,2,14,8,0,0
Kings,051/43,President,,Libertarian,Gary Johnson / Bill Weld,0,560,,22,0,17,2,0,0
Kings,051/43,President,,Independence,Gary Johnson / Bill Weld,1,560,,22,0,17,2,0,0
Kings,051/43,President,,Working Families,Hillary Clinton / Tim Kaine,24,560,,22,0,17,2,0,0
Kings,051/43,President,,Women's Equality,Hillary Clinton / Tim Kaine,1,560,,22,0,17,2,0,0
Kings,051/43,President,,Democratic,Hillary Clinton / Tim Kaine,538,560,,22,0,17,2,0,0
Kings,051/43,President,,Republican,Donald J. Trump / Michael R. Pence,23,560,,22,0,17,2,0,0
Kings,051/43,President,,Conservative,Donald J. Trump / Michael R. Pence,0,560,,22,0,17,2,0,0
Kings,051/43,President,,Green,Jill Stein / Ajamu Baraka,8,560,,22,0,17,2,0,0
Kings,051/41,President,,Libertarian,Gary Johnson / Bill Weld,1,158,,0,0,1,2,0,0
Kings,051/41,President,,Independence,Gary Johnson / Bill Weld,1,158,,0,0,1,2,0,0
Kings,051/41,President,,Working Families,Hillary Clinton / Tim Kaine,0,158,,0,0,1,2,0,0
Kings,051/41,President,,Women's Equality,Hillary Clinton / Tim Kaine,0,158,,0,0,1,2,0,0
Kings,051/41,President,,Democratic,Hillary Clinton / Tim Kaine,76,158,,0,0,1,2,0,0
Kings,051/41,President,,Republican,Donald J. Trump / Michael R. Pence,73,158,,0,0,1,2,0,0
Kings,051/41,President,,Conservative,Donald J. Trump / Michael R. Pence,5,158,,0,0,1,2,0,0
Kings,051/41,President,,Green,Jill Stein / Ajamu Baraka,0,158,,0,0,1,2,0,0
Kings,064/47,President,,Libertarian,Gary Johnson / Bill Weld,2,419,,9,0,15,2,0,0
Kings,064/47,President,,Independence,Gary Johnson / Bill Weld,3,419,,9,0,15,2,0,0
Kings,064/47,President,,Working Families,Hillary Clinton / Tim Kaine,2,419,,9,0,15,2,0,0
Kings,064/47,President,,Women's Equality,Hillary Clinton / Tim Kaine,3,419,,9,0,15,2,0,0
Kings,064/47,President,,Democratic,Hillary Clinton / Tim Kaine,220,419,,9,0,15,2,0,0
Kings,064/47,President,,Republican,Donald J. Trump / Michael R. Pence,184,419,,9,0,15,2,0,0
Kings,064/47,President,,Conservative,Donald J. Trump / Michael R. Pence,14,419,,9,0,15,2,0,0
Kings,064/47,President,,Green,Jill Stein / Ajamu Baraka,10,419,,9,0,15,2,0,0
Kings,064/46,President,,Libertarian,Gary Johnson / Bill Weld,2,720,,23,9,23,17,0,0
Kings,064/46,President,,Independence,Gary Johnson / Bill Weld,11,720,,23,9,23,17,0,0
Kings,064/46,President,,Working Families,Hillary Clinton / Tim Kaine,19,720,,23,9,23,17,0,0
Kings,064/46,President,,Women's Equality,Hillary Clinton / Tim Kaine,3,720,,23,9,23,17,0,0
Kings,064/46,President,,Democratic,Hillary Clinton / Tim Kaine,383,720,,23,9,23,17,0,0
Kings,064/46,President,,Republican,Donald J. Trump / Michael R. Pence,284,720,,23,9,23,17,0,0
Kings,064/46,President,,Conservative,Donald J. Trump / Michael R. Pence,36,720,,23,9,23,17,0,0
Kings,064/46,President,,Green,Jill Stein / Ajamu Baraka,11,720,,23,9,23,17,0,0
Kings,064/45,President,,Libertarian,Gary Johnson / Bill Weld,2,538,,18,4,15,4,0,0
Kings,064/45,President,,Independence,Gary Johnson / Bill Weld,8,538,,18,4,15,4,0,0
Kings,064/45,President,,Working Families,Hillary Clinton / Tim Kaine,6,538,,18,4,15,4,0,0
Kings,064/45,President,,Women's Equality,Hillary Clinton / Tim Kaine,1,538,,18,4,15,4,0,0
Kings,064/45,President,,Democratic,Hillary Clinton / Tim Kaine,152,538,,18,4,15,4,0,0
Kings,064/45,President,,Republican,Donald J. Trump / Michael R. Pence,363,538,,18,4,15,4,0,0
Kings,064/45,President,,Conservative,Donald J. Trump / Michael R. Pence,26,538,,18,4,15,4,0,0
Kings,064/45,President,,Green,Jill Stein / Ajamu Baraka,10,538,,18,4,15,4,0,0
Kings,064/44,President,,Libertarian,Gary Johnson / Bill Weld,0,210,,5,2,3,4,0,0
Kings,064/44,President,,Independence,Gary Johnson / Bill Weld,0,210,,5,2,3,4,0,0
Kings,064/44,President,,Working Families,Hillary Clinton / Tim Kaine,21,210,,5,2,3,4,0,0
Kings,064/44,President,,Women's Equality,Hillary Clinton / Tim Kaine,0,210,,5,2,3,4,0,0
Kings,064/44,President,,Democratic,Hillary Clinton / Tim Kaine,174,210,,5,2,3,4,0,0
Kings,064/44,President,,Republican,Donald J. Trump / Michael R. Pence,16,210,,5,2,3,4,0,0
Kings,064/44,President,,Conservative,Donald J. Trump / Michael R. Pence,1,210,,5,2,3,4,0,0
Kings,064/44,President,,Green,Jill Stein / Ajamu Baraka,4,210,,5,2,3,4,0,0
Kings,064/43,President,,Libertarian,Gary Johnson / Bill Weld,0,497,,7,6,12,4,0,0
Kings,064/43,President,,Independence,Gary Johnson / Bill Weld,5,497,,7,6,12,4,0,0
Kings,064/43,President,,Working Families,Hillary Clinton / Tim Kaine,4,497,,7,6,12,4,0,0
Kings,064/43,President,,Women's Equality,Hillary Clinton / Tim Kaine,1,497,,7,6,12,4,0,0
Kings,064/43,President,,Democratic,Hillary Clinton / Tim Kaine,427,497,,7,6,12,4,0,0
Kings,064/43,President,,Republican,Donald J. Trump / Michael R. Pence,63,497,,7,6,12,4,0,0
Kings,064/43,President,,Conservative,Donald J. Trump / Michael R. Pence,12,497,,7,6,12,4,0,0
Kings,064/43,President,,Green,Jill Stein / Ajamu Baraka,3,497,,7,6,12,4,0,0
Kings,023/54,President,,Libertarian,Gary Johnson / Bill Weld,1,475,,7,0,18,5,0,0
Kings,023/54,President,,Independence,Gary Johnson / Bill Weld,3,475,,7,0,18,5,0,0
Kings,023/54,President,,Working Families,Hillary Clinton / Tim Kaine,10,475,,7,0,18,5,0,0
Kings,023/54,President,,Women's Equality,Hillary Clinton / Tim Kaine,2,475,,7,0,18,5,0,0
Kings,023/54,President,,Democratic,Hillary Clinton / Tim Kaine,433,475,,7,0,18,5,0,0
Kings,023/54,President,,Republican,Donald J. Trump / Michael R. Pence,31,475,,7,0,18,5,0,0
Kings,023/54,President,,Conservative,Donald J. Trump / Michael R. Pence,3,475,,7,0,18,5,0,0
Kings,023/54,President,,Green,Jill Stein / Ajamu Baraka,10,475,,7,0,18,5,0,0
Kings,044/45,President,,Libertarian,Gary Johnson / Bill Weld,1,199,,2,0,5,2,0,0
Kings,044/45,President,,Independence,Gary Johnson / Bill Weld,0,199,,2,0,5,2,0,0
Kings,044/45,President,,Working Families,Hillary Clinton / Tim Kaine,5,199,,2,0,5,2,0,0
Kings,044/45,President,,Women's Equality,Hillary Clinton / Tim Kaine,1,199,,2,0,5,2,0,0
Kings,044/45,President,,Democratic,Hillary Clinton / Tim Kaine,116,199,,2,0,5,2,0,0
Kings,044/45,President,,Republican,Donald J. Trump / Michael R. Pence,70,199,,2,0,5,2,0,0
Kings,044/45,President,,Conservative,Donald J. Trump / Michael R. Pence,9,199,,2,0,5,2,0,0
Kings,044/45,President,,Green,Jill Stein / Ajamu Baraka,1,199,,2,0,5,2,0,0
Kings,044/44,President,,Libertarian,Gary Johnson / Bill Weld,0,333,,5,2,9,7,0,0
Kings,044/44,President,,Independence,Gary Johnson / Bill Weld,4,333,,5,2,9,7,0,0
Kings,044/44,President,,Working Families,Hillary Clinton / Tim Kaine,13,333,,5,2,9,7,0,0
Kings,044/44,President,,Women's Equality,Hillary Clinton / Tim Kaine,0,333,,5,2,9,7,0,0
Kings,044/44,President,,Democratic,Hillary Clinton / Tim Kaine,225,333,,5,2,9,7,0,0
Kings,044/44,President,,Republican,Donald J. Trump / Michael R. Pence,78,333,,5,2,9,7,0,0
Kings,044/44,President,,Conservative,Donald J. Trump / Michael R. Pence,14,333,,5,2,9,7,0,0
Kings,044/44,President,,Green,Jill Stein / Ajamu Baraka,7,333,,5,2,9,7,0,0
Kings,044/47,President,,Libertarian,Gary Johnson / Bill Weld,1,537,,8,1,16,1,0,0
Kings,044/47,President,,Independence,Gary Johnson / Bill Weld,3,537,,8,1,16,1,0,0
Kings,044/47,President,,Working Families,Hillary Clinton / Tim Kaine,11,537,,8,1,16,1,0,0
Kings,044/47,President,,Women's Equality,Hillary Clinton / Tim Kaine,0,537,,8,1,16,1,0,0
Kings,044/47,President,,Democratic,Hillary Clinton / Tim Kaine,305,537,,8,1,16,1,0,0
Kings,044/47,President,,Republican,Donald J. Trump / Michael R. Pence,210,537,,8,1,16,1,0,0
Kings,044/47,President,,Conservative,Donald J. Trump / Michael R. Pence,23,537,,8,1,16,1,0,0
Kings,044/47,President,,Green,Jill Stein / Ajamu Baraka,5,537,,8,1,16,1,0,0
Kings,044/46,President,,Libertarian,Gary Johnson / Bill Weld,0,525,,23,2,7,6,0,0
Kings,044/46,President,,Independence,Gary Johnson / Bill Weld,5,525,,23,2,7,6,0,0
Kings,044/46,President,,Working Families,Hillary Clinton / Tim Kaine,7,525,,23,2,7,6,0,0
Kings,044/46,President,,Women's Equality,Hillary Clinton / Tim Kaine,1,525,,23,2,7,6,0,0
Kings,044/46,President,,Democratic,Hillary Clinton / Tim Kaine,150,525,,23,2,7,6,0,0
Kings,044/46,President,,Republican,Donald J. Trump / Michael R. Pence,371,525,,23,2,7,6,0,0
Kings,044/46,President,,Conservative,Donald J. Trump / Michael R. Pence,12,525,,23,2,7,6,0,0
Kings,044/46,President,,Green,Jill Stein / Ajamu Baraka,3,525,,23,2,7,6,0,0
Kings,044/41,President,,Libertarian,Gary Johnson / Bill Weld,2,220,,5,0,4,3,0,0
Kings,044/41,President,,Independence,Gary Johnson / Bill Weld,3,220,,5,0,4,3,0,0
Kings,044/41,President,,Working Families,Hillary Clinton / Tim Kaine,5,220,,5,0,4,3,0,0
Kings,044/41,President,,Women's Equality,Hillary Clinton / Tim Kaine,2,220,,5,0,4,3,0,0
Kings,044/41,President,,Democratic,Hillary Clinton / Tim Kaine,93,220,,5,0,4,3,0,0
Kings,044/41,President,,Republican,Donald J. Trump / Michael R. Pence,103,220,,5,0,4,3,0,0
Kings,044/41,President,,Conservative,Donald J. Trump / Michael R. Pence,12,220,,5,0,4,3,0,0
Kings,044/41,President,,Green,Jill Stein / Ajamu Baraka,4,220,,5,0,4,3,0,0
Kings,064/41,President,,Libertarian,Gary Johnson / Bill Weld,2,620,,22,1,9,1,0,0
Kings,064/41,President,,Independence,Gary Johnson / Bill Weld,9,620,,22,1,9,1,0,0
Kings,064/41,President,,Working Families,Hillary Clinton / Tim Kaine,10,620,,22,1,9,1,0,0
Kings,064/41,President,,Women's Equality,Hillary Clinton / Tim Kaine,1,620,,22,1,9,1,0,0
Kings,064/41,President,,Democratic,Hillary Clinton / Tim Kaine,349,620,,22,1,9,1,0,0
Kings,064/41,President,,Republican,Donald J. Trump / Michael R. Pence,239,620,,22,1,9,1,0,0
Kings,064/41,President,,Conservative,Donald J. Trump / Michael R. Pence,32,620,,22,1,9,1,0,0
Kings,064/41,President,,Green,Jill Stein / Ajamu Baraka,5,620,,22,1,9,1,0,0
Kings,044/43,President,,Libertarian,Gary Johnson / Bill Weld,2,249,,29,3,21,4,167,0
Kings,044/43,President,,Independence,Gary Johnson / Bill Weld,3,249,,29,3,21,4,167,0
Kings,044/43,President,,Working Families,Hillary Clinton / Tim Kaine,30,249,,29,3,21,4,167,0
Kings,044/43,President,,Women's Equality,Hillary Clinton / Tim Kaine,5,249,,29,3,21,4,167,0
Kings,044/43,President,,Democratic,Hillary Clinton / Tim Kaine,404,249,,29,3,21,4,167,0
Kings,044/43,President,,Republican,Donald J. Trump / Michael R. Pence,4,249,,29,3,21,4,167,0
Kings,044/43,President,,Conservative,Donald J. Trump / Michael R. Pence,0,249,,29,3,21,4,167,0
Kings,044/43,President,,Green,Jill Stein / Ajamu Baraka,14,249,,29,3,21,4,167,0
Kings,044/42,President,,Libertarian,Gary Johnson / Bill Weld,0,470,,8,0,21,1,0,0
Kings,044/42,President,,Independence,Gary Johnson / Bill Weld,1,470,,8,0,21,1,0,0
Kings,044/42,President,,Working Families,Hillary Clinton / Tim Kaine,6,470,,8,0,21,1,0,0
Kings,044/42,President,,Women's Equality,Hillary Clinton / Tim Kaine,1,470,,8,0,21,1,0,0
Kings,044/42,President,,Democratic,Hillary Clinton / Tim Kaine,463,470,,8,0,21,1,0,0
Kings,044/42,President,,Republican,Donald J. Trump / Michael R. Pence,17,470,,8,0,21,1,0,0
Kings,044/42,President,,Conservative,Donald J. Trump / Michael R. Pence,4,470,,8,0,21,1,0,0
Kings,044/42,President,,Green,Jill Stein / Ajamu Baraka,4,470,,8,0,21,1,0,0
Kings,051/48,President,,Libertarian,Gary Johnson / Bill Weld,0,353,,8,2,11,6,0,0
Kings,051/48,President,,Independence,Gary Johnson / Bill Weld,6,353,,8,2,11,6,0,0
Kings,051/48,President,,Working Families,Hillary Clinton / Tim Kaine,2,353,,8,2,11,6,0,0
Kings,051/48,President,,Women's Equality,Hillary Clinton / Tim Kaine,1,353,,8,2,11,6,0,0
Kings,051/48,President,,Democratic,Hillary Clinton / Tim Kaine,78,353,,8,2,11,6,0,0
Kings,051/48,President,,Republican,Donald J. Trump / Michael R. Pence,258,353,,8,2,11,6,0,0
Kings,051/48,President,,Conservative,Donald J. Trump / Michael R. Pence,18,353,,8,2,11,6,0,0
