county,precinct,office,district,candidate,party,votes,,
Clinton,Peru 001,President,,Gary Johnson,LBT,9,,
Clinton,Peru 002,President,,Gary Johnson,LBT,13,,
Clinton,Peru 003,President,,Gary Johnson,LBT,2,,
Clinton,Peru 004,President,,Gary Johnson,LBT,11,,
Clinton,Plattsburgh 001,President,,Gary Johnson,LBT,4,,
Clinton,Plattsburgh 002,President,,Gary Johnson,LBT,10,,
Clinton,Plattsburgh 003,President,,Gary Johnson,LBT,11,,
Clinton,Plattsburgh 004,President,,Gary Johnson,LBT,11,,
Clinton,Plattsburgh 005,President,,Gary Johnson,LBT,5,,
Clinton,Plattsburgh 006,President,,Gary Johnson,LBT,16,,
Clinton,Plattsburgh 007,President,,Gary Johnson,LBT,6,,
Clinton,Saranac 001,President,,Gary Johnson,LBT,11,,
Clinton,Saranac 002,President,,Gary Johnson,LBT,8,,
Clinton,Saranac 003,President,,Gary Johnson,LBT,8,,
Clinton,Schuyler Falls 001,President,,Gary Johnson,LBT,8,,
Clinton,Schuyler Falls 002,President,,Gary Johnson,LBT,4,,
Clinton,Schuyler Falls 003,President,,Gary Johnson,LBT,4,,
Clinton,,President,,Gary Johnson,LBT,348,,
Clinton,Altona 001,President,,Write-ins,,7,,
Clinton,Altona 002,President,,Write-ins,,6,,
Clinton,Ausable 001,President,,Write-ins,,10,,
Clinton,Ausable 002,President,,Write-ins,,6,,
Clinton,Beekmantown 001,President,,Write-ins,,14,,
Clinton,Beekmantown 002,President,,Write-ins,,8,,
Clinton,Beekmantown 003,President,,Write-ins,,14,,
Clinton,Beekmantown 004,President,,Write-ins,,11,,
Clinton,Black Brook 001,President,,Write-ins,,10,,
Clinton,Black Brook 002,President,,Write-ins,,0,,
Clinton,Champlain 001,President,,Write-ins,,17,,
Clinton,Champlain 002,President,,Write-ins,,16,,
Clinton,Champlain 003,President,,Write-ins,,13,,
Clinton,Chazy 001,President,,Write-ins,,20,,
Clinton,Chazy 002,President,,Write-ins,,18,,
Clinton,City of PlattsburgH W1D1,President,,Write-ins,,8,,
Clinton,City of Plattsburgh W1P2,President,,Write-ins,,22,,
Clinton,City of Plattsburgh W1P3,President,,Write-ins,,,,
Clinton,City of Plattsburgh W2D1,President,,Write-ins,,18,,
Clinton,City of Plattsburgh W2D2,President,,Write-ins,,4,,
Clinton,City of Plattsburgh W3D1,President,,Write-ins,,10,,
Clinton,City of Plattsburgh W3D2,President,,Write-ins,,8,,
Clinton,City of Plattsburgh W4D1,President,,Write-ins,,29,,
Clinton,City of Plattsburgh W4D2,President,,Write-ins,,13,,
Clinton,City of Plattsburgh W5D1,President,,Write-ins,,11,,
Clinton,City of Plattsburgh W5D2,President,,Write-ins,,25,,
Clinton,City of Plattsburgh W6D1,President,,Write-ins,,15,,
Clinton,City of Plattsburgh W6D2,President,,Write-ins,,7,,
Clinton,Clinton 001,President,,Write-ins,,3,,
Clinton,Dannemora 001,President,,Write-ins,,6,,
Clinton,Dannemora 002,President,,Write-ins,,5,,
Clinton,Dannemora 003,President,,Write-ins,,6,,
Clinton,Ellenburg 001,President,,Write-ins,,4,,
Clinton,Ellenburg 002,President,,Write-ins,,8,,
Clinton,Ellenburg 003,President,,Write-ins,,2,,
Clinton,Mooers 001,President,,Write-ins,,18,,
Clinton,Mooers 002,President,,Write-ins,,4,,
Clinton,Peru 001,President,,Write-ins,,16,,
Clinton,Peru 002,President,,Write-ins,,18,,
Clinton,Peru 003,President,,Write-ins,,4,,
Clinton,Peru 004,President,,Write-ins,,18,,
Clinton,Plattsburgh 001,President,,Write-ins,,11,,
Clinton,Plattsburgh 002,President,,Write-ins,,14,,
Clinton,Plattsburgh 003,President,,Write-ins,,16,,
Clinton,Plattsburgh 004,President,,Write-ins,,13,,
Clinton,Plattsburgh 005,President,,Write-ins,,11,,
Clinton,Plattsburgh 006,President,,Write-ins,,17,,
Clinton,Plattsburgh 007,President,,Write-ins,,5,,
Clinton,Saranac 001,President,,Write-ins,,16,,
Clinton,Saranac 002,President,,Write-ins,,8,,
Clinton,Saranac 003,President,,Write-ins,,6,,
Clinton,Schuyler Falls 001,President,,Write-ins,,11,,
Clinton,Schuyler Falls 002,President,,Write-ins,,10,,
Clinton,Schuyler Falls 003,President,,Write-ins,,12,,
Clinton,,President,,Write-ins,,602,,
Clinton,Altona 001,President,,Void,,0,,
Clinton,Altona 002,President,,Void,,,,
Clinton,Ausable 001,President,,Void,,2,,
Clinton,Ausable 002,President,,Void,,1,,
Clinton,Beekmantown 001,President,,Void,,,,
Clinton,Beekmantown 002,President,,Void,,1,,
Clinton,Beekmantown 003,President,,Void,,,,
Clinton,Beekmantown 004,President,,Void,,,,
Clinton,Black Brook 001,President,,Void,,,,
Clinton,Black Brook 002,President,,Void,,,,
Clinton,Champlain 001,President,,Void,,,,
Clinton,Champlain 002,President,,Void,,,,
Clinton,Champlain 003,President,,Void,,,,
Clinton,Chazy 001,President,,Void,,,,
Clinton,Chazy 002,President,,Void,,,,
Clinton,City of PlattsburgH W1D1,President,,Void,,1,,
Clinton,City of Plattsburgh W1P2,President,,Void,,,,
Clinton,City of Plattsburgh W1P3,President,,Void,,,,
Clinton,City of Plattsburgh W2D1,President,,Void,,,,
Clinton,City of Plattsburgh W2D2,President,,Void,,,,
Clinton,City of Plattsburgh W3D1,President,,Void,,,,
Clinton,City of Plattsburgh W3D2,President,,Void,,2,,
Clinton,City of Plattsburgh W4D1,President,,Void,,,,
Clinton,City of Plattsburgh W4D2,President,,Void,,,,
Clinton,City of Plattsburgh W5D1,President,,Void,,1,,
Clinton,City of Plattsburgh W5D2,President,,Void,,,,
Clinton,City of Plattsburgh W6D1,President,,Void,,,,
Clinton,City of Plattsburgh W6D2,President,,Void,,,,
Clinton,Clinton 001,President,,Void,,,,
Clinton,Dannemora 001,President,,Void,,1,,
Clinton,Dannemora 002,President,,Void,,2,,
Clinton,Dannemora 003,President,,Void,,,,
Clinton,Ellenburg 001,President,,Void,,,,
Clinton,Ellenburg 002,President,,Void,,,,
Clinton,Ellenburg 003,President,,Void,,,,
Clinton,Mooers 001,President,,Void,,2,,
Clinton,Mooers 002,President,,Void,,,,
Clinton,Peru 001,President,,Void,,2,,
Clinton,Peru 002,President,,Void,,,,
Clinton,Peru 003,President,,Void,,1,,
Clinton,Peru 004,President,,Void,,,,
Clinton,Plattsburgh 001,President,,Void,,,,
Clinton,Plattsburgh 002,President,,Void,,,,
Clinton,Plattsburgh 003,President,,Void,,,,
Clinton,Plattsburgh 004,President,,Void,,,,
Clinton,Plattsburgh 005,President,,Void,,1,,
Clinton,Plattsburgh 006,President,,Void,,,,
Clinton,Plattsburgh 007,President,,Void,,,,
Clinton,Saranac 001,President,,Void,,,,
Clinton,Saranac 002,President,,Void,,,,
Clinton,Saranac 003,President,,Void,,,,
Clinton,Schuyler Falls 001,President,,Void,,,,
Clinton,Schuyler Falls 002,President,,Void,,,,
Clinton,Schuyler Falls 003,President,,Void,,,,
Clinton,,President,,Void,,17,,
Clinton,Altona 001,President,,Blank,,9,,
Clinton,Altona 002,President,,Blank,,6,,
Clinton,Ausable 001,President,,Blank,,11,,
Clinton,Ausable 002,President,,Blank,,5,,
Clinton,Beekmantown 001,President,,Blank,,12,,
Clinton,Beekmantown 002,President,,Blank,,9,,
Clinton,Beekmantown 003,President,,Blank,,10,,
Clinton,Beekmantown 004,President,,Blank,,10,,
Clinton,Black Brook 001,President,,Blank,,11,,
Clinton,Black Brook 002,President,,Blank,,6,,
Clinton,Champlain 001,President,,Blank,,9,,
Clinton,Champlain 002,President,,Blank,,10,,
Clinton,Champlain 003,President,,Blank,,10,,
Clinton,Chazy 001,President,,Blank,,974,,
Clinton,Chazy 002,President,,Blank,,938,,
Clinton,City of PlattsburgH W1D1,President,,Blank,,4,,
Clinton,City of Plattsburgh W1P2,President,,Blank,,102,,
Clinton,City of Plattsburgh W1P3,President,,Blank,,1,,
Clinton,City of Plattsburgh W2D1,President,,Blank,,8,,
Clinton,City of Plattsburgh W2D2,President,,Blank,,4,,
Clinton,City of Plattsburgh W3D1,President,,Blank,,8,,
Clinton,City of Plattsburgh W3D2,President,,Blank,,12,,
Clinton,City of Plattsburgh W4D1,President,,Blank,,9,,
Clinton,City of Plattsburgh W4D2,President,,Blank,,13,,
Clinton,City of Plattsburgh W5D1,President,,Blank,,16,,
Clinton,City of Plattsburgh W5D2,President,,Blank,,15,,
Clinton,City of Plattsburgh W6D1,President,,Blank,,6,,
Clinton,City of Plattsburgh W6D2,President,,Blank,,2,,
Clinton,Clinton 001,President,,Blank,,9,,
Clinton,Dannemora 001,President,,Blank,,3,,
Clinton,Dannemora 002,President,,Blank,,4,,
Clinton,Dannemora 003,President,,Blank,,7,,
Clinton,Ellenburg 001,President,,Blank,,5,,
Clinton,Ellenburg 002,President,,Blank,,1,,
Clinton,Ellenburg 003,President,,Blank,,2,,
Clinton,Mooers 001,President,,Blank,,24,,
Clinton,Mooers 002,President,,Blank,,6,,
Clinton,Peru 001,President,,Blank,,6,,
Clinton,Peru 002,President,,Blank,,18,,
Clinton,Peru 003,President,,Blank,,3,,
Clinton,Peru 004,President,,Blank,,16,,
Clinton,Plattsburgh 001,President,,Blank,,9,,
Clinton,Plattsburgh 002,President,,Blank,,23,,
Clinton,Plattsburgh 003,President,,Blank,,11,,
Clinton,Plattsburgh 004,President,,Blank,,13,,
Clinton,Plattsburgh 005,President,,Blank,,8,,
Clinton,Plattsburgh 006,President,,Blank,,15,,
Clinton,Plattsburgh 007,President,,Blank,,8,,
Clinton,Saranac 001,President,,Blank,,25,,
Clinton,Saranac 002,President,,Blank,,2,,
Clinton,Saranac 003,President,,Blank,,3,,
Clinton,Schuyler Falls 001,President,,Blank,,5,,
Clinton,Schuyler Falls 002,President,,Blank,,13,,
Clinton,Schuyler Falls 003,President,,Blank,,15,,
Clinton,,President,,Blank,,2484,,
Clinton,City of PlattsburgH W1D1,President,,Evan McMullin (included),,1,,
Clinton,City of Plattsburgh W2D1,President,,Evan McMullin (included),,1,,
Clinton,City of Plattsburgh W3D2,President,,Evan McMullin (included),,1,,
Clinton,City of Plattsburgh W4D1,President,,Evan McMullin (included),,1,,
Clinton,City of Plattsburgh W4D2,President,,Evan McMullin (included),,1,,
Clinton,Dannemora 003,President,,Evan McMullin (included),,1,,
Clinton,Peru 003,President,,Evan McMullin (included),,1,,
Clinton,Plattsburgh 004,President,,Evan McMullin (included),,1,,
Clinton,Saranac 001,President,,Evan McMullin (included),,1,,
Clinton,Altona 001,President,,Evan McMullin (included),,2,,
Clinton,Black Brook 001,President,,Evan McMullin (included),,2,,
Clinton,Chazy 001,President,,Evan McMullin (included),,2,,
Clinton,Peru 001,President,,Evan McMullin (included),,2,,
Clinton,Plattsburgh 003,President,,Evan McMullin (included),,2,,
Clinton,Plattsburgh 006,President,,Evan McMullin (included),,2,,
Clinton,Mooers 001,President,,Evan McMullin (included),,3,,
Clinton,Peru 002,President,,Evan McMullin (included),,3,,
Clinton,Plattsburgh 001,President,,Evan McMullin (included),,3,,
Clinton,City of Plattsburgh W5D2,President,,Evan McMullin (included),,4,,
Clinton,Plattsburgh 002,President,,Evan McMullin (included),,4,,
Clinton,Ausable 001,President,,McMullin (included),,5,,
Clinton,City of Plattsburgh W6D1,President,,McMullin (included),,5,,
Clinton,,President,,McMullin (included),,48,,
Clinton,City of Plattsburgh W3D2,President,,Castle (included),,1,,
Clinton,City of Plattsburgh W5D2,President,,Castle (included),,1,,
Clinton,Mooers 001,President,,Hoefling (included),,2,,2
Clinton,Altona 001,U.S. Senate,,Charles Schumer,DEM,203,,
Clinton,Altona 002,U.S. Senate,,Charles Schumer,DEM,230,,
Clinton,Ausable 001,U.S. Senate,,Charles Schumer,DEM,223,,
Clinton,Ausable 002,U.S. Senate,,Charles Schumer,DEM,261,,
Clinton,Beekmantown 001,U.S. Senate,,Charles Schumer,DEM,257,,
Clinton,Beekmantown 002,U.S. Senate,,Charles Schumer,DEM,293,,
Clinton,Beekmantown 003,U.S. Senate,,Charles Schumer,DEM,417,,
Clinton,Beekmantown 004,U.S. Senate,,Charles Schumer,DEM,325,,
Clinton,Black Brook 001,U.S. Senate,,Charles Schumer,DEM,219,,
Clinton,Black Brook 002,U.S. Senate,,Charles Schumer,DEM,71,,
Clinton,Champlain 001,U.S. Senate,,Charles Schumer,DEM,381,,
Clinton,Champlain 002,U.S. Senate,,Charles Schumer,DEM,407,,
Clinton,Champlain 003,U.S. Senate,,Charles Schumer,DEM,380,,
Clinton,Chazy 001,U.S. Senate,,Charles Schumer,DEM,516,,
Clinton,Chazy 002,U.S. Senate,,Charles Schumer,DEM,494,,
Clinton,City of PlattsburgH W1D1,U.S. Senate,,Charles Schumer,DEM,176,,
Clinton,City of Plattsburgh W1P2,U.S. Senate,,Charles Schumer,DEM,598,,
Clinton,City of Plattsburgh W1P3,U.S. Senate,,Charles Schumer,DEM,34,,
Clinton,City of Plattsburgh W2D1,U.S. Senate,,Charles Schumer,DEM,297,,
Clinton,City of Plattsburgh W2D2,U.S. Senate,,Charles Schumer,DEM,175,,
Clinton,City of Plattsburgh W3D1,U.S. Senate,,Charles Schumer,DEM,381,,
Clinton,City of Plattsburgh W3D2,U.S. Senate,,Charles Schumer,DEM,428,,
Clinton,City of Plattsburgh W4D1,U.S. Senate,,Charles Schumer,DEM,493,,
Clinton,City of Plattsburgh W4D2,U.S. Senate,,Charles Schumer,DEM,423,,
Clinton,City of Plattsburgh W5D1,U.S. Senate,,Charles Schumer,DEM,260,,
Clinton,City of Plattsburgh W5D2,U.S. Senate,,Charles Schumer,DEM,475,,
Clinton,City of Plattsburgh W6D1,U.S. Senate,,Charles Schumer,DEM,318,,
Clinton,City of Plattsburgh W6D2,U.S. Senate,,Charles Schumer,DEM,226,,
Clinton,Clinton 001,U.S. Senate,,Charles Schumer,DEM,130,,
Clinton,Dannemora 001,U.S. Senate,,Charles Schumer,DEM,90,,
Clinton,Dannemora 002,U.S. Senate,,Charles Schumer,DEM,179,,
Clinton,Dannemora 003,U.S. Senate,,Charles Schumer,DEM,149,,
Clinton,Ellenburg 001,U.S. Senate,,Charles Schumer,DEM,137,,
Clinton,Ellenburg 002,U.S. Senate,,Charles Schumer,DEM,155,,
Clinton,Ellenburg 003,U.S. Senate,,Charles Schumer,DEM,70,,
Clinton,Mooers 001,U.S. Senate,,Charles Schumer,DEM,419,,
Clinton,Mooers 002,U.S. Senate,,Charles Schumer,DEM,232,,
Clinton,Peru 001,U.S. Senate,,Charles Schumer,DEM,294,,
Clinton,Peru 002,U.S. Senate,,Charles Schumer,DEM,383,,
Clinton,Peru 003,U.S. Senate,,Charles Schumer,DEM,196,,
Clinton,Peru 004,U.S. Senate,,Charles Schumer,DEM,530,,
Clinton,Plattsburgh 001,U.S. Senate,,Charles Schumer,DEM,279,,
Clinton,Plattsburgh 002,U.S. Senate,,Charles Schumer,DEM,421,,
Clinton,Plattsburgh 003,U.S. Senate,,Charles Schumer,DEM,436,,
Clinton,Plattsburgh 004,U.S. Senate,,Charles Schumer,DEM,387,,
Clinton,Plattsburgh 005,U.S. Senate,,Charles Schumer,DEM,247,,
Clinton,Plattsburgh 006,U.S. Senate,,Charles Schumer,DEM,597,,
Clinton,Plattsburgh 007,U.S. Senate,,Charles Schumer,DEM,332,,
Clinton,Saranac 001,U.S. Senate,,Charles Schumer,DEM,370,,
Clinton,Saranac 002,U.S. Senate,,Charles Schumer,DEM,264,,
Clinton,Saranac 003,U.S. Senate,,Charles Schumer,DEM,200,,
Clinton,Schuyler Falls 001,U.S. Senate,,Charles Schumer,DEM,227,,
Clinton,Schuyler Falls 002,U.S. Senate,,Charles Schumer,DEM,394,,
Clinton,Schuyler Falls 003,U.S. Senate,,Charles Schumer,DEM,343,,
Clinton,,U.S. Senate,,Charles Schumer,DEM,16422,,
Clinton,Altona 001,U.S. Senate,,Wendy Long,REP,136,,
Clinton,Altona 002,U.S. Senate,,Wendy Long,REP,164,,
Clinton,Ausable 001,U.S. Senate,,Wendy Long,REP,186,,
Clinton,Ausable 002,U.S. Senate,,Wendy Long,REP,187,,
Clinton,Beekmantown 001,U.S. Senate,,Wendy Long,REP,134,,
Clinton,Beekmantown 002,U.S. Senate,,Wendy Long,REP,165,,
Clinton,Beekmantown 003,U.S. Senate,,Wendy Long,REP,192,,
Clinton,Beekmantown 004,U.S. Senate,,Wendy Long,REP,244,,
Clinton,Black Brook 001,U.S. Senate,,Wendy Long,REP,166,,
Clinton,Black Brook 002,U.S. Senate,,Wendy Long,REP,79,,
Clinton,Champlain 001,U.S. Senate,,Wendy Long,REP,240,,
Clinton,Champlain 002,U.S. Senate,,Wendy Long,REP,305,,
Clinton,Champlain 003,U.S. Senate,,Wendy Long,REP,259,,
Clinton,Chazy 001,U.S. Senate,,Wendy Long,REP,286,,
Clinton,Chazy 002,U.S. Senate,,Wendy Long,REP,239,,
Clinton,City of PlattsburgH W1D1,U.S. Senate,,Wendy Long,REP,68,,
Clinton,City of Plattsburgh W1P2,U.S. Senate,,Wendy Long,REP,218,,
Clinton,City of Plattsburgh W1P3,U.S. Senate,,Wendy Long,REP,18,,
Clinton,City of Plattsburgh W2D1,U.S. Senate,,Wendy Long,REP,104,,
Clinton,City of Plattsburgh W2D2,U.S. Senate,,Wendy Long,REP,52,,
Clinton,City of Plattsburgh W3D1,U.S. Senate,,Wendy Long,REP,140,,
Clinton,City of Plattsburgh W3D2,U.S. Senate,,Wendy Long,REP,132,,
Clinton,City of Plattsburgh W4D1,U.S. Senate,,Wendy Long,REP,167,,
Clinton,City of Plattsburgh W4D2,U.S. Senate,,Wendy Long,REP,162,,
Clinton,City of Plattsburgh W5D1,U.S. Senate,,Wendy Long,REP,79,,
Clinton,City of Plattsburgh W5D2,U.S. Senate,,Wendy Long,REP,165,,
Clinton,City of Plattsburgh W6D1,U.S. Senate,,Wendy Long,REP,94,,
Clinton,City of Plattsburgh W6D2,U.S. Senate,,Wendy Long,REP,59,,
Clinton,Clinton 001,U.S. Senate,,Wendy Long,REP,100,,
Clinton,Dannemora 001,U.S. Senate,,Wendy Long,REP,61,,
Clinton,Dannemora 002,U.S. Senate,,Wendy Long,REP,126,,
Clinton,Dannemora 003,U.S. Senate,,Wendy Long,REP,124,,
Clinton,Ellenburg 001,U.S. Senate,,Wendy Long,REP,108,,
Clinton,Ellenburg 002,U.S. Senate,,Wendy Long,REP,131,,
Clinton,Ellenburg 003,U.S. Senate,,Wendy Long,REP,63,,
Clinton,Mooers 001,U.S. Senate,,Wendy Long,REP,325,,
Clinton,Mooers 002,U.S. Senate,,Wendy Long,REP,181,,
Clinton,Peru 001,U.S. Senate,,Wendy Long,REP,212,,
Clinton,Peru 002,U.S. Senate,,Wendy Long,REP,272,,
Clinton,Peru 003,U.S. Senate,,Wendy Long,REP,264,,
Clinton,Peru 004,U.S. Senate,,Wendy Long,REP,328,,
Clinton,Plattsburgh 001,U.S. Senate,,Wendy Long,REP,118,,
Clinton,Plattsburgh 002,U.S. Senate,,Wendy Long,REP,255,,
Clinton,Plattsburgh 003,U.S. Senate,,Wendy Long,REP,191,,
Clinton,Plattsburgh 004,U.S. Senate,,Wendy Long,REP,243,,
Clinton,Plattsburgh 005,U.S. Senate,,Wendy Long,REP,126,,
Clinton,Plattsburgh 006,U.S. Senate,,Wendy Long,REP,311,,
Clinton,Plattsburgh 007,U.S. Senate,,Wendy Long,REP,205,,
Clinton,Saranac 001,U.S. Senate,,Wendy Long,REP,356,,
Clinton,Saranac 002,U.S. Senate,,Wendy Long,REP,241,,
Clinton,Saranac 003,U.S. Senate,,Wendy Long,REP,152,,
Clinton,Schuyler Falls 001,U.S. Senate,,Wendy Long,REP,239,,
Clinton,Schuyler Falls 002,U.S. Senate,,Wendy Long,REP,302,,
Clinton,Schuyler Falls 003,U.S. Senate,,Wendy Long,REP,219,,
Clinton,,U.S. Senate,,Wendy Long,REP,9693,,
Clinton,Altona 001,U.S. Senate,,Wendy Long,CON,15,,
Clinton,Altona 002,U.S. Senate,,Wendy Long,CON,27,,
Clinton,Ausable 001,U.S. Senate,,Wendy Long,CON,21,,
Clinton,Ausable 002,U.S. Senate,,Wendy Long,CON,13,,
Clinton,Beekmantown 001,U.S. Senate,,Wendy Long,CON,23,,
Clinton,Beekmantown 002,U.S. Senate,,Wendy Long,CON,10,,
Clinton,Beekmantown 003,U.S. Senate,,Wendy Long,CON,28,,
Clinton,Beekmantown 004,U.S. Senate,,Wendy Long,CON,22,,
Clinton,Black Brook 001,U.S. Senate,,Wendy Long,CON,14,,
Clinton,Black Brook 002,U.S. Senate,,Wendy Long,CON,10,,
Clinton,Champlain 001,U.S. Senate,,Wendy Long,CON,26,,
Clinton,Champlain 002,U.S. Senate,,Wendy Long,CON,19,,
Clinton,Champlain 003,U.S. Senate,,Wendy Long,CON,25,,
Clinton,Chazy 001,U.S. Senate,,Wendy Long,CON,31,,
Clinton,Chazy 002,U.S. Senate,,Wendy Long,CON,39,,
Clinton,City of PlattsburgH W1D1,U.S. Senate,,Wendy Long,CON,12,,
Clinton,City of Plattsburgh W1P2,U.S. Senate,,Wendy Long,CON,29,,
Clinton,City of Plattsburgh W1P3,U.S. Senate,,Wendy Long,CON,2,,
Clinton,City of Plattsburgh W2D1,U.S. Senate,,Wendy Long,CON,10,,
Clinton,City of Plattsburgh W2D2,U.S. Senate,,Wendy Long,CON,5,,
Clinton,City of Plattsburgh W3D1,U.S. Senate,,Wendy Long,CON,5,,
Clinton,City of Plattsburgh W3D2,U.S. Senate,,Wendy Long,CON,12,,
Clinton,City of Plattsburgh W4D1,U.S. Senate,,Wendy Long,CON,20,,
Clinton,City of Plattsburgh W4D2,U.S. Senate,,Wendy Long,CON,15,,
Clinton,City of Plattsburgh W5D1,U.S. Senate,,Wendy Long,CON,7,,
Clinton,City of Plattsburgh W5D2,U.S. Senate,,Wendy Long,CON,18,,
Clinton,City of Plattsburgh W6D1,U.S. Senate,,Wendy Long,CON,17,,
Clinton,City of Plattsburgh W6D2,U.S. Senate,,Wendy Long,CON,8,,
Clinton,Clinton 001,U.S. Senate,,Wendy Long,CON,7,,
Clinton,Dannemora 001,U.S. Senate,,Wendy Long,CON,4,,
Clinton,Dannemora 002,U.S. Senate,,Wendy Long,CON,15,,
Clinton,Dannemora 003,U.S. Senate,,Wendy Long,CON,9,,
Clinton,Ellenburg 001,U.S. Senate,,Wendy Long,CON,9,,
Clinton,Ellenburg 002,U.S. Senate,,Wendy Long,CON,12,,
Clinton,Ellenburg 003,U.S. Senate,,Wendy Long,CON,2,,
Clinton,Mooers 001,U.S. Senate,,Wendy Long,CON,32,,
Clinton,Mooers 002,U.S. Senate,,Wendy Long,CON,17,,
Clinton,Peru 001,U.S. Senate,,Wendy Long,CON,24,,
Clinton,Peru 002,U.S. Senate,,Wendy Long,CON,37,,
Clinton,Peru 003,U.S. Senate,,Wendy Long,CON,30,,
Clinton,Peru 004,U.S. Senate,,Wendy Long,CON,36,,
Clinton,Plattsburgh 001,U.S. Senate,,Wendy Long,CON,13,,
Clinton,Plattsburgh 002,U.S. Senate,,Wendy Long,CON,27,,
Clinton,Plattsburgh 003,U.S. Senate,,Wendy Long,CON,21,,
Clinton,Plattsburgh 004,U.S. Senate,,Wendy Long,CON,31,,
Clinton,Plattsburgh 005,U.S. Senate,,Wendy Long,CON,16,,
Clinton,Plattsburgh 006,U.S. Senate,,Wendy Long,CON,31,,
Clinton,Plattsburgh 007,U.S. Senate,,Wendy Long,CON,20,,
Clinton,Saranac 001,U.S. Senate,,Wendy Long,CON,30,,
Clinton,Saranac 002,U.S. Senate,,Wendy Long,CON,20,,
Clinton,Saranac 003,U.S. Senate,,Wendy Long,CON,19,,
Clinton,Schuyler Falls 001,U.S. Senate,,Wendy Long,CON,14,,
Clinton,Schuyler Falls 002,U.S. Senate,,Wendy Long,CON,22,,
Clinton,Schuyler Falls 003,U.S. Senate,,Wendy Long,CON,18,,
Clinton,,U.S. Senate,,Wendy Long,CON,999,,
Clinton,Altona 001,U.S. Senate,,Robin Wilson,GRN,7,,
Clinton,Altona 002,U.S. Senate,,Robin Wilson,GRN,7,,
Clinton,Ausable 001,U.S. Senate,,Robin Wilson,GRN,6,,
Clinton,Ausable 002,U.S. Senate,,Robin Wilson,GRN,9,,
Clinton,Beekmantown 001,U.S. Senate,,Robin Wilson,GRN,9,,
Clinton,Beekmantown 002,U.S. Senate,,Robin Wilson,GRN,10,,
Clinton,Beekmantown 003,U.S. Senate,,Robin Wilson,GRN,16,,
Clinton,Beekmantown 004,U.S. Senate,,Robin Wilson,GRN,10,,
Clinton,Black Brook 001,U.S. Senate,,Robin Wilson,GRN,4,,
Clinton,Black Brook 002,U.S. Senate,,Robin Wilson,GRN,3,,
Clinton,Champlain 001,U.S. Senate,,Robin Wilson,GRN,12,,
Clinton,Champlain 002,U.S. Senate,,Robin Wilson,GRN,5,,
Clinton,Champlain 003,U.S. Senate,,Robin Wilson,GRN,15,,
Clinton,Chazy 001,U.S. Senate,,Robin Wilson,GRN,6,,
Clinton,Chazy 002,U.S. Senate,,Robin Wilson,GRN,14,,
Clinton,City of PlattsburgH W1D1,U.S. Senate,,Robin Wilson,GRN,9,,
Clinton,City of Plattsburgh W1P2,U.S. Senate,,Robin Wilson,GRN,24,,
Clinton,City of Plattsburgh W1P3,U.S. Senate,,Robin Wilson,GRN,1,,
Clinton,City of Plattsburgh W2D1,U.S. Senate,,Robin Wilson,GRN,9,,
Clinton,City of Plattsburgh W2D2,U.S. Senate,,Robin Wilson,GRN,12,,
Clinton,City of Plattsburgh W3D1,U.S. Senate,,Robin Wilson,GRN,19,,
Clinton,City of Plattsburgh W3D2,U.S. Senate,,Robin Wilson,GRN,9,,
Clinton,City of Plattsburgh W4D1,U.S. Senate,,Robin Wilson,GRN,25,,
Clinton,City of Plattsburgh W4D2,U.S. Senate,,Robin Wilson,GRN,12,,
Clinton,City of Plattsburgh W5D1,U.S. Senate,,Robin Wilson,GRN,16,,
Clinton,City of Plattsburgh W5D2,U.S. Senate,,Robin Wilson,GRN,22,,
Clinton,City of Plattsburgh W6D1,U.S. Senate,,Robin Wilson,GRN,14,,
Clinton,City of Plattsburgh W6D2,U.S. Senate,,Robin Wilson,GRN,12,,
Clinton,Clinton 001,U.S. Senate,,Robin Wilson,GRN,7,,
Clinton,Dannemora 001,U.S. Senate,,Robin Wilson,GRN,1,,
Clinton,Dannemora 002,U.S. Senate,,Robin Wilson,GRN,8,,
Clinton,Dannemora 003,U.S. Senate,,Robin Wilson,GRN,4,,
Clinton,Ellenburg 001,U.S. Senate,,Robin Wilson,GRN,8,,
Clinton,Ellenburg 002,U.S. Senate,,Robin Wilson,GRN,3,,
Clinton,Ellenburg 003,U.S. Senate,,Robin Wilson,GRN,1,,
Clinton,Mooers 001,U.S. Senate,,Robin Wilson,GRN,17,,
Clinton,Mooers 002,U.S. Senate,,Robin Wilson,GRN,4,,
Clinton,Peru 001,U.S. Senate,,Robin Wilson,GRN,9,,
Clinton,Peru 002,U.S. Senate,,Robin Wilson,GRN,5,,
Clinton,Peru 003,U.S. Senate,,Robin Wilson,GRN,2,,
Clinton,Peru 004,U.S. Senate,,Robin Wilson,GRN,9,,
Clinton,Plattsburgh 001,U.S. Senate,,Robin Wilson,GRN,4,,
Clinton,Plattsburgh 002,U.S. Senate,,Robin Wilson,GRN,5,,
Clinton,Plattsburgh 003,U.S. Senate,,Robin Wilson,GRN,10,,
Clinton,Plattsburgh 004,U.S. Senate,,Robin Wilson,GRN,11,,
Clinton,Plattsburgh 005,U.S. Senate,,Robin Wilson,GRN,8,,
Clinton,Plattsburgh 006,U.S. Senate,,Robin Wilson,GRN,18,,
Clinton,Plattsburgh 007,U.S. Senate,,Robin Wilson,GRN,12,,
