assembly_district,precinct,county,party,office,district,candidate,votes
61,1,Richmond,Democratic,President,,Emergency,0
61,1,Richmond,Democratic,President,,Absentee/Military,19
61,1,Richmond,Democratic,President,,Federal,1
61,1,Richmond,Democratic,President,,Affidavit,4
61,1,Richmond,Democratic,President,,Bernie Sanders,152
61,1,Richmond,Democratic,President,,Hillary Clinton,155
61,2,Richmond,Democratic,President,,Emergency,0
61,2,Richmond,Democratic,President,,Absentee/Military,10
61,2,Richmond,Democratic,President,,Federal,0
61,2,Richmond,Democratic,President,,Affidavit,0
61,2,Richmond,Democratic,President,,Bernie Sanders,62
61,2,Richmond,Democratic,President,,Hillary Clinton,105
61,3,Richmond,Democratic,President,,Emergency,0
61,3,Richmond,Democratic,President,,Absentee/Military,9
61,3,Richmond,Democratic,President,,Federal,3
61,3,Richmond,Democratic,President,,Affidavit,7
61,3,Richmond,Democratic,President,,Bernie Sanders,159
61,3,Richmond,Democratic,President,,Hillary Clinton,161
61,4,Richmond,Democratic,President,,Emergency,0
61,4,Richmond,Democratic,President,,Absentee/Military,16
61,4,Richmond,Democratic,President,,Federal,1
61,4,Richmond,Democratic,President,,Affidavit,7
61,4,Richmond,Democratic,President,,Bernie Sanders,126
61,4,Richmond,Democratic,President,,Hillary Clinton,175
61,5,Richmond,Democratic,President,,Emergency,0
61,5,Richmond,Democratic,President,,Absentee/Military,5
61,5,Richmond,Democratic,President,,Federal,2
61,5,Richmond,Democratic,President,,Affidavit,4
61,5,Richmond,Democratic,President,,Bernie Sanders,103
61,5,Richmond,Democratic,President,,Hillary Clinton,112
61,6,Richmond,Democratic,President,,Emergency,0
61,6,Richmond,Democratic,President,,Absentee/Military,33
61,6,Richmond,Democratic,President,,Federal,2
61,6,Richmond,Democratic,President,,Affidavit,3
61,6,Richmond,Democratic,President,,Bernie Sanders,72
61,6,Richmond,Democratic,President,,Hillary Clinton,114
61,7,Richmond,Democratic,President,,Emergency,0
61,7,Richmond,Democratic,President,,Absentee/Military,7
61,7,Richmond,Democratic,President,,Federal,0
61,7,Richmond,Democratic,President,,Affidavit,4
61,7,Richmond,Democratic,President,,Bernie Sanders,106
61,7,Richmond,Democratic,President,,Hillary Clinton,131
61,8,Richmond,Democratic,President,,Emergency,0
61,8,Richmond,Democratic,President,,Absentee/Military,2
61,8,Richmond,Democratic,President,,Federal,1
61,8,Richmond,Democratic,President,,Affidavit,6
61,8,Richmond,Democratic,President,,Bernie Sanders,114
61,8,Richmond,Democratic,President,,Hillary Clinton,140
61,9,Richmond,Democratic,President,,Emergency,0
61,9,Richmond,Democratic,President,,Absentee/Military,16
61,9,Richmond,Democratic,President,,Federal,0
61,9,Richmond,Democratic,President,,Affidavit,2
61,9,Richmond,Democratic,President,,Bernie Sanders,113
61,9,Richmond,Democratic,President,,Hillary Clinton,166
61,10,Richmond,Democratic,President,,Emergency,0
61,10,Richmond,Democratic,President,,Absentee/Military,11
61,10,Richmond,Democratic,President,,Federal,0
61,10,Richmond,Democratic,President,,Affidavit,4
61,10,Richmond,Democratic,President,,Bernie Sanders,84
61,10,Richmond,Democratic,President,,Hillary Clinton,176
61,11,Richmond,Democratic,President,,Emergency,0
61,11,Richmond,Democratic,President,,Absentee/Military,34
61,11,Richmond,Democratic,President,,Federal,0
61,11,Richmond,Democratic,President,,Affidavit,2
61,11,Richmond,Democratic,President,,Bernie Sanders,83
61,11,Richmond,Democratic,President,,Hillary Clinton,131
61,12,Richmond,Democratic,President,,Emergency,0
61,12,Richmond,Democratic,President,,Absentee/Military,11
61,12,Richmond,Democratic,President,,Federal,0
61,12,Richmond,Democratic,President,,Affidavit,6
61,12,Richmond,Democratic,President,,Bernie Sanders,132
61,12,Richmond,Democratic,President,,Hillary Clinton,136
61,13,Richmond,Democratic,President,,Emergency,0
61,13,Richmond,Democratic,President,,Absentee/Military,8
61,13,Richmond,Democratic,President,,Federal,0
61,13,Richmond,Democratic,President,,Affidavit,1
61,13,Richmond,Democratic,President,,Bernie Sanders,85
61,13,Richmond,Democratic,President,,Hillary Clinton,103
61,14,Richmond,Democratic,President,,Emergency,0
61,14,Richmond,Democratic,President,,Absentee/Military,8
61,14,Richmond,Democratic,President,,Federal,0
61,14,Richmond,Democratic,President,,Affidavit,4
61,14,Richmond,Democratic,President,,Bernie Sanders,59
61,14,Richmond,Democratic,President,,Hillary Clinton,92
61,15,Richmond,Democratic,President,,Emergency,0
61,15,Richmond,Democratic,President,,Absentee/Military,8
61,15,Richmond,Democratic,President,,Federal,5
61,15,Richmond,Democratic,President,,Affidavit,5
61,15,Richmond,Democratic,President,,Bernie Sanders,114
61,15,Richmond,Democratic,President,,Hillary Clinton,112
61,16,Richmond,Democratic,President,,Emergency,0
61,16,Richmond,Democratic,President,,Absentee/Military,6
61,16,Richmond,Democratic,President,,Federal,0
61,16,Richmond,Democratic,President,,Affidavit,9
61,16,Richmond,Democratic,President,,Bernie Sanders,55
61,16,Richmond,Democratic,President,,Hillary Clinton,128
61,17,Richmond,Democratic,President,,Emergency,0
61,17,Richmond,Democratic,President,,Absentee/Military,11
61,17,Richmond,Democratic,President,,Federal,2
61,17,Richmond,Democratic,President,,Affidavit,3
61,17,Richmond,Democratic,President,,Bernie Sanders,87
61,17,Richmond,Democratic,President,,Hillary Clinton,128
61,18,Richmond,Democratic,President,,Emergency,0
61,18,Richmond,Democratic,President,,Absentee/Military,9
61,18,Richmond,Democratic,President,,Federal,0
61,18,Richmond,Democratic,President,,Affidavit,3
61,18,Richmond,Democratic,President,,Bernie Sanders,91
61,18,Richmond,Democratic,President,,Hillary Clinton,115
61,19,Richmond,Democratic,President,,Emergency,0
61,19,Richmond,Democratic,President,,Absentee/Military,8
61,19,Richmond,Democratic,President,,Federal,0
61,19,Richmond,Democratic,President,,Affidavit,2
61,19,Richmond,Democratic,President,,Bernie Sanders,96
61,19,Richmond,Democratic,President,,Hillary Clinton,110
61,20,Richmond,Democratic,President,,Emergency,0
61,20,Richmond,Democratic,President,,Absentee/Military,11
61,20,Richmond,Democratic,President,,Federal,0
61,20,Richmond,Democratic,President,,Affidavit,4
61,20,Richmond,Democratic,President,,Bernie Sanders,83
61,20,Richmond,Democratic,President,,Hillary Clinton,92
61,21,Richmond,Democratic,President,,Emergency,0
61,21,Richmond,Democratic,President,,Absentee/Military,7
61,21,Richmond,Democratic,President,,Federal,0
61,21,Richmond,Democratic,President,,Affidavit,9
61,21,Richmond,Democratic,President,,Bernie Sanders,92
61,21,Richmond,Democratic,President,,Hillary Clinton,155
61,22,Richmond,Democratic,President,,Emergency,0
61,22,Richmond,Democratic,President,,Absentee/Military,3
61,22,Richmond,Democratic,President,,Federal,0
61,22,Richmond,Democratic,President,,Affidavit,5
61,22,Richmond,Democratic,President,,Bernie Sanders,89
61,22,Richmond,Democratic,President,,Hillary Clinton,154
61,23,Richmond,Democratic,President,,Emergency,0
61,23,Richmond,Democratic,President,,Absentee/Military,6
61,23,Richmond,Democratic,President,,Federal,1
61,23,Richmond,Democratic,President,,Affidavit,4
61,23,Richmond,Democratic,President,,Bernie Sanders,86
61,23,Richmond,Democratic,President,,Hillary Clinton,110
61,24,Richmond,Democratic,President,,Emergency,0
61,24,Richmond,Democratic,President,,Absentee/Military,6
61,24,Richmond,Democratic,President,,Federal,1
61,24,Richmond,Democratic,President,,Affidavit,1
61,24,Richmond,Democratic,President,,Bernie Sanders,61
61,24,Richmond,Democratic,President,,Hillary Clinton,75
61,25,Richmond,Democratic,President,,Emergency,0
61,25,Richmond,Democratic,President,,Absentee/Military,4
61,25,Richmond,Democratic,President,,Federal,0
61,25,Richmond,Democratic,President,,Affidavit,2
61,25,Richmond,Democratic,President,,Bernie Sanders,70
61,25,Richmond,Democratic,President,,Hillary Clinton,143
61,26,Richmond,Democratic,President,,Emergency,0
61,26,Richmond,Democratic,President,,Absentee/Military,6
61,26,Richmond,Democratic,President,,Federal,1
61,26,Richmond,Democratic,President,,Affidavit,4
61,26,Richmond,Democratic,President,,Bernie Sanders,74
61,26,Richmond,Democratic,President,,Hillary Clinton,148
61,27,Richmond,Democratic,President,,Emergency,0
61,27,Richmond,Democratic,President,,Absentee/Military,5
61,27,Richmond,Democratic,President,,Federal,0
61,27,Richmond,Democratic,President,,Affidavit,2
61,27,Richmond,Democratic,President,,Bernie Sanders,75
61,27,Richmond,Democratic,President,,Hillary Clinton,135
61,28,Richmond,Democratic,President,,Emergency,0
61,28,Richmond,Democratic,President,,Absentee/Military,4
61,28,Richmond,Democratic,President,,Federal,0
61,28,Richmond,Democratic,President,,Affidavit,1
61,28,Richmond,Democratic,President,,Bernie Sanders,58
61,28,Richmond,Democratic,President,,Hillary Clinton,104
61,29,Richmond,Democratic,President,,Emergency,0
61,29,Richmond,Democratic,President,,Absentee/Military,5
61,29,Richmond,Democratic,President,,Federal,0
61,29,Richmond,Democratic,President,,Affidavit,0
61,29,Richmond,Democratic,President,,Bernie Sanders,55
61,29,Richmond,Democratic,President,,Hillary Clinton,68
61,30,Richmond,Democratic,President,,Emergency,0
61,30,Richmond,Democratic,President,,Absentee/Military,6
61,30,Richmond,Democratic,President,,Federal,0
61,30,Richmond,Democratic,President,,Affidavit,1
61,30,Richmond,Democratic,President,,Bernie Sanders,84
61,30,Richmond,Democratic,President,,Hillary Clinton,128
61,31,Richmond,Democratic,President,,Emergency,0
61,31,Richmond,Democratic,President,,Absentee/Military,2
61,31,Richmond,Democratic,President,,Federal,0
61,31,Richmond,Democratic,President,,Affidavit,1
61,31,Richmond,Democratic,President,,Bernie Sanders,69
61,31,Richmond,Democratic,President,,Hillary Clinton,110
61,32,Richmond,Democratic,President,,Emergency,0
61,32,Richmond,Democratic,President,,Absentee/Military,11
61,32,Richmond,Democratic,President,,Federal,0
61,32,Richmond,Democratic,President,,Affidavit,2
61,32,Richmond,Democratic,President,,Bernie Sanders,46
61,32,Richmond,Democratic,President,,Hillary Clinton,97
61,33,Richmond,Democratic,President,,Emergency,0
61,33,Richmond,Democratic,President,,Absentee/Military,5
61,33,Richmond,Democratic,President,,Federal,0
61,33,Richmond,Democratic,President,,Affidavit,1
61,33,Richmond,Democratic,President,,Bernie Sanders,71
61,33,Richmond,Democratic,President,,Hillary Clinton,92
61,34,Richmond,Democratic,President,,Emergency,0
61,34,Richmond,Democratic,President,,Absentee/Military,6
61,34,Richmond,Democratic,President,,Federal,0
61,34,Richmond,Democratic,President,,Affidavit,3
61,34,Richmond,Democratic,President,,Bernie Sanders,61
61,34,Richmond,Democratic,President,,Hillary Clinton,53
61,35,Richmond,Democratic,President,,Emergency,0
61,35,Richmond,Democratic,President,,Absentee/Military,3
61,35,Richmond,Democratic,President,,Federal,0
61,35,Richmond,Democratic,President,,Affidavit,0
61,35,Richmond,Democratic,President,,Bernie Sanders,43
61,35,Richmond,Democratic,President,,Hillary Clinton,31
61,36,Richmond,Democratic,President,,Emergency,0
61,36,Richmond,Democratic,President,,Absentee/Military,1
61,36,Richmond,Democratic,President,,Federal,0
61,36,Richmond,Democratic,President,,Affidavit,0
61,36,Richmond,Democratic,President,,Bernie Sanders,24
61,36,Richmond,Democratic,President,,Hillary Clinton,26
61,37,Richmond,Democratic,President,,Emergency,0
61,37,Richmond,Democratic,President,,Absentee/Military,8
61,37,Richmond,Democratic,President,,Federal,2
61,37,Richmond,Democratic,President,,Affidavit,0
61,37,Richmond,Democratic,President,,Bernie Sanders,92
61,37,Richmond,Democratic,President,,Hillary Clinton,100
61,38,Richmond,Democratic,President,,Emergency,0
61,38,Richmond,Democratic,President,,Absentee/Military,13
61,38,Richmond,Democratic,President,,Federal,1
61,38,Richmond,Democratic,President,,Affidavit,0
61,38,Richmond,Democratic,President,,Bernie Sanders,78
61,38,Richmond,Democratic,President,,Hillary Clinton,118
61,39,Richmond,Democratic,President,,Emergency,0
61,39,Richmond,Democratic,President,,Absentee/Military,12
61,39,Richmond,Democratic,President,,Federal,0
61,39,Richmond,Democratic,President,,Affidavit,3
61,39,Richmond,Democratic,President,,Bernie Sanders,111
61,39,Richmond,Democratic,President,,Hillary Clinton,101
61,40,Richmond,Democratic,President,,Emergency,0
61,40,Richmond,Democratic,President,,Absentee/Military,10
61,40,Richmond,Democratic,President,,Federal,0
61,40,Richmond,Democratic,President,,Affidavit,0
61,40,Richmond,Democratic,President,,Bernie Sanders,77
61,40,Richmond,Democratic,President,,Hillary Clinton,107
61,41,Richmond,Democratic,President,,Emergency,0
61,41,Richmond,Democratic,President,,Absentee/Military,7
61,41,Richmond,Democratic,President,,Federal,3
61,41,Richmond,Democratic,President,,Affidavit,0
61,41,Richmond,Democratic,President,,Bernie Sanders,69
61,41,Richmond,Democratic,President,,Hillary Clinton,76
61,42,Richmond,Democratic,President,,Emergency,0
61,42,Richmond,Democratic,President,,Absentee/Military,5
61,42,Richmond,Democratic,President,,Federal,2
61,42,Richmond,Democratic,President,,Affidavit,0
61,42,Richmond,Democratic,President,,Bernie Sanders,96
61,42,Richmond,Democratic,President,,Hillary Clinton,106
61,43,Richmond,Democratic,President,,Emergency,0
61,43,Richmond,Democratic,President,,Absentee/Military,3
61,43,Richmond,Democratic,President,,Federal,0
61,43,Richmond,Democratic,President,,Affidavit,2
61,43,Richmond,Democratic,President,,Bernie Sanders,76
61,43,Richmond,Democratic,President,,Hillary Clinton,67
61,44,Richmond,Democratic,President,,Emergency,0
61,44,Richmond,Democratic,President,,Absentee/Military,10
61,44,Richmond,Democratic,President,,Federal,0
61,44,Richmond,Democratic,President,,Affidavit,5
61,44,Richmond,Democratic,President,,Bernie Sanders,53
61,44,Richmond,Democratic,President,,Hillary Clinton,59
61,45,Richmond,Democratic,President,,Emergency,0
61,45,Richmond,Democratic,President,,Absentee/Military,2
61,45,Richmond,Democratic,President,,Federal,0
61,45,Richmond,Democratic,President,,Affidavit,1
61,45,Richmond,Democratic,President,,Bernie Sanders,53
61,45,Richmond,Democratic,President,,Hillary Clinton,47
61,46,Richmond,Democratic,President,,Emergency,0
61,46,Richmond,Democratic,President,,Absentee/Military,8
61,46,Richmond,Democratic,President,,Federal,0
61,46,Richmond,Democratic,President,,Affidavit,5
61,46,Richmond,Democratic,President,,Bernie Sanders,68
61,46,Richmond,Democratic,President,,Hillary Clinton,77
61,47,Richmond,Democratic,President,,Emergency,0
61,47,Richmond,Democratic,President,,Absentee/Military,2
61,47,Richmond,Democratic,President,,Federal,0
61,47,Richmond,Democratic,President,,Affidavit,0
61,47,Richmond,Democratic,President,,Bernie Sanders,41
61,47,Richmond,Democratic,President,,Hillary Clinton,32
61,48,Richmond,Democratic,President,,Emergency,0
61,48,Richmond,Democratic,President,,Absentee/Military,3
61,48,Richmond,Democratic,President,,Federal,0
61,48,Richmond,Democratic,President,,Affidavit,3
61,48,Richmond,Democratic,President,,Bernie Sanders,35
61,48,Richmond,Democratic,President,,Hillary Clinton,33
61,49,Richmond,Democratic,President,,Emergency,0
61,49,Richmond,Democratic,President,,Absentee/Military,6
61,49,Richmond,Democratic,President,,Federal,1
61,49,Richmond,Democratic,President,,Affidavit,7
61,49,Richmond,Democratic,President,,Bernie Sanders,122
61,49,Richmond,Democratic,President,,Hillary Clinton,125
61,50,Richmond,Democratic,President,,Emergency,0
61,50,Richmond,Democratic,President,,Absentee/Military,7
61,50,Richmond,Democratic,President,,Federal,1
61,50,Richmond,Democratic,President,,Affidavit,6
61,50,Richmond,Democratic,President,,Bernie Sanders,93
61,50,Richmond,Democratic,President,,Hillary Clinton,149
61,51,Richmond,Democratic,President,,Emergency,0
61,51,Richmond,Democratic,President,,Absentee/Military,9
61,51,Richmond,Democratic,President,,Federal,2
61,51,Richmond,Democratic,President,,Affidavit,4
61,51,Richmond,Democratic,President,,Bernie Sanders,124
61,51,Richmond,Democratic,President,,Hillary Clinton,143
61,52,Richmond,Democratic,President,,Emergency,0
61,52,Richmond,Democratic,President,,Absentee/Military,10
61,52,Richmond,Democratic,President,,Federal,1
61,52,Richmond,Democratic,President,,Affidavit,1
61,52,Richmond,Democratic,President,,Bernie Sanders,31
61,52,Richmond,Democratic,President,,Hillary Clinton,43
61,53,Richmond,Democratic,President,,Emergency,0
61,53,Richmond,Democratic,President,,Absentee/Military,7
