county,precinct,office,district,party,candidate,votes,public_counter_votes,emergency_votes,absentee_military_votes,federal_votes,affidavit_votes
Kings,010/49,U.S. House,7,Democratic,Jeffrey M. Kurzon,0,41,0,0,0,0
Kings,010/49,U.S. House,7,Democratic,Yungman F. Lee,38,41,0,0,0,0
Kings,010/49,U.S. House,7,Democratic,Nydia M. Velazquez,3,41,0,0,0,0
Kings,097/52,U.S. House,7,Democratic,Jeffrey M. Kurzon,5,47,0,2,0,1
Kings,097/52,U.S. House,7,Democratic,Yungman F. Lee,6,47,0,2,0,1
Kings,097/52,U.S. House,7,Democratic,Nydia M. Velazquez,39,47,0,2,0,1
Kings,013/52,U.S. House,7,Democratic,Jeffrey M. Kurzon,7,66,0,12,5,0
Kings,013/52,U.S. House,7,Democratic,Yungman F. Lee,30,66,0,12,5,0
Kings,013/52,U.S. House,7,Democratic,Nydia M. Velazquez,46,66,0,12,5,0
Kings,013/53,U.S. House,7,Democratic,Jeffrey M. Kurzon,3,27,0,1,0,1
Kings,013/53,U.S. House,7,Democratic,Yungman F. Lee,2,27,0,1,0,1
Kings,013/53,U.S. House,7,Democratic,Nydia M. Velazquez,24,27,0,1,0,1
Kings,013/50,U.S. House,7,Democratic,Jeffrey M. Kurzon,0,0,0,0,0,0
Kings,013/50,U.S. House,7,Democratic,Yungman F. Lee,0,0,0,0,0,0
Kings,013/50,U.S. House,7,Democratic,Nydia M. Velazquez,0,0,0,0,0,0
Kings,013/51,U.S. House,7,Democratic,Jeffrey M. Kurzon,7,23,0,1,0,0
Kings,013/51,U.S. House,7,Democratic,Yungman F. Lee,2,23,0,1,0,0
Kings,013/51,U.S. House,7,Democratic,Nydia M. Velazquez,15,23,0,1,0,0
Kings,017/52,U.S. House,7,Democratic,Jeffrey M. Kurzon,16,49,0,6,0,0
Kings,017/52,U.S. House,7,Democratic,Yungman F. Lee,10,49,0,6,0,0
Kings,017/52,U.S. House,7,Democratic,Nydia M. Velazquez,29,49,0,6,0,0
Kings,017/53,U.S. House,7,Democratic,Jeffrey M. Kurzon,3,37,0,1,0,0
Kings,017/53,U.S. House,7,Democratic,Yungman F. Lee,1,37,0,1,0,0
Kings,017/53,U.S. House,7,Democratic,Nydia M. Velazquez,34,37,0,1,0,0
Kings,017/51,U.S. House,7,Democratic,Jeffrey M. Kurzon,4,16,0,2,0,0
Kings,017/51,U.S. House,7,Democratic,Yungman F. Lee,5,16,0,2,0,0
