county,precinct,office,district,party,candidate,election_day,absentee,votes
Cattaraugus,Allegany 1,Ballots Cast,,DEM,,25,69,94
Cattaraugus,Allegany 1,Blanks,,DEM,,0,0,0
Cattaraugus,Allegany 1,Voids,,DEM,,0,4,4
Cattaraugus,Allegany 1,President,,DEM,Pete Buttigieg,1,0,1
Cattaraugus,Allegany 1,President,,DEM,Amy Klobuchar,0,2,2
Cattaraugus,Allegany 1,President,,DEM,Joseph R. Biden,21,54,75
Cattaraugus,Allegany 1,President,,DEM,Tulsi Gabbard,0,0,0
Cattaraugus,Allegany 1,President,,DEM,Bernie Sanders,2,6,8
Cattaraugus,Allegany 1,President,,DEM,Michael R. Bloomberg,0,1,1
Cattaraugus,Allegany 1,President,,DEM,Tom Steyer,0,0,0
Cattaraugus,Allegany 1,President,,DEM,Michael Bennet,0,0,0
Cattaraugus,Allegany 1,President,,DEM,Elizabeth Warren,1,2,3
Cattaraugus,Allegany 1,President,,DEM,Andrew Yang,0,0,0
Cattaraugus,Allegany 1,President,,DEM,Deval Patrick,0,0,0
Cattaraugus,Allegany 2 3 5,Ballots Cast,,DEM,,39,144,183
Cattaraugus,Allegany 2 3 5,Blanks,,DEM,,2,0,2
Cattaraugus,Allegany 2 3 5,Voids,,DEM,,0,4,4
Cattaraugus,Allegany 2 3 5,President,,DEM,Pete Buttigieg,0,2,2
Cattaraugus,Allegany 2 3 5,President,,DEM,Amy Klobuchar,0,3,3
Cattaraugus,Allegany 2 3 5,President,,DEM,Joseph R. Biden,32,115,147
Cattaraugus,Allegany 2 3 5,President,,DEM,Tulsi Gabbard,1,0,1
Cattaraugus,Allegany 2 3 5,President,,DEM,Bernie Sanders,1,11,12
Cattaraugus,Allegany 2 3 5,President,,DEM,Michael R. Bloomberg,0,3,3
Cattaraugus,Allegany 2 3 5,President,,DEM,Tom Steyer,0,0,0
Cattaraugus,Allegany 2 3 5,President,,DEM,Michael Bennet,0,0,0
Cattaraugus,Allegany 2 3 5,President,,DEM,Elizabeth Warren,1,4,5
Cattaraugus,Allegany 2 3 5,President,,DEM,Andrew Yang,1,2,3
Cattaraugus,Allegany 2 3 5,President,,DEM,Deval Patrick,1,0,1
Cattaraugus,Allegany 4,Ballots Cast,,DEM,,15,52,67
Cattaraugus,Allegany 4,Blanks,,DEM,,0,0,0
Cattaraugus,Allegany 4,Voids,,DEM,,0,1,1
Cattaraugus,Allegany 4,President,,DEM,Pete Buttigieg,0,1,1
Cattaraugus,Allegany 4,President,,DEM,Amy Klobuchar,0,1,1
Cattaraugus,Allegany 4,President,,DEM,Joseph R. Biden,9,35,44
Cattaraugus,Allegany 4,President,,DEM,Tulsi Gabbard,1,1,2
Cattaraugus,Allegany 4,President,,DEM,Bernie Sanders,4,12,16
Cattaraugus,Allegany 4,President,,DEM,Michael R. Bloomberg,0,0,0
Cattaraugus,Allegany 4,President,,DEM,Tom Steyer,0,0,0
Cattaraugus,Allegany 4,President,,DEM,Michael Bennet,1,0,1
Cattaraugus,Allegany 4,President,,DEM,Elizabeth Warren,0,1,1
Cattaraugus,Allegany 4,President,,DEM,Andrew Yang,0,0,0
Cattaraugus,Allegany 4,President,,DEM,Deval Patrick,0,0,0
Cattaraugus,Ashford 1,Ballots Cast,,DEM,,8,17,25
Cattaraugus,Ashford 1,Blanks,,DEM,,1,0,1
Cattaraugus,Ashford 1,Voids,,DEM,,0,0,0
Cattaraugus,Ashford 1,President,,DEM,Pete Buttigieg,0,0,0
Cattaraugus,Ashford 1,President,,DEM,Amy Klobuchar,0,0,0
Cattaraugus,Ashford 1,President,,DEM,Joseph R. Biden,4,16,20
Cattaraugus,Ashford 1,President,,DEM,Tulsi Gabbard,0,0,0
Cattaraugus,Ashford 1,President,,DEM,Bernie Sanders,2,0,2
Cattaraugus,Ashford 1,President,,DEM,Michael R. Bloomberg,0,0,0
Cattaraugus,Ashford 1,President,,DEM,Tom Steyer,0,0,0
Cattaraugus,Ashford 1,President,,DEM,Michael Bennet,0,0,0
Cattaraugus,Ashford 1,President,,DEM,Elizabeth Warren,0,1,1
Cattaraugus,Ashford 1,President,,DEM,Andrew Yang,1,0,1
Cattaraugus,Ashford 1,President,,DEM,Deval Patrick,0,0,0
Cattaraugus,Ashford 2,Ballots Cast,,DEM,,15,40,55
Cattaraugus,Ashford 2,Blanks,,DEM,,2,0,2
Cattaraugus,Ashford 2,Voids,,DEM,,1,2,3
Cattaraugus,Ashford 2,President,,DEM,Pete Buttigieg,0,0,0
Cattaraugus,Ashford 2,President,,DEM,Amy Klobuchar,0,2,2
Cattaraugus,Ashford 2,President,,DEM,Joseph R. Biden,7,27,34
Cattaraugus,Ashford 2,President,,DEM,Tulsi Gabbard,0,0,0
Cattaraugus,Ashford 2,President,,DEM,Bernie Sanders,1,2,3
Cattaraugus,Ashford 2,President,,DEM,Michael R. Bloomberg,2,1,3
Cattaraugus,Ashford 2,President,,DEM,Tom Steyer,2,0,2
Cattaraugus,Ashford 2,President,,DEM,Michael Bennet,1,0,1
Cattaraugus,Ashford 2,President,,DEM,Elizabeth Warren,0,4,4
Cattaraugus,Ashford 2,President,,DEM,Andrew Yang,0,1,1
Cattaraugus,Ashford 2,President,,DEM,Deval Patrick,0,0,0
Cattaraugus,Carrollton,Ballots Cast,,DEM,,12,31,43
Cattaraugus,Carrollton,Blanks,,DEM,,0,0,0
Cattaraugus,Carrollton,Voids,,DEM,,0,2,2
Cattaraugus,Carrollton,President,,DEM,Pete Buttigieg,0,1,1
Cattaraugus,Carrollton,President,,DEM,Amy Klobuchar,0,0,0
Cattaraugus,Carrollton,President,,DEM,Joseph R. Biden,10,26,36
Cattaraugus,Carrollton,President,,DEM,Tulsi Gabbard,2,0,2
Cattaraugus,Carrollton,President,,DEM,Bernie Sanders,0,1,1
Cattaraugus,Carrollton,President,,DEM,Michael R. Bloomberg,0,0,0
Cattaraugus,Carrollton,President,,DEM,Tom Steyer,0,0,0
Cattaraugus,Carrollton,President,,DEM,Michael Bennet,0,0,0
Cattaraugus,Carrollton,President,,DEM,Elizabeth Warren,0,0,0
Cattaraugus,Carrollton,President,,DEM,Andrew Yang,0,0,0
Cattaraugus,Carrollton,President,,DEM,Deval Patrick,0,1,1
Cattaraugus,Coldspring,Ballots Cast,,DEM,,9,10,19
Cattaraugus,Coldspring,Blanks,,DEM,,1,0,1
Cattaraugus,Coldspring,Voids,,DEM,,0,0,0
Cattaraugus,Coldspring,President,,DEM,Pete Buttigieg,0,0,0
Cattaraugus,Coldspring,President,,DEM,Amy Klobuchar,0,0,0
