county,precinct,office,district,party,candidate,votes,early_voting
Rensselaer,"Schodack 2,4,7,8,9",Representative in Congress,19,REP,Void,3,
Rensselaer,"Stephentown 1, 2",Representative in Congress,19,REP,Void,2,
Rensselaer,Berlin 1 & 2,President,19,DEM,Pete Buttigieg,1,
Rensselaer,Brunswick 1 - 10,President,19,DEM,Pete Buttigieg,12,
Rensselaer,Grafton 1 & 2,President,19,DEM,Pete Buttigieg,1,
Rensselaer,Hoosick 1 - 7,President,19,DEM,Pete Buttigieg,4,
Rensselaer,Nassau 1 - 4,President,19,DEM,Pete Buttigieg,4,
Rensselaer,Petersburgh 1,President,19,DEM,Pete Buttigieg,2,
Rensselaer,Pittstown 1 - 6,President,19,DEM,Pete Buttigieg,3,
Rensselaer,Poestenkill 1 - 4,President,19,DEM,Pete Buttigieg,2,
Rensselaer,Sand Lake 1 - 6,President,19,DEM,Pete Buttigieg,15,
Rensselaer,Schaghticoke 1 - 7,President,19,DEM,Pete Buttigieg,6,
Rensselaer,"Schodack 2, 4, 7, 8, 9",President,19,DEM,Pete Buttigieg,6,
Rensselaer,Stephentown 1 & 2,President,19,DEM,Pete Buttigieg,0,
Rensselaer,Berlin 1 & 2,President,19,DEM,Amy Klobuchar,0,
Rensselaer,Brunswick 1 - 10,President,19,DEM,Amy Klobuchar,10,
Rensselaer,Grafton 1 & 2,President,19,DEM,Amy Klobuchar,0,
Rensselaer,Hoosick 1 - 7,President,19,DEM,Amy Klobuchar,4,
Rensselaer,Nassau 1 - 4,President,19,DEM,Amy Klobuchar,5,
Rensselaer,Petersburgh 1,President,19,DEM,Amy Klobuchar,0,
Rensselaer,Pittstown 1 - 6,President,19,DEM,Amy Klobuchar,0,
Rensselaer,Poestenkill 1 - 4,President,19,DEM,Amy Klobuchar,1,
Rensselaer,Sand Lake 1 - 6,President,19,DEM,Amy Klobuchar,2,
Rensselaer,Schaghticoke 1 - 7,President,19,DEM,Amy Klobuchar,3,
Rensselaer,"Schodack 2, 4, 7, 8, 9",President,19,DEM,Amy Klobuchar,4,
Rensselaer,Stephentown 1 & 2,President,19,DEM,Amy Klobuchar,1,
Rensselaer,Berlin 1 & 2,President,19,DEM,Joseph R. Biden,28,
Rensselaer,Brunswick 1 - 10,President,19,DEM,Joseph R. Biden,517,
Rensselaer,Grafton 1 & 2,President,19,DEM,Joseph R. Biden,60,
Rensselaer,Hoosick 1 - 7,President,19,DEM,Joseph R. Biden,128,
Rensselaer,Nassau 1 - 4,President,19,DEM,Joseph R. Biden,125,
Rensselaer,Petersburgh 1,President,19,DEM,Joseph R. Biden,51,
Rensselaer,Pittstown 1 - 6,President,19,DEM,Joseph R. Biden,91,
Rensselaer,Poestenkill 1 - 4,President,19,DEM,Joseph R. Biden,142,
Rensselaer,Sand Lake 1 - 6,President,19,DEM,Joseph R. Biden,382,
Rensselaer,Schaghticoke 1 - 7,President,19,DEM,Joseph R. Biden,154,
Rensselaer,"Schodack 2, 4, 7, 8, 9",President,19,DEM,Joseph R. Biden,182,
Rensselaer,Stephentown 1 & 2,President,19,DEM,Joseph R. Biden,123,
Rensselaer,Berlin 1 & 2,President,19,DEM,Tulsi Gabbard,1,
Rensselaer,Brunswick 1 - 10,President,19,DEM,Tulsi Gabbard,3,
Rensselaer,Grafton 1 & 2,President,19,DEM,Tulsi Gabbard,0,
Rensselaer,Hoosick 1 - 7,President,19,DEM,Tulsi Gabbard,3,
Rensselaer,Nassau 1 - 4,President,19,DEM,Tulsi Gabbard,1,
Rensselaer,Petersburgh 1,President,19,DEM,Tulsi Gabbard,0,
Rensselaer,Pittstown 1 - 6,President,19,DEM,Tulsi Gabbard,2,
Rensselaer,Poestenkill 1 - 4,President,19,DEM,Tulsi Gabbard,3,
Rensselaer,Sand Lake 1 - 6,President,19,DEM,Tulsi Gabbard,5,
Rensselaer,Schaghticoke 1 - 7,President,19,DEM,Tulsi Gabbard,3,
Rensselaer,"Schodack 2, 4, 7, 8, 9",President,19,DEM,Tulsi Gabbard,1,
Rensselaer,Stephentown 1 & 2,President,19,DEM,Tulsi Gabbard,0,
Rensselaer,Berlin 1 & 2,President,19,DEM,Bernie Sanders,9,
Rensselaer,Brunswick 1 - 10,President,19,DEM,Bernie Sanders,126,
Rensselaer,Grafton 1 & 2,President,19,DEM,Bernie Sanders,29,
Rensselaer,Hoosick 1 - 7,President,19,DEM,Bernie Sanders,51,
Rensselaer,Nassau 1 - 4,President,19,DEM,Bernie Sanders,48,
Rensselaer,Petersburgh 1,President,19,DEM,Bernie Sanders,15,
Rensselaer,Pittstown 1 - 6,President,19,DEM,Bernie Sanders,32,
Rensselaer,Poestenkill 1 - 4,President,19,DEM,Bernie Sanders,62,
Rensselaer,Sand Lake 1 - 6,President,19,DEM,Bernie Sanders,118,
Rensselaer,Schaghticoke 1 - 7,President,19,DEM,Bernie Sanders,42,
Rensselaer,"Schodack 2, 4, 7, 8, 9",President,19,DEM,Bernie Sanders,56,
Rensselaer,Stephentown 1 & 2,President,19,DEM,Bernie Sanders,29,
Rensselaer,Berlin 1 & 2,President,19,DEM,Michael R. Bloomberg,0,
Rensselaer,Brunswick 1 - 10,President,19,DEM,Michael R. Bloomberg,1,
Rensselaer,Grafton 1 & 2,President,19,DEM,Michael R. Bloomberg,0,
Rensselaer,Hoosick 1 - 7,President,19,DEM,Michael R. Bloomberg,1,
Rensselaer,Nassau 1 - 4,President,19,DEM,Michael R. Bloomberg,1,
Rensselaer,Petersburgh 1,President,19,DEM,Michael R. Bloomberg,1,
Rensselaer,Pittstown 1 - 6,President,19,DEM,Michael R. Bloomberg,0,
Rensselaer,Poestenkill 1 - 4,President,19,DEM,Michael R. Bloomberg,3,
Rensselaer,Sand Lake 1 - 6,President,19,DEM,Michael R. Bloomberg,4,
Rensselaer,Schaghticoke 1 - 7,President,19,DEM,Michael R. Bloomberg,3,
Rensselaer,"Schodack 2, 4, 7, 8, 9",President,19,DEM,Michael R. Bloomberg,3,
Rensselaer,Stephentown 1 & 2,President,19,DEM,Michael R. Bloomberg,0,
Rensselaer,Berlin 1 & 2,President,19,DEM,Tom Steyer,0,
Rensselaer,Brunswick 1 - 10,President,19,DEM,Tom Steyer,4,
Rensselaer,Grafton 1 & 2,President,19,DEM,Tom Steyer,0,
Rensselaer,Hoosick 1 - 7,President,19,DEM,Tom Steyer,0,
Rensselaer,Nassau 1 - 4,President,19,DEM,Tom Steyer,0,
Rensselaer,Petersburgh 1,President,19,DEM,Tom Steyer,0,
Rensselaer,Pittstown 1 - 6,President,19,DEM,Tom Steyer,0,
Rensselaer,Poestenkill 1 - 4,President,19,DEM,Tom Steyer,0,
Rensselaer,Sand Lake 1 - 6,President,19,DEM,Tom Steyer,1,
Rensselaer,Schaghticoke 1 - 7,President,19,DEM,Tom Steyer,2,
Rensselaer,"Schodack 2, 4, 7, 8, 9",President,19,DEM,Tom Steyer,0,
Rensselaer,Stephentown 1 & 2,President,19,DEM,Tom Steyer,0,
Rensselaer,Berlin 1 & 2,President,19,DEM,Michael Bennet,0,
Rensselaer,Brunswick 1 - 10,President,19,DEM,Michael Bennet,1,
Rensselaer,Grafton 1 & 2,President,19,DEM,Michael Bennet,1,
Rensselaer,Hoosick 1 - 7,President,19,DEM,Michael Bennet,0,
Rensselaer,Nassau 1 - 4,President,19,DEM,Michael Bennet,0,
Rensselaer,Petersburgh 1,President,19,DEM,Michael Bennet,0,
Rensselaer,Pittstown 1 - 6,President,19,DEM,Michael Bennet,0,
Rensselaer,Poestenkill 1 - 4,President,19,DEM,Michael Bennet,0,
Rensselaer,Sand Lake 1 - 6,President,19,DEM,Michael Bennet,0,
Rensselaer,Schaghticoke 1 - 7,President,19,DEM,Michael Bennet,0,
Rensselaer,"Schodack 2, 4, 7, 8, 9",President,19,DEM,Michael Bennet,0,
Rensselaer,Stephentown 1 & 2,President,19,DEM,Michael Bennet,0,
Rensselaer,Berlin 1 & 2,President,19,DEM,Elizabeth Warren,2,
Rensselaer,Brunswick 1 - 10,President,19,DEM,Elizabeth Warren,38,
Rensselaer,Grafton 1 & 2,President,19,DEM,Elizabeth Warren,10,
Rensselaer,Hoosick 1 - 7,President,19,DEM,Elizabeth Warren,8,
Rensselaer,Nassau 1 - 4,President,19,DEM,Elizabeth Warren,13,
Rensselaer,Petersburgh 1,President,19,DEM,Elizabeth Warren,1,
Rensselaer,Pittstown 1 - 6,President,19,DEM,Elizabeth Warren,4,
Rensselaer,Poestenkill 1 - 4,President,19,DEM,Elizabeth Warren,12,
Rensselaer,Sand Lake 1 - 6,President,19,DEM,Elizabeth Warren,29,
Rensselaer,Schaghticoke 1 - 7,President,19,DEM,Elizabeth Warren,13,
Rensselaer,"Schodack 2, 4, 7, 8, 9",President,19,DEM,Elizabeth Warren,20,
Rensselaer,Stephentown 1 & 2,President,19,DEM,Elizabeth Warren,12,
Rensselaer,Berlin 1 & 2,President,19,DEM,Andrew Yang,1,
Rensselaer,Brunswick 1 - 10,President,19,DEM,Andrew Yang,18,
Rensselaer,Grafton 1 & 2,President,19,DEM,Andrew Yang,0,
Rensselaer,Hoosick 1 - 7,President,19,DEM,Andrew Yang,2,
Rensselaer,Nassau 1 - 4,President,19,DEM,Andrew Yang,8,
Rensselaer,Petersburgh 1,President,19,DEM,Andrew Yang,1,
Rensselaer,Pittstown 1 - 6,President,19,DEM,Andrew Yang,2,
Rensselaer,Poestenkill 1 - 4,President,19,DEM,Andrew Yang,5,
Rensselaer,Sand Lake 1 - 6,President,19,DEM,Andrew Yang,11,
Rensselaer,Schaghticoke 1 - 7,President,19,DEM,Andrew Yang,5,
Rensselaer,"Schodack 2, 4, 7, 8, 9",President,19,DEM,Andrew Yang,1,
Rensselaer,Stephentown 1 & 2,President,19,DEM,Andrew Yang,1,
Rensselaer,Berlin 1 & 2,President,19,DEM,Deval Patrick,0,
Rensselaer,Brunswick 1 - 10,President,19,DEM,Deval Patrick,1,
Rensselaer,Grafton 1 & 2,President,19,DEM,Deval Patrick,0,
Rensselaer,Hoosick 1 - 7,President,19,DEM,Deval Patrick,1,
Rensselaer,Nassau 1 - 4,President,19,DEM,Deval Patrick,0,
Rensselaer,Petersburgh 1,President,19,DEM,Deval Patrick,0,
Rensselaer,Pittstown 1 - 6,President,19,DEM,Deval Patrick,2,
Rensselaer,Poestenkill 1 - 4,President,19,DEM,Deval Patrick,1,
Rensselaer,Sand Lake 1 - 6,President,19,DEM,Deval Patrick,2,
Rensselaer,Schaghticoke 1 - 7,President,19,DEM,Deval Patrick,1,
Rensselaer,"Schodack 2, 4, 7, 8, 9",President,19,DEM,Deval Patrick,0,
Rensselaer,Stephentown 1 & 2,President,19,DEM,Deval Patrick,0,
Rensselaer,Berlin 1 & 2,President,19,DEM,Blank,19,
Rensselaer,Brunswick 1 - 10,President,19,DEM,Blank,223,
Rensselaer,Grafton 1 & 2,President,19,DEM,Blank,0,
Rensselaer,Hoosick 1 - 7,President,19,DEM,Blank,0,
Rensselaer,Nassau 1 - 4,President,19,DEM,Blank,0,
Rensselaer,Petersburgh 1,President,19,DEM,Blank,0,
Rensselaer,Pittstown 1 - 6,President,19,DEM,Blank,0,
Rensselaer,Poestenkill 1 - 4,President,19,DEM,Blank,3,
Rensselaer,Sand Lake 1 - 6,President,19,DEM,Blank,5,
Rensselaer,Schaghticoke 1 - 7,President,19,DEM,Blank,3,
Rensselaer,"Schodack 2, 4, 7, 8, 9",President,19,DEM,Blank,2,
Rensselaer,Stephentown 1 & 2,President,19,DEM,Blank,1,
Rensselaer,East Greenbush 1 - 12,President,20,DEM,Pete Buttigieg,32,
Rensselaer,North Greenbush 1 - 8,President,20,DEM,Pete Buttigieg,19,
Rensselaer,"Schodack 1, 3, 5, 6, 10, 11",President,20,DEM,Pete Buttigieg,8,
Rensselaer,Rensselaer 1 - 6,President,20,DEM,Pete Buttigieg,12,
Rensselaer,Troy 1 - 30,President,20,DEM,Pete Buttigieg,31,
Rensselaer,East Greenbush 1 - 12,President,20,DEM,Amy Klobuchar,15,
Rensselaer,North Greenbush 1 - 8,President,20,DEM,Amy Klobuchar,12,
Rensselaer,"Schodack 1, 3, 5, 6, 10, 11",President,20,DEM,Amy Klobuchar,0,
Rensselaer,Rensselaer 1 - 6,President,20,DEM,Amy Klobuchar,11,
Rensselaer,Troy 1 - 30,President,20,DEM,Amy Klobuchar,15,
Rensselaer,East Greenbush 1 - 12,President,20,DEM,Joseph R. Biden,784,
Rensselaer,North Greenbush 1 - 8,President,20,DEM,Joseph R. Biden,684,
Rensselaer,"Schodack 1, 3, 5, 6, 10, 11",President,20,DEM,Joseph R. Biden,331,
Rensselaer,Rensselaer 1 - 6,President,20,DEM,Joseph R. Biden,404,
Rensselaer,Troy 1 - 30,President,20,DEM,Joseph R. Biden,1536,
Rensselaer,East Greenbush 1 - 12,President,20,DEM,Tulsi Gabbard,4,
Rensselaer,North Greenbush 1 - 8,President,20,DEM,Tulsi Gabbard,5,
Rensselaer,"Schodack 1, 3, 5, 6, 10, 11",President,20,DEM,Tulsi Gabbard,3,
Rensselaer,Rensselaer 1 - 6,President,20,DEM,Tulsi Gabbard,6,
Rensselaer,Troy 1 - 30,President,20,DEM,Tulsi Gabbard,8,
Rensselaer,East Greenbush 1 - 12,President,20,DEM,Bernie Sanders,201,
Rensselaer,North Greenbush 1 - 8,President,20,DEM,Bernie Sanders,177,
Rensselaer,"Schodack 1, 3, 5, 6, 10, 11",President,20,DEM,Bernie Sanders,71,
Rensselaer,Rensselaer 1 - 6,President,20,DEM,Bernie Sanders,108,
Rensselaer,Troy 1 - 30,President,20,DEM,Bernie Sanders,708,
Rensselaer,East Greenbush 1 - 12,President,20,DEM,Michael R. Bloomberg,9,
Rensselaer,North Greenbush 1 - 8,President,20,DEM,Michael R. Bloomberg,10,
Rensselaer,"Schodack 1, 3, 5, 6, 10, 11",President,20,DEM,Michael R. Bloomberg,4,
Rensselaer,Rensselaer 1 - 6,President,20,DEM,Michael R. Bloomberg,5,
Rensselaer,Troy 1 - 30,President,20,DEM,Michael R. Bloomberg,12,
Rensselaer,East Greenbush 1 - 12,President,20,DEM,Tom Steyer,0,
Rensselaer,North Greenbush 1 - 8,President,20,DEM,Tom Steyer,4,
Rensselaer,"Schodack 1, 3, 5, 6, 10, 11",President,20,DEM,Tom Steyer,0,
Rensselaer,Rensselaer 1 - 6,President,20,DEM,Tom Steyer,1,
Rensselaer,Troy 1 - 30,President,20,DEM,Tom Steyer,3,
Rensselaer,East Greenbush 1 - 12,President,20,DEM,Michael Bennet,2,
Rensselaer,North Greenbush 1 - 8,President,20,DEM,Michael Bennet,2,
Rensselaer,"Schodack 1, 3, 5, 6, 10, 11",President,20,DEM,Michael Bennet,0,
Rensselaer,Rensselaer 1 - 6,President,20,DEM,Michael Bennet,2,
Rensselaer,Troy 1 - 30,President,20,DEM,Michael Bennet,2,
Rensselaer,East Greenbush 1 - 12,President,20,DEM,Elizabeth Warren,51,
Rensselaer,North Greenbush 1 - 8,President,20,DEM,Elizabeth Warren,39,
Rensselaer,"Schodack 1, 3, 5, 6, 10, 11",President,20,DEM,Elizabeth Warren,30,
Rensselaer,Rensselaer 1 - 6,President,20,DEM,Elizabeth Warren,12,
Rensselaer,Troy 1 - 30,President,20,DEM,Elizabeth Warren,184,
Rensselaer,East Greenbush 1 - 12,President,20,DEM,Andrew Yang,6,
Rensselaer,North Greenbush 1 - 8,President,20,DEM,Andrew Yang,14,
Rensselaer,"Schodack 1, 3, 5, 6, 10, 11",President,20,DEM,Andrew Yang,3,
Rensselaer,Rensselaer 1 - 6,President,20,DEM,Andrew Yang,9,
Rensselaer,Troy 1 - 30,President,20,DEM,Andrew Yang,29,
Rensselaer,East Greenbush 1 - 12,President,20,DEM,Deval Patrick,0,
Rensselaer,North Greenbush 1 - 8,President,20,DEM,Deval Patrick,6,
Rensselaer,"Schodack 1, 3, 5, 6, 10, 11",President,20,DEM,Deval Patrick,1,
Rensselaer,Rensselaer 1 - 6,President,20,DEM,Deval Patrick,0,
Rensselaer,Troy 1 - 30,President,20,DEM,Deval Patrick,4,
Rensselaer,East Greenbush 1 - 12,President,20,DEM,Blank,2,
Rensselaer,North Greenbush 1 - 8,President,20,DEM,Blank,14,
Rensselaer,"Schodack 1, 3, 5, 6, 10, 11",President,20,DEM,Blank,0,
Rensselaer,Rensselaer 1 - 6,President,20,DEM,Blank,16,
Rensselaer,Troy 1 - 30,President,20,DEM,Blank,33,
Rensselaer,East Greenbush 1 - 12,President,20,DEM,Void,,
Rensselaer,North Greenbush 1 - 8,President,20,DEM,Void,,
Rensselaer,"Schodack 1, 3, 5, 6, 10, 11",President,20,DEM,Void,,
Rensselaer,Rensselaer 1 - 6,President,20,DEM,Void,,
Rensselaer,Troy 1 - 30,President,20,DEM,Void,2,
