county,precinct,office,district,party,candidate,votes,public_counter_votes,emergency_votes,absentee_military_votes,federal_votes,affidavit_votes,manually_counted_emergency,special_presidential
New York,4~65,State Assembly,65,Working Families,Yuh-Line Niou,44,363,,293,26,13,6,0,0
New York,4~65,President,,Independence,Brock Pierce / Karla Ballard,0,363,,293,26,13,6,0,0
New York,4~65,U.S. House,10,Democratic,Jerrold L. Nadler,497,363,,293,26,13,6,0,0
New York,4~65,State Senate,26,Democratic,Brian Kavanagh,488,363,,293,26,13,6,0,0
New York,4~65,State Assembly,65,Democratic,Yuh-Line Niou,525,363,,293,26,13,6,0,0
New York,4~65,State Senate,26,Republican,Lester Chang,134,363,,293,26,13,6,0,0
New York,4~65,President,,Conservative,Donald J. Trump / Michael R. Pence,6,363,,293,26,13,6,0,0
New York,4~65,President,,Working Families,Joseph R. Biden / Kamala D. Harris,30,363,,293,26,13,6,0,0
New York,4~65,President,,Libertarian,Jo Jorgensen / Jeremy Cohen,12,363,,293,26,13,6,0,0
New York,4~65,U.S. House,10,Libertarian,Michael Madrid,11,363,,293,26,13,6,0,0
New York,4~65,U.S. House,10,Working Families,Jerrold L. Nadler,31,363,,293,26,13,6,0,0
New York,4~65,U.S. House,10,Conservative,Cathy A. Bernstein,8,363,,293,26,13,6,0,0
New York,4~65,State Senate,26,Conservative,Lester Chang,12,363,,293,26,13,6,0,0
New York,4~65,President,,Democratic,Joseph R. Biden / Kamala D. Harris,554,363,,293,26,13,6,0,0
New York,5~65,U.S. House,10,Republican,Cathy A. Bernstein,66,269,,101,13,12,1,0,0
New York,5~65,President,,Republican,Donald J. Trump / Michael R. Pence,65,269,,101,13,12,1,0,0
New York,5~65,President,,Green,Howie Hawkins / Angela Nicole Walker,0,269,,101,13,12,1,0,0
New York,5~65,State Assembly,65,Working Families,Yuh-Line Niou,29,269,,101,13,12,1,0,0
New York,5~65,President,,Independence,Brock Pierce / Karla Ballard,0,269,,101,13,12,1,0,0
New York,5~65,U.S. House,10,Democratic,Jerrold L. Nadler,282,269,,101,13,12,1,0,0
New York,5~65,State Senate,26,Democratic,Brian Kavanagh,280,269,,101,13,12,1,0,0
New York,5~65,State Assembly,65,Democratic,Yuh-Line Niou,309,269,,101,13,12,1,0,0
New York,5~65,State Senate,26,Republican,Lester Chang,76,269,,101,13,12,1,0,0
New York,5~65,President,,Conservative,Donald J. Trump / Michael R. Pence,1,269,,101,13,12,1,0,0
New York,5~65,President,,Working Families,Joseph R. Biden / Kamala D. Harris,19,269,,101,13,12,1,0,0
New York,5~65,President,,Libertarian,Jo Jorgensen / Jeremy Cohen,4,269,,101,13,12,1,0,0
New York,5~65,U.S. House,10,Libertarian,Michael Madrid,6,269,,101,13,12,1,0,0
New York,5~65,U.S. House,10,Working Families,Jerrold L. Nadler,16,269,,101,13,12,1,0,0
New York,5~65,U.S. House,10,Conservative,Cathy A. Bernstein,4,269,,101,13,12,1,0,0
New York,5~65,State Senate,26,Conservative,Lester Chang,3,269,,101,13,12,1,0,0
New York,5~65,President,,Democratic,Joseph R. Biden / Kamala D. Harris,304,269,,101,13,12,1,0,0
New York,6~65,U.S. House,10,Republican,Cathy A. Bernstein,130,442,,182,15,3,5,0,0
New York,6~65,President,,Republican,Donald J. Trump / Michael R. Pence,124,442,,182,15,3,5,0,0
New York,6~65,President,,Green,Howie Hawkins / Angela Nicole Walker,2,442,,182,15,3,5,0,0
New York,6~65,State Assembly,65,Working Families,Yuh-Line Niou,61,442,,182,15,3,5,0,0
New York,6~65,President,,Independence,Brock Pierce / Karla Ballard,0,442,,182,15,3,5,0,0
New York,6~65,U.S. House,10,Democratic,Jerrold L. Nadler,414,442,,182,15,3,5,0,0
New York,6~65,State Senate,26,Democratic,Brian Kavanagh,426,442,,182,15,3,5,0,0
New York,6~65,State Assembly,65,Democratic,Yuh-Line Niou,429,442,,182,15,3,5,0,0
New York,6~65,State Senate,26,Republican,Lester Chang,140,442,,182,15,3,5,0,0
New York,6~65,President,,Conservative,Donald J. Trump / Michael R. Pence,4,442,,182,15,3,5,0,0
New York,6~65,President,,Working Families,Joseph R. Biden / Kamala D. Harris,39,442,,182,15,3,5,0,0
New York,6~65,President,,Libertarian,Jo Jorgensen / Jeremy Cohen,6,442,,182,15,3,5,0,0
New York,6~65,U.S. House,10,Libertarian,Michael Madrid,12,442,,182,15,3,5,0,0
New York,6~65,U.S. House,10,Working Families,Jerrold L. Nadler,46,442,,182,15,3,5,0,0
New York,6~65,U.S. House,10,Conservative,Cathy A. Bernstein,9,442,,182,15,3,5,0,0
New York,6~65,State Senate,26,Conservative,Lester Chang,15,442,,182,15,3,5,0,0
New York,6~65,President,,Democratic,Joseph R. Biden / Kamala D. Harris,459,442,,182,15,3,5,0,0
New York,7~65,U.S. House,10,Republican,Cathy A. Bernstein,161,437,,151,4,6,6,0,0
New York,7~65,President,,Republican,Donald J. Trump / Michael R. Pence,164,437,,151,4,6,6,0,0
New York,7~65,President,,Green,Howie Hawkins / Angela Nicole Walker,0,437,,151,4,6,6,0,0
New York,7~65,State Assembly,65,Working Families,Yuh-Line Niou,82,437,,151,4,6,6,0,0
New York,7~65,President,,Independence,Brock Pierce / Karla Ballard,0,437,,151,4,6,6,0,0
New York,7~65,U.S. House,10,Democratic,Jerrold L. Nadler,324,437,,151,4,6,6,0,0
New York,7~65,State Senate,26,Democratic,Brian Kavanagh,343,437,,151,4,6,6,0,0
New York,7~65,State Assembly,65,Democratic,Yuh-Line Niou,356,437,,151,4,6,6,0,0
New York,7~65,State Senate,26,Republican,Lester Chang,177,437,,151,4,6,6,0,0
New York,7~65,President,,Conservative,Donald J. Trump / Michael R. Pence,15,437,,151,4,6,6,0,0
New York,7~65,President,,Working Families,Joseph R. Biden / Kamala D. Harris,61,437,,151,4,6,6,0,0
New York,7~65,President,,Libertarian,Jo Jorgensen / Jeremy Cohen,3,437,,151,4,6,6,0,0
New York,7~65,U.S. House,10,Libertarian,Michael Madrid,7,437,,151,4,6,6,0,0
New York,7~65,U.S. House,10,Working Families,Jerrold L. Nadler,59,437,,151,4,6,6,0,0
New York,7~65,U.S. House,10,Conservative,Cathy A. Bernstein,9,437,,151,4,6,6,0,0
New York,7~65,State Senate,26,Conservative,Lester Chang,19,437,,151,4,6,6,0,0
New York,7~65,President,,Democratic,Joseph R. Biden / Kamala D. Harris,350,437,,151,4,6,6,0,0
New York,8~65,U.S. House,10,Republican,Cathy A. Bernstein,187,542,,211,8,3,2,0,0
New York,8~65,President,,Republican,Donald J. Trump / Michael R. Pence,205,542,,211,8,3,2,0,0
New York,8~65,President,,Green,Howie Hawkins / Angela Nicole Walker,7,542,,211,8,3,2,0,0
New York,8~65,State Assembly,65,Working Families,Yuh-Line Niou,114,542,,211,8,3,2,0,0
New York,8~65,President,,Independence,Brock Pierce / Karla Ballard,1,542,,211,8,3,2,0,0
New York,8~65,U.S. House,10,Democratic,Jerrold L. Nadler,427,542,,211,8,3,2,0,0
New York,8~65,State Senate,26,Democratic,Brian Kavanagh,460,542,,211,8,3,2,0,0
New York,8~65,State Assembly,65,Democratic,Yuh-Line Niou,472,542,,211,8,3,2,0,0
New York,8~65,State Senate,26,Republican,Lester Chang,225,542,,211,8,3,2,0,0
New York,8~65,President,,Conservative,Donald J. Trump / Michael R. Pence,9,542,,211,8,3,2,0,0
New York,8~65,President,,Working Families,Joseph R. Biden / Kamala D. Harris,77,542,,211,8,3,2,0,0
New York,8~65,President,,Libertarian,Jo Jorgensen / Jeremy Cohen,2,542,,211,8,3,2,0,0
New York,8~65,U.S. House,10,Libertarian,Michael Madrid,12,542,,211,8,3,2,0,0
New York,8~65,U.S. House,10,Working Families,Jerrold L. Nadler,89,542,,211,8,3,2,0,0
New York,8~65,U.S. House,10,Conservative,Cathy A. Bernstein,14,542,,211,8,3,2,0,0
New York,8~65,State Senate,26,Conservative,Lester Chang,25,542,,211,8,3,2,0,0
New York,8~65,President,,Democratic,Joseph R. Biden / Kamala D. Harris,459,542,,211,8,3,2,0,0
New York,9~65,U.S. House,10,Republican,Cathy A. Bernstein,76,281,,149,10,8,9,0,0
New York,9~65,President,,Republican,Donald J. Trump / Michael R. Pence,53,281,,149,10,8,9,0,0
New York,9~65,President,,Green,Howie Hawkins / Angela Nicole Walker,5,281,,149,10,8,9,0,0
New York,9~65,State Assembly,65,Working Families,Yuh-Line Niou,54,281,,149,10,8,9,0,0
New York,9~65,President,,Independence,Brock Pierce / Karla Ballard,4,281,,149,10,8,9,0,0
New York,9~65,U.S. House,10,Democratic,Jerrold L. Nadler,306,281,,149,10,8,9,0,0
New York,9~65,State Senate,26,Democratic,Brian Kavanagh,338,281,,149,10,8,9,0,0
New York,9~65,State Assembly,65,Democratic,Yuh-Line Niou,329,281,,149,10,8,9,0,0
New York,9~65,State Senate,26,Republican,Lester Chang,79,281,,149,10,8,9,0,0
New York,9~65,President,,Conservative,Donald J. Trump / Michael R. Pence,5,281,,149,10,8,9,0,0
New York,9~65,President,,Working Families,Joseph R. Biden / Kamala D. Harris,39,281,,149,10,8,9,0,0
New York,9~65,President,,Libertarian,Jo Jorgensen / Jeremy Cohen,3,281,,149,10,8,9,0,0
New York,9~65,U.S. House,10,Libertarian,Michael Madrid,9,281,,149,10,8,9,0,0
New York,9~65,U.S. House,10,Working Families,Jerrold L. Nadler,47,281,,149,10,8,9,0,0
New York,9~65,U.S. House,10,Conservative,Cathy A. Bernstein,5,281,,149,10,8,9,0,0
New York,9~65,State Senate,26,Conservative,Lester Chang,7,281,,149,10,8,9,0,0
New York,9~65,President,,Democratic,Joseph R. Biden / Kamala D. Harris,337,281,,149,10,8,9,0,0
New York,10~65,U.S. House,10,Republican,Cathy A. Bernstein,91,383,,230,17,5,6,0,0
New York,10~65,President,,Republican,Donald J. Trump / Michael R. Pence,60,383,,230,17,5,6,0,0
New York,10~65,President,,Green,Howie Hawkins / Angela Nicole Walker,4,383,,230,17,5,6,0,0
New York,10~65,State Assembly,65,Working Families,Yuh-Line Niou,65,383,,230,17,5,6,0,0
New York,10~65,President,,Independence,Brock Pierce / Karla Ballard,2,383,,230,17,5,6,0,0
New York,10~65,U.S. House,10,Democratic,Jerrold L. Nadler,465,383,,230,17,5,6,0,0
New York,10~65,State Senate,26,Democratic,Brian Kavanagh,500,383,,230,17,5,6,0,0
New York,10~65,State Assembly,65,Democratic,Yuh-Line Niou,484,383,,230,17,5,6,0,0
New York,10~65,State Senate,26,Republican,Lester Chang,98,383,,230,17,5,6,0,0
New York,10~65,President,,Conservative,Donald J. Trump / Michael R. Pence,4,383,,230,17,5,6,0,0
New York,10~65,President,,Working Families,Joseph R. Biden / Kamala D. Harris,51,383,,230,17,5,6,0,0
New York,10~65,President,,Libertarian,Jo Jorgensen / Jeremy Cohen,4,383,,230,17,5,6,0,0
New York,10~65,U.S. House,10,Libertarian,Michael Madrid,8,383,,230,17,5,6,0,0
New York,10~65,U.S. House,10,Working Families,Jerrold L. Nadler,52,383,,230,17,5,6,0,0
New York,10~65,U.S. House,10,Conservative,Cathy A. Bernstein,7,383,,230,17,5,6,0,0
New York,10~65,State Senate,26,Conservative,Lester Chang,9,383,,230,17,5,6,0,0
New York,10~65,President,,Democratic,Joseph R. Biden / Kamala D. Harris,497,383,,230,17,5,6,0,0
New York,11~65,U.S. House,10,Republican,Cathy A. Bernstein,118,339,,224,11,14,5,0,0
New York,11~65,President,,Republican,Donald J. Trump / Michael R. Pence,79,339,,224,11,14,5,0,0
New York,11~65,President,,Green,Howie Hawkins / Angela Nicole Walker,0,339,,224,11,14,5,0,0
New York,11~65,State Assembly,65,Working Families,Yuh-Line Niou,49,339,,224,11,14,5,0,0
New York,11~65,President,,Independence,Brock Pierce / Karla Ballard,2,339,,224,11,14,5,0,0
New York,11~65,U.S. House,10,Democratic,Jerrold L. Nadler,400,339,,224,11,14,5,0,0
New York,11~65,State Senate,26,Democratic,Brian Kavanagh,420,339,,224,11,14,5,0,0
New York,11~65,State Assembly,65,Democratic,Yuh-Line Niou,421,339,,224,11,14,5,0,0
New York,11~65,State Senate,26,Republican,Lester Chang,121,339,,224,11,14,5,0,0
New York,11~65,President,,Conservative,Donald J. Trump / Michael R. Pence,7,339,,224,11,14,5,0,0
New York,11~65,President,,Working Families,Joseph R. Biden / Kamala D. Harris,30,339,,224,11,14,5,0,0
New York,11~65,President,,Libertarian,Jo Jorgensen / Jeremy Cohen,4,339,,224,11,14,5,0,0
New York,11~65,U.S. House,10,Libertarian,Michael Madrid,14,339,,224,11,14,5,0,0
New York,11~65,U.S. House,10,Working Families,Jerrold L. Nadler,33,339,,224,11,14,5,0,0
New York,11~65,U.S. House,10,Conservative,Cathy A. Bernstein,7,339,,224,11,14,5,0,0
New York,11~65,State Senate,26,Conservative,Lester Chang,10,339,,224,11,14,5,0,0
New York,11~65,President,,Democratic,Joseph R. Biden / Kamala D. Harris,459,339,,224,11,14,5,0,0
New York,12~65,U.S. House,10,Republican,Cathy A. Bernstein,168,442,,213,8,3,6,0,0
New York,12~65,President,,Republican,Donald J. Trump / Michael R. Pence,112,442,,213,8,3,6,0,0
New York,12~65,President,,Green,Howie Hawkins / Angela Nicole Walker,3,442,,213,8,3,6,0,0
New York,12~65,State Assembly,65,Working Families,Yuh-Line Niou,65,442,,213,8,3,6,0,0
New York,12~65,President,,Independence,Brock Pierce / Karla Ballard,1,442,,213,8,3,6,0,0
New York,12~65,U.S. House,10,Democratic,Jerrold L. Nadler,409,442,,213,8,3,6,0,0
New York,12~65,State Senate,26,Democratic,Brian Kavanagh,442,442,,213,8,3,6,0,0
New York,12~65,State Assembly,65,Democratic,Yuh-Line Niou,463,442,,213,8,3,6,0,0
New York,12~65,State Senate,26,Republican,Lester Chang,174,442,,213,8,3,6,0,0
New York,12~65,President,,Conservative,Donald J. Trump / Michael R. Pence,5,442,,213,8,3,6,0,0
New York,12~65,President,,Working Families,Joseph R. Biden / Kamala D. Harris,48,442,,213,8,3,6,0,0
New York,12~65,President,,Libertarian,Jo Jorgensen / Jeremy Cohen,9,442,,213,8,3,6,0,0
New York,12~65,U.S. House,10,Libertarian,Michael Madrid,10,442,,213,8,3,6,0,0
New York,12~65,U.S. House,10,Working Families,Jerrold L. Nadler,48,442,,213,8,3,6,0,0
New York,12~65,U.S. House,10,Conservative,Cathy A. Bernstein,7,442,,213,8,3,6,0,0
New York,12~65,State Senate,26,Conservative,Lester Chang,13,442,,213,8,3,6,0,0
New York,12~65,President,,Democratic,Joseph R. Biden / Kamala D. Harris,486,442,,213,8,3,6,0,0
New York,13~65,U.S. House,10,Republican,Cathy A. Bernstein,126,437,,178,5,2,11,0,0
New York,13~65,President,,Republican,Donald J. Trump / Michael R. Pence,115,437,,178,5,2,11,0,0
New York,13~65,President,,Green,Howie Hawkins / Angela Nicole Walker,2,437,,178,5,2,11,0,0
New York,13~65,State Assembly,65,Working Families,Yuh-Line Niou,59,437,,178,5,2,11,0,0
New York,13~65,President,,Independence,Brock Pierce / Karla Ballard,0,437,,178,5,2,11,0,0
New York,13~65,U.S. House,10,Democratic,Jerrold L. Nadler,411,437,,178,5,2,11,0,0
New York,13~65,State Senate,26,Democratic,Brian Kavanagh,434,437,,178,5,2,11,0,0
New York,13~65,State Assembly,65,Democratic,Yuh-Line Niou,433,437,,178,5,2,11,0,0
New York,13~65,State Senate,26,Republican,Lester Chang,139,437,,178,5,2,11,0,0
New York,13~65,President,,Conservative,Donald J. Trump / Michael R. Pence,3,437,,178,5,2,11,0,0
New York,13~65,President,,Working Families,Joseph R. Biden / Kamala D. Harris,41,437,,178,5,2,11,0,0
New York,13~65,President,,Libertarian,Jo Jorgensen / Jeremy Cohen,4,437,,178,5,2,11,0,0
New York,13~65,U.S. House,10,Libertarian,Michael Madrid,6,437,,178,5,2,11,0,0
New York,13~65,U.S. House,10,Working Families,Jerrold L. Nadler,44,437,,178,5,2,11,0,0
New York,13~65,U.S. House,10,Conservative,Cathy A. Bernstein,8,437,,178,5,2,11,0,0
New York,13~65,State Senate,26,Conservative,Lester Chang,10,437,,178,5,2,11,0,0
New York,13~65,President,,Democratic,Joseph R. Biden / Kamala D. Harris,450,437,,178,5,2,11,0,0
New York,14~65,U.S. House,10,Republican,Cathy A. Bernstein,197,467,,319,35,6,13,0,0
New York,14~65,President,,Republican,Donald J. Trump / Michael R. Pence,153,467,,319,35,6,13,0,0
New York,14~65,President,,Green,Howie Hawkins / Angela Nicole Walker,3,467,,319,35,6,13,0,0
New York,14~65,State Assembly,65,Working Families,Yuh-Line Niou,61,467,,319,35,6,13,0,0
New York,14~65,President,,Independence,Brock Pierce / Karla Ballard,0,467,,319,35,6,13,0,0
New York,14~65,U.S. House,10,Democratic,Jerrold L. Nadler,528,467,,319,35,6,13,0,0
New York,14~65,State Senate,26,Democratic,Brian Kavanagh,532,467,,319,35,6,13,0,0
New York,14~65,State Assembly,65,Democratic,Yuh-Line Niou,550,467,,319,35,6,13,0,0
New York,14~65,State Senate,26,Republican,Lester Chang,209,467,,319,35,6,13,0,0
New York,14~65,President,,Conservative,Donald J. Trump / Michael R. Pence,11,467,,319,35,6,13,0,0
New York,14~65,President,,Working Families,Joseph R. Biden / Kamala D. Harris,43,467,,319,35,6,13,0,0
New York,14~65,President,,Libertarian,Jo Jorgensen / Jeremy Cohen,12,467,,319,35,6,13,0,0
New York,14~65,U.S. House,10,Libertarian,Michael Madrid,14,467,,319,35,6,13,0,0
New York,14~65,U.S. House,10,Working Families,Jerrold L. Nadler,45,467,,319,35,6,13,0,0
New York,14~65,U.S. House,10,Conservative,Cathy A. Bernstein,13,467,,319,35,6,13,0,0
New York,14~65,State Senate,26,Conservative,Lester Chang,15,467,,319,35,6,13,0,0
New York,14~65,President,,Democratic,Joseph R. Biden / Kamala D. Harris,598,467,,319,35,6,13,0,0
New York,15~65,U.S. House,10,Republican,Cathy A. Bernstein,130,435,,230,19,5,12,0,0
New York,15~65,President,,Republican,Donald J. Trump / Michael R. Pence,106,435,,230,19,5,12,0,0
New York,15~65,President,,Green,Howie Hawkins / Angela Nicole Walker,0,435,,230,19,5,12,0,0
New York,15~65,State Assembly,65,Working Families,Yuh-Line Niou,63,435,,230,19,5,12,0,0
New York,15~65,President,,Independence,Brock Pierce / Karla Ballard,0,435,,230,19,5,12,0,0
New York,15~65,U.S. House,10,Democratic,Jerrold L. Nadler,464,435,,230,19,5,12,0,0
New York,15~65,State Senate,26,Democratic,Brian Kavanagh,498,435,,230,19,5,12,0,0
New York,15~65,State Assembly,65,Democratic,Yuh-Line Niou,469,435,,230,19,5,12,0,0
New York,15~65,State Senate,26,Republican,Lester Chang,125,435,,230,19,5,12,0,0
New York,15~65,President,,Conservative,Donald J. Trump / Michael R. Pence,6,435,,230,19,5,12,0,0
New York,15~65,President,,Working Families,Joseph R. Biden / Kamala D. Harris,52,435,,230,19,5,12,0,0
New York,15~65,President,,Libertarian,Jo Jorgensen / Jeremy Cohen,9,435,,230,19,5,12,0,0
New York,15~65,U.S. House,10,Libertarian,Michael Madrid,14,435,,230,19,5,12,0,0
New York,15~65,U.S. House,10,Working Families,Jerrold L. Nadler,50,435,,230,19,5,12,0,0
New York,15~65,U.S. House,10,Conservative,Cathy A. Bernstein,7,435,,230,19,5,12,0,0
New York,15~65,State Senate,26,Conservative,Lester Chang,13,435,,230,19,5,12,0,0
New York,15~65,President,,Democratic,Joseph R. Biden / Kamala D. Harris,508,435,,230,19,5,12,0,0
New York,16~65,U.S. House,10,Republican,Cathy A. Bernstein,170,544,,340,25,4,16,0,0
New York,16~65,President,,Republican,Donald J. Trump / Michael R. Pence,146,544,,340,25,4,16,0,0
New York,16~65,President,,Green,Howie Hawkins / Angela Nicole Walker,0,544,,340,25,4,16,0,0
New York,16~65,State Assembly,65,Working Families,Yuh-Line Niou,80,544,,340,25,4,16,0,0
New York,16~65,President,,Independence,Brock Pierce / Karla Ballard,2,544,,340,25,4,16,0,0
New York,16~65,U.S. House,10,Democratic,Jerrold L. Nadler,631,544,,340,25,4,16,0,0
New York,16~65,State Senate,26,Democratic,Brian Kavanagh,648,544,,340,25,4,16,0,0
New York,16~65,State Assembly,65,Democratic,Yuh-Line Niou,636,544,,340,25,4,16,0,0
New York,16~65,State Senate,26,Republican,Lester Chang,171,544,,340,25,4,16,0,0
New York,16~65,President,,Conservative,Donald J. Trump / Michael R. Pence,10,544,,340,25,4,16,0,0
New York,16~65,President,,Working Families,Joseph R. Biden / Kamala D. Harris,48,544,,340,25,4,16,0,0
New York,16~65,President,,Libertarian,Jo Jorgensen / Jeremy Cohen,13,544,,340,25,4,16,0,0
New York,16~65,U.S. House,10,Libertarian,Michael Madrid,13,544,,340,25,4,16,0,0
New York,16~65,U.S. House,10,Working Families,Jerrold L. Nadler,58,544,,340,25,4,16,0,0
New York,16~65,U.S. House,10,Conservative,Cathy A. Bernstein,12,544,,340,25,4,16,0,0
New York,16~65,State Senate,26,Conservative,Lester Chang,16,544,,340,25,4,16,0,0
New York,16~65,President,,Democratic,Joseph R. Biden / Kamala D. Harris,680,544,,340,25,4,16,0,0
New York,17~65,U.S. House,10,Republican,Cathy A. Bernstein,3,11,,1,2,0,,0,0
New York,17~65,President,,Republican,Donald J. Trump / Michael R. Pence,2,11,,1,2,0,,0,0
New York,17~65,President,,Green,Howie Hawkins / Angela Nicole Walker,0,11,,1,2,0,,0,0
New York,17~65,State Assembly,65,Working Families,Yuh-Line Niou,2,11,,1,2,0,,0,0
New York,17~65,President,,Independence,Brock Pierce / Karla Ballard,0,11,,1,2,0,,0,0
New York,17~65,U.S. House,10,Democratic,Jerrold L. Nadler,10,11,,1,2,0,,0,0
New York,17~65,State Senate,26,Democratic,Brian Kavanagh,6,11,,1,2,0,,0,0
New York,17~65,State Assembly,65,Democratic,Yuh-Line Niou,6,11,,1,2,0,,0,0
New York,17~65,State Senate,26,Republican,Lester Chang,3,11,,1,2,0,,0,0
New York,17~65,President,,Conservative,Donald J. Trump / Michael R. Pence,0,11,,1,2,0,,0,0
New York,17~65,President,,Working Families,Joseph R. Biden / Kamala D. Harris,0,11,,1,2,0,,0,0
New York,17~65,President,,Libertarian,Jo Jorgensen / Jeremy Cohen,0,11,,1,2,0,,0,0
New York,17~65,U.S. House,10,Libertarian,Michael Madrid,0,11,,1,2,0,,0,0
New York,17~65,U.S. House,10,Working Families,Jerrold L. Nadler,0,11,,1,2,0,,0,0
New York,17~65,U.S. House,10,Conservative,Cathy A. Bernstein,0,11,,1,2,0,,0,0
