county,precinct,office,district,candidate,party,election_day,absentee,votes
Greene,Town of Ashland 1 LD 6,President,,Joseph R. Biden,DEM,84,28,112
Greene,Town of Athens 1 LD 3,President,,Joseph R. Biden,DEM,147,71,218
Greene,Town of Athens 2 LD 3,President,,Joseph R. Biden,DEM,102,29,131
Greene,Town of Athens 3 LD 3,President,,Joseph R. Biden,DEM,299,128,427
Greene,Town of Athens 4 LD 3,President,,Joseph R. Biden,DEM,108,35,143
Greene,Town of Cairo 1 LD 8,President,,Joseph R. Biden,DEM,98,40,138
Greene,Town of Cairo 2 LD 8,President,,Joseph R. Biden,DEM,117,48,165
Greene,Town of Cairo 3 LD 8,President,,Joseph R. Biden,DEM,61,13,74
Greene,Town of Cairo 4 LD 8,President,,Joseph R. Biden,DEM,131,46,177
Greene,Town of Cairo 5 LD 8,President,,Joseph R. Biden,DEM,102,13,115
Greene,Town of Cairo 6 LD 8,President,,Joseph R. Biden,DEM,140,69,209
Greene,Town of Cairo 7 LD 8,President,,Joseph R. Biden,DEM,93,29,122
Greene,Town of Catskill 1 LD 1,President,,Joseph R. Biden,DEM,212,60,272
Greene,Town of Catskill 2 LD 1,President,,Joseph R. Biden,DEM,131,50,181
Greene,Town of Catskill 3 LD 1,President,,Joseph R. Biden,DEM,143,48,191
Greene,Town of Catskill 4 LD 1,President,,Joseph R. Biden,DEM,117,22,139
Greene,Town of Catskill 5 LD 1,President,,Joseph R. Biden,DEM,161,90,251
Greene,Town of Catskill 6 LD 1,President,,Joseph R. Biden,DEM,122,31,153
Greene,Town of Catskill 7 LD 1,President,,Joseph R. Biden,DEM,157,66,223
Greene,Town of Catskill 8 LD 1,President,,Joseph R. Biden,DEM,24,5,29
Greene,Town of Catskill 9 LD 1,President,,Joseph R. Biden,DEM,208,54,262
Greene,Town of Catskill 10 LD 1,President,,Joseph R. Biden,DEM,253,48,301
Greene,Town of Catskill 11 LD 1,President,,Joseph R. Biden,DEM,160,55,215
Greene,Town of Catskill 12 LD 1,President,,Joseph R. Biden,DEM,67,19,86
Greene,Town of Catskill 13 LD 1,President,,Joseph R. Biden,DEM,98,32,130
Greene,Town of Catskill 14 LD 1,President,,Joseph R. Biden,DEM,90,31,121
Greene,Town of Coxsackie 1 LD 2,President,,Joseph R. Biden,DEM,312,96,408
Greene,Town of Coxsackie 2 LD 2,President,,Joseph R. Biden,DEM,158,33,191
Greene,Town of Coxsackie 3 LD 2,President,,Joseph R. Biden,DEM,58,16,74
Greene,Town of Coxsackie 4 LD 2,President,,Joseph R. Biden,DEM,182,50,232
Greene,Town of Coxsackie 5 LD 2,President,,Joseph R. Biden,DEM,97,16,113
Greene,Town of Coxsackie 6 LD 2,President,,Joseph R. Biden,DEM,162,57,219
Greene,Town of Durham 1 LD 9,President,,Joseph R. Biden,DEM,166,48,214
Greene,Town of Durham 2 LD 9,President,,Joseph R. Biden,DEM,179,68,247
Greene,Town of Greenville 1 LD 4,President,,Joseph R. Biden,DEM,202,73,275
Greene,Town of Greenville 2 LD 4,President,,Joseph R. Biden,DEM,130,55,185
Greene,Town of Greenville 3 LD 4,President,,Joseph R. Biden,DEM,188,80,268
Greene,Town of Halcott 1 LD 7,President,,Joseph R. Biden,DEM,47,17,64
Greene,Town of Hunter 1 LD 7,President,,Joseph R. Biden,DEM,174,53,227
Greene,Town of Hunter 2 LD 7,President,,Joseph R. Biden,DEM,159,70,229
Greene,Town of Hunter 3 LD 7,President,,Joseph R. Biden,DEM,108,27,135
Greene,Town of Hunter 4 LD 7,President,,Joseph R. Biden,DEM,98,24,122
Greene,Town of Jewett 1 LD 6,President,,Joseph R. Biden,DEM,164,69,233
Greene,Town of Lexington 1 LD 7,President,,Joseph R. Biden,DEM,80,32,112
Greene,Town of Lexington 2 LD 7,President,,Joseph R. Biden,DEM,88,28,116
Greene,Town of New Baltimore 1 LD 5,President,,Joseph R. Biden,DEM,159,44,203
Greene,Town of New Baltimore 2 LD 5,President,,Joseph R. Biden,DEM,111,34,145
Greene,Town of New Baltimore 3 LD 5,President,,Joseph R. Biden,DEM,155,38,193
Greene,Town of New Baltimore 4 LD 5,President,,Joseph R. Biden,DEM,72,21,93
Greene,Town of Prattsville 1 LD 6,President,,Joseph R. Biden,DEM,74,33,107
Greene,Town of Windham 1 LD 6,President,,Joseph R. Biden,DEM,181,69,250
Greene,Town of Windham 2 LD 6,President,,Joseph R. Biden,DEM,83,40,123
Greene,Town of Ashland 1 LD 6,President,,Joseph R. Biden,WOR,12,2,14
Greene,Town of Athens 1 LD 3,President,,Joseph R. Biden,WOR,21,3,24
Greene,Town of Athens 2 LD 3,President,,Joseph R. Biden,WOR,2,1,3
Greene,Town of Athens 3 LD 3,President,,Joseph R. Biden,WOR,27,8,35
Greene,Town of Athens 4 LD 3,President,,Joseph R. Biden,WOR,17,1,18
Greene,Town of Cairo 1 LD 8,President,,Joseph R. Biden,WOR,14,2,16
Greene,Town of Cairo 2 LD 8,President,,Joseph R. Biden,WOR,11,2,13
Greene,Town of Cairo 3 LD 8,President,,Joseph R. Biden,WOR,3,1,4
Greene,Town of Cairo 4 LD 8,President,,Joseph R. Biden,WOR,9,3,12
Greene,Town of Cairo 5 LD 8,President,,Joseph R. Biden,WOR,5,2,7
Greene,Town of Cairo 6 LD 8,President,,Joseph R. Biden,WOR,8,0,8
Greene,Town of Cairo 7 LD 8,President,,Joseph R. Biden,WOR,8,2,10
Greene,Town of Catskill 1 LD 1,President,,Joseph R. Biden,WOR,18,3,21
Greene,Town of Catskill 2 LD 1,President,,Joseph R. Biden,WOR,10,1,11
Greene,Town of Catskill 3 LD 1,President,,Joseph R. Biden,WOR,39,4,43
Greene,Town of Catskill 4 LD 1,President,,Joseph R. Biden,WOR,10,7,17
Greene,Town of Catskill 5 LD 1,President,,Joseph R. Biden,WOR,7,1,8
Greene,Town of Catskill 6 LD 1,President,,Joseph R. Biden,WOR,12,6,18
Greene,Town of Catskill 7 LD 1,President,,Joseph R. Biden,WOR,18,2,20
Greene,Town of Catskill 8 LD 1,President,,Joseph R. Biden,WOR,1,0,1
Greene,Town of Catskill 9 LD 1,President,,Joseph R. Biden,WOR,21,7,28
Greene,Town of Catskill 10 LD 1,President,,Joseph R. Biden,WOR,35,5,40
Greene,Town of Catskill 11 LD 1,President,,Joseph R. Biden,WOR,15,4,19
Greene,Town of Catskill 12 LD 1,President,,Joseph R. Biden,WOR,2,0,2
Greene,Town of Catskill 13 LD 1,President,,Joseph R. Biden,WOR,17,1,18
Greene,Town of Catskill 14 LD 1,President,,Joseph R. Biden,WOR,12,4,16
Greene,Town of Coxsackie 1 LD 2,President,,Joseph R. Biden,WOR,33,8,41
Greene,Town of Coxsackie 2 LD 2,President,,Joseph R. Biden,WOR,19,5,24
Greene,Town of Coxsackie 3 LD 2,President,,Joseph R. Biden,WOR,4,2,6
Greene,Town of Coxsackie 4 LD 2,President,,Joseph R. Biden,WOR,22,4,26
Greene,Town of Coxsackie 5 LD 2,President,,Joseph R. Biden,WOR,7,3,10
Greene,Town of Coxsackie 6 LD 2,President,,Joseph R. Biden,WOR,20,4,24
Greene,Town of Durham 1 LD 9,President,,Joseph R. Biden,WOR,27,5,32
Greene,Town of Durham 2 LD 9,President,,Joseph R. Biden,WOR,26,9,35
Greene,Town of Greenville 1 LD 4,President,,Joseph R. Biden,WOR,20,11,31
Greene,Town of Greenville 2 LD 4,President,,Joseph R. Biden,WOR,20,4,24
Greene,Town of Greenville 3 LD 4,President,,Joseph R. Biden,WOR,19,7,26
Greene,Town of Halcott 1 LD 7,President,,Joseph R. Biden,WOR,8,13,21
Greene,Town of Hunter 1 LD 7,President,,Joseph R. Biden,WOR,30,3,33
Greene,Town of Hunter 2 LD 7,President,,Joseph R. Biden,WOR,10,1,11
Greene,Town of Hunter 3 LD 7,President,,Joseph R. Biden,WOR,14,0,14
Greene,Town of Hunter 4 LD 7,President,,Joseph R. Biden,WOR,4,4,8
Greene,Town of Jewett 1 LD 6,President,,Joseph R. Biden,WOR,31,8,39
Greene,Town of Lexington 1 LD 7,President,,Joseph R. Biden,WOR,12,1,13
Greene,Town of Lexington 2 LD 7,President,,Joseph R. Biden,WOR,10,2,12
Greene,Town of New Baltimore 1 LD 5,President,,Joseph R. Biden,WOR,27,1,28
Greene,Town of New Baltimore 2 LD 5,President,,Joseph R. Biden,WOR,9,0,9
Greene,Town of New Baltimore 3 LD 5,President,,Joseph R. Biden,WOR,29,8,37
Greene,Town of New Baltimore 4 LD 5,President,,Joseph R. Biden,WOR,9,2,11
Greene,Town of Prattsville 1 LD 6,President,,Joseph R. Biden,WOR,7,0,7
Greene,Town of Windham 1 LD 6,President,,Joseph R. Biden,WOR,20,1,21
Greene,Town of Windham 2 LD 6,President,,Joseph R. Biden,WOR,14,0,14
Greene,Town of Ashland 1 LD 6,President,,Donald J. Trump,REP,224,16,240
Greene,Town of Athens 1 LD 3,President,,Donald J. Trump,REP,182,22,204
Greene,Town of Athens 2 LD 3,President,,Donald J. Trump,REP,203,12,215
Greene,Town of Athens 3 LD 3,President,,Donald J. Trump,REP,356,34,390
Greene,Town of Athens 4 LD 3,President,,Donald J. Trump,REP,258,23,281
Greene,Town of Cairo 1 LD 8,President,,Donald J. Trump,REP,299,45,344
Greene,Town of Cairo 2 LD 8,President,,Donald J. Trump,REP,324,29,353
Greene,Town of Cairo 3 LD 8,President,,Donald J. Trump,REP,174,17,191
Greene,Town of Cairo 4 LD 8,President,,Donald J. Trump,REP,331,42,373
Greene,Town of Cairo 5 LD 8,President,,Donald J. Trump,REP,291,10,301
Greene,Town of Cairo 6 LD 8,President,,Donald J. Trump,REP,354,24,378
Greene,Town of Cairo 7 LD 8,President,,Donald J. Trump,REP,143,6,149
Greene,Town of Catskill 1 LD 1,President,,Donald J. Trump,REP,76,17,93
Greene,Town of Catskill 2 LD 1,President,,Donald J. Trump,REP,130,18,148
Greene,Town of Catskill 3 LD 1,President,,Donald J. Trump,REP,104,11,115
Greene,Town of Catskill 4 LD 1,President,,Donald J. Trump,REP,79,9,88
Greene,Town of Catskill 5 LD 1,President,,Donald J. Trump,REP,195,39,234
Greene,Town of Catskill 6 LD 1,President,,Donald J. Trump,REP,121,16,137
Greene,Town of Catskill 7 LD 1,President,,Donald J. Trump,REP,202,21,223
Greene,Town of Catskill 8 LD 1,President,,Donald J. Trump,REP,37,5,42
Greene,Town of Catskill 9 LD 1,President,,Donald J. Trump,REP,287,42,329
Greene,Town of Catskill 10 LD 1,President,,Donald J. Trump,REP,374,30,404
Greene,Town of Catskill 11 LD 1,President,,Donald J. Trump,REP,309,40,349
Greene,Town of Catskill 12 LD 1,President,,Donald J. Trump,REP,124,8,132
Greene,Town of Catskill 13 LD 1,President,,Donald J. Trump,REP,143,21,164
Greene,Town of Catskill 14 LD 1,President,,Donald J. Trump,REP,150,11,161
Greene,Town of Coxsackie 1 LD 2,President,,Donald J. Trump,REP,314,25,339
Greene,Town of Coxsackie 2 LD 2,President,,Donald J. Trump,REP,201,15,216
Greene,Town of Coxsackie 3 LD 2,President,,Donald J. Trump,REP,141,10,151
Greene,Town of Coxsackie 4 LD 2,President,,Donald J. Trump,REP,449,35,484
Greene,Town of Coxsackie 5 LD 2,President,,Donald J. Trump,REP,129,8,137
Greene,Town of Coxsackie 6 LD 2,President,,Donald J. Trump,REP,278,29,307
Greene,Town of Durham 1 LD 9,President,,Donald J. Trump,REP,341,36,377
Greene,Town of Durham 2 LD 9,President,,Donald J. Trump,REP,367,31,398
Greene,Town of Greenville 1 LD 4,President,,Donald J. Trump,REP,443,36,479
Greene,Town of Greenville 2 LD 4,President,,Donald J. Trump,REP,316,21,337
Greene,Town of Greenville 3 LD 4,President,,Donald J. Trump,REP,362,31,393
Greene,Town of Halcott 1 LD 7,President,,Donald J. Trump,REP,71,11,82
Greene,Town of Hunter 1 LD 7,President,,Donald J. Trump,REP,141,7,148
Greene,Town of Hunter 2 LD 7,President,,Donald J. Trump,REP,185,24,209
Greene,Town of Hunter 3 LD 7,President,,Donald J. Trump,REP,145,16,161
Greene,Town of Hunter 4 LD 7,President,,Donald J. Trump,REP,136,12,148
Greene,Town of Jewett 1 LD 6,President,,Donald J. Trump,REP,271,34,305
Greene,Town of Lexington 1 LD 7,President,,Donald J. Trump,REP,150,21,171
Greene,Town of Lexington 2 LD 7,President,,Donald J. Trump,REP,68,11,79
Greene,Town of New Baltimore 1 LD 5,President,,Donald J. Trump,REP,281,8,289
Greene,Town of New Baltimore 2 LD 5,President,,Donald J. Trump,REP,190,19,209
Greene,Town of New Baltimore 3 LD 5,President,,Donald J. Trump,REP,283,17,300
Greene,Town of New Baltimore 4 LD 5,President,,Donald J. Trump,REP,169,8,177
Greene,Town of Prattsville 1 LD 6,President,,Donald J. Trump,REP,261,28,289
Greene,Town of Windham 1 LD 6,President,,Donald J. Trump,REP,276,27,303
Greene,Town of Windham 2 LD 6,President,,Donald J. Trump,REP,241,27,268
Greene,Town of Ashland 1 LD 6,President,,Donald J. Trump,CON,18,7,25
Greene,Town of Athens 1 LD 3,President,,Donald J. Trump,CON,21,1,22
Greene,Town of Athens 2 LD 3,President,,Donald J. Trump,CON,20,2,22
Greene,Town of Athens 3 LD 3,President,,Donald J. Trump,CON,33,5,38
Greene,Town of Athens 4 LD 3,President,,Donald J. Trump,CON,30,5,35
Greene,Town of Cairo 1 LD 8,President,,Donald J. Trump,CON,30,3,33
Greene,Town of Cairo 2 LD 8,President,,Donald J. Trump,CON,43,8,51
Greene,Town of Cairo 3 LD 8,President,,Donald J. Trump,CON,67,24,91
Greene,Town of Cairo 4 LD 8,President,,Donald J. Trump,CON,68,12,80
Greene,Town of Cairo 5 LD 8,President,,Donald J. Trump,CON,26,2,28
Greene,Town of Cairo 6 LD 8,President,,Donald J. Trump,CON,34,1,35
Greene,Town of Cairo 7 LD 8,President,,Donald J. Trump,CON,22,1,23
Greene,Town of Catskill 1 LD 1,President,,Donald J. Trump,CON,8,2,10
Greene,Town of Catskill 2 LD 1,President,,Donald J. Trump,CON,17,1,18
Greene,Town of Catskill 3 LD 1,President,,Donald J. Trump,CON,7,0,7
Greene,Town of Catskill 4 LD 1,President,,Donald J. Trump,CON,9,2,11
Greene,Town of Catskill 5 LD 1,President,,Donald J. Trump,CON,21,1,22
Greene,Town of Catskill 6 LD 1,President,,Donald J. Trump,CON,15,2,17
Greene,Town of Catskill 7 LD 1,President,,Donald J. Trump,CON,24,7,31
Greene,Town of Catskill 8 LD 1,President,,Donald J. Trump,CON,2,0,2
Greene,Town of Catskill 9 LD 1,President,,Donald J. Trump,CON,34,3,37
Greene,Town of Catskill 10 LD 1,President,,Donald J. Trump,CON,28,0,28
Greene,Town of Catskill 11 LD 1,President,,Donald J. Trump,CON,26,2,28
Greene,Town of Catskill 12 LD 1,President,,Donald J. Trump,CON,12,0,12
Greene,Town of Catskill 13 LD 1,President,,Donald J. Trump,CON,16,1,17
Greene,Town of Catskill 14 LD 1,President,,Donald J. Trump,CON,16,1,17
Greene,Town of Coxsackie 1 LD 2,President,,Donald J. Trump,CON,34,8,42
Greene,Town of Coxsackie 2 LD 2,President,,Donald J. Trump,CON,25,1,26
Greene,Town of Coxsackie 3 LD 2,President,,Donald J. Trump,CON,15,0,15
Greene,Town of Coxsackie 4 LD 2,President,,Donald J. Trump,CON,59,2,61
Greene,Town of Coxsackie 5 LD 2,President,,Donald J. Trump,CON,8,4,12
Greene,Town of Coxsackie 6 LD 2,President,,Donald J. Trump,CON,34,4,38
Greene,Town of Durham 1 LD 9,President,,Donald J. Trump,CON,35,6,41
Greene,Town of Durham 2 LD 9,President,,Donald J. Trump,CON,41,4,45
Greene,Town of Greenville 1 LD 4,President,,Donald J. Trump,CON,41,6,47
Greene,Town of Greenville 2 LD 4,President,,Donald J. Trump,CON,33,3,36
Greene,Town of Greenville 3 LD 4,President,,Donald J. Trump,CON,48,6,54
Greene,Town of Halcott 1 LD 7,President,,Donald J. Trump,CON,4,0,4
Greene,Town of Hunter 1 LD 7,President,,Donald J. Trump,CON,7,4,11
Greene,Town of Hunter 2 LD 7,President,,Donald J. Trump,CON,7,2,9
Greene,Town of Hunter 3 LD 7,President,,Donald J. Trump,CON,14,6,20
Greene,Town of Hunter 4 LD 7,President,,Donald J. Trump,CON,10,0,10
Greene,Town of Jewett 1 LD 6,President,,Donald J. Trump,CON,23,5,28
Greene,Town of Lexington 1 LD 7,President,,Donald J. Trump,CON,19,1,20
Greene,Town of Lexington 2 LD 7,President,,Donald J. Trump,CON,8,1,9
Greene,Town of New Baltimore 1 LD 5,President,,Donald J. Trump,CON,48,2,50
Greene,Town of New Baltimore 2 LD 5,President,,Donald J. Trump,CON,46,0,46
Greene,Town of New Baltimore 3 LD 5,President,,Donald J. Trump,CON,29,3,32
