county,precinct,office,district,party,candidate,votes,public_counter_votes,emergency_votes,absentee_military_votes,federal_votes,affidavit_votes,manually_counted_emergency,special_presidential
Kings,4~41,State Assembly,41,Working Families,Helene E. Weinstein,33,451,,100,2,3,2,0,0
Kings,5~41,President,,Democratic,Joseph R. Biden / Kamala D. Harris,94,475,,104,2,5,1,0,0
Kings,5~41,U.S. House,9,Democratic,Yvette D. Clarke,124,475,,104,2,5,1,0,0
Kings,5~41,U.S. House,9,Libertarian,Gary Popkin,5,475,,104,2,5,1,0,0
Kings,5~41,State Assembly,41,Democratic,Helene E. Weinstein,217,475,,104,2,5,1,0,0
Kings,5~41,President,,Working Families,Joseph R. Biden / Kamala D. Harris,4,475,,104,2,5,1,0,0
Kings,5~41,State Assembly,41,Conservative,Ramona Johnson,12,475,,104,2,5,1,0,0
Kings,5~41,State Senate,17,Conservative,Simcha Felder,22,475,,104,2,5,1,0,0
Kings,5~41,State Senate,17,Republican,Simcha Felder,405,475,,104,2,5,1,0,0
Kings,5~41,U.S. House,9,Conservative,Constantine Jean-Pierre,18,475,,104,2,5,1,0,0
Kings,5~41,President,,Conservative,Donald J. Trump / Michael R. Pence,19,475,,104,2,5,1,0,0
Kings,5~41,U.S. House,9,SAM,Joel B. Anabilah-Azumah,0,475,,104,2,5,1,0,0
Kings,5~41,State Assembly,41,Republican,Ramona Johnson,288,475,,104,2,5,1,0,0
Kings,5~41,U.S. House,9,Republican,Constantine Jean-Pierre,373,475,,104,2,5,1,0,0
Kings,5~41,State Senate,17,Democratic,Simcha Felder,127,475,,104,2,5,1,0,0
Kings,5~41,President,,Republican,Donald J. Trump / Michael R. Pence,460,475,,104,2,5,1,0,0
Kings,5~41,President,,Green,Howie Hawkins / Angela Nicole Walker,0,475,,104,2,5,1,0,0
Kings,5~41,President,,Independence,Brock Pierce / Karla Ballard,1,475,,104,2,5,1,0,0
Kings,5~41,U.S. House,9,Working Families,Yvette D. Clarke,8,475,,104,2,5,1,0,0
Kings,5~41,President,,Libertarian,Jo Jorgensen / Jeremy Cohen,2,475,,104,2,5,1,0,0
Kings,5~41,State Assembly,41,Working Families,Helene E. Weinstein,30,475,,104,2,5,1,0,0
Kings,6~41,President,,Democratic,Joseph R. Biden / Kamala D. Harris,203,540,,104,2,6,10,0,0
Kings,6~41,U.S. House,9,Democratic,Yvette D. Clarke,205,540,,104,2,6,10,0,0
Kings,6~41,U.S. House,9,Libertarian,Gary Popkin,9,540,,104,2,6,10,0,0
Kings,6~41,State Assembly,41,Democratic,Helene E. Weinstein,233,540,,104,2,6,10,0,0
Kings,6~41,President,,Working Families,Joseph R. Biden / Kamala D. Harris,23,540,,104,2,6,10,0,0
Kings,6~41,State Assembly,41,Conservative,Ramona Johnson,15,540,,104,2,6,10,0,0
Kings,6~41,State Senate,17,Conservative,Simcha Felder,23,540,,104,2,6,10,0,0
Kings,6~41,State Senate,17,Republican,Simcha Felder,348,540,,104,2,6,10,0,0
Kings,6~41,U.S. House,9,Conservative,Constantine Jean-Pierre,21,540,,104,2,6,10,0,0
Kings,6~41,President,,Conservative,Donald J. Trump / Michael R. Pence,19,540,,104,2,6,10,0,0
Kings,6~41,U.S. House,9,SAM,Joel B. Anabilah-Azumah,1,540,,104,2,6,10,0,0
Kings,6~41,State Assembly,41,Republican,Ramona Johnson,298,540,,104,2,6,10,0,0
Kings,6~41,U.S. House,9,Republican,Constantine Jean-Pierre,332,540,,104,2,6,10,0,0
Kings,6~41,State Senate,17,Democratic,Simcha Felder,222,540,,104,2,6,10,0,0
Kings,6~41,President,,Republican,Donald J. Trump / Michael R. Pence,395,540,,104,2,6,10,0,0
Kings,6~41,President,,Green,Howie Hawkins / Angela Nicole Walker,4,540,,104,2,6,10,0,0
Kings,6~41,President,,Independence,Brock Pierce / Karla Ballard,0,540,,104,2,6,10,0,0
Kings,6~41,U.S. House,9,Working Families,Yvette D. Clarke,29,540,,104,2,6,10,0,0
Kings,6~41,President,,Libertarian,Jo Jorgensen / Jeremy Cohen,2,540,,104,2,6,10,0,0
Kings,6~41,State Assembly,41,Working Families,Helene E. Weinstein,41,540,,104,2,6,10,0,0
Kings,7~41,President,,Democratic,Joseph R. Biden / Kamala D. Harris,253,545,,127,7,4,2,0,0
Kings,7~41,U.S. House,9,Democratic,Yvette D. Clarke,251,545,,127,7,4,2,0,0
Kings,7~41,U.S. House,9,Libertarian,Gary Popkin,4,545,,127,7,4,2,0,0
Kings,7~41,State Assembly,41,Democratic,Helene E. Weinstein,269,545,,127,7,4,2,0,0
Kings,7~41,President,,Working Families,Joseph R. Biden / Kamala D. Harris,16,545,,127,7,4,2,0,0
Kings,7~41,State Assembly,41,Conservative,Ramona Johnson,21,545,,127,7,4,2,0,0
Kings,7~41,State Senate,17,Conservative,Simcha Felder,18,545,,127,7,4,2,0,0
Kings,7~41,State Senate,17,Republican,Simcha Felder,347,545,,127,7,4,2,0,0
Kings,7~41,U.S. House,9,Conservative,Constantine Jean-Pierre,21,545,,127,7,4,2,0,0
Kings,7~41,President,,Conservative,Donald J. Trump / Michael R. Pence,15,545,,127,7,4,2,0,0
Kings,7~41,U.S. House,9,SAM,Joel B. Anabilah-Azumah,3,545,,127,7,4,2,0,0
Kings,7~41,State Assembly,41,Republican,Ramona Johnson,318,545,,127,7,4,2,0,0
Kings,7~41,U.S. House,9,Republican,Constantine Jean-Pierre,344,545,,127,7,4,2,0,0
Kings,7~41,State Senate,17,Democratic,Simcha Felder,251,545,,127,7,4,2,0,0
Kings,7~41,President,,Republican,Donald J. Trump / Michael R. Pence,388,545,,127,7,4,2,0,0
Kings,7~41,President,,Green,Howie Hawkins / Angela Nicole Walker,6,545,,127,7,4,2,0,0
Kings,7~41,President,,Independence,Brock Pierce / Karla Ballard,1,545,,127,7,4,2,0,0
Kings,7~41,U.S. House,9,Working Families,Yvette D. Clarke,21,545,,127,7,4,2,0,0
Kings,7~41,President,,Libertarian,Jo Jorgensen / Jeremy Cohen,1,545,,127,7,4,2,0,0
Kings,7~41,State Assembly,41,Working Families,Helene E. Weinstein,28,545,,127,7,4,2,0,0
Kings,8~41,President,,Democratic,Joseph R. Biden / Kamala D. Harris,165,511,,121,8,4,1,0,0
Kings,8~41,U.S. House,9,Democratic,Yvette D. Clarke,171,511,,121,8,4,1,0,0
Kings,8~41,U.S. House,9,Libertarian,Gary Popkin,12,511,,121,8,4,1,0,0
Kings,8~41,State Assembly,41,Democratic,Helene E. Weinstein,217,511,,121,8,4,1,0,0
Kings,8~41,President,,Working Families,Joseph R. Biden / Kamala D. Harris,18,511,,121,8,4,1,0,0
Kings,8~41,State Assembly,41,Conservative,Ramona Johnson,13,511,,121,8,4,1,0,0
Kings,8~41,State Senate,17,Conservative,Simcha Felder,17,511,,121,8,4,1,0,0
Kings,8~41,State Senate,17,Republican,Simcha Felder,388,511,,121,8,4,1,0,0
Kings,8~41,U.S. House,9,Conservative,Constantine Jean-Pierre,17,511,,121,8,4,1,0,0
Kings,8~41,President,,Conservative,Donald J. Trump / Michael R. Pence,19,511,,121,8,4,1,0,0
Kings,8~41,U.S. House,9,SAM,Joel B. Anabilah-Azumah,0,511,,121,8,4,1,0,0
Kings,8~41,State Assembly,41,Republican,Ramona Johnson,327,511,,121,8,4,1,0,0
Kings,8~41,U.S. House,9,Republican,Constantine Jean-Pierre,373,511,,121,8,4,1,0,0
Kings,8~41,State Senate,17,Democratic,Simcha Felder,175,511,,121,8,4,1,0,0
Kings,8~41,President,,Republican,Donald J. Trump / Michael R. Pence,427,511,,121,8,4,1,0,0
Kings,8~41,President,,Green,Howie Hawkins / Angela Nicole Walker,4,511,,121,8,4,1,0,0
Kings,8~41,President,,Independence,Brock Pierce / Karla Ballard,0,511,,121,8,4,1,0,0
Kings,8~41,U.S. House,9,Working Families,Yvette D. Clarke,18,511,,121,8,4,1,0,0
Kings,8~41,President,,Libertarian,Jo Jorgensen / Jeremy Cohen,4,511,,121,8,4,1,0,0
Kings,8~41,State Assembly,41,Working Families,Helene E. Weinstein,33,511,,121,8,4,1,0,0
Kings,9~41,President,,Democratic,Joseph R. Biden / Kamala D. Harris,165,553,,133,2,4,6,0,0
Kings,9~41,U.S. House,9,Democratic,Yvette D. Clarke,174,553,,133,2,4,6,0,0
Kings,9~41,U.S. House,9,Libertarian,Gary Popkin,7,553,,133,2,4,6,0,0
Kings,9~41,State Assembly,41,Democratic,Helene E. Weinstein,238,553,,133,2,4,6,0,0
Kings,9~41,President,,Working Families,Joseph R. Biden / Kamala D. Harris,6,553,,133,2,4,6,0,0
Kings,9~41,State Assembly,41,Conservative,Ramona Johnson,18,553,,133,2,4,6,0,0
Kings,9~41,State Senate,17,Conservative,Simcha Felder,22,553,,133,2,4,6,0,0
Kings,9~41,State Senate,17,Republican,Simcha Felder,444,553,,133,2,4,6,0,0
Kings,9~41,U.S. House,9,Conservative,Constantine Jean-Pierre,21,553,,133,2,4,6,0,0
Kings,9~41,President,,Conservative,Donald J. Trump / Michael R. Pence,23,553,,133,2,4,6,0,0
Kings,9~41,U.S. House,9,SAM,Joel B. Anabilah-Azumah,0,553,,133,2,4,6,0,0
Kings,9~41,State Assembly,41,Republican,Ramona Johnson,363,553,,133,2,4,6,0,0
Kings,9~41,U.S. House,9,Republican,Constantine Jean-Pierre,406,553,,133,2,4,6,0,0
Kings,9~41,State Senate,17,Democratic,Simcha Felder,178,553,,133,2,4,6,0,0
Kings,9~41,President,,Republican,Donald J. Trump / Michael R. Pence,489,553,,133,2,4,6,0,0
Kings,9~41,President,,Green,Howie Hawkins / Angela Nicole Walker,4,553,,133,2,4,6,0,0
Kings,9~41,President,,Independence,Brock Pierce / Karla Ballard,0,553,,133,2,4,6,0,0
Kings,9~41,U.S. House,9,Working Families,Yvette D. Clarke,18,553,,133,2,4,6,0,0
Kings,9~41,President,,Libertarian,Jo Jorgensen / Jeremy Cohen,1,553,,133,2,4,6,0,0
Kings,9~41,State Assembly,41,Working Families,Helene E. Weinstein,19,553,,133,2,4,6,0,0
Kings,10~41,President,,Democratic,Joseph R. Biden / Kamala D. Harris,168,397,,91,1,3,1,0,0
Kings,10~41,U.S. House,9,Democratic,Yvette D. Clarke,169,397,,91,1,3,1,0,0
Kings,10~41,U.S. House,9,Libertarian,Gary Popkin,3,397,,91,1,3,1,0,0
Kings,10~41,State Assembly,41,Democratic,Helene E. Weinstein,198,397,,91,1,3,1,0,0
Kings,10~41,President,,Working Families,Joseph R. Biden / Kamala D. Harris,14,397,,91,1,3,1,0,0
Kings,10~41,State Assembly,41,Conservative,Ramona Johnson,10,397,,91,1,3,1,0,0
Kings,10~41,State Senate,17,Conservative,Simcha Felder,11,397,,91,1,3,1,0,0
Kings,10~41,State Senate,17,Republican,Simcha Felder,268,397,,91,1,3,1,0,0
Kings,10~41,U.S. House,9,Conservative,Constantine Jean-Pierre,9,397,,91,1,3,1,0,0
Kings,10~41,President,,Conservative,Donald J. Trump / Michael R. Pence,11,397,,91,1,3,1,0,0
Kings,10~41,U.S. House,9,SAM,Joel B. Anabilah-Azumah,1,397,,91,1,3,1,0,0
Kings,10~41,State Assembly,41,Republican,Ramona Johnson,228,397,,91,1,3,1,0,0
Kings,10~41,U.S. House,9,Republican,Constantine Jean-Pierre,259,397,,91,1,3,1,0,0
Kings,10~41,State Senate,17,Democratic,Simcha Felder,180,397,,91,1,3,1,0,0
Kings,10~41,President,,Republican,Donald J. Trump / Michael R. Pence,292,397,,91,1,3,1,0,0
Kings,10~41,President,,Green,Howie Hawkins / Angela Nicole Walker,1,397,,91,1,3,1,0,0
Kings,10~41,President,,Independence,Brock Pierce / Karla Ballard,1,397,,91,1,3,1,0,0
Kings,10~41,U.S. House,9,Working Families,Yvette D. Clarke,13,397,,91,1,3,1,0,0
Kings,10~41,President,,Libertarian,Jo Jorgensen / Jeremy Cohen,1,397,,91,1,3,1,0,0
Kings,10~41,State Assembly,41,Working Families,Helene E. Weinstein,23,397,,91,1,3,1,0,0
Kings,11~41,President,,Democratic,Joseph R. Biden / Kamala D. Harris,82,208,,32,0,1,1,0,0
Kings,11~41,U.S. House,9,Democratic,Yvette D. Clarke,84,208,,32,0,1,1,0,0
Kings,11~41,U.S. House,9,Libertarian,Gary Popkin,2,208,,32,0,1,1,0,0
Kings,11~41,State Assembly,41,Democratic,Helene E. Weinstein,108,208,,32,0,1,1,0,0
Kings,11~41,President,,Working Families,Joseph R. Biden / Kamala D. Harris,10,208,,32,0,1,1,0,0
Kings,11~41,State Assembly,41,Conservative,Ramona Johnson,10,208,,32,0,1,1,0,0
Kings,11~41,State Senate,17,Conservative,Simcha Felder,10,208,,32,0,1,1,0,0
Kings,11~41,State Senate,17,Republican,Simcha Felder,126,208,,32,0,1,1,0,0
Kings,11~41,U.S. House,9,Conservative,Constantine Jean-Pierre,15,208,,32,0,1,1,0,0
Kings,11~41,President,,Conservative,Donald J. Trump / Michael R. Pence,9,208,,32,0,1,1,0,0
Kings,11~41,U.S. House,9,SAM,Joel B. Anabilah-Azumah,2,208,,32,0,1,1,0,0
Kings,11~41,State Assembly,41,Republican,Ramona Johnson,101,208,,32,0,1,1,0,0
Kings,11~41,U.S. House,9,Republican,Constantine Jean-Pierre,112,208,,32,0,1,1,0,0
Kings,11~41,State Senate,17,Democratic,Simcha Felder,92,208,,32,0,1,1,0,0
Kings,11~41,President,,Republican,Donald J. Trump / Michael R. Pence,137,208,,32,0,1,1,0,0
Kings,11~41,President,,Green,Howie Hawkins / Angela Nicole Walker,1,208,,32,0,1,1,0,0
Kings,11~41,President,,Independence,Brock Pierce / Karla Ballard,0,208,,32,0,1,1,0,0
Kings,11~41,U.S. House,9,Working Families,Yvette D. Clarke,8,208,,32,0,1,1,0,0
Kings,11~41,President,,Libertarian,Jo Jorgensen / Jeremy Cohen,1,208,,32,0,1,1,0,0
Kings,11~41,State Assembly,41,Working Families,Helene E. Weinstein,12,208,,32,0,1,1,0,0
Kings,12~41,President,,Democratic,Joseph R. Biden / Kamala D. Harris,89,265,,56,6,7,3,0,0
Kings,12~41,U.S. House,9,Democratic,Yvette D. Clarke,100,265,,56,6,7,3,0,0
Kings,12~41,U.S. House,9,Libertarian,Gary Popkin,3,265,,56,6,7,3,0,0
Kings,12~41,State Assembly,41,Democratic,Helene E. Weinstein,126,265,,56,6,7,3,0,0
Kings,12~41,President,,Working Families,Joseph R. Biden / Kamala D. Harris,7,265,,56,6,7,3,0,0
Kings,12~41,State Assembly,41,Conservative,Ramona Johnson,12,265,,56,6,7,3,0,0
Kings,12~41,State Senate,17,Conservative,Simcha Felder,15,265,,56,6,7,3,0,0
Kings,12~41,State Senate,17,Republican,Simcha Felder,197,265,,56,6,7,3,0,0
Kings,12~41,U.S. House,9,Conservative,Constantine Jean-Pierre,10,265,,56,6,7,3,0,0
Kings,12~41,President,,Conservative,Donald J. Trump / Michael R. Pence,14,265,,56,6,7,3,0,0
Kings,12~41,U.S. House,9,SAM,Joel B. Anabilah-Azumah,0,265,,56,6,7,3,0,0
Kings,12~41,State Assembly,41,Republican,Ramona Johnson,150,265,,56,6,7,3,0,0
Kings,12~41,U.S. House,9,Republican,Constantine Jean-Pierre,182,265,,56,6,7,3,0,0
Kings,12~41,State Senate,17,Democratic,Simcha Felder,91,265,,56,6,7,3,0,0
Kings,12~41,President,,Republican,Donald J. Trump / Michael R. Pence,220,265,,56,6,7,3,0,0
Kings,12~41,President,,Green,Howie Hawkins / Angela Nicole Walker,0,265,,56,6,7,3,0,0
Kings,12~41,President,,Independence,Brock Pierce / Karla Ballard,0,265,,56,6,7,3,0,0
Kings,12~41,U.S. House,9,Working Families,Yvette D. Clarke,14,265,,56,6,7,3,0,0
Kings,12~41,President,,Libertarian,Jo Jorgensen / Jeremy Cohen,0,265,,56,6,7,3,0,0
Kings,12~41,State Assembly,41,Working Families,Helene E. Weinstein,18,265,,56,6,7,3,0,0
Kings,13~41,President,,Democratic,Joseph R. Biden / Kamala D. Harris,2,11,,6,0,0,2,0,0
Kings,13~41,President,,Republican,Donald J. Trump / Michael R. Pence,10,11,,6,0,0,2,0,0
Kings,13~41,U.S. House,9,Conservative,Constantine Jean-Pierre,1,11,,6,0,0,2,0,0
Kings,13~41,U.S. House,9,Working Families,Yvette D. Clarke,2,11,,6,0,0,2,0,0
Kings,13~41,President,,Green,Howie Hawkins / Angela Nicole Walker,0,11,,6,0,0,2,0,0
Kings,13~41,U.S. House,9,Democratic,Yvette D. Clarke,2,11,,6,0,0,2,0,0
Kings,13~41,President,,Libertarian,Jo Jorgensen / Jeremy Cohen,0,11,,6,0,0,2,0,0
Kings,13~41,U.S. House,9,Libertarian,Gary Popkin,0,11,,6,0,0,2,0,0
Kings,13~41,President,,Conservative,Donald J. Trump / Michael R. Pence,2,11,,6,0,0,2,0,0
Kings,13~41,State Assembly,41,Democratic,Helene E. Weinstein,4,11,,6,0,0,2,0,0
Kings,13~41,U.S. House,9,SAM,Joel B. Anabilah-Azumah,0,11,,6,0,0,2,0,0
Kings,13~41,State Assembly,41,Republican,Ramona Johnson,7,11,,6,0,0,2,0,0
Kings,13~41,President,,Independence,Brock Pierce / Karla Ballard,0,11,,6,0,0,2,0,0
Kings,13~41,President,,Working Families,Joseph R. Biden / Kamala D. Harris,3,11,,6,0,0,2,0,0
Kings,13~41,State Senate,19,Democratic,Roxanne J. Persaud,6,11,,6,0,0,2,0,0
Kings,13~41,State Assembly,41,Working Families,Helene E. Weinstein,3,11,,6,0,0,2,0,0
Kings,13~41,State Assembly,41,Conservative,Ramona Johnson,1,11,,6,0,0,2,0,0
Kings,13~41,U.S. House,9,Republican,Constantine Jean-Pierre,10,11,,6,0,0,2,0,0
Kings,14~41,President,,Democratic,Joseph R. Biden / Kamala D. Harris,65,105,,24,0,1,1,0,0
Kings,14~41,President,,Republican,Donald J. Trump / Michael R. Pence,55,105,,24,0,1,1,0,0
Kings,14~41,U.S. House,9,Conservative,Constantine Jean-Pierre,2,105,,24,0,1,1,0,0
Kings,14~41,U.S. House,9,Working Families,Yvette D. Clarke,2,105,,24,0,1,1,0,0
Kings,14~41,President,,Green,Howie Hawkins / Angela Nicole Walker,2,105,,24,0,1,1,0,0
Kings,14~41,U.S. House,9,Democratic,Yvette D. Clarke,65,105,,24,0,1,1,0,0
Kings,14~41,President,,Libertarian,Jo Jorgensen / Jeremy Cohen,0,105,,24,0,1,1,0,0
Kings,14~41,U.S. House,9,Libertarian,Gary Popkin,0,105,,24,0,1,1,0,0
Kings,14~41,President,,Conservative,Donald J. Trump / Michael R. Pence,3,105,,24,0,1,1,0,0
Kings,14~41,State Assembly,41,Democratic,Helene E. Weinstein,71,105,,24,0,1,1,0,0
Kings,14~41,U.S. House,9,SAM,Joel B. Anabilah-Azumah,3,105,,24,0,1,1,0,0
Kings,14~41,State Assembly,41,Republican,Ramona Johnson,45,105,,24,0,1,1,0,0
Kings,14~41,President,,Independence,Brock Pierce / Karla Ballard,0,105,,24,0,1,1,0,0
Kings,14~41,President,,Working Families,Joseph R. Biden / Kamala D. Harris,3,105,,24,0,1,1,0,0
Kings,14~41,State Senate,19,Democratic,Roxanne J. Persaud,80,105,,24,0,1,1,0,0
Kings,14~41,State Assembly,41,Working Families,Helene E. Weinstein,6,105,,24,0,1,1,0,0
Kings,14~41,State Assembly,41,Conservative,Ramona Johnson,2,105,,24,0,1,1,0,0
Kings,14~41,U.S. House,9,Republican,Constantine Jean-Pierre,51,105,,24,0,1,1,0,0
Kings,15~41,President,,Democratic,Joseph R. Biden / Kamala D. Harris,70,140,,25,2,12,4,0,0
Kings,15~41,President,,Republican,Donald J. Trump / Michael R. Pence,93,140,,25,2,12,4,0,0
Kings,15~41,U.S. House,9,Conservative,Constantine Jean-Pierre,12,140,,25,2,12,4,0,0
Kings,15~41,U.S. House,9,Working Families,Yvette D. Clarke,9,140,,25,2,12,4,0,0
