county,precinct,office,district,party,candidate,votes,,
Otsego,Oneonta 1,President,,Dem,Elizabeth Warren,8,,
Otsego,Oneonta 2,President,,Dem,Elizabeth Warren,8,,
Otsego,Oneonta 3,President,,Dem,Elizabeth Warren,7,,
Otsego,Oneonta 4,President,,Dem,Elizabeth Warren,2,,
Otsego,Otego 1,President,,Dem,Elizabeth Warren,3,,
Otsego,Otego 2,President,,Dem,Elizabeth Warren,6,,
Otsego,Otsego 1,President,,Dem,Elizabeth Warren,16,,
Otsego,Otsego 2,President,,Dem,Elizabeth Warren,1,,
Otsego,Otsego 3,President,,Dem,Elizabeth Warren,7,,
Otsego,Pittsfield 1,President,,Dem,Elizabeth Warren,1,,
Otsego,Plainfield 1,President,,Dem,Elizabeth Warren,0,,
Otsego,Richfield 1,President,,Dem,Elizabeth Warren,2,,
Otsego,Richfield 2,President,,Dem,Elizabeth Warren,0,,
Otsego,Roseboom 1,President,,Dem,Elizabeth Warren,4,,
Otsego,Springfield 1,President,,Dem,Elizabeth Warren,1,,
Otsego,Unadilla 1,President,,Dem,Elizabeth Warren,1,,
Otsego,Unadilla 2,President,,Dem,Elizabeth Warren,0,,
Otsego,Unadilla 3,President,,Dem,Elizabeth Warren,4,,
Otsego,Westford 1,President,,Dem,Elizabeth Warren,2,,
Otsego,Worcester 1,President,,Dem,Elizabeth Warren,1,,
Otsego,Worcester 2,President,,Dem,Elizabeth Warren,2,,
Otsego,Worcester 3,President,,Dem,Elizabeth Warren,1,,
Otsego,Oneonta City Ward 1,President,,Dem,Elizabeth Warren,13,,
Otsego,Oneonta City Ward 2,President,,Dem,Elizabeth Warren,16,,
Otsego,Oneonta City Ward 3,President,,Dem,Elizabeth Warren,5,,
Otsego,Oneonta City Ward 4,President,,Dem,Elizabeth Warren,11,,
Otsego,Oneonta City Ward 5,President,,Dem,Elizabeth Warren,6,,
Otsego,Oneonta City Ward 6,President,,Dem,Elizabeth Warren,4,,
Otsego,Oneonta City Ward 7,President,,Dem,Elizabeth Warren,4,,
Otsego,Oneonta City Ward 8,President,,Dem,Elizabeth Warren,10,,
Otsego,Burlington  1,President,,Dem,Andrew Yang,2,,
Otsego,Butternuts 1,President,,Dem,Andrew Yang,0,,
Otsego,Butternuts 2,President,,Dem,Andrew Yang,0,,
Otsego,Cherry Valley 1,President,,Dem,Andrew Yang,1,,
Otsego,Decatur 1,President,,Dem,Andrew Yang,0,,
Otsego,Edmeston 1,President,,Dem,Andrew Yang,1,,
Otsego,Exeter 1,President,,Dem,Andrew Yang,0,,
Otsego,Hartwick 1,President,,Dem,Andrew Yang,0,,
Otsego,Hartwick 2,President,,Dem,Andrew Yang,0,,
Otsego,Laurens 1,President,,Dem,Andrew Yang,0,,
Otsego,Laurens 2,President,,Dem,Andrew Yang,1,,
Otsego,Maryland 1,President,,Dem,Andrew Yang,0,,
Otsego,Maryland 2,President,,Dem,Andrew Yang,1,,
Otsego,Middlefield 1,President,,Dem,Andrew Yang,1,,
Otsego,Middlefield 2,President,,Dem,Andrew Yang,1,,
Otsego,Milford 1,President,,Dem,Andrew Yang,1,,
Otsego,Milford 2,President,,Dem,Andrew Yang,1,,
Otsego,Morris 1,President,,Dem,Andrew Yang,5,,
Otsego,New Lisbon 1,President,,Dem,Andrew Yang,1,,
Otsego,Oneonta 1,President,,Dem,Andrew Yang,0,,
Otsego,Oneonta 2,President,,Dem,Andrew Yang,0,,
Otsego,Oneonta 3,President,,Dem,Andrew Yang,1,,
Otsego,Oneonta 4,President,,Dem,Andrew Yang,0,,
Otsego,Otego 1,President,,Dem,Andrew Yang,1,,
Otsego,Otego 2,President,,Dem,Andrew Yang,0,,
Otsego,Otsego 1,President,,Dem,Andrew Yang,2,,
Otsego,Otsego 2,President,,Dem,Andrew Yang,0,,
Otsego,Otsego 3,President,,Dem,Andrew Yang,1,,
Otsego,Pittsfield 1,President,,Dem,Andrew Yang,0,,
Otsego,Plainfield 1,President,,Dem,Andrew Yang,0,,
Otsego,Richfield 1,President,,Dem,Andrew Yang,0,,
Otsego,Richfield 2,President,,Dem,Andrew Yang,0,,
Otsego,Roseboom 1,President,,Dem,Andrew Yang,0,,
Otsego,Springfield 1,President,,Dem,Andrew Yang,1,,
Otsego,Unadilla 1,President,,Dem,Andrew Yang,2,,
Otsego,Unadilla 2,President,,Dem,Andrew Yang,1,,
Otsego,Unadilla 3,President,,Dem,Andrew Yang,1,,
Otsego,Westford 1,President,,Dem,Andrew Yang,0,,
Otsego,Worcester 1,President,,Dem,Andrew Yang,0,,
Otsego,Worcester 2,President,,Dem,Andrew Yang,2,,
Otsego,Worcester 3,President,,Dem,Andrew Yang,0,,
Otsego,Oneonta City Ward 1,President,,Dem,Andrew Yang,1,,
Otsego,Oneonta City Ward 2,President,,Dem,Andrew Yang,1,,
Otsego,Oneonta City Ward 3,President,,Dem,Andrew Yang,0,,
Otsego,Oneonta City Ward 4,President,,Dem,Andrew Yang,2,,
Otsego,Oneonta City Ward 5,President,,Dem,Andrew Yang,1,,
Otsego,Oneonta City Ward 6,President,,Dem,Andrew Yang,3,,
Otsego,Oneonta City Ward 7,President,,Dem,Andrew Yang,1,,
Otsego,Oneonta City Ward 8,President,,Dem,Andrew Yang,3,,
Otsego,Burlington  1,President,,Dem,Deval Patrick,1,,
Otsego,Butternuts 1,President,,Dem,Deval Patrick,0,,
Otsego,Butternuts 2,President,,Dem,Deval Patrick,0,,
Otsego,Cherry Valley 1,President,,Dem,Deval Patrick,0,,
Otsego,Decatur 1,President,,Dem,Deval Patrick,0,,
Otsego,Edmeston 1,President,,Dem,Deval Patrick,0,,
Otsego,Exeter 1,President,,Dem,Deval Patrick,0,,
Otsego,Hartwick 1,President,,Dem,Deval Patrick,0,,
Otsego,Hartwick 2,President,,Dem,Deval Patrick,0,,
Otsego,Laurens 1,President,,Dem,Deval Patrick,0,,
Otsego,Laurens 2,President,,Dem,Deval Patrick,0,,
Otsego,Maryland 1,President,,Dem,Deval Patrick,0,,
Otsego,Maryland 2,President,,Dem,Deval Patrick,0,,
Otsego,Middlefield 1,President,,Dem,Deval Patrick,0,,
Otsego,Middlefield 2,President,,Dem,Deval Patrick,0,,
Otsego,Milford 1,President,,Dem,Deval Patrick,0,,
Otsego,Milford 2,President,,Dem,Deval Patrick,1,,
Otsego,Morris 1,President,,Dem,Deval Patrick,0,,
Otsego,New Lisbon 1,President,,Dem,Deval Patrick,0,,
Otsego,Oneonta 1,President,,Dem,Deval Patrick,0,,
Otsego,Oneonta 2,President,,Dem,Deval Patrick,1,,
Otsego,Oneonta 3,President,,Dem,Deval Patrick,0,,
Otsego,Oneonta 4,President,,Dem,Deval Patrick,0,,
Otsego,Otego 1,President,,Dem,Deval Patrick,0,,
Otsego,Otego 2,President,,Dem,Deval Patrick,0,,
Otsego,Otsego 1,President,,Dem,Deval Patrick,0,,
Otsego,Otsego 2,President,,Dem,Deval Patrick,0,,
Otsego,Otsego 3,President,,Dem,Deval Patrick,1,,
Otsego,Pittsfield 1,President,,Dem,Deval Patrick,0,,
Otsego,Plainfield 1,President,,Dem,Deval Patrick,1,,
Otsego,Richfield 1,President,,Dem,Deval Patrick,0,,
Otsego,Richfield 2,President,,Dem,Deval Patrick,0,,
Otsego,Roseboom 1,President,,Dem,Deval Patrick,0,,
Otsego,Springfield 1,President,,Dem,Deval Patrick,0,,
Otsego,Unadilla 1,President,,Dem,Deval Patrick,0,,
Otsego,Unadilla 2,President,,Dem,Deval Patrick,1,,
Otsego,Unadilla 3,President,,Dem,Deval Patrick,0,,
Otsego,Westford 1,President,,Dem,Deval Patrick,1,,
Otsego,Worcester 1,President,,Dem,Deval Patrick,1,,
Otsego,Worcester 2,President,,Dem,Deval Patrick,1,,
Otsego,Worcester 3,President,,Dem,Deval Patrick,0,,
Otsego,Oneonta City Ward 1,President,,Dem,Deval Patrick,0,,
Otsego,Oneonta City Ward 2,President,,Dem,Deval Patrick,0,,
Otsego,Oneonta City Ward 3,President,,Dem,Deval Patrick,0,,
Otsego,Oneonta City Ward 4,President,,Dem,Deval Patrick,0,,
Otsego,Oneonta City Ward 5,President,,Dem,Deval Patrick,0,,
Otsego,Oneonta City Ward 6,President,,Dem,Deval Patrick,1,,
Otsego,Oneonta City Ward 7,President,,Dem,Deval Patrick,0,,
Otsego,Oneonta City Ward 8,President,,Dem,Deval Patrick,0,,
Otsego,Burlington  1,President,,Dem,Undervotes,0,,
Otsego,Butternuts 1,President,,Dem,Undervotes,0,,
Otsego,Butternuts 2,President,,Dem,Undervotes,0,,
Otsego,Cherry Valley 1,President,,Dem,Undervotes,0,,
Otsego,Decatur 1,President,,Dem,Undervotes,0,,
Otsego,Edmeston 1,President,,Dem,Undervotes,1,,
Otsego,Exeter 1,President,,Dem,Undervotes,1,,
Otsego,Hartwick 1,President,,Dem,Undervotes,0,,
Otsego,Hartwick 2,President,,Dem,Undervotes,1,,
Otsego,Laurens 1,President,,Dem,Undervotes,0,,
Otsego,Laurens 2,President,,Dem,Undervotes,1,,
Otsego,Maryland 1,President,,Dem,Undervotes,1,,
Otsego,Maryland 2,President,,Dem,Undervotes,0,,
Otsego,Middlefield 1,President,,Dem,Undervotes,0,,
Otsego,Middlefield 2,President,,Dem,Undervotes,0,,
Otsego,Milford 1,President,,Dem,Undervotes,1,,
Otsego,Milford 2,President,,Dem,Undervotes,2,,
Otsego,Morris 1,President,,Dem,Undervotes,0,,
Otsego,New Lisbon 1,President,,Dem,Undervotes,0,,
Otsego,Oneonta 1,President,,Dem,Undervotes,0,,
Otsego,Oneonta 2,President,,Dem,Undervotes,2,,
Otsego,Oneonta 3,President,,Dem,Undervotes,1,,
Otsego,Oneonta 4,President,,Dem,Undervotes,0,,
Otsego,Otego 1,President,,Dem,Undervotes,0,,
Otsego,Otego 2,President,,Dem,Undervotes,3,,
Otsego,Otsego 1,President,,Dem,Undervotes,0,,
Otsego,Otsego 2,President,,Dem,Undervotes,1,,
Otsego,Otsego 3,President,,Dem,Undervotes,1,,
Otsego,Pittsfield 1,President,,Dem,Undervotes,0,,
Otsego,Plainfield 1,President,,Dem,Undervotes,1,,
Otsego,Richfield 1,President,,Dem,Undervotes,0,,
Otsego,Richfield 2,President,,Dem,Undervotes,1,,
Otsego,Roseboom 1,President,,Dem,Undervotes,1,,
Otsego,Springfield 1,President,,Dem,Undervotes,1,,
Otsego,Unadilla 1,President,,Dem,Undervotes,0,,
Otsego,Unadilla 2,President,,Dem,Undervotes,0,,
Otsego,Unadilla 3,President,,Dem,Undervotes,0,,
Otsego,Westford 1,President,,Dem,Undervotes,0,,
Otsego,Worcester 1,President,,Dem,Undervotes,2,,
Otsego,Worcester 2,President,,Dem,Undervotes,0,,
Otsego,Worcester 3,President,,Dem,Undervotes,1,,
Otsego,Oneonta City Ward 1,President,,Dem,Undervotes,0,,
Otsego,Oneonta City Ward 2,President,,Dem,Undervotes,2,,
Otsego,Oneonta City Ward 3,President,,Dem,Undervotes,1,,
Otsego,Oneonta City Ward 4,President,,Dem,Undervotes,0,,
Otsego,Oneonta City Ward 5,President,,Dem,Undervotes,0,,
Otsego,Oneonta City Ward 6,President,,Dem,Undervotes,0,,
Otsego,Oneonta City Ward 7,President,,Dem,Undervotes,1,,
Otsego,Oneonta City Ward 8,President,,Dem,Undervotes,2,,
Otsego,Burlington  1,President,,Dem,Overvotes,0,,
Otsego,Butternuts 1,President,,Dem,Overvotes,0,,
Otsego,Butternuts 2,President,,Dem,Overvotes,0,,
Otsego,Cherry Valley 1,President,,Dem,Overvotes,1,,
Otsego,Decatur 1,President,,Dem,Overvotes,0,,
Otsego,Edmeston 1,President,,Dem,Overvotes,0,,
Otsego,Exeter 1,President,,Dem,Overvotes,0,,
Otsego,Hartwick 1,President,,Dem,Overvotes,0,,
Otsego,Hartwick 2,President,,Dem,Overvotes,0,,
Otsego,Laurens 1,President,,Dem,Overvotes,0,,
Otsego,Laurens 2,President,,Dem,Overvotes,1,,
Otsego,Maryland 1,President,,Dem,Overvotes,1,,
Otsego,Maryland 2,President,,Dem,Overvotes,0,,
Otsego,Middlefield 1,President,,Dem,Overvotes,0,,
Otsego,Middlefield 2,President,,Dem,Overvotes,0,,
Otsego,Milford 1,President,,Dem,Overvotes,0,,
Otsego,Milford 2,President,,Dem,Overvotes,1,,
Otsego,Morris 1,President,,Dem,Overvotes,0,,
Otsego,New Lisbon 1,President,,Dem,Overvotes,0,,
Otsego,Oneonta 1,President,,Dem,Overvotes,1,,
Otsego,Oneonta 2,President,,Dem,Overvotes,1,,
Otsego,Oneonta 3,President,,Dem,Overvotes,0,,
Otsego,Oneonta 4,President,,Dem,Overvotes,0,,
Otsego,Otego 1,President,,Dem,Overvotes,0,,
Otsego,Otego 2,President,,Dem,Overvotes,0,,
Otsego,Otsego 1,President,,Dem,Overvotes,0,,
Otsego,Otsego 2,President,,Dem,Overvotes,0,,
Otsego,Otsego 3,President,,Dem,Overvotes,1,,
Otsego,Pittsfield 1,President,,Dem,Overvotes,1,,
Otsego,Plainfield 1,President,,Dem,Overvotes,0,,
Otsego,Richfield 1,President,,Dem,Overvotes,1,,
Otsego,Richfield 2,President,,Dem,Overvotes,0,,
Otsego,Roseboom 1,President,,Dem,Overvotes,0,,
Otsego,Springfield 1,President,,Dem,Overvotes,0,,
Otsego,Unadilla 1,President,,Dem,Overvotes,0,,
Otsego,Unadilla 2,President,,Dem,Overvotes,0,,
Otsego,Unadilla 3,President,,Dem,Overvotes,0,,
Otsego,Westford 1,President,,Dem,Overvotes,0,,
Otsego,Worcester 1,President,,Dem,Overvotes,0,,
Otsego,Worcester 2,President,,Dem,Overvotes,0,,
Otsego,Worcester 3,President,,Dem,Overvotes,0,,
Otsego,Oneonta City Ward 1,President,,Dem,Overvotes,2,,
Otsego,Oneonta City Ward 2,President,,Dem,Overvotes,2,,
Otsego,Oneonta City Ward 3,President,,Dem,Overvotes,0,,
Otsego,Oneonta City Ward 4,President,,Dem,Overvotes,0,,
Otsego,Oneonta City Ward 5,President,,Dem,Overvotes,2,,
Otsego,Oneonta City Ward 6,President,,Dem,Overvotes,1,,
Otsego,Oneonta City Ward 7,President,,Dem,Overvotes,1,,
Otsego,Oneonta City Ward 8,President,,Dem,Overvotes,0,,
Otsego,Burlington  1,President,,Dem,Write-Ins,0,,
Otsego,Butternuts 1,President,,Dem,Write-Ins,0,,
Otsego,Butternuts 2,President,,Dem,Write-Ins,0,,
Otsego,Cherry Valley 1,President,,Dem,Write-Ins,0,,
Otsego,Decatur 1,President,,Dem,Write-Ins,0,,
Otsego,Edmeston 1,President,,Dem,Write-Ins,0,,
Otsego,Exeter 1,President,,Dem,Write-Ins,0,,
Otsego,Hartwick 1,President,,Dem,Write-Ins,0,,
Otsego,Hartwick 2,President,,Dem,Write-Ins,0,,
Otsego,Laurens 1,President,,Dem,Write-Ins,0,,
Otsego,Laurens 2,President,,Dem,Write-Ins,0,,
Otsego,Maryland 1,President,,Dem,Write-Ins,0,,
Otsego,Maryland 2,President,,Dem,Write-Ins,0,,
Otsego,Middlefield 1,President,,Dem,Write-Ins,0,,
Otsego,Middlefield 2,President,,Dem,Write-Ins,0,,
Otsego,Milford 1,President,,Dem,Write-Ins,0,,
Otsego,Milford 2,President,,Dem,Write-Ins,0,,
Otsego,Morris 1,President,,Dem,Write-Ins,0,,
Otsego,New Lisbon 1,President,,Dem,Write-Ins,0,,
Otsego,Oneonta 1,President,,Dem,Write-Ins,0,,
Otsego,Oneonta 2,President,,Dem,Write-Ins,0,,
Otsego,Oneonta 3,President,,Dem,Write-Ins,0,,
Otsego,Oneonta 4,President,,Dem,Write-Ins,0,,
Otsego,Otego 1,President,,Dem,Write-Ins,0,,
Otsego,Otego 2,President,,Dem,Write-Ins,0,,
Otsego,Otsego 1,President,,Dem,Write-Ins,0,,
Otsego,Otsego 2,President,,Dem,Write-Ins,0,,
Otsego,Otsego 3,President,,Dem,Write-Ins,0,,
Otsego,Pittsfield 1,President,,Dem,Write-Ins,0,,
Otsego,Plainfield 1,President,,Dem,Write-Ins,0,,
Otsego,Richfield 1,President,,Dem,Write-Ins,0,,
Otsego,Richfield 2,President,,Dem,Write-Ins,0,,
Otsego,Roseboom 1,President,,Dem,Write-Ins,0,,
Otsego,Springfield 1,President,,Dem,Write-Ins,0,,
Otsego,Unadilla 1,President,,Dem,Write-Ins,0,,
Otsego,Unadilla 2,President,,Dem,Write-Ins,0,,
Otsego,Unadilla 3,President,,Dem,Write-Ins,0,,
Otsego,Westford 1,President,,Dem,Write-Ins,0,,
Otsego,Worcester 1,President,,Dem,Write-Ins,0,,
Otsego,Worcester 2,President,,Dem,Write-Ins,0,,
Otsego,Worcester 3,President,,Dem,Write-Ins,0,,
Otsego,Oneonta City Ward 1,President,,Dem,Write-Ins,0,,
Otsego,Oneonta City Ward 2,President,,Dem,Write-Ins,0,,
Otsego,Oneonta City Ward 3,President,,Dem,Write-Ins,0,,
Otsego,Oneonta City Ward 4,President,,Dem,Write-Ins,0,,
Otsego,Oneonta City Ward 5,President,,Dem,Write-Ins,0,,
Otsego,Oneonta City Ward 6,President,,Dem,Write-Ins,0,,
Otsego,Oneonta City Ward 7,President,,Dem,Write-Ins,0,,
Otsego,Oneonta City Ward 8,President,,Dem,Write-Ins,0,,
Otsego,Burlington  1,U.S House,19,Dem,Ola Hawatmeh,30,,
Otsego,Butternuts 1,U.S House,19,Dem,Ola Hawatmeh,14,,
Otsego,Butternuts 2,U.S House,19,Dem,Ola Hawatmeh,20,,
Otsego,Cherry Valley 1,U.S House,19,Dem,Ola Hawatmeh,27,,
Otsego,Decatur 1,U.S House,19,Dem,Ola Hawatmeh,7,,
Otsego,Edmeston 1,U.S House,19,Dem,Ola Hawatmeh,33,,
Otsego,Exeter 1,U.S House,19,Dem,Ola Hawatmeh,21,,
Otsego,Hartwick 1,U.S House,19,Dem,Ola Hawatmeh,75,,
Otsego,Hartwick 2,U.S House,19,Dem,Ola Hawatmeh,23,,
Otsego,Laurens 1,U.S House,19,Dem,Ola Hawatmeh,37,,
Otsego,Laurens 2,U.S House,19,Dem,Ola Hawatmeh,39,,
Otsego,Maryland 1,U.S House,19,Dem,Ola Hawatmeh,19,,
Otsego,Maryland 2,U.S House,19,Dem,Ola Hawatmeh,37,,
Otsego,Middlefield 1,U.S House,19,Dem,Ola Hawatmeh,16,,
Otsego,Middlefield 2,U.S House,19,Dem,Ola Hawatmeh,34,,
Otsego,Milford 1,U.S House,19,Dem,Ola Hawatmeh,16,,
Otsego,Milford 2,U.S House,19,Dem,Ola Hawatmeh,50,,
Otsego,Morris 1,U.S House,19,Dem,Ola Hawatmeh,45,,
Otsego,New Lisbon 1,U.S House,19,Dem,Ola Hawatmeh,39,,
Otsego,Oneonta 1,U.S House,19,Dem,Ola Hawatmeh,27,,
Otsego,Oneonta 2,U.S House,19,Dem,Ola Hawatmeh,29,,
Otsego,Oneonta 3,U.S House,19,Dem,Ola Hawatmeh,14,,
Otsego,Oneonta 4,U.S House,19,Dem,Ola Hawatmeh,25,,
Otsego,Otego 1,U.S House,19,Dem,Ola Hawatmeh,37,,
Otsego,Otego 2,U.S House,19,Dem,Ola Hawatmeh,57,,
Otsego,Otsego 1,U.S House,19,Dem,Ola Hawatmeh,31,,
Otsego,Otsego 2,U.S House,19,Dem,Ola Hawatmeh,10,,
Otsego,Otsego 3,U.S House,19,Dem,Ola Hawatmeh,50,,
Otsego,Pittsfield 1,U.S House,19,Dem,Ola Hawatmeh,20,,
Otsego,Plainfield 1,U.S House,19,Dem,Ola Hawatmeh,18,,
Otsego,Richfield 1,U.S House,19,Dem,Ola Hawatmeh,24,,
Otsego,Richfield 2,U.S House,19,Dem,Ola Hawatmeh,36,,
Otsego,Roseboom 1,U.S House,19,Dem,Ola Hawatmeh,19,,
Otsego,Springfield 1,U.S House,19,Dem,Ola Hawatmeh,22,,
Otsego,Unadilla 1,U.S House,19,Dem,Ola Hawatmeh,32,,
Otsego,Unadilla 2,U.S House,19,Dem,Ola Hawatmeh,37,,
Otsego,Unadilla 3,U.S House,19,Dem,Ola Hawatmeh,26,,
Otsego,Westford 1,U.S House,19,Dem,Ola Hawatmeh,26,,
Otsego,Worcester 1,U.S House,19,Dem,Ola Hawatmeh,12,,
Otsego,Worcester 2,U.S House,19,Dem,Ola Hawatmeh,19,,
Otsego,Worcester 3,U.S House,19,Dem,Ola Hawatmeh,33,,
Otsego,Oneonta City Ward 1,U.S House,19,Dem,Ola Hawatmeh,20,,
Otsego,Oneonta City Ward 2,U.S House,19,Dem,Ola Hawatmeh,15,,
Otsego,Oneonta City Ward 3,U.S House,19,Dem,Ola Hawatmeh,4,,
Otsego,Oneonta City Ward 4,U.S House,19,Dem,Ola Hawatmeh,13,,
Otsego,Oneonta City Ward 5,U.S House,19,Dem,Ola Hawatmeh,12,,
Otsego,Oneonta City Ward 6,U.S House,19,Dem,Ola Hawatmeh,21,,
Otsego,Oneonta City Ward 7,U.S House,19,Dem,Ola Hawatmeh,9,,
Otsego,Oneonta City Ward 8,U.S House,19,Dem,Ola Hawatmeh,3,,
Otsego,Burlington  1,U.S House,19,Dem,Kyle Van De Water,20,,
Otsego,Butternuts 1,U.S House,19,Dem,Kyle Van De Water,26,,
Otsego,Butternuts 2,U.S House,19,Dem,Kyle Van De Water,31,,
Otsego,Cherry Valley 1,U.S House,19,Dem,Kyle Van De Water,24,,
Otsego,Decatur 1,U.S House,19,Dem,Kyle Van De Water,9,,
Otsego,Edmeston 1,U.S House,19,Dem,Kyle Van De Water,28,,
Otsego,Exeter 1,U.S House,19,Dem,Kyle Van De Water,22,,
Otsego,Hartwick 1,U.S House,19,Dem,Kyle Van De Water,15,,
Otsego,Hartwick 2,U.S House,19,Dem,Kyle Van De Water,23,,
Otsego,Laurens 1,U.S House,19,Dem,Kyle Van De Water,15,,
Otsego,Laurens 2,U.S House,19,Dem,Kyle Van De Water,20,,
Otsego,Maryland 1,U.S House,19,Dem,Kyle Van De Water,14,,
Otsego,Maryland 2,U.S House,19,Dem,Kyle Van De Water,45,,
Otsego,Middlefield 1,U.S House,19,Dem,Kyle Van De Water,20,,
Otsego,Middlefield 2,U.S House,19,Dem,Kyle Van De Water,27,,
Otsego,Milford 1,U.S House,19,Dem,Kyle Van De Water,24,,
Otsego,Milford 2,U.S House,19,Dem,Kyle Van De Water,42,,
Otsego,Morris 1,U.S House,19,Dem,Kyle Van De Water,56,,
Otsego,New Lisbon 1,U.S House,19,Dem,Kyle Van De Water,31,,
Otsego,Oneonta 1,U.S House,19,Dem,Kyle Van De Water,33,,
Otsego,Oneonta 2,U.S House,19,Dem,Kyle Van De Water,38,,
Otsego,Oneonta 3,U.S House,19,Dem,Kyle Van De Water,20,,
Otsego,Oneonta 4,U.S House,19,Dem,Kyle Van De Water,16,,
Otsego,Otego 1,U.S House,19,Dem,Kyle Van De Water,31,,
Otsego,Otego 2,U.S House,19,Dem,Kyle Van De Water,31,,
Otsego,Otsego 1,U.S House,19,Dem,Kyle Van De Water,24,,
Otsego,Otsego 2,U.S House,19,Dem,Kyle Van De Water,12,,
Otsego,Otsego 3,U.S House,19,Dem,Kyle Van De Water,29,,
Otsego,Pittsfield 1,U.S House,19,Dem,Kyle Van De Water,14,,
Otsego,Plainfield 1,U.S House,19,Dem,Kyle Van De Water,23,,
Otsego,Richfield 1,U.S House,19,Dem,Kyle Van De Water,30,,
Otsego,Richfield 2,U.S House,19,Dem,Kyle Van De Water,35,,
Otsego,Roseboom 1,U.S House,19,Dem,Kyle Van De Water,5,,
Otsego,Springfield 1,U.S House,19,Dem,Kyle Van De Water,20,,
Otsego,Unadilla 1,U.S House,19,Dem,Kyle Van De Water,27,,
Otsego,Unadilla 2,U.S House,19,Dem,Kyle Van De Water,53,,
Otsego,Unadilla 3,U.S House,19,Dem,Kyle Van De Water,16,,
Otsego,Westford 1,U.S House,19,Dem,Kyle Van De Water,29,,
Otsego,Worcester 1,U.S House,19,Dem,Kyle Van De Water,21,,
Otsego,Worcester 2,U.S House,19,Dem,Kyle Van De Water,12,,
Otsego,Worcester 3,U.S House,19,Dem,Kyle Van De Water,27,,
Otsego,Oneonta City Ward 1,U.S House,19,Dem,Kyle Van De Water,21,,
Otsego,Oneonta City Ward 2,U.S House,19,Dem,Kyle Van De Water,12,,
Otsego,Oneonta City Ward 3,U.S House,19,Dem,Kyle Van De Water,4,,
Otsego,Oneonta City Ward 4,U.S House,19,Dem,Kyle Van De Water,12,,
Otsego,Oneonta City Ward 5,U.S House,19,Dem,Kyle Van De Water,24,,
Otsego,Oneonta City Ward 6,U.S House,19,Dem,Kyle Van De Water,25,,
Otsego,Oneonta City Ward 7,U.S House,19,Dem,Kyle Van De Water,4,,
Otsego,Oneonta City Ward 8,U.S House,19,Dem,Kyle Van De Water,9,,
Otsego,Burlington  1,U.S House,19,Dem,Undervotes,3,,
Otsego,Butternuts 1,U.S House,19,Dem,Undervotes,15,,
Otsego,Butternuts 2,U.S House,19,Dem,Undervotes,9,,
Otsego,Cherry Valley 1,U.S House,19,Dem,Undervotes,0,,
Otsego,Decatur 1,U.S House,19,Dem,Undervotes,0,,
Otsego,Edmeston 1,U.S House,19,Dem,Undervotes,0,,
Otsego,Exeter 1,U.S House,19,Dem,Undervotes,0,,
Otsego,Hartwick 1,U.S House,19,Dem,Undervotes,1,,
Otsego,Hartwick 2,U.S House,19,Dem,Undervotes,0,,
Otsego,Laurens 1,U.S House,19,Dem,Undervotes,0,,
Otsego,Laurens 2,U.S House,19,Dem,Undervotes,0,,
Otsego,Maryland 1,U.S House,19,Dem,Undervotes,0,,
Otsego,Maryland 2,U.S House,19,Dem,Undervotes,0,,
Otsego,Middlefield 1,U.S House,19,Dem,Undervotes,0,,
Otsego,Middlefield 2,U.S House,19,Dem,Undervotes,0,,
Otsego,Milford 1,U.S House,19,Dem,Undervotes,0,,
Otsego,Milford 2,U.S House,19,Dem,Undervotes,2,,
Otsego,Morris 1,U.S House,19,Dem,Undervotes,18,,
Otsego,New Lisbon 1,U.S House,19,Dem,Undervotes,0,,
Otsego,Oneonta 1,U.S House,19,Dem,Undervotes,1,,
Otsego,Oneonta 2,U.S House,19,Dem,Undervotes,0,,
Otsego,Oneonta 3,U.S House,19,Dem,Undervotes,0,,
Otsego,Oneonta 4,U.S House,19,Dem,Undervotes,1,,
Otsego,Otego 1,U.S House,19,Dem,Undervotes,1,,
Otsego,Otego 2,U.S House,19,Dem,Undervotes,1,,
Otsego,Otsego 1,U.S House,19,Dem,Undervotes,0,,
Otsego,Otsego 2,U.S House,19,Dem,Undervotes,2,,
Otsego,Otsego 3,U.S House,19,Dem,Undervotes,0,,
Otsego,Pittsfield 1,U.S House,19,Dem,Undervotes,0,,
Otsego,Plainfield 1,U.S House,19,Dem,Undervotes,0,,
Otsego,Richfield 1,U.S House,19,Dem,Undervotes,0,,
Otsego,Richfield 2,U.S House,19,Dem,Undervotes,0,,
Otsego,Roseboom 1,U.S House,19,Dem,Undervotes,0,,
Otsego,Springfield 1,U.S House,19,Dem,Undervotes,0,,
Otsego,Unadilla 1,U.S House,19,Dem,Undervotes,14,,
Otsego,Unadilla 2,U.S House,19,Dem,Undervotes,18,,
Otsego,Unadilla 3,U.S House,19,Dem,Undervotes,10,,
Otsego,Westford 1,U.S House,19,Dem,Undervotes,0,,
Otsego,Worcester 1,U.S House,19,Dem,Undervotes,0,,
Otsego,Worcester 2,U.S House,19,Dem,Undervotes,0,,
Otsego,Worcester 3,U.S House,19,Dem,Undervotes,0,,
Otsego,Oneonta City Ward 1,U.S House,19,Dem,Undervotes,0,,
Otsego,Oneonta City Ward 2,U.S House,19,Dem,Undervotes,0,,
Otsego,Oneonta City Ward 3,U.S House,19,Dem,Undervotes,1,,
