county,precinct,office,district,party,candidate,election_day,absentee,hand_count,votes
Tompkins,Ithaca 3. 12,State Assembly,125,DEM,Anna Kelles,39,87,0,126
Tompkins,"Ithaca 4, 11",State Assembly,125,DEM,Anna Kelles,50,196,0,246
Tompkins,"Ithaca 5, 6",State Assembly,125,DEM,Anna Kelles,57,188,0,245
Tompkins,"Ithaca 7, 8, 9",State Assembly,125,DEM,Anna Kelles,58,203,0,261
Tompkins,Ithaca 10,State Assembly,125,DEM,Anna Kelles,40,71,0,111
Tompkins,"Lansing 1, 3",State Assembly,125,DEM,Anna Kelles,61,120,0,181
Tompkins,"Lansing 2, 8",State Assembly,125,DEM,Anna Kelles,19,36,0,55
Tompkins,Lansing 4,State Assembly,125,DEM,Anna Kelles,12,33,0,45
Tompkins,"Lansing 5, 7",State Assembly,125,DEM,Anna Kelles,69,122,0,191
Tompkins,Lansing 6,State Assembly,125,DEM,Anna Kelles,24,65,0,89
Tompkins,"Newfield 1, 2, 3",State Assembly,125,DEM,Anna Kelles,63,128,0,191
Tompkins,"Ulysses 1, 3",State Assembly,125,DEM,Anna Kelles,65,140,0,205
Tompkins,Ulysses 2,State Assembly,125,DEM,Anna Kelles,25,46,0,71
Tompkins,Ulysses 4,State Assembly,125,DEM,Anna Kelles,34,58,0,92
Tompkins,"City of Ithaca 1-1, 1-2",State Assembly,125,DEM,Beau A.C. Harbin,1,4,0,5
Tompkins,"City of Ithaca 1-3, 2-2",State Assembly,125,DEM,Beau A.C. Harbin,5,3,0,8
Tompkins,City of Ithaca 1-4,State Assembly,125,DEM,Beau A.C. Harbin,1,1,0,2
Tompkins,"City of Ithaca 2-1, 2-3",State Assembly,125,DEM,Beau A.C. Harbin,1,5,0,6
Tompkins,"City of Ithaca 2-4, 4-1",State Assembly,125,DEM,Beau A.C. Harbin,5,2,0,7
Tompkins,"City of Ithaca 3-1, 3-2, 3-3",State Assembly,125,DEM,Beau A.C. Harbin,6,6,0,12
Tompkins,"City of Ithaca 5-1, 5-2",State Assembly,125,DEM,Beau A.C. Harbin,0,5,0,5
Tompkins,City of Ithaca 5-3,State Assembly,125,DEM,Beau A.C. Harbin,0,0,0,0
Tompkins,Caroline 1,State Assembly,125,DEM,Beau A.C. Harbin,1,1,0,2
Tompkins,"Caroline 2, 3",State Assembly,125,DEM,Beau A.C. Harbin,4,5,0,9
Tompkins,"Danby 1, 2, 3",State Assembly,125,DEM,Beau A.C. Harbin,4,8,0,12
Tompkins,"Dryden 1, 5",State Assembly,125,DEM,Beau A.C. Harbin,6,2,0,8
Tompkins,Dryden 2,State Assembly,125,DEM,Beau A.C. Harbin,4,4,0,8
Tompkins,"Dryden 3, 6, 7, 10",State Assembly,125,DEM,Beau A.C. Harbin,8,7,0,15
Tompkins,"Dryden 4, 9",State Assembly,125,DEM,Beau A.C. Harbin,2,2,0,4
Tompkins,Dryden 8,State Assembly,125,DEM,Beau A.C. Harbin,2,1,0,3
Tompkins,"Enfield 1, 2, 3",State Assembly,125,DEM,Beau A.C. Harbin,1,1,0,2
Tompkins,Groton 1,State Assembly,125,DEM,Beau A.C. Harbin,1,1,0,2
Tompkins,"Groton 2, 3",State Assembly,125,DEM,Beau A.C. Harbin,4,9,0,13
Tompkins,Groton 4,State Assembly,125,DEM,Beau A.C. Harbin,2,7,0,9
Tompkins,Ithaca 1,State Assembly,125,DEM,Beau A.C. Harbin,1,0,0,1
Tompkins,Ithaca 2,State Assembly,125,DEM,Beau A.C. Harbin,0,4,0,4
Tompkins,Ithaca 3. 12,State Assembly,125,DEM,Beau A.C. Harbin,4,2,0,6
Tompkins,"Ithaca 4, 11",State Assembly,125,DEM,Beau A.C. Harbin,1,4,0,5
Tompkins,"Ithaca 5, 6",State Assembly,125,DEM,Beau A.C. Harbin,5,8,0,13
Tompkins,"Ithaca 7, 8, 9",State Assembly,125,DEM,Beau A.C. Harbin,1,8,0,9
Tompkins,Ithaca 10,State Assembly,125,DEM,Beau A.C. Harbin,0,3,0,3
Tompkins,"Lansing 1, 3",State Assembly,125,DEM,Beau A.C. Harbin,1,3,0,4
Tompkins,"Lansing 2, 8",State Assembly,125,DEM,Beau A.C. Harbin,1,5,0,6
Tompkins,Lansing 4,State Assembly,125,DEM,Beau A.C. Harbin,0,1,0,1
Tompkins,"Lansing 5, 7",State Assembly,125,DEM,Beau A.C. Harbin,1,4,0,5
Tompkins,Lansing 6,State Assembly,125,DEM,Beau A.C. Harbin,2,4,0,6
Tompkins,"Newfield 1, 2, 3",State Assembly,125,DEM,Beau A.C. Harbin,3,1,0,4
Tompkins,"Ulysses 1, 3",State Assembly,125,DEM,Beau A.C. Harbin,3,2,0,5
Tompkins,Ulysses 2,State Assembly,125,DEM,Beau A.C. Harbin,1,3,0,4
Tompkins,Ulysses 4,State Assembly,125,DEM,Beau A.C. Harbin,0,5,0,5
Tompkins,"City of Ithaca 1-1, 1-2",State Assembly,125,DEM,Jason Leifer,4,12,0,16
Tompkins,"City of Ithaca 1-3, 2-2",State Assembly,125,DEM,Jason Leifer,12,9,0,21
Tompkins,City of Ithaca 1-4,State Assembly,125,DEM,Jason Leifer,7,11,0,18
Tompkins,"City of Ithaca 2-1, 2-3",State Assembly,125,DEM,Jason Leifer,8,8,0,16
Tompkins,"City of Ithaca 2-4, 4-1",State Assembly,125,DEM,Jason Leifer,6,5,0,11
Tompkins,"City of Ithaca 3-1, 3-2, 3-3",State Assembly,125,DEM,Jason Leifer,8,17,0,25
Tompkins,"City of Ithaca 5-1, 5-2",State Assembly,125,DEM,Jason Leifer,9,14,0,23
Tompkins,City of Ithaca 5-3,State Assembly,125,DEM,Jason Leifer,1,1,0,2
Tompkins,Caroline 1,State Assembly,125,DEM,Jason Leifer,0,5,0,5
Tompkins,"Caroline 2, 3",State Assembly,125,DEM,Jason Leifer,15,18,0,33
Tompkins,"Danby 1, 2, 3",State Assembly,125,DEM,Jason Leifer,5,12,0,17
Tompkins,"Dryden 1, 5",State Assembly,125,DEM,Jason Leifer,22,33,0,55
Tompkins,Dryden 2,State Assembly,125,DEM,Jason Leifer,13,34,0,47
Tompkins,"Dryden 3, 6, 7, 10",State Assembly,125,DEM,Jason Leifer,46,99,0,145
Tompkins,"Dryden 4, 9",State Assembly,125,DEM,Jason Leifer,25,64,0,89
Tompkins,Dryden 8,State Assembly,125,DEM,Jason Leifer,10,29,0,39
Tompkins,"Enfield 1, 2, 3",State Assembly,125,DEM,Jason Leifer,6,18,0,24
Tompkins,Groton 1,State Assembly,125,DEM,Jason Leifer,0,1,0,1
Tompkins,"Groton 2, 3",State Assembly,125,DEM,Jason Leifer,2,9,0,11
Tompkins,Groton 4,State Assembly,125,DEM,Jason Leifer,1,3,0,4
Tompkins,Ithaca 1,State Assembly,125,DEM,Jason Leifer,3,6,0,9
Tompkins,Ithaca 2,State Assembly,125,DEM,Jason Leifer,3,2,0,5
Tompkins,Ithaca 3. 12,State Assembly,125,DEM,Jason Leifer,3,4,0,7
Tompkins,"Ithaca 4, 11",State Assembly,125,DEM,Jason Leifer,6,28,0,34
Tompkins,"Ithaca 5, 6",State Assembly,125,DEM,Jason Leifer,7,10,0,17
Tompkins,"Ithaca 7, 8, 9",State Assembly,125,DEM,Jason Leifer,12,21,0,33
Tompkins,Ithaca 10,State Assembly,125,DEM,Jason Leifer,6,3,0,9
Tompkins,"Lansing 1, 3",State Assembly,125,DEM,Jason Leifer,8,17,0,25
Tompkins,"Lansing 2, 8",State Assembly,125,DEM,Jason Leifer,2,6,0,8
Tompkins,Lansing 4,State Assembly,125,DEM,Jason Leifer,6,5,0,11
Tompkins,"Lansing 5, 7",State Assembly,125,DEM,Jason Leifer,14,20,0,34
Tompkins,Lansing 6,State Assembly,125,DEM,Jason Leifer,2,5,0,7
Tompkins,"Newfield 1, 2, 3",State Assembly,125,DEM,Jason Leifer,4,7,0,11
Tompkins,"Ulysses 1, 3",State Assembly,125,DEM,Jason Leifer,10,18,0,28
Tompkins,Ulysses 2,State Assembly,125,DEM,Jason Leifer,2,5,0,7
Tompkins,Ulysses 4,State Assembly,125,DEM,Jason Leifer,4,4,0,8
Tompkins,"City of Ithaca 1-1, 1-2",State Assembly,125,DEM,Sujata Gibson,22,23,0,45
Tompkins,"City of Ithaca 1-3, 2-2",State Assembly,125,DEM,Sujata Gibson,21,33,0,54
Tompkins,City of Ithaca 1-4,State Assembly,125,DEM,Sujata Gibson,31,31,0,62
Tompkins,"City of Ithaca 2-1, 2-3",State Assembly,125,DEM,Sujata Gibson,69,70,0,139
Tompkins,"City of Ithaca 2-4, 4-1",State Assembly,125,DEM,Sujata Gibson,41,35,0,76
Tompkins,"City of Ithaca 3-1, 3-2, 3-3",State Assembly,125,DEM,Sujata Gibson,19,23,0,42
Tompkins,"City of Ithaca 5-1, 5-2",State Assembly,125,DEM,Sujata Gibson,43,61,0,104
Tompkins,City of Ithaca 5-3,State Assembly,125,DEM,Sujata Gibson,12,15,0,27
Tompkins,Caroline 1,State Assembly,125,DEM,Sujata Gibson,7,10,0,17
Tompkins,"Caroline 2, 3",State Assembly,125,DEM,Sujata Gibson,27,36,0,63
Tompkins,"Danby 1, 2, 3",State Assembly,125,DEM,Sujata Gibson,40,58,0,98
Tompkins,"Dryden 1, 5",State Assembly,125,DEM,Sujata Gibson,13,17,0,30
Tompkins,Dryden 2,State Assembly,125,DEM,Sujata Gibson,15,4,0,19
Tompkins,"Dryden 3, 6, 7, 10",State Assembly,125,DEM,Sujata Gibson,12,19,0,31
Tompkins,"Dryden 4, 9",State Assembly,125,DEM,Sujata Gibson,30,43,0,73
Tompkins,Dryden 8,State Assembly,125,DEM,Sujata Gibson,15,13,0,28
Tompkins,"Enfield 1, 2, 3",State Assembly,125,DEM,Sujata Gibson,31,31,0,62
Tompkins,Groton 1,State Assembly,125,DEM,Sujata Gibson,3,3,0,6
Tompkins,"Groton 2, 3",State Assembly,125,DEM,Sujata Gibson,6,6,0,12
Tompkins,Groton 4,State Assembly,125,DEM,Sujata Gibson,3,2,0,5
Tompkins,Ithaca 1,State Assembly,125,DEM,Sujata Gibson,26,18,0,44
Tompkins,Ithaca 2,State Assembly,125,DEM,Sujata Gibson,14,14,0,28
Tompkins,Ithaca 3. 12,State Assembly,125,DEM,Sujata Gibson,20,16,0,36
Tompkins,"Ithaca 4, 11",State Assembly,125,DEM,Sujata Gibson,26,42,0,68
Tompkins,"Ithaca 5, 6",State Assembly,125,DEM,Sujata Gibson,31,34,0,65
Tompkins,"Ithaca 7, 8, 9",State Assembly,125,DEM,Sujata Gibson,25,34,0,59
Tompkins,Ithaca 10,State Assembly,125,DEM,Sujata Gibson,20,34,0,54
Tompkins,"Lansing 1, 3",State Assembly,125,DEM,Sujata Gibson,9,16,0,25
Tompkins,"Lansing 2, 8",State Assembly,125,DEM,Sujata Gibson,3,5,0,8
Tompkins,Lansing 4,State Assembly,125,DEM,Sujata Gibson,16,4,0,20
Tompkins,"Lansing 5, 7",State Assembly,125,DEM,Sujata Gibson,28,45,0,73
Tompkins,Lansing 6,State Assembly,125,DEM,Sujata Gibson,5,8,0,13
Tompkins,"Newfield 1, 2, 3",State Assembly,125,DEM,Sujata Gibson,32,44,0,76
Tompkins,"Ulysses 1, 3",State Assembly,125,DEM,Sujata Gibson,19,17,0,36
Tompkins,Ulysses 2,State Assembly,125,DEM,Sujata Gibson,14,11,0,25
Tompkins,Ulysses 4,State Assembly,125,DEM,Sujata Gibson,12,21,0,33
Tompkins,"City of Ithaca 1-1, 1-2",State Assembly,125,DEM,Seph Murtagh,39,62,0,101
Tompkins,"City of Ithaca 1-3, 2-2",State Assembly,125,DEM,Seph Murtagh,35,90,0,125
Tompkins,City of Ithaca 1-4,State Assembly,125,DEM,Seph Murtagh,21,50,0,71
Tompkins,"City of Ithaca 2-1, 2-3",State Assembly,125,DEM,Seph Murtagh,77,121,0,198
Tompkins,"City of Ithaca 2-4, 4-1",State Assembly,125,DEM,Seph Murtagh,48,63,0,111
Tompkins,"City of Ithaca 3-1, 3-2, 3-3",State Assembly,125,DEM,Seph Murtagh,43,112,0,155
Tompkins,"City of Ithaca 5-1, 5-2",State Assembly,125,DEM,Seph Murtagh,55,129,0,184
Tompkins,City of Ithaca 5-3,State Assembly,125,DEM,Seph Murtagh,10,7,0,17
Tompkins,Caroline 1,State Assembly,125,DEM,Seph Murtagh,9,9,0,18
Tompkins,"Caroline 2, 3",State Assembly,125,DEM,Seph Murtagh,32,81,0,113
Tompkins,"Danby 1, 2, 3",State Assembly,125,DEM,Seph Murtagh,64,127,0,191
Tompkins,"Dryden 1, 5",State Assembly,125,DEM,Seph Murtagh,17,20,0,37
Tompkins,Dryden 2,State Assembly,125,DEM,Seph Murtagh,11,20,0,31
Tompkins,"Dryden 3, 6, 7, 10",State Assembly,125,DEM,Seph Murtagh,24,34,0,58
Tompkins,"Dryden 4, 9",State Assembly,125,DEM,Seph Murtagh,31,54,0,85
Tompkins,Dryden 8,State Assembly,125,DEM,Seph Murtagh,21,38,0,59
Tompkins,"Enfield 1, 2, 3",State Assembly,125,DEM,Seph Murtagh,18,56,0,74
Tompkins,Groton 1,State Assembly,125,DEM,Seph Murtagh,1,15,0,16
Tompkins,"Groton 2, 3",State Assembly,125,DEM,Seph Murtagh,14,23,0,37
Tompkins,Groton 4,State Assembly,125,DEM,Seph Murtagh,7,1,0,8
Tompkins,Ithaca 1,State Assembly,125,DEM,Seph Murtagh,10,19,0,29
Tompkins,Ithaca 2,State Assembly,125,DEM,Seph Murtagh,9,26,0,35
Tompkins,Ithaca 3. 12,State Assembly,125,DEM,Seph Murtagh,25,66,0,91
Tompkins,"Ithaca 4, 11",State Assembly,125,DEM,Seph Murtagh,41,107,0,148
Tompkins,"Ithaca 5, 6",State Assembly,125,DEM,Seph Murtagh,24,95,0,119
Tompkins,"Ithaca 7, 8, 9",State Assembly,125,DEM,Seph Murtagh,57,219,0,276
Tompkins,Ithaca 10,State Assembly,125,DEM,Seph Murtagh,18,43,0,61
Tompkins,"Lansing 1, 3",State Assembly,125,DEM,Seph Murtagh,24,59,0,83
Tompkins,"Lansing 2, 8",State Assembly,125,DEM,Seph Murtagh,9,12,0,21
Tompkins,Lansing 4,State Assembly,125,DEM,Seph Murtagh,10,7,0,17
Tompkins,"Lansing 5, 7",State Assembly,125,DEM,Seph Murtagh,35,90,0,125
Tompkins,Lansing 6,State Assembly,125,DEM,Seph Murtagh,18,40,0,58
Tompkins,"Newfield 1, 2, 3",State Assembly,125,DEM,Seph Murtagh,31,60,0,91
Tompkins,"Ulysses 1, 3",State Assembly,125,DEM,Seph Murtagh,64,144,0,208
Tompkins,Ulysses 2,State Assembly,125,DEM,Seph Murtagh,24,45,0,69
Tompkins,Ulysses 4,State Assembly,125,DEM,Seph Murtagh,21,47,0,68
Tompkins,"City of Ithaca 1-1, 1-2",State Assembly,125,DEM,Lisa W. Hoeschele,1,4,0,5
Tompkins,"City of Ithaca 1-3, 2-2",State Assembly,125,DEM,Lisa W. Hoeschele,3,8,0,11
Tompkins,City of Ithaca 1-4,State Assembly,125,DEM,Lisa W. Hoeschele,2,2,0,4
Tompkins,"City of Ithaca 2-1, 2-3",State Assembly,125,DEM,Lisa W. Hoeschele,1,2,0,3
Tompkins,"City of Ithaca 2-4, 4-1",State Assembly,125,DEM,Lisa W. Hoeschele,5,2,0,7
Tompkins,"City of Ithaca 3-1, 3-2, 3-3",State Assembly,125,DEM,Lisa W. Hoeschele,1,4,0,5
Tompkins,"City of Ithaca 5-1, 5-2",State Assembly,125,DEM,Lisa W. Hoeschele,1,1,0,2
Tompkins,City of Ithaca 5-3,State Assembly,125,DEM,Lisa W. Hoeschele,1,1,0,2
Tompkins,Caroline 1,State Assembly,125,DEM,Lisa W. Hoeschele,0,2,0,2
Tompkins,"Caroline 2, 3",State Assembly,125,DEM,Lisa W. Hoeschele,1,8,0,9
Tompkins,"Danby 1, 2, 3",State Assembly,125,DEM,Lisa W. Hoeschele,1,5,0,6
Tompkins,"Dryden 1, 5",State Assembly,125,DEM,Lisa W. Hoeschele,5,4,0,9
Tompkins,Dryden 2,State Assembly,125,DEM,Lisa W. Hoeschele,1,2,0,3
Tompkins,"Dryden 3, 6, 7, 10",State Assembly,125,DEM,Lisa W. Hoeschele,2,15,0,17
Tompkins,"Dryden 4, 9",State Assembly,125,DEM,Lisa W. Hoeschele,1,10,0,11
Tompkins,Dryden 8,State Assembly,125,DEM,Lisa W. Hoeschele,1,1,0,2
Tompkins,"Enfield 1, 2, 3",State Assembly,125,DEM,Lisa W. Hoeschele,1,5,0,6
Tompkins,Groton 1,State Assembly,125,DEM,Lisa W. Hoeschele,1,1,0,2
Tompkins,"Groton 2, 3",State Assembly,125,DEM,Lisa W. Hoeschele,5,6,0,11
Tompkins,Groton 4,State Assembly,125,DEM,Lisa W. Hoeschele,0,2,0,2
Tompkins,Ithaca 1,State Assembly,125,DEM,Lisa W. Hoeschele,2,2,0,4
Tompkins,Ithaca 2,State Assembly,125,DEM,Lisa W. Hoeschele,1,4,0,5
Tompkins,Ithaca 3. 12,State Assembly,125,DEM,Lisa W. Hoeschele,6,4,0,10
Tompkins,"Ithaca 4, 11",State Assembly,125,DEM,Lisa W. Hoeschele,2,6,0,8
Tompkins,"Ithaca 5, 6",State Assembly,125,DEM,Lisa W. Hoeschele,3,9,0,12
Tompkins,"Ithaca 7, 8, 9",State Assembly,125,DEM,Lisa W. Hoeschele,4,5,0,9
Tompkins,Ithaca 10,State Assembly,125,DEM,Lisa W. Hoeschele,1,3,0,4
Tompkins,"Lansing 1, 3",State Assembly,125,DEM,Lisa W. Hoeschele,3,7,0,10
Tompkins,"Lansing 2, 8",State Assembly,125,DEM,Lisa W. Hoeschele,1,4,0,5
Tompkins,Lansing 4,State Assembly,125,DEM,Lisa W. Hoeschele,0,3,0,3
Tompkins,"Lansing 5, 7",State Assembly,125,DEM,Lisa W. Hoeschele,4,8,0,12
Tompkins,Lansing 6,State Assembly,125,DEM,Lisa W. Hoeschele,0,3,0,3
Tompkins,"Newfield 1, 2, 3",State Assembly,125,DEM,Lisa W. Hoeschele,2,9,0,11
Tompkins,"Ulysses 1, 3",State Assembly,125,DEM,Lisa W. Hoeschele,2,3,0,5
Tompkins,Ulysses 2,State Assembly,125,DEM,Lisa W. Hoeschele,4,3,0,7
Tompkins,Ulysses 4,State Assembly,125,DEM,Lisa W. Hoeschele,0,5,0,5
Tompkins,"City of Ithaca 1-1, 1-2",State Assembly,125,DEM,Under Votes,4,10,0,14
Tompkins,"City of Ithaca 1-3, 2-2",State Assembly,125,DEM,Under Votes,6,1,0,7
Tompkins,City of Ithaca 1-4,State Assembly,125,DEM,Under Votes,1,1,0,2
Tompkins,"City of Ithaca 2-1, 2-3",State Assembly,125,DEM,Under Votes,16,13,0,29
Tompkins,"City of Ithaca 2-4, 4-1",State Assembly,125,DEM,Under Votes,4,6,0,10
Tompkins,"City of Ithaca 3-1, 3-2, 3-3",State Assembly,125,DEM,Under Votes,5,4,0,9
Tompkins,"City of Ithaca 5-1, 5-2",State Assembly,125,DEM,Under Votes,5,4,0,9
Tompkins,City of Ithaca 5-3,State Assembly,125,DEM,Under Votes,1,0,0,1
Tompkins,Caroline 1,State Assembly,125,DEM,Under Votes,2,3,0,5
Tompkins,"Caroline 2, 3",State Assembly,125,DEM,Under Votes,4,1,0,5
Tompkins,"Danby 1, 2, 3",State Assembly,125,DEM,Under Votes,7,14,0,21
Tompkins,"Dryden 1, 5",State Assembly,125,DEM,Under Votes,3,2,0,5
Tompkins,Dryden 2,State Assembly,125,DEM,Under Votes,5,3,0,8
Tompkins,"Dryden 3, 6, 7, 10",State Assembly,125,DEM,Under Votes,4,8,0,12
Tompkins,"Dryden 4, 9",State Assembly,125,DEM,Under Votes,5,2,0,7
Tompkins,Dryden 8,State Assembly,125,DEM,Under Votes,3,2,0,5
Tompkins,"Enfield 1, 2, 3",State Assembly,125,DEM,Under Votes,5,7,0,12
Tompkins,Groton 1,State Assembly,125,DEM,Under Votes,1,1,0,2
Tompkins,"Groton 2, 3",State Assembly,125,DEM,Under Votes,3,3,0,6
Tompkins,Groton 4,State Assembly,125,DEM,Under Votes,3,3,0,6
Tompkins,Ithaca 1,State Assembly,125,DEM,Under Votes,4,6,0,10
Tompkins,Ithaca 2,State Assembly,125,DEM,Under Votes,3,2,0,5
Tompkins,Ithaca 3. 12,State Assembly,125,DEM,Under Votes,0,9,0,9
Tompkins,"Ithaca 4, 11",State Assembly,125,DEM,Under Votes,5,12,0,17
Tompkins,"Ithaca 5, 6",State Assembly,125,DEM,Under Votes,5,6,0,11
Tompkins,"Ithaca 7, 8, 9",State Assembly,125,DEM,Under Votes,3,15,0,18
Tompkins,Ithaca 10,State Assembly,125,DEM,Under Votes,5,8,0,13
Tompkins,"Lansing 1, 3",State Assembly,125,DEM,Under Votes,5,12,0,17
Tompkins,"Lansing 2, 8",State Assembly,125,DEM,Under Votes,1,5,0,6
Tompkins,Lansing 4,State Assembly,125,DEM,Under Votes,2,1,0,3
Tompkins,"Lansing 5, 7",State Assembly,125,DEM,Under Votes,9,16,0,25
Tompkins,Lansing 6,State Assembly,125,DEM,Under Votes,2,10,0,12
Tompkins,"Newfield 1, 2, 3",State Assembly,125,DEM,Under Votes,7,13,0,20
Tompkins,"Ulysses 1, 3",State Assembly,125,DEM,Under Votes,3,11,0,14
Tompkins,Ulysses 2,State Assembly,125,DEM,Under Votes,3,2,0,5
Tompkins,Ulysses 4,State Assembly,125,DEM,Under Votes,2,2,0,4
Tompkins,"City of Ithaca 1-1, 1-2",State Assembly,125,DEM,Over Votes,0,3,0,3
Tompkins,"City of Ithaca 1-3, 2-2",State Assembly,125,DEM,Over Votes,1,1,0,2
Tompkins,City of Ithaca 1-4,State Assembly,125,DEM,Over Votes,0,1,0,1
Tompkins,"City of Ithaca 2-1, 2-3",State Assembly,125,DEM,Over Votes,0,1,0,1
Tompkins,"City of Ithaca 2-4, 4-1",State Assembly,125,DEM,Over Votes,0,2,0,2
Tompkins,"City of Ithaca 3-1, 3-2, 3-3",State Assembly,125,DEM,Over Votes,1,4,0,5
Tompkins,"City of Ithaca 5-1, 5-2",State Assembly,125,DEM,Over Votes,1,4,0,5
