county,precinct,office,district,party,candidate,election_day,absentee,votes
Ulster,Kingston Ward 1-1,Governor,,DEM,Kathy C. Hochul,121,15,136
Ulster,Kingston Ward 1-2,Governor,,DEM,Kathy C. Hochul,238,26,264
Ulster,Kingston Ward 1-3,Governor,,DEM,Kathy C. Hochul,263,24,287
Ulster,Kingston Ward 2-1,Governor,,DEM,Kathy C. Hochul,167,27,194
Ulster,Kingston Ward 2-2,Governor,,DEM,Kathy C. Hochul,66,17,83
Ulster,Kingston Ward 2-3,Governor,,DEM,Kathy C. Hochul,185,27,212
Ulster,Kingston Ward 3-1,Governor,,DEM,Kathy C. Hochul,279,28,307
Ulster,Kingston Ward 3-2,Governor,,DEM,Kathy C. Hochul,110,24,134
Ulster,Kingston Ward 3-3,Governor,,DEM,Kathy C. Hochul,177,34,211
Ulster,Kingston Ward 4-1,Governor,,DEM,Kathy C. Hochul,158,16,174
Ulster,Kingston Ward 4-2,Governor,,DEM,Kathy C. Hochul,122,12,134
Ulster,Kingston Ward 5-1,Governor,,DEM,Kathy C. Hochul,178,13,191
Ulster,Kingston Ward 5-2,Governor,,DEM,Kathy C. Hochul,196,38,234
Ulster,Kingston Ward 5-3,Governor,,DEM,Kathy C. Hochul,75,6,81
Ulster,Kingston Ward 6-1,Governor,,DEM,Kathy C. Hochul,228,10,238
Ulster,Kingston Ward 6-2,Governor,,DEM,Kathy C. Hochul,90,20,110
Ulster,Kingston Ward 6-3,Governor,,DEM,Kathy C. Hochul,206,22,228
Ulster,Kingston Ward 7-1,Governor,,DEM,Kathy C. Hochul,133,14,147
Ulster,Kingston Ward 7-2,Governor,,DEM,Kathy C. Hochul,179,24,203
Ulster,Kingston Ward 7-3,Governor,,DEM,Kathy C. Hochul,134,13,147
Ulster,Kingston Ward 8-1,Governor,,DEM,Kathy C. Hochul,160,13,173
Ulster,Kingston Ward 8-2,Governor,,DEM,Kathy C. Hochul,65,15,80
Ulster,Kingston Ward 8-3,Governor,,DEM,Kathy C. Hochul,154,13,167
Ulster,Kingston Ward 9-1,Governor,,DEM,Kathy C. Hochul,154,23,177
Ulster,Kingston Ward 9-2,Governor,,DEM,Kathy C. Hochul,210,35,245
Ulster,Kingston Ward 9-3,Governor,,DEM,Kathy C. Hochul,134,21,155
Ulster,Denning 1,Governor,,DEM,Kathy C. Hochul,55,13,68
Ulster,Denning 2,Governor,,DEM,Kathy C. Hochul,28,7,35
Ulster,Esopus 1,Governor,,DEM,Kathy C. Hochul,318,47,365
Ulster,Esopus 2,Governor,,DEM,Kathy C. Hochul,172,13,185
Ulster,Esopus 3,Governor,,DEM,Kathy C. Hochul,248,25,273
Ulster,Esopus 4,Governor,,DEM,Kathy C. Hochul,286,29,315
Ulster,Esopus 5,Governor,,DEM,Kathy C. Hochul,196,16,212
Ulster,Esopus 6,Governor,,DEM,Kathy C. Hochul,201,38,239
Ulster,Esopus 7,Governor,,DEM,Kathy C. Hochul,250,32,282
Ulster,Gardiner 1,Governor,,DEM,Kathy C. Hochul,370,63,433
Ulster,Gardiner 2,Governor,,DEM,Kathy C. Hochul,431,41,472
Ulster,Gardiner 3,Governor,,DEM,Kathy C. Hochul,454,50,504
Ulster,Gardiner 4,Governor,,DEM,Kathy C. Hochul,198,17,215
Ulster,Hardenburgh 1,Governor,,DEM,Kathy C. Hochul,2,6,8
Ulster,Hardenburgh 2,Governor,,DEM,Kathy C. Hochul,22,5,27
Ulster,Hurley 1,Governor,,DEM,Kathy C. Hochul,198,27,225
Ulster,Hurley 2,Governor,,DEM,Kathy C. Hochul,175,17,192
Ulster,Hurley 3,Governor,,DEM,Kathy C. Hochul,220,30,250
Ulster,Hurley 4,Governor,,DEM,Kathy C. Hochul,190,23,213
Ulster,Hurley 5,Governor,,DEM,Kathy C. Hochul,248,39,287
Ulster,Hurley 6,Governor,,DEM,Kathy C. Hochul,145,9,154
Ulster,Hurley 7,Governor,,DEM,Kathy C. Hochul,283,50,333
Ulster,Hurley 8,Governor,,DEM,Kathy C. Hochul,192,23,215
Ulster,"Kingston, Town 1",Governor,,DEM,Kathy C. Hochul,161,12,173
Ulster,Lloyd 1,Governor,,DEM,Kathy C. Hochul,288,33,321
Ulster,Lloyd 2,Governor,,DEM,Kathy C. Hochul,241,23,264
Ulster,Lloyd 3,Governor,,DEM,Kathy C. Hochul,261,31,292
Ulster,Lloyd 4,Governor,,DEM,Kathy C. Hochul,278,28,306
Ulster,Lloyd 5,Governor,,DEM,Kathy C. Hochul,424,51,475
Ulster,Lloyd 6,Governor,,DEM,Kathy C. Hochul,139,24,163
Ulster,Lloyd 7,Governor,,DEM,Kathy C. Hochul,286,16,302
Ulster,Marbletown 1,Governor,,DEM,Kathy C. Hochul,139,7,146
Ulster,Marbletown 2,Governor,,DEM,Kathy C. Hochul,240,19,259
Ulster,Marbletown 3,Governor,,DEM,Kathy C. Hochul,318,41,359
Ulster,Marbletown 4,Governor,,DEM,Kathy C. Hochul,194,19,213
Ulster,Marbletown 5,Governor,,DEM,Kathy C. Hochul,238,22,260
Ulster,Marbletown 6,Governor,,DEM,Kathy C. Hochul,269,44,313
Ulster,Marbletown 7,Governor,,DEM,Kathy C. Hochul,350,29,379
Ulster,Marlborough 1,Governor,,DEM,Kathy C. Hochul,216,12,228
Ulster,Marlborough 2,Governor,,DEM,Kathy C. Hochul,187,17,204
Ulster,Marlborough 3,Governor,,DEM,Kathy C. Hochul,182,24,206
Ulster,Marlborough 4,Governor,,DEM,Kathy C. Hochul,239,19,258
Ulster,Marlborough 5,Governor,,DEM,Kathy C. Hochul,178,16,194
Ulster,Marlborough 6,Governor,,DEM,Kathy C. Hochul,149,17,166
Ulster,New Paltz 1,Governor,,DEM,Kathy C. Hochul,576,165,741
Ulster,New Paltz 2,Governor,,DEM,Kathy C. Hochul,231,34,265
Ulster,New Paltz 3,Governor,,DEM,Kathy C. Hochul,184,24,208
Ulster,New Paltz 4,Governor,,DEM,Kathy C. Hochul,476,65,541
Ulster,New Paltz 5,Governor,,DEM,Kathy C. Hochul,240,25,265
Ulster,New Paltz 6,Governor,,DEM,Kathy C. Hochul,374,45,419
Ulster,New Paltz 7,Governor,,DEM,Kathy C. Hochul,431,41,472
Ulster,New Paltz 8,Governor,,DEM,Kathy C. Hochul,257,26,283
Ulster,New Paltz 9,Governor,,DEM,Kathy C. Hochul,365,94,459
Ulster,New Paltz 10,Governor,,DEM,Kathy C. Hochul,202,25,227
Ulster,Olive 1,Governor,,DEM,Kathy C. Hochul,305,29,334
Ulster,Olive 2,Governor,,DEM,Kathy C. Hochul,204,37,241
Ulster,Olive 3,Governor,,DEM,Kathy C. Hochul,215,23,238
Ulster,Olive 4,Governor,,DEM,Kathy C. Hochul,223,20,243
Ulster,Olive 5,Governor,,DEM,Kathy C. Hochul,225,24,249
Ulster,Plattekill 1,Governor,,DEM,Kathy C. Hochul,223,15,238
Ulster,Plattekill 2,Governor,,DEM,Kathy C. Hochul,240,34,274
Ulster,Plattekill 3,Governor,,DEM,Kathy C. Hochul,150,12,162
Ulster,Plattekill 4,Governor,,DEM,Kathy C. Hochul,156,18,174
Ulster,Plattekill 5,Governor,,DEM,Kathy C. Hochul,228,28,256
Ulster,Plattekill 6,Governor,,DEM,Kathy C. Hochul,206,20,226
Ulster,Rochester 1,Governor,,DEM,Kathy C. Hochul,346,43,389
Ulster,Rochester 2,Governor,,DEM,Kathy C. Hochul,277,26,303
Ulster,Rochester 3,Governor,,DEM,Kathy C. Hochul,297,44,341
Ulster,Rochester 4,Governor,,DEM,Kathy C. Hochul,297,45,342
Ulster,Rochester 5,Governor,,DEM,Kathy C. Hochul,261,25,286
Ulster,Rosendale 1,Governor,,DEM,Kathy C. Hochul,339,43,382
Ulster,Rosendale 2,Governor,,DEM,Kathy C. Hochul,237,29,266
Ulster,Rosendale 3,Governor,,DEM,Kathy C. Hochul,220,19,239
