county,precinct,office,district,candidate,party,early_voting,election_day,absentee,votes
Cortland,Cortland Ward 4 ED 1,Governor,,Lee Zeldin,CON,1,0,0,1
Cortland,Cortland Ward 5 ED 3,Governor,,Lee Zeldin,CON,0,1,0,1
Cortland,Cortland Ward 3 ED 5,Governor,,Lee Zeldin,CON,0,1,1,2
Cortland,Cortland Ward 4 ED 2,Governor,,Lee Zeldin,CON,0,5,1,6
Cortland,Cortland Ward 4 ED 3,Governor,,Lee Zeldin,CON,0,4,0,4
Cortland,Cortland Ward 5 ED 4,Governor,,Lee Zeldin,CON,1,6,0,7
Cortland,Cortland Ward 5 ED 2,Governor,,Lee Zeldin,CON,2,14,0,16
Cortland,Cortland Ward 7 ED 3,Governor,,Lee Zeldin,CON,0,0,0,0
Cortland,Cortland Ward 8 ED 1,Governor,,Lee Zeldin,CON,5,7,4,16
Cortland,Cortland Ward 7 ED 1,Governor,,Lee Zeldin,CON,1,13,0,14
Cortland,Cortland Ward 8 ED 2,Governor,,Lee Zeldin,CON,1,3,1,5
Cortland,Cortland Ward 1 ED 2,Governor,,Lee Zeldin,CON,0,0,0,0
Cortland,Cortland Ward 2 ED 2,Governor,,Lee Zeldin,CON,0,3,2,5
Cortland,Cortland Ward 6 ED 1,Governor,,Lee Zeldin,CON,7,31,5,43
Cortland,Cortland Ward 7 ED 2,Governor,,Lee Zeldin,CON,0,4,0,4
Cortland,Preble,Governor,,Lee Zeldin,CON,4,32,4,40
Cortland,Scott,Governor,,Lee Zeldin,CON,0,24,1,25
Cortland,Homer-1,Governor,,Lee Zeldin,CON,0,8,1,9
Cortland,Homer-2,Governor,,Lee Zeldin,CON,10,43,0,53
Cortland,Homer-3,Governor,,Lee Zeldin,CON,4,15,3,22
Cortland,Homer-4,Governor,,Lee Zeldin,CON,0,19,1,20
Cortland,Homer-5,Governor,,Lee Zeldin,CON,2,43,3,48
Cortland,Cortlandville-1,Governor,,Lee Zeldin,CON,7,29,2,38
Cortland,Cortlandville-2,Governor,,Lee Zeldin,CON,7,24,2,33
Cortland,Cortlandville-3,Governor,,Lee Zeldin,CON,3,20,1,24
Cortland,Cortlandville-4,Governor,,Lee Zeldin,CON,4,29,3,36
Cortland,Cortlandville-5,Governor,,Lee Zeldin,CON,3,14,4,21
Cortland,Cortlandville-6,Governor,,Lee Zeldin,CON,6,21,3,30
Cortland,Harford,Governor,,Lee Zeldin,CON,1,20,1,22
Cortland,Virgil-1,Governor,,Lee Zeldin,CON,2,27,0,29
Cortland,Virgil-2,Governor,,Lee Zeldin,CON,7,41,1,49
Cortland,Lapeer,Governor,,Lee Zeldin,CON,1,15,0,16
Cortland,Marathon-1,Governor,,Lee Zeldin,CON,1,15,2,18
Cortland,Marathon-2,Governor,,Lee Zeldin,CON,0,23,0,23
Cortland,Cuyler,Governor,,Lee Zeldin,CON,0,32,5,37
Cortland,Solon,Governor,,Lee Zeldin,CON,1,21,7,29
Cortland,Truxton,Governor,,Lee Zeldin,CON,4,45,1,50
Cortland,Cincinnatus,Governor,,Lee Zeldin,CON,1,27,1,29
Cortland,Freetown,Governor,,Lee Zeldin,CON,0,12,0,12
Cortland,Taylor,Governor,,Lee Zeldin,CON,0,11,1,12
Cortland,Willet,Governor,,Lee Zeldin,CON,1,20,2,23
Cortland,Cortland Ward 1 ED 1,Governor,,Kathy C. Hochul,WOR,12,13,1,26
Cortland,Cortland Ward 1 ED 3,Governor,,Kathy C. Hochul,WOR,0,1,1,2
Cortland,Cortland Ward 2 ED 3,Governor,,Kathy C. Hochul,WOR,3,12,0,15
Cortland,Cortland Ward 3 ED 2,Governor,,Kathy C. Hochul,WOR,2,2,0,4
Cortland,Cortland Ward 2 ED 1,Governor,,Kathy C. Hochul,WOR,3,14,1,18
Cortland,Cortland Ward 3 ED 3,Governor,,Kathy C. Hochul,WOR,0,1,0,1
Cortland,Cortland Ward 5 ED 1,Governor,,Kathy C. Hochul,WOR,0,0,0,0
Cortland,Cortland Ward 6 ED 2,Governor,,Kathy C. Hochul,WOR,0,1,0,1
Cortland,Cortland Ward 3 ED 1,Governor,,Kathy C. Hochul,WOR,1,5,1,7
Cortland,Cortland Ward 3 ED 4,Governor,,Kathy C. Hochul,WOR,0,1,0,1
Cortland,Cortland Ward 4 ED 1,Governor,,Kathy C. Hochul,WOR,1,6,2,9
Cortland,Cortland Ward 5 ED 3,Governor,,Kathy C. Hochul,WOR,0,0,0,0
Cortland,Cortland Ward 3 ED 5,Governor,,Kathy C. Hochul,WOR,0,0,0,0
Cortland,Cortland Ward 4 ED 2,Governor,,Kathy C. Hochul,WOR,0,1,0,1
Cortland,Cortland Ward 4 ED 3,Governor,,Kathy C. Hochul,WOR,0,0,0,0
Cortland,Cortland Ward 5 ED 4,Governor,,Kathy C. Hochul,WOR,3,6,1,10
Cortland,Cortland Ward 5 ED 2,Governor,,Kathy C. Hochul,WOR,4,6,0,10
Cortland,Cortland Ward 7 ED 3,Governor,,Kathy C. Hochul,WOR,0,0,0,0
Cortland,Cortland Ward 8 ED 1,Governor,,Kathy C. Hochul,WOR,6,10,1,17
Cortland,Cortland Ward 7 ED 1,Governor,,Kathy C. Hochul,WOR,7,10,4,21
Cortland,Cortland Ward 8 ED 2,Governor,,Kathy C. Hochul,WOR,1,3,5,9
Cortland,Cortland Ward 1 ED 2,Governor,,Kathy C. Hochul,WOR,0,2,0,2
Cortland,Cortland Ward 2 ED 2,Governor,,Kathy C. Hochul,WOR,4,7,0,11
Cortland,Cortland Ward 6 ED 1,Governor,,Kathy C. Hochul,WOR,10,16,2,28
Cortland,Cortland Ward 7 ED 2,Governor,,Kathy C. Hochul,WOR,0,2,0,2
Cortland,Preble,Governor,,Kathy C. Hochul,WOR,3,8,3,14
Cortland,Scott,Governor,,Kathy C. Hochul,WOR,0,11,3,14
Cortland,Homer-1,Governor,,Kathy C. Hochul,WOR,0,7,1,8
Cortland,Homer-2,Governor,,Kathy C. Hochul,WOR,2,9,3,14
Cortland,Homer-3,Governor,,Kathy C. Hochul,WOR,4,13,1,18
Cortland,Homer-4,Governor,,Kathy C. Hochul,WOR,3,7,2,12
Cortland,Homer-5,Governor,,Kathy C. Hochul,WOR,7,14,4,25
Cortland,Cortlandville-1,Governor,,Kathy C. Hochul,WOR,5,19,3,27
Cortland,Cortlandville-2,Governor,,Kathy C. Hochul,WOR,6,6,1,13
Cortland,Cortlandville-3,Governor,,Kathy C. Hochul,WOR,4,4,3,11
Cortland,Cortlandville-4,Governor,,Kathy C. Hochul,WOR,3,8,3,14
Cortland,Cortlandville-5,Governor,,Kathy C. Hochul,WOR,1,4,0,5
Cortland,Cortlandville-6,Governor,,Kathy C. Hochul,WOR,5,10,3,18
Cortland,Harford,Governor,,Kathy C. Hochul,WOR,2,9,0,11
Cortland,Virgil-1,Governor,,Kathy C. Hochul,WOR,2,8,0,10
Cortland,Virgil-2,Governor,,Kathy C. Hochul,WOR,5,16,2,23
Cortland,Lapeer,Governor,,Kathy C. Hochul,WOR,1,3,0,4
Cortland,Marathon-1,Governor,,Kathy C. Hochul,WOR,1,8,2,11
Cortland,Marathon-2,Governor,,Kathy C. Hochul,WOR,0,9,0,9
Cortland,Cuyler,Governor,,Kathy C. Hochul,WOR,0,5,2,7
Cortland,Solon,Governor,,Kathy C. Hochul,WOR,0,10,1,11
Cortland,Truxton,Governor,,Kathy C. Hochul,WOR,3,17,0,20
Cortland,Cincinnatus,Governor,,Kathy C. Hochul,WOR,0,7,1,8
Cortland,Freetown,Governor,,Kathy C. Hochul,WOR,0,6,0,6
Cortland,Taylor,Governor,,Kathy C. Hochul,WOR,0,2,0,2
Cortland,Willet,Governor,,Kathy C. Hochul,WOR,0,3,0,3
Cortland,Cortland Ward 1 ED 1,Governor,,Write-ins,,0,1,0,1
Cortland,Cortland Ward 1 ED 3,Governor,,Write-ins,,0,0,0,0
Cortland,Cortland Ward 2 ED 3,Governor,,Write-ins,,0,0,0,0
Cortland,Cortland Ward 3 ED 2,Governor,,Write-ins,,0,0,1,1
Cortland,Cortland Ward 2 ED 1,Governor,,Write-ins,,1,1,0,2
Cortland,Cortland Ward 3 ED 3,Governor,,Write-ins,,0,0,0,0
Cortland,Cortland Ward 5 ED 1,Governor,,Write-ins,,0,0,0,0
Cortland,Cortland Ward 6 ED 2,Governor,,Write-ins,,1,0,0,1
Cortland,Cortland Ward 3 ED 1,Governor,,Write-ins,,0,1,0,1
Cortland,Cortland Ward 3 ED 4,Governor,,Write-ins,,0,0,0,0
Cortland,Cortland Ward 4 ED 1,Governor,,Write-ins,,0,0,0,0
Cortland,Cortland Ward 5 ED 3,Governor,,Write-ins,,0,0,0,0
Cortland,Cortland Ward 3 ED 5,Governor,,Write-ins,,0,0,0,0
Cortland,Cortland Ward 4 ED 2,Governor,,Write-ins,,0,0,0,0
Cortland,Cortland Ward 4 ED 3,Governor,,Write-ins,,0,0,0,0
Cortland,Cortland Ward 5 ED 4,Governor,,Write-ins,,0,0,0,0
Cortland,Cortland Ward 5 ED 2,Governor,,Write-ins,,0,1,0,1
Cortland,Cortland Ward 7 ED 3,Governor,,Write-ins,,0,0,0,0
Cortland,Cortland Ward 8 ED 1,Governor,,Write-ins,,0,1,1,2
Cortland,Cortland Ward 7 ED 1,Governor,,Write-ins,,1,3,0,4
Cortland,Cortland Ward 8 ED 2,Governor,,Write-ins,,0,0,0,0
Cortland,Cortland Ward 1 ED 2,Governor,,Write-ins,,0,1,0,1
Cortland,Cortland Ward 2 ED 2,Governor,,Write-ins,,0,1,0,1
Cortland,Cortland Ward 6 ED 1,Governor,,Write-ins,,0,1,0,1
Cortland,Cortland Ward 7 ED 2,Governor,,Write-ins,,0,0,0,0
Cortland,Preble,Governor,,Write-ins,,0,1,0,1
Cortland,Scott,Governor,,Write-ins,,0,0,0,0
Cortland,Homer-1,Governor,,Write-ins,,0,1,0,1
Cortland,Homer-2,Governor,,Write-ins,,0,3,0,3
Cortland,Homer-3,Governor,,Write-ins,,0,1,0,1
Cortland,Homer-4,Governor,,Write-ins,,1,0,0,1
Cortland,Homer-5,Governor,,Write-ins,,0,0,0,0
Cortland,Cortlandville-1,Governor,,Write-ins,,0,0,0,0
Cortland,Cortlandville-2,Governor,,Write-ins,,0,1,0,1
Cortland,Cortlandville-3,Governor,,Write-ins,,0,0,0,0
Cortland,Cortlandville-4,Governor,,Write-ins,,1,0,0,1
Cortland,Cortlandville-5,Governor,,Write-ins,,0,2,0,2
Cortland,Cortlandville-6,Governor,,Write-ins,,0,1,0,1
Cortland,Harford,Governor,,Write-ins,,0,0,0,0
Cortland,Virgil-1,Governor,,Write-ins,,0,1,0,1
Cortland,Virgil-2,Governor,,Write-ins,,0,3,0,3
Cortland,Lapeer,Governor,,Write-ins,,0,0,0,0
Cortland,Marathon-1,Governor,,Write-ins,,0,2,0,2
Cortland,Marathon-2,Governor,,Write-ins,,0,0,0,0
Cortland,Cuyler,Governor,,Write-ins,,0,3,0,3
Cortland,Solon,Governor,,Write-ins,,0,1,0,1
Cortland,Truxton,Governor,,Write-ins,,0,1,0,1
Cortland,Cincinnatus,Governor,,Write-ins,,1,1,1,3
Cortland,Freetown,Governor,,Write-ins,,0,0,0,0
Cortland,Taylor,Governor,,Write-ins,,0,1,0,1
Cortland,Willet,Governor,,Write-ins,,0,0,0,0
Cortland,Cortland Ward 1 ED 1,Governor,,Voids,,0,0,0,0
Cortland,Cortland Ward 1 ED 3,Governor,,Voids,,0,0,0,0
Cortland,Cortland Ward 2 ED 3,Governor,,Voids,,0,0,0,0
Cortland,Cortland Ward 3 ED 2,Governor,,Voids,,0,0,0,0
Cortland,Cortland Ward 2 ED 1,Governor,,Voids,,0,0,0,0
Cortland,Cortland Ward 3 ED 3,Governor,,Voids,,0,0,0,0
Cortland,Cortland Ward 5 ED 1,Governor,,Voids,,0,0,0,0
Cortland,Cortland Ward 6 ED 2,Governor,,Voids,,0,0,0,0
Cortland,Cortland Ward 3 ED 1,Governor,,Voids,,0,0,0,0
Cortland,Cortland Ward 3 ED 4,Governor,,Voids,,0,0,0,0
Cortland,Cortland Ward 4 ED 1,Governor,,Voids,,0,0,0,0
Cortland,Cortland Ward 5 ED 3,Governor,,Voids,,0,0,0,0
Cortland,Cortland Ward 3 ED 5,Governor,,Voids,,0,0,0,0
Cortland,Cortland Ward 4 ED 2,Governor,,Voids,,0,0,0,0
Cortland,Cortland Ward 4 ED 3,Governor,,Voids,,0,0,0,0
Cortland,Cortland Ward 5 ED 4,Governor,,Voids,,0,0,0,0
Cortland,Cortland Ward 5 ED 2,Governor,,Voids,,0,0,0,0
Cortland,Cortland Ward 7 ED 3,Governor,,Voids,,0,0,0,0
Cortland,Cortland Ward 8 ED 1,Governor,,Voids,,0,0,0,0
Cortland,Cortland Ward 7 ED 1,Governor,,Voids,,0,0,0,0
Cortland,Cortland Ward 8 ED 2,Governor,,Voids,,0,0,0,0
Cortland,Cortland Ward 1 ED 2,Governor,,Voids,,0,0,0,0
Cortland,Cortland Ward 2 ED 2,Governor,,Voids,,0,0,0,0
Cortland,Cortland Ward 6 ED 1,Governor,,Voids,,0,0,0,0
Cortland,Cortland Ward 7 ED 2,Governor,,Voids,,0,0,0,0
Cortland,Preble,Governor,,Voids,,0,0,0,0
Cortland,Scott,Governor,,Voids,,0,0,0,0
Cortland,Homer-1,Governor,,Voids,,0,0,0,0
Cortland,Homer-2,Governor,,Voids,,0,0,0,0
Cortland,Homer-3,Governor,,Voids,,0,0,0,0
Cortland,Homer-4,Governor,,Voids,,0,0,0,0
Cortland,Homer-5,Governor,,Voids,,0,0,0,0
Cortland,Cortlandville-1,Governor,,Voids,,0,0,0,0
Cortland,Cortlandville-2,Governor,,Voids,,0,0,0,0
Cortland,Cortlandville-3,Governor,,Voids,,0,0,0,0
Cortland,Cortlandville-4,Governor,,Voids,,0,0,0,0
Cortland,Cortlandville-5,Governor,,Voids,,0,0,0,0
Cortland,Cortlandville-6,Governor,,Voids,,0,0,0,0
Cortland,Harford,Governor,,Voids,,0,0,0,0
Cortland,Virgil-1,Governor,,Voids,,0,0,0,0
Cortland,Virgil-2,Governor,,Voids,,0,0,0,0
Cortland,Lapeer,Governor,,Voids,,0,0,0,0
Cortland,Marathon-1,Governor,,Voids,,0,0,0,0
Cortland,Marathon-2,Governor,,Voids,,0,0,0,0
Cortland,Cuyler,Governor,,Voids,,0,0,0,0
Cortland,Solon,Governor,,Voids,,0,0,0,0
Cortland,Truxton,Governor,,Voids,,0,0,0,0
Cortland,Cincinnatus,Governor,,Voids,,0,0,0,0
Cortland,Freetown,Governor,,Voids,,0,0,0,0
Cortland,Taylor,Governor,,Voids,,0,0,0,0
Cortland,Willet,Governor,,Voids,,0,0,1,1
Cortland,Cortland Ward 1 ED 1,Governor,,Blanks,,0,6,3,9
Cortland,Cortland Ward 1 ED 3,Governor,,Blanks,,0,0,1,1
Cortland,Cortland Ward 2 ED 3,Governor,,Blanks,,0,1,0,1
Cortland,Cortland Ward 3 ED 2,Governor,,Blanks,,0,0,0,0
Cortland,Cortland Ward 2 ED 1,Governor,,Blanks,,0,2,1,3
Cortland,Cortland Ward 3 ED 3,Governor,,Blanks,,0,0,0,0
Cortland,Cortland Ward 5 ED 1,Governor,,Blanks,,0,0,0,0
Cortland,Cortland Ward 6 ED 2,Governor,,Blanks,,0,0,0,0
Cortland,Cortland Ward 3 ED 1,Governor,,Blanks,,0,0,1,1
Cortland,Cortland Ward 3 ED 4,Governor,,Blanks,,0,0,0,0
Cortland,Cortland Ward 4 ED 1,Governor,,Blanks,,0,4,0,4
Cortland,Cortland Ward 5 ED 3,Governor,,Blanks,,0,0,0,0
Cortland,Cortland Ward 3 ED 5,Governor,,Blanks,,1,1,1,3
Cortland,Cortland Ward 4 ED 2,Governor,,Blanks,,0,0,0,0
Cortland,Cortland Ward 4 ED 3,Governor,,Blanks,,0,0,0,0
Cortland,Cortland Ward 5 ED 4,Governor,,Blanks,,0,1,1,2
Cortland,Cortland Ward 5 ED 2,Governor,,Blanks,,0,0,2,2
Cortland,Cortland Ward 7 ED 3,Governor,,Blanks,,0,0,0,0
Cortland,Cortland Ward 8 ED 1,Governor,,Blanks,,0,3,0,3
Cortland,Cortland Ward 7 ED 1,Governor,,Blanks,,0,4,2,6
Cortland,Cortland Ward 8 ED 2,Governor,,Blanks,,0,0,1,1
Cortland,Cortland Ward 1 ED 2,Governor,,Blanks,,0,0,0,0
Cortland,Cortland Ward 2 ED 2,Governor,,Blanks,,0,0,0,0
Cortland,Cortland Ward 6 ED 1,Governor,,Blanks,,1,6,4,11
Cortland,Cortland Ward 7 ED 2,Governor,,Blanks,,0,0,0,0
Cortland,Preble,Governor,,Blanks,,0,3,2,5
Cortland,Scott,Governor,,Blanks,,0,3,2,5
Cortland,Homer-1,Governor,,Blanks,,0,0,0,0
Cortland,Homer-2,Governor,,Blanks,,1,2,0,3
Cortland,Homer-3,Governor,,Blanks,,0,0,1,1
Cortland,Homer-4,Governor,,Blanks,,0,5,0,5
Cortland,Homer-5,Governor,,Blanks,,1,3,0,4
Cortland,Cortlandville-1,Governor,,Blanks,,0,6,1,7
Cortland,Cortlandville-2,Governor,,Blanks,,1,2,0,3
Cortland,Cortlandville-3,Governor,,Blanks,,0,3,2,5
Cortland,Cortlandville-4,Governor,,Blanks,,0,5,3,8
Cortland,Cortlandville-5,Governor,,Blanks,,1,1,0,2
Cortland,Cortlandville-6,Governor,,Blanks,,0,1,2,3
Cortland,Harford,Governor,,Blanks,,0,3,1,4
Cortland,Virgil-1,Governor,,Blanks,,0,2,0,2
Cortland,Virgil-2,Governor,,Blanks,,0,2,1,3
Cortland,Lapeer,Governor,,Blanks,,0,2,0,2
Cortland,Marathon-1,Governor,,Blanks,,0,2,1,3
Cortland,Marathon-2,Governor,,Blanks,,0,3,1,4
Cortland,Cuyler,Governor,,Blanks,,0,0,0,0
Cortland,Solon,Governor,,Blanks,,0,1,0,1
Cortland,Truxton,Governor,,Blanks,,1,3,0,4
Cortland,Cincinnatus,Governor,,Blanks,,0,2,0,2
Cortland,Freetown,Governor,,Blanks,,0,4,0,4
Cortland,Taylor,Governor,,Blanks,,0,1,0,1
Cortland,Willet,Governor,,Blanks,,0,1,0,1
