county,precinct,office,district,candidate,party,election_day,early_voting,absentee,votes
Chenango,GREENE 2 ,Comptroller,,Thomas P. DiNapoli,WOR,26,0,0,26
Chenango,GUILFORD 1 ,Comptroller,,Thomas P. DiNapoli,WOR,23,1,4,28
Chenango,LINCKLAEN 1 ,Comptroller,,Thomas P. DiNapoli,WOR,5,0,0,5
Chenango,MCDONOUGH 1 ,Comptroller,,Thomas P. DiNapoli,WOR,14,2,3,19
Chenango,NEW BERLIN 1 ,Comptroller,,Thomas P. DiNapoli,WOR,23,7,2,32
Chenango,NORTH NORWICH 1 ,Comptroller,,Thomas P. DiNapoli,WOR,10,0,1,11
Chenango,NORWICH TOWN 1 ,Comptroller,,Thomas P. DiNapoli,WOR,12,5,1,18
Chenango,NORWICH TOWN 2 ,Comptroller,,Thomas P. DiNapoli,WOR,11,2,1,14
Chenango,OTSELIC 1 ,Comptroller,,Thomas P. DiNapoli,WOR,14,0,1,15
Chenango,OXFORD 1 ,Comptroller,,Thomas P. DiNapoli,WOR,17,6,3,26
Chenango,OXFORD 2 ,Comptroller,,Thomas P. DiNapoli,WOR,18,2,3,23
Chenango,PHARSALIA 1 ,Comptroller,,Thomas P. DiNapoli,WOR,5,1,0,6
Chenango,PITCHER 1 ,Comptroller,,Thomas P. DiNapoli,WOR,7,0,0,7
Chenango,PLYMOUTH 1 ,Comptroller,,Thomas P. DiNapoli,WOR,22,1,0,23
Chenango,PRESTON 1 ,Comptroller,,Thomas P. DiNapoli,WOR,8,2,0,10
Chenango,SHERBURNE 1 ,Comptroller,,Thomas P. DiNapoli,WOR,23,1,2,26
Chenango,SHERBURNE 2 ,Comptroller,,Thomas P. DiNapoli,WOR,17,7,3,27
Chenango,SMITHVILLE 1 ,Comptroller,,Thomas P. DiNapoli,WOR,17,0,1,18
Chenango,SMYRNA 1 ,Comptroller,,Thomas P. DiNapoli,WOR,11,0,3,14
Chenango,CITY OF NORWICH WARD 1 ,Comptroller,,Write-ins,,0,0,1,1
Chenango,CITY OF NORWICH WARD 2 ,Comptroller,,Write-ins,,0,0,0,0
Chenango,CITY OF NORWICH WARD 3 ,Comptroller,,Write-ins,,1,0,0,1
Chenango,CITY OF NORWICH WARD 4 ,Comptroller,,Write-ins,,0,0,0,0
Chenango,CITY OF NORWICH WARD 5 ,Comptroller,,Write-ins,,0,0,0,0
Chenango,CITY OF NORWICH WARD 6 ,Comptroller,,Write-ins,,1,0,0,1
Chenango,AFTON 1 ,Comptroller,,Write-ins,,0,0,0,0
Chenango,BAINBRIDGE 1 ,Comptroller,,Write-ins,,1,0,0,1
Chenango,COLUMBUS 1 ,Comptroller,,Write-ins,,0,0,0,0
Chenango,COVENTRY 1 ,Comptroller,,Write-ins,,0,0,0,0
Chenango,GERMAN 1 ,Comptroller,,Write-ins,,0,0,0,0
Chenango,GREENE 1 ,Comptroller,,Write-ins,,0,0,0,0
Chenango,GREENE 2 ,Comptroller,,Write-ins,,0,0,0,0
Chenango,GUILFORD 1 ,Comptroller,,Write-ins,,2,0,0,2
Chenango,LINCKLAEN 1 ,Comptroller,,Write-ins,,0,0,0,0
Chenango,MCDONOUGH 1 ,Comptroller,,Write-ins,,0,0,0,0
Chenango,NEW BERLIN 1 ,Comptroller,,Write-ins,,0,0,0,0
Chenango,NORTH NORWICH 1 ,Comptroller,,Write-ins,,0,0,0,0
Chenango,NORWICH TOWN 1 ,Comptroller,,Write-ins,,0,0,0,0
Chenango,NORWICH TOWN 2 ,Comptroller,,Write-ins,,0,0,0,0
Chenango,OTSELIC 1 ,Comptroller,,Write-ins,,1,0,0,1
Chenango,OXFORD 1 ,Comptroller,,Write-ins,,0,0,0,0
Chenango,OXFORD 2 ,Comptroller,,Write-ins,,0,0,0,0
Chenango,PHARSALIA 1 ,Comptroller,,Write-ins,,0,0,0,0
Chenango,PITCHER 1 ,Comptroller,,Write-ins,,0,0,0,0
Chenango,PLYMOUTH 1 ,Comptroller,,Write-ins,,0,0,0,0
Chenango,PRESTON 1 ,Comptroller,,Write-ins,,0,0,0,0
Chenango,SHERBURNE 1 ,Comptroller,,Write-ins,,2,0,0,2
Chenango,SHERBURNE 2 ,Comptroller,,Write-ins,,0,0,0,0
Chenango,SMITHVILLE 1 ,Comptroller,,Write-ins,,0,0,0,0
Chenango,SMYRNA 1 ,Comptroller,,Write-ins,,0,0,0,0
Chenango,CITY OF NORWICH WARD 1 ,Comptroller,,Void,,0,0,0,0
Chenango,CITY OF NORWICH WARD 2 ,Comptroller,,Void,,0,0,0,0
Chenango,CITY OF NORWICH WARD 3 ,Comptroller,,Void,,0,0,0,0
Chenango,CITY OF NORWICH WARD 4 ,Comptroller,,Void,,0,0,0,0
Chenango,CITY OF NORWICH WARD 5 ,Comptroller,,Void,,0,0,0,0
Chenango,CITY OF NORWICH WARD 6 ,Comptroller,,Void,,0,0,0,0
Chenango,AFTON 1 ,Comptroller,,Void,,1,0,0,1
Chenango,BAINBRIDGE 1 ,Comptroller,,Void,,1,0,0,1
Chenango,COLUMBUS 1 ,Comptroller,,Void,,0,0,0,0
Chenango,COVENTRY 1 ,Comptroller,,Void,,0,0,0,0
Chenango,GERMAN 1 ,Comptroller,,Void,,0,0,0,0
Chenango,GREENE 1 ,Comptroller,,Void,,1,0,0,1
Chenango,GREENE 2 ,Comptroller,,Void,,0,0,0,0
Chenango,GUILFORD 1 ,Comptroller,,Void,,1,0,0,1
Chenango,LINCKLAEN 1 ,Comptroller,,Void,,0,0,0,0
Chenango,MCDONOUGH 1 ,Comptroller,,Void,,0,0,0,0
Chenango,NEW BERLIN 1 ,Comptroller,,Void,,0,0,0,0
Chenango,NORTH NORWICH 1 ,Comptroller,,Void,,0,0,0,0
Chenango,NORWICH TOWN 1 ,Comptroller,,Void,,0,0,0,0
Chenango,NORWICH TOWN 2 ,Comptroller,,Void,,0,0,0,0
Chenango,OTSELIC 1 ,Comptroller,,Void,,0,0,0,0
Chenango,OXFORD 1 ,Comptroller,,Void,,0,0,0,0
Chenango,OXFORD 2 ,Comptroller,,Void,,0,0,0,0
Chenango,PHARSALIA 1 ,Comptroller,,Void,,0,0,0,0
Chenango,PITCHER 1 ,Comptroller,,Void,,0,0,0,0
Chenango,PLYMOUTH 1 ,Comptroller,,Void,,0,0,0,0
Chenango,PRESTON 1 ,Comptroller,,Void,,0,0,0,0
Chenango,SHERBURNE 1 ,Comptroller,,Void,,0,0,0,0
Chenango,SHERBURNE 2 ,Comptroller,,Void,,0,0,0,0
Chenango,SMITHVILLE 1 ,Comptroller,,Void,,0,0,0,0
Chenango,SMYRNA 1 ,Comptroller,,Void,,0,0,0,0
Chenango,CITY OF NORWICH WARD 1 ,Comptroller,,Blanks,,5,3,3,11
Chenango,CITY OF NORWICH WARD 2 ,Comptroller,,Blanks,,4,0,1,5
Chenango,CITY OF NORWICH WARD 3 ,Comptroller,,Blanks,,8,0,2,10
Chenango,CITY OF NORWICH WARD 4 ,Comptroller,,Blanks,,6,1,0,7
Chenango,CITY OF NORWICH WARD 5 ,Comptroller,,Blanks,,7,1,1,9
Chenango,CITY OF NORWICH WARD 6 ,Comptroller,,Blanks,,10,1,0,11
Chenango,AFTON 1 ,Comptroller,,Blanks,,17,0,3,20
Chenango,BAINBRIDGE 1 ,Comptroller,,Blanks,,13,0,0,13
Chenango,COLUMBUS 1 ,Comptroller,,Blanks,,8,0,2,10
Chenango,COVENTRY 1 ,Comptroller,,Blanks,,5,0,1,6
Chenango,GERMAN 1 ,Comptroller,,Blanks,,2,0,0,2
Chenango,GREENE 1 ,Comptroller,,Blanks,,18,0,1,19
Chenango,GREENE 2 ,Comptroller,,Blanks,,14,0,2,16
Chenango,GUILFORD 1 ,Comptroller,,Blanks,,16,0,1,17
Chenango,LINCKLAEN 1 ,Comptroller,,Blanks,,1,0,0,1
Chenango,MCDONOUGH 1 ,Comptroller,,Blanks,,8,0,0,8
Chenango,NEW BERLIN 1 ,Comptroller,,Blanks,,14,0,1,15
Chenango,NORTH NORWICH 1 ,Comptroller,,Blanks,,17,3,2,22
Chenango,NORWICH TOWN 1 ,Comptroller,,Blanks,,18,0,0,18
Chenango,NORWICH TOWN 2 ,Comptroller,,Blanks,,11,4,1,16
Chenango,OTSELIC 1 ,Comptroller,,Blanks,,5,0,1,6
Chenango,OXFORD 1 ,Comptroller,,Blanks,,13,0,4,17
Chenango,OXFORD 2 ,Comptroller,,Blanks,,14,0,0,14
Chenango,PHARSALIA 1 ,Comptroller,,Blanks,,6,0,0,6
Chenango,PITCHER 1 ,Comptroller,,Blanks,,8,0,0,8
Chenango,PLYMOUTH 1 ,Comptroller,,Blanks,,15,0,4,19
Chenango,PRESTON 1 ,Comptroller,,Blanks,,9,2,3,14
Chenango,SHERBURNE 1 ,Comptroller,,Blanks,,14,0,1,15
Chenango,SHERBURNE 2 ,Comptroller,,Blanks,,12,0,2,14
Chenango,SMITHVILLE 1 ,Comptroller,,Blanks,,14,0,0,14
Chenango,SMYRNA 1 ,Comptroller,,Blanks,,10,1,2,13
Chenango,CITY OF NORWICH WARD 1 ,Attorney General,,Letitia A. James,DEM,106,60,29,195
Chenango,CITY OF NORWICH WARD 2 ,Attorney General,,Letitia A. James,DEM,63,44,22,129
Chenango,CITY OF NORWICH WARD 3 ,Attorney General,,Letitia A. James,DEM,125,81,22,228
Chenango,CITY OF NORWICH WARD 4 ,Attorney General,,Letitia A. James,DEM,44,10,10,64
Chenango,CITY OF NORWICH WARD 5 ,Attorney General,,Letitia A. James,DEM,72,21,15,108
Chenango,CITY OF NORWICH WARD 6 ,Attorney General,,Letitia A. James,DEM,72,27,21,120
Chenango,AFTON 1 ,Attorney General,,Letitia A. James,DEM,231,8,24,263
Chenango,BAINBRIDGE 1 ,Attorney General,,Letitia A. James,DEM,262,15,31,308
Chenango,COLUMBUS 1 ,Attorney General,,Letitia A. James,DEM,51,2,8,61
Chenango,COVENTRY 1 ,Attorney General,,Letitia A. James,DEM,79,6,16,101
Chenango,GERMAN 1 ,Attorney General,,Letitia A. James,DEM,27,0,5,32
Chenango,GREENE 1 ,Attorney General,,Letitia A. James,DEM,234,18,63,315
Chenango,GREENE 2 ,Attorney General,,Letitia A. James,DEM,211,22,52,285
Chenango,GUILFORD 1 ,Attorney General,,Letitia A. James,DEM,211,33,37,281
Chenango,LINCKLAEN 1 ,Attorney General,,Letitia A. James,DEM,27,0,7,34
Chenango,MCDONOUGH 1 ,Attorney General,,Letitia A. James,DEM,70,5,11,86
Chenango,NEW BERLIN 1 ,Attorney General,,Letitia A. James,DEM,189,26,42,257
Chenango,NORTH NORWICH 1 ,Attorney General,,Letitia A. James,DEM,113,26,16,155
Chenango,NORWICH TOWN 1 ,Attorney General,,Letitia A. James,DEM,111,67,17,195
Chenango,NORWICH TOWN 2 ,Attorney General,,Letitia A. James,DEM,110,56,27,193
Chenango,OTSELIC 1 ,Attorney General,,Letitia A. James,DEM,64,5,8,77
Chenango,OXFORD 1 ,Attorney General,,Letitia A. James,DEM,173,42,37,252
Chenango,OXFORD 2 ,Attorney General,,Letitia A. James,DEM,132,28,18,178
Chenango,PHARSALIA 1 ,Attorney General,,Letitia A. James,DEM,49,2,2,53
Chenango,PITCHER 1 ,Attorney General,,Letitia A. James,DEM,47,4,2,53
Chenango,PLYMOUTH 1 ,Attorney General,,Letitia A. James,DEM,89,20,17,126
Chenango,PRESTON 1 ,Attorney General,,Letitia A. James,DEM,89,22,10,121
Chenango,SHERBURNE 1 ,Attorney General,,Letitia A. James,DEM,153,20,22,195
Chenango,SHERBURNE 2 ,Attorney General,,Letitia A. James,DEM,136,23,30,189
Chenango,SMITHVILLE 1 ,Attorney General,,Letitia A. James,DEM,72,20,17,109
Chenango,SMYRNA 1 ,Attorney General,,Letitia A. James,DEM,76,7,10,93
Chenango,CITY OF NORWICH WARD 1 ,Attorney General,,Michael Henry,REP,124,24,7,155
Chenango,CITY OF NORWICH WARD 2 ,Attorney General,,Michael Henry,REP,112,26,8,146
Chenango,CITY OF NORWICH WARD 3 ,Attorney General,,Michael Henry,REP,158,39,26,223
Chenango,CITY OF NORWICH WARD 4 ,Attorney General,,Michael Henry,REP,103,13,4,120
Chenango,CITY OF NORWICH WARD 5 ,Attorney General,,Michael Henry,REP,97,13,11,121
Chenango,CITY OF NORWICH WARD 6 ,Attorney General,,Michael Henry,REP,91,15,27,133
Chenango,AFTON 1 ,Attorney General,,Michael Henry,REP,607,17,29,653
Chenango,BAINBRIDGE 1 ,Attorney General,,Michael Henry,REP,633,26,36,695
Chenango,COLUMBUS 1 ,Attorney General,,Michael Henry,REP,222,5,9,236
Chenango,COVENTRY 1 ,Attorney General,,Michael Henry,REP,397,14,25,436
Chenango,GERMAN 1 ,Attorney General,,Michael Henry,REP,79,4,4,87
Chenango,GREENE 1 ,Attorney General,,Michael Henry,REP,602,19,32,653
Chenango,GREENE 2 ,Attorney General,,Michael Henry,REP,642,16,36,694
Chenango,GUILFORD 1 ,Attorney General,,Michael Henry,REP,592,43,35,670
Chenango,LINCKLAEN 1 ,Attorney General,,Michael Henry,REP,84,1,9,94
Chenango,MCDONOUGH 1 ,Attorney General,,Michael Henry,REP,191,2,17,210
Chenango,NEW BERLIN 1 ,Attorney General,,Michael Henry,REP,430,26,36,492
Chenango,NORTH NORWICH 1 ,Attorney General,,Michael Henry,REP,289,21,23,333
Chenango,NORWICH TOWN 1 ,Attorney General,,Michael Henry,REP,339,45,27,411
Chenango,NORWICH TOWN 2 ,Attorney General,,Michael Henry,REP,280,57,27,364
Chenango,OTSELIC 1 ,Attorney General,,Michael Henry,REP,175,7,8,190
Chenango,OXFORD 1 ,Attorney General,,Michael Henry,REP,412,33,37,482
Chenango,OXFORD 2 ,Attorney General,,Michael Henry,REP,253,24,23,300
Chenango,PHARSALIA 1 ,Attorney General,,Michael Henry,REP,116,4,5,125
Chenango,PITCHER 1 ,Attorney General,,Michael Henry,REP,167,7,4,178
Chenango,PLYMOUTH 1 ,Attorney General,,Michael Henry,REP,379,25,18,422
Chenango,PRESTON 1 ,Attorney General,,Michael Henry,REP,193,8,13,214
Chenango,SHERBURNE 1 ,Attorney General,,Michael Henry,REP,330,11,25,366
Chenango,SHERBURNE 2 ,Attorney General,,Michael Henry,REP,399,29,27,455
Chenango,SMITHVILLE 1 ,Attorney General,,Michael Henry,REP,317,8,16,341
Chenango,SMYRNA 1 ,Attorney General,,Michael Henry,REP,274,7,19,300
Chenango,CITY OF NORWICH WARD 1 ,Attorney General,,Michael Henry,CON,15,6,2,23
Chenango,CITY OF NORWICH WARD 2 ,Attorney General,,Michael Henry,CON,12,0,1,13
Chenango,CITY OF NORWICH WARD 3 ,Attorney General,,Michael Henry,CON,21,1,5,27
Chenango,CITY OF NORWICH WARD 4 ,Attorney General,,Michael Henry,CON,3,0,1,4
Chenango,CITY OF NORWICH WARD 5 ,Attorney General,,Michael Henry,CON,15,3,1,19
Chenango,CITY OF NORWICH WARD 6 ,Attorney General,,Michael Henry,CON,15,3,3,21
Chenango,AFTON 1 ,Attorney General,,Michael Henry,CON,56,2,5,63
Chenango,BAINBRIDGE 1 ,Attorney General,,Michael Henry,CON,74,2,3,79
Chenango,COLUMBUS 1 ,Attorney General,,Michael Henry,CON,22,0,0,22
Chenango,COVENTRY 1 ,Attorney General,,Michael Henry,CON,29,1,0,30
Chenango,GERMAN 1 ,Attorney General,,Michael Henry,CON,5,1,0,6
Chenango,GREENE 1 ,Attorney General,,Michael Henry,CON,59,3,5,67
Chenango,GREENE 2 ,Attorney General,,Michael Henry,CON,45,2,1,48
Chenango,GUILFORD 1 ,Attorney General,,Michael Henry,CON,42,2,5,49
Chenango,LINCKLAEN 1 ,Attorney General,,Michael Henry,CON,7,0,1,8
Chenango,MCDONOUGH 1 ,Attorney General,,Michael Henry,CON,16,1,0,17
Chenango,NEW BERLIN 1 ,Attorney General,,Michael Henry,CON,59,4,4,67
Chenango,NORTH NORWICH 1 ,Attorney General,,Michael Henry,CON,26,3,0,29
Chenango,NORWICH TOWN 1 ,Attorney General,,Michael Henry,CON,22,6,6,34
Chenango,NORWICH TOWN 2 ,Attorney General,,Michael Henry,CON,24,5,1,30
Chenango,OTSELIC 1 ,Attorney General,,Michael Henry,CON,12,0,1,13
Chenango,OXFORD 1 ,Attorney General,,Michael Henry,CON,36,3,3,42
Chenango,OXFORD 2 ,Attorney General,,Michael Henry,CON,13,0,1,14
Chenango,PHARSALIA 1 ,Attorney General,,Michael Henry,CON,11,0,2,13
Chenango,PITCHER 1 ,Attorney General,,Michael Henry,CON,13,0,0,13
Chenango,PLYMOUTH 1 ,Attorney General,,Michael Henry,CON,22,2,3,27
Chenango,PRESTON 1 ,Attorney General,,Michael Henry,CON,13,0,2,15
Chenango,SHERBURNE 1 ,Attorney General,,Michael Henry,CON,31,3,1,35
Chenango,SHERBURNE 2 ,Attorney General,,Michael Henry,CON,44,3,3,50
Chenango,SMITHVILLE 1 ,Attorney General,,Michael Henry,CON,37,3,1,41
Chenango,SMYRNA 1 ,Attorney General,,Michael Henry,CON,23,1,0,24
Chenango,CITY OF NORWICH WARD 1 ,Attorney General,,Letitia A. James,WOR,14,4,3,21
Chenango,CITY OF NORWICH WARD 2 ,Attorney General,,Letitia A. James,WOR,0,4,0,4
Chenango,CITY OF NORWICH WARD 3 ,Attorney General,,Letitia A. James,WOR,6,3,0,9
Chenango,CITY OF NORWICH WARD 4 ,Attorney General,,Letitia A. James,WOR,10,0,3,13
Chenango,CITY OF NORWICH WARD 5 ,Attorney General,,Letitia A. James,WOR,7,4,1,12
Chenango,CITY OF NORWICH WARD 6 ,Attorney General,,Letitia A. James,WOR,8,1,3,12
Chenango,AFTON 1 ,Attorney General,,Letitia A. James,WOR,23,2,1,26
Chenango,BAINBRIDGE 1 ,Attorney General,,Letitia A. James,WOR,29,0,5,34
Chenango,COLUMBUS 1 ,Attorney General,,Letitia A. James,WOR,5,0,0,5
Chenango,COVENTRY 1 ,Attorney General,,Letitia A. James,WOR,14,0,0,14
Chenango,GERMAN 1 ,Attorney General,,Letitia A. James,WOR,3,0,3,6
Chenango,GREENE 1 ,Attorney General,,Letitia A. James,WOR,18,2,6,26
Chenango,GREENE 2 ,Attorney General,,Letitia A. James,WOR,21,0,0,21
Chenango,GUILFORD 1 ,Attorney General,,Letitia A. James,WOR,20,2,4,26
Chenango,LINCKLAEN 1 ,Attorney General,,Letitia A. James,WOR,3,0,0,3
Chenango,MCDONOUGH 1 ,Attorney General,,Letitia A. James,WOR,12,2,2,16
Chenango,NEW BERLIN 1 ,Attorney General,,Letitia A. James,WOR,15,7,0,22
Chenango,NORTH NORWICH 1 ,Attorney General,,Letitia A. James,WOR,6,1,1,8
Chenango,NORWICH TOWN 1 ,Attorney General,,Letitia A. James,WOR,10,4,2,16
Chenango,NORWICH TOWN 2 ,Attorney General,,Letitia A. James,WOR,11,3,1,15
Chenango,OTSELIC 1 ,Attorney General,,Letitia A. James,WOR,10,0,1,11
Chenango,OXFORD 1 ,Attorney General,,Letitia A. James,WOR,13,3,1,17
Chenango,OXFORD 2 ,Attorney General,,Letitia A. James,WOR,16,1,1,18
Chenango,PHARSALIA 1 ,Attorney General,,Letitia A. James,WOR,2,0,0,2
Chenango,PITCHER 1 ,Attorney General,,Letitia A. James,WOR,5,0,0,5
Chenango,PLYMOUTH 1 ,Attorney General,,Letitia A. James,WOR,20,1,0,21
Chenango,PRESTON 1 ,Attorney General,,Letitia A. James,WOR,7,1,1,9
Chenango,SHERBURNE 1 ,Attorney General,,Letitia A. James,WOR,21,1,2,24
Chenango,SHERBURNE 2 ,Attorney General,,Letitia A. James,WOR,16,7,1,24
Chenango,SMITHVILLE 1 ,Attorney General,,Letitia A. James,WOR,15,1,1,17
Chenango,SMYRNA 1 ,Attorney General,,Letitia A. James,WOR,8,0,2,10
Chenango,CITY OF NORWICH WARD 1 ,Attorney General,,Write-ins,,0,0,1,1
Chenango,CITY OF NORWICH WARD 2 ,Attorney General,,Write-ins,,0,0,0,0
Chenango,CITY OF NORWICH WARD 3 ,Attorney General,,Write-ins,,2,0,0,2
Chenango,CITY OF NORWICH WARD 4 ,Attorney General,,Write-ins,,0,0,0,0
Chenango,CITY OF NORWICH WARD 5 ,Attorney General,,Write-ins,,0,0,0,0
Chenango,CITY OF NORWICH WARD 6 ,Attorney General,,Write-ins,,1,0,0,1
Chenango,AFTON 1 ,Attorney General,,Write-ins,,0,0,0,0
Chenango,BAINBRIDGE 1 ,Attorney General,,Write-ins,,1,0,0,1
Chenango,COLUMBUS 1 ,Attorney General,,Write-ins,,0,0,0,0
Chenango,COVENTRY 1 ,Attorney General,,Write-ins,,0,0,0,0
Chenango,GERMAN 1 ,Attorney General,,Write-ins,,0,0,0,0
Chenango,GREENE 1 ,Attorney General,,Write-ins,,0,0,0,0
Chenango,GREENE 2 ,Attorney General,,Write-ins,,0,0,0,0
Chenango,GUILFORD 1 ,Attorney General,,Write-ins,,2,0,0,2
Chenango,LINCKLAEN 1 ,Attorney General,,Write-ins,,0,0,0,0
Chenango,MCDONOUGH 1 ,Attorney General,,Write-ins,,0,0,0,0
Chenango,NEW BERLIN 1 ,Attorney General,,Write-ins,,0,0,0,0
Chenango,NORTH NORWICH 1 ,Attorney General,,Write-ins,,0,0,0,0
Chenango,NORWICH TOWN 1 ,Attorney General,,Write-ins,,0,0,0,0
Chenango,NORWICH TOWN 2 ,Attorney General,,Write-ins,,0,0,0,0
Chenango,OTSELIC 1 ,Attorney General,,Write-ins,,1,0,0,1
Chenango,OXFORD 1 ,Attorney General,,Write-ins,,0,0,0,0
Chenango,OXFORD 2 ,Attorney General,,Write-ins,,0,0,0,0
Chenango,PHARSALIA 1 ,Attorney General,,Write-ins,,0,0,0,0
Chenango,PITCHER 1 ,Attorney General,,Write-ins,,0,0,0,0
Chenango,PLYMOUTH 1 ,Attorney General,,Write-ins,,0,0,0,0
Chenango,PRESTON 1 ,Attorney General,,Write-ins,,0,0,0,0
Chenango,SHERBURNE 1 ,Attorney General,,Write-ins,,2,0,0,2
Chenango,SHERBURNE 2 ,Attorney General,,Write-ins,,0,0,0,0
Chenango,SMITHVILLE 1 ,Attorney General,,Write-ins,,0,0,0,0
Chenango,SMYRNA 1 ,Attorney General,,Write-ins,,0,0,0,0
Chenango,CITY OF NORWICH WARD 1 ,Attorney General,,Void,,0,0,0,0
Chenango,CITY OF NORWICH WARD 2 ,Attorney General,,Void,,0,0,0,0
Chenango,CITY OF NORWICH WARD 3 ,Attorney General,,Void,,0,0,0,0
Chenango,CITY OF NORWICH WARD 4 ,Attorney General,,Void,,0,0,0,0
Chenango,CITY OF NORWICH WARD 5 ,Attorney General,,Void,,0,0,0,0
Chenango,CITY OF NORWICH WARD 6 ,Attorney General,,Void,,0,0,0,0
Chenango,AFTON 1 ,Attorney General,,Void,,0,0,0,0
Chenango,BAINBRIDGE 1 ,Attorney General,,Void,,0,0,0,0
Chenango,COLUMBUS 1 ,Attorney General,,Void,,0,0,0,0
Chenango,COVENTRY 1 ,Attorney General,,Void,,0,0,0,0
Chenango,GERMAN 1 ,Attorney General,,Void,,0,0,0,0
Chenango,GREENE 1 ,Attorney General,,Void,,0,0,0,0
Chenango,GREENE 2 ,Attorney General,,Void,,0,0,0,0
Chenango,GUILFORD 1 ,Attorney General,,Void,,1,0,0,1
Chenango,LINCKLAEN 1 ,Attorney General,,Void,,0,0,0,0
Chenango,MCDONOUGH 1 ,Attorney General,,Void,,0,0,0,0
Chenango,NEW BERLIN 1 ,Attorney General,,Void,,0,0,0,0
Chenango,NORTH NORWICH 1 ,Attorney General,,Void,,0,0,0,0
Chenango,NORWICH TOWN 1 ,Attorney General,,Void,,0,0,0,0
Chenango,NORWICH TOWN 2 ,Attorney General,,Void,,0,0,0,0
Chenango,OTSELIC 1 ,Attorney General,,Void,,0,0,0,0
Chenango,OXFORD 1 ,Attorney General,,Void,,0,0,0,0
Chenango,OXFORD 2 ,Attorney General,,Void,,0,0,0,0
Chenango,PHARSALIA 1 ,Attorney General,,Void,,0,0,0,0
Chenango,PITCHER 1 ,Attorney General,,Void,,0,0,0,0
Chenango,PLYMOUTH 1 ,Attorney General,,Void,,0,0,0,0
Chenango,PRESTON 1 ,Attorney General,,Void,,0,0,0,0
Chenango,SHERBURNE 1 ,Attorney General,,Void,,0,0,0,0
Chenango,SHERBURNE 2 ,Attorney General,,Void,,0,0,0,0
Chenango,SMITHVILLE 1 ,Attorney General,,Void,,0,0,0,0
Chenango,SMYRNA 1 ,Attorney General,,Void,,0,0,0,0
Chenango,CITY OF NORWICH WARD 1 ,Attorney General,,Blanks,,7,3,1,11
Chenango,CITY OF NORWICH WARD 2 ,Attorney General,,Blanks,,5,1,3,9
Chenango,CITY OF NORWICH WARD 3 ,Attorney General,,Blanks,,6,0,1,7
Chenango,CITY OF NORWICH WARD 4 ,Attorney General,,Blanks,,5,0,2,7
Chenango,CITY OF NORWICH WARD 5 ,Attorney General,,Blanks,,8,1,0,9
Chenango,CITY OF NORWICH WARD 6 ,Attorney General,,Blanks,,6,1,0,7
Chenango,AFTON 1 ,Attorney General,,Blanks,,17,0,3,20
Chenango,BAINBRIDGE 1 ,Attorney General,,Blanks,,19,0,0,19
Chenango,COLUMBUS 1 ,Attorney General,,Blanks,,7,0,2,9
Chenango,COVENTRY 1 ,Attorney General,,Blanks,,6,0,2,8
Chenango,GERMAN 1 ,Attorney General,,Blanks,,1,0,0,1
Chenango,GREENE 1 ,Attorney General,,Blanks,,20,0,1,21
Chenango,GREENE 2 ,Attorney General,,Blanks,,15,0,5,20
Chenango,GUILFORD 1 ,Attorney General,,Blanks,,14,0,0,14
Chenango,LINCKLAEN 1 ,Attorney General,,Blanks,,3,0,0,3
Chenango,MCDONOUGH 1 ,Attorney General,,Blanks,,7,0,0,7
Chenango,NEW BERLIN 1 ,Attorney General,,Blanks,,11,0,1,12
Chenango,NORTH NORWICH 1 ,Attorney General,,Blanks,,19,3,2,24
Chenango,NORWICH TOWN 1 ,Attorney General,,Blanks,,16,4,0,20
Chenango,NORWICH TOWN 2 ,Attorney General,,Blanks,,9,4,1,14
Chenango,OTSELIC 1 ,Attorney General,,Blanks,,8,0,1,9
Chenango,OXFORD 1 ,Attorney General,,Blanks,,12,0,4,16
Chenango,OXFORD 2 ,Attorney General,,Blanks,,11,0,0,11
Chenango,PHARSALIA 1 ,Attorney General,,Blanks,,6,0,0,6
Chenango,PITCHER 1 ,Attorney General,,Blanks,,5,0,0,5
Chenango,PLYMOUTH 1 ,Attorney General,,Blanks,,16,0,4,20
Chenango,PRESTON 1 ,Attorney General,,Blanks,,8,0,2,10
Chenango,SHERBURNE 1 ,Attorney General,,Blanks,,12,1,3,16
Chenango,SHERBURNE 2 ,Attorney General,,Blanks,,16,0,2,18
Chenango,SMITHVILLE 1 ,Attorney General,,Blanks,,13,0,1,14
Chenango,SMYRNA 1 ,Attorney General,,Blanks,,10,1,1,12
Chenango,CITY OF NORWICH WARD 1 ,U.S. Senate,,Charles E. Schumer,DEM,113,63,32,208
Chenango,CITY OF NORWICH WARD 2 ,U.S. Senate,,Charles E. Schumer,DEM,69,45,27,141
Chenango,CITY OF NORWICH WARD 3 ,U.S. Senate,,Charles E. Schumer,DEM,132,83,23,238
Chenango,CITY OF NORWICH WARD 4 ,U.S. Senate,,Charles E. Schumer,DEM,51,9,9,69
Chenango,CITY OF NORWICH WARD 5 ,U.S. Senate,,Charles E. Schumer,DEM,77,21,18,116
Chenango,CITY OF NORWICH WARD 6 ,U.S. Senate,,Charles E. Schumer,DEM,78,28,27,133
Chenango,AFTON 1 ,U.S. Senate,,Charles E. Schumer,DEM,240,10,31,281
Chenango,BAINBRIDGE 1 ,U.S. Senate,,Charles E. Schumer,DEM,268,16,33,317
