county,precinct,office,district,party,candidate,election_day,absentee,votes
Herkimer,C LITTLE FALLS W1,Governor,,DEM,Kathy C. Hochul,95,9,104
Herkimer,C LITTLE FALLS W2,Governor,,DEM,Kathy C. Hochul,127,5,132
Herkimer,C LITTLE FALLS W3,Governor,,DEM,Kathy C. Hochul,93,3,96
Herkimer,C LITTLE FALLS W4,Governor,,DEM,Kathy C. Hochul,65,5,70
Herkimer,COLUMBIA 1 ,Governor,,DEM,Kathy C. Hochul,50,3,53
Herkimer,COLUMBIA 2,Governor,,DEM,Kathy C. Hochul,21,0,21
Herkimer,DANUBE 1,Governor,,DEM,Kathy C. Hochul,45,2,47
Herkimer,FAIRFIELD 1,Governor,,DEM,Kathy C. Hochul,61,4,65
Herkimer,FRANKFORT 1,Governor,,DEM,Kathy C. Hochul,39,4,43
Herkimer,FRANKFORT2,Governor,,DEM,Kathy C. Hochul,73,4,77
Herkimer,FRANKFORT 3,Governor,,DEM,Kathy C. Hochul,196,7,203
Herkimer,FRANKFORT 4,Governor,,DEM,Kathy C. Hochul,179,8,187
Herkimer,GERMAN FLATTS 1,Governor,,DEM,Kathy C. Hochul,23,3,26
Herkimer,GERMAN FLATTS 2,Governor,,DEM,Kathy C. Hochul,59,2,61
Herkimer,GERMAN FLATTS 3,Governor,,DEM,Kathy C. Hochul,159,3,162
Herkimer,GERMAN FLATTS 4,Governor,,DEM,Kathy C. Hochul,54,7,61
Herkimer,GERMAN FLATTS 5,Governor,,DEM,Kathy C. Hochul,143,3,146
Herkimer,GERMAN FLATTS 6,Governor,,DEM,Kathy C. Hochul,130,5,135
Herkimer,GERMAN FLATTS 7,Governor,,DEM,Kathy C. Hochul,22,1,23
Herkimer,GERMAN FLATTS 8,Governor,,DEM,Kathy C. Hochul,224,15,239
Herkimer,HERKIMER 1,Governor,,DEM,Kathy C. Hochul,138,3,141
Herkimer,HERKIMER 2,Governor,,DEM,Kathy C. Hochul,91,4,95
Herkimer,HERKIMER 3,Governor,,DEM,Kathy C. Hochul,119,5,124
Herkimer,HERKIMER 5,Governor,,DEM,Kathy C. Hochul,183,2,185
Herkimer,HERKIMER 4,Governor,,DEM,Kathy C. Hochul,94,1,95
Herkimer,LITCHFIELD 1,Governor,,DEM,Kathy C. Hochul,91,1,92
Herkimer,MANHEIM 1,Governor,,DEM,Kathy C. Hochul,118,1,119
Herkimer,MANHEIM 2,Governor,,DEM,Kathy C. Hochul,60,5,65
Herkimer,NEWPORT 1,Governor,,DEM,Kathy C. Hochul,124,4,128
Herkimer,NEWPORT 2,Governor,,DEM,Kathy C. Hochul,21,0,21
Herkimer,NORWAY 1,Governor,,DEM,Kathy C. Hochul,42,3,45
Herkimer,OHIO 1,Governor,,DEM,Kathy C. Hochul,63,3,66
Herkimer,RUSSIA 1,Governor,,DEM,Kathy C. Hochul,122,0,122
Herkimer,RUSSIA 2,Governor,,DEM,Kathy C. Hochul,36,4,40
Herkimer,SALISBURY 1,Governor,,DEM,Kathy C. Hochul,40,2,42
Herkimer,SALISBURY 2,Governor,,DEM,Kathy C. Hochul,26,2,28
Herkimer,SCHUYLER 1,Governor,,DEM,Kathy C. Hochul,153,2,155
