county,precinct,office,district,candidate,party,votes,election_day,absentee,early_voting,affidavit
Yates,Benton 2,Attorney General,,Write-ins,,0,0,0,0,0
Yates,Italy 1,Attorney General,,Write-ins,,0,0,0,0,0
Yates,Jerusalem 1,Attorney General,,Write-ins,,0,0,0,0,0
Yates,Jerusalem 2,Attorney General,,Write-ins,,0,0,0,0,0
Yates,Jerusalem 3,Attorney General,,Write-ins,,0,0,0,0,0
Yates,Jerusalem 4,Attorney General,,Write-ins,,0,0,0,0,0
Yates,Middlesex 1,Attorney General,,Write-ins,,0,0,0,0,0
Yates,Milo 2,Attorney General,,Write-ins,,0,0,0,0,0
Yates,Milo 3,Attorney General,,Write-ins,,0,0,0,0,0
Yates,Milo 4,Attorney General,,Write-ins,,0,0,0,0,0
Yates,Milo 5,Attorney General,,Write-ins,,0,0,0,0,0
Yates,Milo 6,Attorney General,,Write-ins,,0,0,0,0,0
Yates,Potter 1,Attorney General,,Write-ins,,0,0,0,0,0
Yates,Starkey 1,Attorney General,,Write-ins,,0,0,0,0,0
Yates,Starkey 2,Attorney General,,Write-ins,,0,0,0,0,0
Yates,Torrey 1,Attorney General,,Write-ins,,0,0,0,0,0
Yates,Barrington 1,Attorney General,,Under Votes,,23,20,2,1,0
Yates,Benton 1,Attorney General,,Under Votes,,5,5,0,0,0
Yates,Benton 2,Attorney General,,Under Votes,,12,10,1,1,0
Yates,Italy 1,Attorney General,,Under Votes,,9,7,2,0,0
Yates,Jerusalem 1,Attorney General,,Under Votes,,9,6,0,3,0
Yates,Jerusalem 2,Attorney General,,Under Votes,,14,11,1,2,0
Yates,Jerusalem 3,Attorney General,,Under Votes,,7,4,1,2,0
Yates,Jerusalem 4,Attorney General,,Under Votes,,9,7,0,2,0
Yates,Middlesex 1,Attorney General,,Under Votes,,6,6,0,0,0
Yates,Milo 2,Attorney General,,Under Votes,,20,13,3,4,0
Yates,Milo 3,Attorney General,,Under Votes,,15,9,1,5,0
Yates,Milo 4,Attorney General,,Under Votes,,7,7,0,0,0
Yates,Milo 5,Attorney General,,Under Votes,,16,7,0,9,0
Yates,Milo 6,Attorney General,,Under Votes,,19,17,0,2,0
Yates,Potter 1,Attorney General,,Under Votes,,12,9,1,2,0
Yates,Starkey 1,Attorney General,,Under Votes,,10,7,1,2,0
Yates,Starkey 2,Attorney General,,Under Votes,,8,8,0,0,0
Yates,Torrey 1,Attorney General,,Under Votes,,20,16,0,3,1
Yates,Barrington 1,Attorney General,,Over Votes,,0,0,0,0,0
Yates,Benton 1,Attorney General,,Over Votes,,0,0,0,0,0
Yates,Benton 2,Attorney General,,Over Votes,,0,0,0,0,0
Yates,Italy 1,Attorney General,,Over Votes,,1,1,0,0,0
Yates,Jerusalem 1,Attorney General,,Over Votes,,0,0,0,0,0
Yates,Jerusalem 2,Attorney General,,Over Votes,,0,0,0,0,0
Yates,Jerusalem 3,Attorney General,,Over Votes,,0,0,0,0,0
Yates,Jerusalem 4,Attorney General,,Over Votes,,0,0,0,0,0
Yates,Middlesex 1,Attorney General,,Over Votes,,0,0,0,0,0
Yates,Milo 2,Attorney General,,Over Votes,,0,0,0,0,0
Yates,Milo 3,Attorney General,,Over Votes,,0,0,0,0,0
Yates,Milo 4,Attorney General,,Over Votes,,0,0,0,0,0
Yates,Milo 5,Attorney General,,Over Votes,,0,0,0,0,0
Yates,Milo 6,Attorney General,,Over Votes,,0,0,0,0,0
Yates,Potter 1,Attorney General,,Over Votes,,0,0,0,0,0
Yates,Starkey 1,Attorney General,,Over Votes,,0,0,0,0,0
Yates,Starkey 2,Attorney General,,Over Votes,,0,0,0,0,0
Yates,Torrey 1,Attorney General,,Over Votes,,0,0,0,0,0
Yates,Barrington 1,Attorney General,,Unqualified Write-ins,,0,0,0,0,0
Yates,Benton 1,Attorney General,,Unqualified Write-ins,,0,0,0,0,0
Yates,Benton 2,Attorney General,,Unqualified Write-ins,,0,0,0,0,0
Yates,Italy 1,Attorney General,,Unqualified Write-ins,,0,0,0,0,0
Yates,Jerusalem 1,Attorney General,,Unqualified Write-ins,,0,0,0,0,0
Yates,Jerusalem 2,Attorney General,,Unqualified Write-ins,,2,2,0,0,0
Yates,Jerusalem 3,Attorney General,,Unqualified Write-ins,,0,0,0,0,0
Yates,Jerusalem 4,Attorney General,,Unqualified Write-ins,,0,0,0,0,0
Yates,Middlesex 1,Attorney General,,Unqualified Write-ins,,0,0,0,0,0
Yates,Milo 2,Attorney General,,Unqualified Write-ins,,1,1,0,0,0
Yates,Milo 3,Attorney General,,Unqualified Write-ins,,1,1,0,0,0
Yates,Milo 4,Attorney General,,Unqualified Write-ins,,0,0,0,0,0
Yates,Milo 5,Attorney General,,Unqualified Write-ins,,0,0,0,0,0
Yates,Milo 6,Attorney General,,Unqualified Write-ins,,1,0,0,0,1
Yates,Potter 1,Attorney General,,Unqualified Write-ins,,0,0,0,0,0
Yates,Starkey 1,Attorney General,,Unqualified Write-ins,,0,0,0,0,0
Yates,Starkey 2,Attorney General,,Unqualified Write-ins,,2,2,0,0,0
Yates,Torrey 1,Attorney General,,Unqualified Write-ins,,0,0,0,0,0
Yates,Barrington 1,U.S. Senate,,Charles E. Schumer,DEM,175,101,20,53,1
Yates,Benton 1,U.S. Senate,,Charles E. Schumer,DEM,116,80,6,28,2
Yates,Benton 2,U.S. Senate,,Charles E. Schumer,DEM,163,103,24,36,0
Yates,Italy 1,U.S. Senate,,Charles E. Schumer,DEM,144,105,17,20,2
Yates,Jerusalem 1,U.S. Senate,,Charles E. Schumer,DEM,234,124,34,76,0
Yates,Jerusalem 2,U.S. Senate,,Charles E. Schumer,DEM,174,102,19,50,3
Yates,Jerusalem 3,U.S. Senate,,Charles E. Schumer,DEM,144,92,13,36,3
Yates,Jerusalem 4,U.S. Senate,,Charles E. Schumer,DEM,179,101,10,66,2
Yates,Middlesex 1,U.S. Senate,,Charles E. Schumer,DEM,173,139,19,13,2
Yates,Milo 2,U.S. Senate,,Charles E. Schumer,DEM,215,105,28,81,1
Yates,Milo 3,U.S. Senate,,Charles E. Schumer,DEM,154,68,25,59,2
Yates,Milo 4,U.S. Senate,,Charles E. Schumer,DEM,90,64,7,18,1
Yates,Milo 5,U.S. Senate,,Charles E. Schumer,DEM,190,92,21,76,1
Yates,Milo 6,U.S. Senate,,Charles E. Schumer,DEM,204,84,35,82,3
Yates,Potter 1,U.S. Senate,,Charles E. Schumer,DEM,121,92,14,14,1
Yates,Starkey 1,U.S. Senate,,Charles E. Schumer,DEM,145,105,15,25,0
Yates,Starkey 2,U.S. Senate,,Charles E. Schumer,DEM,175,117,28,28,2
Yates,Torrey 1,U.S. Senate,,Charles E. Schumer,DEM,191,132,13,45,1
Yates,Barrington 1,U.S. Senate,,Joe Pinion,REP,286,238,16,27,5
Yates,Benton 1,U.S. Senate,,Joe Pinion,REP,219,189,8,21,1
Yates,Benton 2,U.S. Senate,,Joe Pinion,REP,257,222,13,20,2
Yates,Italy 1,U.S. Senate,,Joe Pinion,REP,263,242,12,8,1
Yates,Jerusalem 1,U.S. Senate,,Joe Pinion,REP,233,191,9,31,2
Yates,Jerusalem 2,U.S. Senate,,Joe Pinion,REP,206,174,16,16,0
Yates,Jerusalem 3,U.S. Senate,,Joe Pinion,REP,204,174,10,19,1
Yates,Jerusalem 4,U.S. Senate,,Joe Pinion,REP,209,142,20,45,2
Yates,Middlesex 1,U.S. Senate,,Joe Pinion,REP,328,309,7,11,1
Yates,Milo 2,U.S. Senate,,Joe Pinion,REP,237,184,13,35,5
Yates,Milo 3,U.S. Senate,,Joe Pinion,REP,162,123,11,26,2
Yates,Milo 4,U.S. Senate,,Joe Pinion,REP,171,152,5,12,2
Yates,Milo 5,U.S. Senate,,Joe Pinion,REP,212,165,8,37,2
Yates,Milo 6,U.S. Senate,,Joe Pinion,REP,270,172,20,76,2
Yates,Potter 1,U.S. Senate,,Joe Pinion,REP,335,312,8,9,6
Yates,Starkey 1,U.S. Senate,,Joe Pinion,REP,277,242,14,17,4
Yates,Starkey 2,U.S. Senate,,Joe Pinion,REP,274,246,5,21,2
Yates,Torrey 1,U.S. Senate,,Joe Pinion,REP,213,184,18,9,2
Yates,Barrington 1,U.S. Senate,,Joe Pinion,CON,28,23,1,3,1
Yates,Benton 1,U.S. Senate,,Joe Pinion,CON,29,28,1,0,0
Yates,Benton 2,U.S. Senate,,Joe Pinion,CON,36,26,1,9,0
Yates,Italy 1,U.S. Senate,,Joe Pinion,CON,44,41,2,0,1
Yates,Jerusalem 1,U.S. Senate,,Joe Pinion,CON,30,18,3,8,1
Yates,Jerusalem 2,U.S. Senate,,Joe Pinion,CON,26,20,3,3,0
Yates,Jerusalem 3,U.S. Senate,,Joe Pinion,CON,47,38,3,5,1
Yates,Jerusalem 4,U.S. Senate,,Joe Pinion,CON,21,19,0,2,0
Yates,Middlesex 1,U.S. Senate,,Joe Pinion,CON,61,60,0,1,0
Yates,Milo 2,U.S. Senate,,Joe Pinion,CON,28,23,1,4,0
Yates,Milo 3,U.S. Senate,,Joe Pinion,CON,27,21,0,6,0
Yates,Milo 4,U.S. Senate,,Joe Pinion,CON,23,20,2,1,0
Yates,Milo 5,U.S. Senate,,Joe Pinion,CON,26,22,2,2,0
Yates,Milo 6,U.S. Senate,,Joe Pinion,CON,45,28,9,8,0
Yates,Potter 1,U.S. Senate,,Joe Pinion,CON,37,32,1,1,3
Yates,Starkey 1,U.S. Senate,,Joe Pinion,CON,21,18,1,2,0
Yates,Starkey 2,U.S. Senate,,Joe Pinion,CON,17,16,1,0,0
Yates,Torrey 1,U.S. Senate,,Joe Pinion,CON,32,27,3,2,0
Yates,Barrington 1,U.S. Senate,,Charles E. Schumer,WOR,14,11,0,3,0
Yates,Benton 1,U.S. Senate,,Charles E. Schumer,WOR,7,7,0,0,0
Yates,Benton 2,U.S. Senate,,Charles E. Schumer,WOR,12,7,3,2,0
Yates,Italy 1,U.S. Senate,,Charles E. Schumer,WOR,15,12,1,1,1
Yates,Jerusalem 1,U.S. Senate,,Charles E. Schumer,WOR,9,6,0,3,0
Yates,Jerusalem 2,U.S. Senate,,Charles E. Schumer,WOR,18,10,3,5,0
Yates,Jerusalem 3,U.S. Senate,,Charles E. Schumer,WOR,15,11,0,4,0
Yates,Jerusalem 4,U.S. Senate,,Charles E. Schumer,WOR,8,6,0,2,0
Yates,Middlesex 1,U.S. Senate,,Charles E. Schumer,WOR,23,19,2,2,0
Yates,Milo 2,U.S. Senate,,Charles E. Schumer,WOR,21,14,1,6,0
Yates,Milo 3,U.S. Senate,,Charles E. Schumer,WOR,13,6,4,3,0
Yates,Milo 4,U.S. Senate,,Charles E. Schumer,WOR,7,5,0,2,0
Yates,Milo 5,U.S. Senate,,Charles E. Schumer,WOR,19,15,0,4,0
Yates,Milo 6,U.S. Senate,,Charles E. Schumer,WOR,18,10,3,5,0
Yates,Potter 1,U.S. Senate,,Charles E. Schumer,WOR,15,11,3,1,0
Yates,Starkey 1,U.S. Senate,,Charles E. Schumer,WOR,17,13,2,2,0
Yates,Starkey 2,U.S. Senate,,Charles E. Schumer,WOR,15,14,1,0,0
Yates,Torrey 1,U.S. Senate,,Charles E. Schumer,WOR,14,11,1,2,0
Yates,Barrington 1,U.S. Senate,,Diane Sare,LAR,2,2,0,0,0
Yates,Benton 1,U.S. Senate,,Diane Sare,LAR,0,0,0,0,0
Yates,Benton 2,U.S. Senate,,Diane Sare,LAR,1,1,0,0,0
Yates,Italy 1,U.S. Senate,,Diane Sare,LAR,5,5,0,0,0
Yates,Jerusalem 1,U.S. Senate,,Diane Sare,LAR,2,2,0,0,0
Yates,Jerusalem 2,U.S. Senate,,Diane Sare,LAR,1,1,0,0,0
Yates,Jerusalem 3,U.S. Senate,,Diane Sare,LAR,1,1,0,0,0
Yates,Jerusalem 4,U.S. Senate,,Diane Sare,LAR,0,0,0,0,0
Yates,Middlesex 1,U.S. Senate,,Diane Sare,LAR,4,3,0,1,0
Yates,Milo 2,U.S. Senate,,Diane Sare,LAR,5,3,0,2,0
Yates,Milo 3,U.S. Senate,,Diane Sare,LAR,3,1,1,1,0
Yates,Milo 4,U.S. Senate,,Diane Sare,LAR,1,1,0,0,0
Yates,Milo 5,U.S. Senate,,Diane Sare,LAR,5,4,0,1,0
Yates,Milo 6,U.S. Senate,,Diane Sare,LAR,1,0,1,0,0
Yates,Potter 1,U.S. Senate,,Diane Sare,LAR,2,2,0,0,0
Yates,Starkey 1,U.S. Senate,,Diane Sare,LAR,2,1,0,1,0
Yates,Starkey 2,U.S. Senate,,Diane Sare,LAR,2,2,0,0,0
Yates,Torrey 1,U.S. Senate,,Diane Sare,LAR,3,2,0,0,1
Yates,Barrington 1,U.S. Senate,,Write-ins,,0,0,0,0,0
Yates,Benton 1,U.S. Senate,,Write-ins,,0,0,0,0,0
Yates,Benton 2,U.S. Senate,,Write-ins,,0,0,0,0,0
Yates,Italy 1,U.S. Senate,,Write-ins,,0,0,0,0,0
Yates,Jerusalem 1,U.S. Senate,,Write-ins,,0,0,0,0,0
Yates,Jerusalem 2,U.S. Senate,,Write-ins,,0,0,0,0,0
Yates,Jerusalem 3,U.S. Senate,,Write-ins,,0,0,0,0,0
Yates,Jerusalem 4,U.S. Senate,,Write-ins,,0,0,0,0,0
Yates,Middlesex 1,U.S. Senate,,Write-ins,,0,0,0,0,0
Yates,Milo 2,U.S. Senate,,Write-ins,,0,0,0,0,0
Yates,Milo 3,U.S. Senate,,Write-ins,,0,0,0,0,0
Yates,Milo 4,U.S. Senate,,Write-ins,,0,0,0,0,0
Yates,Milo 5,U.S. Senate,,Write-ins,,0,0,0,0,0
Yates,Milo 6,U.S. Senate,,Write-ins,,0,0,0,0,0
Yates,Potter 1,U.S. Senate,,Write-ins,,0,0,0,0,0
Yates,Starkey 1,U.S. Senate,,Write-ins,,0,0,0,0,0
Yates,Starkey 2,U.S. Senate,,Write-ins,,0,0,0,0,0
Yates,Torrey 1,U.S. Senate,,Write-ins,,0,0,0,0,0
Yates,Barrington 1,U.S. Senate,,Under Votes,,15,13,2,0,0
Yates,Benton 1,U.S. Senate,,Under Votes,,2,2,0,0,0
Yates,Benton 2,U.S. Senate,,Under Votes,,6,5,0,1,0
Yates,Italy 1,U.S. Senate,,Under Votes,,7,6,1,0,0
Yates,Jerusalem 1,U.S. Senate,,Under Votes,,6,5,0,1,0
Yates,Jerusalem 2,U.S. Senate,,Under Votes,,5,5,0,0,0
Yates,Jerusalem 3,U.S. Senate,,Under Votes,,6,4,1,1,0
Yates,Jerusalem 4,U.S. Senate,,Under Votes,,5,5,0,0,0
Yates,Middlesex 1,U.S. Senate,,Under Votes,,7,7,0,0,0
Yates,Milo 2,U.S. Senate,,Under Votes,,8,6,1,1,0
Yates,Milo 3,U.S. Senate,,Under Votes,,9,5,0,4,0
Yates,Milo 4,U.S. Senate,,Under Votes,,9,9,0,0,0
Yates,Milo 5,U.S. Senate,,Under Votes,,11,6,2,3,0
Yates,Milo 6,U.S. Senate,,Under Votes,,13,11,1,1,0
Yates,Potter 1,U.S. Senate,,Under Votes,,7,6,0,1,0
Yates,Starkey 1,U.S. Senate,,Under Votes,,5,3,1,1,0
Yates,Starkey 2,U.S. Senate,,Under Votes,,4,4,0,0,0
Yates,Torrey 1,U.S. Senate,,Under Votes,,6,5,0,1,0
Yates,Barrington 1,U.S. Senate,,Over Votes,,0,0,0,0,0
Yates,Benton 1,U.S. Senate,,Over Votes,,0,0,0,0,0
Yates,Benton 2,U.S. Senate,,Over Votes,,0,0,0,0,0
Yates,Italy 1,U.S. Senate,,Over Votes,,0,0,0,0,0
Yates,Jerusalem 1,U.S. Senate,,Over Votes,,1,0,0,1,0
Yates,Jerusalem 2,U.S. Senate,,Over Votes,,0,0,0,0,0
Yates,Jerusalem 3,U.S. Senate,,Over Votes,,0,0,0,0,0
Yates,Jerusalem 4,U.S. Senate,,Over Votes,,0,0,0,0,0
Yates,Middlesex 1,U.S. Senate,,Over Votes,,0,0,0,0,0
Yates,Milo 2,U.S. Senate,,Over Votes,,1,0,1,0,0
Yates,Milo 3,U.S. Senate,,Over Votes,,0,0,0,0,0
Yates,Milo 4,U.S. Senate,,Over Votes,,0,0,0,0,0
Yates,Milo 5,U.S. Senate,,Over Votes,,1,0,1,0,0
Yates,Milo 6,U.S. Senate,,Over Votes,,0,0,0,0,0
Yates,Potter 1,U.S. Senate,,Over Votes,,0,0,0,0,0
Yates,Starkey 1,U.S. Senate,,Over Votes,,0,0,0,0,0
Yates,Starkey 2,U.S. Senate,,Over Votes,,0,0,0,0,0
Yates,Torrey 1,U.S. Senate,,Over Votes,,0,0,0,0,0
Yates,Barrington 1,U.S. Senate,,Unqualified Write-ins,,0,0,0,0,0
Yates,Benton 1,U.S. Senate,,Unqualified Write-ins,,0,0,0,0,0
Yates,Benton 2,U.S. Senate,,Unqualified Write-ins,,0,0,0,0,0
Yates,Italy 1,U.S. Senate,,Unqualified Write-ins,,0,0,0,0,0
Yates,Jerusalem 1,U.S. Senate,,Unqualified Write-ins,,0,0,0,0,0
Yates,Jerusalem 2,U.S. Senate,,Unqualified Write-ins,,2,1,0,1,0
Yates,Jerusalem 3,U.S. Senate,,Unqualified Write-ins,,0,0,0,0,0
Yates,Jerusalem 4,U.S. Senate,,Unqualified Write-ins,,0,0,0,0,0
Yates,Middlesex 1,U.S. Senate,,Unqualified Write-ins,,0,0,0,0,0
Yates,Milo 2,U.S. Senate,,Unqualified Write-ins,,1,1,0,0,0
Yates,Milo 3,U.S. Senate,,Unqualified Write-ins,,1,1,0,0,0
Yates,Milo 4,U.S. Senate,,Unqualified Write-ins,,0,0,0,0,0
Yates,Milo 5,U.S. Senate,,Unqualified Write-ins,,1,1,0,0,0
Yates,Milo 6,U.S. Senate,,Unqualified Write-ins,,0,0,0,0,0
Yates,Potter 1,U.S. Senate,,Unqualified Write-ins,,0,0,0,0,0
Yates,Starkey 1,U.S. Senate,,Unqualified Write-ins,,0,0,0,0,0
Yates,Starkey 2,U.S. Senate,,Unqualified Write-ins,,2,2,0,0,0
Yates,Torrey 1,U.S. Senate,,Unqualified Write-ins,,0,0,0,0,0
Yates,Barrington 1,U.S. House,24,Steven Holden,DEM,174,97,20,56,1
Yates,Benton 1,U.S. House,24,Steven Holden,DEM,109,76,5,27,1
Yates,Benton 2,U.S. House,24,Steven Holden,DEM,155,95,23,37,0
Yates,Italy 1,U.S. House,24,Steven Holden,DEM,152,112,16,21,3
Yates,Jerusalem 1,U.S. House,24,Steven Holden,DEM,219,110,33,76,0
Yates,Jerusalem 2,U.S. House,24,Steven Holden,DEM,169,92,19,55,3
Yates,Jerusalem 3,U.S. House,24,Steven Holden,DEM,143,89,11,40,3
Yates,Jerusalem 4,U.S. House,24,Steven Holden,DEM,175,96,11,66,2
Yates,Middlesex 1,U.S. House,24,Steven Holden,DEM,176,140,21,14,1
Yates,Milo 2,U.S. House,24,Steven Holden,DEM,203,107,20,75,1
Yates,Milo 3,U.S. House,24,Steven Holden,DEM,135,61,22,50,2
Yates,Milo 4,U.S. House,24,Steven Holden,DEM,90,65,7,17,1
Yates,Milo 5,U.S. House,24,Steven Holden,DEM,180,93,16,70,1
Yates,Milo 6,U.S. House,24,Steven Holden,DEM,203,87,29,84,3
Yates,Potter 1,U.S. House,24,Steven Holden,DEM,118,87,14,16,1
Yates,Starkey 1,U.S. House,24,Steven Holden,DEM,141,99,16,26,0
Yates,Starkey 2,U.S. House,24,Steven Holden,DEM,178,122,27,27,2
Yates,Torrey 1,U.S. House,24,Steven Holden,DEM,188,130,13,44,1
Yates,Barrington 1,U.S. House,24,Claudia Tenney,REP,298,249,15,29,5
Yates,Benton 1,U.S. House,24,Claudia Tenney,REP,221,190,9,21,1
Yates,Benton 2,U.S. House,24,Claudia Tenney,REP,268,232,14,20,2
Yates,Italy 1,U.S. House,24,Claudia Tenney,REP,267,245,13,8,1
Yates,Jerusalem 1,U.S. House,24,Claudia Tenney,REP,251,207,9,33,2
Yates,Jerusalem 2,U.S. House,24,Claudia Tenney,REP,223,187,19,17,0
Yates,Jerusalem 3,U.S. House,24,Claudia Tenney,REP,213,182,12,18,1
Yates,Jerusalem 4,U.S. House,24,Claudia Tenney,REP,215,151,19,43,2
Yates,Middlesex 1,U.S. House,24,Claudia Tenney,REP,340,320,7,12,1
Yates,Milo 2,U.S. House,24,Claudia Tenney,REP,252,186,19,42,5
Yates,Milo 3,U.S. House,24,Claudia Tenney,REP,187,134,16,35,2
Yates,Milo 4,U.S. House,24,Claudia Tenney,REP,181,159,5,15,2
Yates,Milo 5,U.S. House,24,Claudia Tenney,REP,241,181,12,46,2
Yates,Milo 6,U.S. House,24,Claudia Tenney,REP,286,182,26,76,2
Yates,Potter 1,U.S. House,24,Claudia Tenney,REP,342,317,10,9,6
Yates,Starkey 1,U.S. House,24,Claudia Tenney,REP,283,249,14,16,4
Yates,Starkey 2,U.S. House,24,Claudia Tenney,REP,282,255,7,18,2
Yates,Torrey 1,U.S. House,24,Claudia Tenney,REP,230,197,19,12,2
Yates,Barrington 1,U.S. House,24,Claudia Tenney,CON,32,29,1,1,1
Yates,Benton 1,U.S. House,24,Claudia Tenney,CON,32,29,1,1,1
Yates,Benton 2,U.S. House,24,Claudia Tenney,CON,41,28,3,10,0
Yates,Italy 1,U.S. House,24,Claudia Tenney,CON,43,40,2,0,1
Yates,Jerusalem 1,U.S. House,24,Claudia Tenney,CON,34,21,3,9,1
Yates,Jerusalem 2,U.S. House,24,Claudia Tenney,CON,32,26,3,3,0
Yates,Jerusalem 3,U.S. House,24,Claudia Tenney,CON,54,45,3,5,1
Yates,Jerusalem 4,U.S. House,24,Claudia Tenney,CON,25,20,0,5,0
Yates,Middlesex 1,U.S. House,24,Claudia Tenney,CON,67,65,0,1,1
Yates,Milo 2,U.S. House,24,Claudia Tenney,CON,40,28,4,8,0
Yates,Milo 3,U.S. House,24,Claudia Tenney,CON,31,23,3,5,0
Yates,Milo 4,U.S. House,24,Claudia Tenney,CON,20,17,2,1,0
Yates,Milo 5,U.S. House,24,Claudia Tenney,CON,25,21,3,1,0
Yates,Milo 6,U.S. House,24,Claudia Tenney,CON,50,27,13,10,0
Yates,Potter 1,U.S. House,24,Claudia Tenney,CON,45,40,2,1,2
Yates,Starkey 1,U.S. House,24,Claudia Tenney,CON,30,26,1,3,0
Yates,Starkey 2,U.S. House,24,Claudia Tenney,CON,16,14,0,2,0
Yates,Torrey 1,U.S. House,24,Claudia Tenney,CON,29,24,3,2,0
Yates,Barrington 1,U.S. House,24,Write-ins,,0,0,0,0,0
Yates,Benton 1,U.S. House,24,Write-ins,,0,0,0,0,0
Yates,Benton 2,U.S. House,24,Write-ins,,0,0,0,0,0
Yates,Italy 1,U.S. House,24,Write-ins,,0,0,0,0,0
Yates,Jerusalem 1,U.S. House,24,Write-ins,,0,0,0,0,0
Yates,Jerusalem 2,U.S. House,24,Write-ins,,0,0,0,0,0
Yates,Jerusalem 3,U.S. House,24,Write-ins,,0,0,0,0,0
Yates,Jerusalem 4,U.S. House,24,Write-ins,,0,0,0,0,0
Yates,Middlesex 1,U.S. House,24,Write-ins,,0,0,0,0,0
Yates,Milo 2,U.S. House,24,Write-ins,,0,0,0,0,0
Yates,Milo 3,U.S. House,24,Write-ins,,0,0,0,0,0
Yates,Milo 4,U.S. House,24,Write-ins,,0,0,0,0,0
Yates,Milo 5,U.S. House,24,Write-ins,,0,0,0,0,0
Yates,Milo 6,U.S. House,24,Write-ins,,0,0,0,0,0
Yates,Potter 1,U.S. House,24,Write-ins,,1,1,0,0,0
Yates,Starkey 1,U.S. House,24,Write-ins,,0,0,0,0,0
Yates,Starkey 2,U.S. House,24,Write-ins,,0,0,0,0,0
Yates,Torrey 1,U.S. House,24,Write-ins,,0,0,0,0,0
Yates,Barrington 1,U.S. House,24,Under Votes,,16,13,3,0,0
Yates,Benton 1,U.S. House,24,Under Votes,,11,11,0,0,0
Yates,Benton 2,U.S. House,24,Under Votes,,11,9,1,1,0
Yates,Italy 1,U.S. House,24,Under Votes,,16,14,2,0,0
Yates,Jerusalem 1,U.S. House,24,Under Votes,,11,8,1,2,0
Yates,Jerusalem 2,U.S. House,24,Under Votes,,7,7,0,0,0
Yates,Jerusalem 3,U.S. House,24,Under Votes,,7,4,1,2,0
Yates,Jerusalem 4,U.S. House,24,Under Votes,,7,6,0,1,0
Yates,Middlesex 1,U.S. House,24,Under Votes,,12,12,0,0,0
Yates,Milo 2,U.S. House,24,Under Votes,,19,13,2,4,0
Yates,Milo 3,U.S. House,24,Under Votes,,15,6,0,9,0
Yates,Milo 4,U.S. House,24,Under Votes,,10,10,0,0,0
Yates,Milo 5,U.S. House,24,Under Votes,,19,10,3,6,0
Yates,Milo 6,U.S. House,24,Under Votes,,12,9,1,2,0
Yates,Potter 1,U.S. House,24,Under Votes,,11,10,0,0,1
Yates,Starkey 1,U.S. House,24,Under Votes,,13,8,2,3,0
Yates,Starkey 2,U.S. House,24,Under Votes,,13,10,1,2,0
Yates,Torrey 1,U.S. House,24,Under Votes,,12,10,0,1,1
Yates,Barrington 1,U.S. House,24,Over Votes,,0,0,0,0,0
Yates,Benton 1,U.S. House,24,Over Votes,,0,0,0,0,0
Yates,Benton 2,U.S. House,24,Over Votes,,0,0,0,0,0
Yates,Italy 1,U.S. House,24,Over Votes,,0,0,0,0,0
Yates,Jerusalem 1,U.S. House,24,Over Votes,,0,0,0,0,0
Yates,Jerusalem 2,U.S. House,24,Over Votes,,0,0,0,0,0
Yates,Jerusalem 3,U.S. House,24,Over Votes,,0,0,0,0,0
Yates,Jerusalem 4,U.S. House,24,Over Votes,,0,0,0,0,0
Yates,Middlesex 1,U.S. House,24,Over Votes,,0,0,0,0,0
Yates,Milo 2,U.S. House,24,Over Votes,,0,0,0,0,0
Yates,Milo 3,U.S. House,24,Over Votes,,0,0,0,0,0
Yates,Milo 4,U.S. House,24,Over Votes,,0,0,0,0,0
Yates,Milo 5,U.S. House,24,Over Votes,,0,0,0,0,0
Yates,Milo 6,U.S. House,24,Over Votes,,0,0,0,0,0
Yates,Potter 1,U.S. House,24,Over Votes,,0,0,0,0,0
Yates,Starkey 1,U.S. House,24,Over Votes,,0,0,0,0,0
Yates,Starkey 2,U.S. House,24,Over Votes,,0,0,0,0,0
Yates,Torrey 1,U.S. House,24,Over Votes,,0,0,0,0,0
Yates,Barrington 1,U.S. House,24,Unqualified Write-ins,,0,0,0,0,0
Yates,Benton 1,U.S. House,24,Unqualified Write-ins,,0,0,0,0,0
Yates,Benton 2,U.S. House,24,Unqualified Write-ins,,0,0,0,0,0
Yates,Italy 1,U.S. House,24,Unqualified Write-ins,,0,0,0,0,0
Yates,Jerusalem 1,U.S. House,24,Unqualified Write-ins,,0,0,0,0,0
Yates,Jerusalem 2,U.S. House,24,Unqualified Write-ins,,1,1,0,0,0
Yates,Jerusalem 3,U.S. House,24,Unqualified Write-ins,,0,0,0,0,0
Yates,Jerusalem 4,U.S. House,24,Unqualified Write-ins,,0,0,0,0,0
Yates,Middlesex 1,U.S. House,24,Unqualified Write-ins,,1,0,0,1,0
Yates,Milo 2,U.S. House,24,Unqualified Write-ins,,2,2,0,0,0
Yates,Milo 3,U.S. House,24,Unqualified Write-ins,,1,1,0,0,0
Yates,Milo 4,U.S. House,24,Unqualified Write-ins,,0,0,0,0,0
Yates,Milo 5,U.S. House,24,Unqualified Write-ins,,0,0,0,0,0
Yates,Milo 6,U.S. House,24,Unqualified Write-ins,,0,0,0,0,0
Yates,Potter 1,U.S. House,24,Unqualified Write-ins,,0,0,0,0,0
Yates,Starkey 1,U.S. House,24,Unqualified Write-ins,,0,0,0,0,0
Yates,Starkey 2,U.S. House,24,Unqualified Write-ins,,0,0,0,0,0
