county,assembly_district,precinct,party,office,district,candidate,votes
Kings,53,72,Democratic,President,,Amy Klobuchar,0
Kings,53,72,Democratic,President,,Joseph R. Biden,59
Kings,53,72,Democratic,President,,Tulsi Gabbard,0
Kings,53,72,Democratic,President,,Bernie Sanders,99
Kings,53,72,Democratic,President,,Michael R. Bloomberg,4
Kings,53,72,Democratic,President,,Tom Steyer,0
Kings,53,72,Democratic,President,,Michael Bennet,0
Kings,53,72,Democratic,President,,Elizabeth Warren,8
Kings,53,72,Democratic,President,,Andrew Yang,4
Kings,53,72,Democratic,President,,Deval Patrick,0
Kings,53,73,Democratic,President,,Public Counter,63
Kings,53,73,Democratic,President,,Manually Counted Emergency,0
Kings,53,73,Democratic,President,,Absentee / Military,33
Kings,53,73,Democratic,President,,Federal,0
Kings,53,73,Democratic,President,,Affidavit,0
Kings,53,73,Democratic,President,,Pete Buttigieg,1
Kings,53,73,Democratic,President,,Amy Klobuchar,1
Kings,53,73,Democratic,President,,Joseph R. Biden,42
Kings,53,73,Democratic,President,,Tulsi Gabbard,0
Kings,53,73,Democratic,President,,Bernie Sanders,43
Kings,53,73,Democratic,President,,Michael R. Bloomberg,4
Kings,53,73,Democratic,President,,Tom Steyer,0
Kings,53,73,Democratic,President,,Michael Bennet,0
Kings,53,73,Democratic,President,,Elizabeth Warren,3
Kings,53,73,Democratic,President,,Andrew Yang,0
Kings,53,73,Democratic,President,,Deval Patrick,0
Kings,53,74,Democratic,President,,Public Counter,158
Kings,53,74,Democratic,President,,Manually Counted Emergency,0
Kings,53,74,Democratic,President,,Absentee / Military,23
Kings,53,74,Democratic,President,,Federal,1
Kings,53,74,Democratic,President,,Affidavit,1
Kings,53,74,Democratic,President,,Pete Buttigieg,1
Kings,53,74,Democratic,President,,Amy Klobuchar,4
Kings,53,74,Democratic,President,,Joseph R. Biden,97
Kings,53,74,Democratic,President,,Tulsi Gabbard,0
Kings,53,74,Democratic,President,,Bernie Sanders,49
Kings,53,74,Democratic,President,,Michael R. Bloomberg,7
Kings,53,74,Democratic,President,,Tom Steyer,0
Kings,53,74,Democratic,President,,Michael Bennet,1
Kings,53,74,Democratic,President,,Elizabeth Warren,10
Kings,53,74,Democratic,President,,Andrew Yang,0
Kings,53,74,Democratic,President,,Deval Patrick,0
Kings,53,75,Democratic,President,,Public Counter,64
Kings,53,75,Democratic,President,,Manually Counted Emergency,0
Kings,53,75,Democratic,President,,Absentee / Military,13
Kings,53,75,Democratic,President,,Federal,0
Kings,53,75,Democratic,President,,Affidavit,2
Kings,53,75,Democratic,President,,Pete Buttigieg,3
Kings,53,75,Democratic,President,,Amy Klobuchar,0
Kings,53,75,Democratic,President,,Joseph R. Biden,44
Kings,53,75,Democratic,President,,Tulsi Gabbard,0
Kings,53,75,Democratic,President,,Bernie Sanders,22
Kings,53,75,Democratic,President,,Michael R. Bloomberg,7
Kings,53,75,Democratic,President,,Tom Steyer,0
Kings,53,75,Democratic,President,,Michael Bennet,0
Kings,53,75,Democratic,President,,Elizabeth Warren,3
Kings,53,75,Democratic,President,,Andrew Yang,0
Kings,53,75,Democratic,President,,Deval Patrick,0
Kings,53,76,Democratic,President,,Public Counter,151
Kings,53,76,Democratic,President,,Manually Counted Emergency,0
Kings,53,76,Democratic,President,,Absentee / Military,119
Kings,53,76,Democratic,President,,Federal,0
Kings,53,76,Democratic,President,,Affidavit,0
Kings,53,76,Democratic,President,,Pete Buttigieg,1
Kings,53,76,Democratic,President,,Amy Klobuchar,1
Kings,53,76,Democratic,President,,Joseph R. Biden,75
Kings,53,76,Democratic,President,,Tulsi Gabbard,2
Kings,53,76,Democratic,President,,Bernie Sanders,160
Kings,53,76,Democratic,President,,Michael R. Bloomberg,3
Kings,53,76,Democratic,President,,Tom Steyer,0
Kings,53,76,Democratic,President,,Michael Bennet,0
Kings,53,76,Democratic,President,,Elizabeth Warren,20
Kings,53,76,Democratic,President,,Andrew Yang,2
Kings,53,76,Democratic,President,,Deval Patrick,0
Kings,53,77,Democratic,President,,Public Counter,127
Kings,53,77,Democratic,President,,Manually Counted Emergency,0
Kings,53,77,Democratic,President,,Absentee / Military,70
Kings,53,77,Democratic,President,,Federal,0
Kings,53,77,Democratic,President,,Affidavit,6
Kings,53,77,Democratic,President,,Pete Buttigieg,1
Kings,53,77,Democratic,President,,Amy Klobuchar,1
Kings,53,77,Democratic,President,,Joseph R. Biden,71
Kings,53,77,Democratic,President,,Tulsi Gabbard,0
Kings,53,77,Democratic,President,,Bernie Sanders,103
Kings,53,77,Democratic,President,,Michael R. Bloomberg,6
Kings,53,77,Democratic,President,,Tom Steyer,0
Kings,53,77,Democratic,President,,Michael Bennet,0
Kings,53,77,Democratic,President,,Elizabeth Warren,16
Kings,53,77,Democratic,President,,Andrew Yang,1
Kings,53,77,Democratic,President,,Deval Patrick,0
Kings,53,78,Democratic,President,,Public Counter,184
Kings,53,78,Democratic,President,,Manually Counted Emergency,0
Kings,53,78,Democratic,President,,Absentee / Military,17
Kings,53,78,Democratic,President,,Federal,0
Kings,53,78,Democratic,President,,Affidavit,11
Kings,53,78,Democratic,President,,Pete Buttigieg,9
Kings,53,78,Democratic,President,,Amy Klobuchar,2
Kings,53,78,Democratic,President,,Joseph R. Biden,30
Kings,53,78,Democratic,President,,Tulsi Gabbard,4
Kings,53,78,Democratic,President,,Bernie Sanders,28
Kings,53,78,Democratic,President,,Michael R. Bloomberg,11
Kings,53,78,Democratic,President,,Tom Steyer,5
Kings,53,78,Democratic,President,,Michael Bennet,2
Kings,53,78,Democratic,President,,Elizabeth Warren,2
Kings,53,78,Democratic,President,,Andrew Yang,7
Kings,53,78,Democratic,President,,Deval Patrick,4
Kings,53,79,Democratic,President,,Public Counter,68
Kings,53,79,Democratic,President,,Manually Counted Emergency,0
Kings,53,79,Democratic,President,,Absentee / Military,19
Kings,53,79,Democratic,President,,Federal,0
Kings,53,79,Democratic,President,,Affidavit,3
Kings,53,79,Democratic,President,,Pete Buttigieg,1
Kings,53,79,Democratic,President,,Amy Klobuchar,0
Kings,53,79,Democratic,President,,Joseph R. Biden,41
Kings,53,79,Democratic,President,,Tulsi Gabbard,0
Kings,53,79,Democratic,President,,Bernie Sanders,26
Kings,53,79,Democratic,President,,Michael R. Bloomberg,2
Kings,53,79,Democratic,President,,Tom Steyer,0
Kings,53,79,Democratic,President,,Michael Bennet,0
Kings,53,79,Democratic,President,,Elizabeth Warren,4
Kings,53,79,Democratic,President,,Andrew Yang,3
Kings,53,79,Democratic,President,,Deval Patrick,0
Kings,53,80,Democratic,President,,Public Counter,162
Kings,53,80,Democratic,President,,Manually Counted Emergency,0
Kings,53,80,Democratic,President,,Absentee / Military,54
Kings,53,80,Democratic,President,,Federal,0
Kings,53,80,Democratic,President,,Affidavit,4
Kings,53,80,Democratic,President,,Pete Buttigieg,1
Kings,53,80,Democratic,President,,Amy Klobuchar,1
Kings,53,80,Democratic,President,,Joseph R. Biden,113
Kings,53,80,Democratic,President,,Tulsi Gabbard,0
Kings,53,80,Democratic,President,,Bernie Sanders,86
Kings,53,80,Democratic,President,,Michael R. Bloomberg,0
Kings,53,80,Democratic,President,,Tom Steyer,0
Kings,53,80,Democratic,President,,Michael Bennet,1
Kings,53,80,Democratic,President,,Elizabeth Warren,9
Kings,53,80,Democratic,President,,Andrew Yang,2
Kings,53,80,Democratic,President,,Deval Patrick,0
Kings,53,81,Democratic,President,,Public Counter,38
Kings,53,81,Democratic,President,,Manually Counted Emergency,0
Kings,53,81,Democratic,President,,Absentee / Military,5
Kings,53,81,Democratic,President,,Federal,0
Kings,53,81,Democratic,President,,Affidavit,0
Kings,53,81,Democratic,President,,Pete Buttigieg,2
Kings,53,81,Democratic,President,,Amy Klobuchar,1
Kings,53,81,Democratic,President,,Joseph R. Biden,28
Kings,53,81,Democratic,President,,Tulsi Gabbard,0
Kings,53,81,Democratic,President,,Bernie Sanders,6
Kings,53,81,Democratic,President,,Michael R. Bloomberg,2
Kings,53,81,Democratic,President,,Tom Steyer,0
Kings,53,81,Democratic,President,,Michael Bennet,0
Kings,53,81,Democratic,President,,Elizabeth Warren,0
Kings,53,81,Democratic,President,,Andrew Yang,1
Kings,53,81,Democratic,President,,Deval Patrick,0
Kings,53,82,Democratic,President,,Public Counter,138
Kings,53,82,Democratic,President,,Manually Counted Emergency,0
Kings,53,82,Democratic,President,,Absentee / Military,65
Kings,53,82,Democratic,President,,Federal,1
Kings,53,82,Democratic,President,,Affidavit,2
Kings,53,82,Democratic,President,,Pete Buttigieg,1
Kings,53,82,Democratic,President,,Amy Klobuchar,1
Kings,53,82,Democratic,President,,Joseph R. Biden,81
Kings,53,82,Democratic,President,,Tulsi Gabbard,1
Kings,53,82,Democratic,President,,Bernie Sanders,96
Kings,53,82,Democratic,President,,Michael R. Bloomberg,5
Kings,53,82,Democratic,President,,Tom Steyer,0
Kings,53,82,Democratic,President,,Michael Bennet,0
Kings,53,82,Democratic,President,,Elizabeth Warren,15
Kings,53,82,Democratic,President,,Andrew Yang,3
Kings,53,82,Democratic,President,,Deval Patrick,0
Kings,53,83,Democratic,President,,Public Counter,89
Kings,53,83,Democratic,President,,Manually Counted Emergency,0
Kings,53,83,Democratic,President,,Absentee / Military,27
Kings,53,83,Democratic,President,,Federal,0
Kings,53,83,Democratic,President,,Affidavit,3
Kings,53,83,Democratic,President,,Pete Buttigieg,0
Kings,53,83,Democratic,President,,Amy Klobuchar,1
Kings,53,83,Democratic,President,,Joseph R. Biden,62
Kings,53,83,Democratic,President,,Tulsi Gabbard,1
Kings,53,83,Democratic,President,,Bernie Sanders,34
Kings,53,83,Democratic,President,,Michael R. Bloomberg,7
Kings,53,83,Democratic,President,,Tom Steyer,0
Kings,53,83,Democratic,President,,Michael Bennet,0
Kings,53,83,Democratic,President,,Elizabeth Warren,8
Kings,53,83,Democratic,President,,Andrew Yang,0
Kings,53,83,Democratic,President,,Deval Patrick,0
Kings,53,84,Democratic,President,,Public Counter,117
Kings,53,84,Democratic,President,,Manually Counted Emergency,0
Kings,53,84,Democratic,President,,Absentee / Military,33
Kings,53,84,Democratic,President,,Federal,0
Kings,53,84,Democratic,President,,Affidavit,5
Kings,53,84,Democratic,President,,Pete Buttigieg,1
Kings,53,84,Democratic,President,,Amy Klobuchar,1
Kings,53,84,Democratic,President,,Joseph R. Biden,62
Kings,53,84,Democratic,President,,Tulsi Gabbard,0
Kings,53,84,Democratic,President,,Bernie Sanders,52
Kings,53,84,Democratic,President,,Michael R. Bloomberg,17
Kings,53,84,Democratic,President,,Tom Steyer,0
Kings,53,84,Democratic,President,,Michael Bennet,0
Kings,53,84,Democratic,President,,Elizabeth Warren,13
Kings,53,84,Democratic,President,,Andrew Yang,1
Kings,53,84,Democratic,President,,Deval Patrick,0
Kings,53,85,Democratic,President,,Public Counter,74
Kings,53,85,Democratic,President,,Manually Counted Emergency,0
Kings,53,85,Democratic,President,,Absentee / Military,36
Kings,53,85,Democratic,President,,Federal,0
Kings,53,85,Democratic,President,,Affidavit,3
Kings,53,85,Democratic,President,,Pete Buttigieg,1
Kings,53,85,Democratic,President,,Amy Klobuchar,0
Kings,53,85,Democratic,President,,Joseph R. Biden,77
Kings,53,85,Democratic,President,,Tulsi Gabbard,0
Kings,53,85,Democratic,President,,Bernie Sanders,21
Kings,53,85,Democratic,President,,Michael R. Bloomberg,0
Kings,53,85,Democratic,President,,Tom Steyer,0
Kings,53,85,Democratic,President,,Michael Bennet,0
Kings,53,85,Democratic,President,,Elizabeth Warren,4
Kings,53,85,Democratic,President,,Andrew Yang,4
Kings,53,85,Democratic,President,,Deval Patrick,0
Kings,53,86,Democratic,President,,Public Counter,94
Kings,53,86,Democratic,President,,Manually Counted Emergency,0
Kings,53,86,Democratic,President,,Absentee / Military,22
Kings,53,86,Democratic,President,,Federal,0
Kings,53,86,Democratic,President,,Affidavit,1
Kings,53,86,Democratic,President,,Pete Buttigieg,0
Kings,53,86,Democratic,President,,Amy Klobuchar,0
Kings,53,86,Democratic,President,,Joseph R. Biden,65
Kings,53,86,Democratic,President,,Tulsi Gabbard,0
Kings,53,86,Democratic,President,,Bernie Sanders,19
Kings,53,86,Democratic,President,,Michael R. Bloomberg,16
Kings,53,86,Democratic,President,,Tom Steyer,1
Kings,53,86,Democratic,President,,Michael Bennet,0
Kings,53,86,Democratic,President,,Elizabeth Warren,3
Kings,53,86,Democratic,President,,Andrew Yang,8
Kings,53,86,Democratic,President,,Deval Patrick,0
Kings,53,87,Democratic,President,,Public Counter,145
Kings,53,87,Democratic,President,,Manually Counted Emergency,0
Kings,53,87,Democratic,President,,Absentee / Military,83
Kings,53,87,Democratic,President,,Federal,0
Kings,53,87,Democratic,President,,Affidavit,0
Kings,53,87,Democratic,President,,Pete Buttigieg,2
Kings,53,87,Democratic,President,,Amy Klobuchar,0
Kings,53,87,Democratic,President,,Joseph R. Biden,83
Kings,53,87,Democratic,President,,Tulsi Gabbard,1
Kings,53,87,Democratic,President,,Bernie Sanders,109
Kings,53,87,Democratic,President,,Michael R. Bloomberg,3
Kings,53,87,Democratic,President,,Tom Steyer,0
Kings,53,87,Democratic,President,,Michael Bennet,0
Kings,53,87,Democratic,President,,Elizabeth Warren,21
Kings,53,87,Democratic,President,,Andrew Yang,3
Kings,53,87,Democratic,President,,Deval Patrick,1
Kings,53,88,Democratic,President,,Public Counter,138
Kings,53,88,Democratic,President,,Manually Counted Emergency,0
Kings,53,88,Democratic,President,,Absentee / Military,124
Kings,53,88,Democratic,President,,Federal,2
Kings,53,88,Democratic,President,,Affidavit,3
Kings,53,88,Democratic,President,,Pete Buttigieg,3
Kings,53,88,Democratic,President,,Amy Klobuchar,2
Kings,53,88,Democratic,President,,Joseph R. Biden,106
Kings,53,88,Democratic,President,,Tulsi Gabbard,0
Kings,53,88,Democratic,President,,Bernie Sanders,138
Kings,53,88,Democratic,President,,Michael R. Bloomberg,3
Kings,53,88,Democratic,President,,Tom Steyer,0
Kings,53,88,Democratic,President,,Michael Bennet,0
Kings,53,88,Democratic,President,,Elizabeth Warren,12
Kings,53,88,Democratic,President,,Andrew Yang,1
Kings,53,88,Democratic,President,,Deval Patrick,0
Kings,53,89,Democratic,President,,Public Counter,0
Kings,53,89,Democratic,President,,Manually Counted Emergency,0
Kings,53,89,Democratic,President,,Absentee / Military,0
Kings,53,89,Democratic,President,,Federal,0
Kings,53,89,Democratic,President,,Affidavit,0
Kings,54,1,Democratic,President,,Public Counter,36
Kings,54,1,Democratic,President,,Manually Counted Emergency,0
Kings,54,1,Democratic,President,,Absentee / Military,3
Kings,54,1,Democratic,President,,Federal,0
Kings,54,1,Democratic,President,,Affidavit,1
Kings,54,1,Democratic,President,,Pete Buttigieg,0
Kings,54,1,Democratic,President,,Amy Klobuchar,0
Kings,54,1,Democratic,President,,Joseph R. Biden,32
Kings,54,1,Democratic,President,,Tulsi Gabbard,0
Kings,54,1,Democratic,President,,Bernie Sanders,4
Kings,54,1,Democratic,President,,Michael R. Bloomberg,0
Kings,54,1,Democratic,President,,Tom Steyer,0
Kings,54,1,Democratic,President,,Michael Bennet,0
Kings,54,1,Democratic,President,,Elizabeth Warren,2
Kings,54,1,Democratic,President,,Andrew Yang,0
Kings,54,1,Democratic,President,,Deval Patrick,0
Kings,54,2,Democratic,President,,Public Counter,89
Kings,54,2,Democratic,President,,Manually Counted Emergency,0
Kings,54,2,Democratic,President,,Absentee / Military,22
Kings,54,2,Democratic,President,,Federal,1
Kings,54,2,Democratic,President,,Affidavit,1
Kings,54,2,Democratic,President,,Pete Buttigieg,2
Kings,54,2,Democratic,President,,Amy Klobuchar,1
Kings,54,2,Democratic,President,,Joseph R. Biden,70
Kings,54,2,Democratic,President,,Tulsi Gabbard,1
Kings,54,2,Democratic,President,,Bernie Sanders,30
Kings,54,2,Democratic,President,,Michael R. Bloomberg,3
Kings,54,2,Democratic,President,,Tom Steyer,0
Kings,54,2,Democratic,President,,Michael Bennet,0
Kings,54,2,Democratic,President,,Elizabeth Warren,1
Kings,54,2,Democratic,President,,Andrew Yang,2
Kings,54,2,Democratic,President,,Deval Patrick,1
Kings,54,3,Democratic,President,,Public Counter,64
Kings,54,3,Democratic,President,,Manually Counted Emergency,0
Kings,54,3,Democratic,President,,Absentee / Military,21
Kings,54,3,Democratic,President,,Federal,0
Kings,54,3,Democratic,President,,Affidavit,0
Kings,54,3,Democratic,President,,Pete Buttigieg,3
Kings,54,3,Democratic,President,,Amy Klobuchar,1
Kings,54,3,Democratic,President,,Joseph R. Biden,59
Kings,54,3,Democratic,President,,Tulsi Gabbard,0
Kings,54,3,Democratic,President,,Bernie Sanders,10
Kings,54,3,Democratic,President,,Michael R. Bloomberg,1
Kings,54,3,Democratic,President,,Tom Steyer,0
Kings,54,3,Democratic,President,,Michael Bennet,0
Kings,54,3,Democratic,President,,Elizabeth Warren,1
Kings,54,3,Democratic,President,,Andrew Yang,1
Kings,54,3,Democratic,President,,Deval Patrick,0
Kings,54,4,Democratic,President,,Public Counter,75
Kings,54,4,Democratic,President,,Manually Counted Emergency,0
Kings,54,4,Democratic,President,,Absentee / Military,21
Kings,54,4,Democratic,President,,Federal,0
Kings,54,4,Democratic,President,,Affidavit,0
Kings,54,4,Democratic,President,,Pete Buttigieg,1
Kings,54,4,Democratic,President,,Amy Klobuchar,0
Kings,54,4,Democratic,President,,Joseph R. Biden,42
Kings,54,4,Democratic,President,,Tulsi Gabbard,1
Kings,54,4,Democratic,President,,Bernie Sanders,17
Kings,54,4,Democratic,President,,Michael R. Bloomberg,1
Kings,54,4,Democratic,President,,Tom Steyer,1
Kings,54,4,Democratic,President,,Michael Bennet,0
Kings,54,4,Democratic,President,,Elizabeth Warren,2
Kings,54,4,Democratic,President,,Andrew Yang,2
Kings,54,4,Democratic,President,,Deval Patrick,0
Kings,54,5,Democratic,President,,Public Counter,29
Kings,54,5,Democratic,President,,Manually Counted Emergency,0
Kings,54,5,Democratic,President,,Absentee / Military,7
Kings,54,5,Democratic,President,,Federal,0
Kings,54,5,Democratic,President,,Affidavit,1
Kings,54,5,Democratic,President,,Pete Buttigieg,0
Kings,54,5,Democratic,President,,Amy Klobuchar,0
Kings,54,5,Democratic,President,,Joseph R. Biden,19
Kings,54,5,Democratic,President,,Tulsi Gabbard,0
Kings,54,5,Democratic,President,,Bernie Sanders,14
Kings,54,5,Democratic,President,,Michael R. Bloomberg,1
Kings,54,5,Democratic,President,,Tom Steyer,0
Kings,54,5,Democratic,President,,Michael Bennet,1
Kings,54,5,Democratic,President,,Elizabeth Warren,2
Kings,54,5,Democratic,President,,Andrew Yang,0
Kings,54,5,Democratic,President,,Deval Patrick,0
Kings,54,6,Democratic,President,,Public Counter,10
Kings,54,6,Democratic,President,,Manually Counted Emergency,0
Kings,54,6,Democratic,President,,Absentee / Military,4
Kings,54,6,Democratic,President,,Federal,0
Kings,54,6,Democratic,President,,Affidavit,0
Kings,54,6,Democratic,President,,Pete Buttigieg,0
Kings,54,6,Democratic,President,,Amy Klobuchar,0
Kings,54,6,Democratic,President,,Joseph R. Biden,7
Kings,54,6,Democratic,President,,Tulsi Gabbard,0
Kings,54,6,Democratic,President,,Bernie Sanders,6
Kings,54,6,Democratic,President,,Michael R. Bloomberg,0
Kings,54,6,Democratic,President,,Tom Steyer,0
Kings,54,6,Democratic,President,,Michael Bennet,1
Kings,54,6,Democratic,President,,Elizabeth Warren,0
Kings,54,6,Democratic,President,,Andrew Yang,0
Kings,54,6,Democratic,President,,Deval Patrick,0
Kings,54,7,Democratic,President,,Public Counter,131
Kings,54,7,Democratic,President,,Manually Counted Emergency,0
Kings,54,7,Democratic,President,,Absentee / Military,50
Kings,54,7,Democratic,President,,Federal,0
Kings,54,7,Democratic,President,,Affidavit,1
Kings,54,7,Democratic,President,,Pete Buttigieg,1
Kings,54,7,Democratic,President,,Amy Klobuchar,0
Kings,54,7,Democratic,President,,Joseph R. Biden,84
Kings,54,7,Democratic,President,,Tulsi Gabbard,1
Kings,54,7,Democratic,President,,Bernie Sanders,75
Kings,54,7,Democratic,President,,Michael R. Bloomberg,2
Kings,54,7,Democratic,President,,Tom Steyer,0
Kings,54,7,Democratic,President,,Michael Bennet,0
Kings,54,7,Democratic,President,,Elizabeth Warren,13
Kings,54,7,Democratic,President,,Andrew Yang,0
Kings,54,7,Democratic,President,,Deval Patrick,1
Kings,54,8,Democratic,President,,Public Counter,85
Kings,54,8,Democratic,President,,Manually Counted Emergency,0
Kings,54,8,Democratic,President,,Absentee / Military,25
Kings,54,8,Democratic,President,,Federal,0
Kings,54,8,Democratic,President,,Affidavit,0
Kings,54,8,Democratic,President,,Pete Buttigieg,1
Kings,54,8,Democratic,President,,Amy Klobuchar,0
Kings,54,8,Democratic,President,,Joseph R. Biden,47
Kings,54,8,Democratic,President,,Tulsi Gabbard,0
Kings,54,8,Democratic,President,,Bernie Sanders,38
Kings,54,8,Democratic,President,,Michael R. Bloomberg,6
Kings,54,8,Democratic,President,,Tom Steyer,0
Kings,54,8,Democratic,President,,Michael Bennet,1
Kings,54,8,Democratic,President,,Elizabeth Warren,10
Kings,54,8,Democratic,President,,Andrew Yang,0
Kings,54,8,Democratic,President,,Deval Patrick,0
Kings,54,9,Democratic,President,,Public Counter,108
Kings,54,9,Democratic,President,,Manually Counted Emergency,0
Kings,54,9,Democratic,President,,Absentee / Military,15
Kings,54,9,Democratic,President,,Federal,0
Kings,54,9,Democratic,President,,Affidavit,0
Kings,54,9,Democratic,President,,Pete Buttigieg,1
Kings,54,9,Democratic,President,,Amy Klobuchar,1
Kings,54,9,Democratic,President,,Joseph R. Biden,77
Kings,54,9,Democratic,President,,Tulsi Gabbard,0
Kings,54,9,Democratic,President,,Bernie Sanders,29
Kings,54,9,Democratic,President,,Michael R. Bloomberg,5
Kings,54,9,Democratic,President,,Tom Steyer,0
Kings,54,9,Democratic,President,,Michael Bennet,0
Kings,54,9,Democratic,President,,Elizabeth Warren,3
Kings,54,9,Democratic,President,,Andrew Yang,0
Kings,54,9,Democratic,President,,Deval Patrick,0
Kings,54,10,Democratic,President,,Public Counter,119
Kings,54,10,Democratic,President,,Manually Counted Emergency,0
Kings,54,10,Democratic,President,,Absentee / Military,23
Kings,54,10,Democratic,President,,Federal,0
Kings,54,10,Democratic,President,,Affidavit,1
Kings,54,10,Democratic,President,,Pete Buttigieg,1
Kings,54,10,Democratic,President,,Amy Klobuchar,0
Kings,54,10,Democratic,President,,Joseph R. Biden,77
Kings,54,10,Democratic,President,,Tulsi Gabbard,0
Kings,54,10,Democratic,President,,Bernie Sanders,45
Kings,54,10,Democratic,President,,Michael R. Bloomberg,4
Kings,54,10,Democratic,President,,Tom Steyer,0
Kings,54,10,Democratic,President,,Michael Bennet,0
Kings,54,10,Democratic,President,,Elizabeth Warren,5
Kings,54,10,Democratic,President,,Andrew Yang,1
Kings,54,10,Democratic,President,,Deval Patrick,1
Kings,54,11,Democratic,President,,Public Counter,108
Kings,54,11,Democratic,President,,Manually Counted Emergency,0
Kings,54,11,Democratic,President,,Absentee / Military,27
Kings,54,11,Democratic,President,,Federal,0
Kings,54,11,Democratic,President,,Affidavit,0
Kings,54,11,Democratic,President,,Pete Buttigieg,0
Kings,54,11,Democratic,President,,Amy Klobuchar,0
Kings,54,11,Democratic,President,,Joseph R. Biden,84
Kings,54,11,Democratic,President,,Tulsi Gabbard,0
Kings,54,11,Democratic,President,,Bernie Sanders,32
Kings,54,11,Democratic,President,,Michael R. Bloomberg,4
Kings,54,11,Democratic,President,,Tom Steyer,0
Kings,54,11,Democratic,President,,Michael Bennet,1
Kings,54,11,Democratic,President,,Elizabeth Warren,6
Kings,54,11,Democratic,President,,Andrew Yang,0
Kings,54,11,Democratic,President,,Deval Patrick,0
Kings,54,12,Democratic,President,,Public Counter,163
Kings,54,12,Democratic,President,,Manually Counted Emergency,0
Kings,54,12,Democratic,President,,Absentee / Military,58
Kings,54,12,Democratic,President,,Federal,0
Kings,54,12,Democratic,President,,Affidavit,1
Kings,54,12,Democratic,President,,Pete Buttigieg,2
Kings,54,12,Democratic,President,,Amy Klobuchar,0
Kings,54,12,Democratic,President,,Joseph R. Biden,104
Kings,54,12,Democratic,President,,Tulsi Gabbard,0
Kings,54,12,Democratic,President,,Bernie Sanders,90
Kings,54,12,Democratic,President,,Michael R. Bloomberg,4
Kings,54,12,Democratic,President,,Tom Steyer,0
Kings,54,12,Democratic,President,,Michael Bennet,0
Kings,54,12,Democratic,President,,Elizabeth Warren,16
Kings,54,12,Democratic,President,,Andrew Yang,2
Kings,54,12,Democratic,President,,Deval Patrick,0
Kings,54,13,Democratic,President,,Public Counter,115
Kings,54,13,Democratic,President,,Manually Counted Emergency,0
Kings,54,13,Democratic,President,,Absentee / Military,58
Kings,54,13,Democratic,President,,Federal,1
Kings,54,13,Democratic,President,,Affidavit,5
Kings,54,13,Democratic,President,,Pete Buttigieg,0
Kings,54,13,Democratic,President,,Amy Klobuchar,0
Kings,54,13,Democratic,President,,Joseph R. Biden,73
Kings,54,13,Democratic,President,,Tulsi Gabbard,0
Kings,54,13,Democratic,President,,Bernie Sanders,87
Kings,54,13,Democratic,President,,Michael R. Bloomberg,1
Kings,54,13,Democratic,President,,Tom Steyer,0
Kings,54,13,Democratic,President,,Michael Bennet,0
Kings,54,13,Democratic,President,,Elizabeth Warren,15
Kings,54,13,Democratic,President,,Andrew Yang,2
Kings,54,13,Democratic,President,,Deval Patrick,0
Kings,54,14,Democratic,President,,Public Counter,12
Kings,54,14,Democratic,President,,Manually Counted Emergency,0
Kings,54,14,Democratic,President,,Absentee / Military,8
Kings,54,14,Democratic,President,,Federal,0
Kings,54,14,Democratic,President,,Affidavit,3
Kings,54,14,Democratic,President,,Pete Buttigieg,2
Kings,54,14,Democratic,President,,Amy Klobuchar,0
Kings,54,14,Democratic,President,,Joseph R. Biden,9
Kings,54,14,Democratic,President,,Tulsi Gabbard,0
Kings,54,14,Democratic,President,,Bernie Sanders,10
Kings,54,14,Democratic,President,,Michael R. Bloomberg,0
Kings,54,14,Democratic,President,,Tom Steyer,0
Kings,54,14,Democratic,President,,Michael Bennet,0
Kings,54,14,Democratic,President,,Elizabeth Warren,2
Kings,54,14,Democratic,President,,Andrew Yang,0
Kings,54,14,Democratic,President,,Deval Patrick,0
Kings,54,15,Democratic,President,,Public Counter,73
Kings,54,15,Democratic,President,,Manually Counted Emergency,0
Kings,54,15,Democratic,President,,Absentee / Military,23
Kings,54,15,Democratic,President,,Federal,0
Kings,54,15,Democratic,President,,Affidavit,1
Kings,54,15,Democratic,President,,Pete Buttigieg,0
Kings,54,15,Democratic,President,,Amy Klobuchar,0
Kings,54,15,Democratic,President,,Joseph R. Biden,45
Kings,54,15,Democratic,President,,Tulsi Gabbard,0
Kings,54,15,Democratic,President,,Bernie Sanders,42
Kings,54,15,Democratic,President,,Michael R. Bloomberg,0
Kings,54,15,Democratic,President,,Tom Steyer,0
Kings,54,15,Democratic,President,,Michael Bennet,0
Kings,54,15,Democratic,President,,Elizabeth Warren,6
Kings,54,15,Democratic,President,,Andrew Yang,2
Kings,54,15,Democratic,President,,Deval Patrick,0
Kings,54,16,Democratic,President,,Public Counter,10
Kings,54,16,Democratic,President,,Manually Counted Emergency,0
Kings,54,16,Democratic,President,,Absentee / Military,8
Kings,54,16,Democratic,President,,Federal,0
Kings,54,16,Democratic,President,,Affidavit,0
Kings,54,16,Democratic,President,,Pete Buttigieg,0
Kings,54,16,Democratic,President,,Amy Klobuchar,0
Kings,54,16,Democratic,President,,Joseph R. Biden,5
Kings,54,16,Democratic,President,,Tulsi Gabbard,0
Kings,54,16,Democratic,President,,Bernie Sanders,11
Kings,54,16,Democratic,President,,Michael R. Bloomberg,0
Kings,54,16,Democratic,President,,Tom Steyer,0
