county,precinct,office,district,party,candidate,votes,absentee,affidavit,election_day
Jefferson,12~1,President,,DEM,Bernie Sanders,22,,,
Jefferson,12~2,President,,DEM,Bernie Sanders,19,,,
Jefferson,12~3,President,,DEM,Bernie Sanders,20,,,
Jefferson,13~1,President,,DEM,Bernie Sanders,22,,,
Jefferson,13~2,President,,DEM,Bernie Sanders,20,,,
Jefferson,13~3,President,,DEM,Bernie Sanders,16,,,
Jefferson,14~1,President,,DEM,Bernie Sanders,13,,,
Jefferson,14~2,President,,DEM,Bernie Sanders,12,,,
Jefferson,15~1,President,,DEM,Bernie Sanders,14,,,
Jefferson,15~2,President,,DEM,Bernie Sanders,17,,,
Jefferson,15~3,President,,DEM,Bernie Sanders,6,,,
Jefferson,Adams 1,President,,DEM,Bernie Sanders,11,,,
Jefferson,Adams 2,President,,DEM,Bernie Sanders,3,,,
Jefferson,Adams 3,President,,DEM,Bernie Sanders,6,,,
Jefferson,Alexandria 1,President,,DEM,Bernie Sanders,9,,,
Jefferson,Alexandria 2,President,,DEM,Bernie Sanders,5,,,
Jefferson,Alexandria 3,President,,DEM,Bernie Sanders,3,,,
Jefferson,Antwerp 1,President,,DEM,Bernie Sanders,2,,,
Jefferson,Antwerp 2,President,,DEM,Bernie Sanders,9,,,
Jefferson,Brownville 1,President,,DEM,Bernie Sanders,5,,,
Jefferson,Brownville 2,President,,DEM,Bernie Sanders,0,,,
Jefferson,Brownville 3,President,,DEM,Bernie Sanders,5,,,
Jefferson,Brownville 4,President,,DEM,Bernie Sanders,2,,,
Jefferson,Brownville 5,President,,DEM,Bernie Sanders,4,,,
Jefferson,Cape Vincent 1,President,,DEM,Bernie Sanders,12,,,
Jefferson,Cape Vincent 2,President,,DEM,Bernie Sanders,12,,,
Jefferson,Champion 1,President,,DEM,Bernie Sanders,9,,,
Jefferson,Champion 2,President,,DEM,Bernie Sanders,6,,,
Jefferson,Clayton 1,President,,DEM,Bernie Sanders,4,,,
Jefferson,Clayton 2,President,,DEM,Bernie Sanders,16,,,
Jefferson,Clayton 3,President,,DEM,Bernie Sanders,16,,,
Jefferson,Ellisburg 1,President,,DEM,Bernie Sanders,4,,,
Jefferson,Elllisburg 2,President,,DEM,Bernie Sanders,5,,,
Jefferson,Ellisburg 3,President,,DEM,Bernie Sanders,3,,,
Jefferson,Ellisburg 4,President,,DEM,Bernie Sanders,7,,,
Jefferson,Henderson 1,President,,DEM,Bernie Sanders,11,,,
Jefferson,Hounsfield 1,President,,DEM,Bernie Sanders,11,,,
Jefferson,Hounsfield 2,President,,DEM,Bernie Sanders,9,,,
Jefferson,LeRay 1,President,,DEM,Bernie Sanders,3,,,
Jefferson,LeRay 2,President,,DEM,Bernie Sanders,1,,,
Jefferson,LeRay 3,President,,DEM,Bernie Sanders,3,,,
Jefferson,LeRay 4,President,,DEM,Bernie Sanders,18,,,
Jefferson,LeRay 5,President,,DEM,Bernie Sanders,3,,,
Jefferson,LeRay 6,President,,DEM,Bernie Sanders,1,,,
Jefferson,LeRay 7,President,,DEM,Bernie Sanders,1,,,
Jefferson,LeRay 8,President,,DEM,Bernie Sanders,7,,,
Jefferson,Lorraine 1,President,,DEM,Bernie Sanders,4,,,
Jefferson,Lyme 1,President,,DEM,Bernie Sanders,3,,,
Jefferson,Lyme 2,President,,DEM,Bernie Sanders,5,,,
Jefferson,Lyme 3,President,,DEM,Bernie Sanders,3,,,
Jefferson,Orleans 1,President,,DEM,Bernie Sanders,7,,,
Jefferson,Orleans 2,President,,DEM,Bernie Sanders,4,,,
Jefferson,Pamelia 1,President,,DEM,Bernie Sanders,8,,,
Jefferson,Pamelia 2,President,,DEM,Bernie Sanders,9,,,
Jefferson,Philadelphia 1,President,,DEM,Bernie Sanders,9,,,
Jefferson,Philadelphia 2,President,,DEM,Bernie Sanders,4,,,
Jefferson,Rodman 1,President,,DEM,Bernie Sanders,4,,,
Jefferson,Rutland 1,President,,DEM,Bernie Sanders,4,,,
Jefferson,Rutland 2,President,,DEM,Bernie Sanders,1,,,
Jefferson,Rutland 3,President,,DEM,Bernie Sanders,3,,,
Jefferson,Theresa 1,President,,DEM,Bernie Sanders,13,,,
Jefferson,Watertown 1,President,,DEM,Bernie Sanders,13,,,
Jefferson,Watertown 2,President,,DEM,Bernie Sanders,12,,,
Jefferson,Wilna 1,President,,DEM,Bernie Sanders,7,,,
Jefferson,Wilna 2,President,,DEM,Bernie Sanders,2,,,
Jefferson,Wilna 3,President,,DEM,Bernie Sanders,1,,,
Jefferson,Wilna 4,President,,DEM,Bernie Sanders,3,,,
Jefferson,Wilna 5,President,,DEM,Bernie Sanders,3,,,
Jefferson,Worth 1,President,,DEM,Bernie Sanders,0,,,
Jefferson,12~1,President,,DEM,Michael R. Bloomberg,1,,,
Jefferson,12~2,President,,DEM,Michael R. Bloomberg,0,,,
Jefferson,12~3,President,,DEM,Michael R. Bloomberg,2,,,
Jefferson,13~1,President,,DEM,Michael R. Bloomberg,0,,,
Jefferson,13~2,President,,DEM,Michael R. Bloomberg,0,,,
Jefferson,13~3,President,,DEM,Michael R. Bloomberg,1,,,
Jefferson,14~1,President,,DEM,Michael R. Bloomberg,1,,,
Jefferson,14~2,President,,DEM,Michael R. Bloomberg,0,,,
Jefferson,15~1,President,,DEM,Michael R. Bloomberg,2,,,
Jefferson,15~2,President,,DEM,Michael R. Bloomberg,0,,,
Jefferson,15~3,President,,DEM,Michael R. Bloomberg,1,,,
Jefferson,Adams 1,President,,DEM,Michael R. Bloomberg,0,,,
Jefferson,Adams 2,President,,DEM,Michael R. Bloomberg,1,,,
Jefferson,Adams 3,President,,DEM,Michael R. Bloomberg,1,,,
Jefferson,Alexandria 1,President,,DEM,Michael R. Bloomberg,0,,,
Jefferson,Alexandria 2,President,,DEM,Michael R. Bloomberg,0,,,
Jefferson,Alexandria 3,President,,DEM,Michael R. Bloomberg,0,,,
Jefferson,Antwerp 1,President,,DEM,Michael R. Bloomberg,0,,,
Jefferson,Antwerp 2,President,,DEM,Michael R. Bloomberg,0,,,
Jefferson,Brownville 1,President,,DEM,Michael R. Bloomberg,0,,,
Jefferson,Brownville 2,President,,DEM,Michael R. Bloomberg,0,,,
Jefferson,Brownville 3,President,,DEM,Michael R. Bloomberg,2,,,
Jefferson,Brownville 4,President,,DEM,Michael R. Bloomberg,0,,,
Jefferson,Brownville 5,President,,DEM,Michael R. Bloomberg,0,,,
Jefferson,Cape Vincent 1,President,,DEM,Michael R. Bloomberg,0,,,
Jefferson,Cape Vincent 2,President,,DEM,Michael R. Bloomberg,0,,,
Jefferson,Champion 1,President,,DEM,Michael R. Bloomberg,1,,,
Jefferson,Champion 2,President,,DEM,Michael R. Bloomberg,2,,,
Jefferson,Clayton 1,President,,DEM,Michael R. Bloomberg,0,,,
Jefferson,Clayton 2,President,,DEM,Michael R. Bloomberg,3,,,
Jefferson,Clayton 3,President,,DEM,Michael R. Bloomberg,0,,,
Jefferson,Ellisburg 1,President,,DEM,Michael R. Bloomberg,0,,,
Jefferson,Elllisburg 2,President,,DEM,Michael R. Bloomberg,0,,,
Jefferson,Ellisburg 3,President,,DEM,Michael R. Bloomberg,0,,,
Jefferson,Ellisburg 4,President,,DEM,Michael R. Bloomberg,0,,,
Jefferson,Henderson 1,President,,DEM,Michael R. Bloomberg,1,,,
Jefferson,Hounsfield 1,President,,DEM,Michael R. Bloomberg,0,,,
Jefferson,Hounsfield 2,President,,DEM,Michael R. Bloomberg,0,,,
Jefferson,LeRay 1,President,,DEM,Michael R. Bloomberg,0,,,
Jefferson,LeRay 2,President,,DEM,Michael R. Bloomberg,0,,,
Jefferson,LeRay 3,President,,DEM,Michael R. Bloomberg,0,,,
Jefferson,LeRay 4,President,,DEM,Michael R. Bloomberg,0,,,
Jefferson,LeRay 5,President,,DEM,Michael R. Bloomberg,0,,,
Jefferson,LeRay 6,President,,DEM,Michael R. Bloomberg,0,,,
Jefferson,LeRay 7,President,,DEM,Michael R. Bloomberg,0,,,
Jefferson,LeRay 8,President,,DEM,Michael R. Bloomberg,0,,,
Jefferson,Lorraine 1,President,,DEM,Michael R. Bloomberg,0,,,
Jefferson,Lyme 1,President,,DEM,Michael R. Bloomberg,0,,,
Jefferson,Lyme 2,President,,DEM,Michael R. Bloomberg,1,,,
Jefferson,Lyme 3,President,,DEM,Michael R. Bloomberg,0,,,
Jefferson,Orleans 1,President,,DEM,Michael R. Bloomberg,2,,,
Jefferson,Orleans 2,President,,DEM,Michael R. Bloomberg,0,,,
Jefferson,Pamelia 1,President,,DEM,Michael R. Bloomberg,0,,,
Jefferson,Pamelia 2,President,,DEM,Michael R. Bloomberg,0,,,
Jefferson,Philadelphia 1,President,,DEM,Michael R. Bloomberg,1,,,
Jefferson,Philadelphia 2,President,,DEM,Michael R. Bloomberg,0,,,
Jefferson,Rodman 1,President,,DEM,Michael R. Bloomberg,0,,,
Jefferson,Rutland 1,President,,DEM,Michael R. Bloomberg,0,,,
Jefferson,Rutland 2,President,,DEM,Michael R. Bloomberg,0,,,
Jefferson,Rutland 3,President,,DEM,Michael R. Bloomberg,0,,,
Jefferson,Theresa 1,President,,DEM,Michael R. Bloomberg,1,,,
Jefferson,Watertown 1,President,,DEM,Michael R. Bloomberg,0,,,
Jefferson,Watertown 2,President,,DEM,Michael R. Bloomberg,1,,,
Jefferson,Wilna 1,President,,DEM,Michael R. Bloomberg,2,,,
Jefferson,Wilna 2,President,,DEM,Michael R. Bloomberg,0,,,
Jefferson,Wilna 3,President,,DEM,Michael R. Bloomberg,0,,,
Jefferson,Wilna 4,President,,DEM,Michael R. Bloomberg,0,,,
Jefferson,Wilna 5,President,,DEM,Michael R. Bloomberg,0,,,
Jefferson,Worth 1,President,,DEM,Michael R. Bloomberg,0,,,
Jefferson,12~1,President,,DEM,Tom Steyer,0,,,
Jefferson,12~2,President,,DEM,Tom Steyer,2,,,
Jefferson,12~3,President,,DEM,Tom Steyer,0,,,
Jefferson,13~1,President,,DEM,Tom Steyer,2,,,
Jefferson,13~2,President,,DEM,Tom Steyer,0,,,
Jefferson,13~3,President,,DEM,Tom Steyer,0,,,
Jefferson,14~1,President,,DEM,Tom Steyer,0,,,
Jefferson,14~2,President,,DEM,Tom Steyer,0,,,
Jefferson,15~1,President,,DEM,Tom Steyer,0,,,
Jefferson,15~2,President,,DEM,Tom Steyer,0,,,
Jefferson,15~3,President,,DEM,Tom Steyer,0,,,
Jefferson,Adams 1,President,,DEM,Tom Steyer,0,,,
Jefferson,Adams 2,President,,DEM,Tom Steyer,0,,,
Jefferson,Adams 3,President,,DEM,Tom Steyer,0,,,
Jefferson,Alexandria 1,President,,DEM,Tom Steyer,0,,,
Jefferson,Alexandria 2,President,,DEM,Tom Steyer,1,,,
Jefferson,Alexandria 3,President,,DEM,Tom Steyer,0,,,
Jefferson,Antwerp 1,President,,DEM,Tom Steyer,0,,,
Jefferson,Antwerp 2,President,,DEM,Tom Steyer,0,,,
Jefferson,Brownville 1,President,,DEM,Tom Steyer,0,,,
Jefferson,Brownville 2,President,,DEM,Tom Steyer,0,,,
Jefferson,Brownville 3,President,,DEM,Tom Steyer,0,,,
Jefferson,Brownville 4,President,,DEM,Tom Steyer,0,,,
Jefferson,Brownville 5,President,,DEM,Tom Steyer,0,,,
Jefferson,Cape Vincent 1,President,,DEM,Tom Steyer,1,,,
Jefferson,Cape Vincent 2,President,,DEM,Tom Steyer,0,,,
Jefferson,Champion 1,President,,DEM,Tom Steyer,1,,,
Jefferson,Champion 2,President,,DEM,Tom Steyer,0,,,
Jefferson,Clayton 1,President,,DEM,Tom Steyer,0,,,
Jefferson,Clayton 2,President,,DEM,Tom Steyer,0,,,
Jefferson,Clayton 3,President,,DEM,Tom Steyer,0,,,
Jefferson,Ellisburg 1,President,,DEM,Tom Steyer,0,,,
Jefferson,Elllisburg 2,President,,DEM,Tom Steyer,0,,,
Jefferson,Ellisburg 3,President,,DEM,Tom Steyer,0,,,
Jefferson,Ellisburg 4,President,,DEM,Tom Steyer,0,,,
Jefferson,Henderson 1,President,,DEM,Tom Steyer,0,,,
Jefferson,Hounsfield 1,President,,DEM,Tom Steyer,0,,,
Jefferson,Hounsfield 2,President,,DEM,Tom Steyer,0,,,
Jefferson,LeRay 1,President,,DEM,Tom Steyer,0,,,
Jefferson,LeRay 2,President,,DEM,Tom Steyer,0,,,
Jefferson,LeRay 3,President,,DEM,Tom Steyer,0,,,
Jefferson,LeRay 4,President,,DEM,Tom Steyer,2,,,
Jefferson,LeRay 5,President,,DEM,Tom Steyer,0,,,
Jefferson,LeRay 6,President,,DEM,Tom Steyer,0,,,
Jefferson,LeRay 7,President,,DEM,Tom Steyer,0,,,
Jefferson,LeRay 8,President,,DEM,Tom Steyer,0,,,
Jefferson,Lorraine 1,President,,DEM,Tom Steyer,1,,,
Jefferson,Lyme 1,President,,DEM,Tom Steyer,0,,,
Jefferson,Lyme 2,President,,DEM,Tom Steyer,0,,,
Jefferson,Lyme 3,President,,DEM,Tom Steyer,0,,,
Jefferson,Orleans 1,President,,DEM,Tom Steyer,0,,,
Jefferson,Orleans 2,President,,DEM,Tom Steyer,0,,,
Jefferson,Pamelia 1,President,,DEM,Tom Steyer,1,,,
Jefferson,Pamelia 2,President,,DEM,Tom Steyer,0,,,
Jefferson,Philadelphia 1,President,,DEM,Tom Steyer,0,,,
Jefferson,Philadelphia 2,President,,DEM,Tom Steyer,0,,,
Jefferson,Rodman 1,President,,DEM,Tom Steyer,0,,,
Jefferson,Rutland 1,President,,DEM,Tom Steyer,0,,,
Jefferson,Rutland 2,President,,DEM,Tom Steyer,1,,,
Jefferson,Rutland 3,President,,DEM,Tom Steyer,0,,,
Jefferson,Theresa 1,President,,DEM,Tom Steyer,0,,,
Jefferson,Watertown 1,President,,DEM,Tom Steyer,0,,,
Jefferson,Watertown 2,President,,DEM,Tom Steyer,0,,,
Jefferson,Wilna 1,President,,DEM,Tom Steyer,0,,,
Jefferson,Wilna 2,President,,DEM,Tom Steyer,0,,,
Jefferson,Wilna 3,President,,DEM,Tom Steyer,0,,,
Jefferson,Wilna 4,President,,DEM,Tom Steyer,1,,,
Jefferson,Wilna 5,President,,DEM,Tom Steyer,2,,,
Jefferson,Worth 1,President,,DEM,Tom Steyer,0,,,
Jefferson,12~1,President,,DEM,Michael Bennet,0,,,
Jefferson,12~2,President,,DEM,Michael Bennet,0,,,
Jefferson,12~3,President,,DEM,Michael Bennet,0,,,
Jefferson,13~1,President,,DEM,Michael Bennet,0,,,
Jefferson,13~2,President,,DEM,Michael Bennet,0,,,
Jefferson,13~3,President,,DEM,Michael Bennet,0,,,
Jefferson,14~1,President,,DEM,Michael Bennet,0,,,
Jefferson,14~2,President,,DEM,Michael Bennet,0,,,
Jefferson,15~1,President,,DEM,Michael Bennet,0,,,
Jefferson,15~2,President,,DEM,Michael Bennet,0,,,
Jefferson,15~3,President,,DEM,Michael Bennet,0,,,
Jefferson,Adams 1,President,,DEM,Michael Bennet,0,,,
Jefferson,Adams 2,President,,DEM,Michael Bennet,0,,,
Jefferson,Adams 3,President,,DEM,Michael Bennet,1,,,
Jefferson,Alexandria 1,President,,DEM,Michael Bennet,0,,,
Jefferson,Alexandria 2,President,,DEM,Michael Bennet,0,,,
Jefferson,Alexandria 3,President,,DEM,Michael Bennet,0,,,
Jefferson,Antwerp 1,President,,DEM,Michael Bennet,0,,,
Jefferson,Antwerp 2,President,,DEM,Michael Bennet,0,,,
Jefferson,Brownville 1,President,,DEM,Michael Bennet,0,,,
Jefferson,Brownville 2,President,,DEM,Michael Bennet,0,,,
Jefferson,Brownville 3,President,,DEM,Michael Bennet,1,,,
Jefferson,Brownville 4,President,,DEM,Michael Bennet,0,,,
Jefferson,Brownville 5,President,,DEM,Michael Bennet,0,,,
Jefferson,Cape Vincent 1,President,,DEM,Michael Bennet,0,,,
Jefferson,Cape Vincent 2,President,,DEM,Michael Bennet,0,,,
Jefferson,Champion 1,President,,DEM,Michael Bennet,0,,,
Jefferson,Champion 2,President,,DEM,Michael Bennet,0,,,
Jefferson,Clayton 1,President,,DEM,Michael Bennet,0,,,
Jefferson,Clayton 2,President,,DEM,Michael Bennet,0,,,
Jefferson,Clayton 3,President,,DEM,Michael Bennet,0,,,
Jefferson,Ellisburg 1,President,,DEM,Michael Bennet,0,,,
Jefferson,Elllisburg 2,President,,DEM,Michael Bennet,1,,,
Jefferson,Ellisburg 3,President,,DEM,Michael Bennet,0,,,
Jefferson,Ellisburg 4,President,,DEM,Michael Bennet,0,,,
Jefferson,Henderson 1,President,,DEM,Michael Bennet,0,,,
Jefferson,Hounsfield 1,President,,DEM,Michael Bennet,0,,,
Jefferson,Hounsfield 2,President,,DEM,Michael Bennet,0,,,
Jefferson,LeRay 1,President,,DEM,Michael Bennet,0,,,
Jefferson,LeRay 2,President,,DEM,Michael Bennet,0,,,
Jefferson,LeRay 3,President,,DEM,Michael Bennet,0,,,
Jefferson,LeRay 4,President,,DEM,Michael Bennet,0,,,
Jefferson,LeRay 5,President,,DEM,Michael Bennet,0,,,
Jefferson,LeRay 6,President,,DEM,Michael Bennet,0,,,
Jefferson,LeRay 7,President,,DEM,Michael Bennet,0,,,
Jefferson,LeRay 8,President,,DEM,Michael Bennet,0,,,
Jefferson,Lorraine 1,President,,DEM,Michael Bennet,1,,,
Jefferson,Lyme 1,President,,DEM,Michael Bennet,0,,,
Jefferson,Lyme 2,President,,DEM,Michael Bennet,0,,,
Jefferson,Lyme 3,President,,DEM,Michael Bennet,0,,,
Jefferson,Orleans 1,President,,DEM,Michael Bennet,0,,,
Jefferson,Orleans 2,President,,DEM,Michael Bennet,0,,,
Jefferson,Pamelia 1,President,,DEM,Michael Bennet,0,,,
Jefferson,Pamelia 2,President,,DEM,Michael Bennet,0,,,
Jefferson,Philadelphia 1,President,,DEM,Michael Bennet,0,,,
Jefferson,Philadelphia 2,President,,DEM,Michael Bennet,0,,,
Jefferson,Rodman 1,President,,DEM,Michael Bennet,0,,,
Jefferson,Rutland 1,President,,DEM,Michael Bennet,0,,,
Jefferson,Rutland 2,President,,DEM,Michael Bennet,0,,,
Jefferson,Rutland 3,President,,DEM,Michael Bennet,0,,,
Jefferson,Theresa 1,President,,DEM,Michael Bennet,0,,,
Jefferson,Watertown 1,President,,DEM,Michael Bennet,0,,,
Jefferson,Watertown 2,President,,DEM,Michael Bennet,0,,,
Jefferson,Wilna 1,President,,DEM,Michael Bennet,0,,,
Jefferson,Wilna 2,President,,DEM,Michael Bennet,0,,,
Jefferson,Wilna 3,President,,DEM,Michael Bennet,0,,,
Jefferson,Wilna 4,President,,DEM,Michael Bennet,0,,,
Jefferson,Wilna 5,President,,DEM,Michael Bennet,1,,,
Jefferson,Worth 1,President,,DEM,Michael Bennet,0,,,
Jefferson,12~1,President,,DEM,Elizabeth Warren,7,,,
Jefferson,12~2,President,,DEM,Elizabeth Warren,10,,,
Jefferson,12~3,President,,DEM,Elizabeth Warren,2,,,
Jefferson,13~1,President,,DEM,Elizabeth Warren,0,,,
Jefferson,13~2,President,,DEM,Elizabeth Warren,2,,,
Jefferson,13~3,President,,DEM,Elizabeth Warren,2,,,
Jefferson,14~1,President,,DEM,Elizabeth Warren,1,,,
Jefferson,14~2,President,,DEM,Elizabeth Warren,2,,,
Jefferson,15~1,President,,DEM,Elizabeth Warren,2,,,
Jefferson,15~2,President,,DEM,Elizabeth Warren,0,,,
Jefferson,15~3,President,,DEM,Elizabeth Warren,0,,,
Jefferson,Adams 1,President,,DEM,Elizabeth Warren,2,,,
Jefferson,Adams 2,President,,DEM,Elizabeth Warren,1,,,
Jefferson,Adams 3,President,,DEM,Elizabeth Warren,1,,,
Jefferson,Alexandria 1,President,,DEM,Elizabeth Warren,1,,,
Jefferson,Alexandria 2,President,,DEM,Elizabeth Warren,0,,,
Jefferson,Alexandria 3,President,,DEM,Elizabeth Warren,1,,,
Jefferson,Antwerp 1,President,,DEM,Elizabeth Warren,0,,,
Jefferson,Antwerp 2,President,,DEM,Elizabeth Warren,0,,,
Jefferson,Brownville 1,President,,DEM,Elizabeth Warren,0,,,
Jefferson,Brownville 2,President,,DEM,Elizabeth Warren,0,,,
Jefferson,Brownville 3,President,,DEM,Elizabeth Warren,0,,,
Jefferson,Brownville 4,President,,DEM,Elizabeth Warren,1,,,
Jefferson,Brownville 5,President,,DEM,Elizabeth Warren,2,,,
Jefferson,Cape Vincent 1,President,,DEM,Elizabeth Warren,2,,,
Jefferson,Cape Vincent 2,President,,DEM,Elizabeth Warren,1,,,
Jefferson,Champion 1,President,,DEM,Elizabeth Warren,0,,,
Jefferson,Champion 2,President,,DEM,Elizabeth Warren,3,,,
Jefferson,Clayton 1,President,,DEM,Elizabeth Warren,0,,,
Jefferson,Clayton 2,President,,DEM,Elizabeth Warren,4,,,
Jefferson,Clayton 3,President,,DEM,Elizabeth Warren,5,,,
Jefferson,Ellisburg 1,President,,DEM,Elizabeth Warren,0,,,
Jefferson,Elllisburg 2,President,,DEM,Elizabeth Warren,1,,,
Jefferson,Ellisburg 3,President,,DEM,Elizabeth Warren,0,,,
Jefferson,Ellisburg 4,President,,DEM,Elizabeth Warren,0,,,
Jefferson,Henderson 1,President,,DEM,Elizabeth Warren,1,,,
Jefferson,Hounsfield 1,President,,DEM,Elizabeth Warren,6,,,
Jefferson,Hounsfield 2,President,,DEM,Elizabeth Warren,3,,,
Jefferson,LeRay 1,President,,DEM,Elizabeth Warren,0,,,
Jefferson,LeRay 2,President,,DEM,Elizabeth Warren,0,,,
Jefferson,LeRay 3,President,,DEM,Elizabeth Warren,0,,,
Jefferson,LeRay 4,President,,DEM,Elizabeth Warren,2,,,
Jefferson,LeRay 5,President,,DEM,Elizabeth Warren,0,,,
Jefferson,LeRay 6,President,,DEM,Elizabeth Warren,0,,,
Jefferson,LeRay 7,President,,DEM,Elizabeth Warren,0,,,
Jefferson,LeRay 8,President,,DEM,Elizabeth Warren,0,,,
Jefferson,Lorraine 1,President,,DEM,Elizabeth Warren,0,,,
Jefferson,Lyme 1,President,,DEM,Elizabeth Warren,0,,,
Jefferson,Lyme 2,President,,DEM,Elizabeth Warren,2,,,
Jefferson,Lyme 3,President,,DEM,Elizabeth Warren,1,,,
Jefferson,Orleans 1,President,,DEM,Elizabeth Warren,2,,,
Jefferson,Orleans 2,President,,DEM,Elizabeth Warren,0,,,
Jefferson,Pamelia 1,President,,DEM,Elizabeth Warren,0,,,
Jefferson,Pamelia 2,President,,DEM,Elizabeth Warren,1,,,
Jefferson,Philadelphia 1,President,,DEM,Elizabeth Warren,1,,,
Jefferson,Philadelphia 2,President,,DEM,Elizabeth Warren,0,,,
Jefferson,Rodman 1,President,,DEM,Elizabeth Warren,1,,,
Jefferson,Rutland 1,President,,DEM,Elizabeth Warren,1,,,
Jefferson,Rutland 2,President,,DEM,Elizabeth Warren,0,,,
Jefferson,Rutland 3,President,,DEM,Elizabeth Warren,0,,,
Jefferson,Theresa 1,President,,DEM,Elizabeth Warren,2,,,
Jefferson,Watertown 1,President,,DEM,Elizabeth Warren,3,,,
Jefferson,Watertown 2,President,,DEM,Elizabeth Warren,4,,,
Jefferson,Wilna 1,President,,DEM,Elizabeth Warren,2,,,
Jefferson,Wilna 2,President,,DEM,Elizabeth Warren,0,,,
Jefferson,Wilna 3,President,,DEM,Elizabeth Warren,0,,,
Jefferson,Wilna 4,President,,DEM,Elizabeth Warren,1,,,
Jefferson,Wilna 5,President,,DEM,Elizabeth Warren,1,,,
Jefferson,Worth 1,President,,DEM,Elizabeth Warren,0,,,
Jefferson,12~1,President,,DEM,Andrew Yang,0,,,
Jefferson,12~2,President,,DEM,Andrew Yang,0,,,
Jefferson,12~3,President,,DEM,Andrew Yang,1,,,
Jefferson,13~1,President,,DEM,Andrew Yang,0,,,
Jefferson,13~2,President,,DEM,Andrew Yang,2,,,
Jefferson,13~3,President,,DEM,Andrew Yang,1,,,
Jefferson,14~1,President,,DEM,Andrew Yang,1,,,
Jefferson,14~2,President,,DEM,Andrew Yang,1,,,
Jefferson,15~1,President,,DEM,Andrew Yang,0,,,
Jefferson,15~2,President,,DEM,Andrew Yang,2,,,
Jefferson,15~3,President,,DEM,Andrew Yang,1,,,
Jefferson,Adams 1,President,,DEM,Andrew Yang,0,,,
Jefferson,Adams 2,President,,DEM,Andrew Yang,1,,,
Jefferson,Adams 3,President,,DEM,Andrew Yang,1,,,
Jefferson,Alexandria 1,President,,DEM,Andrew Yang,0,,,
Jefferson,Alexandria 2,President,,DEM,Andrew Yang,0,,,
Jefferson,Alexandria 3,President,,DEM,Andrew Yang,0,,,
Jefferson,Antwerp 1,President,,DEM,Andrew Yang,0,,,
Jefferson,Antwerp 2,President,,DEM,Andrew Yang,0,,,
Jefferson,Brownville 1,President,,DEM,Andrew Yang,0,,,
Jefferson,Brownville 2,President,,DEM,Andrew Yang,0,,,
Jefferson,Brownville 3,President,,DEM,Andrew Yang,0,,,
Jefferson,Brownville 4,President,,DEM,Andrew Yang,0,,,
Jefferson,Brownville 5,President,,DEM,Andrew Yang,1,,,
Jefferson,Cape Vincent 1,President,,DEM,Andrew Yang,0,,,
Jefferson,Cape Vincent 2,President,,DEM,Andrew Yang,1,,,
Jefferson,Champion 1,President,,DEM,Andrew Yang,0,,,
Jefferson,Champion 2,President,,DEM,Andrew Yang,0,,,
Jefferson,Clayton 1,President,,DEM,Andrew Yang,0,,,
Jefferson,Clayton 2,President,,DEM,Andrew Yang,0,,,
Jefferson,Clayton 3,President,,DEM,Andrew Yang,0,,,
Jefferson,Ellisburg 1,President,,DEM,Andrew Yang,0,,,
Jefferson,Elllisburg 2,President,,DEM,Andrew Yang,0,,,
Jefferson,Ellisburg 3,President,,DEM,Andrew Yang,0,,,
Jefferson,Ellisburg 4,President,,DEM,Andrew Yang,1,,,
Jefferson,Henderson 1,President,,DEM,Andrew Yang,0,,,
Jefferson,Hounsfield 1,President,,DEM,Andrew Yang,1,,,
Jefferson,Hounsfield 2,President,,DEM,Andrew Yang,0,,,
Jefferson,LeRay 1,President,,DEM,Andrew Yang,0,,,
Jefferson,LeRay 2,President,,DEM,Andrew Yang,0,,,
Jefferson,LeRay 3,President,,DEM,Andrew Yang,0,,,
Jefferson,LeRay 4,President,,DEM,Andrew Yang,0,,,
Jefferson,LeRay 5,President,,DEM,Andrew Yang,0,,,
Jefferson,LeRay 6,President,,DEM,Andrew Yang,0,,,
Jefferson,LeRay 7,President,,DEM,Andrew Yang,0,,,
Jefferson,LeRay 8,President,,DEM,Andrew Yang,1,,,
Jefferson,Lorraine 1,President,,DEM,Andrew Yang,0,,,
Jefferson,Lyme 1,President,,DEM,Andrew Yang,0,,,
Jefferson,Lyme 2,President,,DEM,Andrew Yang,0,,,
Jefferson,Lyme 3,President,,DEM,Andrew Yang,0,,,
Jefferson,Orleans 1,President,,DEM,Andrew Yang,0,,,
Jefferson,Orleans 2,President,,DEM,Andrew Yang,1,,,
Jefferson,Pamelia 1,President,,DEM,Andrew Yang,1,,,
Jefferson,Pamelia 2,President,,DEM,Andrew Yang,0,,,
Jefferson,Philadelphia 1,President,,DEM,Andrew Yang,0,,,
Jefferson,Philadelphia 2,President,,DEM,Andrew Yang,0,,,
Jefferson,Rodman 1,President,,DEM,Andrew Yang,1,,,
Jefferson,Rutland 1,President,,DEM,Andrew Yang,1,,,
Jefferson,Rutland 2,President,,DEM,Andrew Yang,2,,,
Jefferson,Rutland 3,President,,DEM,Andrew Yang,0,,,
Jefferson,Theresa 1,President,,DEM,Andrew Yang,0,,,
Jefferson,Watertown 1,President,,DEM,Andrew Yang,1,,,
Jefferson,Watertown 2,President,,DEM,Andrew Yang,1,,,
Jefferson,Wilna 1,President,,DEM,Andrew Yang,0,,,
Jefferson,Wilna 2,President,,DEM,Andrew Yang,0,,,
