county,precinct,office,district,candidate,party,election_day,absentee,votes
Wayne,Arcadia 01,President,,BIDEN/HARRIS,DEM,206,36,242
Wayne,Arcadia 02,President,,BIDEN/HARRIS,DEM,209,92,301
Wayne,Arcadia 03,President,,BIDEN/HARRIS,DEM,188,65,253
Wayne,Arcadia 04,President,,BIDEN/HARRIS,DEM,142,51,193
Wayne,Arcadia 05,President,,BIDEN/HARRIS,DEM,152,45,197
Wayne,Arcadia 06,President,,BIDEN/HARRIS,DEM,254,106,360
Wayne,Arcadia 07,President,,BIDEN/HARRIS,DEM,166,52,218
Wayne,Arcadia 08,President,,BIDEN/HARRIS,DEM,154,45,199
Wayne,Arcadia 09,President,,BIDEN/HARRIS,DEM,162,60,222
Wayne,Arcadia 10,President,,BIDEN/HARRIS,DEM,175,104,279
Wayne,Butler 01,President,,BIDEN/HARRIS,DEM,119,52,171
Wayne,Galen 01,President,,BIDEN/HARRIS,DEM,108,33,141
Wayne,Galen 02,President,,BIDEN/HARRIS,DEM,99,33,132
Wayne,Galen 03,President,,BIDEN/HARRIS,DEM,132,58,190
Wayne,Galen 04,President,,BIDEN/HARRIS,DEM,142,36,178
Wayne,Huron 01,President,,BIDEN/HARRIS,DEM,128,56,184
Wayne,Huron 02,President,,BIDEN/HARRIS,DEM,135,54,189
Wayne,Lyons 01,President,,BIDEN/HARRIS,DEM,98,47,145
Wayne,Lyons 02,President,,BIDEN/HARRIS,DEM,119,54,173
Wayne,Lyons 03,President,,BIDEN/HARRIS,DEM,166,51,217
Wayne,Lyons 04,President,,BIDEN/HARRIS,DEM,162,47,209
Wayne,Lyons 05,President,,BIDEN/HARRIS,DEM,64,33,97
Wayne,Macedon 01,President,,BIDEN/HARRIS,DEM,277,157,434
Wayne,Macedon 02,President,,BIDEN/HARRIS,DEM,394,149,543
Wayne,Macedon 03,President,,BIDEN/HARRIS,DEM,263,165,428
Wayne,Macedon 04,President,,BIDEN/HARRIS,DEM,188,73,261
Wayne,Macedon 05,President,,BIDEN/HARRIS,DEM,225,72,297
Wayne,Marion 01,President,,BIDEN/HARRIS,DEM,122,53,175
Wayne,Marion 02,President,,BIDEN/HARRIS,DEM,102,35,137
Wayne,Marion 03,President,,BIDEN/HARRIS,DEM,183,48,231
