county,precinct,office,district,candidate,party,early_voting,election_day,absentee,votes
Cortland,Truxton,President,,Brock Pierce,IND,1,5,0,6
Cortland,Cincinnatus,President,,Brock Pierce,IND,0,2,0,2
Cortland,Freetown,President,,Brock Pierce,IND,0,2,0,2
Cortland,Taylor,President,,Brock Pierce,IND,0,0,0,0
Cortland,Willet,President,,Brock Pierce,IND,0,0,0,0
Cortland,Cortland Ward 1 ED 1,President,,Write-ins,,0,0,0,0
Cortland,Cortland Ward 1 ED 3,President,,Write-ins,,0,1,1,2
Cortland,Cortland Ward 2 ED 3,President,,Write-ins,,0,0,0,0
Cortland,Cortland Ward 3 ED 2,President,,Write-ins,,0,3,0,3
Cortland,Cortland Ward 2 ED 1,President,,Write-ins,,0,0,0,0
Cortland,Cortland Ward 3 ED 3,President,,Write-ins,,0,0,0,0
Cortland,Cortland Ward 5 ED 1,President,,Write-ins,,0,0,0,0
Cortland,Cortland Ward 6 ED 2,President,,Write-ins,,1,0,0,1
Cortland,Cortland Ward 3 ED 1,President,,Write-ins,,0,0,0,0
Cortland,Cortland Ward 3 ED 4,President,,Write-ins,,0,0,0,0
Cortland,Cortland Ward 4 ED 1,President,,Write-ins,,0,0,0,0
Cortland,Cortland Ward 5 ED 3,President,,Write-ins,,0,0,0,0
Cortland,Cortland Ward 3 ED 5,President,,Write-ins,,0,0,0,0
Cortland,Cortland Ward 4 ED 2,President,,Write-ins,,0,0,0,0
Cortland,Cortland Ward 4 ED 3,President,,Write-ins,,0,0,0,0
Cortland,Cortland Ward 5 ED 4,President,,Write-ins,,0,1,0,1
Cortland,Cortland Ward 5 ED 2,President,,Write-ins,,0,0,0,0
Cortland,Cortland Ward 7 ED 3,President,,Write-ins,,0,0,0,0
Cortland,Cortland Ward 8 ED 1,President,,Write-ins,,0,0,0,0
Cortland,Cortland Ward 7 ED 1,President,,Write-ins,,0,0,0,0
Cortland,Cortland Ward 8 ED 2,President,,Write-ins,,0,0,0,0
Cortland,Cortland Ward 1 ED 2,President,,Write-ins,,0,0,0,0
Cortland,Cortland Ward 2 ED 2,President,,Write-ins,,0,1,0,1
Cortland,Cortland Ward 6 ED 1,President,,Write-ins,,1,2,1,4
Cortland,Cortland Ward 7 ED 2,President,,Write-ins,,0,0,0,0
Cortland,Preble,President,,Write-ins,,0,0,0,0
Cortland,Scott,President,,Write-ins,,0,0,0,0
Cortland,Homer-1,President,,Write-ins,,1,0,0,1
Cortland,Homer-2,President,,Write-ins,,0,0,0,0
Cortland,Homer-3,President,,Write-ins,,0,0,0,0
Cortland,Homer-4,President,,Write-ins,,0,0,0,0
Cortland,Homer-5,President,,Write-ins,,0,0,0,0
Cortland,Cortlandville-1,President,,Write-ins,,0,0,0,0
Cortland,Cortlandville-2,President,,Write-ins,,0,0,1,1
Cortland,Cortlandville-3,President,,Write-ins,,0,0,0,0
Cortland,Cortlandville-4,President,,Write-ins,,0,0,0,0
Cortland,Cortlandville-5,President,,Write-ins,,0,0,0,0
Cortland,Cortlandville-6,President,,Write-ins,,0,0,0,0
Cortland,Harford,President,,Write-ins,,0,0,0,0
Cortland,Virgil-1,President,,Write-ins,,0,1,0,1
Cortland,Virgil-2,President,,Write-ins,,0,0,0,0
Cortland,Lapeer,President,,Write-ins,,0,0,0,0
Cortland,Marathon-1,President,,Write-ins,,0,0,0,0
Cortland,Marathon-2,President,,Write-ins,,0,0,0,0
Cortland,Cuyler,President,,Write-ins,,0,0,1,1
Cortland,Solon,President,,Write-ins,,0,0,0,0
Cortland,Truxton,President,,Write-ins,,0,0,0,0
Cortland,Cincinnatus,President,,Write-ins,,0,0,0,0
Cortland,Freetown,President,,Write-ins,,0,0,0,0
Cortland,Taylor,President,,Write-ins,,0,0,0,0
Cortland,Willet,President,,Write-ins,,0,0,0,0
Cortland,Cortland Ward 1 ED 1,President,,Voids,,0,1,2,3
Cortland,Cortland Ward 1 ED 3,President,,Voids,,1,0,0,1
Cortland,Cortland Ward 2 ED 3,President,,Voids,,0,0,0,0
Cortland,Cortland Ward 3 ED 2,President,,Voids,,0,0,1,1
Cortland,Cortland Ward 2 ED 1,President,,Voids,,0,0,0,0
Cortland,Cortland Ward 3 ED 3,President,,Voids,,0,0,0,0
Cortland,Cortland Ward 5 ED 1,President,,Voids,,0,0,0,0
Cortland,Cortland Ward 6 ED 2,President,,Voids,,0,1,0,1
Cortland,Cortland Ward 3 ED 1,President,,Voids,,1,3,0,4
Cortland,Cortland Ward 3 ED 4,President,,Voids,,0,0,0,0
Cortland,Cortland Ward 4 ED 1,President,,Voids,,0,1,1,2
Cortland,Cortland Ward 5 ED 3,President,,Voids,,0,0,0,0
Cortland,Cortland Ward 3 ED 5,President,,Voids,,0,1,0,1
Cortland,Cortland Ward 4 ED 2,President,,Voids,,0,0,0,0
Cortland,Cortland Ward 4 ED 3,President,,Voids,,0,0,0,0
Cortland,Cortland Ward 5 ED 4,President,,Voids,,0,0,0,0
Cortland,Cortland Ward 5 ED 2,President,,Voids,,0,1,0,1
Cortland,Cortland Ward 7 ED 3,President,,Voids,,0,0,0,0
Cortland,Cortland Ward 8 ED 1,President,,Voids,,0,0,0,0
Cortland,Cortland Ward 7 ED 1,President,,Voids,,2,0,1,3
Cortland,Cortland Ward 8 ED 2,President,,Voids,,0,0,0,0
Cortland,Cortland Ward 1 ED 2,President,,Voids,,0,0,0,0
Cortland,Cortland Ward 2 ED 2,President,,Voids,,0,0,0,0
Cortland,Cortland Ward 6 ED 1,President,,Voids,,1,0,2,3
Cortland,Cortland Ward 7 ED 2,President,,Voids,,0,0,0,0
Cortland,Preble,President,,Voids,,0,0,0,0
Cortland,Scott,President,,Voids,,0,1,0,1
Cortland,Homer-1,President,,Voids,,0,0,1,1
Cortland,Homer-2,President,,Voids,,0,1,0,1
Cortland,Homer-3,President,,Voids,,0,0,0,0
Cortland,Homer-4,President,,Voids,,1,1,0,2
Cortland,Homer-5,President,,Voids,,1,2,0,3
Cortland,Cortlandville-1,President,,Voids,,0,3,0,3
Cortland,Cortlandville-2,President,,Voids,,0,0,1,1
Cortland,Cortlandville-3,President,,Voids,,0,1,2,3
Cortland,Cortlandville-4,President,,Voids,,0,0,0,0
Cortland,Cortlandville-5,President,,Voids,,0,0,0,0
Cortland,Cortlandville-6,President,,Voids,,0,0,0,0
Cortland,Harford,President,,Voids,,0,0,0,0
Cortland,Virgil-1,President,,Voids,,0,1,0,1
Cortland,Virgil-2,President,,Voids,,0,0,2,2
Cortland,Lapeer,President,,Voids,,0,0,0,0
Cortland,Marathon-1,President,,Voids,,0,0,1,1
Cortland,Marathon-2,President,,Voids,,0,0,0,0
Cortland,Cuyler,President,,Voids,,0,0,1,1
Cortland,Solon,President,,Voids,,0,0,0,0
Cortland,Truxton,President,,Voids,,0,1,0,1
Cortland,Cincinnatus,President,,Voids,,0,0,0,0
Cortland,Freetown,President,,Voids,,0,1,0,1
Cortland,Taylor,President,,Voids,,0,0,0,0
Cortland,Willet,President,,Voids,,0,0,0,0
Cortland,Cortland Ward 1 ED 1,President,,Blanks,,1,1,0,2
Cortland,Cortland Ward 1 ED 3,President,,Blanks,,1,0,3,4
Cortland,Cortland Ward 2 ED 3,President,,Blanks,,2,0,0,2
Cortland,Cortland Ward 3 ED 2,President,,Blanks,,0,2,0,2
Cortland,Cortland Ward 2 ED 1,President,,Blanks,,2,2,2,6
Cortland,Cortland Ward 3 ED 3,President,,Blanks,,1,1,1,3
Cortland,Cortland Ward 5 ED 1,President,,Blanks,,0,0,0,0
Cortland,Cortland Ward 6 ED 2,President,,Blanks,,0,0,1,1
Cortland,Cortland Ward 3 ED 1,President,,Blanks,,0,0,0,0
Cortland,Cortland Ward 3 ED 4,President,,Blanks,,0,0,0,0
Cortland,Cortland Ward 4 ED 1,President,,Blanks,,0,3,1,4
Cortland,Cortland Ward 5 ED 3,President,,Blanks,,0,0,0,0
Cortland,Cortland Ward 3 ED 5,President,,Blanks,,0,1,0,1
Cortland,Cortland Ward 4 ED 2,President,,Blanks,,0,0,0,0
Cortland,Cortland Ward 4 ED 3,President,,Blanks,,0,0,0,0
Cortland,Cortland Ward 5 ED 4,President,,Blanks,,0,2,0,2
Cortland,Cortland Ward 5 ED 2,President,,Blanks,,0,2,0,2
Cortland,Cortland Ward 7 ED 3,President,,Blanks,,0,0,0,0
Cortland,Cortland Ward 8 ED 1,President,,Blanks,,1,1,2,4
Cortland,Cortland Ward 7 ED 1,President,,Blanks,,3,0,2,5
Cortland,Cortland Ward 8 ED 2,President,,Blanks,,0,0,1,1
Cortland,Cortland Ward 1 ED 2,President,,Blanks,,0,0,0,0
Cortland,Cortland Ward 2 ED 2,President,,Blanks,,0,3,0,3
Cortland,Cortland Ward 6 ED 1,President,,Blanks,,2,0,2,4
Cortland,Cortland Ward 7 ED 2,President,,Blanks,,1,0,0,1
Cortland,Preble,President,,Blanks,,0,2,0,2
Cortland,Scott,President,,Blanks,,0,0,1,1
Cortland,Homer-1,President,,Blanks,,0,0,1,1
Cortland,Homer-2,President,,Blanks,,2,7,1,10
Cortland,Homer-3,President,,Blanks,,3,0,0,3
Cortland,Homer-4,President,,Blanks,,2,7,2,11
Cortland,Homer-5,President,,Blanks,,2,0,3,5
Cortland,Cortlandville-1,President,,Blanks,,1,3,3,7
Cortland,Cortlandville-2,President,,Blanks,,5,5,2,12
Cortland,Cortlandville-3,President,,Blanks,,4,6,2,12
Cortland,Cortlandville-4,President,,Blanks,,0,1,0,1
Cortland,Cortlandville-5,President,,Blanks,,2,3,0,5
Cortland,Cortlandville-6,President,,Blanks,,6,9,4,19
Cortland,Harford,President,,Blanks,,0,6,1,7
Cortland,Virgil-1,President,,Blanks,,0,3,0,3
Cortland,Virgil-2,President,,Blanks,,3,4,1,8
Cortland,Lapeer,President,,Blanks,,0,0,1,1
Cortland,Marathon-1,President,,Blanks,,1,0,1,2
Cortland,Marathon-2,President,,Blanks,,0,3,0,3
Cortland,Cuyler,President,,Blanks,,0,0,1,1
Cortland,Solon,President,,Blanks,,0,2,0,2
Cortland,Truxton,President,,Blanks,,0,0,0,0
Cortland,Cincinnatus,President,,Blanks,,0,1,3,4
Cortland,Freetown,President,,Blanks,,0,4,0,4
Cortland,Taylor,President,,Blanks,,0,0,0,0
Cortland,Willet,President,,Blanks,,0,1,0,1
Cortland,Cortland Ward 1 ED 1,U.S. House,22,Anthony J. Brindisi,DEM,158,119,164,441
Cortland,Cortland Ward 1 ED 3,U.S. House,22,Anthony J. Brindisi,DEM,68,112,112,292
Cortland,Cortland Ward 2 ED 3,U.S. House,22,Anthony J. Brindisi,DEM,21,17,21,59
Cortland,Cortland Ward 3 ED 2,U.S. House,22,Anthony J. Brindisi,DEM,28,25,23,76
Cortland,Cortland Ward 2 ED 1,U.S. House,22,Anthony J. Brindisi,DEM,85,75,113,273
Cortland,Cortland Ward 3 ED 3,U.S. House,22,Anthony J. Brindisi,DEM,27,22,36,85
Cortland,Cortland Ward 5 ED 1,U.S. House,22,Anthony J. Brindisi,DEM,0,2,3,5
Cortland,Cortland Ward 6 ED 2,U.S. House,22,Anthony J. Brindisi,DEM,11,16,25,52
Cortland,Cortland Ward 3 ED 1,U.S. House,22,Anthony J. Brindisi,DEM,48,29,59,136
Cortland,Cortland Ward 3 ED 4,U.S. House,22,Anthony J. Brindisi,DEM,6,13,14,33
Cortland,Cortland Ward 4 ED 1,U.S. House,22,Anthony J. Brindisi,DEM,56,75,88,219
Cortland,Cortland Ward 5 ED 3,U.S. House,22,Anthony J. Brindisi,DEM,3,3,6,12
Cortland,Cortland Ward 3 ED 5,U.S. House,22,Anthony J. Brindisi,DEM,32,30,40,102
Cortland,Cortland Ward 4 ED 2,U.S. House,22,Anthony J. Brindisi,DEM,7,28,24,59
Cortland,Cortland Ward 4 ED 3,U.S. House,22,Anthony J. Brindisi,DEM,0,3,3,6
Cortland,Cortland Ward 5 ED 4,U.S. House,22,Anthony J. Brindisi,DEM,56,80,67,203
Cortland,Cortland Ward 5 ED 2,U.S. House,22,Anthony J. Brindisi,DEM,62,88,62,212
Cortland,Cortland Ward 7 ED 3,U.S. House,22,Anthony J. Brindisi,DEM,0,0,1,1
Cortland,Cortland Ward 8 ED 1,U.S. House,22,Anthony J. Brindisi,DEM,112,93,126,331
Cortland,Cortland Ward 7 ED 1,U.S. House,22,Anthony J. Brindisi,DEM,130,118,135,383
Cortland,Cortland Ward 8 ED 2,U.S. House,22,Anthony J. Brindisi,DEM,19,28,17,64
Cortland,Cortland Ward 1 ED 2,U.S. House,22,Anthony J. Brindisi,DEM,5,3,1,9
Cortland,Cortland Ward 2 ED 2,U.S. House,22,Anthony J. Brindisi,DEM,39,26,29,94
Cortland,Cortland Ward 6 ED 1,U.S. House,22,Anthony J. Brindisi,DEM,149,156,137,442
Cortland,Cortland Ward 7 ED 2,U.S. House,22,Anthony J. Brindisi,DEM,11,11,18,40
Cortland,Preble,U.S. House,22,Anthony J. Brindisi,DEM,44,197,72,313
Cortland,Scott,U.S. House,22,Anthony J. Brindisi,DEM,21,123,55,199
Cortland,Homer-1,U.S. House,22,Anthony J. Brindisi,DEM,33,48,37,118
Cortland,Homer-2,U.S. House,22,Anthony J. Brindisi,DEM,133,122,104,359
Cortland,Homer-3,U.S. House,22,Anthony J. Brindisi,DEM,124,125,120,369
Cortland,Homer-4,U.S. House,22,Anthony J. Brindisi,DEM,99,115,115,329
Cortland,Homer-5,U.S. House,22,Anthony J. Brindisi,DEM,173,170,166,509
Cortland,Cortlandville-1,U.S. House,22,Anthony J. Brindisi,DEM,186,119,160,465
Cortland,Cortlandville-2,U.S. House,22,Anthony J. Brindisi,DEM,171,85,140,396
Cortland,Cortlandville-3,U.S. House,22,Anthony J. Brindisi,DEM,67,92,90,249
Cortland,Cortlandville-4,U.S. House,22,Anthony J. Brindisi,DEM,71,113,76,260
Cortland,Cortlandville-5,U.S. House,22,Anthony J. Brindisi,DEM,58,30,58,146
Cortland,Cortlandville-6,U.S. House,22,Anthony J. Brindisi,DEM,176,126,166,468
Cortland,Harford,U.S. House,22,Anthony J. Brindisi,DEM,12,91,29,132
Cortland,Virgil-1,U.S. House,22,Anthony J. Brindisi,DEM,64,82,57,203
Cortland,Virgil-2,U.S. House,22,Anthony J. Brindisi,DEM,91,143,145,379
Cortland,Lapeer,U.S. House,22,Anthony J. Brindisi,DEM,10,76,29,115
Cortland,Marathon-1,U.S. House,22,Anthony J. Brindisi,DEM,19,105,62,186
Cortland,Marathon-2,U.S. House,22,Anthony J. Brindisi,DEM,28,89,50,167
Cortland,Cuyler,U.S. House,22,Anthony J. Brindisi,DEM,9,74,35,118
Cortland,Solon,U.S. House,22,Anthony J. Brindisi,DEM,15,99,44,158
Cortland,Truxton,U.S. House,22,Anthony J. Brindisi,DEM,31,122,48,201
Cortland,Cincinnatus,U.S. House,22,Anthony J. Brindisi,DEM,12,85,43,140
Cortland,Freetown,U.S. House,22,Anthony J. Brindisi,DEM,9,73,19,101
Cortland,Taylor,U.S. House,22,Anthony J. Brindisi,DEM,4,54,13,71
Cortland,Willet,U.S. House,22,Anthony J. Brindisi,DEM,8,96,19,123
Cortland,Cortland Ward 1 ED 1,U.S. House,22,Claudia Tenney,REP,45,112,31,188
Cortland,Cortland Ward 1 ED 3,U.S. House,22,Claudia Tenney,REP,39,127,26,192
Cortland,Cortland Ward 2 ED 3,U.S. House,22,Claudia Tenney,REP,10,9,4,23
Cortland,Cortland Ward 3 ED 2,U.S. House,22,Claudia Tenney,REP,16,41,1,58
Cortland,Cortland Ward 2 ED 1,U.S. House,22,Claudia Tenney,REP,23,59,22,104
Cortland,Cortland Ward 3 ED 3,U.S. House,22,Claudia Tenney,REP,3,12,9,24
Cortland,Cortland Ward 5 ED 1,U.S. House,22,Claudia Tenney,REP,0,6,2,8
Cortland,Cortland Ward 6 ED 2,U.S. House,22,Claudia Tenney,REP,3,7,2,12
Cortland,Cortland Ward 3 ED 1,U.S. House,22,Claudia Tenney,REP,8,33,6,47
Cortland,Cortland Ward 3 ED 4,U.S. House,22,Claudia Tenney,REP,2,7,6,15
Cortland,Cortland Ward 4 ED 1,U.S. House,22,Claudia Tenney,REP,22,42,15,79
Cortland,Cortland Ward 5 ED 3,U.S. House,22,Claudia Tenney,REP,0,7,0,7
Cortland,Cortland Ward 3 ED 5,U.S. House,22,Claudia Tenney,REP,8,11,16,35
Cortland,Cortland Ward 4 ED 2,U.S. House,22,Claudia Tenney,REP,3,33,4,40
Cortland,Cortland Ward 4 ED 3,U.S. House,22,Claudia Tenney,REP,0,3,1,4
Cortland,Cortland Ward 5 ED 4,U.S. House,22,Claudia Tenney,REP,20,59,15,94
Cortland,Cortland Ward 5 ED 2,U.S. House,22,Claudia Tenney,REP,30,84,16,130
Cortland,Cortland Ward 7 ED 3,U.S. House,22,Claudia Tenney,REP,2,2,1,5
Cortland,Cortland Ward 8 ED 1,U.S. House,22,Claudia Tenney,REP,50,91,45,186
Cortland,Cortland Ward 7 ED 1,U.S. House,22,Claudia Tenney,REP,66,121,23,210
Cortland,Cortland Ward 8 ED 2,U.S. House,22,Claudia Tenney,REP,7,20,6,33
Cortland,Cortland Ward 1 ED 2,U.S. House,22,Claudia Tenney,REP,2,2,1,5
Cortland,Cortland Ward 2 ED 2,U.S. House,22,Claudia Tenney,REP,12,27,6,45
Cortland,Cortland Ward 6 ED 1,U.S. House,22,Claudia Tenney,REP,81,151,38,270
Cortland,Cortland Ward 7 ED 2,U.S. House,22,Claudia Tenney,REP,6,8,7,21
Cortland,Preble,U.S. House,22,Claudia Tenney,REP,12,315,32,359
Cortland,Scott,U.S. House,22,Claudia Tenney,REP,22,231,19,272
Cortland,Homer-1,U.S. House,22,Claudia Tenney,REP,17,67,20,104
Cortland,Homer-2,U.S. House,22,Claudia Tenney,REP,82,306,54,442
Cortland,Homer-3,U.S. House,22,Claudia Tenney,REP,57,159,30,246
Cortland,Homer-4,U.S. House,22,Claudia Tenney,REP,46,181,35,262
Cortland,Homer-5,U.S. House,22,Claudia Tenney,REP,78,212,25,315
Cortland,Cortlandville-1,U.S. House,22,Claudia Tenney,REP,85,177,39,301
Cortland,Cortlandville-2,U.S. House,22,Claudia Tenney,REP,75,219,40,334
Cortland,Cortlandville-3,U.S. House,22,Claudia Tenney,REP,42,148,40,230
Cortland,Cortlandville-4,U.S. House,22,Claudia Tenney,REP,73,295,37,405
Cortland,Cortlandville-5,U.S. House,22,Claudia Tenney,REP,27,79,25,131
Cortland,Cortlandville-6,U.S. House,22,Claudia Tenney,REP,75,158,45,278
Cortland,Harford,U.S. House,22,Claudia Tenney,REP,11,203,22,236
Cortland,Virgil-1,U.S. House,22,Claudia Tenney,REP,25,185,25,235
Cortland,Virgil-2,U.S. House,22,Claudia Tenney,REP,53,282,36,371
Cortland,Lapeer,U.S. House,22,Claudia Tenney,REP,5,184,17,206
Cortland,Marathon-1,U.S. House,22,Claudia Tenney,REP,12,245,26,283
Cortland,Marathon-2,U.S. House,22,Claudia Tenney,REP,5,208,14,227
Cortland,Cuyler,U.S. House,22,Claudia Tenney,REP,13,220,30,263
Cortland,Solon,U.S. House,22,Claudia Tenney,REP,20,249,26,295
Cortland,Truxton,U.S. House,22,Claudia Tenney,REP,14,269,21,304
Cortland,Cincinnatus,U.S. House,22,Claudia Tenney,REP,13,247,28,288
Cortland,Freetown,U.S. House,22,Claudia Tenney,REP,3,163,12,178
Cortland,Taylor,U.S. House,22,Claudia Tenney,REP,7,145,13,165
Cortland,Willet,U.S. House,22,Claudia Tenney,REP,4,229,13,246
Cortland,Cortland Ward 1 ED 1,U.S. House,22,Claudia Tenney,CON,1,16,3,20
Cortland,Cortland Ward 1 ED 3,U.S. House,22,Claudia Tenney,CON,2,14,0,16
Cortland,Cortland Ward 2 ED 3,U.S. House,22,Claudia Tenney,CON,0,1,0,1
Cortland,Cortland Ward 3 ED 2,U.S. House,22,Claudia Tenney,CON,0,2,1,3
Cortland,Cortland Ward 2 ED 1,U.S. House,22,Claudia Tenney,CON,6,6,2,14
Cortland,Cortland Ward 3 ED 3,U.S. House,22,Claudia Tenney,CON,1,0,0,1
Cortland,Cortland Ward 5 ED 1,U.S. House,22,Claudia Tenney,CON,0,0,0,0
Cortland,Cortland Ward 6 ED 2,U.S. House,22,Claudia Tenney,CON,0,1,2,3
Cortland,Cortland Ward 3 ED 1,U.S. House,22,Claudia Tenney,CON,1,5,2,8
Cortland,Cortland Ward 3 ED 4,U.S. House,22,Claudia Tenney,CON,1,1,0,2
Cortland,Cortland Ward 4 ED 1,U.S. House,22,Claudia Tenney,CON,2,5,1,8
Cortland,Cortland Ward 5 ED 3,U.S. House,22,Claudia Tenney,CON,0,2,0,2
Cortland,Cortland Ward 3 ED 5,U.S. House,22,Claudia Tenney,CON,0,1,2,3
Cortland,Cortland Ward 4 ED 2,U.S. House,22,Claudia Tenney,CON,0,3,0,3
Cortland,Cortland Ward 4 ED 3,U.S. House,22,Claudia Tenney,CON,0,1,0,1
Cortland,Cortland Ward 5 ED 4,U.S. House,22,Claudia Tenney,CON,1,5,3,9
Cortland,Cortland Ward 5 ED 2,U.S. House,22,Claudia Tenney,CON,2,10,0,12
Cortland,Cortland Ward 7 ED 3,U.S. House,22,Claudia Tenney,CON,0,1,0,1
Cortland,Cortland Ward 8 ED 1,U.S. House,22,Claudia Tenney,CON,4,7,4,15
Cortland,Cortland Ward 7 ED 1,U.S. House,22,Claudia Tenney,CON,1,10,1,12
Cortland,Cortland Ward 8 ED 2,U.S. House,22,Claudia Tenney,CON,2,3,1,6
Cortland,Cortland Ward 1 ED 2,U.S. House,22,Claudia Tenney,CON,0,1,0,1
Cortland,Cortland Ward 2 ED 2,U.S. House,22,Claudia Tenney,CON,0,3,2,5
Cortland,Cortland Ward 6 ED 1,U.S. House,22,Claudia Tenney,CON,8,19,2,29
Cortland,Cortland Ward 7 ED 2,U.S. House,22,Claudia Tenney,CON,0,2,0,2
Cortland,Preble,U.S. House,22,Claudia Tenney,CON,2,23,4,29
Cortland,Scott,U.S. House,22,Claudia Tenney,CON,3,15,1,19
Cortland,Homer-1,U.S. House,22,Claudia Tenney,CON,1,4,1,6
Cortland,Homer-2,U.S. House,22,Claudia Tenney,CON,7,24,6,37
Cortland,Homer-3,U.S. House,22,Claudia Tenney,CON,5,16,3,24
Cortland,Homer-4,U.S. House,22,Claudia Tenney,CON,5,10,1,16
Cortland,Homer-5,U.S. House,22,Claudia Tenney,CON,9,15,2,26
Cortland,Cortlandville-1,U.S. House,22,Claudia Tenney,CON,5,20,4,29
Cortland,Cortlandville-2,U.S. House,22,Claudia Tenney,CON,8,15,2,25
Cortland,Cortlandville-3,U.S. House,22,Claudia Tenney,CON,3,11,2,16
Cortland,Cortlandville-4,U.S. House,22,Claudia Tenney,CON,10,23,2,35
Cortland,Cortlandville-5,U.S. House,22,Claudia Tenney,CON,7,6,3,16
Cortland,Cortlandville-6,U.S. House,22,Claudia Tenney,CON,9,6,5,20
Cortland,Harford,U.S. House,22,Claudia Tenney,CON,0,16,1,17
Cortland,Virgil-1,U.S. House,22,Claudia Tenney,CON,1,16,2,19
Cortland,Virgil-2,U.S. House,22,Claudia Tenney,CON,3,35,5,43
Cortland,Lapeer,U.S. House,22,Claudia Tenney,CON,0,18,0,18
Cortland,Marathon-1,U.S. House,22,Claudia Tenney,CON,1,13,2,16
Cortland,Marathon-2,U.S. House,22,Claudia Tenney,CON,0,12,0,12
Cortland,Cuyler,U.S. House,22,Claudia Tenney,CON,1,21,4,26
Cortland,Solon,U.S. House,22,Claudia Tenney,CON,0,12,6,18
Cortland,Truxton,U.S. House,22,Claudia Tenney,CON,2,23,1,26
Cortland,Cincinnatus,U.S. House,22,Claudia Tenney,CON,3,20,4,27
Cortland,Freetown,U.S. House,22,Claudia Tenney,CON,1,13,1,15
Cortland,Taylor,U.S. House,22,Claudia Tenney,CON,0,11,2,13
Cortland,Willet,U.S. House,22,Claudia Tenney,CON,1,14,1,16
Cortland,Cortland Ward 1 ED 1,U.S. House,22,Anthony J. Brindisi,WOR,7,6,8,21
Cortland,Cortland Ward 1 ED 3,U.S. House,22,Anthony J. Brindisi,WOR,7,7,2,16
Cortland,Cortland Ward 2 ED 3,U.S. House,22,Anthony J. Brindisi,WOR,1,0,0,1
Cortland,Cortland Ward 3 ED 2,U.S. House,22,Anthony J. Brindisi,WOR,4,3,1,8
Cortland,Cortland Ward 2 ED 1,U.S. House,22,Anthony J. Brindisi,WOR,7,2,13,22
Cortland,Cortland Ward 3 ED 3,U.S. House,22,Anthony J. Brindisi,WOR,0,2,1,3
Cortland,Cortland Ward 5 ED 1,U.S. House,22,Anthony J. Brindisi,WOR,0,0,0,0
Cortland,Cortland Ward 6 ED 2,U.S. House,22,Anthony J. Brindisi,WOR,2,4,0,6
Cortland,Cortland Ward 3 ED 1,U.S. House,22,Anthony J. Brindisi,WOR,3,10,2,15
Cortland,Cortland Ward 3 ED 4,U.S. House,22,Anthony J. Brindisi,WOR,0,1,1,2
Cortland,Cortland Ward 4 ED 1,U.S. House,22,Anthony J. Brindisi,WOR,6,6,6,18
Cortland,Cortland Ward 5 ED 3,U.S. House,22,Anthony J. Brindisi,WOR,0,0,0,0
Cortland,Cortland Ward 3 ED 5,U.S. House,22,Anthony J. Brindisi,WOR,1,3,3,7
Cortland,Cortland Ward 4 ED 2,U.S. House,22,Anthony J. Brindisi,WOR,3,2,1,6
Cortland,Cortland Ward 4 ED 3,U.S. House,22,Anthony J. Brindisi,WOR,0,0,0,0
Cortland,Cortland Ward 5 ED 4,U.S. House,22,Anthony J. Brindisi,WOR,3,4,1,8
Cortland,Cortland Ward 5 ED 2,U.S. House,22,Anthony J. Brindisi,WOR,4,10,2,16
Cortland,Cortland Ward 7 ED 3,U.S. House,22,Anthony J. Brindisi,WOR,0,0,0,0
Cortland,Cortland Ward 8 ED 1,U.S. House,22,Anthony J. Brindisi,WOR,9,9,5,23
Cortland,Cortland Ward 7 ED 1,U.S. House,22,Anthony J. Brindisi,WOR,10,12,7,29
Cortland,Cortland Ward 8 ED 2,U.S. House,22,Anthony J. Brindisi,WOR,2,3,0,5
Cortland,Cortland Ward 1 ED 2,U.S. House,22,Anthony J. Brindisi,WOR,0,1,0,1
Cortland,Cortland Ward 2 ED 2,U.S. House,22,Anthony J. Brindisi,WOR,7,3,4,14
Cortland,Cortland Ward 6 ED 1,U.S. House,22,Anthony J. Brindisi,WOR,16,13,8,37
Cortland,Cortland Ward 7 ED 2,U.S. House,22,Anthony J. Brindisi,WOR,1,0,0,1
Cortland,Preble,U.S. House,22,Anthony J. Brindisi,WOR,5,9,3,17
Cortland,Scott,U.S. House,22,Anthony J. Brindisi,WOR,2,14,3,19
Cortland,Homer-1,U.S. House,22,Anthony J. Brindisi,WOR,1,6,3,10
Cortland,Homer-2,U.S. House,22,Anthony J. Brindisi,WOR,6,5,5,16
Cortland,Homer-3,U.S. House,22,Anthony J. Brindisi,WOR,12,4,6,22
Cortland,Homer-4,U.S. House,22,Anthony J. Brindisi,WOR,10,11,4,25
Cortland,Homer-5,U.S. House,22,Anthony J. Brindisi,WOR,7,12,11,30
Cortland,Cortlandville-1,U.S. House,22,Anthony J. Brindisi,WOR,10,11,7,28
Cortland,Cortlandville-2,U.S. House,22,Anthony J. Brindisi,WOR,10,9,11,30
Cortland,Cortlandville-3,U.S. House,22,Anthony J. Brindisi,WOR,4,6,3,13
Cortland,Cortlandville-4,U.S. House,22,Anthony J. Brindisi,WOR,0,15,7,22
Cortland,Cortlandville-5,U.S. House,22,Anthony J. Brindisi,WOR,2,6,10,18
Cortland,Cortlandville-6,U.S. House,22,Anthony J. Brindisi,WOR,12,7,12,31
Cortland,Harford,U.S. House,22,Anthony J. Brindisi,WOR,4,16,4,24
