county,precinct,office,district,candidate,party,votes,election_day,emergency,absentee,affidavit
Montgomery,City of Amsterdam Ward 1 1 ,President,,Joseph R. Biden,DEM,281,192,0,84,5
Montgomery,City of Amsterdam Ward 1 2 ,President,,Joseph R. Biden,DEM,78,54,0,24,0
Montgomery,City of Amsterdam Ward 1 3 ,President,,Joseph R. Biden,DEM,311,214,0,93,4
Montgomery,City of Amsterdam Ward 1 4 ,President,,Joseph R. Biden,DEM,156,120,0,32,4
Montgomery,City of Amsterdam Ward 2 1 ,President,,Joseph R. Biden,DEM,52,39,0,12,1
Montgomery,City of Amsterdam Ward 2 2 ,President,,Joseph R. Biden,DEM,114,89,0,21,4
Montgomery,City of Amsterdam Ward 2 3 ,President,,Joseph R. Biden,DEM,40,31,0,9,0
Montgomery,City of Amsterdam Ward 2 4 ,President,,Joseph R. Biden,DEM,324,215,0,102,7
Montgomery,City of Amsterdam Ward 3 1 ,President,,Joseph R. Biden,DEM,308,238,0,62,8
Montgomery,City of Amsterdam Ward 3 2 ,President,,Joseph R. Biden,DEM,172,125,0,47,0
Montgomery,City of Amsterdam Ward 3 3 ,President,,Joseph R. Biden,DEM,203,142,0,56,5
Montgomery,City of Amsterdam Ward 4 1 ,President,,Joseph R. Biden,DEM,210,145,0,59,6
Montgomery,City of Amsterdam Ward 4 2 ,President,,Joseph R. Biden,DEM,284,206,0,73,5
Montgomery,City of Amsterdam Ward 5 1 ,President,,Joseph R. Biden,DEM,122,97,0,22,3
Montgomery,City of Amsterdam Ward 5 2 ,President,,Joseph R. Biden,DEM,67,49,0,17,1
Montgomery,City of Amsterdam Ward 5 3 ,President,,Joseph R. Biden,DEM,124,89,0,31,4
Montgomery,City of Amsterdam Ward 5 4 ,President,,Joseph R. Biden,DEM,217,150,0,64,3
Montgomery,Amsterdam 1 ,President,,Joseph R. Biden,DEM,297,229,0,63,5
Montgomery,Amsterdam 2 ,President,,Joseph R. Biden,DEM,305,232,0,71,2
Montgomery,Amsterdam 3 ,President,,Joseph R. Biden,DEM,193,140,0,51,2
Montgomery,Amsterdam 4 ,President,,Joseph R. Biden,DEM,355,234,0,118,3
Montgomery,Canajoharie 1 ,President,,Joseph R. Biden,DEM,349,228,0,120,1
Montgomery,Canajoharie 2 ,President,,Joseph R. Biden,DEM,108,63,0,43,2
Montgomery,Canajoharie 3 ,President,,Joseph R. Biden,DEM,106,79,0,25,2
Montgomery,Charleston 1 ,President,,Joseph R. Biden,DEM,144,107,0,36,1
Montgomery,Florida 1 ,President,,Joseph R. Biden,DEM,159,117,0,42,0
Montgomery,Florida 2 ,President,,Joseph R. Biden,DEM,153,110,0,42,1
Montgomery,Florida 3 ,President,,Joseph R. Biden,DEM,159,106,0,52,1
Montgomery,Glen 1 ,President,,Joseph R. Biden,DEM,164,122,0,39,3
Montgomery,Glen 2 ,President,,Joseph R. Biden,DEM,155,116,0,38,1
Montgomery,Minden 1 ,President,,Joseph R. Biden,DEM,150,106,0,43,1
Montgomery,Minden 2 ,President,,Joseph R. Biden,DEM,319,231,0,86,2
Montgomery,Mohawk 1 ,President,,Joseph R. Biden,DEM,240,178,0,62,0
Montgomery,Mohawk 2 ,President,,Joseph R. Biden,DEM,213,175,0,37,1
Montgomery,Mohawk 3 ,President,,Joseph R. Biden,DEM,130,87,0,41,2
Montgomery,Palatine 1 ,President,,Joseph R. Biden,DEM,128,100,0,28,0
Montgomery,Palatine 2 ,President,,Joseph R. Biden,DEM,131,68,0,63,0
Montgomery,Palatine 3 ,President,,Joseph R. Biden,DEM,65,45,0,20,0
Montgomery,Palatine 4 ,President,,Joseph R. Biden,DEM,12,12,0,0,0
Montgomery,Root 1 ,President,,Joseph R. Biden,DEM,215,162,0,51,2
Montgomery,St Johnsville 1 ,President,,Joseph R. Biden,DEM,148,118,0,30,0
Montgomery,St Johnsville 2 ,President,,Joseph R. Biden,DEM,175,130,0,43,2
Montgomery,City of Amsterdam Ward 1 1 ,President,,Donald J. Trump,REP,249,210,0,36,3
Montgomery,City of Amsterdam Ward 1 2 ,President,,Donald J. Trump,REP,103,92,0,10,1
Montgomery,City of Amsterdam Ward 1 3 ,President,,Donald J. Trump,REP,231,194,0,31,6
Montgomery,City of Amsterdam Ward 1 4 ,President,,Donald J. Trump,REP,150,138,0,8,4
Montgomery,City of Amsterdam Ward 2 1 ,President,,Donald J. Trump,REP,26,16,0,8,2
Montgomery,City of Amsterdam Ward 2 2 ,President,,Donald J. Trump,REP,71,61,0,6,4
Montgomery,City of Amsterdam Ward 2 3 ,President,,Donald J. Trump,REP,53,47,0,6,0
Montgomery,City of Amsterdam Ward 2 4 ,President,,Donald J. Trump,REP,339,295,0,41,3
Montgomery,City of Amsterdam Ward 3 1 ,President,,Donald J. Trump,REP,208,182,0,22,4
Montgomery,City of Amsterdam Ward 3 2 ,President,,Donald J. Trump,REP,156,142,0,12,2
Montgomery,City of Amsterdam Ward 3 3 ,President,,Donald J. Trump,REP,141,120,0,18,3
Montgomery,City of Amsterdam Ward 4 1 ,President,,Donald J. Trump,REP,159,137,0,17,5
Montgomery,City of Amsterdam Ward 4 2 ,President,,Donald J. Trump,REP,280,240,0,36,4
Montgomery,City of Amsterdam Ward 5 1 ,President,,Donald J. Trump,REP,105,93,1,10,1
Montgomery,City of Amsterdam Ward 5 2 ,President,,Donald J. Trump,REP,66,61,0,5,0
Montgomery,City of Amsterdam Ward 5 3 ,President,,Donald J. Trump,REP,69,60,0,9,0
Montgomery,City of Amsterdam Ward 5 4 ,President,,Donald J. Trump,REP,260,225,0,35,0
Montgomery,Amsterdam 1 ,President,,Donald J. Trump,REP,466,430,0,32,4
Montgomery,Amsterdam 2 ,President,,Donald J. Trump,REP,388,351,0,34,3
Montgomery,Amsterdam 3 ,President,,Donald J. Trump,REP,370,335,0,34,1
Montgomery,Amsterdam 4 ,President,,Donald J. Trump,REP,494,417,0,70,7
Montgomery,Canajoharie 1 ,President,,Donald J. Trump,REP,468,414,0,46,8
Montgomery,Canajoharie 2 ,President,,Donald J. Trump,REP,244,210,0,31,3
Montgomery,Canajoharie 3 ,President,,Donald J. Trump,REP,212,206,0,6,0
Montgomery,Charleston 1 ,President,,Donald J. Trump,REP,458,438,0,13,7
Montgomery,Florida 1 ,President,,Donald J. Trump,REP,264,242,0,20,2
Montgomery,Florida 2 ,President,,Donald J. Trump,REP,308,282,0,22,4
Montgomery,Florida 3 ,President,,Donald J. Trump,REP,400,377,0,20,3
Montgomery,Glen 1 ,President,,Donald J. Trump,REP,326,299,0,17,10
Montgomery,Glen 2 ,President,,Donald J. Trump,REP,385,357,0,25,3
Montgomery,Minden 1 ,President,,Donald J. Trump,REP,543,493,0,44,6
Montgomery,Minden 2 ,President,,Donald J. Trump,REP,443,399,0,38,6
Montgomery,Mohawk 1 ,President,,Donald J. Trump,REP,470,428,0,37,5
Montgomery,Mohawk 2 ,President,,Donald J. Trump,REP,351,334,0,15,2
Montgomery,Mohawk 3 ,President,,Donald J. Trump,REP,322,297,0,23,2
Montgomery,Palatine 1 ,President,,Donald J. Trump,REP,433,404,0,17,12
Montgomery,Palatine 2 ,President,,Donald J. Trump,REP,174,155,0,18,1
Montgomery,Palatine 3 ,President,,Donald J. Trump,REP,148,134,0,13,1
Montgomery,Palatine 4 ,President,,Donald J. Trump,REP,54,48,0,6,0
Montgomery,Root 1 ,President,,Donald J. Trump,REP,553,520,0,29,4
Montgomery,St Johnsville 1 ,President,,Donald J. Trump,REP,287,255,0,21,11
Montgomery,St Johnsville 2 ,President,,Donald J. Trump,REP,343,299,0,36,8
Montgomery,City of Amsterdam Ward 1 1 ,President,,Donald J. Trump,CON,23,18,0,5,0
Montgomery,City of Amsterdam Ward 1 2 ,President,,Donald J. Trump,CON,4,4,0,0,0
Montgomery,City of Amsterdam Ward 1 3 ,President,,Donald J. Trump,CON,32,26,0,6,0
Montgomery,City of Amsterdam Ward 1 4 ,President,,Donald J. Trump,CON,17,13,0,4,0
Montgomery,City of Amsterdam Ward 2 1 ,President,,Donald J. Trump,CON,3,3,0,0,0
Montgomery,City of Amsterdam Ward 2 2 ,President,,Donald J. Trump,CON,9,9,0,0,0
Montgomery,City of Amsterdam Ward 2 3 ,President,,Donald J. Trump,CON,12,10,0,2,0
Montgomery,City of Amsterdam Ward 2 4 ,President,,Donald J. Trump,CON,52,44,0,7,1
Montgomery,City of Amsterdam Ward 3 1 ,President,,Donald J. Trump,CON,27,25,0,2,0
Montgomery,City of Amsterdam Ward 3 2 ,President,,Donald J. Trump,CON,15,14,0,1,0
Montgomery,City of Amsterdam Ward 3 3 ,President,,Donald J. Trump,CON,14,12,0,1,1
Montgomery,City of Amsterdam Ward 4 1 ,President,,Donald J. Trump,CON,19,15,0,4,0
Montgomery,City of Amsterdam Ward 4 2 ,President,,Donald J. Trump,CON,34,30,0,4,0
Montgomery,City of Amsterdam Ward 5 1 ,President,,Donald J. Trump,CON,16,14,0,2,0
Montgomery,City of Amsterdam Ward 5 2 ,President,,Donald J. Trump,CON,12,12,0,0,0
Montgomery,City of Amsterdam Ward 5 3 ,President,,Donald J. Trump,CON,10,8,0,2,0
Montgomery,City of Amsterdam Ward 5 4 ,President,,Donald J. Trump,CON,31,28,0,2,1
Montgomery,Amsterdam 1 ,President,,Donald J. Trump,CON,52,45,0,7,0
Montgomery,Amsterdam 2 ,President,,Donald J. Trump,CON,23,21,0,2,0
Montgomery,Amsterdam 3 ,President,,Donald J. Trump,CON,38,33,0,4,1
Montgomery,Amsterdam 4 ,President,,Donald J. Trump,CON,48,41,0,6,1
Montgomery,Canajoharie 1 ,President,,Donald J. Trump,CON,38,31,0,6,1
Montgomery,Canajoharie 2 ,President,,Donald J. Trump,CON,13,11,0,2,0
Montgomery,Canajoharie 3 ,President,,Donald J. Trump,CON,20,20,0,0,0
Montgomery,Charleston 1 ,President,,Donald J. Trump,CON,89,87,0,2,0
Montgomery,Florida 1 ,President,,Donald J. Trump,CON,31,30,0,1,0
Montgomery,Florida 2 ,President,,Donald J. Trump,CON,21,18,0,3,0
Montgomery,Florida 3 ,President,,Donald J. Trump,CON,49,46,0,3,0
Montgomery,Glen 1 ,President,,Donald J. Trump,CON,23,20,0,2,1
Montgomery,Glen 2 ,President,,Donald J. Trump,CON,37,36,0,0,1
Montgomery,Minden 1 ,President,,Donald J. Trump,CON,49,45,0,4,0
Montgomery,Minden 2 ,President,,Donald J. Trump,CON,31,29,0,2,0
Montgomery,Mohawk 1 ,President,,Donald J. Trump,CON,45,42,0,3,0
Montgomery,Mohawk 2 ,President,,Donald J. Trump,CON,32,31,0,1,0
Montgomery,Mohawk 3 ,President,,Donald J. Trump,CON,37,35,0,2,0
Montgomery,Palatine 1 ,President,,Donald J. Trump,CON,32,30,0,2,0
Montgomery,Palatine 2 ,President,,Donald J. Trump,CON,17,16,0,1,0
Montgomery,Palatine 3 ,President,,Donald J. Trump,CON,11,11,0,0,0
Montgomery,Palatine 4 ,President,,Donald J. Trump,CON,2,2,0,0,0
Montgomery,Root 1 ,President,,Donald J. Trump,CON,47,43,0,3,1
Montgomery,St Johnsville 1 ,President,,Donald J. Trump,CON,28,26,0,1,1
Montgomery,St Johnsville 2 ,President,,Donald J. Trump,CON,32,29,0,3,0
Montgomery,City of Amsterdam Ward 1 1 ,President,,Joseph R. Biden,WOR,17,17,0,0,0
Montgomery,City of Amsterdam Ward 1 2 ,President,,Joseph R. Biden,WOR,1,1,0,0,0
Montgomery,City of Amsterdam Ward 1 3 ,President,,Joseph R. Biden,WOR,14,10,0,4,0
Montgomery,City of Amsterdam Ward 1 4 ,President,,Joseph R. Biden,WOR,10,10,0,0,0
Montgomery,City of Amsterdam Ward 2 1 ,President,,Joseph R. Biden,WOR,2,0,0,2,0
Montgomery,City of Amsterdam Ward 2 2 ,President,,Joseph R. Biden,WOR,7,4,0,3,0
Montgomery,City of Amsterdam Ward 2 3 ,President,,Joseph R. Biden,WOR,4,4,0,0,0
Montgomery,City of Amsterdam Ward 2 4 ,President,,Joseph R. Biden,WOR,8,5,0,3,0
Montgomery,City of Amsterdam Ward 3 1 ,President,,Joseph R. Biden,WOR,14,9,0,5,0
Montgomery,City of Amsterdam Ward 3 2 ,President,,Joseph R. Biden,WOR,3,1,0,2,0
Montgomery,City of Amsterdam Ward 3 3 ,President,,Joseph R. Biden,WOR,7,3,0,4,0
Montgomery,City of Amsterdam Ward 4 1 ,President,,Joseph R. Biden,WOR,13,10,0,2,1
Montgomery,City of Amsterdam Ward 4 2 ,President,,Joseph R. Biden,WOR,17,11,0,6,0
Montgomery,City of Amsterdam Ward 5 1 ,President,,Joseph R. Biden,WOR,3,2,0,1,0
Montgomery,City of Amsterdam Ward 5 2 ,President,,Joseph R. Biden,WOR,3,3,0,0,0
Montgomery,City of Amsterdam Ward 5 3 ,President,,Joseph R. Biden,WOR,3,2,0,1,0
Montgomery,City of Amsterdam Ward 5 4 ,President,,Joseph R. Biden,WOR,9,6,0,3,0
Montgomery,Amsterdam 1 ,President,,Joseph R. Biden,WOR,15,14,0,1,0
Montgomery,Amsterdam 2 ,President,,Joseph R. Biden,WOR,9,7,0,2,0
Montgomery,Amsterdam 3 ,President,,Joseph R. Biden,WOR,8,7,0,1,0
Montgomery,Amsterdam 4 ,President,,Joseph R. Biden,WOR,11,7,0,4,0
Montgomery,Canajoharie 1 ,President,,Joseph R. Biden,WOR,18,10,0,8,0
Montgomery,Canajoharie 2 ,President,,Joseph R. Biden,WOR,3,1,0,2,0
Montgomery,Canajoharie 3 ,President,,Joseph R. Biden,WOR,3,2,0,1,0
Montgomery,Charleston 1 ,President,,Joseph R. Biden,WOR,9,7,0,2,0
Montgomery,Florida 1 ,President,,Joseph R. Biden,WOR,6,5,0,1,0
Montgomery,Florida 2 ,President,,Joseph R. Biden,WOR,4,4,0,0,0
Montgomery,Florida 3 ,President,,Joseph R. Biden,WOR,8,4,0,4,0
Montgomery,Glen 1 ,President,,Joseph R. Biden,WOR,3,2,0,1,0
Montgomery,Glen 2 ,President,,Joseph R. Biden,WOR,7,6,0,1,0
Montgomery,Minden 1 ,President,,Joseph R. Biden,WOR,6,5,0,1,0
Montgomery,Minden 2 ,President,,Joseph R. Biden,WOR,19,16,0,3,0
Montgomery,Mohawk 1 ,President,,Joseph R. Biden,WOR,10,7,0,2,1
Montgomery,Mohawk 2 ,President,,Joseph R. Biden,WOR,8,6,0,2,0
Montgomery,Mohawk 3 ,President,,Joseph R. Biden,WOR,4,3,0,1,0
Montgomery,Palatine 1 ,President,,Joseph R. Biden,WOR,11,11,0,0,0
Montgomery,Palatine 2 ,President,,Joseph R. Biden,WOR,3,2,0,1,0
Montgomery,Palatine 3 ,President,,Joseph R. Biden,WOR,4,4,0,0,0
Montgomery,Palatine 4 ,President,,Joseph R. Biden,WOR,2,2,0,0,0
Montgomery,Root 1 ,President,,Joseph R. Biden,WOR,21,14,0,7,0
Montgomery,St Johnsville 1 ,President,,Joseph R. Biden,WOR,8,7,0,1,0
Montgomery,St Johnsville 2 ,President,,Joseph R. Biden,WOR,6,5,0,1,0
Montgomery,City of Amsterdam Ward 1 1 ,President,,Howie Hawkins,GRE,3,3,0,0,0
Montgomery,City of Amsterdam Ward 1 2 ,President,,Howie Hawkins,GRE,2,1,0,1,0
Montgomery,City of Amsterdam Ward 1 3 ,President,,Howie Hawkins,GRE,3,2,0,0,1
Montgomery,City of Amsterdam Ward 1 4 ,President,,Howie Hawkins,GRE,1,1,0,0,0
Montgomery,City of Amsterdam Ward 2 1 ,President,,Howie Hawkins,GRE,0,0,0,0,0
Montgomery,City of Amsterdam Ward 2 2 ,President,,Howie Hawkins,GRE,1,0,0,1,0
Montgomery,City of Amsterdam Ward 2 3 ,President,,Howie Hawkins,GRE,1,1,0,0,0
Montgomery,City of Amsterdam Ward 2 4 ,President,,Howie Hawkins,GRE,3,3,0,0,0
Montgomery,City of Amsterdam Ward 3 1 ,President,,Howie Hawkins,GRE,4,2,0,2,0
Montgomery,City of Amsterdam Ward 3 2 ,President,,Howie Hawkins,GRE,3,3,0,0,0
Montgomery,City of Amsterdam Ward 3 3 ,President,,Howie Hawkins,GRE,3,3,0,0,0
Montgomery,City of Amsterdam Ward 4 1 ,President,,Howie Hawkins,GRE,4,3,0,1,0
Montgomery,City of Amsterdam Ward 4 2 ,President,,Howie Hawkins,GRE,2,2,0,0,0
Montgomery,City of Amsterdam Ward 5 1 ,President,,Howie Hawkins,GRE,1,1,0,0,0
Montgomery,City of Amsterdam Ward 5 2 ,President,,Howie Hawkins,GRE,0,0,0,0,0
Montgomery,City of Amsterdam Ward 5 3 ,President,,Howie Hawkins,GRE,0,0,0,0,0
Montgomery,City of Amsterdam Ward 5 4 ,President,,Howie Hawkins,GRE,1,0,0,1,0
Montgomery,Amsterdam 1 ,President,,Howie Hawkins,GRE,3,3,0,0,0
Montgomery,Amsterdam 2 ,President,,Howie Hawkins,GRE,4,2,0,2,0
Montgomery,Amsterdam 3 ,President,,Howie Hawkins,GRE,3,2,0,1,0
Montgomery,Amsterdam 4 ,President,,Howie Hawkins,GRE,8,6,0,2,0
Montgomery,Canajoharie 1 ,President,,Howie Hawkins,GRE,0,0,0,0,0
Montgomery,Canajoharie 2 ,President,,Howie Hawkins,GRE,3,0,0,3,0
Montgomery,Canajoharie 3 ,President,,Howie Hawkins,GRE,0,0,0,0,0
Montgomery,Charleston 1 ,President,,Howie Hawkins,GRE,4,3,0,1,0
Montgomery,Florida 1 ,President,,Howie Hawkins,GRE,1,1,0,0,0
Montgomery,Florida 2 ,President,,Howie Hawkins,GRE,0,0,0,0,0
Montgomery,Florida 3 ,President,,Howie Hawkins,GRE,0,0,0,0,0
Montgomery,Glen 1 ,President,,Howie Hawkins,GRE,5,4,0,1,0
Montgomery,Glen 2 ,President,,Howie Hawkins,GRE,3,3,0,0,0
Montgomery,Minden 1 ,President,,Howie Hawkins,GRE,0,0,0,0,0
Montgomery,Minden 2 ,President,,Howie Hawkins,GRE,5,1,0,4,0
Montgomery,Mohawk 1 ,President,,Howie Hawkins,GRE,6,4,0,2,0
Montgomery,Mohawk 2 ,President,,Howie Hawkins,GRE,0,0,0,0,0
Montgomery,Mohawk 3 ,President,,Howie Hawkins,GRE,4,4,0,0,0
Montgomery,Palatine 1 ,President,,Howie Hawkins,GRE,1,1,0,0,0
Montgomery,Palatine 2 ,President,,Howie Hawkins,GRE,0,0,0,0,0
Montgomery,Palatine 3 ,President,,Howie Hawkins,GRE,0,0,0,0,0
Montgomery,Palatine 4 ,President,,Howie Hawkins,GRE,2,2,0,0,0
Montgomery,Root 1 ,President,,Howie Hawkins,GRE,2,2,0,0,0
Montgomery,St Johnsville 1 ,President,,Howie Hawkins,GRE,1,1,0,0,0
Montgomery,St Johnsville 2 ,President,,Howie Hawkins,GRE,0,0,0,0,0
Montgomery,City of Amsterdam Ward 1 1 ,President,,Jo Jorgensen,LBT,5,4,0,1,0
Montgomery,City of Amsterdam Ward 1 2 ,President,,Jo Jorgensen,LBT,1,1,0,0,0
Montgomery,City of Amsterdam Ward 1 3 ,President,,Jo Jorgensen,LBT,4,4,0,0,0
Montgomery,City of Amsterdam Ward 1 4 ,President,,Jo Jorgensen,LBT,2,2,0,0,0
Montgomery,City of Amsterdam Ward 2 1 ,President,,Jo Jorgensen,LBT,0,0,0,0,0
Montgomery,City of Amsterdam Ward 2 2 ,President,,Jo Jorgensen,LBT,3,3,0,0,0
Montgomery,City of Amsterdam Ward 2 3 ,President,,Jo Jorgensen,LBT,1,1,0,0,0
Montgomery,City of Amsterdam Ward 2 4 ,President,,Jo Jorgensen,LBT,5,4,0,1,0
Montgomery,City of Amsterdam Ward 3 1 ,President,,Jo Jorgensen,LBT,4,3,0,0,1
