county,precinct,office,district,candidate,party,votes,election_day,emergency,absentee,affidavit
Montgomery,Amsterdam 3 ,President,,Under Votes,,1,,,,
Montgomery,Amsterdam 4 ,President,,Under Votes,,5,,,,
Montgomery,Canajoharie 1 ,President,,Under Votes,,1,,,,
Montgomery,Canajoharie 2 ,President,,Under Votes,,1,,,,
Montgomery,Canajoharie 3 ,President,,Under Votes,,1,,,,
Montgomery,Charleston 1 ,President,,Under Votes,,1,,,,
Montgomery,Florida 1 ,President,,Under Votes,,2,,,,
Montgomery,Florida 2 ,President,,Under Votes,,3,,,,
Montgomery,Florida 3 ,President,,Under Votes,,1,,,,
Montgomery,Glen 1 ,President,,Under Votes,,4,,,,
Montgomery,Glen 2 ,President,,Under Votes,,0,,,,
Montgomery,Minden 1 ,President,,Under Votes,,3,,,,
Montgomery,Minden 2 ,President,,Under Votes,,3,,,,
Montgomery,Mohawk 1 ,President,,Under Votes,,1,,,,
Montgomery,Mohawk 2 ,President,,Under Votes,,1,,,,
Montgomery,Mohawk 3 ,President,,Under Votes,,2,,,,
Montgomery,Palatine 1 ,President,,Under Votes,,2,,,,
Montgomery,Palatine 2 ,President,,Under Votes,,3,,,,
Montgomery,Palatine 3 ,President,,Under Votes,,0,,,,
Montgomery,Palatine 4 ,President,,Under Votes,,0,,,,
Montgomery,Root 1 ,President,,Under Votes,,2,,,,
Montgomery,St Johnsville 1 ,President,,Under Votes,,0,,,,
Montgomery,St Johnsville 2 ,President,,Under Votes,,1,,,,
Montgomery,City of Amsterdam Ward 1 1 ,President,,Over Votes,,0,,,,
Montgomery,City of Amsterdam Ward 1 2 ,President,,Over Votes,,0,,,,
Montgomery,City of Amsterdam Ward 1 3 ,President,,Over Votes,,1,,,,
Montgomery,City of Amsterdam Ward 1 4 ,President,,Over Votes,,1,,,,
Montgomery,City of Amsterdam Ward 2 1 ,President,,Over Votes,,0,,,,
Montgomery,City of Amsterdam Ward 2 2 ,President,,Over Votes,,0,,,,
Montgomery,City of Amsterdam Ward 2 3 ,President,,Over Votes,,0,,,,
Montgomery,City of Amsterdam Ward 2 4 ,President,,Over Votes,,2,,,,
Montgomery,City of Amsterdam Ward 3 1 ,President,,Over Votes,,0,,,,
Montgomery,City of Amsterdam Ward 3 2 ,President,,Over Votes,,0,,,,
Montgomery,City of Amsterdam Ward 3 3 ,President,,Over Votes,,0,,,,
Montgomery,City of Amsterdam Ward 4 1 ,President,,Over Votes,,2,,,,
Montgomery,City of Amsterdam Ward 4 2 ,President,,Over Votes,,2,,,,
Montgomery,City of Amsterdam Ward 5 1 ,President,,Over Votes,,0,,,,
Montgomery,City of Amsterdam Ward 5 2 ,President,,Over Votes,,0,,,,
Montgomery,City of Amsterdam Ward 5 3 ,President,,Over Votes,,0,,,,
Montgomery,City of Amsterdam Ward 5 4 ,President,,Over Votes,,2,,,,
Montgomery,Amsterdam 1 ,President,,Over Votes,,0,,,,
Montgomery,Amsterdam 2 ,President,,Over Votes,,0,,,,
Montgomery,Amsterdam 3 ,President,,Over Votes,,0,,,,
Montgomery,Amsterdam 4 ,President,,Over Votes,,1,,,,
Montgomery,Canajoharie 1 ,President,,Over Votes,,1,,,,
Montgomery,Canajoharie 2 ,President,,Over Votes,,1,,,,
Montgomery,Canajoharie 3 ,President,,Over Votes,,1,,,,
Montgomery,Charleston 1 ,President,,Over Votes,,0,,,,
Montgomery,Florida 1 ,President,,Over Votes,,1,,,,
Montgomery,Florida 2 ,President,,Over Votes,,0,,,,
Montgomery,Florida 3 ,President,,Over Votes,,0,,,,
Montgomery,Glen 1 ,President,,Over Votes,,0,,,,
Montgomery,Glen 2 ,President,,Over Votes,,0,,,,
Montgomery,Minden 1 ,President,,Over Votes,,0,,,,
Montgomery,Minden 2 ,President,,Over Votes,,1,,,,
Montgomery,Mohawk 1 ,President,,Over Votes,,0,,,,
Montgomery,Mohawk 2 ,President,,Over Votes,,0,,,,
Montgomery,Mohawk 3 ,President,,Over Votes,,0,,,,
Montgomery,Palatine 1 ,President,,Over Votes,,0,,,,
Montgomery,Palatine 2 ,President,,Over Votes,,0,,,,
Montgomery,Palatine 3 ,President,,Over Votes,,1,,,,
Montgomery,Palatine 4 ,President,,Over Votes,,0,,,,
Montgomery,Root 1 ,President,,Over Votes,,0,,,,
Montgomery,St Johnsville 1 ,President,,Over Votes,,0,,,,
Montgomery,St Johnsville 2 ,President,,Over Votes,,1,,,,
Montgomery,City of Amsterdam Ward 1 1 ,President,,Write-ins,,0,,,,
Montgomery,City of Amsterdam Ward 1 2 ,President,,Write-ins,,2,,,,
Montgomery,City of Amsterdam Ward 1 3 ,President,,Write-ins,,0,,,,
Montgomery,City of Amsterdam Ward 1 4 ,President,,Write-ins,,1,,,,
Montgomery,City of Amsterdam Ward 2 1 ,President,,Write-ins,,0,,,,
Montgomery,City of Amsterdam Ward 2 2 ,President,,Write-ins,,0,,,,
Montgomery,City of Amsterdam Ward 2 3 ,President,,Write-ins,,0,,,,
Montgomery,City of Amsterdam Ward 2 4 ,President,,Write-ins,,0,,,,
Montgomery,City of Amsterdam Ward 3 1 ,President,,Write-ins,,0,,,,
Montgomery,City of Amsterdam Ward 3 2 ,President,,Write-ins,,1,,,,
Montgomery,City of Amsterdam Ward 3 3 ,President,,Write-ins,,0,,,,
Montgomery,City of Amsterdam Ward 4 1 ,President,,Write-ins,,0,,,,
Montgomery,City of Amsterdam Ward 4 2 ,President,,Write-ins,,2,,,,
Montgomery,City of Amsterdam Ward 5 1 ,President,,Write-ins,,1,,,,
Montgomery,City of Amsterdam Ward 5 2 ,President,,Write-ins,,0,,,,
Montgomery,City of Amsterdam Ward 5 3 ,President,,Write-ins,,0,,,,
Montgomery,City of Amsterdam Ward 5 4 ,President,,Write-ins,,0,,,,
Montgomery,Amsterdam 1 ,President,,Write-ins,,3,,,,
Montgomery,Amsterdam 2 ,President,,Write-ins,,2,,,,
Montgomery,Amsterdam 3 ,President,,Write-ins,,0,,,,
Montgomery,Amsterdam 4 ,President,,Write-ins,,2,,,,
Montgomery,Canajoharie 1 ,President,,Write-ins,,2,,,,
Montgomery,Canajoharie 2 ,President,,Write-ins,,0,,,,
Montgomery,Canajoharie 3 ,President,,Write-ins,,2,,,,
Montgomery,Charleston 1 ,President,,Write-ins,,0,,,,
Montgomery,Florida 1 ,President,,Write-ins,,0,,,,
Montgomery,Florida 2 ,President,,Write-ins,,2,,,,
Montgomery,Florida 3 ,President,,Write-ins,,1,,,,
Montgomery,Glen 1 ,President,,Write-ins,,1,,,,
Montgomery,Glen 2 ,President,,Write-ins,,0,,,,
Montgomery,Minden 1 ,President,,Write-ins,,1,,,,
Montgomery,Minden 2 ,President,,Write-ins,,2,,,,
Montgomery,Mohawk 1 ,President,,Write-ins,,1,,,,
Montgomery,Mohawk 2 ,President,,Write-ins,,1,,,,
Montgomery,Mohawk 3 ,President,,Write-ins,,1,,,,
Montgomery,Palatine 1 ,President,,Write-ins,,2,,,,
Montgomery,Palatine 2 ,President,,Write-ins,,2,,,,
Montgomery,Palatine 3 ,President,,Write-ins,,0,,,,
Montgomery,Palatine 4 ,President,,Write-ins,,0,,,,
Montgomery,Root 1 ,President,,Write-ins,,2,,,,
Montgomery,St Johnsville 1 ,President,,Write-ins,,0,,,,
Montgomery,St Johnsville 2 ,President,,Write-ins,,0,,,,
Montgomery,Canajoharie 1 ,U.S. House,19,Antonio Delgado,DEM,393,267,0,125,1
Montgomery,Canajoharie 2 ,U.S. House,19,Antonio Delgado,DEM,135,84,0,50,1
Montgomery,Canajoharie 3 ,U.S. House,19,Antonio Delgado,DEM,121,93,0,26,2
Montgomery,Minden 1 ,U.S. House,19,Antonio Delgado,DEM,200,147,0,52,1
Montgomery,Minden 2 ,U.S. House,19,Antonio Delgado,DEM,362,272,0,88,2
Montgomery,Palatine 1 ,U.S. House,19,Antonio Delgado,DEM,170,137,0,31,2
Montgomery,Palatine 2 ,U.S. House,19,Antonio Delgado,DEM,146,88,0,58,0
Montgomery,Palatine 3 ,U.S. House,19,Antonio Delgado,DEM,83,62,0,20,1
Montgomery,Palatine 4 ,U.S. House,19,Antonio Delgado,DEM,16,16,0,0,0
Montgomery,Root 1 ,U.S. House,19,Antonio Delgado,DEM,262,210,0,49,3
Montgomery,St Johnsville 1 ,U.S. House,19,Antonio Delgado,DEM,175,144,0,31,0
Montgomery,St Johnsville 2 ,U.S. House,19,Antonio Delgado,DEM,207,158,0,48,1
Montgomery,Canajoharie 1 ,U.S. House,19,Kyle Van De Water,REP,403,358,0,38,7
Montgomery,Canajoharie 2 ,U.S. House,19,Kyle Van De Water,REP,198,172,0,25,1
Montgomery,Canajoharie 3 ,U.S. House,19,Kyle Van De Water,REP,195,189,0,6,0
Montgomery,Minden 1 ,U.S. House,19,Kyle Van De Water,REP,477,444,0,31,2
Montgomery,Minden 2 ,U.S. House,19,Kyle Van De Water,REP,363,326,0,32,5
Montgomery,Palatine 1 ,U.S. House,19,Kyle Van De Water,REP,371,348,0,16,7
Montgomery,Palatine 2 ,U.S. House,19,Kyle Van De Water,REP,151,135,0,15,1
Montgomery,Palatine 3 ,U.S. House,19,Kyle Van De Water,REP,120,108,0,11,1
Montgomery,Palatine 4 ,U.S. House,19,Kyle Van De Water,REP,45,40,0,5,0
Montgomery,Root 1 ,U.S. House,19,Kyle Van De Water,REP,503,469,0,33,1
Montgomery,St Johnsville 1 ,U.S. House,19,Kyle Van De Water,REP,245,219,0,19,7
Montgomery,St Johnsville 2 ,U.S. House,19,Kyle Van De Water,REP,300,264,0,27,9
Montgomery,Canajoharie 1 ,U.S. House,19,Antonio Delgado,WOR,48,36,0,12,0
Montgomery,Canajoharie 2 ,U.S. House,19,Antonio Delgado,WOR,14,12,0,2,0
Montgomery,Canajoharie 3 ,U.S. House,19,Antonio Delgado,WOR,14,13,0,1,0
Montgomery,Minden 1 ,U.S. House,19,Antonio Delgado,WOR,36,28,0,8,0
Montgomery,Minden 2 ,U.S. House,19,Antonio Delgado,WOR,57,48,0,8,1
Montgomery,Palatine 1 ,U.S. House,19,Antonio Delgado,WOR,31,27,0,3,1
Montgomery,Palatine 2 ,U.S. House,19,Antonio Delgado,WOR,13,11,0,2,0
Montgomery,Palatine 3 ,U.S. House,19,Antonio Delgado,WOR,11,10,0,1,0
Montgomery,Palatine 4 ,U.S. House,19,Antonio Delgado,WOR,5,5,0,0,0
Montgomery,Root 1 ,U.S. House,19,Antonio Delgado,WOR,41,35,0,5,1
Montgomery,St Johnsville 1 ,U.S. House,19,Antonio Delgado,WOR,21,18,0,2,1
Montgomery,St Johnsville 2 ,U.S. House,19,Antonio Delgado,WOR,13,11,0,2,0
Montgomery,Canajoharie 1 ,U.S. House,19,Steven Greenfield,GRE,7,4,0,2,1
Montgomery,Canajoharie 2 ,U.S. House,19,Steven Greenfield,GRE,3,2,0,1,0
Montgomery,Canajoharie 3 ,U.S. House,19,Steven Greenfield,GRE,3,3,0,0,0
Montgomery,Minden 1 ,U.S. House,19,Steven Greenfield,GRE,2,2,0,0,0
Montgomery,Minden 2 ,U.S. House,19,Steven Greenfield,GRE,5,4,0,1,0
Montgomery,Palatine 1 ,U.S. House,19,Steven Greenfield,GRE,3,3,0,0,0
Montgomery,Palatine 2 ,U.S. House,19,Steven Greenfield,GRE,1,0,0,1,0
Montgomery,Palatine 3 ,U.S. House,19,Steven Greenfield,GRE,1,1,0,0,0
Montgomery,Palatine 4 ,U.S. House,19,Steven Greenfield,GRE,1,1,0,0,0
Montgomery,Root 1 ,U.S. House,19,Steven Greenfield,GRE,4,2,0,2,0
Montgomery,St Johnsville 1 ,U.S. House,19,Steven Greenfield,GRE,2,2,0,0,0
Montgomery,St Johnsville 2 ,U.S. House,19,Steven Greenfield,GRE,2,2,0,0,0
Montgomery,Canajoharie 1 ,U.S. House,19,Victoria N. Alexander,LBT,15,8,0,4,3
Montgomery,Canajoharie 2 ,U.S. House,19,Victoria N. Alexander,LBT,3,2,0,1,0
Montgomery,Canajoharie 3 ,U.S. House,19,Victoria N. Alexander,LBT,7,5,0,1,1
Montgomery,Minden 1 ,U.S. House,19,Victoria N. Alexander,LBT,11,10,0,1,0
Montgomery,Minden 2 ,U.S. House,19,Victoria N. Alexander,LBT,15,12,0,3,0
Montgomery,Palatine 1 ,U.S. House,19,Victoria N. Alexander,LBT,6,6,0,0,0
Montgomery,Palatine 2 ,U.S. House,19,Victoria N. Alexander,LBT,3,2,0,1,0
Montgomery,Palatine 3 ,U.S. House,19,Victoria N. Alexander,LBT,2,2,0,0,0
Montgomery,Palatine 4 ,U.S. House,19,Victoria N. Alexander,LBT,0,0,0,0,0
Montgomery,Root 1 ,U.S. House,19,Victoria N. Alexander,LBT,7,5,0,2,0
Montgomery,St Johnsville 1 ,U.S. House,19,Victoria N. Alexander,LBT,3,3,0,0,0
Montgomery,St Johnsville 2 ,U.S. House,19,Victoria N. Alexander,LBT,3,3,0,0,0
Montgomery,Canajoharie 1 ,U.S. House,19,Antonio Delgado,SAM,3,3,0,0,0
Montgomery,Canajoharie 2 ,U.S. House,19,Antonio Delgado,SAM,0,0,0,0,0
Montgomery,Canajoharie 3 ,U.S. House,19,Antonio Delgado,SAM,1,1,0,0,0
Montgomery,Minden 1 ,U.S. House,19,Antonio Delgado,SAM,3,2,0,0,1
Montgomery,Minden 2 ,U.S. House,19,Antonio Delgado,SAM,2,2,0,0,0
Montgomery,Palatine 1 ,U.S. House,19,Antonio Delgado,SAM,2,2,0,0,0
Montgomery,Palatine 2 ,U.S. House,19,Antonio Delgado,SAM,1,1,0,0,0
Montgomery,Palatine 3 ,U.S. House,19,Antonio Delgado,SAM,2,2,0,0,0
Montgomery,Palatine 4 ,U.S. House,19,Antonio Delgado,SAM,2,2,0,0,0
Montgomery,Root 1 ,U.S. House,19,Antonio Delgado,SAM,2,1,0,1,0
Montgomery,St Johnsville 1 ,U.S. House,19,Antonio Delgado,SAM,2,1,0,0,1
Montgomery,St Johnsville 2 ,U.S. House,19,Antonio Delgado,SAM,3,3,0,0,0
Montgomery,Canajoharie 1 ,U.S. House,19,Under Votes,,26,,,,
Montgomery,Canajoharie 2 ,U.S. House,19,Under Votes,,21,,,,
Montgomery,Canajoharie 3 ,U.S. House,19,Under Votes,,12,,,,
Montgomery,Minden 1 ,U.S. House,19,Under Votes,,44,,,,
Montgomery,Minden 2 ,U.S. House,19,Under Votes,,34,,,,
Montgomery,Palatine 1 ,U.S. House,19,Under Votes,,28,,,,
Montgomery,Palatine 2 ,U.S. House,19,Under Votes,,19,,,,
Montgomery,Palatine 3 ,U.S. House,19,Under Votes,,13,,,,
Montgomery,Palatine 4 ,U.S. House,19,Under Votes,,4,,,,
Montgomery,Root 1 ,U.S. House,19,Under Votes,,37,,,,
Montgomery,St Johnsville 1 ,U.S. House,19,Under Votes,,26,,,,
Montgomery,St Johnsville 2 ,U.S. House,19,Under Votes,,35,,,,
Montgomery,Canajoharie 1 ,U.S. House,19,Over Votes,,0,,,,
Montgomery,Canajoharie 2 ,U.S. House,19,Over Votes,,1,,,,
Montgomery,Canajoharie 3 ,U.S. House,19,Over Votes,,0,,,,
Montgomery,Minden 1 ,U.S. House,19,Over Votes,,0,,,,
Montgomery,Minden 2 ,U.S. House,19,Over Votes,,2,,,,
Montgomery,Palatine 1 ,U.S. House,19,Over Votes,,0,,,,
Montgomery,Palatine 2 ,U.S. House,19,Over Votes,,0,,,,
Montgomery,Palatine 3 ,U.S. House,19,Over Votes,,1,,,,
Montgomery,Palatine 4 ,U.S. House,19,Over Votes,,0,,,,
Montgomery,Root 1 ,U.S. House,19,Over Votes,,0,,,,
Montgomery,St Johnsville 1 ,U.S. House,19,Over Votes,,0,,,,
Montgomery,St Johnsville 2 ,U.S. House,19,Over Votes,,1,,,,
Montgomery,Canajoharie 1 ,U.S. House,19,Write-ins,,1,,,,
Montgomery,Canajoharie 2 ,U.S. House,19,Write-ins,,0,,,,
Montgomery,Canajoharie 3 ,U.S. House,19,Write-ins,,1,,,,
Montgomery,Minden 1 ,U.S. House,19,Write-ins,,3,,,,
Montgomery,Minden 2 ,U.S. House,19,Write-ins,,0,,,,
Montgomery,Palatine 1 ,U.S. House,19,Write-ins,,2,,,,
Montgomery,Palatine 2 ,U.S. House,19,Write-ins,,1,,,,
Montgomery,Palatine 3 ,U.S. House,19,Write-ins,,0,,,,
Montgomery,Palatine 4 ,U.S. House,19,Write-ins,,0,,,,
Montgomery,Root 1 ,U.S. House,19,Write-ins,,0,,,,
Montgomery,St Johnsville 1 ,U.S. House,19,Write-ins,,0,,,,
Montgomery,St Johnsville 2 ,U.S. House,19,Write-ins,,0,,,,
Montgomery,City of Amsterdam Ward 1 1 ,U.S. House,20,Paul D. Tonko,DEM,309,221,0,83,5
Montgomery,City of Amsterdam Ward 1 2 ,U.S. House,20,Paul D. Tonko,DEM,78,54,0,24,0
Montgomery,City of Amsterdam Ward 1 3 ,U.S. House,20,Paul D. Tonko,DEM,333,231,0,96,6
Montgomery,City of Amsterdam Ward 1 4 ,U.S. House,20,Paul D. Tonko,DEM,163,129,0,29,5
Montgomery,City of Amsterdam Ward 2 1 ,U.S. House,20,Paul D. Tonko,DEM,50,36,0,13,1
Montgomery,City of Amsterdam Ward 2 2 ,U.S. House,20,Paul D. Tonko,DEM,108,82,0,21,5
Montgomery,City of Amsterdam Ward 2 3 ,U.S. House,20,Paul D. Tonko,DEM,44,35,0,9,0
Montgomery,City of Amsterdam Ward 2 4 ,U.S. House,20,Paul D. Tonko,DEM,341,234,0,100,7
Montgomery,City of Amsterdam Ward 3 1 ,U.S. House,20,Paul D. Tonko,DEM,308,238,0,63,7
Montgomery,City of Amsterdam Ward 3 2 ,U.S. House,20,Paul D. Tonko,DEM,170,125,0,45,0
Montgomery,City of Amsterdam Ward 3 3 ,U.S. House,20,Paul D. Tonko,DEM,201,136,0,59,6
Montgomery,City of Amsterdam Ward 4 1 ,U.S. House,20,Paul D. Tonko,DEM,208,143,0,60,5
Montgomery,City of Amsterdam Ward 4 2 ,U.S. House,20,Paul D. Tonko,DEM,304,226,0,74,4
Montgomery,City of Amsterdam Ward 5 1 ,U.S. House,20,Paul D. Tonko,DEM,122,96,0,23,3
Montgomery,City of Amsterdam Ward 5 2 ,U.S. House,20,Paul D. Tonko,DEM,61,46,0,14,1
Montgomery,City of Amsterdam Ward 5 3 ,U.S. House,20,Paul D. Tonko,DEM,122,85,0,33,4
Montgomery,City of Amsterdam Ward 5 4 ,U.S. House,20,Paul D. Tonko,DEM,218,152,0,63,3
Montgomery,Amsterdam 1 ,U.S. House,20,Paul D. Tonko,DEM,300,230,0,67,3
Montgomery,Amsterdam 2 ,U.S. House,20,Paul D. Tonko,DEM,312,242,0,69,1
Montgomery,Amsterdam 3 ,U.S. House,20,Paul D. Tonko,DEM,199,141,0,56,2
Montgomery,Amsterdam 4 ,U.S. House,20,Paul D. Tonko,DEM,357,241,0,111,5
Montgomery,Charleston 1 ,U.S. House,20,Paul D. Tonko,DEM,166,129,0,36,1
Montgomery,Florida 1 ,U.S. House,20,Paul D. Tonko,DEM,166,119,0,47,0
Montgomery,Florida 2 ,U.S. House,20,Paul D. Tonko,DEM,153,108,0,44,1
Montgomery,Florida 3 ,U.S. House,20,Paul D. Tonko,DEM,155,107,0,47,1
Montgomery,Glen 1 ,U.S. House,20,Paul D. Tonko,DEM,169,128,0,38,3
Montgomery,Glen 2 ,U.S. House,20,Paul D. Tonko,DEM,149,113,0,36,0
Montgomery,Mohawk 1 ,U.S. House,20,Paul D. Tonko,DEM,264,201,0,63,0
Montgomery,Mohawk 2 ,U.S. House,20,Paul D. Tonko,DEM,211,177,0,33,1
Montgomery,Mohawk 3 ,U.S. House,20,Paul D. Tonko,DEM,125,88,0,35,2
Montgomery,City of Amsterdam Ward 1 1 ,U.S. House,20,Elizabeth L. Joy,REP,213,179,0,32,2
Montgomery,City of Amsterdam Ward 1 2 ,U.S. House,20,Elizabeth L. Joy,REP,102,90,0,11,1
Montgomery,City of Amsterdam Ward 1 3 ,U.S. House,20,Elizabeth L. Joy,REP,196,168,0,25,3
Montgomery,City of Amsterdam Ward 1 4 ,U.S. House,20,Elizabeth L. Joy,REP,134,124,0,8,2
Montgomery,City of Amsterdam Ward 2 1 ,U.S. House,20,Elizabeth L. Joy,REP,26,17,0,7,2
Montgomery,City of Amsterdam Ward 2 2 ,U.S. House,20,Elizabeth L. Joy,REP,61,54,0,5,2
Montgomery,City of Amsterdam Ward 2 3 ,U.S. House,20,Elizabeth L. Joy,REP,50,44,0,6,0
Montgomery,City of Amsterdam Ward 2 4 ,U.S. House,20,Elizabeth L. Joy,REP,298,259,0,36,3
Montgomery,City of Amsterdam Ward 3 1 ,U.S. House,20,Elizabeth L. Joy,REP,180,157,0,21,2
Montgomery,City of Amsterdam Ward 3 2 ,U.S. House,20,Elizabeth L. Joy,REP,149,135,0,12,2
Montgomery,City of Amsterdam Ward 3 3 ,U.S. House,20,Elizabeth L. Joy,REP,124,105,0,16,3
Montgomery,City of Amsterdam Ward 4 1 ,U.S. House,20,Elizabeth L. Joy,REP,139,120,0,14,5
Montgomery,City of Amsterdam Ward 4 2 ,U.S. House,20,Elizabeth L. Joy,REP,241,203,0,34,4
Montgomery,City of Amsterdam Ward 5 1 ,U.S. House,20,Elizabeth L. Joy,REP,94,84,1,8,1
Montgomery,City of Amsterdam Ward 5 2 ,U.S. House,20,Elizabeth L. Joy,REP,66,61,0,5,0
Montgomery,City of Amsterdam Ward 5 3 ,U.S. House,20,Elizabeth L. Joy,REP,62,55,0,7,0
Montgomery,City of Amsterdam Ward 5 4 ,U.S. House,20,Elizabeth L. Joy,REP,237,208,0,29,0
Montgomery,Amsterdam 1 ,U.S. House,20,Elizabeth L. Joy,REP,441,408,0,28,5
Montgomery,Amsterdam 2 ,U.S. House,20,Elizabeth L. Joy,REP,354,319,0,32,3
Montgomery,Amsterdam 3 ,U.S. House,20,Elizabeth L. Joy,REP,342,313,0,28,1
Montgomery,Amsterdam 4 ,U.S. House,20,Elizabeth L. Joy,REP,454,383,0,67,4
Montgomery,Charleston 1 ,U.S. House,20,Elizabeth L. Joy,REP,410,392,0,12,6
Montgomery,Florida 1 ,U.S. House,20,Elizabeth L. Joy,REP,244,230,0,13,1
Montgomery,Florida 2 ,U.S. House,20,Elizabeth L. Joy,REP,299,272,0,23,4
Montgomery,Florida 3 ,U.S. House,20,Elizabeth L. Joy,REP,382,359,0,21,2
Montgomery,Glen 1 ,U.S. House,20,Elizabeth L. Joy,REP,288,268,0,12,8
Montgomery,Glen 2 ,U.S. House,20,Elizabeth L. Joy,REP,369,342,0,23,4
Montgomery,Mohawk 1 ,U.S. House,20,Elizabeth L. Joy,REP,410,376,0,30,4
Montgomery,Mohawk 2 ,U.S. House,20,Elizabeth L. Joy,REP,338,320,0,17,1
Montgomery,Mohawk 3 ,U.S. House,20,Elizabeth L. Joy,REP,300,276,0,22,2
Montgomery,City of Amsterdam Ward 1 1 ,U.S. House,20,Elizabeth L. Joy,CON,27,22,0,5,0
Montgomery,City of Amsterdam Ward 1 2 ,U.S. House,20,Elizabeth L. Joy,CON,6,5,0,1,0
Montgomery,City of Amsterdam Ward 1 3 ,U.S. House,20,Elizabeth L. Joy,CON,32,25,0,6,1
Montgomery,City of Amsterdam Ward 1 4 ,U.S. House,20,Elizabeth L. Joy,CON,23,17,0,6,0
Montgomery,City of Amsterdam Ward 2 1 ,U.S. House,20,Elizabeth L. Joy,CON,3,3,0,0,0
Montgomery,City of Amsterdam Ward 2 2 ,U.S. House,20,Elizabeth L. Joy,CON,13,12,0,1,0
Montgomery,City of Amsterdam Ward 2 3 ,U.S. House,20,Elizabeth L. Joy,CON,10,8,0,2,0
Montgomery,City of Amsterdam Ward 2 4 ,U.S. House,20,Elizabeth L. Joy,CON,53,46,0,6,1
Montgomery,City of Amsterdam Ward 3 1 ,U.S. House,20,Elizabeth L. Joy,CON,34,32,0,2,0
Montgomery,City of Amsterdam Ward 3 2 ,U.S. House,20,Elizabeth L. Joy,CON,16,16,0,0,0
Montgomery,City of Amsterdam Ward 3 3 ,U.S. House,20,Elizabeth L. Joy,CON,18,17,0,0,1
Montgomery,City of Amsterdam Ward 4 1 ,U.S. House,20,Elizabeth L. Joy,CON,25,21,0,4,0
Montgomery,City of Amsterdam Ward 4 2 ,U.S. House,20,Elizabeth L. Joy,CON,31,29,0,2,0
Montgomery,City of Amsterdam Ward 5 1 ,U.S. House,20,Elizabeth L. Joy,CON,17,16,0,1,0
Montgomery,City of Amsterdam Ward 5 2 ,U.S. House,20,Elizabeth L. Joy,CON,11,11,0,0,0
Montgomery,City of Amsterdam Ward 5 3 ,U.S. House,20,Elizabeth L. Joy,CON,10,9,0,1,0
Montgomery,City of Amsterdam Ward 5 4 ,U.S. House,20,Elizabeth L. Joy,CON,34,31,0,2,1
Montgomery,Amsterdam 1 ,U.S. House,20,Elizabeth L. Joy,CON,57,49,0,8,0
Montgomery,Amsterdam 2 ,U.S. House,20,Elizabeth L. Joy,CON,29,25,0,4,0
Montgomery,Amsterdam 3 ,U.S. House,20,Elizabeth L. Joy,CON,48,43,0,4,1
Montgomery,Amsterdam 4 ,U.S. House,20,Elizabeth L. Joy,CON,56,46,0,10,0
Montgomery,Charleston 1 ,U.S. House,20,Elizabeth L. Joy,CON,94,93,0,1,0
Montgomery,Florida 1 ,U.S. House,20,Elizabeth L. Joy,CON,40,39,0,0,1
Montgomery,Florida 2 ,U.S. House,20,Elizabeth L. Joy,CON,24,21,0,3,0
Montgomery,Florida 3 ,U.S. House,20,Elizabeth L. Joy,CON,58,53,0,5,0
Montgomery,Glen 1 ,U.S. House,20,Elizabeth L. Joy,CON,26,22,0,4,0
Montgomery,Glen 2 ,U.S. House,20,Elizabeth L. Joy,CON,41,39,0,1,1
Montgomery,Mohawk 1 ,U.S. House,20,Elizabeth L. Joy,CON,49,43,0,6,0
Montgomery,Mohawk 2 ,U.S. House,20,Elizabeth L. Joy,CON,39,37,0,2,0
Montgomery,Mohawk 3 ,U.S. House,20,Elizabeth L. Joy,CON,45,44,0,1,0
Montgomery,City of Amsterdam Ward 1 1 ,U.S. House,20,Paul D. Tonko,WOR,16,16,0,0,0
Montgomery,City of Amsterdam Ward 1 2 ,U.S. House,20,Paul D. Tonko,WOR,4,4,0,0,0
Montgomery,City of Amsterdam Ward 1 3 ,U.S. House,20,Paul D. Tonko,WOR,24,18,0,5,1
Montgomery,City of Amsterdam Ward 1 4 ,U.S. House,20,Paul D. Tonko,WOR,14,11,0,2,1
Montgomery,City of Amsterdam Ward 2 1 ,U.S. House,20,Paul D. Tonko,WOR,1,0,0,1,0
Montgomery,City of Amsterdam Ward 2 2 ,U.S. House,20,Paul D. Tonko,WOR,13,10,0,2,1
Montgomery,City of Amsterdam Ward 2 3 ,U.S. House,20,Paul D. Tonko,WOR,5,5,0,0,0
Montgomery,City of Amsterdam Ward 2 4 ,U.S. House,20,Paul D. Tonko,WOR,13,10,0,3,0
Montgomery,City of Amsterdam Ward 3 1 ,U.S. House,20,Paul D. Tonko,WOR,18,14,0,4,0
Montgomery,City of Amsterdam Ward 3 2 ,U.S. House,20,Paul D. Tonko,WOR,12,7,0,5,0
Montgomery,City of Amsterdam Ward 3 3 ,U.S. House,20,Paul D. Tonko,WOR,17,13,0,4,0
Montgomery,City of Amsterdam Ward 4 1 ,U.S. House,20,Paul D. Tonko,WOR,18,14,0,2,2
Montgomery,City of Amsterdam Ward 4 2 ,U.S. House,20,Paul D. Tonko,WOR,23,16,0,7,0
Montgomery,City of Amsterdam Ward 5 1 ,U.S. House,20,Paul D. Tonko,WOR,8,7,0,1,0
Montgomery,City of Amsterdam Ward 5 2 ,U.S. House,20,Paul D. Tonko,WOR,5,3,0,2,0
