county,assembly_district,precinct,party,office,district,candidate,votes
New York,65,1,Democratic,President,,Public Counter,55
New York,65,1,Democratic,President,,Manually Counted Emergency,0
New York,65,1,Democratic,President,,Absentee / Military,93
New York,65,1,Democratic,President,,Federal,0
New York,65,1,Democratic,President,,Affidavit,4
New York,65,1,Democratic,President,,Pete Buttigieg,0
New York,65,1,Democratic,President,,Amy Klobuchar,2
New York,65,1,Democratic,President,,Joseph R. Biden,108
New York,65,1,Democratic,President,,Tulsi Gabbard,0
New York,65,1,Democratic,President,,Bernie Sanders,21
New York,65,1,Democratic,President,,Michael R. Bloomberg,4
New York,65,1,Democratic,President,,Tom Steyer,0
New York,65,1,Democratic,President,,Michael Bennet,0
New York,65,1,Democratic,President,,Elizabeth Warren,15
New York,65,1,Democratic,President,,Andrew Yang,2
New York,65,1,Democratic,President,,Deval Patrick,0
New York,65,2,Democratic,President,,Public Counter,79
New York,65,2,Democratic,President,,Manually Counted Emergency,0
New York,65,2,Democratic,President,,Absentee / Military,87
New York,65,2,Democratic,President,,Federal,0
New York,65,2,Democratic,President,,Affidavit,1
New York,65,2,Democratic,President,,Pete Buttigieg,2
New York,65,2,Democratic,President,,Amy Klobuchar,0
New York,65,2,Democratic,President,,Joseph R. Biden,115
New York,65,2,Democratic,President,,Tulsi Gabbard,4
New York,65,2,Democratic,President,,Bernie Sanders,23
New York,65,2,Democratic,President,,Michael R. Bloomberg,5
New York,65,2,Democratic,President,,Tom Steyer,0
New York,65,2,Democratic,President,,Michael Bennet,0
New York,65,2,Democratic,President,,Elizabeth Warren,14
New York,65,2,Democratic,President,,Andrew Yang,3
New York,65,2,Democratic,President,,Deval Patrick,0
New York,65,3,Democratic,President,,Public Counter,46
New York,65,3,Democratic,President,,Manually Counted Emergency,0
New York,65,3,Democratic,President,,Absentee / Military,118
New York,65,3,Democratic,President,,Federal,4
New York,65,3,Democratic,President,,Affidavit,0
New York,65,3,Democratic,President,,Pete Buttigieg,5
New York,65,3,Democratic,President,,Amy Klobuchar,0
New York,65,3,Democratic,President,,Joseph R. Biden,112
New York,65,3,Democratic,President,,Tulsi Gabbard,0
New York,65,3,Democratic,President,,Bernie Sanders,18
New York,65,3,Democratic,President,,Michael R. Bloomberg,1
New York,65,3,Democratic,President,,Tom Steyer,1
New York,65,3,Democratic,President,,Michael Bennet,0
New York,65,3,Democratic,President,,Elizabeth Warren,23
New York,65,3,Democratic,President,,Andrew Yang,4
New York,65,3,Democratic,President,,Deval Patrick,0
New York,65,4,Democratic,President,,Public Counter,54
New York,65,4,Democratic,President,,Manually Counted Emergency,0
New York,65,4,Democratic,President,,Absentee / Military,105
New York,65,4,Democratic,President,,Federal,2
New York,65,4,Democratic,President,,Affidavit,2
New York,65,4,Democratic,President,,Pete Buttigieg,3
New York,65,4,Democratic,President,,Amy Klobuchar,0
New York,65,4,Democratic,President,,Joseph R. Biden,119
New York,65,4,Democratic,President,,Tulsi Gabbard,0
New York,65,4,Democratic,President,,Bernie Sanders,17
New York,65,4,Democratic,President,,Michael R. Bloomberg,6
New York,65,4,Democratic,President,,Tom Steyer,0
New York,65,4,Democratic,President,,Michael Bennet,0
New York,65,4,Democratic,President,,Elizabeth Warren,12
New York,65,4,Democratic,President,,Andrew Yang,3
New York,65,4,Democratic,President,,Deval Patrick,0
New York,65,5,Democratic,President,,Public Counter,58
New York,65,5,Democratic,President,,Manually Counted Emergency,0
New York,65,5,Democratic,President,,Absentee / Military,43
New York,65,5,Democratic,President,,Federal,2
New York,65,5,Democratic,President,,Affidavit,0
New York,65,5,Democratic,President,,Pete Buttigieg,3
New York,65,5,Democratic,President,,Amy Klobuchar,0
New York,65,5,Democratic,President,,Joseph R. Biden,53
New York,65,5,Democratic,President,,Tulsi Gabbard,0
New York,65,5,Democratic,President,,Bernie Sanders,19
New York,65,5,Democratic,President,,Michael R. Bloomberg,7
New York,65,5,Democratic,President,,Tom Steyer,0
New York,65,5,Democratic,President,,Michael Bennet,0
New York,65,5,Democratic,President,,Elizabeth Warren,8
New York,65,5,Democratic,President,,Andrew Yang,6
New York,65,5,Democratic,President,,Deval Patrick,0
New York,65,6,Democratic,President,,Public Counter,100
New York,65,6,Democratic,President,,Manually Counted Emergency,0
New York,65,6,Democratic,President,,Absentee / Military,111
New York,65,6,Democratic,President,,Federal,3
New York,65,6,Democratic,President,,Affidavit,1
New York,65,6,Democratic,President,,Pete Buttigieg,4
New York,65,6,Democratic,President,,Amy Klobuchar,0
New York,65,6,Democratic,President,,Joseph R. Biden,140
New York,65,6,Democratic,President,,Tulsi Gabbard,0
New York,65,6,Democratic,President,,Bernie Sanders,26
New York,65,6,Democratic,President,,Michael R. Bloomberg,11
New York,65,6,Democratic,President,,Tom Steyer,0
New York,65,6,Democratic,President,,Michael Bennet,1
New York,65,6,Democratic,President,,Elizabeth Warren,16
New York,65,6,Democratic,President,,Andrew Yang,8
New York,65,6,Democratic,President,,Deval Patrick,0
New York,65,7,Democratic,President,,Public Counter,91
New York,65,7,Democratic,President,,Manually Counted Emergency,0
New York,65,7,Democratic,President,,Absentee / Military,94
New York,65,7,Democratic,President,,Federal,0
New York,65,7,Democratic,President,,Affidavit,0
New York,65,7,Democratic,President,,Pete Buttigieg,2
New York,65,7,Democratic,President,,Amy Klobuchar,2
New York,65,7,Democratic,President,,Joseph R. Biden,105
New York,65,7,Democratic,President,,Tulsi Gabbard,4
New York,65,7,Democratic,President,,Bernie Sanders,33
New York,65,7,Democratic,President,,Michael R. Bloomberg,7
New York,65,7,Democratic,President,,Tom Steyer,0
New York,65,7,Democratic,President,,Michael Bennet,0
New York,65,7,Democratic,President,,Elizabeth Warren,13
New York,65,7,Democratic,President,,Andrew Yang,11
New York,65,7,Democratic,President,,Deval Patrick,0
New York,65,8,Democratic,President,,Public Counter,120
New York,65,8,Democratic,President,,Manually Counted Emergency,0
New York,65,8,Democratic,President,,Absentee / Military,130
New York,65,8,Democratic,President,,Federal,3
New York,65,8,Democratic,President,,Affidavit,1
New York,65,8,Democratic,President,,Pete Buttigieg,3
New York,65,8,Democratic,President,,Amy Klobuchar,3
New York,65,8,Democratic,President,,Joseph R. Biden,152
New York,65,8,Democratic,President,,Tulsi Gabbard,1
New York,65,8,Democratic,President,,Bernie Sanders,32
New York,65,8,Democratic,President,,Michael R. Bloomberg,14
New York,65,8,Democratic,President,,Tom Steyer,0
New York,65,8,Democratic,President,,Michael Bennet,0
New York,65,8,Democratic,President,,Elizabeth Warren,14
New York,65,8,Democratic,President,,Andrew Yang,18
New York,65,8,Democratic,President,,Deval Patrick,0
New York,65,9,Democratic,President,,Public Counter,39
New York,65,9,Democratic,President,,Manually Counted Emergency,0
New York,65,9,Democratic,President,,Absentee / Military,73
New York,65,9,Democratic,President,,Federal,1
New York,65,9,Democratic,President,,Affidavit,0
New York,65,9,Democratic,President,,Pete Buttigieg,1
New York,65,9,Democratic,President,,Amy Klobuchar,0
New York,65,9,Democratic,President,,Joseph R. Biden,67
New York,65,9,Democratic,President,,Tulsi Gabbard,1
New York,65,9,Democratic,President,,Bernie Sanders,24
New York,65,9,Democratic,President,,Michael R. Bloomberg,2
New York,65,9,Democratic,President,,Tom Steyer,0
New York,65,9,Democratic,President,,Michael Bennet,0
New York,65,9,Democratic,President,,Elizabeth Warren,13
New York,65,9,Democratic,President,,Andrew Yang,3
New York,65,9,Democratic,President,,Deval Patrick,0
New York,65,10,Democratic,President,,Public Counter,64
New York,65,10,Democratic,President,,Manually Counted Emergency,0
New York,65,10,Democratic,President,,Absentee / Military,85
New York,65,10,Democratic,President,,Federal,4
New York,65,10,Democratic,President,,Affidavit,2
New York,65,10,Democratic,President,,Pete Buttigieg,2
New York,65,10,Democratic,President,,Amy Klobuchar,1
New York,65,10,Democratic,President,,Joseph R. Biden,99
New York,65,10,Democratic,President,,Tulsi Gabbard,0
New York,65,10,Democratic,President,,Bernie Sanders,31
New York,65,10,Democratic,President,,Michael R. Bloomberg,2
New York,65,10,Democratic,President,,Tom Steyer,0
New York,65,10,Democratic,President,,Michael Bennet,0
New York,65,10,Democratic,President,,Elizabeth Warren,10
New York,65,10,Democratic,President,,Andrew Yang,7
New York,65,10,Democratic,President,,Deval Patrick,0
New York,65,11,Democratic,President,,Public Counter,56
New York,65,11,Democratic,President,,Manually Counted Emergency,0
New York,65,11,Democratic,President,,Absentee / Military,85
New York,65,11,Democratic,President,,Federal,0
New York,65,11,Democratic,President,,Affidavit,1
New York,65,11,Democratic,President,,Pete Buttigieg,1
New York,65,11,Democratic,President,,Amy Klobuchar,0
New York,65,11,Democratic,President,,Joseph R. Biden,107
New York,65,11,Democratic,President,,Tulsi Gabbard,1
New York,65,11,Democratic,President,,Bernie Sanders,14
New York,65,11,Democratic,President,,Michael R. Bloomberg,5
New York,65,11,Democratic,President,,Tom Steyer,0
New York,65,11,Democratic,President,,Michael Bennet,0
New York,65,11,Democratic,President,,Elizabeth Warren,8
New York,65,11,Democratic,President,,Andrew Yang,5
New York,65,11,Democratic,President,,Deval Patrick,0
New York,65,12,Democratic,President,,Public Counter,63
New York,65,12,Democratic,President,,Manually Counted Emergency,0
New York,65,12,Democratic,President,,Absentee / Military,79
New York,65,12,Democratic,President,,Federal,0
New York,65,12,Democratic,President,,Affidavit,1
New York,65,12,Democratic,President,,Pete Buttigieg,1
New York,65,12,Democratic,President,,Amy Klobuchar,0
New York,65,12,Democratic,President,,Joseph R. Biden,103
New York,65,12,Democratic,President,,Tulsi Gabbard,0
New York,65,12,Democratic,President,,Bernie Sanders,11
New York,65,12,Democratic,President,,Michael R. Bloomberg,8
New York,65,12,Democratic,President,,Tom Steyer,0
New York,65,12,Democratic,President,,Michael Bennet,0
New York,65,12,Democratic,President,,Elizabeth Warren,10
New York,65,12,Democratic,President,,Andrew Yang,7
New York,65,12,Democratic,President,,Deval Patrick,0
New York,65,13,Democratic,President,,Public Counter,77
