county,precinct,office,district,party,candidate,votes,public_counter_votes,emergency_votes,absentee_military_votes,federal_votes,affidavit_votes,manually_counted_emergency,special_presidential
Queens,1~23,State Senate,15,Republican,Thomas P. Sullivan,586,797,,121,0,3,25,0,0
Queens,1~23,Borough President,13,Conservative,Joann Ariola,146,797,,121,0,3,25,0,0
Queens,1~23,President,,Green,Howie Hawkins / Angela Nicole Walker,5,797,,121,0,3,25,0,0
Queens,2~23,Borough President,13,Save Our City,Joann Ariola,8,821,,124,1,5,27,0,0
Queens,2~23,State Senate,15,Save Our City,Thomas P. Sullivan,11,821,,124,1,5,27,0,0
Queens,2~23,President,,Working Families,Joseph R. Biden / Kamala D. Harris,24,821,,124,1,5,27,0,0
Queens,2~23,Borough President,13,Red Dragon,Dao Yin,6,821,,124,1,5,27,0,0
Queens,2~23,State Senate,15,Democratic,Joseph P. Addabbo Jr.,166,821,,124,1,5,27,0,0
Queens,2~23,President,,Democratic,Joseph R. Biden / Kamala D. Harris,219,821,,124,1,5,27,0,0
Queens,2~23,U.S. House,5,Democratic,Gregory W. Meeks,325,821,,124,1,5,27,0,0
Queens,2~23,State Assembly,23,Save Our City,Peter D. Hatzipetros,5,821,,124,1,5,27,0,0
Queens,2~23,Borough President,13,Republican,Joann Ariola,607,821,,124,1,5,27,0,0
Queens,2~23,President,,Conservative,Donald J. Trump / Michael R. Pence,104,821,,124,1,5,27,0,0
Queens,2~23,President,,Libertarian,Jo Jorgensen / Jeremy Cohen,9,821,,124,1,5,27,0,0
Queens,2~23,President,,Republican,Donald J. Trump / Michael R. Pence,590,821,,124,1,5,27,0,0
Queens,2~23,Borough President,13,Democratic,Donovan J. Richards Jr.,167,821,,124,1,5,27,0,0
Queens,2~23,State Assembly,23,Democratic,Stacey G. Pheffer Amato,313,821,,124,1,5,27,0,0
Queens,2~23,State Assembly,23,Republican,Peter D. Hatzipetros,485,821,,124,1,5,27,0,0
Queens,2~23,State Assembly,23,Conservative,Peter D. Hatzipetros,95,821,,124,1,5,27,0,0
Queens,2~23,State Senate,15,Conservative,Thomas P. Sullivan,119,821,,124,1,5,27,0,0
Queens,2~23,President,,Independence,Brock Pierce / Karla Ballard,0,821,,124,1,5,27,0,0
Queens,2~23,State Senate,15,Republican,Thomas P. Sullivan,645,821,,124,1,5,27,0,0
Queens,2~23,Borough President,13,Conservative,Joann Ariola,127,821,,124,1,5,27,0,0
Queens,2~23,President,,Green,Howie Hawkins / Angela Nicole Walker,1,821,,124,1,5,27,0,0
Queens,3~23,Borough President,13,Save Our City,Joann Ariola,10,772,,96,4,5,21,0,0
Queens,3~23,State Senate,15,Save Our City,Thomas P. Sullivan,18,772,,96,4,5,21,0,0
Queens,3~23,President,,Working Families,Joseph R. Biden / Kamala D. Harris,16,772,,96,4,5,21,0,0
Queens,3~23,Borough President,13,Red Dragon,Dao Yin,5,772,,96,4,5,21,0,0
Queens,3~23,State Senate,15,Democratic,Joseph P. Addabbo Jr.,150,772,,96,4,5,21,0,0
Queens,3~23,President,,Democratic,Joseph R. Biden / Kamala D. Harris,199,772,,96,4,5,21,0,0
Queens,3~23,U.S. House,5,Democratic,Gregory W. Meeks,304,772,,96,4,5,21,0,0
Queens,3~23,State Assembly,23,Save Our City,Peter D. Hatzipetros,8,772,,96,4,5,21,0,0
Queens,3~23,Borough President,13,Republican,Joann Ariola,572,772,,96,4,5,21,0,0
Queens,3~23,President,,Conservative,Donald J. Trump / Michael R. Pence,80,772,,96,4,5,21,0,0
Queens,3~23,President,,Libertarian,Jo Jorgensen / Jeremy Cohen,10,772,,96,4,5,21,0,0
Queens,3~23,President,,Republican,Donald J. Trump / Michael R. Pence,556,772,,96,4,5,21,0,0
Queens,3~23,Borough President,13,Democratic,Donovan J. Richards Jr.,158,772,,96,4,5,21,0,0
Queens,3~23,State Assembly,23,Democratic,Stacey G. Pheffer Amato,287,772,,96,4,5,21,0,0
Queens,3~23,State Assembly,23,Republican,Peter D. Hatzipetros,458,772,,96,4,5,21,0,0
Queens,3~23,State Assembly,23,Conservative,Peter D. Hatzipetros,73,772,,96,4,5,21,0,0
Queens,3~23,State Senate,15,Conservative,Thomas P. Sullivan,87,772,,96,4,5,21,0,0
Queens,3~23,President,,Independence,Brock Pierce / Karla Ballard,2,772,,96,4,5,21,0,0
Queens,3~23,State Senate,15,Republican,Thomas P. Sullivan,607,772,,96,4,5,21,0,0
Queens,3~23,Borough President,13,Conservative,Joann Ariola,88,772,,96,4,5,21,0,0
Queens,3~23,President,,Green,Howie Hawkins / Angela Nicole Walker,8,772,,96,4,5,21,0,0
Queens,4~23,Borough President,13,Save Our City,Joann Ariola,6,141,,16,0,3,1,0,0
Queens,4~23,State Senate,15,Save Our City,Thomas P. Sullivan,2,141,,16,0,3,1,0,0
Queens,4~23,President,,Working Families,Joseph R. Biden / Kamala D. Harris,1,141,,16,0,3,1,0,0
Queens,4~23,Borough President,13,Red Dragon,Dao Yin,0,141,,16,0,3,1,0,0
Queens,4~23,State Senate,15,Democratic,Joseph P. Addabbo Jr.,40,141,,16,0,3,1,0,0
Queens,4~23,President,,Democratic,Joseph R. Biden / Kamala D. Harris,48,141,,16,0,3,1,0,0
Queens,4~23,U.S. House,5,Democratic,Gregory W. Meeks,68,141,,16,0,3,1,0,0
Queens,4~23,State Assembly,23,Save Our City,Peter D. Hatzipetros,0,141,,16,0,3,1,0,0
Queens,4~23,Borough President,13,Republican,Joann Ariola,99,141,,16,0,3,1,0,0
Queens,4~23,President,,Conservative,Donald J. Trump / Michael R. Pence,11,141,,16,0,3,1,0,0
Queens,4~23,President,,Libertarian,Jo Jorgensen / Jeremy Cohen,0,141,,16,0,3,1,0,0
Queens,4~23,President,,Republican,Donald J. Trump / Michael R. Pence,100,141,,16,0,3,1,0,0
Queens,4~23,Borough President,13,Democratic,Donovan J. Richards Jr.,37,141,,16,0,3,1,0,0
Queens,4~23,State Assembly,23,Democratic,Stacey G. Pheffer Amato,76,141,,16,0,3,1,0,0
Queens,4~23,State Assembly,23,Republican,Peter D. Hatzipetros,64,141,,16,0,3,1,0,0
Queens,4~23,State Assembly,23,Conservative,Peter D. Hatzipetros,7,141,,16,0,3,1,0,0
Queens,4~23,State Senate,15,Conservative,Thomas P. Sullivan,12,141,,16,0,3,1,0,0
Queens,4~23,President,,Independence,Brock Pierce / Karla Ballard,0,141,,16,0,3,1,0,0
Queens,4~23,State Senate,15,Republican,Thomas P. Sullivan,104,141,,16,0,3,1,0,0
Queens,4~23,Borough President,13,Conservative,Joann Ariola,9,141,,16,0,3,1,0,0
Queens,4~23,President,,Green,Howie Hawkins / Angela Nicole Walker,0,141,,16,0,3,1,0,0
Queens,5~23,Borough President,13,Save Our City,Joann Ariola,7,606,,187,3,18,14,0,0
Queens,5~23,State Senate,15,Save Our City,Thomas P. Sullivan,8,606,,187,3,18,14,0,0
Queens,5~23,President,,Working Families,Joseph R. Biden / Kamala D. Harris,23,606,,187,3,18,14,0,0
Queens,5~23,Borough President,13,Red Dragon,Dao Yin,7,606,,187,3,18,14,0,0
Queens,5~23,State Senate,15,Democratic,Joseph P. Addabbo Jr.,287,606,,187,3,18,14,0,0
Queens,5~23,President,,Democratic,Joseph R. Biden / Kamala D. Harris,286,606,,187,3,18,14,0,0
Queens,5~23,U.S. House,5,Democratic,Gregory W. Meeks,367,606,,187,3,18,14,0,0
Queens,5~23,State Assembly,23,Save Our City,Peter D. Hatzipetros,7,606,,187,3,18,14,0,0
Queens,5~23,Borough President,13,Republican,Joann Ariola,470,606,,187,3,18,14,0,0
Queens,5~23,President,,Conservative,Donald J. Trump / Michael R. Pence,41,606,,187,3,18,14,0,0
Queens,5~23,President,,Libertarian,Jo Jorgensen / Jeremy Cohen,8,606,,187,3,18,14,0,0
Queens,5~23,President,,Republican,Donald J. Trump / Michael R. Pence,445,606,,187,3,18,14,0,0
Queens,5~23,Borough President,13,Democratic,Donovan J. Richards Jr.,249,606,,187,3,18,14,0,0
Queens,5~23,State Assembly,23,Democratic,Stacey G. Pheffer Amato,358,606,,187,3,18,14,0,0
Queens,5~23,State Assembly,23,Republican,Peter D. Hatzipetros,375,606,,187,3,18,14,0,0
Queens,5~23,State Assembly,23,Conservative,Peter D. Hatzipetros,37,606,,187,3,18,14,0,0
Queens,5~23,State Senate,15,Conservative,Thomas P. Sullivan,47,606,,187,3,18,14,0,0
Queens,5~23,President,,Independence,Brock Pierce / Karla Ballard,0,606,,187,3,18,14,0,0
Queens,5~23,State Senate,15,Republican,Thomas P. Sullivan,445,606,,187,3,18,14,0,0
Queens,5~23,Borough President,13,Conservative,Joann Ariola,48,606,,187,3,18,14,0,0
Queens,5~23,President,,Green,Howie Hawkins / Angela Nicole Walker,5,606,,187,3,18,14,0,0
Queens,6~23,Borough President,13,Save Our City,Joann Ariola,6,687,,134,14,7,1,0,0
Queens,6~23,State Senate,15,Save Our City,Thomas P. Sullivan,5,687,,134,14,7,1,0,0
Queens,6~23,President,,Working Families,Joseph R. Biden / Kamala D. Harris,19,687,,134,14,7,1,0,0
Queens,6~23,Borough President,13,Red Dragon,Dao Yin,2,687,,134,14,7,1,0,0
Queens,6~23,State Senate,15,Democratic,Joseph P. Addabbo Jr.,247,687,,134,14,7,1,0,0
Queens,6~23,President,,Democratic,Joseph R. Biden / Kamala D. Harris,249,687,,134,14,7,1,0,0
Queens,6~23,U.S. House,5,Democratic,Gregory W. Meeks,352,687,,134,14,7,1,0,0
Queens,6~23,State Assembly,23,Save Our City,Peter D. Hatzipetros,1,687,,134,14,7,1,0,0
Queens,6~23,Borough President,13,Republican,Joann Ariola,529,687,,134,14,7,1,0,0
Queens,6~23,President,,Conservative,Donald J. Trump / Michael R. Pence,40,687,,134,14,7,1,0,0
Queens,6~23,President,,Libertarian,Jo Jorgensen / Jeremy Cohen,2,687,,134,14,7,1,0,0
Queens,6~23,President,,Republican,Donald J. Trump / Michael R. Pence,523,687,,134,14,7,1,0,0
Queens,6~23,Borough President,13,Democratic,Donovan J. Richards Jr.,217,687,,134,14,7,1,0,0
Queens,6~23,State Assembly,23,Democratic,Stacey G. Pheffer Amato,330,687,,134,14,7,1,0,0
Queens,6~23,State Assembly,23,Republican,Peter D. Hatzipetros,430,687,,134,14,7,1,0,0
Queens,6~23,State Assembly,23,Conservative,Peter D. Hatzipetros,39,687,,134,14,7,1,0,0
Queens,6~23,State Senate,15,Conservative,Thomas P. Sullivan,41,687,,134,14,7,1,0,0
Queens,6~23,President,,Independence,Brock Pierce / Karla Ballard,0,687,,134,14,7,1,0,0
Queens,6~23,State Senate,15,Republican,Thomas P. Sullivan,516,687,,134,14,7,1,0,0
Queens,6~23,Borough President,13,Conservative,Joann Ariola,46,687,,134,14,7,1,0,0
Queens,6~23,President,,Green,Howie Hawkins / Angela Nicole Walker,2,687,,134,14,7,1,0,0
Queens,7~23,Borough President,13,Save Our City,Joann Ariola,7,656,,133,2,12,1,0,0
Queens,7~23,State Senate,15,Save Our City,Thomas P. Sullivan,7,656,,133,2,12,1,0,0
Queens,7~23,President,,Working Families,Joseph R. Biden / Kamala D. Harris,24,656,,133,2,12,1,0,0
Queens,7~23,Borough President,13,Red Dragon,Dao Yin,3,656,,133,2,12,1,0,0
Queens,7~23,State Senate,15,Democratic,Joseph P. Addabbo Jr.,241,656,,133,2,12,1,0,0
Queens,7~23,President,,Democratic,Joseph R. Biden / Kamala D. Harris,240,656,,133,2,12,1,0,0
Queens,7~23,U.S. House,5,Democratic,Gregory W. Meeks,329,656,,133,2,12,1,0,0
Queens,7~23,State Assembly,23,Save Our City,Peter D. Hatzipetros,7,656,,133,2,12,1,0,0
Queens,7~23,Borough President,13,Republican,Joann Ariola,503,656,,133,2,12,1,0,0
Queens,7~23,President,,Conservative,Donald J. Trump / Michael R. Pence,51,656,,133,2,12,1,0,0
Queens,7~23,President,,Libertarian,Jo Jorgensen / Jeremy Cohen,2,656,,133,2,12,1,0,0
Queens,7~23,President,,Republican,Donald J. Trump / Michael R. Pence,474,656,,133,2,12,1,0,0
Queens,7~23,Borough President,13,Democratic,Donovan J. Richards Jr.,203,656,,133,2,12,1,0,0
Queens,7~23,State Assembly,23,Democratic,Stacey G. Pheffer Amato,334,656,,133,2,12,1,0,0
Queens,7~23,State Assembly,23,Republican,Peter D. Hatzipetros,390,656,,133,2,12,1,0,0
Queens,7~23,State Assembly,23,Conservative,Peter D. Hatzipetros,49,656,,133,2,12,1,0,0
Queens,7~23,State Senate,15,Conservative,Thomas P. Sullivan,50,656,,133,2,12,1,0,0
Queens,7~23,President,,Independence,Brock Pierce / Karla Ballard,3,656,,133,2,12,1,0,0
Queens,7~23,State Senate,15,Republican,Thomas P. Sullivan,486,656,,133,2,12,1,0,0
Queens,7~23,Borough President,13,Conservative,Joann Ariola,58,656,,133,2,12,1,0,0
Queens,7~23,President,,Green,Howie Hawkins / Angela Nicole Walker,2,656,,133,2,12,1,0,0
Queens,8~23,Borough President,13,Save Our City,Joann Ariola,14,700,,133,5,13,2,0,0
Queens,8~23,State Senate,15,Save Our City,Thomas P. Sullivan,12,700,,133,5,13,2,0,0
Queens,8~23,President,,Working Families,Joseph R. Biden / Kamala D. Harris,28,700,,133,5,13,2,0,0
Queens,8~23,Borough President,13,Red Dragon,Dao Yin,4,700,,133,5,13,2,0,0
Queens,8~23,State Senate,15,Democratic,Joseph P. Addabbo Jr.,290,700,,133,5,13,2,0,0
Queens,8~23,President,,Democratic,Joseph R. Biden / Kamala D. Harris,297,700,,133,5,13,2,0,0
Queens,8~23,U.S. House,5,Democratic,Gregory W. Meeks,392,700,,133,5,13,2,0,0
Queens,8~23,State Assembly,23,Save Our City,Peter D. Hatzipetros,8,700,,133,5,13,2,0,0
Queens,8~23,Borough President,13,Republican,Joann Ariola,493,700,,133,5,13,2,0,0
Queens,8~23,President,,Conservative,Donald J. Trump / Michael R. Pence,51,700,,133,5,13,2,0,0
Queens,8~23,President,,Libertarian,Jo Jorgensen / Jeremy Cohen,4,700,,133,5,13,2,0,0
Queens,8~23,President,,Republican,Donald J. Trump / Michael R. Pence,465,700,,133,5,13,2,0,0
Queens,8~23,Borough President,13,Democratic,Donovan J. Richards Jr.,252,700,,133,5,13,2,0,0
Queens,8~23,State Assembly,23,Democratic,Stacey G. Pheffer Amato,390,700,,133,5,13,2,0,0
Queens,8~23,State Assembly,23,Republican,Peter D. Hatzipetros,378,700,,133,5,13,2,0,0
Queens,8~23,State Assembly,23,Conservative,Peter D. Hatzipetros,48,700,,133,5,13,2,0,0
Queens,8~23,State Senate,15,Conservative,Thomas P. Sullivan,52,700,,133,5,13,2,0,0
Queens,8~23,President,,Independence,Brock Pierce / Karla Ballard,2,700,,133,5,13,2,0,0
Queens,8~23,State Senate,15,Republican,Thomas P. Sullivan,477,700,,133,5,13,2,0,0
Queens,8~23,Borough President,13,Conservative,Joann Ariola,53,700,,133,5,13,2,0,0
Queens,8~23,President,,Green,Howie Hawkins / Angela Nicole Walker,2,700,,133,5,13,2,0,0
Queens,9~23,Borough President,13,Save Our City,Joann Ariola,8,628,,146,2,4,2,0,0
Queens,9~23,State Senate,15,Save Our City,Thomas P. Sullivan,11,628,,146,2,4,2,0,0
Queens,9~23,President,,Working Families,Joseph R. Biden / Kamala D. Harris,28,628,,146,2,4,2,0,0
Queens,9~23,Borough President,13,Red Dragon,Dao Yin,5,628,,146,2,4,2,0,0
Queens,9~23,State Senate,15,Democratic,Joseph P. Addabbo Jr.,264,628,,146,2,4,2,0,0
Queens,9~23,President,,Democratic,Joseph R. Biden / Kamala D. Harris,250,628,,146,2,4,2,0,0
Queens,9~23,U.S. House,5,Democratic,Gregory W. Meeks,350,628,,146,2,4,2,0,0
Queens,9~23,State Assembly,23,Save Our City,Peter D. Hatzipetros,3,628,,146,2,4,2,0,0
Queens,9~23,Borough President,13,Republican,Joann Ariola,454,628,,146,2,4,2,0,0
Queens,9~23,President,,Conservative,Donald J. Trump / Michael R. Pence,49,628,,146,2,4,2,0,0
Queens,9~23,President,,Libertarian,Jo Jorgensen / Jeremy Cohen,4,628,,146,2,4,2,0,0
Queens,9~23,President,,Republican,Donald J. Trump / Michael R. Pence,440,628,,146,2,4,2,0,0
Queens,9~23,Borough President,13,Democratic,Donovan J. Richards Jr.,231,628,,146,2,4,2,0,0
Queens,9~23,State Assembly,23,Democratic,Stacey G. Pheffer Amato,358,628,,146,2,4,2,0,0
Queens,9~23,State Assembly,23,Republican,Peter D. Hatzipetros,353,628,,146,2,4,2,0,0
Queens,9~23,State Assembly,23,Conservative,Peter D. Hatzipetros,40,628,,146,2,4,2,0,0
Queens,9~23,State Senate,15,Conservative,Thomas P. Sullivan,48,628,,146,2,4,2,0,0
Queens,9~23,President,,Independence,Brock Pierce / Karla Ballard,1,628,,146,2,4,2,0,0
Queens,9~23,State Senate,15,Republican,Thomas P. Sullivan,434,628,,146,2,4,2,0,0
Queens,9~23,Borough President,13,Conservative,Joann Ariola,56,628,,146,2,4,2,0,0
Queens,9~23,President,,Green,Howie Hawkins / Angela Nicole Walker,3,628,,146,2,4,2,0,0
Queens,10~23,Borough President,13,Save Our City,Joann Ariola,12,576,,142,3,12,19,0,0
Queens,10~23,State Senate,15,Save Our City,Thomas P. Sullivan,12,576,,142,3,12,19,0,0
Queens,10~23,President,,Working Families,Joseph R. Biden / Kamala D. Harris,32,576,,142,3,12,19,0,0
Queens,10~23,Borough President,13,Red Dragon,Dao Yin,5,576,,142,3,12,19,0,0
Queens,10~23,State Senate,15,Democratic,Joseph P. Addabbo Jr.,342,576,,142,3,12,19,0,0
Queens,10~23,President,,Democratic,Joseph R. Biden / Kamala D. Harris,325,576,,142,3,12,19,0,0
Queens,10~23,U.S. House,5,Democratic,Gregory W. Meeks,417,576,,142,3,12,19,0,0
Queens,10~23,State Assembly,23,Save Our City,Peter D. Hatzipetros,10,576,,142,3,12,19,0,0
Queens,10~23,Borough President,13,Republican,Joann Ariola,366,576,,142,3,12,19,0,0
Queens,10~23,President,,Conservative,Donald J. Trump / Michael R. Pence,44,576,,142,3,12,19,0,0
Queens,10~23,President,,Libertarian,Jo Jorgensen / Jeremy Cohen,1,576,,142,3,12,19,0,0
Queens,10~23,President,,Republican,Donald J. Trump / Michael R. Pence,323,576,,142,3,12,19,0,0
Queens,10~23,Borough President,13,Democratic,Donovan J. Richards Jr.,279,576,,142,3,12,19,0,0
Queens,10~23,State Assembly,23,Democratic,Stacey G. Pheffer Amato,422,576,,142,3,12,19,0,0
Queens,10~23,State Assembly,23,Republican,Peter D. Hatzipetros,239,576,,142,3,12,19,0,0
Queens,10~23,State Assembly,23,Conservative,Peter D. Hatzipetros,32,576,,142,3,12,19,0,0
Queens,10~23,State Senate,15,Conservative,Thomas P. Sullivan,44,576,,142,3,12,19,0,0
Queens,10~23,President,,Independence,Brock Pierce / Karla Ballard,1,576,,142,3,12,19,0,0
Queens,10~23,State Senate,15,Republican,Thomas P. Sullivan,309,576,,142,3,12,19,0,0
Queens,10~23,Borough President,13,Conservative,Joann Ariola,43,576,,142,3,12,19,0,0
Queens,10~23,President,,Green,Howie Hawkins / Angela Nicole Walker,2,576,,142,3,12,19,0,0
Queens,11~23,Borough President,13,Save Our City,Joann Ariola,14,663,,122,2,12,3,0,0
Queens,11~23,State Senate,15,Save Our City,Thomas P. Sullivan,13,663,,122,2,12,3,0,0
Queens,11~23,President,,Working Families,Joseph R. Biden / Kamala D. Harris,33,663,,122,2,12,3,0,0
Queens,11~23,Borough President,13,Red Dragon,Dao Yin,11,663,,122,2,12,3,0,0
Queens,11~23,State Senate,15,Democratic,Joseph P. Addabbo Jr.,353,663,,122,2,12,3,0,0
Queens,11~23,President,,Democratic,Joseph R. Biden / Kamala D. Harris,313,663,,122,2,12,3,0,0
Queens,11~23,U.S. House,5,Democratic,Gregory W. Meeks,423,663,,122,2,12,3,0,0
Queens,11~23,State Assembly,23,Save Our City,Peter D. Hatzipetros,14,663,,122,2,12,3,0,0
Queens,11~23,Borough President,13,Republican,Joann Ariola,394,663,,122,2,12,3,0,0
Queens,11~23,President,,Conservative,Donald J. Trump / Michael R. Pence,38,663,,122,2,12,3,0,0
Queens,11~23,President,,Libertarian,Jo Jorgensen / Jeremy Cohen,5,663,,122,2,12,3,0,0
Queens,11~23,President,,Republican,Donald J. Trump / Michael R. Pence,394,663,,122,2,12,3,0,0
Queens,11~23,Borough President,13,Democratic,Donovan J. Richards Jr.,304,663,,122,2,12,3,0,0
Queens,11~23,State Assembly,23,Democratic,Stacey G. Pheffer Amato,402,663,,122,2,12,3,0,0
Queens,11~23,State Assembly,23,Republican,Peter D. Hatzipetros,308,663,,122,2,12,3,0,0
Queens,11~23,State Assembly,23,Conservative,Peter D. Hatzipetros,33,663,,122,2,12,3,0,0
Queens,11~23,State Senate,15,Conservative,Thomas P. Sullivan,38,663,,122,2,12,3,0,0
Queens,11~23,President,,Independence,Brock Pierce / Karla Ballard,1,663,,122,2,12,3,0,0
Queens,11~23,State Senate,15,Republican,Thomas P. Sullivan,365,663,,122,2,12,3,0,0
Queens,11~23,Borough President,13,Conservative,Joann Ariola,42,663,,122,2,12,3,0,0
Queens,11~23,President,,Green,Howie Hawkins / Angela Nicole Walker,11,663,,122,2,12,3,0,0
Queens,12~23,Borough President,13,Save Our City,Joann Ariola,6,523,,133,5,12,10,0,0
Queens,12~23,State Senate,15,Save Our City,Thomas P. Sullivan,8,523,,133,5,12,10,0,0
Queens,12~23,President,,Working Families,Joseph R. Biden / Kamala D. Harris,38,523,,133,5,12,10,0,0
Queens,12~23,Borough President,13,Red Dragon,Dao Yin,2,523,,133,5,12,10,0,0
Queens,12~23,State Senate,15,Democratic,Joseph P. Addabbo Jr.,398,523,,133,5,12,10,0,0
Queens,12~23,President,,Democratic,Joseph R. Biden / Kamala D. Harris,352,523,,133,5,12,10,0,0
Queens,12~23,U.S. House,5,Democratic,Gregory W. Meeks,430,523,,133,5,12,10,0,0
Queens,12~23,State Assembly,23,Save Our City,Peter D. Hatzipetros,8,523,,133,5,12,10,0,0
Queens,12~23,Borough President,13,Republican,Joann Ariola,233,523,,133,5,12,10,0,0
Queens,12~23,President,,Conservative,Donald J. Trump / Michael R. Pence,26,523,,133,5,12,10,0,0
Queens,12~23,President,,Libertarian,Jo Jorgensen / Jeremy Cohen,3,523,,133,5,12,10,0,0
Queens,12~23,President,,Republican,Donald J. Trump / Michael R. Pence,245,523,,133,5,12,10,0,0
Queens,12~23,Borough President,13,Democratic,Donovan J. Richards Jr.,367,523,,133,5,12,10,0,0
Queens,12~23,State Assembly,23,Democratic,Stacey G. Pheffer Amato,433,523,,133,5,12,10,0,0
Queens,12~23,State Assembly,23,Republican,Peter D. Hatzipetros,173,523,,133,5,12,10,0,0
Queens,12~23,State Assembly,23,Conservative,Peter D. Hatzipetros,23,523,,133,5,12,10,0,0
Queens,12~23,State Senate,15,Conservative,Thomas P. Sullivan,26,523,,133,5,12,10,0,0
Queens,12~23,President,,Independence,Brock Pierce / Karla Ballard,1,523,,133,5,12,10,0,0
Queens,12~23,State Senate,15,Republican,Thomas P. Sullivan,201,523,,133,5,12,10,0,0
Queens,12~23,Borough President,13,Conservative,Joann Ariola,22,523,,133,5,12,10,0,0
Queens,12~23,President,,Green,Howie Hawkins / Angela Nicole Walker,1,523,,133,5,12,10,0,0
Queens,13~23,Borough President,13,Save Our City,Joann Ariola,10,641,,136,0,16,1,0,0
Queens,13~23,State Senate,15,Save Our City,Thomas P. Sullivan,13,641,,136,0,16,1,0,0
Queens,13~23,President,,Working Families,Joseph R. Biden / Kamala D. Harris,42,641,,136,0,16,1,0,0
Queens,13~23,Borough President,13,Red Dragon,Dao Yin,7,641,,136,0,16,1,0,0
Queens,13~23,State Senate,15,Democratic,Joseph P. Addabbo Jr.,416,641,,136,0,16,1,0,0
Queens,13~23,President,,Democratic,Joseph R. Biden / Kamala D. Harris,371,641,,136,0,16,1,0,0
Queens,13~23,U.S. House,5,Democratic,Gregory W. Meeks,467,641,,136,0,16,1,0,0
Queens,13~23,State Assembly,23,Save Our City,Peter D. Hatzipetros,3,641,,136,0,16,1,0,0
Queens,13~23,Borough President,13,Republican,Joann Ariola,348,641,,136,0,16,1,0,0
Queens,13~23,President,,Conservative,Donald J. Trump / Michael R. Pence,32,641,,136,0,16,1,0,0
Queens,13~23,President,,Libertarian,Jo Jorgensen / Jeremy Cohen,3,641,,136,0,16,1,0,0
Queens,13~23,President,,Republican,Donald J. Trump / Michael R. Pence,332,641,,136,0,16,1,0,0
Queens,13~23,Borough President,13,Democratic,Donovan J. Richards Jr.,364,641,,136,0,16,1,0,0
Queens,13~23,State Assembly,23,Democratic,Stacey G. Pheffer Amato,472,641,,136,0,16,1,0,0
Queens,13~23,State Assembly,23,Republican,Peter D. Hatzipetros,255,641,,136,0,16,1,0,0
Queens,13~23,State Assembly,23,Conservative,Peter D. Hatzipetros,28,641,,136,0,16,1,0,0
Queens,13~23,State Senate,15,Conservative,Thomas P. Sullivan,32,641,,136,0,16,1,0,0
Queens,13~23,President,,Independence,Brock Pierce / Karla Ballard,2,641,,136,0,16,1,0,0
Queens,13~23,State Senate,15,Republican,Thomas P. Sullivan,301,641,,136,0,16,1,0,0
Queens,13~23,Borough President,13,Conservative,Joann Ariola,33,641,,136,0,16,1,0,0
Queens,13~23,President,,Green,Howie Hawkins / Angela Nicole Walker,3,641,,136,0,16,1,0,0
Queens,14~23,Borough President,13,Save Our City,Joann Ariola,10,742,,135,0,18,3,0,0
Queens,14~23,State Senate,15,Save Our City,Thomas P. Sullivan,5,742,,135,0,18,3,0,0
Queens,14~23,President,,Working Families,Joseph R. Biden / Kamala D. Harris,41,742,,135,0,18,3,0,0
Queens,14~23,Borough President,13,Red Dragon,Dao Yin,8,742,,135,0,18,3,0,0
