county,precinct,office,district,party,candidate,votes,election_day,absentee,early_voting
Yates,Barrington 1 ,President,,DEM,Pete Buttigieg,1,1,0,0
Yates,Benton 1 ,President,,DEM,Pete Buttigieg,0,0,0,0
Yates,Benton 2 ,President,,DEM,Pete Buttigieg,0,0,0,0
Yates,Italy 1 ,President,,DEM,Pete Buttigieg,1,1,0,0
Yates,Jerusalem 1 ,President,,DEM,Pete Buttigieg,0,0,0,0
Yates,Jerusalem 2 ,President,,DEM,Pete Buttigieg,0,0,0,0
Yates,Jerusalem 3 ,President,,DEM,Pete Buttigieg,0,0,0,0
Yates,Jerusalem 4 ,President,,DEM,Pete Buttigieg,0,0,0,0
Yates,Middlesex 1 ,President,,DEM,Pete Buttigieg,0,0,0,0
Yates,Milo 2 ,President,,DEM,Pete Buttigieg,2,0,2,0
Yates,Milo 3 ,President,,DEM,Pete Buttigieg,2,1,1,0
Yates,Milo 4 ,President,,DEM,Pete Buttigieg,1,0,1,0
Yates,Milo 5 ,President,,DEM,Pete Buttigieg,1,0,1,0
Yates,Milo 6 ,President,,DEM,Pete Buttigieg,0,0,0,0
Yates,Potter 1 ,President,,DEM,Pete Buttigieg,2,2,0,0
Yates,Starkey 1 ,President,,DEM,Pete Buttigieg,0,0,0,0
Yates,Starkey 2 ,President,,DEM,Pete Buttigieg,0,0,0,0
Yates,Torrey 1 ,President,,DEM,Pete Buttigieg,2,0,2,0
Yates,Barrington 1 ,President,,DEM,Amy Klobuchar,0,0,0,0
Yates,Benton 1 ,President,,DEM,Amy Klobuchar,0,0,0,0
Yates,Benton 2 ,President,,DEM,Amy Klobuchar,0,0,0,0
Yates,Italy 1 ,President,,DEM,Amy Klobuchar,0,0,0,0
Yates,Jerusalem 1 ,President,,DEM,Amy Klobuchar,1,0,1,0
Yates,Jerusalem 2 ,President,,DEM,Amy Klobuchar,0,0,0,0
Yates,Jerusalem 3 ,President,,DEM,Amy Klobuchar,0,0,0,0
Yates,Jerusalem 4 ,President,,DEM,Amy Klobuchar,0,0,0,0
Yates,Middlesex 1 ,President,,DEM,Amy Klobuchar,1,0,1,0
Yates,Milo 2 ,President,,DEM,Amy Klobuchar,0,0,0,0
Yates,Milo 3 ,President,,DEM,Amy Klobuchar,1,0,1,0
Yates,Milo 4 ,President,,DEM,Amy Klobuchar,0,0,0,0
Yates,Milo 5 ,President,,DEM,Amy Klobuchar,1,1,0,0
Yates,Milo 6 ,President,,DEM,Amy Klobuchar,1,0,1,0
Yates,Potter 1 ,President,,DEM,Amy Klobuchar,0,0,0,0
Yates,Starkey 1 ,President,,DEM,Amy Klobuchar,2,0,2,0
Yates,Starkey 2 ,President,,DEM,Amy Klobuchar,3,1,2,0
Yates,Torrey 1 ,President,,DEM,Amy Klobuchar,2,0,2,0
Yates,Barrington 1 ,President,,DEM,Joseph R. Biden,53,12,40,1
Yates,Benton 1 ,President,,DEM,Joseph R. Biden,32,6,26,0
Yates,Benton 2 ,President,,DEM,Joseph R. Biden,37,6,29,2
Yates,Italy 1 ,President,,DEM,Joseph R. Biden,37,8,28,1
Yates,Jerusalem 1 ,President,,DEM,Joseph R. Biden,83,9,70,4
Yates,Jerusalem 2 ,President,,DEM,Joseph R. Biden,37,12,24,1
Yates,Jerusalem 3 ,President,,DEM,Joseph R. Biden,40,6,32,2
Yates,Jerusalem 4 ,President,,DEM,Joseph R. Biden,43,12,29,2
Yates,Middlesex 1 ,President,,DEM,Joseph R. Biden,42,4,38,0
Yates,Milo 2 ,President,,DEM,Joseph R. Biden,73,14,57,2
Yates,Milo 3 ,President,,DEM,Joseph R. Biden,55,10,44,1
Yates,Milo 4 ,President,,DEM,Joseph R. Biden,17,1,16,0
Yates,Milo 5 ,President,,DEM,Joseph R. Biden,63,18,39,6
Yates,Milo 6 ,President,,DEM,Joseph R. Biden,62,9,49,4
Yates,Potter 1 ,President,,DEM,Joseph R. Biden,14,4,10,0
Yates,Starkey 1 ,President,,DEM,Joseph R. Biden,43,8,35,0
Yates,Starkey 2 ,President,,DEM,Joseph R. Biden,46,9,36,1
Yates,Torrey 1 ,President,,DEM,Joseph R. Biden,51,11,38,2
Yates,Barrington 1 ,President,,DEM,Tulsi Gabbard,0,0,0,0
Yates,Benton 1 ,President,,DEM,Tulsi Gabbard,0,0,0,0
Yates,Benton 2 ,President,,DEM,Tulsi Gabbard,0,0,0,0
Yates,Italy 1 ,President,,DEM,Tulsi Gabbard,0,0,0,0
Yates,Jerusalem 1 ,President,,DEM,Tulsi Gabbard,0,0,0,0
Yates,Jerusalem 2 ,President,,DEM,Tulsi Gabbard,0,0,0,0
Yates,Jerusalem 3 ,President,,DEM,Tulsi Gabbard,0,0,0,0
Yates,Jerusalem 4 ,President,,DEM,Tulsi Gabbard,0,0,0,0
Yates,Middlesex 1 ,President,,DEM,Tulsi Gabbard,0,0,0,0
Yates,Milo 2 ,President,,DEM,Tulsi Gabbard,1,0,0,1
Yates,Milo 3 ,President,,DEM,Tulsi Gabbard,0,0,0,0
Yates,Milo 4 ,President,,DEM,Tulsi Gabbard,0,0,0,0
Yates,Milo 5 ,President,,DEM,Tulsi Gabbard,0,0,0,0
Yates,Milo 6 ,President,,DEM,Tulsi Gabbard,1,0,1,0
