county,precinct,office,district,candidate,party,absentee,affidavit,election_day,votes
Jefferson,LeRay 1,State Senate,48,Patricia A. Ritchie,CON,1,0,21,22
Jefferson,LeRay 2,State Senate,48,Patricia A. Ritchie,CON,1,0,13,14
Jefferson,LeRay 3,State Senate,48,Patricia A. Ritchie,CON,0,0,14,14
Jefferson,LeRay 4,State Senate,48,Patricia A. Ritchie,CON,23,1,57,81
Jefferson,LeRay 5,State Senate,48,Patricia A. Ritchie,CON,7,2,25,34
Jefferson,LeRay 6,State Senate,48,Patricia A. Ritchie,CON,4,0,23,27
Jefferson,LeRay 7,State Senate,48,Patricia A. Ritchie,CON,5,0,14,19
Jefferson,LeRay 8,State Senate,48,Patricia A. Ritchie,CON,13,1,60,74
Jefferson,Lorraine 1,State Senate,48,Patricia A. Ritchie,CON,5,0,26,31
Jefferson,Lyme 1,State Senate,48,Patricia A. Ritchie,CON,9,1,32,42
Jefferson,Lyme 2,State Senate,48,Patricia A. Ritchie,CON,15,1,42,58
Jefferson,Lyme 3,State Senate,48,Patricia A. Ritchie,CON,2,0,20,22
Jefferson,Orleans 1,State Senate,48,Patricia A. Ritchie,CON,12,0,52,64
Jefferson,Orleans 2,State Senate,48,Patricia A. Ritchie,CON,15,0,24,39
Jefferson,Pamelia 1,State Senate,48,Patricia A. Ritchie,CON,10,1,44,55
Jefferson,Pamelia 2,State Senate,48,Patricia A. Ritchie,CON,11,0,52,63
Jefferson,Philadelphia 1,State Senate,48,Patricia A. Ritchie,CON,6,0,28,34
Jefferson,Philadelphia 2,State Senate,48,Patricia A. Ritchie,CON,4,0,28,32
Jefferson,Rodman 1,State Senate,48,Patricia A. Ritchie,CON,3,0,44,47
Jefferson,Rutland 1,State Senate,48,Patricia A. Ritchie,CON,1,0,39,40
Jefferson,Rutland 2,State Senate,48,Patricia A. Ritchie,CON,6,2,40,48
Jefferson,Rutland 3,State Senate,48,Patricia A. Ritchie,CON,7,0,12,19
Jefferson,Theresa 1,State Senate,48,Patricia A. Ritchie,CON,8,1,72,81
Jefferson,Watertown 1,State Senate,48,Patricia A. Ritchie,CON,16,1,71,88
Jefferson,Watertown 2,State Senate,48,Patricia A. Ritchie,CON,24,0,83,107
Jefferson,Wilna 1,State Senate,48,Patricia A. Ritchie,CON,15,3,76,94
Jefferson,Wilna 2,State Senate,48,Patricia A. Ritchie,CON,1,0,3,4
Jefferson,Wilna 3,State Senate,48,Patricia A. Ritchie,CON,0,1,4,5
Jefferson,Wilna 4,State Senate,48,Patricia A. Ritchie,CON,2,0,19,21
Jefferson,Wilna 5,State Senate,48,Patricia A. Ritchie,CON,9,0,30,39
Jefferson,Worth 1,State Senate,48,Patricia A. Ritchie,CON,0,0,9,9
Jefferson,12~1,State Senate,48,Patricia A. Ritchie,IND,19,2,61,82
Jefferson,12~2,State Senate,48,Patricia A. Ritchie,IND,21,0,41,62
Jefferson,12~3,State Senate,48,Patricia A. Ritchie,IND,12,0,27,39
Jefferson,13~1,State Senate,48,Patricia A. Ritchie,IND,26,0,57,83
Jefferson,13~2,State Senate,48,Patricia A. Ritchie,IND,13,0,51,64
Jefferson,13~3,State Senate,48,Patricia A. Ritchie,IND,7,0,46,53
Jefferson,14~1,State Senate,48,Patricia A. Ritchie,IND,18,2,45,65
Jefferson,14~2,State Senate,48,Patricia A. Ritchie,IND,14,0,16,30
Jefferson,15~1,State Senate,48,Patricia A. Ritchie,IND,27,1,33,61
Jefferson,15~2,State Senate,48,Patricia A. Ritchie,IND,34,0,56,90
Jefferson,15~3,State Senate,48,Patricia A. Ritchie,IND,15,0,21,36
Jefferson,Adams 1,State Senate,48,Patricia A. Ritchie,IND,8,0,30,38
Jefferson,Adams 2,State Senate,48,Patricia A. Ritchie,IND,5,1,23,29
Jefferson,Adams 3 ,State Senate,48,Patricia A. Ritchie,IND,18,0,58,76
Jefferson,Alexandria 1,State Senate,48,Patricia A. Ritchie,IND,5,1,38,44
Jefferson,Alexandria 2,State Senate,48,Patricia A. Ritchie,IND,13,0,19,32
Jefferson,Alexandria 3,State Senate,48,Patricia A. Ritchie,IND,7,0,39,46
Jefferson,Antwerp 1,State Senate,48,Patricia A. Ritchie,IND,4,0,9,13
Jefferson,Antwerp 2,State Senate,48,Patricia A. Ritchie,IND,4,0,12,16
Jefferson,Brownville 1,State Senate,48,Patricia A. Ritchie,IND,6,0,24,30
Jefferson,Brownville 2,State Senate,48,Patricia A. Ritchie,IND,7,0,22,29
Jefferson,Brownville 3,State Senate,48,Patricia A. Ritchie,IND,8,0,18,26
Jefferson,Brownville 4,State Senate,48,Patricia A. Ritchie,IND,7,0,21,28
Jefferson,Brownville 5,State Senate,48,Patricia A. Ritchie,IND,7,0,23,30
Jefferson,Cape Vincent 1,State Senate,48,Patricia A. Ritchie,IND,10,0,14,24
Jefferson,Cape Vincent 2,State Senate,48,Patricia A. Ritchie,IND,11,1,17,29
Jefferson,Champion 1,State Senate,48,Patricia A. Ritchie,IND,21,0,48,69
Jefferson,Champion 2,State Senate,48,Patricia A. Ritchie,IND,12,0,32,44
Jefferson,Clayton 1,State Senate,48,Patricia A. Ritchie,IND,11,0,15,26
Jefferson,Clayton 2,State Senate,48,Patricia A. Ritchie,IND,13,1,39,53
Jefferson,Clayton 3,State Senate,48,Patricia A. Ritchie,IND,23,1,53,77
Jefferson,Ellisburg 1,State Senate,48,Patricia A. Ritchie,IND,1,0,9,10
Jefferson,Ellisburg 2,State Senate,48,Patricia A. Ritchie,IND,11,0,15,26
Jefferson,Ellisburg 3,State Senate,48,Patricia A. Ritchie,IND,0,0,1,1
Jefferson,Ellisburg 4,State Senate,48,Patricia A. Ritchie,IND,12,1,28,41
Jefferson,Henderson 1,State Senate,48,Patricia A. Ritchie,IND,16,0,30,46
Jefferson,Hounsfield 1,State Senate,48,Patricia A. Ritchie,IND,16,1,32,49
Jefferson,Hounsfield 2,State Senate,48,Patricia A. Ritchie,IND,25,1,45,71
Jefferson,LeRay 1,State Senate,48,Patricia A. Ritchie,IND,2,0,9,11
Jefferson,LeRay 2,State Senate,48,Patricia A. Ritchie,IND,2,0,9,11
Jefferson,LeRay 3,State Senate,48,Patricia A. Ritchie,IND,2,0,8,10
Jefferson,LeRay 4,State Senate,48,Patricia A. Ritchie,IND,29,0,69,98
Jefferson,LeRay 5,State Senate,48,Patricia A. Ritchie,IND,3,0,13,16
Jefferson,LeRay 6,State Senate,48,Patricia A. Ritchie,IND,2,0,15,17
Jefferson,LeRay 7,State Senate,48,Patricia A. Ritchie,IND,7,0,15,22
Jefferson,LeRay 8,State Senate,48,Patricia A. Ritchie,IND,22,0,42,64
Jefferson,Lorraine 1,State Senate,48,Patricia A. Ritchie,IND,7,1,22,30
Jefferson,Lyme 1,State Senate,48,Patricia A. Ritchie,IND,13,0,10,23
Jefferson,Lyme 2,State Senate,48,Patricia A. Ritchie,IND,6,1,34,41
Jefferson,Lyme 3,State Senate,48,Patricia A. Ritchie,IND,4,0,5,9
Jefferson,Orleans 1,State Senate,48,Patricia A. Ritchie,IND,3,1,29,33
Jefferson,Orleans 2,State Senate,48,Patricia A. Ritchie,IND,9,0,23,32
Jefferson,Pamelia 1,State Senate,48,Patricia A. Ritchie,IND,12,0,28,40
Jefferson,Pamelia 2,State Senate,48,Patricia A. Ritchie,IND,7,0,31,38
Jefferson,Philadelphia 1,State Senate,48,Patricia A. Ritchie,IND,5,0,9,14
Jefferson,Philadelphia 2,State Senate,48,Patricia A. Ritchie,IND,5,0,11,16
Jefferson,Rodman 1,State Senate,48,Patricia A. Ritchie,IND,2,0,24,26
Jefferson,Rutland 1,State Senate,48,Patricia A. Ritchie,IND,3,0,23,26
Jefferson,Rutland 2,State Senate,48,Patricia A. Ritchie,IND,10,0,14,24
Jefferson,Rutland 3,State Senate,48,Patricia A. Ritchie,IND,5,0,12,17
Jefferson,Theresa 1,State Senate,48,Patricia A. Ritchie,IND,15,1,47,63
Jefferson,Watertown 1,State Senate,48,Patricia A. Ritchie,IND,22,1,58,81
Jefferson,Watertown 2,State Senate,48,Patricia A. Ritchie,IND,16,0,40,56
Jefferson,Wilna 1,State Senate,48,Patricia A. Ritchie,IND,11,0,45,56
Jefferson,Wilna 2,State Senate,48,Patricia A. Ritchie,IND,0,0,2,2
Jefferson,Wilna 3,State Senate,48,Patricia A. Ritchie,IND,1,0,4,5
Jefferson,Wilna 4,State Senate,48,Patricia A. Ritchie,IND,2,0,3,5
Jefferson,Wilna 5,State Senate,48,Patricia A. Ritchie,IND,10,0,14,24
Jefferson,Worth 1,State Senate,48,Patricia A. Ritchie,IND,4,0,4,8
Jefferson,12~1,State Senate,48,Write-ins,,1,0,2,3
Jefferson,12~2,State Senate,48,Write-ins,,1,0,4,5
Jefferson,12~3,State Senate,48,Write-ins,,1,0,5,6
Jefferson,13~1,State Senate,48,Write-ins,,5,0,5,10
Jefferson,13~2,State Senate,48,Write-ins,,2,0,7,9
Jefferson,13~3,State Senate,48,Write-ins,,1,0,4,5
Jefferson,14~1,State Senate,48,Write-ins,,4,0,5,9
Jefferson,14~2,State Senate,48,Write-ins,,1,0,3,4
Jefferson,15~1,State Senate,48,Write-ins,,2,0,1,3
Jefferson,15~2,State Senate,48,Write-ins,,1,0,2,3
Jefferson,15~3,State Senate,48,Write-ins,,0,0,0,0
Jefferson,Adams 1,State Senate,48,Write-ins,,1,0,3,4
Jefferson,Adams 2,State Senate,48,Write-ins,,1,0,1,2
Jefferson,Adams 3 ,State Senate,48,Write-ins,,2,0,3,5
Jefferson,Alexandria 1,State Senate,48,Write-ins,,1,0,1,2
Jefferson,Alexandria 2,State Senate,48,Write-ins,,1,0,0,1
Jefferson,Alexandria 3,State Senate,48,Write-ins,,1,0,3,4
Jefferson,Antwerp 1,State Senate,48,Write-ins,,0,0,1,1
Jefferson,Antwerp 2,State Senate,48,Write-ins,,0,0,1,1
Jefferson,Brownville 1,State Senate,48,Write-ins,,0,1,2,3
Jefferson,Brownville 2,State Senate,48,Write-ins,,0,0,2,2
Jefferson,Brownville 3,State Senate,48,Write-ins,,0,0,0,0
Jefferson,Brownville 4,State Senate,48,Write-ins,,0,0,0,0
Jefferson,Brownville 5,State Senate,48,Write-ins,,1,0,1,2
Jefferson,Cape Vincent 1,State Senate,48,Write-ins,,1,0,1,2
Jefferson,Cape Vincent 2,State Senate,48,Write-ins,,1,0,0,1
Jefferson,Champion 1,State Senate,48,Write-ins,,4,0,4,8
Jefferson,Champion 2,State Senate,48,Write-ins,,2,0,2,4
Jefferson,Clayton 1,State Senate,48,Write-ins,,0,0,0,0
Jefferson,Clayton 2,State Senate,48,Write-ins,,2,0,2,4
Jefferson,Clayton 3,State Senate,48,Write-ins,,0,0,0,0
Jefferson,Ellisburg 1,State Senate,48,Write-ins,,1,0,0,1
Jefferson,Ellisburg 2,State Senate,48,Write-ins,,0,0,2,2
Jefferson,Ellisburg 3,State Senate,48,Write-ins,,0,0,0,0
Jefferson,Ellisburg 4,State Senate,48,Write-ins,,0,0,1,1
Jefferson,Henderson 1,State Senate,48,Write-ins,,1,0,1,2
Jefferson,Hounsfield 1,State Senate,48,Write-ins,,1,0,6,7
Jefferson,Hounsfield 2,State Senate,48,Write-ins,,1,0,1,2
Jefferson,LeRay 1,State Senate,48,Write-ins,,1,0,1,2
Jefferson,LeRay 2,State Senate,48,Write-ins,,0,0,0,0
Jefferson,LeRay 3,State Senate,48,Write-ins,,0,0,1,1
Jefferson,LeRay 4,State Senate,48,Write-ins,,2,0,4,6
Jefferson,LeRay 5,State Senate,48,Write-ins,,0,0,1,1
Jefferson,LeRay 6,State Senate,48,Write-ins,,0,0,0,0
Jefferson,LeRay 7,State Senate,48,Write-ins,,2,0,0,2
Jefferson,LeRay 8,State Senate,48,Write-ins,,6,0,1,7
Jefferson,Lorraine 1,State Senate,48,Write-ins,,2,0,0,2
Jefferson,Lyme 1,State Senate,48,Write-ins,,0,0,0,0
Jefferson,Lyme 2,State Senate,48,Write-ins,,0,0,1,1
Jefferson,Lyme 3,State Senate,48,Write-ins,,2,0,1,3
Jefferson,Orleans 1,State Senate,48,Write-ins,,1,0,1,2
Jefferson,Orleans 2,State Senate,48,Write-ins,,0,0,2,2
Jefferson,Pamelia 1,State Senate,48,Write-ins,,1,0,1,2
Jefferson,Pamelia 2,State Senate,48,Write-ins,,1,0,1,2
Jefferson,Philadelphia 1,State Senate,48,Write-ins,,0,0,5,5
Jefferson,Philadelphia 2,State Senate,48,Write-ins,,0,0,2,2
Jefferson,Rodman 1,State Senate,48,Write-ins,,0,0,0,0
Jefferson,Rutland 1,State Senate,48,Write-ins,,1,0,1,2
Jefferson,Rutland 2,State Senate,48,Write-ins,,0,0,0,0
Jefferson,Rutland 3,State Senate,48,Write-ins,,4,0,1,5
Jefferson,Theresa 1,State Senate,48,Write-ins,,4,0,3,7
Jefferson,Watertown 1,State Senate,48,Write-ins,,1,0,1,2
Jefferson,Watertown 2,State Senate,48,Write-ins,,0,0,3,3
Jefferson,Wilna 1,State Senate,48,Write-ins,,2,0,2,4
Jefferson,Wilna 2,State Senate,48,Write-ins,,0,0,0,0
Jefferson,Wilna 3,State Senate,48,Write-ins,,0,0,0,0
Jefferson,Wilna 4,State Senate,48,Write-ins,,0,0,0,0
Jefferson,Wilna 5,State Senate,48,Write-ins,,0,,0,0
Jefferson,Worth 1,State Senate,48,Write-ins,,0,,0,0
Jefferson,12~1,State Senate,48,Blanks,,102,8,171,281
Jefferson,12~2,State Senate,48,Blanks,,63,4,171,238
Jefferson,12~3,State Senate,48,Blanks,,55,3,109,167
Jefferson,13~1,State Senate,48,Blanks,,36,1,156,193
Jefferson,13~2,State Senate,48,Blanks,,59,2,128,189
Jefferson,13~3,State Senate,48,Blanks,,42,3,93,138
Jefferson,14~1,State Senate,48,Blanks,,39,5,150,194
Jefferson,14~2,State Senate,48,Blanks,,32,4,65,101
Jefferson,15~1,State Senate,48,Blanks,,58,5,171,234
Jefferson,15~2,State Senate,48,Blanks,,58,7,170,235
Jefferson,15~3,State Senate,48,Blanks,,19,3,63,85
Jefferson,Adams 1,State Senate,48,Blanks,,29,4,91,124
Jefferson,Adams 2,State Senate,48,Blanks,,14,1,57,72
Jefferson,Adams 3 ,State Senate,48,Blanks,,45,0,150,195
Jefferson,Alexandria 1,State Senate,48,Blanks,,29,0,79,108
Jefferson,Alexandria 2,State Senate,48,Blanks,,33,0,98,131
Jefferson,Alexandria 3,State Senate,48,Blanks,,29,0,118,147
Jefferson,Antwerp 1,State Senate,48,Blanks,,11,0,29,40
Jefferson,Antwerp 2,State Senate,48,Blanks,,21,2,45,68
Jefferson,Brownville 1,State Senate,48,Blanks,,27,0,57,84
Jefferson,Brownville 2,State Senate,48,Blanks,,17,0,60,77
Jefferson,Brownville 3,State Senate,48,Blanks,,22,0,96,118
Jefferson,Brownville 4,State Senate,48,Blanks,,17,2,76,95
Jefferson,Brownville 5,State Senate,48,Blanks,,32,1,101,134
Jefferson,Cape Vincent 1,State Senate,48,Blanks,,29,4,78,111
Jefferson,Cape Vincent 2,State Senate,48,Blanks,,74,1,129,204
Jefferson,Champion 1,State Senate,48,Blanks,,51,0,112,163
Jefferson,Champion 2,State Senate,48,Blanks,,26,1,65,92
Jefferson,Clayton 1,State Senate,48,Blanks,,12,0,75,87
Jefferson,Clayton 2,State Senate,48,Blanks,,52,2,145,199
Jefferson,Clayton 3,State Senate,48,Blanks,,42,2,133,177
Jefferson,Ellisburg 1,State Senate,48,Blanks,,9,0,31,40
Jefferson,Ellisburg 2,State Senate,48,Blanks,,23,1,54,78
Jefferson,Ellisburg 3,State Senate,48,Blanks,,4,0,13,17
Jefferson,Ellisburg 4,State Senate,48,Blanks,,45,0,61,106
Jefferson,Henderson 1,State Senate,48,Blanks,,64,0,95,159
Jefferson,Hounsfield 1,State Senate,48,Blanks,,53,4,140,197
Jefferson,Hounsfield 2,State Senate,48,Blanks,,61,1,100,162
Jefferson,LeRay 1,State Senate,48,Blanks,,20,0,32,52
Jefferson,LeRay 2,State Senate,48,Blanks,,8,0,13,21
Jefferson,LeRay 3,State Senate,48,Blanks,,12,0,18,30
Jefferson,LeRay 4,State Senate,48,Blanks,,81,1,115,197
Jefferson,LeRay 5,State Senate,48,Blanks,,21,1,35,57
Jefferson,LeRay 6,State Senate,48,Blanks,,3,1,31,35
Jefferson,LeRay 7,State Senate,48,Blanks,,14,2,31,47
Jefferson,LeRay 8,State Senate,48,Blanks,,80,5,145,230
Jefferson,Lorraine 1,State Senate,48,Blanks,,9,0,46,55
Jefferson,Lyme 1,State Senate,48,Blanks,,21,0,56,77
Jefferson,Lyme 2,State Senate,48,Blanks,,36,2,72,110
Jefferson,Lyme 3,State Senate,48,Blanks,,11,0,47,58
Jefferson,Orleans 1,State Senate,48,Blanks,,31,0,86,117
Jefferson,Orleans 2,State Senate,48,Blanks,,34,1,80,115
Jefferson,Pamelia 1,State Senate,48,Blanks,,29,1,67,97
Jefferson,Pamelia 2,State Senate,48,Blanks,,29,0,99,128
Jefferson,Philadelphia 1,State Senate,48,Blanks,,23,1,50,74
Jefferson,Philadelphia 2,State Senate,48,Blanks,,10,0,41,51
Jefferson,Rodman 1,State Senate,48,Blanks,,19,1,63,83
Jefferson,Rutland 1,State Senate,48,Blanks,,20,1,48,69
Jefferson,Rutland 2,State Senate,48,Blanks,,20,0,66,86
Jefferson,Rutland 3,State Senate,48,Blanks,,9,2,17,28
Jefferson,Theresa 1,State Senate,48,Blanks,,43,3,167,213
Jefferson,Watertown 1,State Senate,48,Blanks,,90,0,159,249
Jefferson,Watertown 2,State Senate,48,Blanks,,75,0,90,165
Jefferson,Wilna 1,State Senate,48,Blanks,,56,2,139,197
Jefferson,Wilna 2,State Senate,48,Blanks,,1,0,6,7
Jefferson,Wilna 3,State Senate,48,Blanks,,3,0,13,16
Jefferson,Wilna 4,State Senate,48,Blanks,,6,0,26,32
Jefferson,Wilna 5,State Senate,48,Blanks,,16,0,53,69
Jefferson,Worth 1,State Senate,48,Blanks,,4,0,18,22
Jefferson,12~1,State Senate,48,Voids,,0,1,1,2
Jefferson,12~2,State Senate,48,Voids,,0,0,0,0
Jefferson,12~3,State Senate,48,Voids,,0,0,0,0
Jefferson,13~1,State Senate,48,Voids,,0,0,0,0
Jefferson,13~2,State Senate,48,Voids,,0,0,0,0
Jefferson,13~3,State Senate,48,Voids,,0,0,0,0
Jefferson,14~1,State Senate,48,Voids,,0,0,0,0
Jefferson,14~2,State Senate,48,Voids,,0,0,0,0
Jefferson,15~1,State Senate,48,Voids,,1,0,0,1
Jefferson,15~2,State Senate,48,Voids,,1,0,0,1
Jefferson,15~3,State Senate,48,Voids,,0,0,0,0
Jefferson,Adams 1,State Senate,48,Voids,,1,0,0,1
Jefferson,Adams 2,State Senate,48,Voids,,0,0,0,0
Jefferson,Adams 3 ,State Senate,48,Voids,,0,0,0,0
Jefferson,Alexandria 1,State Senate,48,Voids,,0,0,0,0
Jefferson,Alexandria 2,State Senate,48,Voids,,0,0,0,0
Jefferson,Alexandria 3,State Senate,48,Voids,,0,0,0,0
Jefferson,Antwerp 1,State Senate,48,Voids,,0,0,0,0
Jefferson,Antwerp 2,State Senate,48,Voids,,0,0,0,0
Jefferson,Brownville 1,State Senate,48,Voids,,0,0,0,0
Jefferson,Brownville 2,State Senate,48,Voids,,0,0,0,0
Jefferson,Brownville 3,State Senate,48,Voids,,0,0,0,0
Jefferson,Brownville 4,State Senate,48,Voids,,0,0,0,0
Jefferson,Brownville 5,State Senate,48,Voids,,0,0,0,0
Jefferson,Cape Vincent 1,State Senate,48,Voids,,0,0,0,0
Jefferson,Cape Vincent 2,State Senate,48,Voids,,0,0,0,0
Jefferson,Champion 1,State Senate,48,Voids,,0,0,0,0
Jefferson,Champion 2,State Senate,48,Voids,,0,0,0,0
Jefferson,Clayton 1,State Senate,48,Voids,,0,0,0,0
Jefferson,Clayton 2,State Senate,48,Voids,,0,0,0,0
Jefferson,Clayton 3,State Senate,48,Voids,,0,0,0,0
Jefferson,Ellisburg 1,State Senate,48,Voids,,0,0,0,0
Jefferson,Ellisburg 2,State Senate,48,Voids,,0,0,0,0
Jefferson,Ellisburg 3,State Senate,48,Voids,,0,0,0,0
Jefferson,Ellisburg 4,State Senate,48,Voids,,0,0,0,0
Jefferson,Henderson 1,State Senate,48,Voids,,0,0,0,0
Jefferson,Hounsfield 1,State Senate,48,Voids,,0,0,0,0
Jefferson,Hounsfield 2,State Senate,48,Voids,,0,0,0,0
Jefferson,LeRay 1,State Senate,48,Voids,,0,0,1,1
Jefferson,LeRay 2,State Senate,48,Voids,,0,0,0,0
Jefferson,LeRay 3,State Senate,48,Voids,,0,0,0,0
Jefferson,LeRay 4,State Senate,48,Voids,,0,0,0,0
Jefferson,LeRay 5,State Senate,48,Voids,,0,0,0,0
Jefferson,LeRay 6,State Senate,48,Voids,,0,0,0,0
Jefferson,LeRay 7,State Senate,48,Voids,,0,0,0,0
Jefferson,LeRay 8,State Senate,48,Voids,,1,0,0,1
Jefferson,Lorraine 1,State Senate,48,Voids,,0,0,0,0
Jefferson,Lyme 1,State Senate,48,Voids,,0,0,0,0
Jefferson,Lyme 2,State Senate,48,Voids,,0,0,0,0
Jefferson,Lyme 3,State Senate,48,Voids,,0,0,0,0
Jefferson,Orleans 1,State Senate,48,Voids,,0,0,1,1
Jefferson,Orleans 2,State Senate,48,Voids,,0,0,0,0
Jefferson,Pamelia 1,State Senate,48,Voids,,0,0,0,0
Jefferson,Pamelia 2,State Senate,48,Voids,,0,0,0,0
Jefferson,Philadelphia 1,State Senate,48,Voids,,0,0,0,0
Jefferson,Philadelphia 2,State Senate,48,Voids,,0,0,0,0
Jefferson,Rodman 1,State Senate,48,Voids,,0,0,0,0
Jefferson,Rutland 1,State Senate,48,Voids,,0,0,0,0
Jefferson,Rutland 2,State Senate,48,Voids,,0,0,0,0
Jefferson,Rutland 3,State Senate,48,Voids,,0,0,0,0
Jefferson,Theresa 1,State Senate,48,Voids,,0,1,0,1
Jefferson,Watertown 1,State Senate,48,Voids,,0,0,0,0
Jefferson,Watertown 2,State Senate,48,Voids,,1,0,0,1
Jefferson,Wilna 1,State Senate,48,Voids,,0,0,0,0
Jefferson,Wilna 2,State Senate,48,Voids,,0,0,0,0
Jefferson,Wilna 3,State Senate,48,Voids,,0,0,0,0
Jefferson,Wilna 4,State Senate,48,Voids,,1,0,0,1
Jefferson,Wilna 5,State Senate,48,Voids,,0,0,0,0
Jefferson,Worth 1,State Senate,48,Voids,,0,0,0,0
Jefferson,12~1,State Assembly,116,Alex V. Hammond,DEM,151,8,291,450
Jefferson,12~2,State Assembly,116,Alex V. Hammond,DEM,95,6,269,370
Jefferson,12~3,State Assembly,116,Alex V. Hammond,DEM,96,3,177,276
Jefferson,13~1,State Assembly,116,Alex V. Hammond,DEM,95,4,252,351
Jefferson,13~2,State Assembly,116,Alex V. Hammond,DEM,111,1,263,375
Jefferson,13~3,State Assembly,116,Alex V. Hammond,DEM,61,2,173,236
Jefferson,14~1,State Assembly,116,Alex V. Hammond,DEM,79,3,206,288
Jefferson,14~2,State Assembly,116,Alex V. Hammond,DEM,58,3,105,166
Jefferson,15~1,State Assembly,116,Alex V. Hammond,DEM,100,6,242,348
Jefferson,15~2,State Assembly,116,Alex V. Hammond,DEM,100,5,278,383
Jefferson,15~3,State Assembly,116,Alex V. Hammond,DEM,36,2,87,125
Jefferson,Alexandria 1,State Assembly,116,Alex V. Hammond,DEM,47,1,160,208
Jefferson,Alexandria 2,State Assembly,116,Alex V. Hammond,DEM,62,0,128,190
Jefferson,Alexandria 3,State Assembly,116,Alex V. Hammond,DEM,58,2,214,274
Jefferson,Antwerp 1,State Assembly,116,Alex V. Hammond,DEM,13,0,50,63
Jefferson,Antwerp 2,State Assembly,116,Alex V. Hammond,DEM,31,1,83,115
Jefferson,Brownville 1,State Assembly,116,Alex V. Hammond,DEM,40,0,109,149
Jefferson,Brownville 2,State Assembly,116,Alex V. Hammond,DEM,34,0,94,128
Jefferson,Brownville 3,State Assembly,116,Alex V. Hammond,DEM,38,0,138,176
Jefferson,Brownville 4,State Assembly,116,Alex V. Hammond,DEM,37,2,100,139
Jefferson,Brownville 5,State Assembly,116,Alex V. Hammond,DEM,58,2,142,202
Jefferson,Cape Vincent 1,State Assembly,116,Alex V. Hammond,DEM,44,1,119,164
Jefferson,Cape Vincent 2,State Assembly,116,Alex V. Hammond,DEM,112,2,171,285
Jefferson,Clayton 1,State Assembly,116,Alex V. Hammond,DEM,29,0,86,115
Jefferson,Clayton 2,State Assembly,116,Alex V. Hammond,DEM,85,3,237,325
Jefferson,Clayton 3,State Assembly,116,Alex V. Hammond,DEM,98,5,230,333
Jefferson,Hounsfield 1,State Assembly,116,Alex V. Hammond,DEM,92,6,216,314
Jefferson,Hounsfield 2,State Assembly,116,Alex V. Hammond,DEM,97,2,165,264
Jefferson,Lyme 1,State Assembly,116,Alex V. Hammond,DEM,33,0,83,116
Jefferson,Lyme 2,State Assembly,116,Alex V. Hammond,DEM,52,2,137,191
Jefferson,Lyme 3,State Assembly,116,Alex V. Hammond,DEM,17,0,53,70
Jefferson,Orleans 1,State Assembly,116,Alex V. Hammond,DEM,48,1,154,203
Jefferson,Orleans 2,State Assembly,116,Alex V. Hammond,DEM,67,2,124,193
Jefferson,Pamelia 1,State Assembly,116,Alex V. Hammond,DEM,53,2,114,169
Jefferson,Pamelia 2,State Assembly,116,Alex V. Hammond,DEM,52,1,156,209
Jefferson,Philadelphia 1,State Assembly,116,Alex V. Hammond,DEM,35,0,91,126
Jefferson,Philadelphia 2,State Assembly,116,Alex V. Hammond,DEM,20,0,72,92
Jefferson,Theresa 1,State Assembly,116,Alex V. Hammond,DEM,76,3,237,316
Jefferson,12~1,State Assembly,116,Mark C. Walczyk,REP,112,5,436,553
Jefferson,12~2,State Assembly,116,Mark C. Walczyk,REP,59,7,417,483
Jefferson,12~3,State Assembly,116,Mark C. Walczyk,REP,70,5,349,424
Jefferson,13~1,State Assembly,116,Mark C. Walczyk,REP,45,3,359,407
Jefferson,13~2,State Assembly,116,Mark C. Walczyk,REP,57,4,350,411
Jefferson,13~3,State Assembly,116,Mark C. Walczyk,REP,36,11,256,303
Jefferson,14~1,State Assembly,116,Mark C. Walczyk,REP,56,9,367,432
Jefferson,14~2,State Assembly,116,Mark C. Walczyk,REP,37,5,171,213
Jefferson,15~1,State Assembly,116,Mark C. Walczyk,REP,57,7,369,433
Jefferson,15~2,State Assembly,116,Mark C. Walczyk,REP,58,9,446,513
Jefferson,15~3,State Assembly,116,Mark C. Walczyk,REP,14,7,114,135
Jefferson,Alexandria 1,State Assembly,116,Mark C. Walczyk,REP,39,8,253,300
Jefferson,Alexandria 2,State Assembly,116,Mark C. Walczyk,REP,84,1,304,389
Jefferson,Alexandria 3,State Assembly,116,Mark C. Walczyk,REP,53,8,537,598
Jefferson,Antwerp 1,State Assembly,116,Mark C. Walczyk,REP,15,1,144,160
Jefferson,Antwerp 2,State Assembly,116,Mark C. Walczyk,REP,22,4,333,359
Jefferson,Brownville 1,State Assembly,116,Mark C. Walczyk,REP,34,2,368,404
Jefferson,Brownville 2,State Assembly,116,Mark C. Walczyk,REP,23,0,271,294
Jefferson,Brownville 3,State Assembly,116,Mark C. Walczyk,REP,34,5,437,476
Jefferson,Brownville 4,State Assembly,116,Mark C. Walczyk,REP,41,1,243,285
Jefferson,Brownville 5,State Assembly,116,Mark C. Walczyk,REP,55,5,452,512
Jefferson,Cape Vincent 1,State Assembly,116,Mark C. Walczyk,REP,25,9,233,267
Jefferson,Cape Vincent 2,State Assembly,116,Mark C. Walczyk,REP,139,11,452,602
Jefferson,Clayton 1,State Assembly,116,Mark C. Walczyk,REP,37,8,384,429
