county,precinct,office,district,party,candidate,votes,public_counter_votes,emergency_votes,absentee_military_votes,federal_votes,affidavit_votes,manually_counted_emergency,special_presidential
Richmond,1~61,President,,Green,Howie Hawkins / Angela Nicole Walker,2,651,,147,0,2,2,0,
Richmond,1~61,State Senate,23,Conservative,Justin DeFillippo,43,651,,147,0,2,2,0,
Richmond,1~61,State Assembly,61,Democratic,Charles D. Fall,652,651,,147,0,2,2,0,
Richmond,1~61,President,,Conservative,Donald J. Trump / Michael R. Pence,12,651,,147,0,2,2,0,
Richmond,1~61,State Senate,23,Independence,Diane J. Savino,7,651,,147,0,2,2,0,
Richmond,1~61,President,,Republican,Donald J. Trump / Michael R. Pence,83,651,,147,0,2,2,0,
Richmond,1~61,U.S. House,11,Democratic,Max N. Rose,673,651,,147,0,2,2,0,
Richmond,1~61,State Senate,23,SAM,John Jairo Rodriguez,11,651,,147,0,2,2,0,
Richmond,1~61,State Assembly,61,Independence,Charles D. Fall,9,651,,147,0,2,2,0,
Richmond,1~61,President,,Libertarian,Jo Jorgensen / Jeremy Cohen,2,651,,147,0,2,2,0,
Richmond,1~61,U.S. House,11,Republican,Nicole Malliotakis,76,651,,147,0,2,2,0,
Richmond,1~61,U.S. House,11,Independence,Max N. Rose,9,651,,147,0,2,2,0,
Richmond,1~61,State Assembly,61,Republican,Paul Ciurcina Jr.,70,651,,147,0,2,2,0,
Richmond,1~61,President,,Democratic,Joseph R. Biden / Kamala D. Harris,649,651,,147,0,2,2,0,
Richmond,1~61,President,,Working Families,Joseph R. Biden / Kamala D. Harris,46,651,,147,0,2,2,0,
Richmond,1~61,U.S. House,11,Conservative,Nicole Malliotakis,13,651,,147,0,2,2,0,
Richmond,1~61,State Senate,23,Democratic,Diane J. Savino,651,651,,147,0,2,2,0,
Richmond,1~61,State Assembly,61,Conservative,Paul Ciurcina Jr.,10,651,,147,0,2,2,0,
Richmond,1~61,President,,Independence,Brock Pierce / Karla Ballard,0,651,,147,0,2,2,0,
Richmond,2~61,President,,Green,Howie Hawkins / Angela Nicole Walker,5,749,,168,0,1,3,1,
Richmond,2~61,State Senate,23,Conservative,Justin DeFillippo,90,749,,168,0,1,3,1,
Richmond,2~61,State Assembly,61,Democratic,Charles D. Fall,682,749,,168,0,1,3,1,
Richmond,2~61,President,,Conservative,Donald J. Trump / Michael R. Pence,14,749,,168,0,1,3,1,
Richmond,2~61,State Senate,23,Independence,Diane J. Savino,15,749,,168,0,1,3,1,
Richmond,2~61,President,,Republican,Donald J. Trump / Michael R. Pence,172,749,,168,0,1,3,1,
Richmond,2~61,U.S. House,11,Democratic,Max N. Rose,712,749,,168,0,1,3,1,
Richmond,2~61,State Senate,23,SAM,John Jairo Rodriguez,18,749,,168,0,1,3,1,
Richmond,2~61,State Assembly,61,Independence,Charles D. Fall,17,749,,168,0,1,3,1,
Richmond,2~61,President,,Libertarian,Jo Jorgensen / Jeremy Cohen,7,749,,168,0,1,3,1,
Richmond,2~61,U.S. House,11,Republican,Nicole Malliotakis,136,749,,168,0,1,3,1,
Richmond,2~61,U.S. House,11,Independence,Max N. Rose,14,749,,168,0,1,3,1,
Richmond,2~61,State Assembly,61,Republican,Paul Ciurcina Jr.,137,749,,168,0,1,3,1,
Richmond,2~61,President,,Democratic,Joseph R. Biden / Kamala D. Harris,636,749,,168,0,1,3,1,
Richmond,2~61,President,,Working Families,Joseph R. Biden / Kamala D. Harris,71,749,,168,0,1,3,1,
Richmond,2~61,U.S. House,11,Conservative,Nicole Malliotakis,18,749,,168,0,1,3,1,
Richmond,2~61,State Senate,23,Democratic,Diane J. Savino,684,749,,168,0,1,3,1,
Richmond,2~61,State Assembly,61,Conservative,Paul Ciurcina Jr.,18,749,,168,0,1,3,1,
Richmond,2~61,President,,Independence,Brock Pierce / Karla Ballard,0,749,,168,0,1,3,1,
Richmond,3~61,President,,Green,Howie Hawkins / Angela Nicole Walker,4,630,,149,0,8,1,0,
Richmond,3~61,State Senate,23,Conservative,Justin DeFillippo,61,630,,149,0,8,1,0,
Richmond,3~61,State Assembly,61,Democratic,Charles D. Fall,603,630,,149,0,8,1,0,
Richmond,3~61,President,,Conservative,Donald J. Trump / Michael R. Pence,21,630,,149,0,8,1,0,
Richmond,3~61,State Senate,23,Independence,Diane J. Savino,14,630,,149,0,8,1,0,
Richmond,3~61,President,,Republican,Donald J. Trump / Michael R. Pence,117,630,,149,0,8,1,0,
Richmond,3~61,U.S. House,11,Democratic,Max N. Rose,637,630,,149,0,8,1,0,
Richmond,3~61,State Senate,23,SAM,John Jairo Rodriguez,23,630,,149,0,8,1,0,
Richmond,3~61,State Assembly,61,Independence,Charles D. Fall,19,630,,149,0,8,1,0,
Richmond,3~61,President,,Libertarian,Jo Jorgensen / Jeremy Cohen,0,630,,149,0,8,1,0,
Richmond,3~61,U.S. House,11,Republican,Nicole Malliotakis,103,630,,149,0,8,1,0,
Richmond,3~61,U.S. House,11,Independence,Max N. Rose,13,630,,149,0,8,1,0,
Richmond,3~61,State Assembly,61,Republican,Paul Ciurcina Jr.,105,630,,149,0,8,1,0,
Richmond,3~61,President,,Democratic,Joseph R. Biden / Kamala D. Harris,579,630,,149,0,8,1,0,
Richmond,3~61,President,,Working Families,Joseph R. Biden / Kamala D. Harris,61,630,,149,0,8,1,0,
Richmond,3~61,U.S. House,11,Conservative,Nicole Malliotakis,20,630,,149,0,8,1,0,
Richmond,3~61,State Senate,23,Democratic,Diane J. Savino,609,630,,149,0,8,1,0,
Richmond,3~61,State Assembly,61,Conservative,Paul Ciurcina Jr.,21,630,,149,0,8,1,0,
Richmond,3~61,President,,Independence,Brock Pierce / Karla Ballard,0,630,,149,0,8,1,0,
