county,precinct,office,district,candidate,party,votes,early_voting,absentee,hand_count
Herkimer,Town of Herkimer 3 LD 2,U.S. House,22,Anthony Brindisi,DEM,116,85,28,3
Herkimer,Town of Herkimer 4 LD 2,U.S. House,22,Anthony Brindisi,DEM,107,64,41,2
Herkimer,Town of Herkimer 5 LD 1,U.S. House,22,Anthony Brindisi,DEM,171,138,30,3
Herkimer,Town of Herkimer 6 LD 3,U.S. House,22,Anthony Brindisi,DEM,327,244,83,0
Herkimer,Town of Herkimer 7 LD 3,U.S. House,22,Anthony Brindisi,DEM,183,128,54,1
Herkimer,Town of Herkimer 8 LD 1,U.S. House,22,Anthony Brindisi,DEM,165,129,31,5
Herkimer,Town of Herkimer 9 LD 3,U.S. House,22,Anthony Brindisi,DEM,211,134,74,3
Herkimer,Town of Litchfield 1 LD 13,U.S. House,22,Anthony Brindisi,DEM,221,186,34,1
Herkimer,Town of Little Falls 1 LD 14,U.S. House,22,Anthony Brindisi,DEM,268,211,52,5
Herkimer,Town of Manheim 3 LD 10,U.S. House,22,Anthony Brindisi,DEM,152,112,36,4
Herkimer,Town of Newport 1 LD 17,U.S. House,22,Anthony Brindisi,DEM,356,285,70,1
Herkimer,Town of Norway 1 LD 16,U.S. House,22,Anthony Brindisi,DEM,110,93,15,2
Herkimer,Town of Russia 3 LD 17,U.S. House,22,Anthony Brindisi,DEM,61,56,5,0
Herkimer,Town of Schuyler 1 LD 11,U.S. House,22,Anthony Brindisi,DEM,196,152,40,4
Herkimer,Town of Schuyler 2 LD 11,U.S. House,22,Anthony Brindisi,DEM,210,151,59,0
Herkimer,Town of Schuyler 3 LD 11,U.S. House,22,Anthony Brindisi,DEM,144,128,16,0
Herkimer,Town of Stark 1 LD 14,U.S. House,22,Anthony Brindisi,DEM,123,101,21,1
Herkimer,Town of Warren 1 LD 7,U.S. House,22,Anthony Brindisi,DEM,130,102,28,0
Herkimer,Town of Winfield 1 LD 13,U.S. House,22,Anthony Brindisi,DEM,165,133,28,4
Herkimer,Town of Winfield 2 LD 13,U.S. House,22,Anthony Brindisi,DEM,183,132,51,0
Herkimer,City of Little Falls Ward 1 1 LD 12,U.S. House,22,Anthony Brindisi,WOR,28,20,7,1
Herkimer,City of Little Falls Ward 2 1 LD 12,U.S. House,22,Anthony Brindisi,WOR,14,12,1,1
Herkimer,City of Little Falls Ward 3 1 LD 12,U.S. House,22,Anthony Brindisi,WOR,8,7,1,0
Herkimer,City of Little Falls Ward 3 2 LD 10,U.S. House,22,Anthony Brindisi,WOR,16,14,2,0
Herkimer,City of Little Falls Ward 4 1 LD 12,U.S. House,22,Anthony Brindisi,WOR,12,8,4,0
Herkimer,Town of Columbia 1 LD 7,U.S. House,22,Anthony Brindisi,WOR,19,13,6,0
Herkimer,Town of Columbia 2 LD 13,U.S. House,22,Anthony Brindisi,WOR,5,4,1,0
Herkimer,Town of Danube 1 LD 14,U.S. House,22,Anthony Brindisi,WOR,8,6,2,0
Herkimer,Town of Fairfield 1 LD 16,U.S. House,22,Anthony Brindisi,WOR,13,12,1,0
Herkimer,Town of Frankfort 1 LD 8,U.S. House,22,Anthony Brindisi,WOR,8,8,0,0
Herkimer,Town of Frankfort 2 LD 9,U.S. House,22,Anthony Brindisi,WOR,21,15,6,0
Herkimer,Town of Frankfort 3 LD 9,U.S. House,22,Anthony Brindisi,WOR,15,13,0,2
Herkimer,Town of Frankfort 4 LD 8,U.S. House,22,Anthony Brindisi,WOR,9,5,4,0
Herkimer,Town of Frankfort 5 LD 8,U.S. House,22,Anthony Brindisi,WOR,27,20,7,0
Herkimer,Town of Frankfort 6 LD 9,U.S. House,22,Anthony Brindisi,WOR,25,17,8,0
Herkimer,Town of German Flatts 1 LD 7,U.S. House,22,Anthony Brindisi,WOR,16,14,2,0
Herkimer,Town of German Flatts 2 LD 1,U.S. House,22,Anthony Brindisi,WOR,22,20,1,1
Herkimer,Town of German Flatts 3 LD 4,U.S. House,22,Anthony Brindisi,WOR,30,23,7,0
Herkimer,Town of German Flatts 4 LD 5,U.S. House,22,Anthony Brindisi,WOR,4,4,0,0
Herkimer,Town of German Flatts 5 LD 6,U.S. House,22,Anthony Brindisi,WOR,6,6,0,0
Herkimer,Town of German Flatts 6 LD 6,U.S. House,22,Anthony Brindisi,WOR,12,9,3,0
Herkimer,Town of German Flatts 7 LD 4,U.S. House,22,Anthony Brindisi,WOR,5,5,0,0
Herkimer,Town of German Flatts 8 LD 5,U.S. House,22,Anthony Brindisi,WOR,12,11,0,1
Herkimer,Town of German Flatts 9 LD 4,U.S. House,22,Anthony Brindisi,WOR,10,8,2,0
Herkimer,Town of German Flatts 10 LD 5,U.S. House,22,Anthony Brindisi,WOR,8,8,0,0
Herkimer,Town of German Flatts 11 LD 6,U.S. House,22,Anthony Brindisi,WOR,24,22,2,0
Herkimer,Town of German Flatts 12 LD 6,U.S. House,22,Anthony Brindisi,WOR,11,6,5,0
Herkimer,Town of German Flatts 13 LD 5,U.S. House,22,Anthony Brindisi,WOR,7,4,3,0
Herkimer,Town of German Flatts 14 LD 5,U.S. House,22,Anthony Brindisi,WOR,11,11,0,0
Herkimer,Town of Herkimer 1 LD 2,U.S. House,22,Anthony Brindisi,WOR,17,14,2,1
Herkimer,Town of Herkimer 2 LD 2,U.S. House,22,Anthony Brindisi,WOR,13,8,4,1
Herkimer,Town of Herkimer 3 LD 2,U.S. House,22,Anthony Brindisi,WOR,14,11,2,1
Herkimer,Town of Herkimer 4 LD 2,U.S. House,22,Anthony Brindisi,WOR,13,12,1,0
Herkimer,Town of Herkimer 5 LD 1,U.S. House,22,Anthony Brindisi,WOR,19,16,3,0
Herkimer,Town of Herkimer 6 LD 3,U.S. House,22,Anthony Brindisi,WOR,24,17,7,0
Herkimer,Town of Herkimer 7 LD 3,U.S. House,22,Anthony Brindisi,WOR,11,10,1,0
Herkimer,Town of Herkimer 8 LD 1,U.S. House,22,Anthony Brindisi,WOR,17,14,3,0
Herkimer,Town of Herkimer 9 LD 3,U.S. House,22,Anthony Brindisi,WOR,10,7,2,1
Herkimer,Town of Litchfield 1 LD 13,U.S. House,22,Anthony Brindisi,WOR,15,12,3,0
Herkimer,Town of Little Falls 1 LD 14,U.S. House,22,Anthony Brindisi,WOR,25,22,3,0
Herkimer,Town of Manheim 3 LD 10,U.S. House,22,Anthony Brindisi,WOR,7,6,1,0
Herkimer,Town of Newport 1 LD 17,U.S. House,22,Anthony Brindisi,WOR,31,28,2,1
Herkimer,Town of Norway 1 LD 16,U.S. House,22,Anthony Brindisi,WOR,9,5,4,0
Herkimer,Town of Russia 3 LD 17,U.S. House,22,Anthony Brindisi,WOR,4,4,0,0
Herkimer,Town of Schuyler 1 LD 11,U.S. House,22,Anthony Brindisi,WOR,18,15,2,1
Herkimer,Town of Schuyler 2 LD 11,U.S. House,22,Anthony Brindisi,WOR,19,10,9,0
Herkimer,Town of Schuyler 3 LD 11,U.S. House,22,Anthony Brindisi,WOR,9,9,0,0
Herkimer,Town of Stark 1 LD 14,U.S. House,22,Anthony Brindisi,WOR,10,10,0,0
Herkimer,Town of Warren 1 LD 7,U.S. House,22,Anthony Brindisi,WOR,11,9,2,0
Herkimer,Town of Winfield 1 LD 13,U.S. House,22,Anthony Brindisi,WOR,19,15,3,1
Herkimer,Town of Winfield 2 LD 13,U.S. House,22,Anthony Brindisi,WOR,10,6,4,0
Herkimer,City of Little Falls Ward 1 1 LD 12,U.S. House,22,Anthony Brindisi,IND,12,11,1,0
Herkimer,City of Little Falls Ward 2 1 LD 12,U.S. House,22,Anthony Brindisi,IND,10,7,3,0
Herkimer,City of Little Falls Ward 3 1 LD 12,U.S. House,22,Anthony Brindisi,IND,7,5,2,0
Herkimer,City of Little Falls Ward 3 2 LD 10,U.S. House,22,Anthony Brindisi,IND,2,1,1,0
Herkimer,City of Little Falls Ward 4 1 LD 12,U.S. House,22,Anthony Brindisi,IND,7,6,1,0
Herkimer,Town of Columbia 1 LD 7,U.S. House,22,Anthony Brindisi,IND,8,5,3,0
Herkimer,Town of Columbia 2 LD 13,U.S. House,22,Anthony Brindisi,IND,6,5,1,0
Herkimer,Town of Danube 1 LD 14,U.S. House,22,Anthony Brindisi,IND,8,7,1,0
Herkimer,Town of Fairfield 1 LD 16,U.S. House,22,Anthony Brindisi,IND,5,3,2,0
Herkimer,Town of Frankfort 1 LD 8,U.S. House,22,Anthony Brindisi,IND,7,7,0,0
Herkimer,Town of Frankfort 2 LD 9,U.S. House,22,Anthony Brindisi,IND,7,7,0,0
Herkimer,Town of Frankfort 3 LD 9,U.S. House,22,Anthony Brindisi,IND,3,3,0,0
Herkimer,Town of Frankfort 4 LD 8,U.S. House,22,Anthony Brindisi,IND,6,5,1,0
Herkimer,Town of Frankfort 5 LD 8,U.S. House,22,Anthony Brindisi,IND,14,13,1,0
Herkimer,Town of Frankfort 6 LD 9,U.S. House,22,Anthony Brindisi,IND,9,7,2,0
Herkimer,Town of German Flatts 1 LD 7,U.S. House,22,Anthony Brindisi,IND,12,8,3,1
Herkimer,Town of German Flatts 2 LD 1,U.S. House,22,Anthony Brindisi,IND,5,5,0,0
Herkimer,Town of German Flatts 3 LD 4,U.S. House,22,Anthony Brindisi,IND,14,11,3,0
Herkimer,Town of German Flatts 4 LD 5,U.S. House,22,Anthony Brindisi,IND,4,4,0,0
Herkimer,Town of German Flatts 5 LD 6,U.S. House,22,Anthony Brindisi,IND,1,0,1,0
Herkimer,Town of German Flatts 6 LD 6,U.S. House,22,Anthony Brindisi,IND,11,6,5,0
Herkimer,Town of German Flatts 7 LD 4,U.S. House,22,Anthony Brindisi,IND,5,4,0,1
Herkimer,Town of German Flatts 8 LD 5,U.S. House,22,Anthony Brindisi,IND,3,3,0,0
Herkimer,Town of German Flatts 9 LD 4,U.S. House,22,Anthony Brindisi,IND,7,4,3,0
Herkimer,Town of German Flatts 10 LD 5,U.S. House,22,Anthony Brindisi,IND,0,0,0,0
Herkimer,Town of German Flatts 11 LD 6,U.S. House,22,Anthony Brindisi,IND,4,4,0,0
Herkimer,Town of German Flatts 12 LD 6,U.S. House,22,Anthony Brindisi,IND,3,2,1,0
Herkimer,Town of German Flatts 13 LD 5,U.S. House,22,Anthony Brindisi,IND,9,8,1,0
Herkimer,Town of German Flatts 14 LD 5,U.S. House,22,Anthony Brindisi,IND,3,3,0,0
Herkimer,Town of Herkimer 1 LD 2,U.S. House,22,Anthony Brindisi,IND,7,7,0,0
Herkimer,Town of Herkimer 2 LD 2,U.S. House,22,Anthony Brindisi,IND,1,1,0,0
Herkimer,Town of Herkimer 3 LD 2,U.S. House,22,Anthony Brindisi,IND,4,4,0,0
Herkimer,Town of Herkimer 4 LD 2,U.S. House,22,Anthony Brindisi,IND,5,4,1,0
Herkimer,Town of Herkimer 5 LD 1,U.S. House,22,Anthony Brindisi,IND,13,9,4,0
Herkimer,Town of Herkimer 6 LD 3,U.S. House,22,Anthony Brindisi,IND,14,12,2,0
Herkimer,Town of Herkimer 7 LD 3,U.S. House,22,Anthony Brindisi,IND,10,7,3,0
Herkimer,Town of Herkimer 8 LD 1,U.S. House,22,Anthony Brindisi,IND,3,3,0,0
Herkimer,Town of Herkimer 9 LD 3,U.S. House,22,Anthony Brindisi,IND,3,3,0,0
Herkimer,Town of Litchfield 1 LD 13,U.S. House,22,Anthony Brindisi,IND,10,10,0,0
Herkimer,Town of Little Falls 1 LD 14,U.S. House,22,Anthony Brindisi,IND,2,2,0,0
Herkimer,Town of Manheim 3 LD 10,U.S. House,22,Anthony Brindisi,IND,3,2,1,0
Herkimer,Town of Newport 1 LD 17,U.S. House,22,Anthony Brindisi,IND,15,12,3,0
Herkimer,Town of Norway 1 LD 16,U.S. House,22,Anthony Brindisi,IND,1,1,0,0
Herkimer,Town of Russia 3 LD 17,U.S. House,22,Anthony Brindisi,IND,0,0,0,0
Herkimer,Town of Schuyler 1 LD 11,U.S. House,22,Anthony Brindisi,IND,4,4,0,0
Herkimer,Town of Schuyler 2 LD 11,U.S. House,22,Anthony Brindisi,IND,8,5,3,0
Herkimer,Town of Schuyler 3 LD 11,U.S. House,22,Anthony Brindisi,IND,10,7,3,0
Herkimer,Town of Stark 1 LD 14,U.S. House,22,Anthony Brindisi,IND,5,5,0,0
Herkimer,Town of Warren 1 LD 7,U.S. House,22,Anthony Brindisi,IND,9,8,1,0
Herkimer,Town of Winfield 1 LD 13,U.S. House,22,Anthony Brindisi,IND,6,5,1,0
Herkimer,Town of Winfield 2 LD 13,U.S. House,22,Anthony Brindisi,IND,6,6,0,0
Herkimer,City of Little Falls Ward 1 1 LD 12,U.S. House,22,Claudia Tenney,REP,198,178,17,3
Herkimer,City of Little Falls Ward 2 1 LD 12,U.S. House,22,Claudia Tenney,REP,223,195,25,3
Herkimer,City of Little Falls Ward 3 1 LD 12,U.S. House,22,Claudia Tenney,REP,43,32,8,3
Herkimer,City of Little Falls Ward 3 2 LD 10,U.S. House,22,Claudia Tenney,REP,117,112,5,0
Herkimer,City of Little Falls Ward 4 1 LD 12,U.S. House,22,Claudia Tenney,REP,141,131,9,1
Herkimer,Town of Columbia 1 LD 7,U.S. House,22,Claudia Tenney,REP,420,395,25,0
Herkimer,Town of Columbia 2 LD 13,U.S. House,22,Claudia Tenney,REP,138,131,6,1
Herkimer,Town of Danube 1 LD 14,U.S. House,22,Claudia Tenney,REP,270,249,19,2
Herkimer,Town of Fairfield 1 LD 16,U.S. House,22,Claudia Tenney,REP,515,468,43,4
Herkimer,Town of Frankfort 1 LD 8,U.S. House,22,Claudia Tenney,REP,214,191,17,6
Herkimer,Town of Frankfort 2 LD 9,U.S. House,22,Claudia Tenney,REP,240,223,14,3
Herkimer,Town of Frankfort 3 LD 9,U.S. House,22,Claudia Tenney,REP,268,234,32,2
Herkimer,Town of Frankfort 4 LD 8,U.S. House,22,Claudia Tenney,REP,341,290,43,8
Herkimer,Town of Frankfort 5 LD 8,U.S. House,22,Claudia Tenney,REP,430,401,19,10
Herkimer,Town of Frankfort 6 LD 9,U.S. House,22,Claudia Tenney,REP,429,396,26,7
Herkimer,Town of German Flatts 1 LD 7,U.S. House,22,Claudia Tenney,REP,380,344,30,6
Herkimer,Town of German Flatts 2 LD 1,U.S. House,22,Claudia Tenney,REP,243,226,16,1
Herkimer,Town of German Flatts 3 LD 4,U.S. House,22,Claudia Tenney,REP,404,366,31,7
Herkimer,Town of German Flatts 4 LD 5,U.S. House,22,Claudia Tenney,REP,107,97,8,2
Herkimer,Town of German Flatts 5 LD 6,U.S. House,22,Claudia Tenney,REP,54,51,3,0
Herkimer,Town of German Flatts 6 LD 6,U.S. House,22,Claudia Tenney,REP,118,106,11,1
Herkimer,Town of German Flatts 7 LD 4,U.S. House,22,Claudia Tenney,REP,126,118,7,1
Herkimer,Town of German Flatts 8 LD 5,U.S. House,22,Claudia Tenney,REP,184,174,10,0
Herkimer,Town of German Flatts 9 LD 4,U.S. House,22,Claudia Tenney,REP,144,131,7,6
Herkimer,Town of German Flatts 10 LD 5,U.S. House,22,Claudia Tenney,REP,97,92,4,1
Herkimer,Town of German Flatts 11 LD 6,U.S. House,22,Claudia Tenney,REP,253,239,14,0
Herkimer,Town of German Flatts 12 LD 6,U.S. House,22,Claudia Tenney,REP,219,207,12,0
Herkimer,Town of German Flatts 13 LD 5,U.S. House,22,Claudia Tenney,REP,272,241,31,0
Herkimer,Town of German Flatts 14 LD 5,U.S. House,22,Claudia Tenney,REP,248,224,22,2
Herkimer,Town of Herkimer 1 LD 2,U.S. House,22,Claudia Tenney,REP,437,384,52,1
Herkimer,Town of Herkimer 2 LD 2,U.S. House,22,Claudia Tenney,REP,113,94,16,3
Herkimer,Town of Herkimer 3 LD 2,U.S. House,22,Claudia Tenney,REP,96,87,8,1
Herkimer,Town of Herkimer 4 LD 2,U.S. House,22,Claudia Tenney,REP,104,88,14,2
Herkimer,Town of Herkimer 5 LD 1,U.S. House,22,Claudia Tenney,REP,214,192,22,0
Herkimer,Town of Herkimer 6 LD 3,U.S. House,22,Claudia Tenney,REP,344,303,40,1
Herkimer,Town of Herkimer 7 LD 3,U.S. House,22,Claudia Tenney,REP,181,155,26,0
Herkimer,Town of Herkimer 8 LD 1,U.S. House,22,Claudia Tenney,REP,121,102,17,2
Herkimer,Town of Herkimer 9 LD 3,U.S. House,22,Claudia Tenney,REP,215,179,35,1
Herkimer,Town of Litchfield 1 LD 13,U.S. House,22,Claudia Tenney,REP,475,437,37,1
Herkimer,Town of Little Falls 1 LD 14,U.S. House,22,Claudia Tenney,REP,428,403,25,0
Herkimer,Town of Manheim 3 LD 10,U.S. House,22,Claudia Tenney,REP,177,171,4,2
Herkimer,Town of Newport 1 LD 17,U.S. House,22,Claudia Tenney,REP,605,563,41,1
Herkimer,Town of Norway 1 LD 16,U.S. House,22,Claudia Tenney,REP,255,242,12,1
Herkimer,Town of Russia 3 LD 17,U.S. House,22,Claudia Tenney,REP,100,94,6,0
Herkimer,Town of Schuyler 1 LD 11,U.S. House,22,Claudia Tenney,REP,181,167,12,2
Herkimer,Town of Schuyler 2 LD 11,U.S. House,22,Claudia Tenney,REP,391,349,39,3
Herkimer,Town of Schuyler 3 LD 11,U.S. House,22,Claudia Tenney,REP,318,296,22,0
Herkimer,Town of Stark 1 LD 14,U.S. House,22,Claudia Tenney,REP,187,176,9,2
Herkimer,Town of Warren 1 LD 7,U.S. House,22,Claudia Tenney,REP,284,259,25,0
Herkimer,Town of Winfield 1 LD 13,U.S. House,22,Claudia Tenney,REP,279,256,20,3
Herkimer,Town of Winfield 2 LD 13,U.S. House,22,Claudia Tenney,REP,270,248,21,1
Herkimer,City of Little Falls Ward 1 1 LD 12,U.S. House,22,Claudia Tenney,CON,29,25,3,1
Herkimer,City of Little Falls Ward 2 1 LD 12,U.S. House,22,Claudia Tenney,CON,35,24,11,0
Herkimer,City of Little Falls Ward 3 1 LD 12,U.S. House,22,Claudia Tenney,CON,14,11,3,0
Herkimer,City of Little Falls Ward 3 2 LD 10,U.S. House,22,Claudia Tenney,CON,16,16,0,0
Herkimer,City of Little Falls Ward 4 1 LD 12,U.S. House,22,Claudia Tenney,CON,20,18,2,0
Herkimer,Town of Columbia 1 LD 7,U.S. House,22,Claudia Tenney,CON,30,28,2,0
Herkimer,Town of Columbia 2 LD 13,U.S. House,22,Claudia Tenney,CON,12,12,0,0
Herkimer,Town of Danube 1 LD 14,U.S. House,22,Claudia Tenney,CON,27,24,3,0
Herkimer,Town of Fairfield 1 LD 16,U.S. House,22,Claudia Tenney,CON,30,29,1,0
Herkimer,Town of Frankfort 1 LD 8,U.S. House,22,Claudia Tenney,CON,19,16,2,1
Herkimer,Town of Frankfort 2 LD 9,U.S. House,22,Claudia Tenney,CON,27,26,1,0
Herkimer,Town of Frankfort 3 LD 9,U.S. House,22,Claudia Tenney,CON,28,24,2,2
Herkimer,Town of Frankfort 4 LD 8,U.S. House,22,Claudia Tenney,CON,25,25,0,0
Herkimer,Town of Frankfort 5 LD 8,U.S. House,22,Claudia Tenney,CON,60,51,8,1
Herkimer,Town of Frankfort 6 LD 9,U.S. House,22,Claudia Tenney,CON,17,17,0,0
Herkimer,Town of German Flatts 1 LD 7,U.S. House,22,Claudia Tenney,CON,28,24,2,2
Herkimer,Town of German Flatts 2 LD 1,U.S. House,22,Claudia Tenney,CON,13,12,1,0
Herkimer,Town of German Flatts 3 LD 4,U.S. House,22,Claudia Tenney,CON,26,24,1,1
Herkimer,Town of German Flatts 4 LD 5,U.S. House,22,Claudia Tenney,CON,3,3,0,0
Herkimer,Town of German Flatts 5 LD 6,U.S. House,22,Claudia Tenney,CON,5,5,0,0
Herkimer,Town of German Flatts 6 LD 6,U.S. House,22,Claudia Tenney,CON,13,11,2,0
Herkimer,Town of German Flatts 7 LD 4,U.S. House,22,Claudia Tenney,CON,9,8,1,0
Herkimer,Town of German Flatts 8 LD 5,U.S. House,22,Claudia Tenney,CON,14,10,4,0
Herkimer,Town of German Flatts 9 LD 4,U.S. House,22,Claudia Tenney,CON,14,12,2,0
Herkimer,Town of German Flatts 10 LD 5,U.S. House,22,Claudia Tenney,CON,11,11,0,0
Herkimer,Town of German Flatts 11 LD 6,U.S. House,22,Claudia Tenney,CON,13,12,1,0
Herkimer,Town of German Flatts 12 LD 6,U.S. House,22,Claudia Tenney,CON,16,15,1,0
Herkimer,Town of German Flatts 13 LD 5,U.S. House,22,Claudia Tenney,CON,17,14,3,0
Herkimer,Town of German Flatts 14 LD 5,U.S. House,22,Claudia Tenney,CON,16,16,0,0
Herkimer,Town of Herkimer 1 LD 2,U.S. House,22,Claudia Tenney,CON,33,32,1,0
Herkimer,Town of Herkimer 2 LD 2,U.S. House,22,Claudia Tenney,CON,5,4,1,0
Herkimer,Town of Herkimer 3 LD 2,U.S. House,22,Claudia Tenney,CON,11,9,2,0
Herkimer,Town of Herkimer 4 LD 2,U.S. House,22,Claudia Tenney,CON,15,13,2,0
Herkimer,Town of Herkimer 5 LD 1,U.S. House,22,Claudia Tenney,CON,12,11,1,0
Herkimer,Town of Herkimer 6 LD 3,U.S. House,22,Claudia Tenney,CON,32,31,1,0
Herkimer,Town of Herkimer 7 LD 3,U.S. House,22,Claudia Tenney,CON,17,13,4,0
Herkimer,Town of Herkimer 8 LD 1,U.S. House,22,Claudia Tenney,CON,12,12,0,0
Herkimer,Town of Herkimer 9 LD 3,U.S. House,22,Claudia Tenney,CON,29,26,2,1
Herkimer,Town of Litchfield 1 LD 13,U.S. House,22,Claudia Tenney,CON,37,34,3,0
Herkimer,Town of Little Falls 1 LD 14,U.S. House,22,Claudia Tenney,CON,41,39,2,0
Herkimer,Town of Manheim 3 LD 10,U.S. House,22,Claudia Tenney,CON,19,18,1,0
Herkimer,Town of Newport 1 LD 17,U.S. House,22,Claudia Tenney,CON,47,45,1,1
Herkimer,Town of Norway 1 LD 16,U.S. House,22,Claudia Tenney,CON,12,12,0,0
Herkimer,Town of Russia 3 LD 17,U.S. House,22,Claudia Tenney,CON,10,9,1,0
Herkimer,Town of Schuyler 1 LD 11,U.S. House,22,Claudia Tenney,CON,7,7,0,0
Herkimer,Town of Schuyler 2 LD 11,U.S. House,22,Claudia Tenney,CON,28,26,2,0
Herkimer,Town of Schuyler 3 LD 11,U.S. House,22,Claudia Tenney,CON,25,25,0,0
Herkimer,Town of Stark 1 LD 14,U.S. House,22,Claudia Tenney,CON,13,13,0,0
Herkimer,Town of Warren 1 LD 7,U.S. House,22,Claudia Tenney,CON,27,27,0,0
Herkimer,Town of Winfield 1 LD 13,U.S. House,22,Claudia Tenney,CON,28,26,2,0
Herkimer,Town of Winfield 2 LD 13,U.S. House,22,Claudia Tenney,CON,29,26,3,0
Herkimer,City of Little Falls Ward 1 1 LD 12,U.S. House,22,Keith Price Jr.,LBT,11,7,4,0
Herkimer,City of Little Falls Ward 2 1 LD 12,U.S. House,22,Keith Price Jr.,LBT,12,10,1,1
Herkimer,City of Little Falls Ward 3 1 LD 12,U.S. House,22,Keith Price Jr.,LBT,3,2,1,0
Herkimer,City of Little Falls Ward 3 2 LD 10,U.S. House,22,Keith Price Jr.,LBT,6,4,2,0
Herkimer,City of Little Falls Ward 4 1 LD 12,U.S. House,22,Keith Price Jr.,LBT,14,11,2,1
Herkimer,Town of Columbia 1 LD 7,U.S. House,22,Keith Price Jr.,LBT,10,9,1,0
Herkimer,Town of Columbia 2 LD 13,U.S. House,22,Keith Price Jr.,LBT,2,2,0,0
Herkimer,Town of Danube 1 LD 14,U.S. House,22,Keith Price Jr.,LBT,10,9,1,0
Herkimer,Town of Fairfield 1 LD 16,U.S. House,22,Keith Price Jr.,LBT,11,10,1,0
Herkimer,Town of Frankfort 1 LD 8,U.S. House,22,Keith Price Jr.,LBT,6,4,1,1
Herkimer,Town of Frankfort 2 LD 9,U.S. House,22,Keith Price Jr.,LBT,10,8,1,1
Herkimer,Town of Frankfort 3 LD 9,U.S. House,22,Keith Price Jr.,LBT,5,4,1,0
Herkimer,Town of Frankfort 4 LD 8,U.S. House,22,Keith Price Jr.,LBT,2,2,0,0
Herkimer,Town of Frankfort 5 LD 8,U.S. House,22,Keith Price Jr.,LBT,10,8,2,0
Herkimer,Town of Frankfort 6 LD 9,U.S. House,22,Keith Price Jr.,LBT,5,4,1,0
Herkimer,Town of German Flatts 1 LD 7,U.S. House,22,Keith Price Jr.,LBT,10,8,1,1
Herkimer,Town of German Flatts 2 LD 1,U.S. House,22,Keith Price Jr.,LBT,5,4,1,0
Herkimer,Town of German Flatts 3 LD 4,U.S. House,22,Keith Price Jr.,LBT,13,13,0,0
Herkimer,Town of German Flatts 4 LD 5,U.S. House,22,Keith Price Jr.,LBT,3,3,0,0
Herkimer,Town of German Flatts 5 LD 6,U.S. House,22,Keith Price Jr.,LBT,3,3,0,0
Herkimer,Town of German Flatts 6 LD 6,U.S. House,22,Keith Price Jr.,LBT,10,9,1,0
Herkimer,Town of German Flatts 7 LD 4,U.S. House,22,Keith Price Jr.,LBT,5,3,1,1
Herkimer,Town of German Flatts 8 LD 5,U.S. House,22,Keith Price Jr.,LBT,7,4,2,1
Herkimer,Town of German Flatts 9 LD 4,U.S. House,22,Keith Price Jr.,LBT,4,3,1,0
Herkimer,Town of German Flatts 10 LD 5,U.S. House,22,Keith Price Jr.,LBT,9,9,0,0
Herkimer,Town of German Flatts 11 LD 6,U.S. House,22,Keith Price Jr.,LBT,11,9,1,1
Herkimer,Town of German Flatts 12 LD 6,U.S. House,22,Keith Price Jr.,LBT,4,4,0,0
Herkimer,Town of German Flatts 13 LD 5,U.S. House,22,Keith Price Jr.,LBT,7,5,2,0
Herkimer,Town of German Flatts 14 LD 5,U.S. House,22,Keith Price Jr.,LBT,4,4,0,0
Herkimer,Town of Herkimer 1 LD 2,U.S. House,22,Keith Price Jr.,LBT,12,12,0,0
Herkimer,Town of Herkimer 2 LD 2,U.S. House,22,Keith Price Jr.,LBT,7,6,1,0
Herkimer,Town of Herkimer 3 LD 2,U.S. House,22,Keith Price Jr.,LBT,3,3,0,0
Herkimer,Town of Herkimer 4 LD 2,U.S. House,22,Keith Price Jr.,LBT,6,2,4,0
Herkimer,Town of Herkimer 5 LD 1,U.S. House,22,Keith Price Jr.,LBT,10,7,3,0
Herkimer,Town of Herkimer 6 LD 3,U.S. House,22,Keith Price Jr.,LBT,15,13,2,0
Herkimer,Town of Herkimer 7 LD 3,U.S. House,22,Keith Price Jr.,LBT,10,5,5,0
Herkimer,Town of Herkimer 8 LD 1,U.S. House,22,Keith Price Jr.,LBT,5,5,0,0
Herkimer,Town of Herkimer 9 LD 3,U.S. House,22,Keith Price Jr.,LBT,7,4,3,0
Herkimer,Town of Litchfield 1 LD 13,U.S. House,22,Keith Price Jr.,LBT,7,7,0,0
Herkimer,Town of Little Falls 1 LD 14,U.S. House,22,Keith Price Jr.,LBT,12,10,2,0
Herkimer,Town of Manheim 3 LD 10,U.S. House,22,Keith Price Jr.,LBT,0,0,0,0
Herkimer,Town of Newport 1 LD 17,U.S. House,22,Keith Price Jr.,LBT,12,12,0,0
Herkimer,Town of Norway 1 LD 16,U.S. House,22,Keith Price Jr.,LBT,3,3,0,0
Herkimer,Town of Russia 3 LD 17,U.S. House,22,Keith Price Jr.,LBT,4,3,1,0
Herkimer,Town of Schuyler 1 LD 11,U.S. House,22,Keith Price Jr.,LBT,2,2,0,0
Herkimer,Town of Schuyler 2 LD 11,U.S. House,22,Keith Price Jr.,LBT,7,7,0,0
Herkimer,Town of Schuyler 3 LD 11,U.S. House,22,Keith Price Jr.,LBT,4,3,1,0
Herkimer,Town of Stark 1 LD 14,U.S. House,22,Keith Price Jr.,LBT,2,2,0,0
Herkimer,Town of Warren 1 LD 7,U.S. House,22,Keith Price Jr.,LBT,10,8,2,0
