county,office,district,candidate,party,precinct,absentee,early_voting,election_day,votes
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Middletown - W1 - D6,37,0,105,142
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Middletown - W2 - D1,33,0,91,124
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Middletown - W2 - D2,37,0,119,156
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Middletown - W2 - D3,45,0,140,185
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Middletown - W2 - D4,65,0,190,255
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Middletown - W2 - D5,22,0,103,125
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Middletown - W2 - D6,38,0,111,149
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Middletown - W2 - D7,15,0,49,64
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Middletown - W3 - D1,41,0,156,197
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Middletown - W3 - D2,34,0,126,160
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Middletown - W3 - D3,26,0,79,105
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Middletown - W3 - D4,64,0,193,257
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Middletown - W3 - D5,39,0,156,195
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Middletown - W3 - D6,0,0,0,0
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Middletown - W4 - D1,72,0,238,310
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Middletown - W4 - D2,69,0,212,281
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Middletown - W4 - D3,21,0,91,112
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Middletown - W4 - D4,81,0,223,304
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Middletown - W4 - D5,72,0,226,298
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Middletown - W4 - D6,170,0,360,530
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Middletown - W4 - D7,75,0,333,408
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Middletown - W4 - D8,11,0,29,40
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,City of Newburgh - W1 - D1,57,0,201,258
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,City of Newburgh - W1 - D2,69,0,342,411
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,City of Newburgh - W1 - D3,59,0,178,237
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,City of Newburgh - W1 - D4,84,0,229,313
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,City of Newburgh - W2 - D1,61,0,313,374
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,City of Newburgh - W2 - D2,81,0,432,513
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,City of Newburgh - W3 - D1,86,0,226,312
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,City of Newburgh - W3 - D2,80,0,343,423
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,City of Newburgh - W3 - D3,75,0,342,417
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,City of Newburgh - W3 - D4,40,0,160,200
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,City of Newburgh - W4 - D1,13,0,38,51
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,City of Newburgh - W4 - D2,44,0,201,245
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,City of Newburgh - W4 - D3,62,0,243,305
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,City of Newburgh - W4 - D4,59,0,246,305
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,City of Newburgh - W4 - D5,30,0,131,161
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Port Jervis - W1 - D1,49,0,162,211
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Port Jervis - W1 - D2,9,0,33,42
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Port Jervis - W2 - D1,39,0,108,147
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Port Jervis - W2 - D2,39,0,93,132
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Port Jervis - W3 - D1,38,0,118,156
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Port Jervis - W3 - D2,39,0,121,160
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Port Jervis - W4 - D1,57,0,109,166
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Port Jervis - W4 - D2,52,0,96,148
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Blooming Grove - W1 - D1,36,0,161,197
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Blooming Grove - W1 - D2,98,0,241,339
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Blooming Grove - W1 - D3,61,0,182,243
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Blooming Grove - W1 - D4,3,0,23,26
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Blooming Grove - W2 - D1,18,0,80,98
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Blooming Grove - W2 - D2,76,0,164,240
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Blooming Grove - W2 - D3,78,0,139,217
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Blooming Grove - W3 - D1,60,0,141,201
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Blooming Grove - W3 - D2,49,0,125,174
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Blooming Grove - W3 - D3,39,0,133,172
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Blooming Grove - W3 - D4,13,0,18,31
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Blooming Grove - W4 - D1,40,0,158,198
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Blooming Grove - W4 - D2,65,0,142,207
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Blooming Grove - W4 - D3,28,0,99,127
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Blooming Grove - W5 - D1,69,0,116,185
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Blooming Grove - W5 - D2,5,0,19,24
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Blooming Grove - W5 - D3,57,0,140,197
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Blooming Grove - W5 - D4,50,0,120,170
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Blooming Grove - W5 - D5,14,0,27,41
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Blooming Grove - W6 - D1,54,0,98,152
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Blooming Grove - W6 - D2,66,0,129,195
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Blooming Grove - W6 - D3,98,0,158,256
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Blooming Grove - W6 - D4,10,0,11,21
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Chester - D1,95,0,216,311
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Chester - D2,39,0,142,181
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Chester - D3,53,0,186,239
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Chester - D4,77,0,217,294
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Chester - D5,45,0,144,189
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Chester - D6,62,0,107,169
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Chester - D7,91,0,205,296
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Chester - D8,76,0,226,302
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Chester - D9,40,0,98,138
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Chester - D10,52,0,136,188
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Chester - D11,28,0,113,141
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Chester - D12,73,0,162,235
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Goshen - D13,6,0,20,26
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Cornwall - D1,83,0,203,286
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Cornwall - D2,40,0,156,196
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Cornwall - D3,55,0,208,263
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Cornwall - D4,90,0,222,312
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Cornwall - D5,53,0,128,181
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Cornwall - D6,58,0,195,253
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Cornwall - D7,38,0,105,143
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Cornwall - D8,87,0,240,327
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Cornwall - D9,49,0,174,223
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Cornwall - D10,36,0,131,167
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Cornwall - D11,57,0,229,286
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Cornwall - D12,84,0,155,239
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Cornwall - D13,47,0,145,192
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Cornwall - D14,77,0,165,242
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Crawford - D1,36,0,141,177
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Crawford - D2,46,0,85,131
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Crawford - D3,57,0,151,208
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Crawford - D4,35,0,142,177
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Crawford - D5,57,0,111,168
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Crawford - D6,74,0,169,243
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Crawford - D7,53,0,146,199
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Crawford - D8,43,0,137,180
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Deerpark - D1,18,0,95,113
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Deerpark - D2,31,0,85,116
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Deerpark - D3,42,0,97,139
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Deerpark - D4,37,0,100,137
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Deerpark - D5,32,0,96,128
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Deerpark - D6,29,0,75,104
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Deerpark - D7,30,0,67,97
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Goshen - D1,96,0,140,236
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Goshen - D2,43,0,73,116
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Goshen - D3,72,0,165,237
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Goshen - D4,157,0,245,402
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Goshen - D5,135,0,138,273
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Goshen - D6,50,0,109,159
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Goshen - D7,100,0,150,250
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Goshen - D8,70,0,148,218
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Goshen - D9,117,0,179,296
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Goshen - D10,84,0,145,229
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Goshen - D11,59,0,175,234
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Goshen - D12,59,0,97,156
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Greenville - D1,38,0,92,130
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Greenville - D2,58,0,165,223
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Greenville - D3,33,0,80,113
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Greenville - D4,59,0,98,157
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Hamptonburgh - D1,72,0,162,234
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Hamptonburgh - D2,64,0,182,246
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Hamptonburgh - D3,72,0,131,203
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Hamptonburgh - D4,54,0,146,200
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Hamptonburgh - D5,62,0,124,186
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Highlands - D1,79,0,168,247
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Highlands - D2,72,0,152,224
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Highlands - D3,116,0,199,315
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Highlands - D4,55,0,160,215
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Highlands - D5,72,0,96,168
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Highlands - D6,33,0,128,161
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Minisink - D1,39,0,120,159
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Minisink - D2,72,0,135,207
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Minisink - D3,26,0,82,108
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Minisink - D4,64,0,131,195
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Monroe - D1,86,0,225,311
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Monroe - D2,69,0,171,240
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Monroe - D3,44,0,144,188
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Monroe - D4,79,0,209,288
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Monroe - D5,77,0,174,251
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Monroe - D6,63,0,153,216
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Monroe - D7,83,0,211,294
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Monroe - D8,57,0,157,214
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Monroe - D9,41,0,120,161
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Monroe - D10,88,0,174,262
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Monroe - D11,40,0,108,148
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Monroe - D12,57,0,180,237
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Monroe - D13,84,0,142,226
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Monroe - D14,67,0,125,192
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Monroe - D15,99,0,230,329
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Monroe - D16,46,0,108,154
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Monroe - D17,60,0,162,222
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Monroe - D18,9,0,38,47
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Monroe - D19,45,0,140,185
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Monroe - D20,0,0,0,0
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Monroe - D21,0,0,0,0
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Palm Tree - D1,3,0,176,179
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Palm Tree - D2,9,0,525,534
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Palm Tree - D3,1,0,165,166
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Palm Tree - D4,4,0,205,209
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Palm Tree - D5,4,0,295,299
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Palm Tree - D6,0,0,78,78
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Palm Tree - D7,5,0,302,307
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Palm Tree - D8,5,0,322,327
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Palm Tree - D9,1,0,158,159
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Palm Tree - D10,4,0,215,219
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Palm Tree - D11,0,0,194,194
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Palm Tree - D12,4,0,230,234
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Palm Tree - D13,5,0,292,297
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Palm Tree - D14,7,0,203,210
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Palm Tree - D15,8,0,295,303
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Palm Tree - D16,4,0,244,248
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Palm Tree - D17,11,0,483,494
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Palm Tree - D18,0,0,38,38
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Palm Tree - D19,0,0,6,6
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Montgomery - D1,43,0,162,205
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Montgomery - D2,80,0,258,338
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Montgomery - D3,86,0,280,366
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Montgomery - D4,51,0,145,196
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Montgomery - D5,91,0,176,267
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Montgomery - D6,57,0,167,224
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Montgomery - D7,64,0,182,246
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Montgomery - D8,74,0,207,281
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Montgomery - D9,34,0,112,146
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Montgomery - D10,42,0,109,151
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Montgomery - D11,35,0,128,163
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Montgomery - D12,67,0,204,271
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Montgomery - D13,54,0,153,207
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Montgomery - D14,30,0,110,140
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Montgomery - D15,47,0,202,249
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Montgomery - D16,63,0,200,263
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Montgomery - D17,70,0,205,275
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Montgomery - D18,65,0,192,257
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Mount Hope - D1,30,0,119,149
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Mount Hope - D2,68,0,145,213
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Mount Hope - D3,61,0,151,212
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Mount Hope - D4,57,0,144,201
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,New Windsor - D1,59,0,97,156
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,New Windsor - D2,39,0,143,182
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,New Windsor - D3,34,0,130,164
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,New Windsor - D4,66,0,172,238
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,New Windsor - D5,94,0,232,326
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,New Windsor - D6,67,0,200,267
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,New Windsor - D7,46,0,116,162
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,New Windsor - D8,69,0,180,249
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,New Windsor - D9,36,0,136,172
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,New Windsor - D10,98,0,296,394
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,New Windsor - D11,78,0,189,267
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,New Windsor - D12,62,0,183,245
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,New Windsor - D13,79,0,248,327
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,New Windsor - D14,89,0,220,309
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,New Windsor - D15,110,0,312,422
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,New Windsor - D16,153,0,264,417
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,New Windsor - D17,34,0,135,169
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,New Windsor - D18,109,0,282,391
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,New Windsor - D19,133,0,405,538
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,New Windsor - D20,63,0,132,195
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,New Windsor - D21,73,0,108,181
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,New Windsor - D22,46,0,71,117
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Newburgh Town - D1,53,0,142,195
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Newburgh Town - D2,55,0,143,198
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Newburgh Town - D3,71,0,196,267
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Newburgh Town - D4,86,0,298,384
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Newburgh Town - D5,80,0,168,248
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Newburgh Town - D6,39,0,169,208
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Newburgh Town - D7,48,0,116,164
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Newburgh Town - D8,63,0,152,215
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Newburgh Town - D9,69,0,235,304
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Newburgh Town - D10,56,0,153,209
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Newburgh Town - D11,65,0,178,243
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Newburgh Town - D12,58,0,185,243
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Newburgh Town - D13,90,0,246,336
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Newburgh Town - D14,102,0,170,272
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Newburgh Town - D15,112,0,273,385
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Newburgh Town - D16,70,0,163,233
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Newburgh Town - D17,79,0,223,302
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Newburgh Town - D18,63,0,209,272
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Newburgh Town - D19,83,0,216,299
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Newburgh Town - D20,37,0,100,137
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Newburgh Town - D21,72,0,174,246
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Newburgh Town - D22,61,0,173,234
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Newburgh Town - D23,133,0,432,565
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Newburgh Town - D24,61,0,196,257
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Newburgh Town - D25,100,0,301,401
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Newburgh Town - D26,26,0,96,122
Orange,State Supreme Court Justice 9th Judicial District,,E. Loren Williams,DEM,Newburgh Town - D27,52,0,134,186
