county,precinct,office,district,party,candidate,vote
Onondaga,W01 D01,Voters,,,Ballots Cast,398
Onondaga,W01 D02,Voters,,,Ballots Cast,305
Onondaga,W01 D03,Voters,,,Ballots Cast,375
Onondaga,W01 D04,Voters,,,Ballots Cast,389
Onondaga,W01 D05,Voters,,,Ballots Cast,275
Onondaga,W01 D06,Voters,,,Ballots Cast,265
Onondaga,W01 D07,Voters,,,Ballots Cast,300
Onondaga,W01 D08,Voters,,,Ballots Cast,304
Onondaga,W02 D01,Voters,,,Ballots Cast,330
Onondaga,W02 D02,Voters,,,Ballots Cast,426
Onondaga,W02 D03,Voters,,,Ballots Cast,358
Onondaga,W03 D01,Voters,,,Ballots Cast,106
Onondaga,W03 D02,Voters,,,Ballots Cast,370
Onondaga,W03 D03,Voters,,,Ballots Cast,489
Onondaga,W03 D04,Voters,,,Ballots Cast,370
Onondaga,W03 D05,Voters,,,Ballots Cast,369
Onondaga,W03 D06,Voters,,,Ballots Cast,425
Onondaga,W03 D07,Voters,,,Ballots Cast,460
Onondaga,W04 D01,Voters,,,Ballots Cast,416
Onondaga,W04 D02,Voters,,,Ballots Cast,420
Onondaga,W04 D03,Voters,,,Ballots Cast,509
Onondaga,W04 D04,Voters,,,Ballots Cast,416
Onondaga,W04 D05,Voters,,,Ballots Cast,534
Onondaga,W04 D06,Voters,,,Ballots Cast,394
Onondaga,W04 D07,Voters,,,Ballots Cast,417
Onondaga,W04 D08,Voters,,,Ballots Cast,567
Onondaga,W04 D09,Voters,,,Ballots Cast,420
Onondaga,W04 D10,Voters,,,Ballots Cast,381
Onondaga,W04 D11,Voters,,,Ballots Cast,290
Onondaga,W05 D01,Voters,,,Ballots Cast,606
Onondaga,W05 D02,Voters,,,Ballots Cast,322
Onondaga,W05 D04,Voters,,,Ballots Cast,491
Onondaga,W05 D05,Voters,,,Ballots Cast,394
Onondaga,W05 D06,Voters,,,Ballots Cast,516
Onondaga,W05 D07,Voters,,,Ballots Cast,509
Onondaga,W05 D08,Voters,,,Ballots Cast,0
Onondaga,W05 D09,Voters,,,Ballots Cast,460
Onondaga,W05 D10,Voters,,,Ballots Cast,564
Onondaga,W05 D11,Voters,,,Ballots Cast,501
Onondaga,W06 D01,Voters,,,Ballots Cast,461
Onondaga,W06 D02,Voters,,,Ballots Cast,481
Onondaga,W06 D03,Voters,,,Ballots Cast,367
Onondaga,W06 D04,Voters,,,Ballots Cast,189
Onondaga,W06 D05,Voters,,,Ballots Cast,400
Onondaga,W06 D06,Voters,,,Ballots Cast,269
Onondaga,W06 D07,Voters,,,Ballots Cast,370
Onondaga,W07 D01,Voters,,,Ballots Cast,312
Onondaga,W07 D02,Voters,,,Ballots Cast,397
Onondaga,W07 D03,Voters,,,Ballots Cast,363
Onondaga,W07 D04,Voters,,,Ballots Cast,277
Onondaga,W08 D01,Voters,,,Ballots Cast,345
Onondaga,W08 D02,Voters,,,Ballots Cast,446
Onondaga,W08 D03,Voters,,,Ballots Cast,216
Onondaga,W08 D04,Voters,,,Ballots Cast,174
Onondaga,W08 D05,Voters,,,Ballots Cast,458
Onondaga,W09 D01,Voters,,,Ballots Cast,310
Onondaga,W09 D02,Voters,,,Ballots Cast,432
Onondaga,W09 D03,Voters,,,Ballots Cast,41
Onondaga,W09 D05,Voters,,,Ballots Cast,448
Onondaga,W10 D01,Voters,,,Ballots Cast,237
Onondaga,W10 D02,Voters,,,Ballots Cast,27
Onondaga,W10 D03,Voters,,,Ballots Cast,400
Onondaga,W10 D04,Voters,,,Ballots Cast,292
Onondaga,W10 D05,Voters,,,Ballots Cast,271
Onondaga,W11 D01,Voters,,,Ballots Cast,282
Onondaga,W11 D02,Voters,,,Ballots Cast,339
Onondaga,W11 D03,Voters,,,Ballots Cast,433
Onondaga,W11 D04,Voters,,,Ballots Cast,371
Onondaga,W11 D05,Voters,,,Ballots Cast,227
Onondaga,W11 D06,Voters,,,Ballots Cast,91
Onondaga,W11 D07,Voters,,,Ballots Cast,428
Onondaga,W11 D08,Voters,,,Ballots Cast,438
Onondaga,W12 D01,Voters,,,Ballots Cast,514
Onondaga,W12 D02,Voters,,,Ballots Cast,276
Onondaga,W12 D03,Voters,,,Ballots Cast,43
Onondaga,W12 D04,Voters,,,Ballots Cast,458
Onondaga,W12 D05,Voters,,,Ballots Cast,331
Onondaga,W12 D06,Voters,,,Ballots Cast,438
Onondaga,W13 D01,Voters,,,Ballots Cast,588
Onondaga,W13 D02,Voters,,,Ballots Cast,306
Onondaga,W13 D03,Voters,,,Ballots Cast,515
Onondaga,W13 D04,Voters,,,Ballots Cast,426
Onondaga,W13 D05,Voters,,,Ballots Cast,590
Onondaga,W13 D06,Voters,,,Ballots Cast,576
Onondaga,W13 D07,Voters,,,Ballots Cast,71
Onondaga,W13 D08,Voters,,,Ballots Cast,298
Onondaga,W13 D09,Voters,,,Ballots Cast,365
Onondaga,W13 D10,Voters,,,Ballots Cast,452
Onondaga,W14 D01,Voters,,,Ballots Cast,378
Onondaga,W14 D02,Voters,,,Ballots Cast,336
Onondaga,W14 D03,Voters,,,Ballots Cast,544
Onondaga,W14 D04,Voters,,,Ballots Cast,472
Onondaga,W14 D05,Voters,,,Ballots Cast,233
Onondaga,W14 D06,Voters,,,Ballots Cast,532
Onondaga,W14 D07,Voters,,,Ballots Cast,513
Onondaga,W14 D08,Voters,,,Ballots Cast,412
Onondaga,W14 D09,Voters,,,Ballots Cast,399
Onondaga,W14 D10,Voters,,,Ballots Cast,357
Onondaga,W14 D11,Voters,,,Ballots Cast,553
Onondaga,W14 D12,Voters,,,Ballots Cast,452
Onondaga,W14 D13,Voters,,,Ballots Cast,195
Onondaga,W15 D02,Voters,,,Ballots Cast,66
Onondaga,W15 D03,Voters,,,Ballots Cast,181
Onondaga,W15 D04,Voters,,,Ballots Cast,111
Onondaga,W16 D01,Voters,,,Ballots Cast,889
Onondaga,W16 D02,Voters,,,Ballots Cast,227
Onondaga,W16 D03,Voters,,,Ballots Cast,319
Onondaga,W16 D04,Voters,,,Ballots Cast,709
Onondaga,W16 D05,Voters,,,Ballots Cast,491
Onondaga,W17 D01,Voters,,,Ballots Cast,439
Onondaga,W17 D02,Voters,,,Ballots Cast,458
Onondaga,W17 D03,Voters,,,Ballots Cast,402
Onondaga,W17 D04,Voters,,,Ballots Cast,419
Onondaga,W17 D05,Voters,,,Ballots Cast,374
Onondaga,W17 D06,Voters,,,Ballots Cast,409
Onondaga,W17 D07,Voters,,,Ballots Cast,591
Onondaga,W17 D08,Voters,,,Ballots Cast,397
Onondaga,W17 D09,Voters,,,Ballots Cast,533
Onondaga,W17 D10,Voters,,,Ballots Cast,519
Onondaga,W17 D11,Voters,,,Ballots Cast,357
Onondaga,W17 D12,Voters,,,Ballots Cast,456
Onondaga,W17 D13,Voters,,,Ballots Cast,484
Onondaga,W17 D14,Voters,,,Ballots Cast,474
Onondaga,W17 D15,Voters,,,Ballots Cast,614
Onondaga,W17 D16,Voters,,,Ballots Cast,395
Onondaga,W17 D17,Voters,,,Ballots Cast,302
Onondaga,W17 D18,Voters,,,Ballots Cast,10
Onondaga,W18 D01,Voters,,,Ballots Cast,359
Onondaga,W18 D02,Voters,,,Ballots Cast,514
Onondaga,W19 D01,Voters,,,Ballots Cast,445
Onondaga,W19 D02,Voters,,,Ballots Cast,405
Onondaga,W19 D03,Voters,,,Ballots Cast,867
Onondaga,W19 D04,Voters,,,Ballots Cast,373
Onondaga,W19 D05,Voters,,,Ballots Cast,492
Onondaga,W19 D06,Voters,,,Ballots Cast,541
Onondaga,W19 D07,Voters,,,Ballots Cast,349
Onondaga,W19 D08,Voters,,,Ballots Cast,267
Onondaga,SYRACUSE TOTAL,Voters,,,Ballots Cast,52894
Onondaga,CAMILLUS 01,Voters,,,Ballots Cast,665
Onondaga,CAMILLUS 02,Voters,,,Ballots Cast,790
Onondaga,CAMILLUS 03,Voters,,,Ballots Cast,283
Onondaga,CAMILLUS 04,Voters,,,Ballots Cast,595
Onondaga,CAMILLUS 05,Voters,,,Ballots Cast,623
Onondaga,CAMILLUS 06,Voters,,,Ballots Cast,434
Onondaga,CAMILLUS 07,Voters,,,Ballots Cast,1022
Onondaga,CAMILLUS 08,Voters,,,Ballots Cast,292
Onondaga,CAMILLUS 09,Voters,,,Ballots Cast,503
Onondaga,CAMILLUS 10,Voters,,,Ballots Cast,513
Onondaga,CAMILLUS 11,Voters,,,Ballots Cast,551
Onondaga,CAMILLUS 12,Voters,,,Ballots Cast,336
Onondaga,CAMILLUS 13,Voters,,,Ballots Cast,581
Onondaga,CAMILLUS 14,Voters,,,Ballots Cast,459
Onondaga,CAMILLUS 15,Voters,,,Ballots Cast,579
Onondaga,CAMILLUS 16,Voters,,,Ballots Cast,614
Onondaga,CAMILLUS 17,Voters,,,Ballots Cast,424
Onondaga,CAMILLUS 18,Voters,,,Ballots Cast,527
Onondaga,CAMILLUS 19,Voters,,,Ballots Cast,470
