county,precinct,office,district,candidate,party,votes,election_day,early_voting,absentee
Delaware,HN 4,State Comptroller,,Thomas P. DiNapoli,DEM,24,22,0,2
Delaware,HN 5,State Comptroller,,Thomas P. DiNapoli,DEM,21,20,0,1
Delaware,HN 6,State Comptroller,,Thomas P. DiNapoli,DEM,35,29,1,5
Delaware,HR 1,State Comptroller,,Thomas P. DiNapoli,DEM,224,160,25,39
Delaware,KR 1,State Comptroller,,Thomas P. DiNapoli,DEM,122,82,28,12
Delaware,KR 2,State Comptroller,,Thomas P. DiNapoli,DEM,120,70,36,14
Delaware,MA 1,State Comptroller,,Thomas P. DiNapoli,DEM,116,88,6,22
Delaware,ME 1,State Comptroller,,Thomas P. DiNapoli,DEM,116,59,38,19
Delaware,ME 2,State Comptroller,,Thomas P. DiNapoli,DEM,160,120,29,11
Delaware,MI 1,State Comptroller,,Thomas P. DiNapoli,DEM,180,130,17,33
Delaware,MI 2,State Comptroller,,Thomas P. DiNapoli,DEM,245,164,56,25
Delaware,MI 3,State Comptroller,,Thomas P. DiNapoli,DEM,116,75,19,22
Delaware,MI 4,State Comptroller,,Thomas P. DiNapoli,DEM,90,59,19,12
Delaware,MI 5,State Comptroller,,Thomas P. DiNapoli,DEM,87,73,3,11
Delaware,RX 1,State Comptroller,,Thomas P. DiNapoli,DEM,77,58,3,16
Delaware,RX 2,State Comptroller,,Thomas P. DiNapoli,DEM,105,68,16,21
Delaware,RX 3,State Comptroller,,Thomas P. DiNapoli,DEM,183,136,23,24
Delaware,RX 4,State Comptroller,,Thomas P. DiNapoli,DEM,120,89,7,24
Delaware,SD 1,State Comptroller,,Thomas P. DiNapoli,DEM,97,72,12,13
Delaware,SD 2,State Comptroller,,Thomas P. DiNapoli,DEM,103,80,10,13
Delaware,SD 3,State Comptroller,,Thomas P. DiNapoli,DEM,96,70,12,14
Delaware,SD 4,State Comptroller,,Thomas P. DiNapoli,DEM,89,73,5,11
Delaware,SD 5,State Comptroller,,Thomas P. DiNapoli,DEM,81,71,3,7
Delaware,SD 6,State Comptroller,,Thomas P. DiNapoli,DEM,166,148,1,17
Delaware,SD 7,State Comptroller,,Thomas P. DiNapoli,DEM,87,66,2,19
Delaware,ST 1,State Comptroller,,Thomas P. DiNapoli,DEM,169,124,25,20
Delaware,ST 2,State Comptroller,,Thomas P. DiNapoli,DEM,115,79,14,22
Delaware,TM 1,State Comptroller,,Thomas P. DiNapoli,DEM,106,85,8,13
Delaware,WL 1,State Comptroller,,Thomas P. DiNapoli,DEM,131,109,10,12
Delaware,WL 2,State Comptroller,,Thomas P. DiNapoli,DEM,137,92,27,18
Delaware,WL 3,State Comptroller,,Thomas P. DiNapoli,DEM,100,73,12,15
Delaware,WL 4,State Comptroller,,Thomas P. DiNapoli,DEM,121,95,9,17
Delaware,WL 5,State Comptroller,,Thomas P. DiNapoli,DEM,92,76,5,11
Delaware,AN 1,State Comptroller,,Paul Rodriguez,REP,181,153,17,11
Delaware,AN 2,State Comptroller,,Paul Rodriguez,REP,102,87,2,13
Delaware,BV 1,State Comptroller,,Paul Rodriguez,REP,169,145,16,8
Delaware,CO 1,State Comptroller,,Paul Rodriguez,REP,239,219,7,13
Delaware,CO 2,State Comptroller,,Paul Rodriguez,REP,109,106,1,2
Delaware,CO 3,State Comptroller,,Paul Rodriguez,REP,90,88,0,2
Delaware,CO 4,State Comptroller,,Paul Rodriguez,REP,141,133,3,5
Delaware,DA 1,State Comptroller,,Paul Rodriguez,REP,232,217,3,12
Delaware,DA 2,State Comptroller,,Paul Rodriguez,REP,346,313,11,22
Delaware,DL 1,State Comptroller,,Paul Rodriguez,REP,194,160,20,14
Delaware,DL 2,State Comptroller,,Paul Rodriguez,REP,143,113,26,4
Delaware,DL 3,State Comptroller,,Paul Rodriguez,REP,162,128,21,13
Delaware,DL 4,State Comptroller,,Paul Rodriguez,REP,95,69,17,9
Delaware,DP 1,State Comptroller,,Paul Rodriguez,REP,223,211,0,12
Delaware,DP 2,State Comptroller,,Paul Rodriguez,REP,109,101,2,6
Delaware,FR 1,State Comptroller,,Paul Rodriguez,REP,210,185,10,15
Delaware,FR 2,State Comptroller,,Paul Rodriguez,REP,135,116,7,12
Delaware,FR 3,State Comptroller,,Paul Rodriguez,REP,246,218,16,12
Delaware,HM 1,State Comptroller,,Paul Rodriguez,REP,329,277,24,28
Delaware,HN 1,State Comptroller,,Paul Rodriguez,REP,123,116,2,5
Delaware,HN 2,State Comptroller,,Paul Rodriguez,REP,115,98,11,6
Delaware,HN 3,State Comptroller,,Paul Rodriguez,REP,227,208,1,18
Delaware,HN 4,State Comptroller,,Paul Rodriguez,REP,111,97,2,12
Delaware,HN 5,State Comptroller,,Paul Rodriguez,REP,102,94,3,5
Delaware,HN 6,State Comptroller,,Paul Rodriguez,REP,120,112,0,8
Delaware,HR 1,State Comptroller,,Paul Rodriguez,REP,341,304,20,17
Delaware,KR 1,State Comptroller,,Paul Rodriguez,REP,206,178,16,12
Delaware,KR 2,State Comptroller,,Paul Rodriguez,REP,193,178,6,9
Delaware,MA 1,State Comptroller,,Paul Rodriguez,REP,358,340,4,14
Delaware,ME 1,State Comptroller,,Paul Rodriguez,REP,126,94,20,12
Delaware,ME 2,State Comptroller,,Paul Rodriguez,REP,263,241,13,9
Delaware,MI 1,State Comptroller,,Paul Rodriguez,REP,231,150,9,72
Delaware,MI 2,State Comptroller,,Paul Rodriguez,REP,150,138,7,5
Delaware,MI 3,State Comptroller,,Paul Rodriguez,REP,125,102,13,10
Delaware,MI 4,State Comptroller,,Paul Rodriguez,REP,62,56,3,3
Delaware,MI 5,State Comptroller,,Paul Rodriguez,REP,123,108,4,11
Delaware,RX 1,State Comptroller,,Paul Rodriguez,REP,237,224,4,9
Delaware,RX 2,State Comptroller,,Paul Rodriguez,REP,85,73,6,6
Delaware,RX 3,State Comptroller,,Paul Rodriguez,REP,122,115,3,4
Delaware,RX 4,State Comptroller,,Paul Rodriguez,REP,129,110,3,16
Delaware,SD 1,State Comptroller,,Paul Rodriguez,REP,191,183,3,5
Delaware,SD 2,State Comptroller,,Paul Rodriguez,REP,115,106,2,7
Delaware,SD 3,State Comptroller,,Paul Rodriguez,REP,195,164,17,14
Delaware,SD 4,State Comptroller,,Paul Rodriguez,REP,126,112,5,9
Delaware,SD 5,State Comptroller,,Paul Rodriguez,REP,112,101,0,11
Delaware,SD 6,State Comptroller,,Paul Rodriguez,REP,177,166,3,8
Delaware,SD 7,State Comptroller,,Paul Rodriguez,REP,161,145,10,6
Delaware,ST 1,State Comptroller,,Paul Rodriguez,REP,244,215,14,15
Delaware,ST 2,State Comptroller,,Paul Rodriguez,REP,167,145,7,15
Delaware,TM 1,State Comptroller,,Paul Rodriguez,REP,303,280,9,14
Delaware,WL 1,State Comptroller,,Paul Rodriguez,REP,324,298,13,13
Delaware,WL 2,State Comptroller,,Paul Rodriguez,REP,189,166,10,13
Delaware,WL 3,State Comptroller,,Paul Rodriguez,REP,224,200,16,8
Delaware,WL 4,State Comptroller,,Paul Rodriguez,REP,276,251,10,15
Delaware,WL 5,State Comptroller,,Paul Rodriguez,REP,314,279,8,27
Delaware,AN 1,State Comptroller,,Paul Rodriguez,CON,21,19,2,0
Delaware,AN 2,State Comptroller,,Paul Rodriguez,CON,7,5,2,0
Delaware,BV 1,State Comptroller,,Paul Rodriguez,CON,15,12,2,1
Delaware,CO 1,State Comptroller,,Paul Rodriguez,CON,18,18,0,0
Delaware,CO 2,State Comptroller,,Paul Rodriguez,CON,9,8,0,1
Delaware,CO 3,State Comptroller,,Paul Rodriguez,CON,2,2,0,0
Delaware,CO 4,State Comptroller,,Paul Rodriguez,CON,13,13,0,0
Delaware,DA 1,State Comptroller,,Paul Rodriguez,CON,39,35,1,3
Delaware,DA 2,State Comptroller,,Paul Rodriguez,CON,26,25,0,1
Delaware,DL 1,State Comptroller,,Paul Rodriguez,CON,21,16,4,1
Delaware,DL 2,State Comptroller,,Paul Rodriguez,CON,13,13,0,0
Delaware,DL 3,State Comptroller,,Paul Rodriguez,CON,24,17,4,3
Delaware,DL 4,State Comptroller,,Paul Rodriguez,CON,11,9,1,1
Delaware,DP 1,State Comptroller,,Paul Rodriguez,CON,12,8,0,4
Delaware,DP 2,State Comptroller,,Paul Rodriguez,CON,8,6,0,2
Delaware,FR 1,State Comptroller,,Paul Rodriguez,CON,19,16,2,1
Delaware,FR 2,State Comptroller,,Paul Rodriguez,CON,13,13,0,0
Delaware,FR 3,State Comptroller,,Paul Rodriguez,CON,31,27,1,3
Delaware,HM 1,State Comptroller,,Paul Rodriguez,CON,32,30,1,1
Delaware,HN 1,State Comptroller,,Paul Rodriguez,CON,11,10,1,0
Delaware,HN 2,State Comptroller,,Paul Rodriguez,CON,5,5,0,0
Delaware,HN 3,State Comptroller,,Paul Rodriguez,CON,7,4,1,2
Delaware,HN 4,State Comptroller,,Paul Rodriguez,CON,5,4,0,1
Delaware,HN 5,State Comptroller,,Paul Rodriguez,CON,3,2,0,1
Delaware,HN 6,State Comptroller,,Paul Rodriguez,CON,6,6,0,0
Delaware,HR 1,State Comptroller,,Paul Rodriguez,CON,48,44,1,3
Delaware,KR 1,State Comptroller,,Paul Rodriguez,CON,21,16,3,2
Delaware,KR 2,State Comptroller,,Paul Rodriguez,CON,19,13,2,4
Delaware,MA 1,State Comptroller,,Paul Rodriguez,CON,22,19,3,0
Delaware,ME 1,State Comptroller,,Paul Rodriguez,CON,35,26,9,0
Delaware,ME 2,State Comptroller,,Paul Rodriguez,CON,19,18,1,0
Delaware,MI 1,State Comptroller,,Paul Rodriguez,CON,27,23,1,3
Delaware,MI 2,State Comptroller,,Paul Rodriguez,CON,16,14,2,0
Delaware,MI 3,State Comptroller,,Paul Rodriguez,CON,17,14,2,1
Delaware,MI 4,State Comptroller,,Paul Rodriguez,CON,5,4,1,0
Delaware,MI 5,State Comptroller,,Paul Rodriguez,CON,11,9,1,1
Delaware,RX 1,State Comptroller,,Paul Rodriguez,CON,35,33,1,1
Delaware,RX 2,State Comptroller,,Paul Rodriguez,CON,7,6,0,1
Delaware,RX 3,State Comptroller,,Paul Rodriguez,CON,15,13,1,1
Delaware,RX 4,State Comptroller,,Paul Rodriguez,CON,8,7,0,1
Delaware,SD 1,State Comptroller,,Paul Rodriguez,CON,14,14,0,0
Delaware,SD 2,State Comptroller,,Paul Rodriguez,CON,9,9,0,0
Delaware,SD 3,State Comptroller,,Paul Rodriguez,CON,13,12,0,1
Delaware,SD 4,State Comptroller,,Paul Rodriguez,CON,11,10,1,0
Delaware,SD 5,State Comptroller,,Paul Rodriguez,CON,4,4,0,0
Delaware,SD 6,State Comptroller,,Paul Rodriguez,CON,9,9,0,0
Delaware,SD 7,State Comptroller,,Paul Rodriguez,CON,12,12,0,0
Delaware,ST 1,State Comptroller,,Paul Rodriguez,CON,34,31,0,3
Delaware,ST 2,State Comptroller,,Paul Rodriguez,CON,20,19,1,0
Delaware,TM 1,State Comptroller,,Paul Rodriguez,CON,25,22,2,1
Delaware,WL 1,State Comptroller,,Paul Rodriguez,CON,23,21,2,0
Delaware,WL 2,State Comptroller,,Paul Rodriguez,CON,10,10,0,0
Delaware,WL 3,State Comptroller,,Paul Rodriguez,CON,15,14,0,1
Delaware,WL 4,State Comptroller,,Paul Rodriguez,CON,21,20,0,1
Delaware,WL 5,State Comptroller,,Paul Rodriguez,CON,21,17,0,4
Delaware,AN 1,State Comptroller,,Thomas P. DiNapoli,WOR,33,17,7,9
Delaware,AN 2,State Comptroller,,Thomas P. DiNapoli,WOR,14,5,5,4
Delaware,BV 1,State Comptroller,,Thomas P. DiNapoli,WOR,20,14,5,1
Delaware,CO 1,State Comptroller,,Thomas P. DiNapoli,WOR,7,4,0,3
Delaware,CO 2,State Comptroller,,Thomas P. DiNapoli,WOR,11,9,1,1
Delaware,CO 3,State Comptroller,,Thomas P. DiNapoli,WOR,5,5,0,0
Delaware,CO 4,State Comptroller,,Thomas P. DiNapoli,WOR,3,1,1,1
Delaware,DA 1,State Comptroller,,Thomas P. DiNapoli,WOR,11,10,1,0
Delaware,DA 2,State Comptroller,,Thomas P. DiNapoli,WOR,24,14,4,6
Delaware,DL 1,State Comptroller,,Thomas P. DiNapoli,WOR,19,11,7,1
Delaware,DL 2,State Comptroller,,Thomas P. DiNapoli,WOR,34,17,13,4
Delaware,DL 3,State Comptroller,,Thomas P. DiNapoli,WOR,15,5,6,4
Delaware,DL 4,State Comptroller,,Thomas P. DiNapoli,WOR,23,12,9,2
Delaware,DP 1,State Comptroller,,Thomas P. DiNapoli,WOR,12,10,0,2
Delaware,DP 2,State Comptroller,,Thomas P. DiNapoli,WOR,5,4,0,1
Delaware,FR 1,State Comptroller,,Thomas P. DiNapoli,WOR,8,6,2,0
Delaware,FR 2,State Comptroller,,Thomas P. DiNapoli,WOR,22,15,2,5
Delaware,FR 3,State Comptroller,,Thomas P. DiNapoli,WOR,22,13,5,4
Delaware,HM 1,State Comptroller,,Thomas P. DiNapoli,WOR,31,24,5,2
Delaware,HN 1,State Comptroller,,Thomas P. DiNapoli,WOR,5,5,0,0
Delaware,HN 2,State Comptroller,,Thomas P. DiNapoli,WOR,5,1,1,3
Delaware,HN 3,State Comptroller,,Thomas P. DiNapoli,WOR,8,5,0,3
Delaware,HN 4,State Comptroller,,Thomas P. DiNapoli,WOR,4,3,0,1
Delaware,HN 5,State Comptroller,,Thomas P. DiNapoli,WOR,2,1,0,1
Delaware,HN 6,State Comptroller,,Thomas P. DiNapoli,WOR,3,3,0,0
Delaware,HR 1,State Comptroller,,Thomas P. DiNapoli,WOR,25,18,4,3
Delaware,KR 1,State Comptroller,,Thomas P. DiNapoli,WOR,23,15,4,4
Delaware,KR 2,State Comptroller,,Thomas P. DiNapoli,WOR,21,14,2,5
Delaware,MA 1,State Comptroller,,Thomas P. DiNapoli,WOR,12,8,2,2
Delaware,ME 1,State Comptroller,,Thomas P. DiNapoli,WOR,20,7,8,5
Delaware,ME 2,State Comptroller,,Thomas P. DiNapoli,WOR,31,26,3,2
Delaware,MI 1,State Comptroller,,Thomas P. DiNapoli,WOR,21,13,2,6
Delaware,MI 2,State Comptroller,,Thomas P. DiNapoli,WOR,39,29,3,7
Delaware,MI 3,State Comptroller,,Thomas P. DiNapoli,WOR,14,12,1,1
Delaware,MI 4,State Comptroller,,Thomas P. DiNapoli,WOR,10,9,0,1
Delaware,MI 5,State Comptroller,,Thomas P. DiNapoli,WOR,11,9,2,0
Delaware,RX 1,State Comptroller,,Thomas P. DiNapoli,WOR,7,4,2,1
Delaware,RX 2,State Comptroller,,Thomas P. DiNapoli,WOR,14,10,0,4
Delaware,RX 3,State Comptroller,,Thomas P. DiNapoli,WOR,15,7,2,6
Delaware,RX 4,State Comptroller,,Thomas P. DiNapoli,WOR,12,9,1,2
Delaware,SD 1,State Comptroller,,Thomas P. DiNapoli,WOR,15,9,4,2
Delaware,SD 2,State Comptroller,,Thomas P. DiNapoli,WOR,6,6,0,0
Delaware,SD 3,State Comptroller,,Thomas P. DiNapoli,WOR,7,4,2,1
Delaware,SD 4,State Comptroller,,Thomas P. DiNapoli,WOR,15,15,0,0
Delaware,SD 5,State Comptroller,,Thomas P. DiNapoli,WOR,5,4,0,1
Delaware,SD 6,State Comptroller,,Thomas P. DiNapoli,WOR,12,12,0,0
Delaware,SD 7,State Comptroller,,Thomas P. DiNapoli,WOR,7,6,1,0
Delaware,ST 1,State Comptroller,,Thomas P. DiNapoli,WOR,28,21,4,3
Delaware,ST 2,State Comptroller,,Thomas P. DiNapoli,WOR,17,13,1,3
Delaware,TM 1,State Comptroller,,Thomas P. DiNapoli,WOR,25,16,5,4
Delaware,WL 1,State Comptroller,,Thomas P. DiNapoli,WOR,20,12,7,1
Delaware,WL 2,State Comptroller,,Thomas P. DiNapoli,WOR,15,12,3,0
Delaware,WL 3,State Comptroller,,Thomas P. DiNapoli,WOR,12,10,1,1
Delaware,WL 4,State Comptroller,,Thomas P. DiNapoli,WOR,9,9,0,0
Delaware,WL 5,State Comptroller,,Thomas P. DiNapoli,WOR,14,13,0,1
Delaware,AN 1,State Comptroller,,Under Votes,,4,4,0,0
Delaware,AN 2,State Comptroller,,Under Votes,,7,6,1,0
Delaware,BV 1,State Comptroller,,Under Votes,,8,7,1,0
Delaware,CO 1,State Comptroller,,Under Votes,,5,5,0,0
Delaware,CO 2,State Comptroller,,Under Votes,,1,1,0,0
Delaware,CO 3,State Comptroller,,Under Votes,,1,1,0,0
Delaware,CO 4,State Comptroller,,Under Votes,,2,0,2,0
Delaware,DA 1,State Comptroller,,Under Votes,,5,5,0,0
Delaware,DA 2,State Comptroller,,Under Votes,,10,9,0,1
Delaware,DL 1,State Comptroller,,Under Votes,,10,8,2,0
Delaware,DL 2,State Comptroller,,Under Votes,,4,4,0,0
Delaware,DL 3,State Comptroller,,Under Votes,,6,4,2,0
Delaware,DL 4,State Comptroller,,Under Votes,,3,1,0,2
Delaware,DP 1,State Comptroller,,Under Votes,,7,7,0,0
Delaware,DP 2,State Comptroller,,Under Votes,,2,1,0,1
Delaware,FR 1,State Comptroller,,Under Votes,,10,8,2,0
Delaware,FR 2,State Comptroller,,Under Votes,,8,7,0,1
Delaware,FR 3,State Comptroller,,Under Votes,,11,10,0,1
Delaware,HM 1,State Comptroller,,Under Votes,,9,8,1,0
Delaware,HN 1,State Comptroller,,Under Votes,,4,4,0,0
Delaware,HN 2,State Comptroller,,Under Votes,,1,1,0,0
Delaware,HN 3,State Comptroller,,Under Votes,,3,3,0,0
Delaware,HN 4,State Comptroller,,Under Votes,,1,1,0,0
Delaware,HN 5,State Comptroller,,Under Votes,,3,3,0,0
Delaware,HN 6,State Comptroller,,Under Votes,,1,1,0,0
Delaware,HR 1,State Comptroller,,Under Votes,,5,5,0,0
Delaware,KR 1,State Comptroller,,Under Votes,,7,6,1,0
Delaware,KR 2,State Comptroller,,Under Votes,,6,5,1,0
Delaware,MA 1,State Comptroller,,Under Votes,,7,6,0,1
Delaware,ME 1,State Comptroller,,Under Votes,,0,0,0,0
Delaware,ME 2,State Comptroller,,Under Votes,,7,6,1,0
Delaware,MI 1,State Comptroller,,Under Votes,,7,7,0,0
Delaware,MI 2,State Comptroller,,Under Votes,,5,4,0,1
Delaware,MI 3,State Comptroller,,Under Votes,,1,1,0,0
Delaware,MI 4,State Comptroller,,Under Votes,,0,0,0,0
Delaware,MI 5,State Comptroller,,Under Votes,,4,4,0,0
Delaware,RX 1,State Comptroller,,Under Votes,,4,4,0,0
Delaware,RX 2,State Comptroller,,Under Votes,,0,0,0,0
Delaware,RX 3,State Comptroller,,Under Votes,,4,4,0,0
Delaware,RX 4,State Comptroller,,Under Votes,,6,6,0,0
Delaware,SD 1,State Comptroller,,Under Votes,,7,7,0,0
Delaware,SD 2,State Comptroller,,Under Votes,,5,5,0,0
Delaware,SD 3,State Comptroller,,Under Votes,,8,8,0,0
Delaware,SD 4,State Comptroller,,Under Votes,,3,2,1,0
Delaware,SD 5,State Comptroller,,Under Votes,,5,5,0,0
Delaware,SD 6,State Comptroller,,Under Votes,,5,4,0,1
Delaware,SD 7,State Comptroller,,Under Votes,,9,9,0,0
Delaware,ST 1,State Comptroller,,Under Votes,,5,5,0,0
Delaware,ST 2,State Comptroller,,Under Votes,,6,5,0,1
Delaware,TM 1,State Comptroller,,Under Votes,,8,6,0,2
Delaware,WL 1,State Comptroller,,Under Votes,,8,7,0,1
Delaware,WL 2,State Comptroller,,Under Votes,,5,5,0,0
Delaware,WL 3,State Comptroller,,Under Votes,,8,8,0,0
Delaware,WL 4,State Comptroller,,Under Votes,,9,7,1,1
Delaware,WL 5,State Comptroller,,Under Votes,,7,6,1,0
Delaware,AN 1,State Comptroller,,Over Votes,,0,0,0,0
Delaware,AN 2,State Comptroller,,Over Votes,,0,0,0,0
Delaware,BV 1,State Comptroller,,Over Votes,,0,0,0,0
Delaware,CO 1,State Comptroller,,Over Votes,,0,0,0,0
Delaware,CO 2,State Comptroller,,Over Votes,,0,0,0,0
Delaware,CO 3,State Comptroller,,Over Votes,,0,0,0,0
Delaware,CO 4,State Comptroller,,Over Votes,,0,0,0,0
Delaware,DA 1,State Comptroller,,Over Votes,,0,0,0,0
Delaware,DA 2,State Comptroller,,Over Votes,,0,0,0,0
Delaware,DL 1,State Comptroller,,Over Votes,,0,0,0,0
Delaware,DL 2,State Comptroller,,Over Votes,,0,0,0,0
Delaware,DL 3,State Comptroller,,Over Votes,,0,0,0,0
Delaware,DL 4,State Comptroller,,Over Votes,,0,0,0,0
Delaware,DP 1,State Comptroller,,Over Votes,,0,0,0,0
Delaware,DP 2,State Comptroller,,Over Votes,,0,0,0,0
Delaware,FR 1,State Comptroller,,Over Votes,,0,0,0,0
Delaware,FR 2,State Comptroller,,Over Votes,,0,0,0,0
Delaware,FR 3,State Comptroller,,Over Votes,,0,0,0,0
Delaware,HM 1,State Comptroller,,Over Votes,,0,0,0,0
Delaware,HN 1,State Comptroller,,Over Votes,,0,0,0,0
Delaware,HN 2,State Comptroller,,Over Votes,,1,0,0,1
Delaware,HN 3,State Comptroller,,Over Votes,,0,0,0,0
Delaware,HN 4,State Comptroller,,Over Votes,,0,0,0,0
Delaware,HN 5,State Comptroller,,Over Votes,,0,0,0,0
Delaware,HN 6,State Comptroller,,Over Votes,,0,0,0,0
Delaware,HR 1,State Comptroller,,Over Votes,,0,0,0,0
Delaware,KR 1,State Comptroller,,Over Votes,,0,0,0,0
Delaware,KR 2,State Comptroller,,Over Votes,,0,0,0,0
Delaware,MA 1,State Comptroller,,Over Votes,,0,0,0,0
Delaware,ME 1,State Comptroller,,Over Votes,,0,0,0,0
Delaware,ME 2,State Comptroller,,Over Votes,,0,0,0,0
Delaware,MI 1,State Comptroller,,Over Votes,,0,0,0,0
Delaware,MI 2,State Comptroller,,Over Votes,,0,0,0,0
Delaware,MI 3,State Comptroller,,Over Votes,,0,0,0,0
Delaware,MI 4,State Comptroller,,Over Votes,,0,0,0,0
Delaware,MI 5,State Comptroller,,Over Votes,,0,0,0,0
Delaware,RX 1,State Comptroller,,Over Votes,,0,0,0,0
Delaware,RX 2,State Comptroller,,Over Votes,,0,0,0,0
Delaware,RX 3,State Comptroller,,Over Votes,,0,0,0,0
Delaware,RX 4,State Comptroller,,Over Votes,,0,0,0,0
Delaware,SD 1,State Comptroller,,Over Votes,,0,0,0,0
Delaware,SD 2,State Comptroller,,Over Votes,,0,0,0,0
Delaware,SD 3,State Comptroller,,Over Votes,,0,0,0,0
Delaware,SD 4,State Comptroller,,Over Votes,,1,1,0,0
Delaware,SD 5,State Comptroller,,Over Votes,,0,0,0,0
Delaware,SD 6,State Comptroller,,Over Votes,,0,0,0,0
Delaware,SD 7,State Comptroller,,Over Votes,,0,0,0,0
Delaware,ST 1,State Comptroller,,Over Votes,,0,0,0,0
Delaware,ST 2,State Comptroller,,Over Votes,,0,0,0,0
Delaware,TM 1,State Comptroller,,Over Votes,,0,0,0,0
Delaware,WL 1,State Comptroller,,Over Votes,,0,0,0,0
Delaware,WL 2,State Comptroller,,Over Votes,,0,0,0,0
Delaware,WL 3,State Comptroller,,Over Votes,,1,0,1,0
Delaware,WL 4,State Comptroller,,Over Votes,,0,0,0,0
Delaware,WL 5,State Comptroller,,Over Votes,,0,0,0,0
Delaware,AN 1,State Comptroller,,Write-ins,,0,0,0,0
Delaware,AN 2,State Comptroller,,Write-ins,,0,0,0,0
Delaware,BV 1,State Comptroller,,Write-ins,,0,0,0,0
Delaware,CO 1,State Comptroller,,Write-ins,,0,0,0,0
Delaware,CO 2,State Comptroller,,Write-ins,,0,0,0,0
Delaware,CO 3,State Comptroller,,Write-ins,,0,0,0,0
Delaware,CO 4,State Comptroller,,Write-ins,,0,0,0,0
Delaware,DA 1,State Comptroller,,Write-ins,,0,0,0,0
Delaware,DA 2,State Comptroller,,Write-ins,,0,0,0,0
Delaware,DL 1,State Comptroller,,Write-ins,,1,1,0,0
Delaware,DL 2,State Comptroller,,Write-ins,,0,0,0,0
Delaware,DL 3,State Comptroller,,Write-ins,,0,0,0,0
Delaware,DL 4,State Comptroller,,Write-ins,,0,0,0,0
Delaware,DP 1,State Comptroller,,Write-ins,,1,1,0,0
Delaware,DP 2,State Comptroller,,Write-ins,,0,0,0,0
Delaware,FR 1,State Comptroller,,Write-ins,,0,0,0,0
Delaware,FR 2,State Comptroller,,Write-ins,,0,0,0,0
Delaware,FR 3,State Comptroller,,Write-ins,,0,0,0,0
Delaware,HM 1,State Comptroller,,Write-ins,,0,0,0,0
Delaware,HN 1,State Comptroller,,Write-ins,,0,0,0,0
Delaware,HN 2,State Comptroller,,Write-ins,,0,0,0,0
Delaware,HN 3,State Comptroller,,Write-ins,,0,0,0,0
Delaware,HN 4,State Comptroller,,Write-ins,,0,0,0,0
Delaware,HN 5,State Comptroller,,Write-ins,,0,0,0,0
Delaware,HN 6,State Comptroller,,Write-ins,,1,1,0,0
Delaware,HR 1,State Comptroller,,Write-ins,,1,1,0,0
Delaware,KR 1,State Comptroller,,Write-ins,,0,0,0,0
Delaware,KR 2,State Comptroller,,Write-ins,,0,0,0,0
Delaware,MA 1,State Comptroller,,Write-ins,,0,0,0,0
Delaware,ME 1,State Comptroller,,Write-ins,,0,0,0,0
Delaware,ME 2,State Comptroller,,Write-ins,,0,0,0,0
Delaware,MI 1,State Comptroller,,Write-ins,,0,0,0,0
Delaware,MI 2,State Comptroller,,Write-ins,,0,0,0,0
Delaware,MI 3,State Comptroller,,Write-ins,,0,0,0,0
Delaware,MI 4,State Comptroller,,Write-ins,,0,0,0,0
Delaware,MI 5,State Comptroller,,Write-ins,,0,0,0,0
Delaware,RX 1,State Comptroller,,Write-ins,,0,0,0,0
Delaware,RX 2,State Comptroller,,Write-ins,,0,0,0,0
Delaware,RX 3,State Comptroller,,Write-ins,,1,0,0,1
Delaware,RX 4,State Comptroller,,Write-ins,,0,0,0,0
Delaware,SD 1,State Comptroller,,Write-ins,,0,0,0,0
Delaware,SD 2,State Comptroller,,Write-ins,,0,0,0,0
Delaware,SD 3,State Comptroller,,Write-ins,,0,0,0,0
Delaware,SD 4,State Comptroller,,Write-ins,,0,0,0,0
Delaware,SD 5,State Comptroller,,Write-ins,,0,0,0,0
Delaware,SD 6,State Comptroller,,Write-ins,,0,0,0,0
Delaware,SD 7,State Comptroller,,Write-ins,,0,0,0,0
Delaware,ST 1,State Comptroller,,Write-ins,,0,0,0,0
Delaware,ST 2,State Comptroller,,Write-ins,,0,0,0,0
Delaware,TM 1,State Comptroller,,Write-ins,,0,0,0,0
Delaware,WL 1,State Comptroller,,Write-ins,,0,0,0,0
Delaware,WL 2,State Comptroller,,Write-ins,,0,0,0,0
Delaware,WL 3,State Comptroller,,Write-ins,,0,0,0,0
Delaware,WL 4,State Comptroller,,Write-ins,,0,0,0,0
Delaware,WL 5,State Comptroller,,Write-ins,,0,0,0,0
Delaware,AN 1,Attorney General,,Letitia A. James,DEM,219,130,48,41
Delaware,AN 2,Attorney General,,Letitia A. James,DEM,90,57,19,14
Delaware,BV 1,Attorney General,,Letitia A. James,DEM,208,119,48,41
Delaware,CO 1,Attorney General,,Letitia A. James,DEM,81,56,10,15
Delaware,CO 2,Attorney General,,Letitia A. James,DEM,59,39,4,16
Delaware,CO 3,Attorney General,,Letitia A. James,DEM,37,18,11,8
Delaware,CO 4,Attorney General,,Letitia A. James,DEM,28,17,2,9
Delaware,DA 1,Attorney General,,Letitia A. James,DEM,89,80,4,5
Delaware,DA 2,Attorney General,,Letitia A. James,DEM,207,158,22,27
Delaware,DL 1,Attorney General,,Letitia A. James,DEM,196,103,71,22
Delaware,DL 2,Attorney General,,Letitia A. James,DEM,140,62,60,18
Delaware,DL 3,Attorney General,,Letitia A. James,DEM,151,75,53,23
