Orleans,precinct,office,district,party,candidate,votes
Orleans,Town of Albion 4 LO 3,State Assembly,139,,Write-Ins,0
Orleans,Town of Albion 5 LO 3,State Assembly,139,,Write-Ins,0
Orleans,Town of Albion 6 LO 3,State Assembly,139,,Write-Ins,0
Orleans,Town of Barre 1 LO 1,State Assembly,139,,Write-Ins,0
Orleans,Town of Barre 2 LO 1,State Assembly,139,,Write-Ins,0
Orleans,Town of Carlton 1 LO 4,State Assembly,139,,Write-Ins,2
Orleans,Town of Carlton 2 LO 4,State Assembly,139,,Write-Ins,0
Orleans,Town of Carlton 3 LO 4,State Assembly,139,,Write-Ins,0
Orleans,Town of Clarendon 1 LO 1,State Assembly,139,,Write-Ins,0
Orleans,Town of Clarendon 2 LO 1,State Assembly,139,,Write-Ins,0
Orleans,Town of Clarendon 3 LO 1,State Assembly,139,,Write-Ins,1
Orleans,Town of Gaines 1 LO 3,State Assembly,139,,Write-Ins,0
Orleans,Town of Gaines 2 LO 3,State Assembly,139,,Write-Ins,0
Orleans,Town of Gaines 3 LO 3,State Assembly,139,,Write-Ins,0
Orleans,Town of Gaines 4 LO 3,State Assembly,139,,Write-Ins,0
Orleans,Town of Kendall 1 LO 4,State Assembly,139,,Write-Ins,0
Orleans,Town of Kendall 2 LO 4,State Assembly,139,,Write-Ins,0
Orleans,Town of Kendall 3 LO 4,State Assembly,139,,Write-Ins,0
Orleans,Town of Murray 1 LO 4,State Assembly,139,,Write-Ins,0
Orleans,Town of Murray 2 LO 4,State Assembly,139,,Write-Ins,0
Orleans,Town of Murray 3 LO 4,State Assembly,139,,Write-Ins,0
Orleans,Town of Murray 4 LO 4,State Assembly,139,,Write-Ins,0
Orleans,Town of Murray 5 LO 4,State Assembly,139,,Write-Ins,0
Orleans,Town of Murray 6 LO 4,State Assembly,139,,Write-Ins,0
Orleans,Town of Ridgeway 1 LO 2,State Assembly,139,,Write-Ins,0
Orleans,Town of Ridgeway 2 LO 2,State Assembly,139,,Write-Ins,0
Orleans,Town of Ridgeway 3 LO 2,State Assembly,139,,Write-Ins,0
Orleans,Town of Ridgeway 4 LO 2,State Assembly,139,,Write-Ins,0
Orleans,Town of Ridgeway 5 LO 2,State Assembly,139,,Write-Ins,0
Orleans,Town of Ridgeway 6 LO 2,State Assembly,139,,Write-Ins,0
Orleans,Town of Ridgeway 7 LO 2,State Assembly,139,,Write-Ins,0
Orleans,Town of Shelby 1 LO 1,State Assembly,139,,Write-Ins,0
Orleans,Town of Shelby 2 LO 1,State Assembly,139,,Write-Ins,0
Orleans,Town of Shelby 3 LO 2,State Assembly,139,,Write-Ins,0
Orleans,Town of Shelby 4 LO 1,State Assembly,139,,Write-Ins,0
Orleans,Town of Yates 1 LO 2,State Assembly,139,,Write-Ins,0
Orleans,Town of Yates 2 LO 2,State Assembly,139,,Write-Ins,0
Orleans,Town of Albion 1 LO 3,State Assembly,139,,Overvotes,0
Orleans,Town of Albion 2 LO 3,State Assembly,139,,Overvotes,0
Orleans,Town of Albion 3 LO 3,State Assembly,139,,Overvotes,0
Orleans,Town of Albion 4 LO 3,State Assembly,139,,Overvotes,0
Orleans,Town of Albion 5 LO 3,State Assembly,139,,Overvotes,0
Orleans,Town of Albion 6 LO 3,State Assembly,139,,Overvotes,1
Orleans,Town of Barre 1 LO 1,State Assembly,139,,Overvotes,0
Orleans,Town of Barre 2 LO 1,State Assembly,139,,Overvotes,0
Orleans,Town of Carlton 1 LO 4,State Assembly,139,,Overvotes,1
Orleans,Town of Carlton 2 LO 4,State Assembly,139,,Overvotes,0
Orleans,Town of Carlton 3 LO 4,State Assembly,139,,Overvotes,0
Orleans,Town of Clarendon 1 LO 1,State Assembly,139,,Overvotes,0
Orleans,Town of Clarendon 2 LO 1,State Assembly,139,,Overvotes,0
Orleans,Town of Clarendon 3 LO 1,State Assembly,139,,Overvotes,0
Orleans,Town of Gaines 1 LO 3,State Assembly,139,,Overvotes,0
Orleans,Town of Gaines 2 LO 3,State Assembly,139,,Overvotes,0
Orleans,Town of Gaines 3 LO 3,State Assembly,139,,Overvotes,0
Orleans,Town of Gaines 4 LO 3,State Assembly,139,,Overvotes,1
Orleans,Town of Kendall 1 LO 4,State Assembly,139,,Overvotes,0
Orleans,Town of Kendall 2 LO 4,State Assembly,139,,Overvotes,0
Orleans,Town of Kendall 3 LO 4,State Assembly,139,,Overvotes,0
Orleans,Town of Murray 1 LO 4,State Assembly,139,,Overvotes,0
Orleans,Town of Murray 2 LO 4,State Assembly,139,,Overvotes,0
Orleans,Town of Murray 3 LO 4,State Assembly,139,,Overvotes,0
Orleans,Town of Murray 4 LO 4,State Assembly,139,,Overvotes,3
Orleans,Town of Murray 5 LO 4,State Assembly,139,,Overvotes,1
Orleans,Town of Murray 6 LO 4,State Assembly,139,,Overvotes,0
Orleans,Town of Ridgeway 1 LO 2,State Assembly,139,,Overvotes,0
Orleans,Town of Ridgeway 2 LO 2,State Assembly,139,,Overvotes,0
Orleans,Town of Ridgeway 3 LO 2,State Assembly,139,,Overvotes,0
Orleans,Town of Ridgeway 4 LO 2,State Assembly,139,,Overvotes,0
Orleans,Town of Ridgeway 5 LO 2,State Assembly,139,,Overvotes,0
Orleans,Town of Ridgeway 6 LO 2,State Assembly,139,,Overvotes,0
Orleans,Town of Ridgeway 7 LO 2,State Assembly,139,,Overvotes,0
Orleans,Town of Shelby 1 LO 1,State Assembly,139,,Overvotes,1
Orleans,Town of Shelby 2 LO 1,State Assembly,139,,Overvotes,1
Orleans,Town of Shelby 3 LO 2,State Assembly,139,,Overvotes,2
Orleans,Town of Shelby 4 LO 1,State Assembly,139,,Overvotes,0
Orleans,Town of Yates 1 LO 2,State Assembly,139,,Overvotes,0
Orleans,Town of Yates 2 LO 2,State Assembly,139,,Overvotes,0
Orleans,Town of Albion 1 LO 3,State Assembly,139,,Undervotes,12
Orleans,Town of Albion 2 LO 3,State Assembly,139,,Undervotes,13
Orleans,Town of Albion 3 LO 3,State Assembly,139,,Undervotes,14
Orleans,Town of Albion 4 LO 3,State Assembly,139,,Undervotes,11
Orleans,Town of Albion 5 LO 3,State Assembly,139,,Undervotes,7
Orleans,Town of Albion 6 LO 3,State Assembly,139,,Undervotes,14
Orleans,Town of Barre 1 LO 1,State Assembly,139,,Undervotes,14
Orleans,Town of Barre 2 LO 1,State Assembly,139,,Undervotes,16
Orleans,Town of Carlton 1 LO 4,State Assembly,139,,Undervotes,18
Orleans,Town of Carlton 2 LO 4,State Assembly,139,,Undervotes,6
Orleans,Town of Carlton 3 LO 4,State Assembly,139,,Undervotes,19
Orleans,Town of Clarendon 1 LO 1,State Assembly,139,,Undervotes,30
Orleans,Town of Clarendon 2 LO 1,State Assembly,139,,Undervotes,15
Orleans,Town of Clarendon 3 LO 1,State Assembly,139,,Undervotes,19
Orleans,Town of Gaines 1 LO 3,State Assembly,139,,Undervotes,11
Orleans,Town of Gaines 2 LO 3,State Assembly,139,,Undervotes,12
Orleans,Town of Gaines 3 LO 3,State Assembly,139,,Undervotes,1
Orleans,Town of Gaines 4 LO 3,State Assembly,139,,Undervotes,12
Orleans,Town of Kendall 1 LO 4,State Assembly,139,,Undervotes,15
Orleans,Town of Kendall 2 LO 4,State Assembly,139,,Undervotes,8
Orleans,Town of Kendall 3 LO 4,State Assembly,139,,Undervotes,7
Orleans,Town of Murray 1 LO 4,State Assembly,139,,Undervotes,6
Orleans,Town of Murray 2 LO 4,State Assembly,139,,Undervotes,14
Orleans,Town of Murray 3 LO 4,State Assembly,139,,Undervotes,15
Orleans,Town of Murray 4 LO 4,State Assembly,139,,Undervotes,18
Orleans,Town of Murray 5 LO 4,State Assembly,139,,Undervotes,4
Orleans,Town of Murray 6 LO 4,State Assembly,139,,Undervotes,4
Orleans,Town of Ridgeway 1 LO 2,State Assembly,139,,Undervotes,14
Orleans,Town of Ridgeway 2 LO 2,State Assembly,139,,Undervotes,19
Orleans,Town of Ridgeway 3 LO 2,State Assembly,139,,Undervotes,18
Orleans,Town of Ridgeway 4 LO 2,State Assembly,139,,Undervotes,16
Orleans,Town of Ridgeway 5 LO 2,State Assembly,139,,Undervotes,8
Orleans,Town of Ridgeway 6 LO 2,State Assembly,139,,Undervotes,13
Orleans,Town of Ridgeway 7 LO 2,State Assembly,139,,Undervotes,12
Orleans,Town of Shelby 1 LO 1,State Assembly,139,,Undervotes,15
Orleans,Town of Shelby 2 LO 1,State Assembly,139,,Undervotes,16
Orleans,Town of Shelby 3 LO 2,State Assembly,139,,Undervotes,14
Orleans,Town of Shelby 4 LO 1,State Assembly,139,,Undervotes,18
Orleans,Town of Yates 1 LO 2,State Assembly,139,,Undervotes,15
Orleans,Town of Yates 2 LO 2,State Assembly,139,,Undervotes,11
