county,precinct,office,district,party,candidate,election_day,early_voting,absentee,hand_tally
Tompkins,Dryden 1,Comptroller,,,Overvotes,1,0,0,0
Tompkins,Dryden 2,Comptroller,,,Overvotes,0,0,0,0
Tompkins,Dryden 3,Comptroller,,,Overvotes,0,0,0,0
Tompkins,Dryden 4,Comptroller,,,Overvotes,0,0,0,0
Tompkins,Dryden 5,Comptroller,,,Overvotes,0,0,0,0
Tompkins,Dryden 6,Comptroller,,,Overvotes,0,0,0,0
Tompkins,Dryden 7,Comptroller,,,Overvotes,0,0,0,0
Tompkins,Dryden 8,Comptroller,,,Overvotes,0,0,0,0
Tompkins,Dryden 9,Comptroller,,,Overvotes,0,0,0,0
Tompkins,Enfield 1,Comptroller,,,Overvotes,0,0,0,0
Tompkins,Enfield 2,Comptroller,,,Overvotes,0,0,0,0
Tompkins,Enfield 3,Comptroller,,,Overvotes,0,0,0,0
Tompkins,Groton 1,Comptroller,,,Overvotes,0,0,0,0
Tompkins,Groton 2,Comptroller,,,Overvotes,0,0,0,0
Tompkins,Groton 3,Comptroller,,,Overvotes,0,0,0,0
Tompkins,Ithaca Town 1,Comptroller,,,Overvotes,0,0,0,0
Tompkins,Ithaca Town 2,Comptroller,,,Overvotes,0,0,0,0
Tompkins,Ithaca Town 3,Comptroller,,,Overvotes,0,0,0,0
Tompkins,Ithaca Town 4,Comptroller,,,Overvotes,0,0,0,0
Tompkins,Ithaca Town 5,Comptroller,,,Overvotes,0,0,0,0
Tompkins,Ithaca Town 6,Comptroller,,,Overvotes,0,0,0,0
Tompkins,Ithaca Town 7,Comptroller,,,Overvotes,0,0,0,1
Tompkins,Ithaca Town 8,Comptroller,,,Overvotes,0,0,0,0
Tompkins,Ithaca Town 9,Comptroller,,,Overvotes,0,0,0,0
Tompkins,Ithaca Town 10,Comptroller,,,Overvotes,0,0,0,0
Tompkins,Ithaca Town 11,Comptroller,,,Overvotes,0,0,0,0
Tompkins,Ithaca Town 12,Comptroller,,,Overvotes,0,0,0,0
Tompkins,Lansing 1,Comptroller,,,Overvotes,0,0,0,0
Tompkins,Lansing 2,Comptroller,,,Overvotes,0,0,0,0
Tompkins,Lansing 3,Comptroller,,,Overvotes,0,0,0,0
Tompkins,Lansing 4,Comptroller,,,Overvotes,1,0,0,0
Tompkins,Lansing 5,Comptroller,,,Overvotes,0,0,0,1
Tompkins,Lansing 6,Comptroller,,,Overvotes,0,0,0,0
Tompkins,Lansing 7,Comptroller,,,Overvotes,0,0,0,1
Tompkins,Lansing 8,Comptroller,,,Overvotes,0,0,0,0
Tompkins,Newfield 1,Comptroller,,,Overvotes,0,0,0,0
Tompkins,Newfield 2,Comptroller,,,Overvotes,0,0,0,0
Tompkins,Newfield 3,Comptroller,,,Overvotes,0,0,0,0
Tompkins,Ulysses 1,Comptroller,,,Overvotes,0,0,0,0
Tompkins,Ulysses 2,Comptroller,,,Overvotes,0,0,0,1
Tompkins,Ulysses 3,Comptroller,,,Overvotes,0,0,0,0
Tompkins,Ulysses 4,Comptroller,,,Overvotes,0,0,0,0
Tompkins,Ithaca City 1 -1,Comptroller,,,Write-Ins,0,0,0,0
Tompkins,Ithaca City 1-2,Comptroller,,,Write-Ins,0,0,0,0
Tompkins,Ithaca City 1-3,Comptroller,,,Write-Ins,0,0,0,0
Tompkins,Ithaca City 2-1,Comptroller,,,Write-Ins,0,0,0,1
Tompkins,Ithaca City 2-2,Comptroller,,,Write-Ins,1,0,0,0
Tompkins,Ithaca City 2-3,Comptroller,,,Write-Ins,0,0,0,0
Tompkins,Ithaca City 2-4,Comptroller,,,Write-Ins,0,0,0,0
Tompkins,Ithaca City 3-1,Comptroller,,,Write-Ins,0,0,0,0
Tompkins,Ithaca City 3-2,Comptroller,,,Write-Ins,0,0,0,0
Tompkins,Ithaca City 3-3,Comptroller,,,Write-Ins,0,0,0,0
Tompkins,Ithaca City 4-1,Comptroller,,,Write-Ins,0,0,0,0
Tompkins,Ithaca City 5-1,Comptroller,,,Write-Ins,0,0,0,0
Tompkins,Ithaca City 5-2,Comptroller,,,Write-Ins,1,0,0,0
Tompkins,Ithaca City 5-3,Comptroller,,,Write-Ins,0,0,0,1
Tompkins,Caroline 1,Comptroller,,,Write-Ins,0,0,0,0
Tompkins,Caroline 2,Comptroller,,,Write-Ins,0,0,0,0
Tompkins,Caroline 3,Comptroller,,,Write-Ins,0,0,0,0
Tompkins,Danby 1,Comptroller,,,Write-Ins,2,0,0,0
Tompkins,Danby 2,Comptroller,,,Write-Ins,0,0,0,0
Tompkins,Danby 3,Comptroller,,,Write-Ins,0,0,0,0
Tompkins,Dryden 1,Comptroller,,,Write-Ins,0,0,0,0
Tompkins,Dryden 2,Comptroller,,,Write-Ins,0,0,0,0
Tompkins,Dryden 3,Comptroller,,,Write-Ins,0,0,0,0
Tompkins,Dryden 4,Comptroller,,,Write-Ins,1,0,0,0
Tompkins,Dryden 5,Comptroller,,,Write-Ins,1,0,0,0
Tompkins,Dryden 6,Comptroller,,,Write-Ins,1,0,0,0
Tompkins,Dryden 7,Comptroller,,,Write-Ins,1,0,0,0
Tompkins,Dryden 8,Comptroller,,,Write-Ins,0,0,0,0
Tompkins,Dryden 9,Comptroller,,,Write-Ins,0,0,0,0
Tompkins,Enfield 1,Comptroller,,,Write-Ins,0,0,0,0
Tompkins,Enfield 2,Comptroller,,,Write-Ins,0,0,0,0
Tompkins,Enfield 3,Comptroller,,,Write-Ins,0,0,0,0
Tompkins,Groton 1,Comptroller,,,Write-Ins,0,0,0,0
Tompkins,Groton 2,Comptroller,,,Write-Ins,1,1,0,0
Tompkins,Groton 3,Comptroller,,,Write-Ins,0,0,0,0
Tompkins,Ithaca Town 1,Comptroller,,,Write-Ins,0,0,0,0
Tompkins,Ithaca Town 2,Comptroller,,,Write-Ins,0,0,0,0
Tompkins,Ithaca Town 3,Comptroller,,,Write-Ins,0,0,0,0
Tompkins,Ithaca Town 4,Comptroller,,,Write-Ins,0,0,0,0
Tompkins,Ithaca Town 5,Comptroller,,,Write-Ins,0,0,0,0
Tompkins,Ithaca Town 6,Comptroller,,,Write-Ins,1,0,0,0
Tompkins,Ithaca Town 7,Comptroller,,,Write-Ins,0,0,0,0
Tompkins,Ithaca Town 8,Comptroller,,,Write-Ins,0,0,0,0
Tompkins,Ithaca Town 9,Comptroller,,,Write-Ins,0,0,0,0
Tompkins,Ithaca Town 10,Comptroller,,,Write-Ins,0,0,0,0
Tompkins,Ithaca Town 11,Comptroller,,,Write-Ins,0,1,0,0
Tompkins,Ithaca Town 12,Comptroller,,,Write-Ins,0,0,0,0
Tompkins,Lansing 1,Comptroller,,,Write-Ins,0,0,0,0
Tompkins,Lansing 2,Comptroller,,,Write-Ins,0,0,0,0
Tompkins,Lansing 3,Comptroller,,,Write-Ins,0,1,0,0
Tompkins,Lansing 4,Comptroller,,,Write-Ins,0,0,0,0
Tompkins,Lansing 5,Comptroller,,,Write-Ins,1,0,0,0
Tompkins,Lansing 6,Comptroller,,,Write-Ins,1,0,0,0
Tompkins,Lansing 7,Comptroller,,,Write-Ins,0,0,0,0
Tompkins,Lansing 8,Comptroller,,,Write-Ins,0,0,0,0
Tompkins,Newfield 1,Comptroller,,,Write-Ins,1,0,0,0
Tompkins,Newfield 2,Comptroller,,,Write-Ins,1,0,0,0
Tompkins,Newfield 3,Comptroller,,,Write-Ins,0,0,0,0
Tompkins,Ulysses 1,Comptroller,,,Write-Ins,0,0,0,0
Tompkins,Ulysses 2,Comptroller,,,Write-Ins,0,0,0,0
Tompkins,Ulysses 3,Comptroller,,,Write-Ins,0,0,0,0
Tompkins,Ulysses 4,Comptroller,,,Write-Ins,0,0,0,0
Tompkins,Ithaca City 1 -1,Attorney General,,DEM,Letitia A. James,288,128,41,4
Tompkins,Ithaca City 1-2,Attorney General,,DEM,Letitia A. James,78,56,25,3
Tompkins,Ithaca City 1-3,Attorney General,,DEM,Letitia A. James,264,128,48,4
Tompkins,Ithaca City 2-1,Attorney General,,DEM,Letitia A. James,183,101,32,1
Tompkins,Ithaca City 2-2,Attorney General,,DEM,Letitia A. James,175,89,41,14
Tompkins,Ithaca City 2-3,Attorney General,,DEM,Letitia A. James,183,75,47,6
Tompkins,Ithaca City 2-4,Attorney General,,DEM,Letitia A. James,113,116,25,3
Tompkins,Ithaca City 3-1,Attorney General,,DEM,Letitia A. James,23,8,7,2
Tompkins,Ithaca City 3-2,Attorney General,,DEM,Letitia A. James,336,139,58,5
Tompkins,Ithaca City 3-3,Attorney General,,DEM,Letitia A. James,28,1,7,3
Tompkins,Ithaca City 4-1,Attorney General,,DEM,Letitia A. James,90,70,105,8
Tompkins,Ithaca City 5-1,Attorney General,,DEM,Letitia A. James,189,184,45,4
Tompkins,Ithaca City 5-2,Attorney General,,DEM,Letitia A. James,191,201,45,4
Tompkins,Ithaca City 5-3,Attorney General,,DEM,Letitia A. James,84,25,26,4
Tompkins,Caroline 1,Attorney General,,DEM,Letitia A. James,130,15,9,1
Tompkins,Caroline 2,Attorney General,,DEM,Letitia A. James,269,71,27,2
Tompkins,Caroline 3,Attorney General,,DEM,Letitia A. James,286,34,21,4
Tompkins,Danby 1,Attorney General,,DEM,Letitia A. James,339,87,37,3
Tompkins,Danby 2,Attorney General,,DEM,Letitia A. James,76,6,2,0
Tompkins,Danby 3,Attorney General,,DEM,Letitia A. James,317,112,42,2
Tompkins,Dryden 1,Attorney General,,DEM,Letitia A. James,212,69,17,1
Tompkins,Dryden 2,Attorney General,,DEM,Letitia A. James,288,74,25,5
Tompkins,Dryden 3,Attorney General,,DEM,Letitia A. James,58,21,8,0
Tompkins,Dryden 4,Attorney General,,DEM,Letitia A. James,464,248,67,12
Tompkins,Dryden 5,Attorney General,,DEM,Letitia A. James,214,64,24,4
Tompkins,Dryden 6,Attorney General,,DEM,Letitia A. James,244,47,30,0
Tompkins,Dryden 7,Attorney General,,DEM,Letitia A. James,211,32,21,2
Tompkins,Dryden 8,Attorney General,,DEM,Letitia A. James,303,123,38,1
Tompkins,Dryden 9,Attorney General,,DEM,Letitia A. James,231,57,24,3
Tompkins,Enfield 1,Attorney General,,DEM,Letitia A. James,134,16,15,5
Tompkins,Enfield 2,Attorney General,,DEM,Letitia A. James,168,38,23,3
Tompkins,Enfield 3,Attorney General,,DEM,Letitia A. James,164,30,18,4
Tompkins,Groton 1,Attorney General,,DEM,Letitia A. James,173,35,13,0
Tompkins,Groton 2,Attorney General,,DEM,Letitia A. James,267,19,24,1
Tompkins,Groton 3,Attorney General,,DEM,Letitia A. James,165,25,9,3
Tompkins,Ithaca Town 1,Attorney General,,DEM,Letitia A. James,228,67,14,8
Tompkins,Ithaca Town 2,Attorney General,,DEM,Letitia A. James,157,55,14,4
Tompkins,Ithaca Town 3,Attorney General,,DEM,Letitia A. James,214,73,84,9
Tompkins,Ithaca Town 4,Attorney General,,DEM,Letitia A. James,310,126,51,2
Tompkins,Ithaca Town 5,Attorney General,,DEM,Letitia A. James,225,118,27,9
Tompkins,Ithaca Town 6,Attorney General,,DEM,Letitia A. James,244,170,40,5
Tompkins,Ithaca Town 7,Attorney General,,DEM,Letitia A. James,143,165,85,18
Tompkins,Ithaca Town 8,Attorney General,,DEM,Letitia A. James,268,123,41,4
Tompkins,Ithaca Town 9,Attorney General,,DEM,Letitia A. James,257,142,49,5
Tompkins,Ithaca Town 10,Attorney General,,DEM,Letitia A. James,242,104,33,6
Tompkins,Ithaca Town 11,Attorney General,,DEM,Letitia A. James,246,170,40,4
Tompkins,Ithaca Town 12,Attorney General,,DEM,Letitia A. James,139,37,13,0
Tompkins,Lansing 1,Attorney General,,DEM,Letitia A. James,288,114,28,3
Tompkins,Lansing 2,Attorney General,,DEM,Letitia A. James,169,34,6,2
Tompkins,Lansing 3,Attorney General,,DEM,Letitia A. James,273,163,25,2
Tompkins,Lansing 4,Attorney General,,DEM,Letitia A. James,200,38,9,1
Tompkins,Lansing 5,Attorney General,,DEM,Letitia A. James,348,167,54,5
Tompkins,Lansing 6,Attorney General,,DEM,Letitia A. James,201,109,33,1
Tompkins,Lansing 7,Attorney General,,DEM,Letitia A. James,272,192,47,2
Tompkins,Lansing 8,Attorney General,,DEM,Letitia A. James,65,21,6,1
Tompkins,Newfield 1,Attorney General,,DEM,Letitia A. James,219,29,20,2
Tompkins,Newfield 2,Attorney General,,DEM,Letitia A. James,197,32,20,1
Tompkins,Newfield 3,Attorney General,,DEM,Letitia A. James,224,38,24,4
Tompkins,Ulysses 1,Attorney General,,DEM,Letitia A. James,356,44,47,6
Tompkins,Ulysses 2,Attorney General,,DEM,Letitia A. James,263,42,16,2
Tompkins,Ulysses 3,Attorney General,,DEM,Letitia A. James,364,33,23,0
Tompkins,Ulysses 4,Attorney General,,DEM,Letitia A. James,360,68,34,6
Tompkins,Ithaca City 1 -1,Attorney General,,REP,Michael Henry,57,7,8,0
Tompkins,Ithaca City 1-2,Attorney General,,REP,Michael Henry,22,5,11,0
Tompkins,Ithaca City 1-3,Attorney General,,REP,Michael Henry,34,10,5,0
Tompkins,Ithaca City 2-1,Attorney General,,REP,Michael Henry,24,7,2,0
Tompkins,Ithaca City 2-2,Attorney General,,REP,Michael Henry,20,7,10,8
Tompkins,Ithaca City 2-3,Attorney General,,REP,Michael Henry,35,12,4,2
Tompkins,Ithaca City 2-4,Attorney General,,REP,Michael Henry,10,5,1,0
Tompkins,Ithaca City 3-1,Attorney General,,REP,Michael Henry,1,2,1,0
Tompkins,Ithaca City 3-2,Attorney General,,REP,Michael Henry,35,9,6,0
Tompkins,Ithaca City 3-3,Attorney General,,REP,Michael Henry,3,0,0,1
Tompkins,Ithaca City 4-1,Attorney General,,REP,Michael Henry,9,4,21,1
Tompkins,Ithaca City 5-1,Attorney General,,REP,Michael Henry,15,7,4,1
Tompkins,Ithaca City 5-2,Attorney General,,REP,Michael Henry,17,5,2,1
Tompkins,Ithaca City 5-3,Attorney General,,REP,Michael Henry,6,1,0,1
Tompkins,Caroline 1,Attorney General,,REP,Michael Henry,129,4,7,0
Tompkins,Caroline 2,Attorney General,,REP,Michael Henry,184,7,4,0
Tompkins,Caroline 3,Attorney General,,REP,Michael Henry,133,9,7,1
Tompkins,Danby 1,Attorney General,,REP,Michael Henry,147,5,4,0
Tompkins,Danby 2,Attorney General,,REP,Michael Henry,58,0,5,1
Tompkins,Danby 3,Attorney General,,REP,Michael Henry,166,13,11,1
Tompkins,Dryden 1,Attorney General,,REP,Michael Henry,231,18,7,0
Tompkins,Dryden 2,Attorney General,,REP,Michael Henry,202,18,8,3
Tompkins,Dryden 3,Attorney General,,REP,Michael Henry,87,2,5,3
Tompkins,Dryden 4,Attorney General,,REP,Michael Henry,131,14,8,0
Tompkins,Dryden 5,Attorney General,,REP,Michael Henry,170,12,9,1
Tompkins,Dryden 6,Attorney General,,REP,Michael Henry,183,11,12,1
Tompkins,Dryden 7,Attorney General,,REP,Michael Henry,218,23,16,2
Tompkins,Dryden 8,Attorney General,,REP,Michael Henry,82,13,9,2
Tompkins,Dryden 9,Attorney General,,REP,Michael Henry,220,15,15,1
Tompkins,Enfield 1,Attorney General,,REP,Michael Henry,169,13,4,6
Tompkins,Enfield 2,Attorney General,,REP,Michael Henry,140,4,7,2
Tompkins,Enfield 3,Attorney General,,REP,Michael Henry,141,8,9,3
Tompkins,Groton 1,Attorney General,,REP,Michael Henry,426,20,11,0
Tompkins,Groton 2,Attorney General,,REP,Michael Henry,289,12,16,2
Tompkins,Groton 3,Attorney General,,REP,Michael Henry,326,6,7,1
Tompkins,Ithaca Town 1,Attorney General,,REP,Michael Henry,80,13,10,2
Tompkins,Ithaca Town 2,Attorney General,,REP,Michael Henry,55,3,7,1
Tompkins,Ithaca Town 3,Attorney General,,REP,Michael Henry,51,12,18,0
Tompkins,Ithaca Town 4,Attorney General,,REP,Michael Henry,56,17,9,2
Tompkins,Ithaca Town 5,Attorney General,,REP,Michael Henry,70,12,4,0
Tompkins,Ithaca Town 6,Attorney General,,REP,Michael Henry,31,9,4,1
Tompkins,Ithaca Town 7,Attorney General,,REP,Michael Henry,41,19,9,1
Tompkins,Ithaca Town 8,Attorney General,,REP,Michael Henry,35,4,5,4
Tompkins,Ithaca Town 9,Attorney General,,REP,Michael Henry,61,16,6,1
Tompkins,Ithaca Town 10,Attorney General,,REP,Michael Henry,70,7,7,1
Tompkins,Ithaca Town 11,Attorney General,,REP,Michael Henry,61,12,7,1
Tompkins,Ithaca Town 12,Attorney General,,REP,Michael Henry,34,11,2,1
Tompkins,Lansing 1,Attorney General,,REP,Michael Henry,197,24,7,2
Tompkins,Lansing 2,Attorney General,,REP,Michael Henry,179,12,4,0
Tompkins,Lansing 3,Attorney General,,REP,Michael Henry,206,55,14,1
Tompkins,Lansing 4,Attorney General,,REP,Michael Henry,243,7,8,1
Tompkins,Lansing 5,Attorney General,,REP,Michael Henry,125,45,15,2
Tompkins,Lansing 6,Attorney General,,REP,Michael Henry,42,12,2,0
Tompkins,Lansing 7,Attorney General,,REP,Michael Henry,97,24,10,2
Tompkins,Lansing 8,Attorney General,,REP,Michael Henry,81,9,4,0
Tompkins,Newfield 1,Attorney General,,REP,Michael Henry,230,3,17,1
Tompkins,Newfield 2,Attorney General,,REP,Michael Henry,278,8,16,1
Tompkins,Newfield 3,Attorney General,,REP,Michael Henry,205,8,16,1
Tompkins,Ulysses 1,Attorney General,,REP,Michael Henry,119,9,9,1
Tompkins,Ulysses 2,Attorney General,,REP,Michael Henry,159,8,6,2
Tompkins,Ulysses 3,Attorney General,,REP,Michael Henry,91,4,5,1
Tompkins,Ulysses 4,Attorney General,,REP,Michael Henry,127,7,13,0
Tompkins,Ithaca City 1 -1,Attorney General,,CON,Michael Henry,12,0,0,0
Tompkins,Ithaca City 1-2,Attorney General,,CON,Michael Henry,3,1,0,0
Tompkins,Ithaca City 1-3,Attorney General,,CON,Michael Henry,6,1,0,0
Tompkins,Ithaca City 2-1,Attorney General,,CON,Michael Henry,7,0,0,0
Tompkins,Ithaca City 2-2,Attorney General,,CON,Michael Henry,5,1,0,0
Tompkins,Ithaca City 2-3,Attorney General,,CON,Michael Henry,5,1,1,0
Tompkins,Ithaca City 2-4,Attorney General,,CON,Michael Henry,0,0,0,1
Tompkins,Ithaca City 3-1,Attorney General,,CON,Michael Henry,0,0,0,0
Tompkins,Ithaca City 3-2,Attorney General,,CON,Michael Henry,5,1,0,0
Tompkins,Ithaca City 3-3,Attorney General,,CON,Michael Henry,0,0,0,0
Tompkins,Ithaca City 4-1,Attorney General,,CON,Michael Henry,1,1,3,0
Tompkins,Ithaca City 5-1,Attorney General,,CON,Michael Henry,4,0,0,0
Tompkins,Ithaca City 5-2,Attorney General,,CON,Michael Henry,4,0,0,0
Tompkins,Ithaca City 5-3,Attorney General,,CON,Michael Henry,1,0,1,0
Tompkins,Caroline 1,Attorney General,,CON,Michael Henry,13,1,2,0
Tompkins,Caroline 2,Attorney General,,CON,Michael Henry,20,1,0,1
Tompkins,Caroline 3,Attorney General,,CON,Michael Henry,13,0,0,0
Tompkins,Danby 1,Attorney General,,CON,Michael Henry,12,4,0,0
Tompkins,Danby 2,Attorney General,,CON,Michael Henry,5,1,0,0
Tompkins,Danby 3,Attorney General,,CON,Michael Henry,18,3,6,0
Tompkins,Dryden 1,Attorney General,,CON,Michael Henry,16,2,1,0
Tompkins,Dryden 2,Attorney General,,CON,Michael Henry,29,7,2,0
Tompkins,Dryden 3,Attorney General,,CON,Michael Henry,13,0,2,0
Tompkins,Dryden 4,Attorney General,,CON,Michael Henry,14,2,1,2
Tompkins,Dryden 5,Attorney General,,CON,Michael Henry,27,2,2,0
Tompkins,Dryden 6,Attorney General,,CON,Michael Henry,20,2,4,0
Tompkins,Dryden 7,Attorney General,,CON,Michael Henry,31,4,1,1
Tompkins,Dryden 8,Attorney General,,CON,Michael Henry,14,1,0,0
Tompkins,Dryden 9,Attorney General,,CON,Michael Henry,24,4,3,0
Tompkins,Enfield 1,Attorney General,,CON,Michael Henry,16,2,2,0
Tompkins,Enfield 2,Attorney General,,CON,Michael Henry,16,2,1,0
Tompkins,Enfield 3,Attorney General,,CON,Michael Henry,20,2,1,1
Tompkins,Groton 1,Attorney General,,CON,Michael Henry,36,2,2,0
Tompkins,Groton 2,Attorney General,,CON,Michael Henry,39,1,1,0
Tompkins,Groton 3,Attorney General,,CON,Michael Henry,29,0,1,3
Tompkins,Ithaca Town 1,Attorney General,,CON,Michael Henry,13,4,3,0
Tompkins,Ithaca Town 2,Attorney General,,CON,Michael Henry,5,0,0,0
Tompkins,Ithaca Town 3,Attorney General,,CON,Michael Henry,9,0,2,0
Tompkins,Ithaca Town 4,Attorney General,,CON,Michael Henry,6,1,4,0
Tompkins,Ithaca Town 5,Attorney General,,CON,Michael Henry,6,1,0,0
Tompkins,Ithaca Town 6,Attorney General,,CON,Michael Henry,4,0,0,0
Tompkins,Ithaca Town 7,Attorney General,,CON,Michael Henry,3,2,2,0
Tompkins,Ithaca Town 8,Attorney General,,CON,Michael Henry,1,0,0,1
Tompkins,Ithaca Town 9,Attorney General,,CON,Michael Henry,2,4,1,0
Tompkins,Ithaca Town 10,Attorney General,,CON,Michael Henry,9,0,2,0
Tompkins,Ithaca Town 11,Attorney General,,CON,Michael Henry,9,0,0,0
Tompkins,Ithaca Town 12,Attorney General,,CON,Michael Henry,2,3,0,0
Tompkins,Lansing 1,Attorney General,,CON,Michael Henry,23,3,0,0
Tompkins,Lansing 2,Attorney General,,CON,Michael Henry,19,1,0,1
Tompkins,Lansing 3,Attorney General,,CON,Michael Henry,26,4,4,1
Tompkins,Lansing 4,Attorney General,,CON,Michael Henry,22,2,0,0
Tompkins,Lansing 5,Attorney General,,CON,Michael Henry,25,3,0,0
Tompkins,Lansing 6,Attorney General,,CON,Michael Henry,6,2,1,0
Tompkins,Lansing 7,Attorney General,,CON,Michael Henry,6,3,0,0
Tompkins,Lansing 8,Attorney General,,CON,Michael Henry,7,3,0,0
Tompkins,Newfield 1,Attorney General,,CON,Michael Henry,37,0,0,0
Tompkins,Newfield 2,Attorney General,,CON,Michael Henry,32,1,2,0
Tompkins,Newfield 3,Attorney General,,CON,Michael Henry,18,1,3,0
Tompkins,Ulysses 1,Attorney General,,CON,Michael Henry,14,0,0,0
Tompkins,Ulysses 2,Attorney General,,CON,Michael Henry,21,1,0,0
Tompkins,Ulysses 3,Attorney General,,CON,Michael Henry,8,0,1,0
Tompkins,Ulysses 4,Attorney General,,CON,Michael Henry,14,0,1,0
Tompkins,Ithaca City 1 -1,Attorney General,,DEM,Letitia A. James,135,37,5,1
Tompkins,Ithaca City 1-2,Attorney General,,DEM,Letitia A. James,32,14,1,0
Tompkins,Ithaca City 1-3,Attorney General,,DEM,Letitia A. James,108,52,11,0
Tompkins,Ithaca City 2-1,Attorney General,,DEM,Letitia A. James,121,50,17,1
Tompkins,Ithaca City 2-2,Attorney General,,DEM,Letitia A. James,101,43,12,2
Tompkins,Ithaca City 2-3,Attorney General,,DEM,Letitia A. James,122,60,13,3
Tompkins,Ithaca City 2-4,Attorney General,,DEM,Letitia A. James,50,41,2,0
Tompkins,Ithaca City 3-1,Attorney General,,DEM,Letitia A. James,4,1,2,1
Tompkins,Ithaca City 3-2,Attorney General,,DEM,Letitia A. James,89,45,14,1
Tompkins,Ithaca City 3-3,Attorney General,,DEM,Letitia A. James,3,2,3,0
Tompkins,Ithaca City 4-1,Attorney General,,DEM,Letitia A. James,39,32,15,0
Tompkins,Ithaca City 5-1,Attorney General,,DEM,Letitia A. James,84,94,12,0
Tompkins,Ithaca City 5-2,Attorney General,,DEM,Letitia A. James,83,77,8,3
Tompkins,Ithaca City 5-3,Attorney General,,DEM,Letitia A. James,33,10,8,1
Tompkins,Caroline 1,Attorney General,,DEM,Letitia A. James,27,2,4,0
Tompkins,Caroline 2,Attorney General,,DEM,Letitia A. James,76,28,6,2
Tompkins,Caroline 3,Attorney General,,DEM,Letitia A. James,88,24,5,0
Tompkins,Danby 1,Attorney General,,DEM,Letitia A. James,93,20,5,2
Tompkins,Danby 2,Attorney General,,DEM,Letitia A. James,21,2,0,0
Tompkins,Danby 3,Attorney General,,DEM,Letitia A. James,76,25,7,1
Tompkins,Dryden 1,Attorney General,,DEM,Letitia A. James,29,9,2,0
Tompkins,Dryden 2,Attorney General,,DEM,Letitia A. James,48,11,4,2
Tompkins,Dryden 3,Attorney General,,DEM,Letitia A. James,3,4,0,0
Tompkins,Dryden 4,Attorney General,,DEM,Letitia A. James,113,47,8,0
Tompkins,Dryden 5,Attorney General,,DEM,Letitia A. James,45,7,3,0
Tompkins,Dryden 6,Attorney General,,DEM,Letitia A. James,40,9,1,0
Tompkins,Dryden 7,Attorney General,,DEM,Letitia A. James,23,7,1,0
Tompkins,Dryden 8,Attorney General,,DEM,Letitia A. James,79,30,8,1
Tompkins,Dryden 9,Attorney General,,DEM,Letitia A. James,33,7,4,0
Tompkins,Enfield 1,Attorney General,,DEM,Letitia A. James,29,4,3,0
Tompkins,Enfield 2,Attorney General,,DEM,Letitia A. James,36,11,3,0
Tompkins,Enfield 3,Attorney General,,DEM,Letitia A. James,29,10,3,1
Tompkins,Groton 1,Attorney General,,DEM,Letitia A. James,20,1,4,0
Tompkins,Groton 2,Attorney General,,DEM,Letitia A. James,30,8,4,0
Tompkins,Groton 3,Attorney General,,DEM,Letitia A. James,9,0,1,0
Tompkins,Ithaca Town 1,Attorney General,,DEM,Letitia A. James,52,16,2,1
Tompkins,Ithaca Town 2,Attorney General,,DEM,Letitia A. James,31,23,4,1
Tompkins,Ithaca Town 3,Attorney General,,DEM,Letitia A. James,38,20,9,0
Tompkins,Ithaca Town 4,Attorney General,,DEM,Letitia A. James,56,29,12,1
Tompkins,Ithaca Town 5,Attorney General,,DEM,Letitia A. James,48,32,8,0
Tompkins,Ithaca Town 6,Attorney General,,DEM,Letitia A. James,35,27,4,2
Tompkins,Ithaca Town 7,Attorney General,,DEM,Letitia A. James,18,23,7,0
Tompkins,Ithaca Town 8,Attorney General,,DEM,Letitia A. James,39,19,4,3
Tompkins,Ithaca Town 9,Attorney General,,DEM,Letitia A. James,36,21,10,0
Tompkins,Ithaca Town 10,Attorney General,,DEM,Letitia A. James,67,42,7,0
Tompkins,Ithaca Town 11,Attorney General,,DEM,Letitia A. James,49,37,17,0
Tompkins,Ithaca Town 12,Attorney General,,DEM,Letitia A. James,26,12,1,0
Tompkins,Lansing 1,Attorney General,,DEM,Letitia A. James,22,13,4,0
Tompkins,Lansing 2,Attorney General,,DEM,Letitia A. James,20,7,2,0
Tompkins,Lansing 3,Attorney General,,DEM,Letitia A. James,23,23,4,0
Tompkins,Lansing 4,Attorney General,,DEM,Letitia A. James,34,9,3,0
Tompkins,Lansing 5,Attorney General,,DEM,Letitia A. James,43,21,6,0
Tompkins,Lansing 6,Attorney General,,DEM,Letitia A. James,19,14,5,1
Tompkins,Lansing 7,Attorney General,,DEM,Letitia A. James,35,34,2,0
Tompkins,Lansing 8,Attorney General,,DEM,Letitia A. James,3,1,3,0
Tompkins,Newfield 1,Attorney General,,DEM,Letitia A. James,41,8,4,0
Tompkins,Newfield 2,Attorney General,,DEM,Letitia A. James,35,9,4,0
Tompkins,Newfield 3,Attorney General,,DEM,Letitia A. James,46,16,2,0
Tompkins,Ulysses 1,Attorney General,,DEM,Letitia A. James,56,12,3,0
Tompkins,Ulysses 2,Attorney General,,DEM,Letitia A. James,59,17,4,1
Tompkins,Ulysses 3,Attorney General,,DEM,Letitia A. James,77,16,1,1
Tompkins,Ulysses 4,Attorney General,,DEM,Letitia A. James,63,6,7,0
Tompkins,Ithaca City 1 -1,Attorney General,,,Undervotes,13,2,0,0
Tompkins,Ithaca City 1-2,Attorney General,,,Undervotes,3,0,0,0
