county,precinct,office,district,party,candidate,election_day,early_voting,absentee,hand_tally
Tompkins,Dryden 9,Governor,,DEM,Kathy C. Hochul,227,59,24,3
Tompkins,Enfield 1,Governor,,DEM,Kathy C. Hochul,136,15,16,6
Tompkins,Enfield 2,Governor,,DEM,Kathy C. Hochul,162,38,23,4
Tompkins,Enfield 3,Governor,,DEM,Kathy C. Hochul,166,31,15,4
Tompkins,Groton 1,Governor,,DEM,Kathy C. Hochul,171,34,13,0
Tompkins,Groton 2,Governor,,DEM,Kathy C. Hochul,269,22,25,1
Tompkins,Groton 3,Governor,,DEM,Kathy C. Hochul,165,25,10,3
Tompkins,Ithaca Town 1,Governor,,DEM,Kathy C. Hochul,232,66,15,8
Tompkins,Ithaca Town 2,Governor,,DEM,Kathy C. Hochul,167,56,14,4
Tompkins,Ithaca Town 3,Governor,,DEM,Kathy C. Hochul,214,75,83,8
Tompkins,Ithaca Town 4,Governor,,DEM,Kathy C. Hochul,312,128,50,3
Tompkins,Ithaca Town 5,Governor,,DEM,Kathy C. Hochul,233,121,27,9
Tompkins,Ithaca Town 6,Governor,,DEM,Kathy C. Hochul,243,173,41,6
Tompkins,Ithaca Town 7,Governor,,DEM,Kathy C. Hochul,147,166,89,18
Tompkins,Ithaca Town 8,Governor,,DEM,Kathy C. Hochul,270,113,38,4
Tompkins,Ithaca Town 9,Governor,,DEM,Kathy C. Hochul,265,147,51,4
Tompkins,Ithaca Town 10,Governor,,DEM,Kathy C. Hochul,252,103,33,5
Tompkins,Ithaca Town 11,Governor,,DEM,Kathy C. Hochul,238,160,41,4
Tompkins,Ithaca Town 12,Governor,,DEM,Kathy C. Hochul,137,37,13,0
Tompkins,Lansing 1,Governor,,DEM,Kathy C. Hochul,289,114,29,3
Tompkins,Lansing 2,Governor,,DEM,Kathy C. Hochul,171,35,6,1
Tompkins,Lansing 3,Governor,,DEM,Kathy C. Hochul,277,167,26,2
Tompkins,Lansing 4,Governor,,DEM,Kathy C. Hochul,199,40,9,1
Tompkins,Lansing 5,Governor,,DEM,Kathy C. Hochul,349,167,54,5
Tompkins,Lansing 6,Governor,,DEM,Kathy C. Hochul,205,109,33,1
Tompkins,Lansing 7,Governor,,DEM,Kathy C. Hochul,282,190,50,2
Tompkins,Lansing 8,Governor,,DEM,Kathy C. Hochul,64,21,6,1
Tompkins,Newfield 1,Governor,,DEM,Kathy C. Hochul,221,29,20,2
Tompkins,Newfield 2,Governor,,DEM,Kathy C. Hochul,196,32,21,1
Tompkins,Newfield 3,Governor,,DEM,Kathy C. Hochul,233,40,22,4
Tompkins,Ulysses 1,Governor,,DEM,Kathy C. Hochul,361,44,46,6
Tompkins,Ulysses 2,Governor,,DEM,Kathy C. Hochul,264,44,16,2
Tompkins,Ulysses 3,Governor,,DEM,Kathy C. Hochul,370,33,23,0
Tompkins,Ulysses 4,Governor,,DEM,Kathy C. Hochul,356,69,34,6
Tompkins,Ithaca City 1 -1,Governor,,REP,Lee Zeldin,61,7,6,0
Tompkins,Ithaca City 1-2,Governor,,REP,Lee Zeldin,26,7,12,0
Tompkins,Ithaca City 1-3,Governor,,REP,Lee Zeldin,34,9,5,0
Tompkins,Ithaca City 2-1,Governor,,REP,Lee Zeldin,22,8,2,0
Tompkins,Ithaca City 2-2,Governor,,REP,Lee Zeldin,18,10,11,8
Tompkins,Ithaca City 2-3,Governor,,REP,Lee Zeldin,35,11,5,2
Tompkins,Ithaca City 2-4,Governor,,REP,Lee Zeldin,12,4,1,0
Tompkins,Ithaca City 3-1,Governor,,REP,Lee Zeldin,1,2,2,0
Tompkins,Ithaca City 3-2,Governor,,REP,Lee Zeldin,35,9,4,0
Tompkins,Ithaca City 3-3,Governor,,REP,Lee Zeldin,3,0,0,1
Tompkins,Ithaca City 4-1,Governor,,REP,Lee Zeldin,11,5,23,2
Tompkins,Ithaca City 5-1,Governor,,REP,Lee Zeldin,19,7,5,1
Tompkins,Ithaca City 5-2,Governor,,REP,Lee Zeldin,19,6,1,1
Tompkins,Ithaca City 5-3,Governor,,REP,Lee Zeldin,4,1,0,1
Tompkins,Caroline 1,Governor,,REP,Lee Zeldin,136,5,7,0
Tompkins,Caroline 2,Governor,,REP,Lee Zeldin,187,6,4,0
Tompkins,Caroline 3,Governor,,REP,Lee Zeldin,142,9,7,1
Tompkins,Danby 1,Governor,,REP,Lee Zeldin,151,5,2,0
Tompkins,Danby 2,Governor,,REP,Lee Zeldin,63,0,5,1
Tompkins,Danby 3,Governor,,REP,Lee Zeldin,170,12,12,1
Tompkins,Dryden 1,Governor,,REP,Lee Zeldin,233,19,6,1
Tompkins,Dryden 2,Governor,,REP,Lee Zeldin,218,18,9,1
Tompkins,Dryden 3,Governor,,REP,Lee Zeldin,90,2,5,3
Tompkins,Dryden 4,Governor,,REP,Lee Zeldin,137,12,9,0
Tompkins,Dryden 5,Governor,,REP,Lee Zeldin,176,12,9,2
Tompkins,Dryden 6,Governor,,REP,Lee Zeldin,191,8,12,1
Tompkins,Dryden 7,Governor,,REP,Lee Zeldin,234,24,17,2
Tompkins,Dryden 8,Governor,,REP,Lee Zeldin,79,12,9,2
Tompkins,Dryden 9,Governor,,REP,Lee Zeldin,229,14,15,1
Tompkins,Enfield 1,Governor,,REP,Lee Zeldin,170,13,4,5
Tompkins,Enfield 2,Governor,,REP,Lee Zeldin,147,4,7,2
Tompkins,Enfield 3,Governor,,REP,Lee Zeldin,149,8,9,2
Tompkins,Groton 1,Governor,,REP,Lee Zeldin,442,21,10,0
Tompkins,Groton 2,Governor,,REP,Lee Zeldin,301,12,16,2
Tompkins,Groton 3,Governor,,REP,Lee Zeldin,342,7,6,1
Tompkins,Ithaca Town 1,Governor,,REP,Lee Zeldin,80,14,10,3
Tompkins,Ithaca Town 2,Governor,,REP,Lee Zeldin,57,3,6,1
Tompkins,Ithaca Town 3,Governor,,REP,Lee Zeldin,54,11,19,1
Tompkins,Ithaca Town 4,Governor,,REP,Lee Zeldin,59,17,10,2
Tompkins,Ithaca Town 5,Governor,,REP,Lee Zeldin,71,11,3,0
Tompkins,Ithaca Town 6,Governor,,REP,Lee Zeldin,32,9,3,1
Tompkins,Ithaca Town 7,Governor,,REP,Lee Zeldin,38,20,5,1
Tompkins,Ithaca Town 8,Governor,,REP,Lee Zeldin,32,4,5,4
Tompkins,Ithaca Town 9,Governor,,REP,Lee Zeldin,61,11,5,1
Tompkins,Ithaca Town 10,Governor,,REP,Lee Zeldin,74,9,8,1
Tompkins,Ithaca Town 11,Governor,,REP,Lee Zeldin,66,13,6,1
Tompkins,Ithaca Town 12,Governor,,REP,Lee Zeldin,36,11,2,1
Tompkins,Lansing 1,Governor,,REP,Lee Zeldin,204,23,6,2
Tompkins,Lansing 2,Governor,,REP,Lee Zeldin,185,12,4,0
Tompkins,Lansing 3,Governor,,REP,Lee Zeldin,215,53,14,1
Tompkins,Lansing 4,Governor,,REP,Lee Zeldin,255,8,8,1
Tompkins,Lansing 5,Governor,,REP,Lee Zeldin,125,43,15,1
Tompkins,Lansing 6,Governor,,REP,Lee Zeldin,46,13,3,0
Tompkins,Lansing 7,Governor,,REP,Lee Zeldin,92,24,10,2
Tompkins,Lansing 8,Governor,,REP,Lee Zeldin,86,8,3,0
Tompkins,Newfield 1,Governor,,REP,Lee Zeldin,238,3,17,1
Tompkins,Newfield 2,Governor,,REP,Lee Zeldin,295,10,16,1
Tompkins,Newfield 3,Governor,,REP,Lee Zeldin,203,8,17,1
Tompkins,Ulysses 1,Governor,,REP,Lee Zeldin,118,8,9,1
Tompkins,Ulysses 2,Governor,,REP,Lee Zeldin,168,8,6,2
Tompkins,Ulysses 3,Governor,,REP,Lee Zeldin,93,4,5,1
Tompkins,Ulysses 4,Governor,,REP,Lee Zeldin,132,8,15,0
Tompkins,Ithaca City 1 -1,Governor,,CON,Lee Zeldin,11,0,0,0
Tompkins,Ithaca City 1-2,Governor,,CON,Lee Zeldin,2,1,0,0
Tompkins,Ithaca City 1-3,Governor,,CON,Lee Zeldin,5,1,1,0
Tompkins,Ithaca City 2-1,Governor,,CON,Lee Zeldin,10,0,0,0
Tompkins,Ithaca City 2-2,Governor,,CON,Lee Zeldin,5,0,0,0
Tompkins,Ithaca City 2-3,Governor,,CON,Lee Zeldin,7,2,2,0
Tompkins,Ithaca City 2-4,Governor,,CON,Lee Zeldin,0,0,0,1
Tompkins,Ithaca City 3-1,Governor,,CON,Lee Zeldin,0,0,0,0
Tompkins,Ithaca City 3-2,Governor,,CON,Lee Zeldin,4,1,0,0
Tompkins,Ithaca City 3-3,Governor,,CON,Lee Zeldin,0,0,0,0
Tompkins,Ithaca City 4-1,Governor,,CON,Lee Zeldin,0,2,1,0
Tompkins,Ithaca City 5-1,Governor,,CON,Lee Zeldin,3,0,0,0
Tompkins,Ithaca City 5-2,Governor,,CON,Lee Zeldin,3,0,0,0
Tompkins,Ithaca City 5-3,Governor,,CON,Lee Zeldin,1,0,1,0
Tompkins,Caroline 1,Governor,,CON,Lee Zeldin,14,1,2,0
Tompkins,Caroline 2,Governor,,CON,Lee Zeldin,22,1,0,1
Tompkins,Caroline 3,Governor,,CON,Lee Zeldin,13,0,0,0
Tompkins,Danby 1,Governor,,CON,Lee Zeldin,16,3,2,0
Tompkins,Danby 2,Governor,,CON,Lee Zeldin,7,1,0,0
Tompkins,Danby 3,Governor,,CON,Lee Zeldin,19,4,6,1
Tompkins,Dryden 1,Governor,,CON,Lee Zeldin,15,1,2,0
Tompkins,Dryden 2,Governor,,CON,Lee Zeldin,33,8,2,0
Tompkins,Dryden 3,Governor,,CON,Lee Zeldin,15,0,2,0
Tompkins,Dryden 4,Governor,,CON,Lee Zeldin,15,2,1,1
Tompkins,Dryden 5,Governor,,CON,Lee Zeldin,26,2,2,0
Tompkins,Dryden 6,Governor,,CON,Lee Zeldin,20,3,4,0
Tompkins,Dryden 7,Governor,,CON,Lee Zeldin,32,4,1,1
Tompkins,Dryden 8,Governor,,CON,Lee Zeldin,13,1,0,0
Tompkins,Dryden 9,Governor,,CON,Lee Zeldin,27,3,3,0
Tompkins,Enfield 1,Governor,,CON,Lee Zeldin,15,2,2,0
Tompkins,Enfield 2,Governor,,CON,Lee Zeldin,19,1,1,0
Tompkins,Enfield 3,Governor,,CON,Lee Zeldin,15,1,1,2
Tompkins,Groton 1,Governor,,CON,Lee Zeldin,38,2,2,0
Tompkins,Groton 2,Governor,,CON,Lee Zeldin,41,2,0,0
Tompkins,Groton 3,Governor,,CON,Lee Zeldin,24,0,1,3
Tompkins,Ithaca Town 1,Governor,,CON,Lee Zeldin,12,4,2,0
Tompkins,Ithaca Town 2,Governor,,CON,Lee Zeldin,7,1,0,0
Tompkins,Ithaca Town 3,Governor,,CON,Lee Zeldin,7,0,2,0
Tompkins,Ithaca Town 4,Governor,,CON,Lee Zeldin,4,1,3,0
Tompkins,Ithaca Town 5,Governor,,CON,Lee Zeldin,3,1,0,0
Tompkins,Ithaca Town 6,Governor,,CON,Lee Zeldin,4,0,0,0
Tompkins,Ithaca Town 7,Governor,,CON,Lee Zeldin,1,0,3,0
Tompkins,Ithaca Town 8,Governor,,CON,Lee Zeldin,1,0,1,1
Tompkins,Ithaca Town 9,Governor,,CON,Lee Zeldin,2,5,1,0
Tompkins,Ithaca Town 10,Governor,,CON,Lee Zeldin,7,0,1,0
Tompkins,Ithaca Town 11,Governor,,CON,Lee Zeldin,8,0,0,0
Tompkins,Ithaca Town 12,Governor,,CON,Lee Zeldin,3,2,0,0
Tompkins,Lansing 1,Governor,,CON,Lee Zeldin,22,3,0,0
Tompkins,Lansing 2,Governor,,CON,Lee Zeldin,23,0,0,1
Tompkins,Lansing 3,Governor,,CON,Lee Zeldin,26,4,4,1
Tompkins,Lansing 4,Governor,,CON,Lee Zeldin,24,0,0,0
Tompkins,Lansing 5,Governor,,CON,Lee Zeldin,25,3,0,0
Tompkins,Lansing 6,Governor,,CON,Lee Zeldin,4,2,0,0
Tompkins,Lansing 7,Governor,,CON,Lee Zeldin,8,4,0,0
Tompkins,Lansing 8,Governor,,CON,Lee Zeldin,8,4,1,0
Tompkins,Newfield 1,Governor,,CON,Lee Zeldin,36,0,0,0
Tompkins,Newfield 2,Governor,,CON,Lee Zeldin,32,1,1,0
Tompkins,Newfield 3,Governor,,CON,Lee Zeldin,18,1,3,0
Tompkins,Ulysses 1,Governor,,CON,Lee Zeldin,13,1,1,0
Tompkins,Ulysses 2,Governor,,CON,Lee Zeldin,20,1,0,0
Tompkins,Ulysses 3,Governor,,CON,Lee Zeldin,7,0,0,0
Tompkins,Ulysses 4,Governor,,CON,Lee Zeldin,13,0,1,0
Tompkins,Ithaca City 1 -1,Governor,,DEM,Kathy C. Hochul,139,34,5,1
Tompkins,Ithaca City 1-2,Governor,,DEM,Kathy C. Hochul,29,13,0,0
Tompkins,Ithaca City 1-3,Governor,,DEM,Kathy C. Hochul,106,54,10,0
Tompkins,Ithaca City 2-1,Governor,,DEM,Kathy C. Hochul,117,53,15,1
Tompkins,Ithaca City 2-2,Governor,,DEM,Kathy C. Hochul,101,42,13,2
Tompkins,Ithaca City 2-3,Governor,,DEM,Kathy C. Hochul,122,64,13,3
Tompkins,Ithaca City 2-4,Governor,,DEM,Kathy C. Hochul,49,40,2,0
Tompkins,Ithaca City 3-1,Governor,,DEM,Kathy C. Hochul,4,2,2,1
Tompkins,Ithaca City 3-2,Governor,,DEM,Kathy C. Hochul,84,43,14,1
Tompkins,Ithaca City 3-3,Governor,,DEM,Kathy C. Hochul,5,1,3,0
Tompkins,Ithaca City 4-1,Governor,,DEM,Kathy C. Hochul,38,31,15,0
Tompkins,Ithaca City 5-1,Governor,,DEM,Kathy C. Hochul,88,90,12,0
Tompkins,Ithaca City 5-2,Governor,,DEM,Kathy C. Hochul,87,73,7,3
Tompkins,Ithaca City 5-3,Governor,,DEM,Kathy C. Hochul,32,9,7,1
Tompkins,Caroline 1,Governor,,DEM,Kathy C. Hochul,23,2,3,0
Tompkins,Caroline 2,Governor,,DEM,Kathy C. Hochul,76,27,6,2
Tompkins,Caroline 3,Governor,,DEM,Kathy C. Hochul,80,26,5,0
Tompkins,Danby 1,Governor,,DEM,Kathy C. Hochul,96,20,5,2
Tompkins,Danby 2,Governor,,DEM,Kathy C. Hochul,19,2,0,0
Tompkins,Danby 3,Governor,,DEM,Kathy C. Hochul,78,24,7,0
Tompkins,Dryden 1,Governor,,DEM,Kathy C. Hochul,29,10,2,0
Tompkins,Dryden 2,Governor,,DEM,Kathy C. Hochul,42,10,3,1
Tompkins,Dryden 3,Governor,,DEM,Kathy C. Hochul,2,3,0,0
Tompkins,Dryden 4,Governor,,DEM,Kathy C. Hochul,109,46,8,0
Tompkins,Dryden 5,Governor,,DEM,Kathy C. Hochul,43,7,3,0
Tompkins,Dryden 6,Governor,,DEM,Kathy C. Hochul,41,8,1,0
Tompkins,Dryden 7,Governor,,DEM,Kathy C. Hochul,18,6,1,0
Tompkins,Dryden 8,Governor,,DEM,Kathy C. Hochul,79,28,8,1
Tompkins,Dryden 9,Governor,,DEM,Kathy C. Hochul,33,7,4,0
Tompkins,Enfield 1,Governor,,DEM,Kathy C. Hochul,29,5,3,0
Tompkins,Enfield 2,Governor,,DEM,Kathy C. Hochul,36,12,3,0
Tompkins,Enfield 3,Governor,,DEM,Kathy C. Hochul,30,10,2,1
Tompkins,Groton 1,Governor,,DEM,Kathy C. Hochul,17,1,4,0
Tompkins,Groton 2,Governor,,DEM,Kathy C. Hochul,26,4,4,0
Tompkins,Groton 3,Governor,,DEM,Kathy C. Hochul,6,0,1,0
Tompkins,Ithaca Town 1,Governor,,DEM,Kathy C. Hochul,49,16,3,1
Tompkins,Ithaca Town 2,Governor,,DEM,Kathy C. Hochul,27,22,4,1
Tompkins,Ithaca Town 3,Governor,,DEM,Kathy C. Hochul,38,18,10,0
Tompkins,Ithaca Town 4,Governor,,DEM,Kathy C. Hochul,54,27,13,1
Tompkins,Ithaca Town 5,Governor,,DEM,Kathy C. Hochul,44,30,8,0
Tompkins,Ithaca Town 6,Governor,,DEM,Kathy C. Hochul,36,27,3,2
Tompkins,Ithaca Town 7,Governor,,DEM,Kathy C. Hochul,17,25,7,0
Tompkins,Ithaca Town 8,Governor,,DEM,Kathy C. Hochul,39,29,8,2
Tompkins,Ithaca Town 9,Governor,,DEM,Kathy C. Hochul,30,21,9,1
Tompkins,Ithaca Town 10,Governor,,DEM,Kathy C. Hochul,62,41,7,0
Tompkins,Ithaca Town 11,Governor,,DEM,Kathy C. Hochul,58,47,16,0
Tompkins,Ithaca Town 12,Governor,,DEM,Kathy C. Hochul,25,13,1,0
Tompkins,Lansing 1,Governor,,DEM,Kathy C. Hochul,23,14,5,0
Tompkins,Lansing 2,Governor,,DEM,Kathy C. Hochul,15,7,2,0
Tompkins,Lansing 3,Governor,,DEM,Kathy C. Hochul,22,20,4,0
Tompkins,Lansing 4,Governor,,DEM,Kathy C. Hochul,27,8,3,0
Tompkins,Lansing 5,Governor,,DEM,Kathy C. Hochul,42,23,6,0
Tompkins,Lansing 6,Governor,,DEM,Kathy C. Hochul,19,13,4,1
Tompkins,Lansing 7,Governor,,DEM,Kathy C. Hochul,33,36,1,0
Tompkins,Lansing 8,Governor,,DEM,Kathy C. Hochul,1,1,3,0
Tompkins,Newfield 1,Governor,,DEM,Kathy C. Hochul,38,8,4,0
Tompkins,Newfield 2,Governor,,DEM,Kathy C. Hochul,31,7,4,0
Tompkins,Newfield 3,Governor,,DEM,Kathy C. Hochul,42,14,2,0
Tompkins,Ulysses 1,Governor,,DEM,Kathy C. Hochul,58,12,3,0
Tompkins,Ulysses 2,Governor,,DEM,Kathy C. Hochul,58,15,4,1
Tompkins,Ulysses 3,Governor,,DEM,Kathy C. Hochul,78,15,2,1
Tompkins,Ulysses 4,Governor,,DEM,Kathy C. Hochul,67,6,8,0
Tompkins,Ithaca City 1 -1,Governor,,,Undervotes,5,0,0,0
Tompkins,Ithaca City 1-2,Governor,,,Undervotes,1,0,0,0
Tompkins,Ithaca City 1-3,Governor,,,Undervotes,3,0,0,0
Tompkins,Ithaca City 2-1,Governor,,,Undervotes,3,1,0,0
Tompkins,Ithaca City 2-2,Governor,,,Undervotes,2,0,0,1
Tompkins,Ithaca City 2-3,Governor,,,Undervotes,2,1,2,0
Tompkins,Ithaca City 2-4,Governor,,,Undervotes,0,1,2,0
Tompkins,Ithaca City 3-1,Governor,,,Undervotes,0,0,0,0
Tompkins,Ithaca City 3-2,Governor,,,Undervotes,3,0,0,0
Tompkins,Ithaca City 3-3,Governor,,,Undervotes,0,0,0,0
Tompkins,Ithaca City 4-1,Governor,,,Undervotes,0,0,0,0
Tompkins,Ithaca City 5-1,Governor,,,Undervotes,0,2,0,0
Tompkins,Ithaca City 5-2,Governor,,,Undervotes,1,3,1,0
Tompkins,Ithaca City 5-3,Governor,,,Undervotes,1,0,0,0
Tompkins,Caroline 1,Governor,,,Undervotes,2,0,0,0
Tompkins,Caroline 2,Governor,,,Undervotes,0,0,2,0
Tompkins,Caroline 3,Governor,,,Undervotes,2,0,0,0
Tompkins,Danby 1,Governor,,,Undervotes,2,0,0,0
Tompkins,Danby 2,Governor,,,Undervotes,0,0,0,0
Tompkins,Danby 3,Governor,,,Undervotes,0,0,0,0
Tompkins,Dryden 1,Governor,,,Undervotes,1,0,0,0
Tompkins,Dryden 2,Governor,,,Undervotes,2,0,0,0
Tompkins,Dryden 3,Governor,,,Undervotes,0,0,0,0
Tompkins,Dryden 4,Governor,,,Undervotes,3,0,0,0
Tompkins,Dryden 5,Governor,,,Undervotes,1,0,0,0
Tompkins,Dryden 6,Governor,,,Undervotes,0,0,0,0
Tompkins,Dryden 7,Governor,,,Undervotes,2,1,2,0
Tompkins,Dryden 8,Governor,,,Undervotes,5,0,0,0
Tompkins,Dryden 9,Governor,,,Undervotes,2,0,0,0
Tompkins,Enfield 1,Governor,,,Undervotes,2,0,0,0
Tompkins,Enfield 2,Governor,,,Undervotes,2,0,0,0
Tompkins,Enfield 3,Governor,,,Undervotes,2,0,4,0
Tompkins,Groton 1,Governor,,,Undervotes,1,0,1,0
Tompkins,Groton 2,Governor,,,Undervotes,4,0,2,0
Tompkins,Groton 3,Governor,,,Undervotes,5,0,0,0
Tompkins,Ithaca Town 1,Governor,,,Undervotes,2,0,0,0
Tompkins,Ithaca Town 2,Governor,,,Undervotes,0,0,1,0
Tompkins,Ithaca Town 3,Governor,,,Undervotes,0,1,3,0
Tompkins,Ithaca Town 4,Governor,,,Undervotes,3,1,0,0
Tompkins,Ithaca Town 5,Governor,,,Undervotes,3,0,0,0
Tompkins,Ithaca Town 6,Governor,,,Undervotes,2,1,1,0
Tompkins,Ithaca Town 7,Governor,,,Undervotes,1,1,0,0
Tompkins,Ithaca Town 8,Governor,,,Undervotes,3,0,0,0
Tompkins,Ithaca Town 9,Governor,,,Undervotes,1,0,0,0
Tompkins,Ithaca Town 10,Governor,,,Undervotes,5,0,2,0
Tompkins,Ithaca Town 11,Governor,,,Undervotes,0,0,1,0
Tompkins,Ithaca Town 12,Governor,,,Undervotes,1,1,0,0
Tompkins,Lansing 1,Governor,,,Undervotes,4,0,0,0
Tompkins,Lansing 2,Governor,,,Undervotes,2,0,0,0
Tompkins,Lansing 3,Governor,,,Undervotes,2,1,0,1
Tompkins,Lansing 4,Governor,,,Undervotes,5,0,0,0
Tompkins,Lansing 5,Governor,,,Undervotes,4,1,1,1
Tompkins,Lansing 6,Governor,,,Undervotes,2,0,1,0
Tompkins,Lansing 7,Governor,,,Undervotes,2,1,0,0
Tompkins,Lansing 8,Governor,,,Undervotes,0,0,0,0
Tompkins,Newfield 1,Governor,,,Undervotes,0,0,0,0
Tompkins,Newfield 2,Governor,,,Undervotes,1,0,0,0
Tompkins,Newfield 3,Governor,,,Undervotes,0,1,1,0
Tompkins,Ulysses 1,Governor,,,Undervotes,0,0,1,0
Tompkins,Ulysses 2,Governor,,,Undervotes,5,0,1,0
Tompkins,Ulysses 3,Governor,,,Undervotes,5,1,0,0
Tompkins,Ulysses 4,Governor,,,Undervotes,4,0,0,0
Tompkins,Ithaca City 1 -1,Governor,,,Overvotes,0,0,0,0
Tompkins,Ithaca City 1-2,Governor,,,Overvotes,0,0,0,0
Tompkins,Ithaca City 1-3,Governor,,,Overvotes,0,0,0,0
Tompkins,Ithaca City 2-1,Governor,,,Overvotes,0,0,0,0
Tompkins,Ithaca City 2-2,Governor,,,Overvotes,0,0,0,0
Tompkins,Ithaca City 2-3,Governor,,,Overvotes,0,1,0,0
Tompkins,Ithaca City 2-4,Governor,,,Overvotes,0,1,0,0
Tompkins,Ithaca City 3-1,Governor,,,Overvotes,0,0,0,0
Tompkins,Ithaca City 3-2,Governor,,,Overvotes,0,0,0,0
Tompkins,Ithaca City 3-3,Governor,,,Overvotes,0,0,0,0
Tompkins,Ithaca City 4-1,Governor,,,Overvotes,0,0,0,0
Tompkins,Ithaca City 5-1,Governor,,,Overvotes,0,0,0,0
Tompkins,Ithaca City 5-2,Governor,,,Overvotes,0,0,0,0
Tompkins,Ithaca City 5-3,Governor,,,Overvotes,0,0,0,0
Tompkins,Caroline 1,Governor,,,Overvotes,0,0,0,0
Tompkins,Caroline 2,Governor,,,Overvotes,0,0,0,0
Tompkins,Caroline 3,Governor,,,Overvotes,0,0,0,0
Tompkins,Danby 1,Governor,,,Overvotes,0,0,0,0
Tompkins,Danby 2,Governor,,,Overvotes,0,0,0,0
Tompkins,Danby 3,Governor,,,Overvotes,0,0,0,0
Tompkins,Dryden 1,Governor,,,Overvotes,0,0,0,0
Tompkins,Dryden 2,Governor,,,Overvotes,0,0,0,0
Tompkins,Dryden 3,Governor,,,Overvotes,0,0,0,0
Tompkins,Dryden 4,Governor,,,Overvotes,0,0,0,0
Tompkins,Dryden 5,Governor,,,Overvotes,0,0,0,0
Tompkins,Dryden 6,Governor,,,Overvotes,0,0,0,0
Tompkins,Dryden 7,Governor,,,Overvotes,0,0,0,0
Tompkins,Dryden 8,Governor,,,Overvotes,0,1,0,0
Tompkins,Dryden 9,Governor,,,Overvotes,0,0,0,0
Tompkins,Enfield 1,Governor,,,Overvotes,0,0,0,0
Tompkins,Enfield 2,Governor,,,Overvotes,0,0,0,0
Tompkins,Enfield 3,Governor,,,Overvotes,0,0,0,0
Tompkins,Groton 1,Governor,,,Overvotes,0,0,0,0
Tompkins,Groton 2,Governor,,,Overvotes,0,0,0,0
Tompkins,Groton 3,Governor,,,Overvotes,0,0,0,0
Tompkins,Ithaca Town 1,Governor,,,Overvotes,0,0,0,0
Tompkins,Ithaca Town 2,Governor,,,Overvotes,0,0,0,0
Tompkins,Ithaca Town 3,Governor,,,Overvotes,0,1,0,0
Tompkins,Ithaca Town 4,Governor,,,Overvotes,0,0,0,0
Tompkins,Ithaca Town 5,Governor,,,Overvotes,0,0,0,0
Tompkins,Ithaca Town 6,Governor,,,Overvotes,0,0,0,0
Tompkins,Ithaca Town 7,Governor,,,Overvotes,0,0,0,1
Tompkins,Ithaca Town 8,Governor,,,Overvotes,0,0,0,0
Tompkins,Ithaca Town 9,Governor,,,Overvotes,0,0,0,0
Tompkins,Ithaca Town 10,Governor,,,Overvotes,0,0,0,0
Tompkins,Ithaca Town 11,Governor,,,Overvotes,0,0,0,0
